batch,population,metric,numerator,denominator,percent,request_denominator,ties,desired_strict_n,desired_strict_d,new_strict_n,true_strict_n,desired_token_correct,desired_token_d,all_prompt_strict_requests,new_nll_mean,new_nll_median,new_nll_p90,new_nll_p95,new_nll_p99,new_nll_min,new_nll_max,true_nll_mean,true_nll_median,true_nll_p90,true_nll_p95,true_nll_p99,true_nll_min,true_nll_max,desired_margin_mean,desired_margin_median,desired_margin_p90,desired_margin_p95,desired_margin_p99,desired_margin_min,desired_margin_max
43,CURRENT100,PS,180,200,90.0,100,0,135,200,135,9,139,204,54,1.7441445956623647,0.44206349551677704,6.002202653884887,7.363204312324517,10.986216650009155,0.0028003547340631485,11.814867973327637,7.890705880336464,7.8320393562316895,12.93056001663208,13.96661148071289,19.383025951385488,0.11116739362478256,22.73432731628418,6.146561284674099,6.014838755130768,12.6286103149876,13.915389939816668,19.36099283717572,-10.87401346117258,22.648104421794415
43,CURRENT100,NS,765,1000,76.5,100,0,180,1000,54,180,180,1000,0,8.16210041544959,8.209840774536133,13.483343982696534,14.919010591506956,17.301730785369873,0.018117181956768036,19.270490646362305,4.932402117372141,4.5407021045684814,9.821812915802003,11.275409030914306,13.629458274841303,0.0014941253466531634,18.032005310058594,3.2296982980774485,3.2742414474487305,9.4268430352211,11.202142581343645,14.94686971452087,-14.81986516714096,19.092490762472153
44,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,102,102,100,0.05952639168812311,0.02075858134776354,0.08985735401511194,0.1638751178979873,0.8353658437728905,0.0001248043408850208,1.2800971269607544,10.665572910308837,10.29795217514038,16.45777244567871,18.70644540786743,19.684520111084016,3.019308567047119,25.799638748168945,10.606046518620715,10.176702864468098,16.457304723912966,18.640601419378072,19.68370700165385,2.915702745318413,25.79951394382806
44,CURRENT100,PS,184,200,92.0,100,0,127,200,127,3,131,204,50,1.703403661354314,0.4608992636203766,5.110577392578125,7.73800320625305,10.307841863632198,0.0002112165529979393,13.757026672363281,8.01607670813799,7.645197153091431,13.014255619049072,14.90224757194518,20.96778495788573,0.17501205205917358,23.213809967041016,6.312673046783675,5.995683662593365,12.603891457617282,14.900977311155284,20.967547263911534,-4.223730146884918,23.211247987113893
44,CURRENT100,NS,741,1000,74.1,100,0,195,1000,58,195,214,1020,0,8.348225638485047,8.02624225616455,14.279603004455566,15.61157689094543,18.80192398071289,0.005091439001262188,21.494373321533203,4.907817482453073,4.3835954666137695,10.33888053894043,11.482309389114379,14.201954107284546,0.001985484967008233,16.371257781982422,3.4404081560319755,3.3443775177001953,10.571740674972537,12.669750472903251,17.22013468752615,-13.543683648109436,21.06288431957364
45,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,101,101,100,0.050958958327028084,0.00981976743787527,0.10339548066258446,0.29236633926629985,0.5119175845384603,0.00011359999916749075,0.6090568900108337,10.573686051368714,10.177551746368408,15.588578891754155,17.22192182540893,19.98972146987915,2.430285930633545,20.153074264526367,10.522727093041686,10.12214750982821,15.585099902306688,17.21996388956904,19.98960544811569,1.8212290406227112,20.15271848809789
45,CURRENT100,PS,169,200,84.5,100,0,134,200,134,10,136,202,51,1.75713153485558,0.5326032340526581,5.514645814895626,7.183300185203547,11.103221435546875,0.0011442311806604266,14.394930839538574,7.297297280638595,7.41630744934082,12.018361473083495,13.151621866226195,16.476254119873047,0.0017533419886603951,19.98948860168457,5.540165745783015,5.93135404586792,11.30445815201383,12.838423243444412,16.46943443783093,-7.401724576950073,19.98362191207707
45,CURRENT100,NS,675,1000,67.5,100,0,149,1000,82,149,159,1010,0,7.466320381771424,7.152153491973877,13.514665699005128,14.831083440780638,17.482262363433836,0.0012324602575972676,20.546985626220703,5.242565920211258,4.7677130699157715,10.326115894317628,11.924713945388792,14.722339315414425,0.0015141224721446633,18.60272216796875,2.2237544615601657,2.0686283111572266,9.384729119599799,11.375425235927102,14.82831572830677,-13.671928852796555,18.55401411652565
46,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,101,101,100,0.06143042126306682,0.022022110410034657,0.08807242214679732,0.19756940007209725,0.9331569212675099,9.60780744208023e-05,1.018402099609375,10.126736824512482,10.105874061584473,15.923266029357913,17.58559646606445,18.143988838195806,3.4798061847686768,19.23194122314453,10.065306403249416,10.071945431642234,15.915000868914651,17.528699363372287,18.14370174477212,3.225894868373871,19.21274361014366
46,CURRENT100,PS,179,200,89.5,100,0,129,200,129,5,131,202,49,1.8728732193965698,0.42210741341114044,6.118848609924316,7.897799468040465,10.812292413711544,0.0006146925734356046,13.001441955566406,7.548332402557135,7.398371696472168,12.036558628082275,14.238132572174072,15.841956310272208,0.25355300307273865,17.23606300354004,5.675459183160565,5.403780207037926,11.494022832252083,13.933002990105882,15.670573232041205,-6.324596643447876,17.07516811788082
46,CURRENT100,NS,719,1000,71.9,100,0,203,1000,58,203,213,1010,0,7.760897950556129,7.539801836013794,13.42203931808472,15.248461484909052,17.58636240005493,0.005949762649834156,21.807376861572266,4.844673879995942,4.323350191116333,9.985190486907959,11.543950653076172,14.513561315536496,0.007873925380408764,17.58357810974121,2.916224070560187,3.0180216133594513,9.543755340576173,11.428875461220741,16.139602840691804,-15.47031566966325,20.09721004962921
47,CURRENT100,RS,99,100,99.0,100,0,98,100,98,0,99,101,98,0.09290677955053979,0.0159578463062644,0.08745929077267654,0.17482296600937822,1.6840239048004286,0.0002526917669456452,4.30665397644043,10.968835406303405,10.558386325836182,14.760939979553232,17.467520904541015,20.717400169372564,2.9919509887695312,21.75090980529785,10.875928626752867,10.525428350199945,14.760252234034134,17.41970003149472,20.716492270719904,-0.5971889495849609,21.750609562179307
47,CURRENT100,PS,188,200,94.0,100,0,129,200,129,2,131,202,47,1.5302149858485792,0.44228433072566986,4.581239080429077,6.0334974765777565,8.732066755294792,0.00044860312482342124,12.270977973937988,8.177911410424858,8.056549072265625,13.03147974014282,14.118101263046265,18.106534900665274,0.05813242867588997,20.283004760742188,6.647696424576279,6.563367858529091,12.731066654622555,13.985459866191375,18.101395396748547,-3.9740819931030273,20.254080194979906
47,CURRENT100,NS,745,1000,74.5,100,0,186,1000,44,186,206,1020,0,8.011068945004604,7.904311656951904,13.412845706939699,14.915126943588254,17.11400291442871,0.013171098195016384,19.90727996826172,5.032533506721258,4.515300989151001,10.238239192962647,11.958697795867918,14.20470848083496,0.00716095045208931,19.101259231567383,2.9785354382833464,2.8527591228485107,9.391132998466492,11.323937845230098,14.62526857189834,-12.84701369702816,16.93203871883452
48,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,101,102,99,0.07949362749990542,0.020801378414034843,0.12665204331278815,0.23022576570510847,0.43833510041238166,0.00013517419574782252,2.9338126182556152,10.543819508552552,10.34574556350708,14.267705059051515,16.10805215835571,19.628208465576193,2.9614832401275635,23.623640060424805,10.464325881052646,10.202491026371717,14.256957298272756,15.917156425013673,19.621123292372815,2.8418444842100143,23.621795330313034
48,CURRENT100,PS,182,200,91.0,100,0,131,200,131,2,135,204,52,1.8659247035114095,0.5966753363609314,6.394529914855957,7.669741678237913,10.260555410385116,0.0006329201860353351,12.324502944946289,8.105201384574174,7.623011112213135,13.801872444152831,14.713855075836179,16.93259954452513,0.09238508343696594,19.315532684326172,6.239276681062766,6.018319070339203,12.640109308063984,14.273883961141106,16.882873495006915,-9.021448135375977,19.285864427685738
48,CURRENT100,NS,719,1000,71.9,100,0,150,1000,87,150,160,1010,0,8.00972716973722,7.89186429977417,13.704239177703858,15.400874042510985,17.850502834320068,0.006709191482514143,22.2769832611084,5.310705042954535,4.846075057983398,10.373859977722168,11.926283597946165,14.456449327468865,0.002453295513987541,19.963943481445312,2.6990221267826855,2.700356960296631,9.249127846956254,10.786574840545654,14.53502956867218,-19.231202363967896,17.563042789697647
49,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,100,100,100,0.04838451686810004,0.02165229618549347,0.10246995091438323,0.17695434242486952,0.37008712947368805,0.0002351722796447575,0.7231751680374146,10.791962831020355,10.45256233215332,15.453540134429934,17.84058952331543,21.69167919158936,2.992983341217041,21.95379066467285,10.743578314152256,10.416525431443006,15.44219743027352,17.83828689730726,21.682828862388853,2.849750578403473,21.95267870288808
49,CURRENT100,PS,179,200,89.5,100,0,129,200,129,5,129,200,50,1.817834725502762,0.6680133044719696,5.5635338306427,7.346860766410817,10.130123682022093,0.001090885023586452,13.977810859680176,7.6619330965355035,7.243764638900757,12.30447368621826,14.420882987976073,16.99173164367674,0.04719894379377365,21.027040481567383,5.844098371032742,5.794820457696915,11.702867281995713,14.376612922130152,16.919149609049764,-10.080365486443043,21.02521455194801
49,CURRENT100,NS,680,1000,68.0,100,0,174,1000,80,174,174,1000,0,7.547627233441453,7.499945878982544,13.495108795166017,15.103788185119628,18.143254318237304,0.0035292739048600197,20.736629486083984,5.193901879340177,4.59359073638916,10.600975131988527,12.339318227767944,15.16840097427368,0.0023124876897782087,17.991474151611328,2.353725354101276,2.337616205215454,9.000408959388734,11.259354689717293,14.47341901063919,-16.1476965919137,20.6579337567091
50,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,104,104,100,0.05626074875937775,0.018842571415007114,0.07980462089180973,0.2925183922052382,0.5039006912708316,6.472854875028133e-05,1.1563985347747803,10.567435772418976,9.700658798217773,15.65608015060425,17.852811527252197,21.269459705352823,2.1788113117218018,28.813589096069336,10.511175023659598,9.668056333903223,15.654479130019903,17.849068624631034,21.269386370579053,1.7388764321804047,28.812663745018654
50,CURRENT100,PS,177,200,88.5,100,0,128,200,128,6,136,208,45,1.8313058116228786,0.6174526512622833,5.9339815139770495,8.12849884033203,12.692314653396606,0.0035921114031225443,13.247089385986328,7.624868050124496,7.256898641586304,12.19030294418335,13.796613502502439,21.039935016632054,0.04893701896071434,25.17997932434082,5.793562238501618,5.627685781568289,11.78496710807085,13.66658503008075,21.033059179829404,-6.147887706756592,25.172424553893507
50,CURRENT100,NS,686,1000,68.6,100,0,150,1000,68,150,160,1010,0,7.607288551524048,7.6399171352386475,12.838496971130372,14.574232530593871,17.015543861389162,0.002650440903380513,19.64934730529785,5.245963699345361,4.755501985549927,10.444977188110352,11.936177730560303,15.247085151672358,0.0011851914459839463,22.281421661376953,2.3613248521786883,2.350286543369293,8.266918516159057,10.413736970722674,13.549775578334229,-12.162372343242168,18.0590341091156
51,CURRENT100,RS,99,100,99.0,100,0,98,100,98,0,99,101,98,0.10266369575125282,0.019278318621218204,0.08917649015784268,0.16172992587089538,2.3327801871299862,0.0001699779968475923,4.667402744293213,10.994362282752991,10.455214500427246,14.981942558288576,16.9097318649292,18.176148643493654,3.8384084701538086,18.6458797454834,10.891698587001738,10.409835797734559,14.96180221431423,16.882340019056574,18.166825585103364,-0.8289942741394043,18.644282782333903
51,CURRENT100,PS,179,200,89.5,100,0,127,200,127,2,129,202,49,1.7545303422780125,0.4996669143438339,5.450875616073606,8.435816907882689,10.854659872055045,0.0005851463647559285,12.984277725219727,8.192340519428253,7.866882085800171,13.241071319580074,15.065676069259641,18.053016414642332,0.5831456780433655,18.572673797607422,6.437810177150241,6.764957952778786,12.585841523506678,15.059561521609426,18.043593627810477,-8.431944608688354,18.515368979424238
51,CURRENT100,NS,687,1000,68.7,100,0,155,1000,91,155,185,1030,0,7.889482515887357,7.871045351028442,13.613363552093507,15.327473497390743,19.319100131988524,0.011064484715461731,23.667863845825195,5.167756683506305,4.677891492843628,10.266896724700928,12.034452056884763,13.868942146301269,0.0023557788226753473,21.088359832763672,2.7217258323810527,2.741934299468994,9.934443435072899,12.134255625214411,17.192515343073755,-14.327975898981094,23.661684215068817
52,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,101,102,99,0.06379633173986804,0.017431246116757393,0.0894299544394017,0.13846942782402016,0.7234405267238688,0.0005379660287871957,2.1077585220336914,9.885650405883789,9.730718612670898,14.319804477691653,16.39900302886963,19.716923522949223,2.579538345336914,20.274417877197266,9.821854074143921,9.717831115616718,14.317189993930517,16.36436829622835,19.705455774696315,0.966670036315918,20.27387991116848
52,CURRENT100,PS,179,200,89.5,100,0,131,200,131,6,135,204,51,1.709567025990691,0.47142013907432556,4.90600447654724,6.517162775993339,11.10443013191223,0.0023438858333975077,13.781083106994629,7.272548832595349,6.930686950683594,11.459628009796143,13.819727993011469,16.435889873504635,0.17217987775802612,17.043773651123047,5.5629818066046575,5.837085807695985,10.616796691715717,12.259511324204505,16.421058194311332,-12.815731227397919,17.031689401715994
52,CURRENT100,NS,698,1000,69.8,100,0,190,1000,70,190,210,1020,0,7.219887048238597,7.255299806594849,12.115760612487794,13.598709106445309,16.89585891723633,0.0005984899471513927,20.78057289123535,4.832968875623163,4.4228410720825195,9.62758493423462,11.00605673789978,12.951101770400998,0.0004866131057497114,16.20746612548828,2.386918172615435,2.487590253353119,8.407762104272843,10.655752861942164,15.083736242353911,-15.25631309300661,20.6796989813447
53,CURRENT100,RS,100,100,100.0,100,0,97,100,97,0,99,102,97,0.12404476746472938,0.017308959737420082,0.11014808863401451,0.2844148308038706,2.470705077648171,6.389413465512916e-05,4.0627851486206055,10.712071293592453,10.431005477905273,15.591415214538577,18.763357639312744,19.350507678985597,1.087593913078308,19.749683380126953,10.588026526127724,10.289388510864228,15.56517536561005,18.750522918323988,19.331689100069635,0.2664003372192383,19.749516381853027
53,CURRENT100,PS,180,200,90.0,100,0,122,200,122,3,126,204,40,2.069729335126467,0.5336735248565674,5.998681020736694,7.846262741088862,12.278402662277212,0.0029138748068362474,15.99039363861084,7.761692512445152,7.708759069442749,11.866248607635498,13.136507511138905,15.71627051353454,0.06905659288167953,18.64307403564453,5.6919631773186845,5.779440496116877,10.974951331317424,12.591503809671849,15.708056826554234,-12.469890832901001,18.638958114665
53,CURRENT100,NS,656,1000,65.6,100,0,123,1000,72,123,123,1000,0,7.981650269063539,8.109291553497314,13.42487554550171,15.049379014968872,17.352670078277587,0.001178999780677259,23.083911895751953,5.71419641019564,5.322834491729736,11.208578681945802,12.517760658264159,15.457767181396484,0.00046135272714309394,18.182538986206055,2.2674538588678987,2.1204923391342163,9.004176160693168,10.991489982674828,14.145602869763957,-18.181359986425377,23.08345054302481
54,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,100,101,99,0.09723548124275112,0.011254957877099514,0.06629778444767002,0.192673075199127,0.7009983450174606,0.00011503035057103261,6.00278902053833,11.42299280166626,10.93086290359497,16.103898334503185,18.011012744903564,20.992457466125494,4.374462604522705,21.92876625061035,11.32575732042351,10.902943497058004,16.100676962244336,17.965614485077094,20.99062007339788,4.109334468841553,21.912399023771286
54,CURRENT100,PS,178,200,89.0,100,0,137,200,137,3,139,202,55,1.7804495571809822,0.34524379670619965,5.993187713623047,9.261450242996215,11.38297167778014,0.0012304362608119845,13.203588485717773,8.545416105240584,8.069621086120605,14.221581649780273,15.004816770553587,17.17368568420409,0.34407147765159607,18.80544662475586,6.7649665480596015,7.242224151734263,13.57238893583417,14.969344392325729,17.170909737494064,-7.305673599243164,18.612969771027565
54,CURRENT100,NS,730,1000,73.0,100,0,158,1000,66,158,168,1010,0,7.933332151436713,8.038745403289795,13.782497310638428,15.087117719650267,17.149142665863035,0.0012816318776458502,22.7109317779541,5.340521288620075,4.909801006317139,10.851728534698486,12.226917886734007,14.855175971984862,0.003758035833016038,19.590972900390625,2.5928108628166373,2.432802677154541,9.074186754226686,11.323299047816544,14.550975240766999,-13.313426217064261,21.692504167556763
55,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,100,101,99,0.07952083631651476,0.017566103488206863,0.12097855359315873,0.2938159868121147,1.3868187892437007,0.00014673586701974273,1.8732171058654785,11.020587704181672,10.830448627471924,16.180924224853516,17.005623531341552,23.644563331604004,3.185274839401245,24.06127166748047,10.941066867865157,10.827150929311756,16.17162111066282,17.00430828538374,23.64428164136305,3.100446619093418,24.04762949422002
55,CURRENT100,PS,175,200,87.5,100,0,129,200,129,6,131,202,48,2.0525987787084885,0.6288650631904602,6.8568356990814205,8.937014532089233,12.879155645370481,0.00037901371251791716,13.644899368286133,7.969116602987051,7.71380877494812,13.19761848449707,13.98943305015564,15.077656230926504,0.09430345892906189,16.24399757385254,5.9165178242785625,6.048734815791249,12.326930036395789,13.664596812613308,14.595826076893122,-6.5434324741363525,16.237810479477048
55,CURRENT100,NS,751,1000,75.1,100,0,162,1000,43,162,162,1000,0,8.565531531774672,8.663126468658447,13.628173923492433,15.149598455429077,17.542412948608398,0.0038380783516913652,19.67844581604004,5.373258401920321,4.995416879653931,10.492963314056396,12.207914972305295,15.621950712203978,0.002371120499446988,17.28548240661621,3.1922731298543514,3.3152421712875366,9.730450081825257,11.469595977663992,14.734374972525982,-16.44331055879593,16.69946575164795
56,CURRENT100,RS,99,100,99.0,100,0,99,100,99,0,104,105,99,0.0869068129803054,0.018509982153773308,0.08518409803509716,0.16007739529013615,1.452843532562263,0.0005040090763941407,2.8672664165496826,10.69951448917389,10.463086128234863,15.073217105865478,16.6266487121582,19.814828357696538,2.1165883541107178,20.726058959960938,10.612607676193583,10.417334901168942,15.060220444668085,16.612320656422526,19.80965119332541,-0.7506780624389648,20.722081475891173
56,CURRENT100,PS,176,200,88.0,100,0,128,200,128,6,137,210,49,1.910799440504561,0.5128872692584991,6.830958271026611,8.088353681564326,10.563552484512321,0.00015793983766343445,11.927162170410156,7.827484260201454,7.674185037612915,13.001424598693848,14.438305044174193,17.19554113388061,0.28833821415901184,17.77237319946289,5.9166848196968935,5.825485795736313,12.556920344009995,13.996440212440204,17.06125084390863,-7.686067581176758,17.750569878146052
56,CURRENT100,NS,668,1000,66.8,100,0,123,1000,60,123,163,1040,0,8.044219749322162,8.046000003814697,13.57062110900879,15.098704242706294,18.241143836975095,0.02250780165195465,22.677141189575195,5.8492631737636405,5.409732103347778,10.91411943435669,12.233585166931151,14.375033922195431,0.008920342661440372,20.903467178344727,2.1949565755585208,2.2016944587230682,8.790771663188934,10.730413424968717,15.12954960003495,-13.373185157775879,18.99636757746339
57,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,100,100,100,0.04154301926784683,0.020837001502513885,0.09712610170245176,0.13055607452988616,0.29532760918140427,0.0003175231395289302,0.33082476258277893,10.895892200469971,10.474778175354004,15.075764656066898,16.823052024841303,20.16605726242066,3.15468692779541,21.39434814453125,10.854349181202124,10.457490964792669,15.069707577442754,16.814717504440335,20.165341663531734,3.0460949167609215,21.378181828185916
57,CURRENT100,PS,186,200,93.0,100,0,131,200,131,3,131,200,47,1.6435594999411842,0.4660589396953583,4.8158424377441404,6.664047241210918,8.952792148590087,0.00034624303225427866,12.2825345993042,8.242299300869927,8.340512752532959,12.858752727508545,14.396825838088988,17.631902599334715,0.029812900349497795,19.568403244018555,6.598739800928743,6.649263605475426,11.950260011898353,14.23725500172004,17.5078736705333,-6.117302807047963,19.562953922431916
57,CURRENT100,NS,712,1000,71.2,100,0,124,1000,72,124,134,1010,0,8.14948804500606,8.166691303253174,13.690459346771242,15.262606477737425,18.118526287078854,0.006113164126873016,21.766231536865234,5.515224775025621,5.133671045303345,10.57965087890625,11.750815200805661,14.203447484970091,0.01947566494345665,18.402957916259766,2.6342632699804382,2.7436197996139526,8.829668497666717,10.794947826862334,14.865791137218471,-13.045044204220176,19.929538406431675
58,CURRENT100,RS,100,100,100.0,100,0,97,100,97,0,98,101,97,0.17995717803220032,0.017963647842407227,0.10323183760046963,0.21748905330896337,3.97884674072267,0.00026592056383378804,6.707376003265381,11.137439651489258,10.495674133300781,16.43915882110596,17.516109180450435,21.15196943283083,2.91109037399292,24.703012466430664,10.957482473457057,10.253147933632135,16.425236639147627,17.509471216518428,21.149469439052062,2.8213614895939827,24.70128113985993
58,CURRENT100,PS,178,200,89.0,100,0,134,200,134,7,136,202,52,1.8899484247776854,0.38803596794605255,6.34659271240234,10.01989493370056,13.594834604263305,0.00019524575327523053,15.332291603088379,8.621222565919162,8.413829803466797,13.696741199493408,15.81350760459898,18.92994712829589,0.1593850553035736,22.251033782958984,6.731274141141475,6.707355109974742,12.983341854345053,14.97351257144472,18.523378489668815,-9.00809907913208,21.931785613298416
58,CURRENT100,NS,688,1000,68.8,100,0,149,1000,54,149,189,1040,0,7.6721097308304165,7.612921953201294,13.042403507232667,14.836817455291747,17.06713855743408,0.017640013247728348,20.704082489013672,5.610711982099805,5.061541795730591,11.052719688415527,12.421797895431515,15.37549344062805,0.0060180178843438625,21.56329917907715,2.061397748730611,2.0431630611419678,8.046198782324792,9.985758419334886,13.596283029802143,-15.52660846710205,20.698064471129328
59,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,103,103,100,0.0495612543374591,0.022459637373685837,0.10584659129381185,0.19004536569118496,0.3489857634902028,0.00015698630886618048,0.8827364444732666,10.760459072589875,10.523488521575928,15.564582729339602,17.425802612304686,20.432729301452643,1.2958624362945557,21.887792587280273,10.710897818252414,10.500966626219451,15.564419950389132,17.141093447263117,20.423969985563314,0.41312599182128906,21.884704475291073
59,CURRENT100,PS,175,200,87.5,100,0,122,200,122,4,128,206,46,1.988172898213379,0.5412576198577881,6.399151420593258,8.430358886718748,10.019539575576761,0.0016771787777543068,14.117830276489258,7.796967556476593,7.523168325424194,11.937171840667723,12.823111772537231,16.509728660583484,0.8877827525138855,19.494600296020508,5.8087946582632135,5.992433533072472,11.182471379637716,12.483870640443637,15.979390453239898,-5.679795265197754,19.49272784171626
59,CURRENT100,NS,669,1000,66.9,100,0,142,1000,72,142,151,1010,0,7.66711516238912,7.585996866226196,13.651003551483155,15.572961759567258,19.368133621215815,0.0015745873097330332,23.690645217895508,5.68664478497114,5.162818431854248,11.17441921234131,12.847123384475708,17.111853466033935,0.008732938207685947,18.271766662597656,1.9804703774179797,1.9799094200134277,8.790107852220537,11.223454253561794,15.255095441341394,-17.913890585303307,18.503277636133134
60,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,100,100,100,0.06168767077346274,0.018695040605962276,0.08858608752489094,0.11584456861019117,0.9713981938362168,7.128461584215984e-05,1.87371826171875,10.367358901500701,10.186128616333008,15.517456531524658,16.407601165771485,17.89974988937381,1.106917381286621,23.36745262145996,10.305671230727238,10.170918232295662,15.45023517664522,16.40191685113823,17.897534929081914,0.6272125840187073,23.36726273909153
60,CURRENT100,PS,186,200,93.0,100,0,146,200,146,4,146,200,61,1.3517108298459788,0.2892824113368988,3.815347576141356,6.1141889572143535,10.682920169830318,0.0015912501839920878,17.538917541503906,7.6731034091115,7.10291600227356,12.499735355377197,13.694986724853509,17.971770324707013,0.5082755088806152,23.499608993530273,6.321392579265521,6.280875782016665,11.94064087793231,13.38549357047304,17.962885704250056,-14.185868740081787,23.49801774334628
60,CURRENT100,NS,701,1000,70.1,100,0,162,1000,70,162,171,1010,0,7.861774158208922,7.4707489013671875,14.129813194274904,15.950068473815916,18.34160745620727,0.0008023141999728978,21.32028579711914,4.964786682805046,4.40082049369812,10.09753465652466,11.503040170669554,14.295711021423335,0.007642672397196293,21.3288516998291,2.8969874754038756,2.4858611822128296,9.955335128307343,12.19771179780364,15.90099183320999,-13.942440032958984,19.213926553726196
61,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,101,102,99,0.06100233094766736,0.018580726347863674,0.08185929059982315,0.19359120726585377,0.94071037590504,0.0003014348621945828,1.5517100095748901,10.878442723751068,10.480822563171387,16.429626655578616,18.731225395202635,22.3030418586731,2.1363937854766846,23.218894958496094,10.8174403928034,10.469237626995891,16.425061227614062,18.708774087921483,22.296175293610435,1.8918352574110031,23.218555150553584
61,CURRENT100,PS,175,200,87.5,100,0,127,200,127,4,131,204,48,2.0577409452330904,0.44331595301628113,6.8017944335937495,8.87912402153015,11.665070848464962,0.0004886387032456696,12.096710205078125,7.931591666005552,7.383110046386719,13.173955821990965,14.887161254882805,17.395402927398678,0.10938360542058945,19.564815521240234,5.873850720772461,5.8126275930553675,12.621652108430862,14.188730055093755,17.39166280000936,-11.465822786092758,19.5632812831318
61,CURRENT100,NS,652,1000,65.2,100,0,132,1000,99,132,132,1000,0,7.529325156815699,7.558425188064575,13.19057331085205,14.310991430282591,17.013672618865964,0.001412823679856956,25.561132431030273,5.691469609758816,5.2034218311309814,10.998482322692876,12.445839262008656,15.880122632980342,0.005540372803807259,21.00127601623535,1.8378555470568827,1.964000940322876,8.263578987121583,9.864225053600967,12.641796793937681,-14.066107630729675,16.031019419431686
62,CURRENT100,RS,100,100,100.0,100,0,100,100,100,0,104,104,100,0.044487508065940345,0.011608316097408533,0.06985879838466656,0.14774147793650622,0.6553838390111939,0.0001971527235582471,0.9640650749206543,11.29810622215271,11.023204326629639,16.48577766418457,17.696188926696777,19.900656356811524,2.155886173248291,20.2889461517334,11.25361871408677,11.012410604394972,16.396995737217367,17.67580043636262,19.895910967781678,1.9910679757595062,20.28595311776735
62,CURRENT100,PS,181,200,90.5,100,0,131,200,131,3,139,208,50,1.5917969266722503,0.31519462168216705,4.930546379089355,7.0070101022720275,11.695316543579102,0.0002967870968859643,12.688248634338379,8.505731836259365,8.464323043823242,13.298108482360838,15.202557420730583,16.95197305679321,0.09748005867004395,19.15523338317871,6.913934909587115,7.410435542464256,13.202494082972407,14.664652532502071,16.627574170534498,-10.0328528881073,19.154936596081825
62,CURRENT100,NS,691,1000,69.1,100,0,163,1000,63,163,173,1010,0,8.03024034969008,7.919355869293213,13.567329788208008,14.876905107498168,18.39090316772461,0.0015849421033635736,21.240144729614258,5.175632388731465,4.928574085235596,9.9140531539917,11.381764793395995,14.976371250152585,0.002113967202603817,21.101228713989258,2.854607960958616,2.8339438438415527,9.828138265013695,11.624438479542729,15.445240294635294,-11.783649809658527,18.77530860900879
63,CURRENT100,RS,99,100,99.0,100,0,99,100,99,0,103,104,99,0.08808933783264365,0.016343645751476288,0.07950570657849321,0.16084767654538146,0.7757951772213194,0.000846027978695929,4.876664161682129,10.490103104114532,9.852823257446289,16.313057899475098,16.92932825088501,19.499502658843994,2.5318667888641357,19.70442771911621,10.40201376628189,9.82038328354247,16.26520472317934,16.92635816272814,19.468903392017822,-2.344797372817993,19.702121178153902
63,CURRENT100,PS,182,200,91.0,100,0,133,200,133,3,141,208,54,1.6704172660830954,0.42476870119571686,5.335029792785645,7.299725818634032,10.061459341049193,0.000102037942269817,10.19079303741455,8.130064371824265,7.525937080383301,13.120236587524412,14.926624679565426,19.006295909881583,1.2926278114318848,21.088294982910156,6.459647105741169,6.341028727591038,12.659748265286908,14.503691855538635,19.00617528374568,-5.602238655090332,21.082230160944164
63,CURRENT100,NS,681,1000,68.1,100,0,149,1000,70,149,179,1030,0,7.724201458686963,7.62466287612915,12.798024177551271,14.622544288635252,17.241165390014647,0.0009232072625309229,22.597030639648438,5.498350463873707,5.1434242725372314,10.831487464904786,12.813381242752074,16.893513259887694,0.005517018027603626,20.969148635864258,2.225850994813256,2.560419797897339,8.53702263236046,10.460117483139038,13.616763621568678,-17.433052122592926,15.747630566358566
64,CURRENT100,RS,100,100,100.0,100,0,99,100,99,0,101,102,99,0.068000350795337,0.015961666591465473,0.07497248277068154,0.3009382486343383,0.9942300456762341,0.0003321811091154814,1.5102084875106812,10.88906776189804,10.502988338470459,16.74054641723633,18.264009380340575,20.85873769760133,3.250242233276367,23.064029693603516,10.821067411102703,10.493158302851953,16.732842970220375,18.262431488366563,20.857273377279064,2.7037240266799927,23.060224866494536
64,CURRENT100,PS,171,200,85.5,100,0,127,200,127,8,131,204,50,1.9868522771832067,0.46263597905635834,6.71440963745117,8.311795473098751,12.718761253356918,0.003514187643304467,15.31397533416748,7.735383937433362,7.288126230239868,13.382167530059814,15.181984376907348,15.975990047454832,0.17114569246768951,16.994903564453125,5.748531660250155,5.7378659918904305,12.701636429224163,14.240503447689107,15.950971471769734,-8.918343544006348,16.99138937680982
