entry,arm,step,case_id,pre_edit_nll,post_edit_nll,actual_delta,nominal_prediction,corrected_prediction,projected_actual_prediction,prediction_error,worsened,improved,source,added_backward
Late,H,7,12598,0.0029993659991305317,0.002976467066522067,-2.2898932608464775e-05,-2.288750976630101e-05,-2.288750976630101e-05,-2.288755124088522e-05,-1.1422842163766268e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,16906,0.00228184232643495,0.002272598105870808,-9.24422056414187e-06,-9.321788938750827e-06,-9.321788938750827e-06,-9.32183757307573e-06,7.756837460895714e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,1324,0.0023742082606380186,0.0023190284361286713,-5.5179824509347334e-05,-5.605278491592842e-05,-5.605278491592842e-05,-5.605279428242501e-05,8.729604065810871e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,9111,0.0028545147506520148,0.0028417246066965163,-1.27901439554985e-05,-1.2784074969711169e-05,-1.2784074969711169e-05,-1.2784141008467779e-05,-6.068985787330966e-09,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,17303,0.008877086026283601,0.008774092226910094,-0.0001029937993735075,-0.00010329779005015362,-0.00010329779005015362,-0.00010329793311099884,3.039906766461189e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,4369,0.0037839126016478986,0.003631999260202671,-0.0001519133414452276,-0.00015486478018910554,-0.00015486478018910554,-0.00015486472449836004,2.9514387438779317e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,2408,0.014952584053389728,0.01332234414682413,-0.0016302399065655972,-0.0017279289695595781,-0.0017279289695595781,-0.0017279284594112184,9.768906299398089e-05,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,12740,0.0021949954001077763,0.002181540126912296,-1.3455273195480452e-05,-1.3437510794522929e-05,-1.3437510794522929e-05,-1.3437518482249017e-05,-1.776240095752251e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,6807,0.0015769182330889937,0.0015001415401153886,-7.677669297360512e-05,-7.920392766528302e-05,-7.920392766528302e-05,-7.920389102682457e-05,2.4272346916778982e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,19941,0.010518295612807076,0.010435551560173433,-8.274405263364315e-05,-8.293044724806684e-05,-8.293044724806684e-05,-8.293047930799178e-05,1.8639461442368564e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,19699,0.0010669614906267575,0.0010493603767827153,-1.7601113844042168e-05,-1.783478451482356e-05,-1.783478451482356e-05,-1.7834832091257278e-05,2.336706707813918e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,12851,0.0019078529245841007,0.0018785375868901608,-2.9315337693939895e-05,-2.9565975991724192e-05,-2.9565975991724192e-05,-2.9565988766968823e-05,2.506382977842967e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,6168,0.001390120848858108,0.0013778044861586143,-1.2316362699493766e-05,-1.2553479256892415e-05,-1.2553479256892415e-05,-1.2553435438673398e-05,2.371165573986489e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,8477,0.0005269835916503022,0.000524581344507169,-2.402247143133197e-06,-2.435852543557069e-06,-2.435852543557069e-06,-2.435866340776747e-06,3.360540042387232e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,19867,0.001854194871460398,0.0018447394443986318,-9.45542706176617e-06,-9.624374542454964e-06,-9.624374542454964e-06,-9.62442281669715e-06,1.6894748068879497e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,5081,0.005775141064077616,0.005566503037698566,-0.0002086380263790497,-0.00021239320589829457,-0.00021239320589829457,-0.00021239323133375978,3.7551795192448814e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,17778,0.0009835182718234137,0.000971238468385612,-1.2279803437801663e-05,-1.244371303936442e-05,-1.244371303936442e-05,-1.2443748373483703e-05,1.6390960156275664e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,12743,0.003856375988107174,0.0038261530086553344,-3.0222979451839833e-05,-3.0344793767997105e-05,-3.0344793767997105e-05,-3.034479425846558e-05,1.2181431615727124e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,13070,0.0015707985197271532,0.0015546376089332623,-1.6160910793890917e-05,-1.631459740794567e-05,-1.631459740794567e-05,-1.631453411622614e-05,1.536866140547529e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,8487,0.03223334012242655,0.028108570802335937,-0.004124769320090611,-0.004381886186275574,-0.004381886186275574,-0.004381885935463105,0.0002571168661849631,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,7861,0.0027447373286122456,0.0025211035584410033,-0.0002236337701712423,-0.00023210880826663875,-0.00023210880826663875,-0.0002321088678768313,8.475038095396442e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,1306,0.0012876936816610396,0.0012838460873657216,-3.847594295318e-06,-3.883055797305717e-06,-3.883055797305717e-06,-3.883076108587962e-06,3.5461501987716563e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,13750,0.0007162291973751659,0.0007168836067042623,6.544093290964401e-07,5.425799182523031e-07,5.425799182523031e-07,5.425808475724319e-07,1.1182941084413704e-07,True,False,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,18624,0.0019817315818121033,0.0019573463359847665,-2.4385245827336817e-05,-2.4669618226533162e-05,-2.4669618226533162e-05,-2.4669596218958783e-05,2.843723991963453e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,15913,0.05640942805136244,0.048630037965873875,-0.007779390085488565,-0.008373757622333116,-0.008373757622333116,-0.008373758873909846,0.0005943675368445516,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,13579,0.0036595962216476137,0.0035451410997969406,-0.00011445512185067307,-0.00011557288235327815,-0.00011557288235327815,-0.00011557285686909121,1.117760502605087e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,18146,0.0014026867575012147,0.0013975303154438732,-5.156442057341554e-06,-5.1913251880808045e-06,-5.1913251880808045e-06,-5.191361040172823e-06,3.488313073925042e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,4428,0.00443293418114384,0.004222830447057882,-0.0002101037340859575,-0.000215798528613041,-0.000215798528613041,-0.00021579858599276187,5.694794527083492e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,9851,0.003604984531799952,0.0035095952916890383,-9.538924011091377e-05,-9.703320612812388e-05,-9.703320612812388e-05,-9.70332415542606e-05,1.6439660172101105e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,13924,0.002453111994933958,0.002432688168482855,-2.042382645110318e-05,-2.0561907938034047e-05,-2.0561907938034047e-05,-2.0561863907757735e-05,1.3808148693086504e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,11196,0.0015497732577690235,0.0015430463269391719,-6.72693082985165e-06,-6.818585078642975e-06,-6.818585078642975e-06,-6.818607941401036e-06,9.165424879132482e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,19122,0.00022321202777675356,0.0002228346093033906,-3.7741847336294977e-07,-3.7622137811897513e-07,-3.7622137811897513e-07,-3.7623101164288026e-07,-1.1970952439746399e-09,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,14684,0.006458405832139154,0.006191976290817062,-0.00026642954132209164,-0.0002724945996923294,-0.0002724945996923294,-0.0002724944690466919,6.065058370237765e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,11632,0.003176781950363269,0.003111968224402517,-6.481372596075195e-05,-6.520847067144757e-05,-6.520847067144757e-05,-6.520847361767632e-05,3.947447106956135e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,13268,0.0017307535842216262,0.0017065036518033594,-2.4249932418266788e-05,-2.4355895473574093e-05,-2.4355895473574093e-05,-2.4355864595537877e-05,1.0596305530730508e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,1705,0.004674828262068331,0.004532222572985726,-0.00014260568908260485,-0.0001454593211720943,-0.0001454593211720943,-0.00014545919207230982,2.8536320894894545e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,15239,0.00188350504807507,0.0018645673020121951,-1.8937746062874794e-05,-1.910414624201318e-05,-1.910414624201318e-05,-1.9104069974184625e-05,1.664001791383871e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,10417,0.004256515365947658,0.004172632160286108,-8.388320566155016e-05,-8.487551302612794e-05,-8.487551302612794e-05,-8.487553611021193e-05,9.923073645777796e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,20200,0.002188805898185819,0.0021100925659993663,-7.871333218645261e-05,-8.05080820842238e-05,-8.05080820842238e-05,-8.050815029883622e-05,1.7947498977711888e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,18748,0.0011226067532940456,0.0011203250226875146,-2.281730606531031e-06,-2.2213985031581205e-06,-2.2213985031581205e-06,-2.2214064989248644e-06,-6.033210337291067e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,16431,0.002169357195574169,0.0021184000458257892,-5.095714974837984e-05,-5.176156296482517e-05,-5.176156296482517e-05,-5.1761570988393714e-05,8.044132164453284e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,21437,0.001580143318278715,0.001551054743079779,-2.9088575198936038e-05,-2.940578448350807e-05,-2.940578448350807e-05,-2.9405737694300693e-05,3.172092845720305e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,3679,0.0015820910775801165,0.001541234116302803,-4.085696127731353e-05,-4.147033543979605e-05,-4.147033543979605e-05,-4.1470321731428406e-05,6.133741624825208e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,10253,0.0021874201872075596,0.0021576369860364744,-2.978320117108524e-05,-3.0011089109401266e-05,-3.0011089109401266e-05,-3.0011158568046227e-05,2.278879383160272e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,12535,0.010505249879012503,0.010162346918756763,-0.00034290296025574034,-0.00035048850739474827,-0.00035048850739474827,-0.0003504884153223163,7.585547139007931e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,7236,0.003189748909790069,0.003091179979188989,-9.856893060107997e-05,-0.00010016091860900477,-0.00010016091860900477,-0.0001001608766072942,1.5919880079248011e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,21354,0.0005462299256275097,0.0005476591516829407,1.4292260554309415e-06,1.452373112966573e-06,1.452373112966573e-06,1.4523653049631986e-06,-2.3147057535631406e-08,True,False,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,6,0.002423502989889433,0.002408285169318939,-1.5217820570494027e-05,-1.5261678313779703e-05,-1.5261678313779703e-05,-1.526167188679503e-05,4.385774328567567e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,7,13381,0.0020461560731443265,0.002005340575124137,-4.081549802018936e-05,-4.12683834843316e-05,-4.12683834843316e-05,-4.1268317528550056e-05,4.5288546414224323e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,11336,0.0031943370850058272,0.002879217858814324,-0.00031511922619150345,-0.0003311632063055883,-0.0003311632063055883,-0.0003311632315627389,1.604398011408487e-05,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,14269,0.0043815022994143265,0.004342491486265013,-3.901081314931342e-05,-3.9164054351489136e-05,-3.9164054351489136e-05,-3.916407572982818e-05,1.532412021757151e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,8851,0.031277233424286045,0.02936099035044511,-0.0019162430738409349,-0.0019631677127391793,-0.0019631677127391793,-0.0019631676036216588,4.6924638898244476e-05,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,15556,0.0023076381573143108,0.002277652975559855,-2.9985181754455838e-05,-3.00937960029041e-05,-3.00937960029041e-05,-3.0093860023452818e-05,1.0861424844826097e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,9953,0.0037600213739400106,0.003737347899004817,-2.2673474935193567e-05,-2.2857726761137787e-05,-2.2857726761137787e-05,-2.2857723561179615e-05,1.842518259442191e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,8918,0.0062964550452306875,0.006169474373261134,-0.0001269806719695534,-0.00012855339850957896,-0.00012855339850957896,-0.0001285535516620866,1.5727265400255477e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,19841,0.0020654537462784597,0.0020411400376663855,-2.4313708612074166e-05,-2.4367861165567322e-05,-2.4367861165567322e-05,-2.4367843810017375e-05,5.4152553493156546e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,11635,0.0013013023320430268,0.0012895429438988988,-1.1759388144128025e-05,-1.1940095242431816e-05,-1.1940095242431816e-05,-1.1940070277790746e-05,1.807070983037917e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,7587,0.0011116282451742638,0.0011048032708155613,-6.824974358702555e-06,-6.781910110998515e-06,-6.781910110998515e-06,-6.781868748383492e-06,-4.3064247704039456e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,16096,0.010510560610176375,0.010402534710010514,-0.00010802590016586143,-0.0001086564159349884,-0.0001086564159349884,-0.00010865641338101958,6.305157691269644e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,5245,0.024657289497554306,0.02258970293526848,-0.0020675865622858253,-0.0021625969482901106,-0.0021625969482901106,-0.002162596054074043,9.501038600428537e-05,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,21395,0.0007396931493227992,0.0007341954648533526,-5.49768446944654e-06,-5.560840749252309e-06,-5.560840749252309e-06,-5.560872507253154e-06,6.315627980576888e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,18949,0.04559224999199311,0.04164945799857379,-0.00394279199341932,-0.004112075280019435,-0.004112075280019435,-0.00411207504981841,0.00016928328660011528,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,757,0.002191122155636549,0.0021629555364294597,-2.816661920708929e-05,-2.8465165512088572e-05,-2.8465165512088572e-05,-2.8465096157037762e-05,2.985463049992812e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,8080,0.006777760262290637,0.006696221185848117,-8.153907644252011e-05,-8.230677470705173e-05,-8.230677470705173e-05,-8.230680855785227e-05,7.67698264531619e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,19956,0.00611510657472536,0.006008146738167852,-0.00010695983655750751,-0.00010781044206198438,-0.00010781044206198438,-0.00010781047682591869,8.506055044768605e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,12709,0.016533796365062397,0.015860347853352625,-0.0006734485117097719,-0.0006986814722670152,-0.0006986814722670152,-0.0006986814082704147,2.523296055724337e-05,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,5482,0.012513252751280863,0.012401113752275705,-0.00011213899900515759,-0.00011319568454548538,-0.00011319568454548538,-0.00011319574726665254,1.0566855403277908e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,222,0.005614227052622785,0.005410708215398093,-0.0002035188372246921,-0.00020807877362816673,-0.00020807877362816673,-0.00020807896723175128,4.559936403474626e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,2442,0.0032118415498795607,0.0030277950233236575,-0.00018404652655590326,-0.00019022077929851955,-0.00019022077929851955,-0.00019022087219190077,6.17425274261629e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,21223,0.0050918588337178034,0.0050291648755470915,-6.2693958170712e-05,-6.318393469555199e-05,-6.318393469555199e-05,-6.318395924761815e-05,4.899765248399962e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,6605,0.0006783778759806106,0.000674566724531663,-3.8111514489476157e-06,-3.822830183045417e-06,-3.822830183045417e-06,-3.822809274302459e-06,1.1678734097801358e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,17265,0.0032992961544853943,0.0031890988466329873,-0.00011019730785240701,-0.00011225709727604495,-0.00011225709727604495,-0.00011225711362946737,2.0597894236379382e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,19646,0.007230745938917001,0.006935881877628465,-0.0002948640612885356,-0.0003010569873946084,-0.0003010569873946084,-0.00030105701027095084,6.192926106072822e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,14535,0.004116672906093299,0.004072002833709121,-4.467007238417864e-05,-4.495550924450006e-05,-4.495550924450006e-05,-4.495547256072885e-05,2.854368603214246e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,20789,0.001242764631266861,0.0012373190475045703,-5.445583762290649e-06,-5.346587807262088e-06,-5.346587807262088e-06,-5.34662549990519e-06,-9.899595502856117e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,5891,0.01859618502203375,0.016864304663613442,-0.001731880358420309,-0.00181244425937694,-0.00181244425937694,-0.001812444486102099,8.056390095663099e-05,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,7964,0.004757551030100633,0.004644546521982798,-0.00011300450811783502,-0.0001144895655781053,-0.0001144895655781053,-0.00011448953810349463,1.485057460270283e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,18403,0.002915662373804177,0.002895934575159724,-1.9727798644453287e-05,-1.980479269766703e-05,-1.980479269766703e-05,-1.9804807534916722e-05,7.699405321374346e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,10731,0.0025797116492564482,0.0024927165553284185,-8.699509392802972e-05,-8.901879448218266e-05,-8.901879448218266e-05,-8.90188613837069e-05,2.023700554152941e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,5172,0.001081205453374423,0.001077931432519108,-3.2740208553150296e-06,-3.2329248233679146e-06,-3.2329248233679146e-06,-3.232951438609895e-06,-4.109603194711499e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,4848,0.003320868961357822,0.0032960024933951595,-2.4866467962662668e-05,-2.4934742897755776e-05,-2.4934742897755776e-05,-2.493471407221178e-05,6.827493509310763e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,7433,0.0015757689640546837,0.001499269836737464,-7.649912731721976e-05,-7.862197880518395e-05,-7.862197880518395e-05,-7.862194239786929e-05,2.122851487964194e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,19258,0.0018939071790858482,0.0018857983814086767,-8.108797677171438e-06,-8.05835309126679e-06,-8.05835309126679e-06,-8.05835430702062e-06,-5.04445859046471e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,18444,0.0009638158638457145,0.0009595694524856906,-4.246411360023911e-06,-4.203440299780114e-06,-4.203440299780114e-06,-4.203450382720456e-06,-4.297106024379715e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,14613,0.006851400947198273,0.006450684935164948,-0.0004007160120333246,-0.00041464268185226785,-0.00041464268185226785,-0.00041464243134835775,1.3926669818943246e-05,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,5842,0.006980031224278112,0.006890843408958365,-8.918781531974673e-05,-8.952050228417253e-05,-8.952050228417253e-05,-8.952031926669153e-05,3.326869644257975e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,18907,0.002192225569160655,0.002157785444675634,-3.444012448502098e-05,-3.471810162739073e-05,-3.471810162739073e-05,-3.471809623251805e-05,2.7797714236974853e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,12451,0.0011777921996933098,0.0011591477668844163,-1.8644432808893495e-05,-1.885557510521526e-05,-1.885557510521526e-05,-1.885563325715671e-05,2.1114229632176462e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,18102,0.0009054677951401876,0.0008999334349937271,-5.53436014646047e-06,-5.604059387789163e-06,-5.604059387789163e-06,-5.6041289742263566e-06,6.96992413286933e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,4179,0.0017397213960066438,0.0017377574501248696,-1.9639458817741727e-06,-1.9546597732892615e-06,-1.9546597732892615e-06,-1.954658685866316e-06,-9.286108484911184e-09,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,7180,0.04146229258428017,0.04018029958630601,-0.0012819929979741573,-0.0012958456675258405,-0.0012958456675258405,-0.001295845747852442,1.3852669551683156e-05,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,17811,0.003514781768899411,0.0034438979540330674,-7.088381486634356e-05,-7.158815984241519e-05,-7.158815984241519e-05,-7.158811855354634e-05,7.043449760716334e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,1159,0.0020024294305282333,0.0019768585722583034,-2.5570858269929886e-05,-2.571838070040253e-05,-2.571838070040253e-05,-2.5718325516279655e-05,1.4752243047264535e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,12666,0.0009756093883576492,0.0009698119223079024,-5.797466049746848e-06,-5.799698858052642e-06,-5.799698858052642e-06,-5.799724885159925e-06,2.2328083057934615e-09,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,18171,0.0012492664682213215,0.0012438699486665428,-5.396519554778717e-06,-5.322118131805322e-06,-5.322118131805322e-06,-5.322105496026378e-06,-7.440142297339496e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,16159,0.0011317346288706178,0.0011169261342729442,-1.4808494597673633e-05,-1.4927395090539782e-05,-1.4927395090539782e-05,-1.4927352285960382e-05,1.1890049286614913e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,17896,0.010363523848354815,0.00995907129254192,-0.0004044525558128953,-0.00041178247261800395,-0.00041178247261800395,-0.000411782458881012,7.329916805108648e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,16720,0.0022213239183959863,0.0021997776736194887,-2.1546244776497574e-05,-2.166513738279367e-05,-2.166513738279367e-05,-2.166513927062509e-05,1.1889260629609509e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,18334,0.001784420727441708,0.0017766524591327957,-7.768268308912425e-06,-7.794027280281634e-06,-7.794027280281634e-06,-7.794069845476737e-06,2.5758971369209128e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,15262,0.004114387862500735,0.004054503112759752,-5.988474974098247e-05,-6.024283728167639e-05,-6.024283728167639e-05,-6.024285905914414e-05,3.5808754069391747e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,12598,0.002976467066522067,0.0029544363739357022,-2.20306925863647e-05,-2.224631450771496e-05,-2.224631450771496e-05,-2.2246241855601352e-05,2.156219213502586e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,16906,0.002272598105870808,0.002263492283721765,-9.105822149042993e-06,-9.0568588947471e-06,-9.0568588947471e-06,-9.056841666175873e-06,-4.8963254295892095e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,1324,0.0023190284361286713,0.0022678047923060753,-5.122364382259591e-05,-5.196445473028464e-05,-5.196445473028464e-05,-5.196451591286724e-05,7.408109076887314e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,9111,0.0028417246066965163,0.0028292708448134367,-1.2453761883079572e-05,-1.247999557648118e-05,-1.247999557648118e-05,-1.2479950099173036e-05,2.623369340160796e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,17303,0.008774092226910094,0.00867419212590903,-9.99001010010634e-05,-0.00010028222747147272,-0.00010028222747147272,-0.00010028213147298814,3.8212647040931067e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,4369,0.003631999260202671,0.0034930856199935074,-0.00013891364020916352,-0.00014157139794949736,-0.00014157139794949736,-0.0001415715157822676,2.6577577403338426e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,2408,0.01332234414682413,0.012049523550861826,-0.0012728205959623047,-0.0013393218160574621,-0.0013393218160574621,-0.0013393217070158318,6.650122009515744e-05,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,12740,0.002181540126912296,0.002168183661221216,-1.335646569107984e-05,-1.3334370873234047e-05,-1.3334370873234047e-05,-1.3334391695517517e-05,-2.2094817845794067e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,6807,0.0015001415401153886,0.0014327437747851945,-6.739776533019404e-05,-6.939917496576631e-05,-6.939917496576631e-05,-6.939915342440251e-05,2.001409635572272e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,19941,0.010435551560173433,0.010353151165569821,-8.240039460361177e-05,-8.282643911915351e-05,-8.282643911915351e-05,-8.282637418924722e-05,4.2604451554173733e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,19699,0.0010493603767827153,0.0010323740425519645,-1.69863342307508e-05,-1.7048568740242835e-05,-1.7048568740242835e-05,-1.70485443771023e-05,6.223450949203609e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,12851,0.0018785375868901608,0.0018507659939738614,-2.7771592916299393e-05,-2.8024379853297316e-05,-2.8024379853297316e-05,-2.802439832017475e-05,2.5278693699792295e-07,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,6168,0.0013778044861586143,0.0013653488907342157,-1.2455595424398563e-05,-1.2477313681162484e-05,-1.2477313681162484e-05,-1.2477356712123743e-05,2.1718256763920683e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,8477,0.000524581344507169,0.0005221790803868013,-2.4022641203677022e-06,-2.369086364360441e-06,-2.369086364360441e-06,-2.369073182143262e-06,-3.3177756007261345e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,19867,0.0018447394443986318,0.0018353234627284107,-9.415981670221054e-06,-9.463704177767768e-06,-9.463704177767768e-06,-9.463694344746862e-06,4.772250754671402e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,5081,0.005566503037698566,0.005374637704032163,-0.00019186533366640293,-0.00019524995583800064,-0.00019524995583800064,-0.00019524996838883604,3.3846221715977095e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,17778,0.000971238468385612,0.0009596924743770312,-1.1545994008580807e-05,-1.1608674515219478e-05,-1.1608674515219478e-05,-1.160866287642586e-05,6.268050663867011e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,12743,0.0038261530086553344,0.003796107805101201,-3.004520355413343e-05,-2.9981040561949256e-05,-2.9981040561949256e-05,-2.9980981802824608e-05,-6.416299218417351e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,13070,0.0015546376089332623,0.0015386746332903083,-1.596297564295402e-05,-1.59965335189246e-05,-1.59965335189246e-05,-1.5996591716128163e-05,3.3557875970579226e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,8487,0.028108570802335937,0.02492541183407108,-0.0031831589682648556,-0.0033582333233224174,-0.0033582333233224174,-0.0033582339142486186,0.0001750743550575618,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,7861,0.0025211035584410033,0.002330151187682835,-0.0001909523707581684,-0.0001978435035334077,-0.0001978435035334077,-0.00019784347673046298,6.8911327752392885e-06,False,True,six_context_train_request_mean_not_canonical_RS,0
Late,H,8,1306,0.0012838460873657216,0.0012801570507387319,-3.689036626989715e-06,-3.640209851902926e-06,-3.640209851902926e-06,-3.640174449004369e-06,-4.8826775086789215e-08,False,True,six_context_train_request_mean_not_canonical_RS,0
