entry,arm,step,panel,metric,numerator,denominator,evaluation_resolution,evaluation_total_pairs,percent,new_nll_mean,new_nll_median,new_nll_p90,true_nll_mean,true_nll_median,true_nll_p90,margin_mean,margin_median,margin_p90,new_strict_numerator,new_token_numerator,new_token_denominator,true_strict_numerator,true_token_numerator,true_token_denominator
Late,N,0,Current100,NS,123,200,Curve1100,1100,61.5,8.107505257055163,7.8040196895599365,13.64033441543579,6.8970425996929405,6.487028360366821,11.661328411102295,-1.2104626573622226,-1.0061745643615723,3.7265112996101375,9,12,204,14,14,200
Late,N,0,Current100,PS,193,200,Curve1100,1100,96.5,1.3873102070594905,0.24366260319948196,4.71888608932495,10.146987037062646,9.983322620391846,14.804600143432618,8.759676830003155,8.96297050267458,14.365039706230164,146,150,204,0,0,200
Late,N,0,Current100,RS,100,100,Curve1100,1100,100.0,0.01622595140710473,0.003363964846357703,0.017624580301344398,13.262014513015748,12.953310489654541,18.845265388488777,13.245788561608641,12.92986603875761,18.844510935945443,100,102,102,0,0,100
Late,N,0,Fixed100,NS,135,200,Curve1100,1100,67.5,8.405347035968443,8.166085243225098,13.820435523986815,6.680399992880411,6.465371608734131,10.846206569671631,-1.724947043088032,-1.5744147300720215,4.297391891479492,13,13,202,13,19,206
Late,N,0,Fixed100,RS,99,100,Curve1100,1100,99.0,0.7155793389017344,0.023119742050766945,2.554046773910527,11.085090044736862,11.153250217437744,16.589200401306154,10.369510705835127,10.82130456797313,16.588675394197345,88,89,101,0,3,103
Late,N,0,Past100,NS,142,200,Curve1100,1100,71.0,8.30802026944235,7.986242771148682,13.617337703704834,6.2189023607736456,5.667036294937134,11.135999393463134,-2.089117908668704,-2.1785025596618652,3.3380892753601072,9,11,202,18,20,202
Late,N,0,Past100,RS,100,100,Curve1100,1100,100.0,0.1457645684290037,0.004603668116033077,0.08879953473806387,12.90626524925232,13.11914587020874,18.16397190093994,12.760500680823316,13.116141435340978,18.15012534088455,98,99,101,0,1,101
Middle,W0,0,Current100,NS,176,200,Curve1100,1100,88.0,11.449064292907714,10.946316719055176,17.017136001586913,5.3862727286573495,4.654329299926758,11.51099681854248,-6.0627915642503645,-5.849020421504974,0.5781066894531238,0,2,202,34,40,206
Middle,W0,0,Current100,PS,23,200,Curve1100,1100,11.5,10.389654750823974,10.598613739013672,14.176503658294678,4.835782280936837,4.198387384414673,10.313188457489014,-5.553872469887137,-5.420805022120476,0.8176116943359364,0,1,202,39,44,206
Middle,W0,0,Current100,RS,12,100,Curve1100,1100,12.0,11.241733033657074,11.092100620269775,16.304657363891604,4.87490652371198,4.527985572814941,10.947207260131838,-6.366826509945095,-6.400455355644226,0.5673099517822286,0,1,101,18,21,103
Middle,W0,0,Fixed100,NS,177,200,Curve1100,1100,88.5,11.868003116846085,11.858561038970947,16.651049995422362,5.507496660820907,5.566099405288696,10.96179609298706,-6.360506456025178,-6.1569753885269165,0.24890451431274274,0,0,202,40,46,206
Middle,W0,0,Fixed100,RS,5,100,Curve1100,1100,5.0,11.743397884368896,11.794819831848145,16.157978439331057,4.899287044950761,4.411773681640625,9.811371326446537,-6.844110839418136,-6.767681121826172,-1.4714265823364252,0,0,101,21,24,103
Middle,W0,0,Past100,NS,172,200,Curve1100,1100,86.0,10.498717185258865,10.405447959899902,14.583554935455322,5.2700014421978265,4.495999097824097,11.226318550109863,-5.228715743061039,-5.078031301498413,0.9216118812561032,0,2,202,42,48,206
Middle,W0,0,Past100,RS,11,100,Curve1100,1100,11.0,10.86838402748108,10.818652153015137,14.955947208404547,5.146401657238602,4.442037582397461,11.05192260742188,-5.721982370242476,-5.913475036621094,0.1958891868591408,0,1,101,22,25,103
Middle,ENTRY,0,Current100,NS,143,200,Curve1100,1100,71.5,8.717763320207595,8.800724506378174,13.804413986206054,6.123798837475479,5.970816612243652,10.724750900268555,-2.593964482732117,-2.9090938568115234,4.313406658172607,7,9,202,17,23,206
Middle,ENTRY,0,Current100,PS,53,200,Curve1100,1100,26.5,8.648566141873598,8.551674842834473,12.91084098815918,6.087802741080522,6.09207558631897,10.721861362457275,-2.5607634007930757,-2.5874356031417847,2.473768520355224,4,5,202,17,22,206
Middle,ENTRY,0,Current100,RS,30,100,Curve1100,1100,30.0,8.809954380691051,8.733416080474854,14.375811958312989,6.173867802880705,5.7654218673706055,11.013453006744388,-2.6360865778103473,-2.995746374130249,2.641145372390749,3,4,101,7,9,103
Middle,ENTRY,0,Fixed100,NS,144,200,Curve1100,1100,72.0,8.725536384042352,8.925075054168701,14.210334491729736,6.215770519034704,5.823853254318237,11.029052734374998,-2.5097658650076484,-2.4446959495544434,3.9665342330932614,10,10,202,19,25,206
Middle,ENTRY,0,Fixed100,RS,100,100,Curve1100,1100,100.0,0.2106895739410538,0.006090296199545264,0.1923336848616602,12.7361226272583,12.782493114471436,17.660390472412114,12.525433053317247,12.550230051390827,17.641181392406,97,98,101,0,3,103
Middle,ENTRY,0,Past100,NS,136,200,Curve1100,1100,68.0,8.030899241556181,8.19106388092041,12.582752799987793,6.0727728327922526,5.9319748878479,11.477565670013428,-1.9581264087639283,-2.1224451065063477,4.430911064147947,7,9,202,22,28,206
Middle,ENTRY,0,Past100,RS,100,100,Curve1100,1100,100.0,0.019518377679487456,0.002597056096419692,0.02633588351309304,13.667411437034607,13.294891357421875,18.749260330200197,13.64789305935512,13.292214738758048,18.742655708233364,100,101,101,0,3,103
Middle,N,0,Current100,NS,141,200,Curve1100,1100,70.5,8.59220679089427,8.14884090423584,13.605470085144042,6.115780799556523,5.9687299728393555,10.695268154144287,-2.4764259913377464,-2.7336232662200928,4.3834674656391135,7,8,202,19,25,206
Middle,N,0,Current100,PS,197,200,Curve1100,1100,98.5,1.194420348558633,0.15750490128993988,3.8236731529235812,10.573924385309219,10.447751522064209,15.138736534118653,9.379504036750586,9.451745667494833,15.077769157197325,149,150,202,0,6,206
Middle,N,0,Current100,RS,100,100,Curve1100,1100,100.0,0.026669071845753935,0.0013931221910752356,0.00659493692219258,14.254081435203553,14.04689884185791,19.951481246948244,14.227412363357798,14.046267650584923,19.950019742222505,99,100,101,0,3,103
Middle,N,0,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708337563723326,8.876751899719238,13.826296043395994,6.182401476956438,5.829255819320679,10.980884647369383,-2.5259360867668876,-2.5302300453186035,4.10986521244049,10,10,202,19,25,206
Middle,N,0,Fixed100,RS,100,100,Curve1100,1100,100.0,0.2273578988427471,0.005885587306693196,0.20489913672208807,12.724215713739396,12.892826557159424,17.81846656799317,12.496857814896648,12.49742570874514,17.79805371496041,97,98,101,0,3,103
Middle,N,0,Past100,NS,137,200,Curve1100,1100,68.5,7.97896508152422,8.22297191619873,12.42925329208374,6.062044497448951,5.849207401275635,11.205102729797362,-1.9169205840752692,-2.0380473136901855,4.236573696136475,8,10,202,23,29,206
Middle,N,0,Past100,RS,100,100,Curve1100,1100,100.0,0.027742637576302513,0.0024929536739364266,0.030253064446151286,13.628888692855835,13.183819770812988,18.533336830139167,13.601146055279532,13.183168485411443,18.532668208342518,99,100,101,0,3,103
Middle,H,1,Current100,NS,141,200,Curve1100,1100,70.5,8.589040874615312,8.150859832763672,13.605861949920653,6.116000946518033,5.969178199768066,10.695851135253907,-2.4730399280972777,-2.73246431350708,4.383490246534347,7,8,202,19,25,206
Middle,H,1,Current100,PS,197,200,Curve1100,1100,98.5,1.1786215372703737,0.15783029794692993,3.8174085617065403,10.585548044443131,10.451349258422852,15.122189235687255,9.406926507172757,9.450418706983328,15.078482171113137,150,151,202,0,6,206
Middle,H,1,Current100,RS,100,100,Curve1100,1100,100.0,0.013153043243510182,0.0013869319227524102,0.006530339177697903,14.29530207157135,14.105273246765137,19.932085609436037,14.28214902832784,14.104796961939428,19.930624651850668,100,101,101,0,3,103
Middle,H,1,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708282986376435,8.878385066986084,13.826951694488523,6.182496871848125,5.824220418930054,10.976802825927733,-2.5257861145283096,-2.5270657539367676,4.109723305702209,10,10,202,19,25,206
Middle,H,1,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22739801190728032,0.005876402836292982,0.20403392612934135,12.724751253128051,12.893320560455322,17.823524665832522,12.497353241220772,12.496228396485094,17.803211501502666,97,98,101,0,3,103
Middle,H,1,Past100,NS,137,200,Curve1100,1100,68.5,7.9791360605915544,8.222677230834961,12.42553253173828,6.061965855397284,5.848797798156738,11.207389354705809,-1.9171702051942703,-2.0382699966430664,4.239080345630645,8,10,202,23,29,206
Middle,H,1,Past100,RS,100,100,Curve1100,1100,100.0,0.027776930633117446,0.0024928940692916512,0.030326191894710093,13.629080672264099,13.18333101272583,18.530585479736335,13.601303741630982,13.182679548641318,18.529914594336883,99,100,101,0,3,103
Middle,H,2,Current100,NS,141,200,Curve1100,1100,70.5,8.588829818889499,8.151364803314209,13.606314468383788,6.116080433866009,5.968660831451416,10.695636081695557,-2.4727493850234894,-2.7323360443115234,4.382896149158477,7,8,202,19,25,206
Middle,H,2,Current100,PS,197,200,Curve1100,1100,98.5,1.1762627926724962,0.1580551713705063,3.8104994773864718,10.590037165880203,10.473226547241211,15.101191902160645,9.413774373207707,9.449803670402616,15.076674604602157,150,151,202,0,6,206
Middle,H,2,Current100,RS,100,100,Curve1100,1100,100.0,0.011900993611488957,0.0013849676470272243,0.006287625525146724,14.311697568893432,14.127581119537354,19.918425750732425,14.299796575281944,14.125144285091665,19.916967209172437,100,101,101,0,3,103
Middle,H,2,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708315771240741,8.880123615264893,13.82731018066406,6.182603854257613,5.823025465011597,10.975942325592039,-2.5257119169831275,-2.525800585746765,4.109197282791137,10,10,202,19,25,206
Middle,H,2,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22734422507470298,0.005873203510418534,0.20363542139530202,12.725255131721497,12.894142627716064,17.823915481567386,12.497910906646794,12.497363715956453,17.803651599847946,97,98,101,0,3,103
Middle,H,2,Past100,NS,137,200,Curve1100,1100,68.5,7.9791370975284375,8.222419738769531,12.425690460205077,6.061930763237179,5.848868370056152,11.2065447807312,-1.9172063342912589,-2.0374603271484375,4.239053511619568,8,10,202,23,29,206
Middle,H,2,Past100,RS,100,100,Curve1100,1100,100.0,0.027761888783206814,0.0024931320222094655,0.030352298356592682,13.62928517818451,13.183120727539062,18.53063182830811,13.601523289401303,13.182469442093861,18.52996076412965,99,100,101,0,3,103
Middle,H,4,Current100,NS,141,200,Curve1100,1100,70.5,8.588593969419598,8.152092456817627,13.607118129730223,6.116200876822695,5.968485593795776,10.69530611038208,-2.4723930925969033,-2.7331089973449707,4.381828320026397,7,8,202,19,25,206
Middle,H,4,Current100,PS,197,200,Curve1100,1100,98.5,1.1725509516472812,0.1478944569826126,3.798012399673459,10.5983232152462,10.498828411102295,15.112424182891845,9.425772263598919,9.447949463035911,15.079878778592683,150,151,202,0,6,206
Middle,H,4,Current100,RS,100,100,Curve1100,1100,100.0,0.010098756914303522,0.001381455804221332,0.006278457352891565,14.338807377815247,14.127685546875,19.90156841278076,14.328708620900944,14.1252715679002,19.900116834300572,100,101,101,0,3,103
Middle,H,4,Fixed100,NS,144,200,Curve1100,1100,72.0,8.70840267105028,8.883068084716797,13.827926254272459,6.182803390431218,5.820817232131958,10.974348735809324,-2.5255992806190624,-2.523810863494873,4.108450555801391,10,10,202,19,25,206
Middle,H,4,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22726751531932676,0.005867278669029474,0.20346841514110586,12.726152682304383,12.89522409439087,17.824446487426762,12.498885166985055,12.4992297689314,17.80426476029243,97,98,101,0,3,103
Middle,H,4,Past100,NS,137,200,Curve1100,1100,68.5,7.979120733453892,8.222039222717285,12.426039886474609,6.061876287274063,5.8490822315216064,11.205262088775633,-1.9172444461798295,-2.036238670349121,4.239100360870362,8,10,202,23,29,206
Middle,H,4,Past100,RS,100,100,Curve1100,1100,100.0,0.027730569298146292,0.002493845415301621,0.03040571305900815,13.629605484008788,13.182610034942627,18.53071422576905,13.601874914710642,13.181959047185956,18.53004310195684,99,100,101,0,3,103
Middle,H,8,Current100,NS,141,200,Curve1100,1100,70.5,8.588439054340125,8.15325117111206,13.608563423156737,6.116343148387968,5.96959114074707,10.693909072875977,-2.4720959059521554,-2.731841564178467,4.3804166376590725,7,8,202,19,25,206
Middle,H,8,Current100,PS,197,200,Curve1100,1100,98.5,1.1672177114512305,0.14457637816667557,3.7860682487487765,10.612245903015136,10.508785247802734,15.156997966766358,9.445028191563907,9.477874100208282,15.086886319238692,150,151,202,0,6,206
Middle,H,8,Current100,RS,100,100,Curve1100,1100,100.0,0.00788835063620354,0.0013758011627942324,0.006186892418190838,14.380670976638793,14.129584789276123,19.892799758911135,14.372782626002591,14.127215632266598,19.891367536282633,100,101,101,0,3,103
Middle,H,8,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708586978390812,8.887471675872803,13.828957939147948,6.1831391239957885,5.817457914352417,10.971580123901365,-2.5254478543950243,-2.5211057662963867,4.107462382316589,10,10,202,19,25,206
Middle,H,8,Fixed100,RS,100,100,Curve1100,1100,100.0,0.2271733178129216,0.005857443204149604,0.20310673862695713,12.727570841312408,12.895890235900879,17.82497425079346,12.500397523499487,12.502070389979053,17.80491364923801,97,98,101,0,3,103
Middle,H,8,Past100,NS,137,200,Curve1100,1100,68.5,7.97906829267391,8.221569538116455,12.426780319213867,6.061796961575746,5.849522113800049,11.203871822357177,-1.9172713310981635,-2.034712314605713,4.239310073852539,8,10,202,23,29,206
Middle,H,8,Past100,RS,100,100,Curve1100,1100,100.0,0.027668262927836623,0.0024947371566668153,0.030496529862284686,13.630125026702881,13.181930541992188,18.530828094482427,13.602456763775045,13.181280149699887,18.530156887136403,99,100,101,0,3,103
Middle,R,1,Current100,NS,141,200,Curve1100,1100,70.5,8.589050488844514,8.150860786437988,13.605885219573974,6.11599985036999,5.969206094741821,10.695844078063965,-2.473050638474524,-2.7324633598327637,4.383509922027588,7,8,202,19,25,206
Middle,R,1,Current100,PS,197,200,Curve1100,1100,98.5,1.1786532738376991,0.15786440670490265,3.817475557327268,10.585459176301956,10.451589584350586,15.12241859436035,9.406805902464257,9.45040517905727,15.078415660711471,150,151,202,0,6,206
Middle,R,1,Current100,RS,100,100,Curve1100,1100,100.0,0.0131548005330842,0.0013871105038560927,0.0065321274101734226,14.295111856460572,14.10486364364624,19.931916999816895,14.281957055927487,14.104387180093909,19.93045586370863,100,101,101,0,3,103
Middle,R,1,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708285984043032,8.878413677215576,13.826943874359129,6.182497810840141,5.824242353439331,10.976790237426757,-2.525788173202891,-2.527048110961914,4.109662199020385,10,10,202,19,25,206
Middle,R,1,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22739650075724058,0.005876521347090602,0.20403934419155142,12.724750901460647,12.893324851989746,17.823510551452642,12.497354400703408,12.496244668087456,17.803196802997267,97,98,101,0,3,103
Middle,R,1,Past100,NS,137,200,Curve1100,1100,68.5,7.979137763235485,8.22267198562622,12.425553226470948,6.061964710578322,5.8488099575042725,11.207412815093994,-1.9171730526571629,-2.0382903814315796,4.239082515239716,8,10,202,23,29,206
Middle,R,1,Past100,RS,100,100,Curve1100,1100,100.0,0.027776752755453344,0.0024928346974775195,0.030326528474688558,13.62908540725708,13.183359146118164,18.53054866790772,13.601308654501628,13.182707682033652,18.52987778250827,99,100,101,0,3,103
Middle,R,2,Current100,NS,141,200,Curve1100,1100,70.5,8.588838359117508,8.151352405548096,13.606335926055907,6.116080447500572,5.968679428100586,10.695619869232178,-2.4727579116169363,-2.7323200702667236,4.3829125404357905,7,8,202,19,25,206
Middle,R,2,Current100,PS,197,200,Curve1100,1100,98.5,1.176293202257075,0.15809038281440735,3.810546946525571,10.589951469898224,10.47348690032959,15.101113033294677,9.413658267641148,9.449771442916244,15.076627637608908,150,151,202,0,6,206
Middle,R,2,Current100,RS,100,100,Curve1100,1100,100.0,0.011902391075709602,0.0013850866816937923,0.0062885022256523385,14.311510071754455,14.127161026000977,19.918269920349122,14.299607680678745,14.124723182467278,19.91681122403825,100,101,101,0,3,103
Middle,R,2,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708317005429416,8.880149364471436,13.827310085296629,6.182603368577547,5.823011636734009,10.975923347473143,-2.5257136368518696,-2.5258054733276367,4.109151017665863,10,10,202,19,25,206
Middle,R,2,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22734308206425338,0.005873144371435046,0.20363559424877187,12.72525691986084,12.89414930343628,17.82392387390137,12.497913837796586,12.497386722418014,17.803659913205777,97,98,101,0,3,103
Middle,R,2,Past100,NS,137,200,Curve1100,1100,68.5,7.979138614168623,8.222418785095215,12.425725650787353,6.061931785568595,5.848865985870361,11.20655927658081,-1.9172068286000286,-2.0374603271484375,4.239088344573974,8,10,202,23,29,206
Middle,R,2,Past100,RS,100,100,Curve1100,1100,100.0,0.027761717446919645,0.002493072533980012,0.030352067388594178,13.629285821914673,13.18312120437622,18.530608749389653,13.601524104467753,13.18246991893102,18.529937685211195,99,100,101,0,3,103
Middle,R,4,Current100,NS,141,200,Curve1100,1100,70.5,8.588602471500636,8.152092933654785,13.607129669189451,6.116201282646507,5.968517303466797,10.695297718048096,-2.472401188854128,-2.7331061363220215,4.381838715076446,7,8,202,19,25,206
Middle,R,4,Current100,PS,197,200,Curve1100,1100,98.5,1.1725803436353452,0.14792636781930923,3.79804615974426,10.598238753080368,10.49898386001587,15.112618923187256,9.425658409445022,9.447929789312184,15.079790784802753,150,151,202,0,6,206
Middle,R,4,Current100,RS,100,100,Curve1100,1100,100.0,0.010099785475104,0.0013817534781992435,0.006279618293046952,14.338632893562316,14.12728214263916,19.90138339996338,14.328533108087212,14.124867154372623,19.899931666837077,100,101,101,0,3,103
Middle,R,4,Fixed100,NS,144,200,Curve1100,1100,72.0,8.708404560182244,8.883081912994385,13.82794075012207,6.182802516252268,5.820808172225952,10.974347114562987,-2.5256020439299753,-2.5238003730773926,4.108383703231811,10,10,202,19,25,206
Middle,R,4,Fixed100,RS,100,100,Curve1100,1100,100.0,0.22726677635677334,0.0058671601582318544,0.2034596711397173,12.726158982515335,12.895205020904541,17.82444934844971,12.498892206158562,12.499273279623594,17.8042669671544,97,98,101,0,3,103
Middle,R,4,Past100,NS,137,200,Curve1100,1100,68.5,7.979122386998497,8.222035884857178,12.426033878326416,6.061875638719648,5.849111318588257,11.205311965942382,-1.917246748278849,-2.0362340211868286,4.239113903045654,8,10,202,23,29,206
Middle,R,4,Past100,RS,100,100,Curve1100,1100,100.0,0.02773028034484014,0.0024937860434874892,0.030405203253030803,13.629609723091125,13.182606220245361,18.530659294128423,13.601879442746286,13.18195523248869,18.529988170316216,99,100,101,0,3,103
Middle,R,8,Current100,NS,141,200,Curve1100,1100,70.5,8.588447862342,8.153242588043213,13.608582973480223,6.116343084713444,5.9696056842803955,10.693897151947022,-2.472104777628556,-2.731830596923828,4.3804054081439965,7,8,202,19,25,206
