entry,arm,step,time,pre_objective,post_objective,pre_edit_nll,post_edit_nll,essence_kl,action,risk_pre,risk_post,risk_actual_fp32,risk_rounding_difference,risk_linear,risk_quadratic,actual_step_norm,actual_step_energy,materialization_off_support_norm,q,q_all,q_fraction,slack,e,epsilon,factor,rank,correction_native_norm,nominal_native_norm,leakage_max,nominal_edit_derivative_mean,nominal_edit_derivative_positive,reduced_cap_exceeded,actual_fp32_cap_exceeded,prediction_error_mean,prediction_error_abs_p90,request_worsened,request_improved
Middle,R,3,0.375,0.13273704037387374,0.1299993428340946,0.022306101717877027,0.019664875484334817,0.16283696820028126,1.001571568372422,-2.571036961753358e-08,-1.4521251390516204e-07,-1.4521194265291318e-07,5.712522488535682e-13,-1.235156514575962e-07,4.013507169967745e-09,0.031196206955187565,0.000973203328390893,3.648550227912553e-06,3.6454406463676695e-08,3.6454406463676695e-08,1.0,0.0,-1.0395459496662222e-06,3.645146384937146e-09,0.0,1,0.0,0.1526122975649593,0.0,-0.022458191277957028,False,False,False,0.00016604772662784324,9.800925858144546e-07,5,95
Middle,R,4,0.5,0.1299993428340946,0.12783957915264763,0.019664875484334817,0.017590711519369508,0.16150451626162976,1.0015483536692626,-1.4521251390516204e-07,-2.928861281855239e-07,-2.9288604772271866e-07,8.046280522241474e-14,-1.5075793793489098e-07,3.0843236545291074e-09,0.027316190356437696,0.0007461742555891398,3.648419233495078e-06,3.6453708584172686e-08,3.6453708584172686e-08,1.0,0.0,-1.4964885252111011e-06,3.645146384937146e-09,0.0,1,0.0,0.13498476578041418,0.0,-0.017495816637135477,False,False,False,0.00011281310620493721,9.626608649110117e-07,5,95
Middle,R,5,0.625,0.12783957915264763,0.12608097828772646,0.017590711519369508,0.015911679340327584,0.16038517735432833,1.0014522536275334,-2.928861281855239e-07,-4.6306556509858445e-07,-4.630649459503129e-07,6.191482715511872e-13,-1.726365869144149e-07,2.457150001354275e-09,0.024357479985428657,0.0005932868312405576,3.648085377759105e-06,3.6451507190029777e-08,3.6451507190029777e-08,1.0,0.0,-1.9668649636234245e-06,3.645146384937146e-09,0.0,1,0.0,0.12141148919730013,0.0,-0.01407455974350992,False,False,False,8.028779376209018e-05,8.229927677357318e-07,5,95
Middle,R,6,0.75,0.12608097828772646,0.12461476843828921,0.015911679340327584,0.014521413420698081,0.15942071576137096,1.0012956028250544,-4.6306556509858445e-07,-6.516079383381014e-07,-6.516065688355304e-07,1.3695025710012268e-12,-1.9055602873613876e-07,2.0136554966219272e-09,0.02203310350079519,0.0004854576498767531,3.6481171379472014e-06,3.644810837744789e-08,3.644810837744789e-08,1.0,0.0,-2.4505793521713886e-06,3.645146384937146e-09,0.0,1,0.0,0.11060469248263197,0.0,-0.011602941879621704,False,False,False,6.010182378209862e-05,7.272756026023456e-07,4,96
Middle,R,7,0.875,0.12461476843828921,0.12337141147376321,0.014521413420698081,0.013351814123931643,0.15857388032600284,1.0010872982945638,-6.516079383381014e-07,-8.555850927207821e-07,-8.555846006041853e-07,4.921165968228285e-13,-2.056608014261852e-07,1.6836470435043473e-09,0.020134233433898658,0.0004053873559707225,3.6488788441656507e-06,3.644373779235527e-08,3.644373779235527e-08,1.0,0.0,-2.948502279563682e-06,3.645146384937146e-09,0.0,1,0.0,0.10167943128295305,0.0,-0.009730444965881773,False,False,False,4.670632379388585e-05,5.488493591925204e-07,4,96
Middle,R,8,1.0,0.12337141147376321,0.12230346498819784,0.013351814123931643,0.01235638365085227,0.15781887737102807,1.000834015016563,-8.555850927207821e-07,-1.0728558248346514e-06,-1.0728560394533558e-06,-2.1461870434590254e-13,-2.1869905039049136e-07,1.4283182766220509e-09,0.01853453011121293,0.00034352880644345884,3.6484703491123197e-06,3.6438554562084654e-08,3.6438554562084654e-08,1.0,0.0,-3.4607626015150877e-06,3.645146384937146e-09,0.0,1,0.0,0.09410436764794336,0.0,-0.008260715303581932,False,False,False,3.715894168712319e-05,7.042684869412391e-07,4,96
Middle,EP,1,0.125,0.15806329909669634,0.13632568135624773,0.04746834650709692,0.025775300420524824,0.16668255510739982,1.0013272124151043,0.0,5.923780714926543e-08,5.923647190397928e-08,-1.3352452861487933e-12,8.292853059101684e-09,5.094495409016374e-08,0.10745032714814584,0.011545572804243566,2.579521238734825e-06,3.640381454181971e-08,3.6445085629821946e-08,0.9988675815329005,6.634282674323343e-08,7.28903861581453e-07,3.645146384937146e-09,18.200318927487324,1,0.003472581481114828,0.6029891087200859,4.1176389148399675e-19,-0.3630002512859901,False,True,True,0.023681983626427643,2.150925298641161e-06,14,86
Middle,EP,2,0.25,0.13632568135624773,0.13273611082455317,0.025775300420524824,0.022305130482867145,0.16448734351433814,1.0015052137203988,5.923780714926543e-08,-2.5697772856007996e-08,-2.5696856001858422e-08,9.168541495733203e-13,-9.03207845584004e-08,5.385204553126967e-09,0.03616821205680144,0.0013081395633857567,3.648665159245286e-06,3.6257635613021744e-08,3.6453270877726684e-08,0.9946332589643012,0.0,-6.040906639901125e-07,3.645146384937146e-09,0.0,1,0.0,0.1754043506981879,0.0,-0.029706364232149344,False,False,False,0.0002431256487566759,1.1246294651390515e-06,6,94
Middle,EP,3,0.375,0.13273611082455317,0.12999866700845944,0.022305130482867145,0.019664164533466342,0.16283708065748215,1.0015718493390047,-2.5697772856007996e-08,-1.45211906537703e-07,-1.452106969329204e-07,1.209604782601257e-12,-1.2352725698137028e-07,4.013123299675287e-09,0.031194753823596866,0.0009731126661148112,3.6483565903028363e-06,3.624793909971419e-08,3.645440792311121e-08,0.994336245322308,0.0,-1.0396135945580536e-06,3.645146384937146e-09,0.0,1,0.0,0.15260444954033392,0.0,-0.022455750586989672,False,False,False,0.0001660029073817095,1.0534292227413434e-06,5,95
Middle,EP,4,0.5,0.12999866700845944,0.1278390077719163,0.019664164533466342,0.017590110510379113,0.16150460031349212,1.0015485974194394,-1.45211906537703e-07,-2.928937426791112e-07,-2.928934025892829e-07,3.400898282833108e-13,-1.5076593436874535e-07,3.0840982273371446e-09,0.027315216399717984,0.0007461210469634223,3.6483315594859183e-06,3.6238418398225225e-08,3.645370943844185e-08,0.9940941253021128,0.0,-1.4965512877353523e-06,3.645146384937146e-09,0.0,1,0.0,0.13497948555072406,0.0,-0.01749436273481611,False,False,False,0.00011274132751846902,9.04709626917981e-07,5,95
Middle,EP,5,0.625,0.1278390077719163,0.12608053585346155,0.017590110510379113,0.015911210684983718,0.16038525698240846,1.0014524660707729,-2.928937426791112e-07,-4.6308043455770097e-07,-4.630797828387886e-07,6.517189123639972e-13,-1.726436718389419e-07,2.4569799603521272e-09,0.024356655538568826,0.0005932466690244955,3.64691215605647e-06,3.622899268864138e-08,3.645150762957733e-08,0.9938955901852632,0.0,-1.9669368620088124e-06,3.645146384937146e-09,0.0,1,0.0,0.12140709098591929,0.0,-0.01407346655280479,False,False,False,8.028350340880127e-05,9.124139813769693e-07,4,96
Middle,EP,6,0.75,0.12608053585346155,0.1246144293281599,0.015911210684983718,0.014521051932667128,0.15942077431827784,1.001295790006004,-4.6308043455770097e-07,-6.516285033161478e-07,-6.516289516390558e-07,-4.4832290794878595e-13,-1.905616057175425e-07,2.01353695909545e-09,0.02203247113638358,0.00048542978437557556,3.648102281777544e-06,3.62192810618322e-08,3.6448108445702475e-08,0.9937218310187164,0.0,-2.4506537363847266e-06,3.645146384937146e-09,0.0,1,0.0,0.11060127195861813,0.0,-0.011602161704736096,False,False,False,6.011146541813262e-05,7.104229968233568e-07,4,96
Middle,EP,7,0.875,0.1246144293281599,0.1233711289042081,0.014521051932667128,0.013351511306579293,0.15857393282931298,1.0010874679579673,-6.516285033161478e-07,-8.556092938307198e-07,-8.556098373089147e-07,-5.434781949494971e-13,-2.0566436420055485e-07,1.6835736859831455e-09,0.02013380602851224,0.00040537014519375573,3.6491669318707966e-06,3.6209060614442295e-08,3.644373757151043e-08,0.9935605683525832,0.0,-2.9485719140216527e-06,3.645146384937146e-09,0.0,1,0.0,0.10167704124570594,0.0,-0.009729945412608208,False,False,False,4.6702551449465214e-05,5.511069995576489e-07,4,96
Middle,EP,8,1.0,0.1233711289042081,0.12230322816178532,0.013351511306579293,0.012356131306429841,0.15781888319179416,1.0008341665586833,-8.556092938307198e-07,-1.0728842895060154e-06,-1.0728840460495072e-06,2.434565081237334e-13,-2.1870324791238375e-07,1.4282522370882733e-09,0.018534108115411167,0.00034351316363375015,3.648854207586457e-06,3.6198275968320425e-08,3.643855416327933e-08,0.993405934991761,0.0,-3.4608445584411314e-06,3.645146384937146e-09,0.0,1,0.0,0.09410215320209755,0.0,-0.008260283284842608,False,False,False,3.715540952248029e-05,7.061616273771162e-07,4,96
Early,H,1,0.125,0.11441988284360075,0.1113370528268482,0.00419455104357136,0.0021602255309941636,0.15408113156445324,0.9954675657307571,0.0,-3.7348032646530537e-06,-3.7348036852497052e-06,-4.205966515315933e-13,-3.8024811889858968e-06,6.76779243328433e-08,0.08770751972032637,0.007692609015491439,2.0626384245942127e-06,3.823180644375941e-07,3.827299447148926e-07,0.9989238357672658,0.0,-3.0419849519039215e-05,3.830033718577669e-08,0.0,1,0.0,0.28986555166521843,0.0,-0.07188670918349309,False,False,False,0.006951513426093022,0.00013474372442848882,6,94
Early,H,2,0.25,0.1113370528268482,0.11029553527329222,0.0021602255309941636,0.002036077770292953,0.1511828526854515,0.9881052921015855,-3.7348032646530537e-06,-7.90991985825859e-06,-7.909920057698981e-06,-1.994403906212033e-13,-4.189738596796798e-06,1.4622003191259139e-08,0.04257408539779902,0.0018125527474590836,2.9173394506234672e-06,3.76415700523239e-07,3.811054987603421e-07,0.9876942257397018,0.0,-4.098751530626996e-05,3.830033718577669e-08,0.0,1,0.0,0.10246569105623546,0.0,-0.0010845319038001186,False,False,False,1.1418726795734881e-05,2.3090651462117552e-05,4,96
Early,H,3,0.375,0.11029553527329222,0.10930451415765188,0.002036077770292953,0.001955539622261616,0.1483928727102466,0.9807441999099986,-7.90991985825859e-06,-1.2120962514557119e-05,-1.2120962575783618e-05,-6.122649926659264e-14,-4.223843049814839e-06,1.280039351631155e-08,0.039848954116673066,0.0015879391441927155,2.9166972317117594e-06,3.7438556429250335e-07,3.793102975636256e-07,0.9870166106674281,0.0,-4.96105841245929e-05,3.830033718577669e-08,0.0,1,0.0,0.09547867169099654,0.0,-0.0006886273895458535,False,False,False,5.540275551334892e-06,1.2126942080655752e-05,6,94
Early,H,4,0.5,0.10930451415765188,0.10840143442906848,0.001955539622261616,0.0018838980357031687,0.14680927025619894,0.9734195700235287,-1.2120962514557119e-05,-1.63145038314002e-05,-1.6314504129072312e-05,-2.9767211102722096e-13,-4.20525171914777e-06,1.1710402304689187e-08,0.038148972020290745,0.0014553440662049262,2.9173727562325267e-06,3.7249649813062236e-07,3.7750014990680663e-07,0.9867452985716177,0.0,-5.788393877433229e-05,3.830033718577669e-08,0.0,1,0.0,0.09061241711697147,0.0,-0.0006023544999479895,False,False,False,3.652725792490727e-06,8.156396212820453e-06,4,96
Early,H,5,0.625,0.10840143442906848,0.10751312525364544,0.0018838980357031687,0.0018296356029653303,0.14510890940437093,0.9661418281290692,-1.63145038314002e-05,-2.050207619095057e-05,-2.0502076688548996e-05,-4.975984258155392e-13,-4.198784598367717e-06,1.1212238817344277e-08,0.03734226508199726,0.0013944447614541522,2.9179869380596257e-06,3.7059946063511377e-07,3.7569718393092146e-07,0.9864312975613228,0.0,-6.621928443102635e-05,3.830033718577669e-08,0.0,1,0.0,0.0884285343288024,0.0,-0.00045245520374668027,False,False,False,2.2944677183003577e-06,6.315941618505442e-06,5,95
Early,H,6,0.75,0.10751312525364544,0.10666415829999906,0.0018296356029653303,0.0017789367901180717,0.14389550819760188,0.9589175224753086,-2.050207619095057e-05,-2.4664068804574725e-05,-2.4664068915505118e-05,-1.1093039261147498e-13,-4.172785793439362e-06,1.079317981520633e-08,0.03664714098791464,0.001343012942588093,2.917234673502521e-06,3.6877239748752696e-07,3.73897621999295e-07,0.9862924388650494,0.0,-7.438643869311513e-05,3.830033718577669e-08,0.0,1,0.0,0.08646777546983762,0.0,-0.00042099732251310405,False,False,False,1.9258523248100616e-06,4.114390444748944e-06,4,96
Early,H,7,0.875,0.10666415829999906,0.1058233735409337,0.0017789367901180717,0.00173744197528625,0.1425696179503575,0.9517533044375011,-2.4664068804574725e-05,-2.8807340655161855e-05,-2.8807341542767935e-05,-8.876060795376655e-13,-4.153844830206895e-06,1.0572979619768273e-08,0.036273031328152475,0.001315732801733131,2.9181807987665503e-06,3.6692649578575944e-07,3.7210958365879463e-07,0.9860710712632765,0.0,-8.255889624350077e-05,3.830033718577669e-08,0.0,1,0.0,0.08542897625429811,0.0,-0.00034306071770965913,False,False,False,1.38777475859727e-06,2.9128292672433274e-06,3,97
Early,H,8,1.0,0.1058233735409337,0.10500307842266858,0.00173744197528625,0.001698647717385029,0.14143436145968735,0.9446478311405309,-2.8807340655161855e-05,-3.2923347802572803e-05,-3.2923347865107416e-05,-6.253461290461892e-14,-4.126436827668952e-06,1.0429680257997205e-08,0.036028700094308586,0.0012980672304856314,2.9172644514524637e-06,3.651323028987722e-07,3.703303572224788e-07,0.9859637369113009,0.0,-9.062617592739769e-05,3.830033718577669e-08,0.0,1,0.0,0.08471878595120248,0.0,-0.0003207734036401215,False,False,False,1.3024175404679583e-06,2.1081688542020892e-06,4,96
Early,R,1,0.125,0.11441988284360075,0.1113370528268482,0.00419455104357136,0.0021602255309941636,0.15408113156445324,0.9954675657307571,0.0,-3.7348032646530537e-06,-3.7348036852497052e-06,-4.205966515315933e-13,-3.8024811889858968e-06,6.76779243328433e-08,0.08770751972032637,0.007692609015491439,2.0626384245942127e-06,3.827299447148926e-07,3.827299447148926e-07,1.0,0.0,-3.0419849519039215e-05,3.830033718577669e-08,0.0,1,0.0,0.28986555166521843,0.0,-0.07188670918349309,False,False,False,0.006951513426093022,0.00013474372442848882,6,94
Early,R,2,0.25,0.1113370528268482,0.11029553527329222,0.0021602255309941636,0.002036077770292953,0.1511828526854515,0.9881052921015855,-3.7348032646530537e-06,-7.90991985825859e-06,-7.909920057698981e-06,-1.994403906212033e-13,-4.189738596796798e-06,1.4622003191259139e-08,0.04257408539779902,0.0018125527474590836,2.9173394506234672e-06,3.811054987603421e-07,3.811054987603421e-07,1.0,0.0,-4.098751530626996e-05,3.830033718577669e-08,0.0,1,0.0,0.10246569105623546,0.0,-0.0010845319038001186,False,False,False,1.1418726795734881e-05,2.3090651462117552e-05,4,96
Early,R,3,0.375,0.11029553527329222,0.10930451415765188,0.002036077770292953,0.001955539622261616,0.1483928727102466,0.9807441999099986,-7.90991985825859e-06,-1.2120962514557119e-05,-1.2120962575783618e-05,-6.122649926659264e-14,-4.223843049814839e-06,1.280039351631155e-08,0.039848954116673066,0.0015879391441927155,2.9166972317117594e-06,3.793102975636256e-07,3.793102975636256e-07,1.0,0.0,-4.96105841245929e-05,3.830033718577669e-08,0.0,1,0.0,0.09547867169099654,0.0,-0.0006886273895458535,False,False,False,5.540275551334892e-06,1.2126942080655752e-05,6,94
Early,R,4,0.5,0.10930451415765188,0.10840143442906848,0.001955539622261616,0.0018838980357031687,0.14680927025619894,0.9734195700235287,-1.2120962514557119e-05,-1.63145038314002e-05,-1.6314504129072312e-05,-2.9767211102722096e-13,-4.20525171914777e-06,1.1710402304689187e-08,0.038148972020290745,0.0014553440662049262,2.9173727562325267e-06,3.7750014990680663e-07,3.7750014990680663e-07,1.0,0.0,-5.788393877433229e-05,3.830033718577669e-08,0.0,1,0.0,0.09061241711697147,0.0,-0.0006023544999479895,False,False,False,3.652725792490727e-06,8.156396212820453e-06,4,96
Early,R,5,0.625,0.10840143442906848,0.10751312525364544,0.0018838980357031687,0.0018296356029653303,0.14510890940437093,0.9661418281290692,-1.63145038314002e-05,-2.050207619095057e-05,-2.0502076688548996e-05,-4.975984258155392e-13,-4.198784598367717e-06,1.1212238817344277e-08,0.03734226508199726,0.0013944447614541522,2.9179869380596257e-06,3.7569718393092146e-07,3.7569718393092146e-07,1.0,0.0,-6.621928443102635e-05,3.830033718577669e-08,0.0,1,0.0,0.0884285343288024,0.0,-0.00045245520374668027,False,False,False,2.2944677183003577e-06,6.315941618505442e-06,5,95
Early,R,6,0.75,0.10751312525364544,0.10666415829999906,0.0018296356029653303,0.0017789367901180717,0.14389550819760188,0.9589175224753086,-2.050207619095057e-05,-2.4664068804574725e-05,-2.4664068915505118e-05,-1.1093039261147498e-13,-4.172785793439362e-06,1.079317981520633e-08,0.03664714098791464,0.001343012942588093,2.917234673502521e-06,3.73897621999295e-07,3.73897621999295e-07,1.0,0.0,-7.438643869311513e-05,3.830033718577669e-08,0.0,1,0.0,0.08646777546983762,0.0,-0.00042099732251310405,False,False,False,1.9258523248100616e-06,4.114390444748944e-06,4,96
Early,R,7,0.875,0.10666415829999906,0.1058233735409337,0.0017789367901180717,0.00173744197528625,0.1425696179503575,0.9517533044375011,-2.4664068804574725e-05,-2.8807340655161855e-05,-2.8807341542767935e-05,-8.876060795376655e-13,-4.153844830206895e-06,1.0572979619768273e-08,0.036273031328152475,0.001315732801733131,2.9181807987665503e-06,3.7210958365879463e-07,3.7210958365879463e-07,1.0,0.0,-8.255889624350077e-05,3.830033718577669e-08,0.0,1,0.0,0.08542897625429811,0.0,-0.00034306071770965913,False,False,False,1.38777475859727e-06,2.9128292672433274e-06,3,97
Early,R,8,1.0,0.1058233735409337,0.10500307842266858,0.00173744197528625,0.001698647717385029,0.14143436145968735,0.9446478311405309,-2.8807340655161855e-05,-3.2923347802572803e-05,-3.2923347865107416e-05,-6.253461290461892e-14,-4.126436827668952e-06,1.0429680257997205e-08,0.036028700094308586,0.0012980672304856314,2.9172644514524637e-06,3.703303572224788e-07,3.703303572224788e-07,1.0,0.0,-9.062617592739769e-05,3.830033718577669e-08,0.0,1,0.0,0.08471878595120248,0.0,-0.0003207734036401215,False,False,False,1.3024175404679583e-06,2.1081688542020892e-06,4,96
Early,EP,1,0.125,0.11441988284360075,0.1113370528268482,0.00419455104357136,0.0021602255309941636,0.15408113156445324,0.9954675657307571,0.0,-3.7348032646530537e-06,-3.7348036852497052e-06,-4.205966515315933e-13,-3.8024811889858968e-06,6.76779243328433e-08,0.08770751972032637,0.007692609015491439,2.0626384245942127e-06,3.823180644375941e-07,3.827299447148926e-07,0.9989238357672658,0.0,-3.0419849519039215e-05,3.830033718577669e-08,0.0,1,0.0,0.28986555166521843,0.0,-0.07188670918349309,False,False,False,0.006951513426093022,0.00013474372442848882,6,94
Early,EP,2,0.25,0.1113370528268482,0.11029553527329222,0.0021602255309941636,0.002036077770292953,0.1511828526854515,0.9881052921015855,-3.7348032646530537e-06,-7.90991985825859e-06,-7.909920057698981e-06,-1.994403906212033e-13,-4.189738596796798e-06,1.4622003191259139e-08,0.04257408539779902,0.0018125527474590836,2.9173394506234672e-06,3.76415700523239e-07,3.811054987603421e-07,0.9876942257397018,0.0,-4.098751530626996e-05,3.830033718577669e-08,0.0,1,0.0,0.10246569105623546,0.0,-0.0010845319038001186,False,False,False,1.1418726795734881e-05,2.3090651462117552e-05,4,96
Early,EP,3,0.375,0.11029553527329222,0.10930451415765188,0.002036077770292953,0.001955539622261616,0.1483928727102466,0.9807441999099986,-7.90991985825859e-06,-1.2120962514557119e-05,-1.2120962575783618e-05,-6.122649926659264e-14,-4.223843049814839e-06,1.280039351631155e-08,0.039848954116673066,0.0015879391441927155,2.9166972317117594e-06,3.7438556429250335e-07,3.793102975636256e-07,0.9870166106674281,0.0,-4.96105841245929e-05,3.830033718577669e-08,0.0,1,0.0,0.09547867169099654,0.0,-0.0006886273895458535,False,False,False,5.540275551334892e-06,1.2126942080655752e-05,6,94
Early,EP,4,0.5,0.10930451415765188,0.10840143442906848,0.001955539622261616,0.0018838980357031687,0.14680927025619894,0.9734195700235287,-1.2120962514557119e-05,-1.63145038314002e-05,-1.6314504129072312e-05,-2.9767211102722096e-13,-4.20525171914777e-06,1.1710402304689187e-08,0.038148972020290745,0.0014553440662049262,2.9173727562325267e-06,3.7249649813062236e-07,3.7750014990680663e-07,0.9867452985716177,0.0,-5.788393877433229e-05,3.830033718577669e-08,0.0,1,0.0,0.09061241711697147,0.0,-0.0006023544999479895,False,False,False,3.652725792490727e-06,8.156396212820453e-06,4,96
Early,EP,5,0.625,0.10840143442906848,0.10751312525364544,0.0018838980357031687,0.0018296356029653303,0.14510890940437093,0.9661418281290692,-1.63145038314002e-05,-2.050207619095057e-05,-2.0502076688548996e-05,-4.975984258155392e-13,-4.198784598367717e-06,1.1212238817344277e-08,0.03734226508199726,0.0013944447614541522,2.9179869380596257e-06,3.7059946063511377e-07,3.7569718393092146e-07,0.9864312975613228,0.0,-6.621928443102635e-05,3.830033718577669e-08,0.0,1,0.0,0.0884285343288024,0.0,-0.00045245520374668027,False,False,False,2.2944677183003577e-06,6.315941618505442e-06,5,95
Early,EP,6,0.75,0.10751312525364544,0.10666415829999906,0.0018296356029653303,0.0017789367901180717,0.14389550819760188,0.9589175224753086,-2.050207619095057e-05,-2.4664068804574725e-05,-2.4664068915505118e-05,-1.1093039261147498e-13,-4.172785793439362e-06,1.079317981520633e-08,0.03664714098791464,0.001343012942588093,2.917234673502521e-06,3.6877239748752696e-07,3.73897621999295e-07,0.9862924388650494,0.0,-7.438643869311513e-05,3.830033718577669e-08,0.0,1,0.0,0.08646777546983762,0.0,-0.00042099732251310405,False,False,False,1.9258523248100616e-06,4.114390444748944e-06,4,96
