entry,arm,step,time,pre_objective,post_objective,pre_edit_nll,post_edit_nll,essence_kl,action,risk_pre,risk_post,risk_actual_fp32,risk_rounding_difference,risk_linear,risk_quadratic,actual_step_norm,actual_step_energy,materialization_off_support_norm,q,q_all,q_fraction,slack,e,epsilon,factor,rank,correction_native_norm,nominal_native_norm,leakage_max,nominal_edit_derivative_mean,nominal_edit_derivative_positive,reduced_cap_exceeded,actual_fp32_cap_exceeded,prediction_error_mean,prediction_error_abs_p90,request_worsened,request_improved
Middle,EP-N16,5,0.3125,0.13366121252326055,0.13203123642076453,0.023262778557861262,0.021680845404110485,0.16364533477462828,1.0012255759323978,-6.31722654606809e-08,-1.1659711771801588e-07,-1.1659795158372961e-07,-8.338657137336578e-13,-5.4563488482707785e-08,1.1386362253727927e-09,0.01655493032363838,0.0002740657180205215,3.6472621424582405e-06,3.625728724042158e-08,3.645246545875755e-08,0.9946456785328609,0.0,-9.993603420742459e-07,3.645146384937146e-09,0.0,1,0.0,0.16469140985982939,0.0,-0.026320309383488928,False,False,False,6.3086181297968e-05,3.782957442139066e-07,4,96
Middle,EP-N16,6,0.375,0.13203123642076453,0.13062885358879872,0.021680845404110485,0.02032353992607265,0.16286402638070285,1.0012631201393214,-1.1659711771801588e-07,-1.786268150763914e-07,-1.7862607437810207e-07,7.406982893404026e-13,-6.300296222410302e-08,9.732648657274974e-10,0.015311175758312054,0.0002344321031019227,3.6471182946305295e-06,3.624971457947932e-08,3.6452417227372513e-08,0.9944392535993201,0.0,-1.2412416360493656e-06,3.645146384937146e-09,0.0,1,0.0,0.15238266750836965,0.0,-0.02247173928461333,False,False,False,4.717823158665081e-05,2.6338799182178284e-07,5,95
Middle,EP-N16,7,0.4375,0.13062885358879872,0.12940002815651835,0.02032353992607265,0.019137539253909683,0.1621604171814397,1.0012746282876868,-1.786268150763914e-07,-2.4805999761310643e-07,-2.4805953475326043e-07,4.628598459964836e-13,-7.027952820447202e-08,8.463456677569865e-10,0.014278431772392911,0.00020387361387887935,3.648039280333895e-06,3.624330790642147e-08,3.645192104510283e-08,0.9942770330698555,0.0,-1.4817261127491975e-06,3.645146384937146e-09,0.0,1,0.0,0.14238332023417047,0.0,-0.019565171212583034,False,False,False,3.6822536043602695e-05,2.902669862451332e-07,5,95
Middle,EP-N16,8,0.5,0.12940002815651835,0.12830930320663156,0.019137539253909683,0.01808791402544254,0.16152039065491408,1.0012636476525687,-2.4805999761310643e-07,-3.239704112105185e-07,-3.2396973740214626e-07,6.738083722520428e-13,-7.665596148674284e-08,7.455478893307603e-10,0.013399739553879438,0.00017955302011180113,3.6479819889116513e-06,3.623746817662577e-08,3.6451036540605615e-08,0.9941409522403586,0.0,-1.722615389818051e-06,3.645146384937146e-09,0.0,1,0.0,0.1339596555821142,0.0,-0.017268560003988836,False,False,False,2.9659776902799334e-05,2.149605918114607e-07,5,95
Middle,EP-N16,9,0.5625,0.12830930320663156,0.127331663798056,0.01808791402544254,0.01715003696687442,0.1609334844397381,1.0012328405369793,-3.239704112105185e-07,-4.0561869026228647e-07,-4.0561819828841067e-07,4.919738757946227e-13,-8.23118430951841e-08,6.635640434161437e-10,0.012639432753578745,0.0001597552603322392,3.6478050074778847e-06,3.623190575024852e-08,3.6449811235477305e-08,0.9940217664277862,0.0,-1.9649303471404445e-06,3.645146384937146e-09,0.0,1,0.0,0.12669678221906308,0.0,-0.015399600010163546,False,False,False,2.4597937335107266e-05,2.539498609686987e-07,5,95
Middle,EP-N16,10,0.625,0.127331663798056,0.12644849355934568,0.01715003696687442,0.016305576425802427,0.16039180068764836,1.0011842959056523,-4.0561869026228647e-07,-4.924045549793647e-07,-4.924052874341909e-07,-7.324548262078369e-13,-8.738144922192343e-08,5.955845048450128e-10,0.011972281167875192,0.00014333551636265898,3.648732512620727e-06,3.622646414219997e-08,3.6448283804904246e-08,0.9939141260013337,0.0,-2.2093405754124962e-06,3.645146384937146e-09,0.0,1,0.0,0.12032641128687474,0.0,-0.013844893176344918,False,False,False,2.0845283022511434e-05,2.4452710435093397e-07,4,96
Middle,EP-N16,11,0.6875,0.12644849355934568,0.12564514240156185,0.016305576425802427,0.015540113333008776,0.15988895343616605,1.001119694787927,-4.924045549793647e-07,-5.838354050594153e-07,-5.838340529429896e-07,1.3521164256654442e-12,-9.19691242151762e-08,5.382741351258412e-10,0.011379532616257067,0.0001294937625644584,3.648012528953885e-06,3.622104747942629e-08,3.644648598795405e-08,0.99381453376322,0.0,-2.456315113931058e-06,3.645146384937146e-09,0.0,1,0.0,0.11466019764501421,0.0,-0.012528306330387075,False,False,False,1.7556059088650706e-05,2.35342315534997e-07,5,95
Middle,EP-N16,12,0.75,0.12564514240156185,0.12491105149664537,0.015540113333008776,0.014843264472923086,0.1594199265819043,1.0010404161235327,-5.838354050594153e-07,-6.795041332788558e-07,-6.79504048102309e-07,8.517654685613759e-14,-9.61579786214308e-08,4.892504019902859e-10,0.010846916581822345,0.00011765559933301256,3.6478923527789163e-06,3.6215598669030306e-08,3.644444399324659e-08,0.9937207074894958,0.0,-2.7061984706252774e-06,3.645146384937146e-09,0.0,1,0.0,0.10956066977869947,0.0,-0.011396603582688816,False,False,False,1.5438865780491238e-05,1.485953137368077e-07,5,95
Middle,EP-N16,13,0.8125,0.12491105149664537,0.12423689586672469,0.014843264472923086,0.014205860560917547,0.15898036444559693,1.0009476252795733,-6.795041332788558e-07,-7.790662071459605e-07,-7.790657359698524e-07,4.711761081168549e-13,-1.0000891039576332e-07,4.468365286585487e-10,0.010364154970862339,0.00010741570826005052,3.648433002974025e-06,3.621008780648806e-08,3.644217953750623e-08,0.9936312335331288,0.0,-2.959150844475046e-06,3.645146384937146e-09,0.0,1,0.0,0.10493108563652935,0.0,-0.010412747282506001,False,False,False,1.3392796136005216e-05,1.8439864413139529e-07,3,96
Middle,EP-N16,14,0.875,0.12423689586672469,0.12361554837649887,0.014205860560917547,0.013620880689698727,0.1585669833002612,1.000842312305338,-7.790662071459605e-07,-8.822295376093359e-07,-8.822278491874985e-07,1.688421837424788e-12,-1.035730813004142e-07,4.0975083703889433e-10,0.009922899942158973,9.846394326209855e-05,3.6488305501305064e-06,3.6204491901276115e-08,3.643971101938836e-08,0.9935449784992233,0.0,-3.215301727911027e-06,3.645146384937146e-09,0.0,1,0.0,0.10069393433492319,0.0,-0.009548534150768687,False,False,False,1.1803516508684568e-05,2.6937676146112934e-07,3,97
Middle,EP-N16,15,0.9375,0.12361554837649887,0.12304097167611037,0.013620880689698727,0.01308239956578594,0.15817661071196198,1.000725339408268,-8.822295376093359e-07,-9.887393560595324e-07,-9.88738842031778e-07,5.140277544755321e-13,-1.0688689646659022e-07,3.7707801639362697e-10,0.009517294672246702,9.057889787837545e-05,3.647637933120781e-06,3.619880145096592e-08,3.643705401870576e-08,0.9934612560165395,0.0,-3.4746494075935875e-06,3.645146384937146e-09,0.0,1,0.0,0.09679446467951114,0.0,-0.00878374514468117,False,False,False,1.0502950266022522e-05,1.806825342403921e-07,4,96
Middle,EP-N16,16,1.0,0.12304097167611037,0.12250804294320819,0.01308239956578594,0.012585369180900063,0.15780683711636811,1.000597464425351,-9.887393560595324e-07,-1.0983732702734084e-06,-1.0983721326724072e-06,1.1376010012114707e-12,-1.0998200776548571e-07,3.480935516097856e-10,0.009142492563953629,8.358517028194739e-05,3.6480431101526243e-06,3.6193016423783207e-08,3.643422212211505e-08,0.9933796940271318,0.0,-3.737190855701078e-06,3.645146384937146e-09,0.0,1,0.0,0.09318815233896242,0.0,-0.00810247481202315,False,False,False,9.374289646982867e-06,1.887621566101561e-07,4,96
