entry,contrast,panel,metric,field,delta,ci_low,ci_high,bootstrap,requests,prompts,success_to_failure,failure_to_success,unit,paired,imputation
Late,R−N,Fixed100,NS,true_nll,-0.00019823637837544091,-0.0016217423824360594,0.0009440535243484192,2000,100,1000,0,1,NLL,True,0
Late,R−N,Fixed100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,R−N,Fixed100,PS,new_nll,-0.0010115405765827746,-0.0032052308187412565,0.0012459898750239505,2000,100,200,0,0,NLL,True,0
Late,R−N,Fixed100,PS,true_nll,0.0068397954106330875,0.0036208693459630014,0.010019378438591957,2000,100,200,0,0,NLL,True,0
Late,R−N,Fixed100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,R−N,Fixed100,RS,new_nll,-0.0022986449635936878,-0.005591806870266737,0.0005509571585498632,2000,100,100,0,0,NLL,True,0
Late,R−N,Fixed100,RS,true_nll,0.007798409461975098,0.004458575785160065,0.011366017818450928,2000,100,100,0,0,NLL,True,0
Late,R−N,Past100,NS,success,0.1,0.0,0.30000000000000004,2000,100,1000,0,1,pp,True,0
Late,R−N,Past100,NS,new_nll,0.0013127324042725378,0.0002817381099463091,0.002315660809836117,2000,100,1000,0,1,NLL,True,0
Late,R−N,Past100,NS,true_nll,0.0012223926982842385,0.0004371283671003766,0.002002601131272968,2000,100,1000,0,1,NLL,True,0
Late,R−N,Past100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,R−N,Past100,PS,new_nll,-0.0017285410812473857,-0.0035211203348080745,-0.00022324392323935235,2000,100,200,0,0,NLL,True,0
Late,R−N,Past100,PS,true_nll,0.005392934679985046,0.0031616376042366027,0.008030769273638725,2000,100,200,0,0,NLL,True,0
Late,R−N,Past100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,R−N,Past100,RS,new_nll,-0.00013182269845856353,-0.0006407927767504589,0.00034980308687226956,2000,100,100,0,0,NLL,True,0
Late,R−N,Past100,RS,true_nll,0.007792296409606933,0.004952790737152099,0.010887274265289307,2000,100,100,0,0,NLL,True,0
Late,EP−N,Current100,NS,success,0.1,0.0,0.30000000000000004,2000,100,1000,0,1,pp,True,0
Late,EP−N,Current100,NS,new_nll,-0.002054139986285008,-0.005136908191742259,0.0005545018473378145,2000,100,1000,0,1,NLL,True,0
Late,EP−N,Current100,NS,true_nll,0.000915344096720219,-0.0013150086309760805,0.0037782681699842194,2000,100,1000,0,1,NLL,True,0
Late,EP−N,Current100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,EP−N,Current100,PS,new_nll,-0.04544874316663481,-0.07510042188160877,-0.02022479940809719,2000,100,200,0,0,NLL,True,0
Late,EP−N,Current100,PS,true_nll,0.044305379390716555,0.02311957111954689,0.07058182509243487,2000,100,200,0,0,NLL,True,0
Late,EP−N,Current100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,EP−N,Current100,RS,new_nll,-0.011602644401136786,-0.027186252895502548,-0.0020746932589900168,2000,100,100,0,0,NLL,True,0
Late,EP−N,Current100,RS,true_nll,0.27825519561767575,0.20293606293201447,0.3711119986772536,2000,100,100,0,0,NLL,True,0
Late,EP−N,Fixed100,NS,success,0.1,0.0,0.30000000000000004,2000,100,1000,0,1,pp,True,0
Late,EP−N,Fixed100,NS,new_nll,5.674489034572612e-05,-0.0013072724030527756,0.0011772125790608695,2000,100,1000,0,1,NLL,True,0
Late,EP−N,Fixed100,NS,true_nll,-0.00019823637837544091,-0.0016217423824360594,0.0009440535243484192,2000,100,1000,0,1,NLL,True,0
Late,EP−N,Fixed100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,EP−N,Fixed100,PS,new_nll,-0.0010115405765827746,-0.0032052308187412565,0.0012459898750239505,2000,100,200,0,0,NLL,True,0
Late,EP−N,Fixed100,PS,true_nll,0.0068397954106330875,0.0036208693459630014,0.010019378438591957,2000,100,200,0,0,NLL,True,0
Late,EP−N,Fixed100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,EP−N,Fixed100,RS,new_nll,-0.0022986449635936878,-0.005591806870266737,0.0005509571585498632,2000,100,100,0,0,NLL,True,0
Late,EP−N,Fixed100,RS,true_nll,0.007798409461975098,0.004458575785160065,0.011366017818450928,2000,100,100,0,0,NLL,True,0
Late,EP−N,Past100,NS,success,0.1,0.0,0.30000000000000004,2000,100,1000,0,1,pp,True,0
Late,EP−N,Past100,NS,new_nll,0.0013127324042725378,0.0002817381099463091,0.002315660809836117,2000,100,1000,0,1,NLL,True,0
Late,EP−N,Past100,NS,true_nll,0.0012223926982842385,0.0004371283671003766,0.002002601131272968,2000,100,1000,0,1,NLL,True,0
Late,EP−N,Past100,PS,success,0.0,0.0,0.0,2000,100,200,0,0,pp,True,0
Late,EP−N,Past100,PS,new_nll,-0.0017285410812473857,-0.0035211203348080745,-0.00022324392323935235,2000,100,200,0,0,NLL,True,0
Late,EP−N,Past100,PS,true_nll,0.005392934679985046,0.0031616376042366027,0.008030769273638725,2000,100,200,0,0,NLL,True,0
Late,EP−N,Past100,RS,success,0.0,0.0,0.0,2000,100,100,0,0,pp,True,0
Late,EP−N,Past100,RS,new_nll,-0.00013182269845856353,-0.0006407927767504589,0.00034980308687226956,2000,100,100,0,0,NLL,True,0
Late,EP−N,Past100,RS,true_nll,0.007792296409606933,0.004952790737152099,0.010887274265289307,2000,100,100,0,0,NLL,True,0
