policy,batch,reused,online_seconds,evaluation_seconds,new_spending,compute_z_seconds,keys_seconds,readout_seconds,solve_seconds,history_seconds,materialization_seconds,target_including_nested_IO_seconds,native_writer_seconds,snapshot_seconds,nested_IO_seconds
I4,51,False,374.9621506044641,39.77236160263419,YES,,,,,13.891265177167952,2.844904437661171,300.56445924099535,57.66152174863964,4.143070764839649,6.355464106425643
I4,52,False,379.5981335118413,39.70136919245124,YES,,,,,14.03003147430718,3.0848170816898346,302.7603470040485,59.72293795179576,0.0,6.2349705174565315
I4,53,False,380.8715754598379,39.46541073638946,YES,,,,,14.0823267782107,3.292016327381134,303.80789539124817,59.68933696299791,0.0,6.191808016039431
I4,54,False,381.07638523261994,39.988550436683,YES,,,,,14.39093572087586,3.313081015832722,302.4706575497985,60.90171094611287,0.0,6.239803687669337
I4,55,False,386.57764992211014,103.74694342166185,YES,,,,,16.011260346509516,3.1448881225660443,307.6661291504279,59.7553723026067,6.653915304690599,6.367943963035941
I4,56,False,427.82281916216016,40.9807524709031,YES,,,,,28.01201417762786,5.727191597223282,309.1579205840826,84.92569280322641,0.0,9.251461002975702
I4,57,False,385.7797869788483,41.20676616113633,YES,,,,,14.810365470126271,3.104901498183608,309.29554726649076,58.56897274404764,0.0,6.110503006726503
I4,58,False,385.8037228472531,40.20536787528545,YES,,,,,14.00021680817008,3.2487644981592894,309.25074999406934,59.30399154685438,0.0,6.29444092605263
I4,59,False,390.94184072315693,40.33147862739861,YES,,,,,15.439272047951818,3.3897134866565466,306.6912483740598,65.42160681448877,0.0,6.51250218693167
I4,60,False,398.4074489250779,970.1285492423922,YES,,,,,13.557110688649118,3.344717857427895,309.53183698281646,71.97378339618444,3.3270094357430935,6.39470970351249
