cell,arm,batch,cohort,request_sha256,metric,value,origin_zero
LM,O,4,1,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,distance_from_own_immediate_activation,4.4800803983281989,False
LM,O,4,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,0.63236787089544833,False
LM,O,4,2,2bddd727c25564a726ac348f51d1ffda823ae39fb216cf89569a73cae07059f5,q_after,0.61095598208605861,False
LM,O,4,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,3.1960042617713178,False
LM,O,4,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,distance_from_own_immediate_activation,2.7205301649169389,False
LM,O,4,3,5048daec8eda8a9d3c95b043bcae37662854fde7ae07fc2a6a740cabba3039fb,q_after,0.45809406649571266,False
LM,O,4,3,2f3c0f51cd67fd96e775a4e0d4b97c84e1a62d06e2929f26d3fb15123957392f,q_after,0.44972620639764488,False
LM,O,4,3,08f5ce1ca163e3700d35c52504edd1232b0d6163bc1036179983f164adde009f,distance_from_own_immediate_activation,1.7057858520849525,False
LM,O,4,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,distance_from_own_immediate_activation,1.5871252248103036,False
LM,O,4,4,bf70a36ef7dc5b5e6ab2174d60aa36901cc585f44487bc58f501a1d096a1ef80,q_after,0.39758802780502417,False
LM,O,4,4,d6d01656f6313b328ad8bfcac029d7940e57cf0c93f05e69ae9bc329dadfcfa7,q_after,0.39341531844540434,False
LM,O,4,4,b74477e088614db975b9ef3aaba64df62b78acfc4f63433e65ca1d0781dcffe1,distance_from_own_immediate_activation,0,False
LM,O,4,4,75df0f36573c040611750a4f824c17e612ade8e4b5e3a222af3a9c77dd369af4,distance_from_own_immediate_activation,0,False
LM,O,5,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,1.243770805352745,False
LM,O,5,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,q_after,1.2198265918718729,False
LM,O,5,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,6.1233623986328025,False
LM,O,5,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,distance_from_own_immediate_activation,5.1921368105409247,False
LM,O,5,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,q_after,0.82962801450253343,False
LM,O,5,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,0.82891489532073082,False
LM,O,5,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,4.2639027666096778,False
LM,O,5,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,distance_from_own_immediate_activation,3.8590948793596769,False
LM,O,5,3,d4b109253c320baa212c079a8c8508e2df92d46eb2c28bdae70970323223535d,q_after,0.84891803808426036,False
LM,O,5,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,q_after,0.58336470099661575,False
LM,O,5,3,d4b109253c320baa212c079a8c8508e2df92d46eb2c28bdae70970323223535d,distance_from_own_immediate_activation,3.3583995735886059,False
LM,O,5,3,08f5ce1ca163e3700d35c52504edd1232b0d6163bc1036179983f164adde009f,distance_from_own_immediate_activation,2.8450125051496156,False
LM,O,5,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,q_after,0.71396216419175251,False
LM,O,5,4,d6d01656f6313b328ad8bfcac029d7940e57cf0c93f05e69ae9bc329dadfcfa7,q_after,0.45128606280606481,False
LM,O,5,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,distance_from_own_immediate_activation,3.2990304535231196,False
LM,O,5,4,23ab463b020d55e2046b7787446e4f8feaea34632b6c872ea5035557b771d415,distance_from_own_immediate_activation,1.6898126802379585,False
LM,O,5,5,8c30e14a223e19120138c87788b0a3aa97f84ffeb7d88ba5180e93d3850a853a,q_after,0.38051685367308635,False
LM,O,5,5,4b06541b68703e6e8d0a28f59ab223c38fa6ae39a459bf51b12af6056cf62673,q_after,0.36990969489132802,False
LM,O,5,5,5b84c1c1bac6d9c9495e0d2d313d0b616314a82781835eeed7f9f22473bf6d62,distance_from_own_immediate_activation,0,False
LM,O,5,5,e5ad6f2d686323a16d0fded4072da1dc7728d193c1789d134033681e537b2e49,distance_from_own_immediate_activation,0,False
LM,O,6,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,1.6133762355383745,False
LM,O,6,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,q_after,1.5635237563322064,False
LM,O,6,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,7.9728306102620188,False
LM,O,6,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,distance_from_own_immediate_activation,6.7433805812256837,False
LM,O,6,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,1.1635794148924252,False
LM,O,6,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,q_after,1.1214560208991233,False
LM,O,6,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,6.0979306631180252,False
LM,O,6,2,5026c8caf1aaf77a510a2e7112ea6dead0a567c357bbf597536dbb5c04efbe29,distance_from_own_immediate_activation,5.4333624569838319,False
LM,O,6,3,d4b109253c320baa212c079a8c8508e2df92d46eb2c28bdae70970323223535d,q_after,0.94095088290180606,False
LM,O,6,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,q_after,0.91405776830500307,False
LM,O,6,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,distance_from_own_immediate_activation,4.9226267832034267,False
LM,O,6,3,08f5ce1ca163e3700d35c52504edd1232b0d6163bc1036179983f164adde009f,distance_from_own_immediate_activation,4.6535019851743114,False
LM,O,6,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,q_after,0.99147234807842666,False
LM,O,6,4,c26bed2c2ca3b2f918bb83e82bd9732d1504e8c09f5a56558583dc287bff8400,q_after,0.67641442427515663,False
LM,O,6,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,distance_from_own_immediate_activation,4.8254033214207031,False
LM,O,6,4,eed7d047ce6f0c878b419c49f87b730fe8c31d5345eeacbf4c435618af30daf4,distance_from_own_immediate_activation,3.063863080717117,False
LM,O,6,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,q_after,0.65252057767812544,False
LM,O,6,5,4b06541b68703e6e8d0a28f59ab223c38fa6ae39a459bf51b12af6056cf62673,q_after,0.44814295031144535,False
LM,O,6,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,distance_from_own_immediate_activation,3.302757125800261,False
LM,O,6,5,2ca21a6eeae8858a948ad9e3da8c586477c5e0ef1c462ad0234ac1d6feb834e2,distance_from_own_immediate_activation,2.3183536753820952,False
LM,O,6,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,q_after,0.42430515076819969,False
LM,O,6,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,q_after,0.38943419063063384,False
LM,O,6,6,8a9041037dbc17f886486516e3c6a025512c6bdc9ebc902afd1b7b83a6f28b04,distance_from_own_immediate_activation,0,False
LM,O,6,6,1cfe090c9861932226bef865ff03923d860fb91023a5ebe93c3bab1a657257cb,distance_from_own_immediate_activation,0,False
LM,O,7,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,2.0629219374056484,False
LM,O,7,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,q_after,1.8230117255362117,False
LM,O,7,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,10.210290073149082,False
LM,O,7,1,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea,distance_from_own_immediate_activation,8.5736393416762571,False
LM,O,7,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,1.5609132567704176,False
LM,O,7,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,q_after,1.5041242524503828,False
LM,O,7,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,8.2204053001794719,False
LM,O,7,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,distance_from_own_immediate_activation,7.2594477545133973,False
LM,O,7,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,q_after,1.2744747625262831,False
LM,O,7,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,q_after,1.2471741724374912,False
LM,O,7,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,distance_from_own_immediate_activation,6.846505760525134,False
LM,O,7,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,distance_from_own_immediate_activation,6.4352078847893859,False
LM,O,7,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,q_after,1.084624407287955,False
LM,O,7,4,c26bed2c2ca3b2f918bb83e82bd9732d1504e8c09f5a56558583dc287bff8400,q_after,0.93261119162769002,False
LM,O,7,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,distance_from_own_immediate_activation,5.4085998823659418,False
LM,O,7,4,5f53c1f3ef70e715997cf8c292350e788a50dc66cb5481b91ca73c634e185290,distance_from_own_immediate_activation,5.1606311944852745,False
LM,O,7,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,q_after,0.79404047365405273,False
LM,O,7,5,26709c0d9305daa30f843840e91d69d54c1aeacf2753d7fc0473ffab3ea0d0f8,q_after,0.6715281962063735,False
LM,O,7,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,distance_from_own_immediate_activation,4.1579491799245965,False
LM,O,7,5,2ca21a6eeae8858a948ad9e3da8c586477c5e0ef1c462ad0234ac1d6feb834e2,distance_from_own_immediate_activation,3.795962772930467,False
LM,O,7,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,q_after,0.67299195234210663,False
LM,O,7,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,q_after,0.62216044242336022,False
LM,O,7,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,distance_from_own_immediate_activation,3.1783631834482882,False
LM,O,7,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,distance_from_own_immediate_activation,2.8308856259127264,False
LM,O,7,7,1f991863bb58b0295ff9095ac7874a28d0c4f749c974fd226977d422b3608207,q_after,0.36625741108026899,False
LM,O,7,7,39df5e219a58a86d2c8e60c596fe6fdfa636778b1a6339691dc1a4e68695a3c1,q_after,0.365182618126696,False
LM,O,7,7,d82b4b74485c4ef9b4b12f1c2fabad4c0109165ed4e5d7f934133ea726a65ae9,distance_from_own_immediate_activation,0,False
LM,O,7,7,f6676ed348d4d873923c058111d2f76ed59e8b3bffd08a972593e7195e1501db,distance_from_own_immediate_activation,0,False
LM,O,8,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,2.6490120943951583,False
LM,O,8,1,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,q_after,2.3774830524932944,False
LM,O,8,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,13.125760765788426,False
LM,O,8,1,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,distance_from_own_immediate_activation,11.079005460511359,False
LM,O,8,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,2.0760989950346089,False
LM,O,8,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,q_after,2.0001388288801314,False
LM,O,8,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,10.938720367224285,False
LM,O,8,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,distance_from_own_immediate_activation,9.7439956283609064,False
LM,O,8,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,q_after,1.8262056266466056,False
LM,O,8,3,748b77c32e5597fd9ab954ae967d71dfca3c97aa792238480bf57c353b9f7c3b,q_after,1.7453742085171995,False
LM,O,8,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,distance_from_own_immediate_activation,9.6063267555663785,False
LM,O,8,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,distance_from_own_immediate_activation,9.2867799042738941,False
LM,O,8,4,b82a03e937cf2cf32073db5d914babf4ef1b871d8a539df433e363c50b0cd9a2,q_after,1.4349394742446955,False
LM,O,8,4,1a96b5677b3f52b05e8eb0e674c63cfad9c1da24c8fefbc07ef5fef96e4ae54d,q_after,1.3338938656288934,False
LM,O,8,4,5f53c1f3ef70e715997cf8c292350e788a50dc66cb5481b91ca73c634e185290,distance_from_own_immediate_activation,7.9246900523928341,False
LM,O,8,4,eed7d047ce6f0c878b419c49f87b730fe8c31d5345eeacbf4c435618af30daf4,distance_from_own_immediate_activation,7.3807726535635725,False
LM,O,8,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,q_after,1.3320821352055885,False
LM,O,8,5,26709c0d9305daa30f843840e91d69d54c1aeacf2753d7fc0473ffab3ea0d0f8,q_after,1.0522617357094637,False
LM,O,8,5,60141ed71c08336ce18411af9a934eea62501d656a44799383c418e0d0819796,distance_from_own_immediate_activation,7.0391284795908238,False
LM,O,8,5,2ca21a6eeae8858a948ad9e3da8c586477c5e0ef1c462ad0234ac1d6feb834e2,distance_from_own_immediate_activation,6.2105939372483778,False
LM,O,8,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,q_after,1.213260713998443,False
LM,O,8,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,q_after,1.1430920043254238,False
LM,O,8,6,3b5e495f8547e4789bdee4b85ae9826e19f84bedeca53cb002e5cf0ff73e9ada,distance_from_own_immediate_activation,7.1460995278825017,False
LM,O,8,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,distance_from_own_immediate_activation,6.3436769634204895,False
LM,O,8,7,c7dd6cc253ee760a4cd10d9db4ebc6784e91ff803923e397b27a0011a0de4a57,q_after,0.69605186714527023,False
LM,O,8,7,f4e0075f78eae9b70b7c7764bfa12465bad9e5a94db01ea7d61a5963665213ce,q_after,0.56746044807424756,False
LM,O,8,7,c7dd6cc253ee760a4cd10d9db4ebc6784e91ff803923e397b27a0011a0de4a57,distance_from_own_immediate_activation,4.9909121292325827,False
LM,O,8,7,f4e0075f78eae9b70b7c7764bfa12465bad9e5a94db01ea7d61a5963665213ce,distance_from_own_immediate_activation,3.6738219630261306,False
LM,O,8,8,af66ed3714a102e1ed4481ef7fb5d422bfb3471808413ad77b3edb92f8d9a40d,q_after,0.38960924605473601,False
LM,O,8,8,d744ccfd61a0ef4cd1944bce5e6e32e0b7d860360829ba133626c9d43d991283,q_after,0.35202386098462557,False
LM,O,8,8,f30078d6d8f44bf7dc4c8052ae871614b00ba8bb789b67892dbf178a85412fe1,distance_from_own_immediate_activation,0,False
LM,O,8,8,c9f8952620ae02f32df759f1d9dd4e4dd404b9459172fb5c7f3185720ee9cef5,distance_from_own_immediate_activation,0,False
LM,O,9,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,3.4645410580850773,False
LM,O,9,1,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,q_after,3.2365084096999501,False
LM,O,9,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,17.183233089713557,False
LM,O,9,1,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,distance_from_own_immediate_activation,15.131014863295757,False
LM,O,9,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,2.8393900961634895,False
LM,O,9,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,q_after,2.71684562803584,False
LM,O,9,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,14.971595521935487,False
LM,O,9,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,distance_from_own_immediate_activation,13.309549670149723,False
LM,O,9,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,q_after,2.6215558586744532,False
LM,O,9,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,q_after,2.4871001980521088,False
LM,O,9,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,distance_from_own_immediate_activation,13.704308157425796,False
LM,O,9,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,distance_from_own_immediate_activation,13.364294755748157,False
LM,O,9,4,1a96b5677b3f52b05e8eb0e674c63cfad9c1da24c8fefbc07ef5fef96e4ae54d,q_after,1.9635782794812202,False
LM,O,9,4,c26bed2c2ca3b2f918bb83e82bd9732d1504e8c09f5a56558583dc287bff8400,q_after,1.9538448430352244,False
LM,O,9,4,5f53c1f3ef70e715997cf8c292350e788a50dc66cb5481b91ca73c634e185290,distance_from_own_immediate_activation,11.778662483468429,False
LM,O,9,4,cd04598128095c767d5a171c7a607e859af19390769bc8902c1a186219a1a9db,distance_from_own_immediate_activation,10.849833168709949,False
LM,O,9,5,26709c0d9305daa30f843840e91d69d54c1aeacf2753d7fc0473ffab3ea0d0f8,q_after,1.6543254783661778,False
LM,O,9,5,93d40e82bf7c4211b1bf6fdc4daf25656c1eb63dbd33b9d7b701096a62b386b0,q_after,1.5467848843414955,False
LM,O,9,5,2ca21a6eeae8858a948ad9e3da8c586477c5e0ef1c462ad0234ac1d6feb834e2,distance_from_own_immediate_activation,9.5566518239489096,False
LM,O,9,5,93d40e82bf7c4211b1bf6fdc4daf25656c1eb63dbd33b9d7b701096a62b386b0,distance_from_own_immediate_activation,9.3922082162275426,False
LM,O,9,6,0099df0bc4ca2468a92da65cf0701f1c03ba7912d6f587d3ef3474e23d7d4003,q_after,1.2715470899892747,False
LM,O,9,6,747c585f04c3591e36bc833c9ceb06cf8c210fa7b2eada208f590ac0a1fa420e,q_after,1.2612136102075913,False
LM,O,9,6,924951a7802e5dda12d2723b5870b0719352d9f35f2b1ad903833ac01a4a2112,distance_from_own_immediate_activation,8.5239788375016019,False
LM,O,9,6,41d70c052233ba3525ba4c2fa3191ebae246b33bc91a21d4383892a6069929aa,distance_from_own_immediate_activation,8.3071694470105033,False
LM,O,9,7,57317a7f6b41d100caee1bad332659a0c1f566af7c263f713fff1f5bc194bb9d,q_after,0.91070325119664652,False
LM,O,9,7,1ac4a1fd19f335f854708e09b82ffd066cf027315d7edc6b839fdabc3fab41bf,q_after,0.90425540756688272,False
LM,O,9,7,a6c9912cb8814ae96358da515825988b648dc08aaebc755f0333916ccc738f39,distance_from_own_immediate_activation,6.5810496538958878,False
LM,O,9,7,1ac4a1fd19f335f854708e09b82ffd066cf027315d7edc6b839fdabc3fab41bf,distance_from_own_immediate_activation,6.5719512665845787,False
LM,O,9,8,c9f8952620ae02f32df759f1d9dd4e4dd404b9459172fb5c7f3185720ee9cef5,q_after,0.70783825138571865,False
LM,O,9,8,ce38c3ad458f6bb25dbc37aea448ba2c90f3b4531329044715ef4514827429a0,q_after,0.51845221129991648,False
LM,O,9,8,c9f8952620ae02f32df759f1d9dd4e4dd404b9459172fb5c7f3185720ee9cef5,distance_from_own_immediate_activation,5.2694985732789883,False
LM,O,9,8,b493da27ad88d15945a0fa94afaae351d6663f77d08cfd9aed08cca9166c8299,distance_from_own_immediate_activation,3.7449972807018144,False
LM,O,9,9,34f0b1d3b996b166f46034d14c1f680b2bbe466223c79c8bfc58fdbe72b74cf9,q_after,17002.365055289174,False
LM,O,9,9,c8759136267f7e6af3367ae9d6b1891b5f2533ffe01bc2ffb0d0de1cb8e9085e,q_after,0.42486748064673818,False
LM,O,9,9,194178db5ac524e6c7517cc57e2e3431cff936ec930778a4b17ef981c4514f7f,distance_from_own_immediate_activation,0,False
LM,O,9,9,31d57823193fde3c88a529a47704ed415975d35c2ef62ca633ff76987bd7b939,distance_from_own_immediate_activation,0,False
LM,O,10,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,q_after,4.8195822421996368,False
LM,O,10,1,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,q_after,4.7188951013890525,False
LM,O,10,1,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,distance_from_own_immediate_activation,23.929085772381285,False
LM,O,10,1,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,distance_from_own_immediate_activation,22.069304540701413,False
LM,O,10,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,q_after,4.1699907050272174,False
LM,O,10,2,0a860697d1a749ffe51541cdddc68adc14e790859c596e4e74a0ff35f738c932,q_after,3.9231012876084126,False
LM,O,10,2,66382b6ef89ef9f71e15a2314296201fed047f27982dfa2ac4a5d47f623d6517,distance_from_own_immediate_activation,22.007058494216029,False
LM,O,10,2,5026c8caf1aaf77a510a2e7112ea6dead0a567c357bbf597536dbb5c04efbe29,distance_from_own_immediate_activation,19.566330778122648,False
LM,O,10,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,q_after,4.0425639471228862,False
LM,O,10,3,748b77c32e5597fd9ab954ae967d71dfca3c97aa792238480bf57c353b9f7c3b,q_after,3.861556047234191,False
LM,O,10,3,dc5a45405701111c4a15791e8bd689e6fabc3f4277afe228804ee1edd8c36a7e,distance_from_own_immediate_activation,20.637018531825309,False
LM,O,10,3,072ffab3160b3a6b8edfca068498490eed18736f0ef91b9be25ae02cde77e915,distance_from_own_immediate_activation,20.498280017286969,False
LM,O,10,4,1a96b5677b3f52b05e8eb0e674c63cfad9c1da24c8fefbc07ef5fef96e4ae54d,q_after,3.0281651615586291,False
LM,O,10,4,c26bed2c2ca3b2f918bb83e82bd9732d1504e8c09f5a56558583dc287bff8400,q_after,2.9668486303710822,False
LM,O,10,4,5f53c1f3ef70e715997cf8c292350e788a50dc66cb5481b91ca73c634e185290,distance_from_own_immediate_activation,18.212946046019997,False
LM,O,10,4,cd04598128095c767d5a171c7a607e859af19390769bc8902c1a186219a1a9db,distance_from_own_immediate_activation,16.982414051565474,False
LM,O,10,5,26709c0d9305daa30f843840e91d69d54c1aeacf2753d7fc0473ffab3ea0d0f8,q_after,2.6589057091477164,False
