F1t_Kt_norm_mean,H1_deltaK_norm_mean,base_action_norm_mean,completion_rows,cosine_mean,direct_drift_signed_dot_mean,direct_write_norm_mean,endpoint,key_delta_norm_mean,key_drift_action_norm_mean,layer,mapping_relative_max,panel,signed_cross_negative,time_split_residual_max,valid_positions
2.3117907849099377,0.0,0.0,66,1.0,0.0,2.398169845076072,BASE_ALPHAEDIT_W080,0.0,0.0,4,1.3762611503873646e-06,H_active_variants,0,1.3566756854116731e-05,1040
2.3363354794370212,0.0,0.0,600,1.0,0.0,2.4401487324529483,BASE_ALPHAEDIT_W080,0.0,0.0,4,1.4209618392621988e-06,H_diag_B1_R100_P200,0,1.8147080810027775e-05,9776
1.8861585289887866,0.0,0.0,2000,1.0,0.0,1.951762368060375,BASE_ALPHAEDIT_W080,0.0,0.0,4,1.2044096777683503e-06,N_diag1000,0,9.860304444234129e-06,18110
2.82927007337398,0.05516221577775832,1.7556508209781487,512,0.9570207495346215,-0.6039751258136006,2.4232680791868013,BASE_ALPHAEDIT_W080,2.572331688821164,2.3553001461795837,5,1.2541926923244517e-06,BaseEval256,475,1.0921254584533528e-05,4459
9.669728817450952,0.13934868814959242,5.620108212009294,128,0.9758715403410403,-2.688030999529155,9.168612624987365,BASE_ALPHAEDIT_W080,8.160830498336644,6.3893088726985265,5,1.4784168987932351e-06,GeneralEval128,123,3.81853925810389e-05,16384
3.3863809717565316,0.0608564368564717,2.0844602348790633,66,0.9679948805019204,-0.5126100782632215,3.180364124100461,BASE_ALPHAEDIT_W080,3.041385746371834,2.3847008488652395,5,1.5426740735280528e-06,H_active_variants,62,1.9434689344804628e-05,1040
3.5792408497964523,0.06941516162457854,2.282919411262881,600,0.9625003184909933,-0.6435521564372484,3.1981310708940653,BASE_ALPHAEDIT_W080,3.3324656393414473,2.860855612252798,5,1.5426740735280528e-06,H_diag_B1_R100_P200,543,2.2550103105235273e-05,9776
2.864144627408594,0.0559841736102686,1.7842353562254403,2000,0.9573867173432163,-0.5767229665899648,2.4710328443593763,BASE_ALPHAEDIT_W080,2.6118727457043334,2.358114802823534,5,1.246949926389305e-06,N_diag1000,1840,1.232546739099822e-05,18110
5.397951923105035,0.1637549990198331,3.2916984068544983,512,0.8823385956586052,-0.34566525974054685,3.3930379093276355,BASE_ALPHAEDIT_W080,4.814424528363199,4.81735347352768,6,1.2964513414241367e-06,BaseEval256,363,1.3168386548831382e-05,4459
17.6735206529955,0.3478708194806378,10.336772159236858,128,0.9344183313803747,-2.094363207796601,13.036691893434963,BASE_ALPHAEDIT_W080,15.023578020365672,13.960650495575543,6,1.5796301466436196e-06,GeneralEval128,89,4.430039027950555e-05,16384
6.170629042315108,0.16127023900068452,3.8596062130360695,66,0.9131775012533827,-0.22370436576650038,4.498774070548535,BASE_ALPHAEDIT_W080,5.657092364907088,5.0555302932377275,6,1.5869994444920742e-06,H_active_variants,48,2.0876410322710567e-05,1040
7.28419860525905,0.202485260731509,4.27833871112944,600,0.8965873251965327,0.17881842007608256,4.563076259395379,BASE_ALPHAEDIT_W080,6.251359517770427,6.347362708463583,6,1.5964246970478925e-06,H_diag_B1_R100_P200,341,2.780587943643755e-05,9776
5.460439440584663,0.16397758336691368,3.321597836696481,2000,0.883957148994986,-0.26030467369898613,3.4546263590505264,BASE_ALPHAEDIT_W080,4.863336381306376,4.830374038261469,6,1.3576184822354835e-06,N_diag1000,1356,1.4483086138228727e-05,18110
8.886126863938273,0.4592394474115311,5.458082991149899,512,0.7420701503022583,-0.6095066720423585,4.437342325894546,BASE_ALPHAEDIT_W080,7.741289575627008,8.734434154962255,7,1.3279817614954379e-06,BaseEval256,312,1.566031571284161e-05,4459
28.093739374576046,0.8857502952484617,18.105279375504185,128,0.8217536296831345,-7.970142000039806,18.243158888940076,BASE_ALPHAEDIT_W080,25.74333619725455,27.261073097418716,7,1.6838802653241563e-06,GeneralEval128,90,5.3373650498625674e-05,16384
10.234182345186847,0.4281487164505736,6.684646158601261,66,0.7921173636188122,-0.7359696838926364,6.149393474608272,BASE_ALPHAEDIT_W080,9.559567981810085,9.764622801637245,7,1.6476930548923146e-06,H_active_variants,32,2.4015653343657217e-05,1040
11.376489244854385,0.5923716905927049,7.365187537383032,600,0.7470583180155416,-3.7043528308530562,6.126368235390213,BASE_ALPHAEDIT_W080,10.507244943182497,11.668322918137905,7,1.6493208679113285e-06,H_diag_B1_R100_P200,494,3.269801438543977e-05,9776
9.140931439043511,0.45925142149208875,5.565171820032339,2000,0.7413489907804103,-0.2837618123225335,4.556293147574927,BASE_ALPHAEDIT_W080,7.897336298428118,8.943185090902633,7,1.3995963806212914e-06,N_diag1000,1190,1.7993750503680712e-05,18110
23.777184681697324,0.9223908989661443,6.852956123792943,512,0.5444494426769049,-23.68834511004203,7.664268125617394,BASE_ALPHAEDIT_W080,9.806138395055964,23.665878502838723,8,1.026872648787983e-06,BaseEval256,494,2.4452255987561097e-05,4459
70.28198755367195,2.1681501984801224,24.554988601454653,128,0.6807977318752823,-110.78367606061713,31.635944869232574,BASE_ALPHAEDIT_W080,35.26605678673668,65.80773211462358,8,1.3129272072934837e-06,GeneralEval128,106,8.414764695026057e-05,16384
26.942460566342778,1.1460603478904452,8.83838986250814,66,0.5927843130546736,-28.6425179595501,10.362816080604809,BASE_ALPHAEDIT_W080,12.696733654677423,26.354732931758647,8,1.0491679030415427e-06,H_active_variants,60,3.3515307580623636e-05,1040
29.619701801878765,1.2772589206444838,9.282073219340539,600,0.5677357056374196,-40.134708712415836,10.56520443638405,BASE_ALPHAEDIT_W080,13.33893111461307,29.379304700751714,8,1.3116711045680955e-06,H_diag_B1_R100_P200,578,4.706986269373404e-05,9776
24.361549803829714,0.9602785466852893,7.001725817818609,2000,0.5448078195862479,-23.710058514502762,7.8361750009115365,BASE_ALPHAEDIT_W080,10.009689181558826,24.215434337031887,8,1.1611592156255685e-06,N_diag1000,1875,2.6551445006158998e-05,18110
2.001896884275291,0.0,0.0,512,1.0,0.0,2.0630245789810298,BASE_ALPHAEDIT_W090,0.0,0.0,4,1.2452501489570233e-06,BaseEval256,0,9.194541585838615e-06,4459
6.966349422433268,0.0,0.0,128,1.0,0.0,7.015014984701784,BASE_ALPHAEDIT_W090,0.0,0.0,4,1.4400287505533163e-06,GeneralEval128,0,3.0929345487252794e-05,16384
2.5345274997367286,0.0,0.0,66,1.0,0.0,2.6132770737902913,BASE_ALPHAEDIT_W090,0.0,0.0,4,1.3959598248554967e-06,H_active_variants,0,1.3721087009219e-05,1040
2.5658607711953763,0.0,0.0,600,1.0,0.0,2.6593249745401364,BASE_ALPHAEDIT_W090,0.0,0.0,4,1.43265774846779e-06,H_diag_B1_R100_P200,0,1.8290262020137764e-05,9776
2.0523332085246713,0.0,0.0,2000,1.0,0.0,2.111358960631405,BASE_ALPHAEDIT_W090,0.0,0.0,4,1.230844462378608e-06,N_diag1000,0,9.912442088586121e-06,18110
3.7087910204423107,0.05941819757589528,1.917789276524028,512,0.94905935013177,-0.7795588030665892,2.7526040260780538,BASE_ALPHAEDIT_W090,2.800853238771347,3.224395132349823,5,1.275390357324797e-06,BaseEval256,416,1.11161180728914e-05,4459
12.018425970085694,0.1561622607533804,6.303631993534309,128,0.9698363536201653,-3.359414163254731,10.707824901822814,BASE_ALPHAEDIT_W090,9.1228061108343,8.330316570708014,5,1.5143619428634466e-06,GeneralEval128,107,3.925639935094225e-05,16384
4.097649667862486,0.0666743835216936,2.2781622979039406,66,0.9621839561103313,-0.7888836447400981,3.642089507994444,BASE_ALPHAEDIT_W090,3.3205682891423507,2.991898565785613,5,1.5753804211009183e-06,H_active_variants,56,1.9771855406298184e-05,1040
4.647580228244689,0.07727784111657406,2.519301599561284,600,0.9549107617690819,-0.7397072526755247,3.6530940315372287,BASE_ALPHAEDIT_W090,3.66152885229048,3.8820663674755163,5,1.5753804211009183e-06,H_diag_B1_R100_P200,450,2.317751688356932e-05,9776
3.7456553871407894,0.06041282254784017,1.951469824948927,2000,0.949432583572921,-0.7074778750242847,2.8076993090164866,BASE_ALPHAEDIT_W090,2.846373218739794,3.217813073898018,5,1.3066015139661692e-06,N_diag1000,1601,1.267272457800863e-05,18110
9.043768855033786,0.21496935114578616,3.825563895254013,512,0.8401930131870274,0.9429848814230485,3.7634138458490045,BASE_ALPHAEDIT_W090,5.573393596936038,8.239128958644358,6,1.3227401571090753e-06,BaseEval256,219,1.3906183925654255e-05,4459
27.732656327379967,0.4205022838176792,12.292027888522792,128,0.9073525757516355,7.378236781163192,14.891467170114634,BASE_ALPHAEDIT_W090,17.842547232884456,23.377716725553505,6,1.5831095837832002e-06,GeneralEval128,55,4.975918148817829e-05,16384
9.128832089004987,0.1888186466981275,4.37600017771658,66,0.8897097567398704,1.6067427607275717,5.103800335636661,BASE_ALPHAEDIT_W090,6.400861655327991,7.782790232648815,6,1.610115243442828e-06,H_active_variants,36,2.1850616274965476e-05,1040
12.321822167972776,0.26939899829206954,5.013245311738349,600,0.858672505646138,3.0234140382609422,5.103610439902007,BASE_ALPHAEDIT_W090,7.303669590905783,11.06010665379484,6,1.628030196032364e-06,H_diag_B1_R100_P200,216,2.979255640309304e-05,9776
9.214033152001342,0.21263197548575669,3.866837121594376,2000,0.842232114904891,1.028500819192092,3.8298502412974424,BASE_ALPHAEDIT_W090,5.6405374327788,8.371798996344355,6,1.3406629669353264e-06,N_diag1000,863,1.6022360119900476e-05,18110
12.228180810063254,0.5803235972985238,6.448894491887087,512,0.6310451948613074,-1.647571606814084,4.79906955551713,BASE_ALPHAEDIT_W090,9.201440795849377,12.71897182194217,7,1.2823898203649265e-06,BaseEval256,348,1.7207963106127052e-05,4459
41.16641662836892,1.1964803231941286,23.276035157008984,128,0.7049378982628958,-18.532928795827903,20.348980851932595,BASE_ALPHAEDIT_W090,33.08486551289896,43.76800748932515,7,1.5589120394213497e-06,GeneralEval128,91,6.125767287726186e-05,16384
13.619236485577986,0.5510674487044414,7.898602314138508,66,0.7096394980884603,-2.022921248848155,6.759977818599161,BASE_ALPHAEDIT_W090,11.30626342161624,13.756068855227323,7,1.3601511325307262e-06,H_active_variants,38,2.7375559946135457e-05,1040
16.285389777666524,0.8318193017181532,8.90594550315723,600,0.6238499405319233,-7.582321787987309,6.70116253994335,BASE_ALPHAEDIT_W090,12.755452474394366,17.6514454666937,7,1.5595243528027667e-06,H_diag_B1_R100_P200,484,3.649096630436569e-05,9776
12.730584509850706,0.5837367114913539,6.608568275515006,2000,0.6261027942451278,-1.5632578953629332,4.928688654586642,BASE_ALPHAEDIT_W090,9.426535940736889,13.255989212830311,7,1.3143428159157858e-06,N_diag1000,1333,1.9896290053331807e-05,18110
31.224929537406258,1.032527080339997,7.474629244794791,512,0.4436826039264138,-37.20319782768142,8.656761589924248,BASE_ALPHAEDIT_W090,10.739457181657176,31.14822093729054,8,9.671727427185995e-07,BaseEval256,482,2.990464556124049e-05,4459
110.44041912399523,2.5555348898677073,28.777099073598208,128,0.5449405422651845,-222.9491100612264,36.697532048440166,BASE_ALPHAEDIT_W090,41.546980878650025,106.76284936165462,8,1.058032406022492e-06,GeneralEval128,101,0.0001047583337645215,16384
36.274691479778916,1.284454097822806,9.66859460076014,66,0.4994934350765599,-49.9190390190526,11.903234253232513,BASE_ALPHAEDIT_W090,13.974820679222539,35.75970770328507,8,8.633779764907535e-07,H_active_variants,56,4.192555310513566e-05,1040
41.54841372446395,1.4874837768834386,10.248102737064833,600,0.4601656788084497,-64.67911841133687,12.02799304877308,BASE_ALPHAEDIT_W090,14.796546180415113,41.36015014850344,8,1.1247873813369127e-06,H_diag_B1_R100_P200,558,5.611970926874292e-05,9776
32.5662292386883,1.057133937600606,7.618444886022513,2000,0.44380318008636016,-35.53798118324237,8.846398907557091,BASE_ALPHAEDIT_W090,10.955182437038813,32.434066741442344,8,9.596914549353774e-07,N_diag1000,1840,2.8857111153042213e-05,18110
2.1610474272340205,0.0,0.0,512,1.0,0.0,2.214896164588374,BASE_ALPHAEDIT_W100,0.0,0.0,4,1.252921756851961e-06,BaseEval256,0,9.286764457124893e-06,4459
7.681039546492024,0.0,0.0,128,1.0,0.0,7.723964824328924,BASE_ALPHAEDIT_W100,0.0,0.0,4,1.4605391728722676e-06,GeneralEval128,0,3.1221049884653176e-05,16384
2.759610256488207,0.0,0.0,66,1.0,0.0,2.83022808566871,BASE_ALPHAEDIT_W100,0.0,0.0,4,1.4154814892978868e-06,H_active_variants,0,1.3870590607289833e-05,1040
2.7980757414591473,0.0,0.0,600,1.0,0.0,2.8816129849351158,BASE_ALPHAEDIT_W100,0.0,0.0,4,1.4649950958141304e-06,H_diag_B1_R100_P200,0,1.8520453359425066e-05,9776
2.218188277175624,0.0,0.0,2000,1.0,0.0,2.269926509849596,BASE_ALPHAEDIT_W100,0.0,0.0,4,1.2380231134305565e-06,N_diag1000,0,1.0015397242361142e-05,18110
4.8355925511139635,0.06342336272738014,2.0772905516606706,512,0.9407116469588923,-0.4821291092068324,3.0485075453322867,BASE_ALPHAEDIT_W100,3.0242073683961324,4.304245382113798,5,1.325408730927231e-06,BaseEval256,320,1.1368037685373055e-05,4459
14.863014810736669,0.17284591562041818,6.9881726778811295,128,0.9631603079521405,-1.8799415279489113,12.226748447210497,BASE_ALPHAEDIT_W100,10.081377910329781,10.75623119123981,5,1.5471986222973235e-06,GeneralEval128,80,4.039836817784853e-05,16384
5.064843295234024,0.07252703958650074,2.4854057072268656,66,0.9553161600747471,-0.7877411974117807,4.1499380546726385,BASE_ALPHAEDIT_W100,3.6161074810092613,3.8323732335362397,5,1.6143342512520222e-06,H_active_variants,50,2.017610438920262e-05,1040
6.085733227217187,0.08502396975075054,2.7590190953712126,600,0.9465828685917618,-0.04131297643028953,4.097043750720918,BASE_ALPHAEDIT_W100,3.994089364701675,5.198679055802115,5,1.6143342512520222e-06,H_diag_B1_R100_P200,351,2.389210356615563e-05,9776
4.940832300427652,0.0648020341996398,2.118559498674818,2000,0.9408704084951164,-0.2665696963706006,3.1097984241067373,BASE_ALPHAEDIT_W100,3.0808888643609125,4.336341161827517,5,1.3229396982617045e-06,N_diag1000,1261,1.3128568870024051e-05,18110
13.197605384560653,0.26309875839802,4.3696339190108615,512,0.7898740489761479,2.490873189571225,4.075007292387699,BASE_ALPHAEDIT_W100,6.355319713067577,12.212107153217591,6,1.3222491305349667e-06,BaseEval256,187,1.6694469504974e-05,4459
39.534378223975835,0.49855175715119404,14.402613028896166,128,0.8727075395250521,19.708440729997914,16.43880393710809,BASE_ALPHAEDIT_W100,20.895209455856943,34.53126545490986,6,1.579725713949206e-06,GeneralEval128,47,5.5756841707674736e-05,16384
13.542702131352215,0.21614218295049722,4.999341974869911,66,0.8571618709077318,5.78506938557269,5.582969961937415,BASE_ALPHAEDIT_W100,7.305552713426928,11.769634731924247,6,1.5230485959158563e-06,H_active_variants,10,2.3722874749093748e-05,1040
18.176902270563406,0.34817944549331986,5.824324263564413,600,0.8083263167376962,5.807152118572733,5.548862716076859,BASE_ALPHAEDIT_W100,8.470870597291896,16.65285048407173,6,1.5151350620099978e-06,H_diag_B1_R100_P200,198,3.320882725352418e-05,9776
13.664917157189544,0.26255029072463903,4.443161407453439,2000,0.7894188219031171,2.788997470144073,4.149910579134254,BASE_ALPHAEDIT_W100,6.472413779040673,12.615320211428635,6,1.2993436404990338e-06,N_diag1000,681,1.7477890198020575e-05,18110
15.632430390271033,0.6420538142151115,7.1067949979433545,512,0.5395395088707635,-2.598476859000102,5.093165815246665,BASE_ALPHAEDIT_W100,10.217571341404069,16.6969415869542,7,1.2082987248002856e-06,BaseEval256,340,1.8996560401152948e-05,4459
54.195791087302865,1.448442011912058,27.209771266331465,128,0.5940171175310958,-39.331154110438,22.033915104107386,BASE_ALPHAEDIT_W100,38.66710074991208,59.417086295765856,7,1.266708319642329e-06,GeneralEval128,94,6.794613408103573e-05,16384
17.769393215101037,0.667443363733846,9.053179874431674,66,0.6125660191950488,-3.9852038615857435,7.213649590818506,BASE_ALPHAEDIT_W100,12.972443471887798,18.786302460935374,7,1.256101630455178e-06,H_active_variants,32,3.0052506865521417e-05,1040
21.33457122925129,0.9883283602743014,9.964751732575882,600,0.5181813357068037,-12.047782770976756,7.166483390899505,BASE_ALPHAEDIT_W100,14.336384319208994,23.572993902846964,7,1.365195899249691e-06,H_diag_B1_R100_P200,489,4.1229497454019926e-05,9776
16.429843098642603,0.6489764096464236,7.300744318248245,2000,0.52935276258337,-2.9189798645487266,5.23230124434718,BASE_ALPHAEDIT_W100,10.493239035841508,17.584076310356455,7,1.2028715691946794e-06,N_diag1000,1348,2.16949641517486e-05,18110
37.83537777526314,1.0873264922750094,7.864660836098749,512,0.3757407700284151,-53.70711576109515,9.60976372285439,BASE_ALPHAEDIT_W100,11.299511440407121,37.781608179958866,8,8.832305845163793e-07,BaseEval256,476,3.133652833182234e-05,4459
148.60297124746654,2.8552125214811435,31.709567778557798,128,0.43404247908490157,-473.48325451419834,41.450194469701145,BASE_ALPHAEDIT_W100,45.95251877921706,145.73233076476888,8,9.113238969582011e-07,GeneralEval128,107,0.00012862955688308568,16384
45.7293612311553,1.399506738279884,10.346867807265907,66,0.423977649917537,-72.97010901557577,13.328683531610428,BASE_ALPHAEDIT_W100,14.995264161791125,45.114894949094705,8,8.789397088796362e-07,H_active_variants,52,4.976792005670465e-05,1040
52.53330406733089,1.6426230261032608,10.96094682557296,600,0.37991993726966966,-105.10801973855125,13.435778965520607,BASE_ALPHAEDIT_W100,15.828614115610575,52.533503412670335,8,1.0128600786219806e-06,H_diag_B1_R100_P200,576,6.795166310906008e-05,9776
40.111940555669,1.108175760391343,8.013413143309894,2000,0.3733642197053732,-50.32357534872088,9.801789854204552,BASE_ALPHAEDIT_W100,11.540438437860736,39.9617668110223,8,1.0136333948699705e-06,N_diag1000,1844,3.303297120995381e-05,18110
0.0,0.0,0.0,512,1.0,0.0,0.14626610018955752,BASE_MEMIT_W001,0.0,0.0,4,1.1545616589727246e-06,BaseEval256,0,0.0,4459
0.0,0.0,0.0,128,1.0,0.0,0.5186990246146914,BASE_MEMIT_W001,0.0,0.0,4,1.3614600306776705e-06,GeneralEval128,0,0.0,16384
0.0,0.0,0.0,66,1.0,0.0,0.4104387729899529,BASE_MEMIT_W001,0.0,0.0,4,1.31735028528313e-06,H_active_variants,0,0.0,1040
0.0,0.0,0.0,600,1.0,0.0,0.5744206584387325,BASE_MEMIT_W001,0.0,0.0,4,1.353395413849057e-06,H_diag_B1_R100_P200,0,0.0,9776
0.0,0.0,0.0,2000,1.0,0.0,0.15070620488107322,BASE_MEMIT_W001,0.0,0.0,4,1.1403185770951695e-06,N_diag1000,0,0.0,18110
0.0,0.0,0.13751932438660444,512,0.999721501231539,-0.0017771678744474286,0.17552467890504636,BASE_MEMIT_W001,0.20392822585323284,0.13662337396556193,5,1.1825047350741948e-06,BaseEval256,508,0.0,4459
0.0,0.0,0.46266139331918876,128,0.9998341932932268,-0.008395074471872196,0.6216774217744359,BASE_MEMIT_W001,0.6753934731311066,0.46088381345825064,5,1.369889238418254e-06,GeneralEval128,128,0.0,16384
0.0,0.0,0.338643274513693,66,0.9988453464888689,-0.033619731706485065,0.4519126866000411,BASE_MEMIT_W001,0.5033436725526371,0.33536456159420697,5,1.4494177555990024e-06,H_active_variants,66,0.0,1040
0.0,0.0,0.5869382547638865,600,0.9965854419822995,-0.0675078184630523,0.6351691558204875,BASE_MEMIT_W001,0.8750706931938714,0.5809312072995131,5,1.4494177555990024e-06,H_diag_B1_R100_P200,600,0.0,9776
0.0,0.0,0.1398748259865858,2000,0.9997229378562884,-0.0019524163288063118,0.1823494905998203,BASE_MEMIT_W001,0.20750895038180392,0.139013373669013,5,1.1421190647410631e-06,N_diag1000,1992,0.0,18110
0.0,0.0,0.2365123347449724,512,0.9993570352402661,-0.00557148248230515,0.24970270198496383,BASE_MEMIT_W001,0.3502218655129673,0.2337122171476786,6,1.1317880279016486e-06,BaseEval256,512,0.0,4459
0.0,0.0,0.7098404142364668,128,0.9996843864263427,-0.019125388530925557,0.7869280420105632,BASE_MEMIT_W001,1.0385830760260277,0.7051752104184067,6,1.3887123485779997e-06,GeneralEval128,128,0.0,16384
0.0,0.0,0.6106533523777392,66,0.9969071714738729,-0.07881822135598378,0.5679620283182407,BASE_MEMIT_W001,0.9013251343304957,0.600577897254884,6,1.366924936817345e-06,H_active_variants,66,0.0,1040
0.0,0.0,1.12035718483779,600,0.9902826987917278,-0.18057045100327085,0.7488340327743249,BASE_MEMIT_W001,1.6451503561461185,1.0975086853914198,6,1.3970338068952348e-06,H_diag_B1_R100_P200,600,0.0,9776
0.0,0.0,0.24052062388399187,2000,0.9993471840165589,-0.006220326788154934,0.2564187599946779,BASE_MEMIT_W001,0.35623265941599785,0.2376957483425873,6,1.1580459317110175e-06,N_diag1000,2000,0.0,18110
0.0,0.0,0.355299038026876,512,0.9988431578867628,-0.012334037170481541,0.3653117178581979,BASE_MEMIT_W001,0.5130033923712083,0.34706155838211517,7,1.1343724434628368e-06,BaseEval256,502,0.0,4459
0.0,0.0,0.9675199245795034,128,0.9994830447085952,-0.037775225806353396,1.0841975036814349,BASE_MEMIT_W001,1.3844359283360104,0.9581383548174485,7,1.3670114621642453e-06,GeneralEval128,128,0.0,16384
0.0,0.0,0.917788123946393,66,0.9949256491674068,-0.1191546881277764,0.7789974287242938,BASE_MEMIT_W001,1.314511132626228,0.891936604003351,7,1.3486047233309385e-06,H_active_variants,66,0.0,1040
0.0,0.0,1.5269528260717042,600,0.9858199053464877,-0.26716041346222613,0.8968438258043234,BASE_MEMIT_W001,2.180070922066449,1.472496057854656,7,1.3730509195815349e-06,H_diag_B1_R100_P200,600,0.0,9776
0.0,0.0,0.3625777002228242,2000,0.9988089864164651,-0.012955636873326942,0.37478225815962857,BASE_MEMIT_W001,0.5239194876640283,0.35449925690204054,7,1.14753087073122e-06,N_diag1000,1988,0.0,18110
0.0,0.0,0.5559603887372443,512,0.9969144674461539,-0.016638364799807966,0.5768493831408767,BASE_MEMIT_W001,0.7982522244755705,0.5399795985158072,8,1.1306559836380482e-06,BaseEval256,470,0.0,4459
0.0,0.0,1.3956617123220023,128,0.9990273129264614,-0.07319899268774778,1.793608962568154,BASE_MEMIT_W001,1.972676263278081,1.374298034398041,8,1.3725215887604375e-06,GeneralEval128,127,0.0,16384
0.0,0.0,1.3772611078143353,66,0.9877138780734998,-0.20707464885338614,1.226961330247503,BASE_MEMIT_W001,1.9804326254363553,1.3128453530394064,8,1.356875513152638e-06,H_active_variants,66,0.0,1040
0.0,0.0,2.1262327393441556,600,0.9712879913033843,-0.42666351045868367,1.3003666757909818,BASE_MEMIT_W001,3.038252239069935,1.9919692857580646,8,1.3893369267362591e-06,H_diag_B1_R100_P200,596,0.0,9776
0.0,0.0,0.562807363697099,2000,0.99690862216739,-0.01883957804131996,0.5967245780141881,BASE_MEMIT_W001,0.8082311603245789,0.5468925940788519,8,1.1568582286503214e-06,N_diag1000,1834,0.0,18110
0.3373318330229438,0.0,0.0,512,1.0,0.0,0.3961967817203845,BASE_MEMIT_W005,0.0,0.0,4,1.1592483621075176e-06,BaseEval256,0,8.59136822970521e-06,4459
1.1358885940987802,0.0,0.0,128,1.0,0.0,1.265430013982237,BASE_MEMIT_W005,0.0,0.0,4,1.369131077385725e-06,GeneralEval128,0,2.935845728189119e-05,16384
0.44827395304753803,0.0,0.0,66,1.0,0.0,0.6523788786778725,BASE_MEMIT_W005,0.0,0.0,4,1.3176679885277155e-06,H_active_variants,0,1.3037153977638434e-05,1040
0.4401234411812146,0.0,0.0,600,1.0,0.0,0.763770281396686,BASE_MEMIT_W005,0.0,0.0,4,1.3585268742359316e-06,H_diag_B1_R100_P200,0,1.7220147504202443e-05,9776
0.3490381004295241,0.0,0.0,2000,1.0,0.0,0.4078625774993351,BASE_MEMIT_W005,0.0,0.0,4,1.1429912130291374e-06,N_diag1000,0,9.369078652976852e-06,18110
0.4212050262775702,0.014996928994331353,0.3872160320979854,512,0.9978595941502626,-0.0032576366284819114,0.45558249296421555,BASE_MEMIT_W005,0.5703256187726127,0.3823394857544976,5,1.173956218006804e-06,BaseEval256,361,1.026081597464982e-05,4459
1.365785961628761,0.03154083530814085,1.1413050152975048,128,0.9989934561107532,-0.04538018832456636,1.510210766037373,BASE_MEMIT_W005,1.6649559743404285,1.1333485153069298,5,1.3710663300891629e-06,GeneralEval128,128,3.598977558757056e-05,16384
0.5886348315883875,0.015842162015525248,0.5714135949031744,66,0.997185084043576,-0.05207320946968448,0.7727936813546252,BASE_MEMIT_W005,0.8437758211761213,0.5624720747881993,5,1.4549885501879888e-06,H_active_variants,66,1.8285504478695382e-05,1040
0.5577431373165236,0.017637631281375406,0.7735917069296858,600,0.9946776997796133,-0.07073377106526722,0.8664215965448375,BASE_MEMIT_W005,1.1451084103703708,0.7651712869691597,5,1.4549885501879888e-06,H_diag_B1_R100_P200,600,2.1159707264284474e-05,9776
0.44016557511133714,0.015080569919064979,0.39559809517438177,2000,0.9978335798187397,-0.0029461459191551355,0.47569966528850255,BASE_MEMIT_W005,0.5827298408556664,0.3909765629111231,5,1.1494448428054351e-06,N_diag1000,1309,1.1500278709346602e-05,18110
0.6274306145607884,0.040471533724986006,0.6972711226468845,512,0.9945900985927649,0.005597454139912956,0.6291670458881052,BASE_MEMIT_W005,1.0267985784552884,0.6874434527706133,6,1.125785763568696e-06,BaseEval256,194,1.1534278551031928e-05,4459
1.7567720024078335,0.061994303354506244,1.7733701771377075,128,0.9980334917771797,-0.087157787378787,1.9233648165210222,BASE_MEMIT_W005,2.5950610057293666,1.7539087249144036,6,1.3940455293215411e-06,GeneralEval128,128,3.9467577292221405e-05,16384
0.954901966955261,0.0418452018425036,1.063408867952684,66,0.9921541344335061,-0.1009244897050741,1.1143483233542644,BASE_MEMIT_W005,1.564784615295095,1.040360853582647,6,1.3826910167381328e-06,H_active_variants,66,1.8542836775355393e-05,1040
0.8971310015502092,0.04816675390544433,1.4526107651411835,600,0.9852260948416369,-0.17328511665434532,1.1614064556672716,BASE_MEMIT_W005,2.1269047164464028,1.425779127219813,6,1.3953017906417456e-06,H_diag_B1_R100_P200,594,2.452171539663267e-05,9776
0.6604431147550172,0.04070901067539356,0.7148541750589228,2000,0.9944071888789395,0.003954404415216375,0.6600495906539541,BASE_MEMIT_W005,1.0522071696063409,0.7044869259239536,6,1.1639677666761563e-06,N_diag1000,766,1.2710281814652849e-05,18110
1.0519103233566969,0.10987749999733781,1.1030377962129605,512,0.9891692544621762,0.12769603278749747,0.9147497722639997,BASE_MEMIT_W005,1.5872933786428967,1.126234936430699,7,1.0939079652567764e-06,BaseEval256,29,1.2130556009601195e-05,4459
2.4554814903388005,0.12900585731231123,2.492515335001986,128,0.996578198801648,-0.09452491784296735,2.6409448825712767,BASE_MEMIT_W005,3.5617105115799603,2.4629916362169118,7,1.3721017351542631e-06,GeneralEval128,116,4.173404108832015e-05,16384
1.6573550611440404,0.1309955728657369,1.853382104558354,66,0.9827887041610773,0.05720830500475409,1.6018942065482593,BASE_MEMIT_W005,2.638013893749438,1.8139501777756466,7,1.3967848553015223e-06,H_active_variants,42,1.8955865293927114e-05,1040
1.493923089747839,0.14365753066108988,2.1909692131599106,600,0.9741219152918109,-0.03247844837663581,1.5136633893599913,BASE_MEMIT_W005,3.124671776593817,2.15982672957791,7,1.3918670600694443e-06,H_diag_B1_R100_P200,377,2.5265682234880012e-05,9776
1.1035265121075917,0.11188924880960505,1.1421084247872637,2000,0.9886426525128981,0.13929380596312183,0.953083663329767,BASE_MEMIT_W005,1.6409496021681957,1.1688397716651697,7,1.1473281155161254e-06,N_diag1000,176,1.4424771844895063e-05,18110
