batch,arm,scope,family,requests,numerator,denominator,percent,strict_numerator,strict_denominator,tf_token_correct,tf_token_total,tf_token_micro,tf_prompt_macro,new_nll,true_nll
2,N4,current,NS,100,872,1000,87.2,192,1000,202,1010,0.2,0.197,10.645324701949955,4.92949604927341
2,N4,first100,RS,100,100,100,100.0,100,100,101,101,1.0,1.0,0.0014955074033059644,15.114074530601501
2,N4,first100,PS,100,193,200,96.5,125,200,127,202,0.6287128712871287,0.625,1.5893711634978536,10.095942015647887
2,N4,first100,NS,100,858,1000,85.8,162,1000,191,1030,0.18543689320388348,0.1765,10.979699239803013,5.488282386738283
2,N4,active_past,RS,100,100,100,100.0,100,100,101,101,1.0,1.0,0.0014955074033059644,15.114074530601501
2,N4,active_past,PS,100,193,200,96.5,125,200,127,202,0.6287128712871287,0.625,1.5893711634978536,10.095942015647887
2,N4,active_past,NS,100,858,1000,85.8,162,1000,191,1030,0.18543689320388348,0.1765,10.979699239803013,5.488282386738283
2,EN_EXACT,all_seen,RS,200,200,200,100.0,200,200,203,203,1.0,1.0,0.004750325771747157,15.02461706995964
2,EN_EXACT,all_seen,PS,200,374,400,93.5,259,400,265,406,0.6527093596059114,0.65125,1.6940743997365644,9.933636929355561
2,EN_EXACT,all_seen,NS,200,1729,2000,86.45,353,2000,392,2040,0.19215686274509805,0.18625,10.806964708533778,5.209954362113029
2,EN_EXACT,current,RS,100,100,100,100.0,100,100,102,102,1.0,1.0,0.007992452522739769,14.939395287036895
2,EN_EXACT,current,PS,100,181,200,90.5,132,200,136,204,0.6666666666666666,0.6675,1.8010864226616103,9.777230928763748
2,EN_EXACT,current,NS,100,872,1000,87.2,192,1000,202,1010,0.2,0.197,10.640397208228707,4.932070976827876
2,EN_EXACT,first100,RS,100,100,100,100.0,100,100,101,101,1.0,1.0,0.0015081990207545459,15.109838852882385
2,EN_EXACT,first100,PS,100,193,200,96.5,127,200,129,202,0.6386138613861386,0.635,1.5870623768115184,10.090042929947376
2,EN_EXACT,first100,NS,100,857,1000,85.7,161,1000,190,1030,0.18446601941747573,0.1755,10.973532208838849,5.487837747398181
2,EN_EXACT,active_past,RS,100,100,100,100.0,100,100,101,101,1.0,1.0,0.0015081990207545459,15.109838852882385
2,EN_EXACT,active_past,PS,100,193,200,96.5,127,200,129,202,0.6386138613861386,0.635,1.5870623768115184,10.090042929947376
2,EN_EXACT,active_past,NS,100,857,1000,85.7,161,1000,190,1030,0.18446601941747573,0.1755,10.973532208838849,5.487837747398181
2,EN_ADAPT,all_seen,RS,200,200,200,100.0,200,200,203,203,1.0,1.0,0.0038094274222748937,15.009984055757522
2,EN_ADAPT,all_seen,PS,200,375,400,93.75,262,400,268,406,0.6600985221674877,0.65875,1.6954354005782806,9.915040936768055
2,EN_ADAPT,all_seen,NS,200,1730,2000,86.5,353,2000,392,2040,0.19215686274509805,0.18625,10.806722768615524,5.208986449966673
2,EN_ADAPT,current,RS,100,100,100,100.0,100,100,102,102,1.0,1.0,0.0060942302287730855,14.923288834095
2,EN_ADAPT,current,PS,100,182,200,91.0,135,200,139,204,0.6813725490196079,0.6825,1.8030728394843754,9.754289203584195
2,EN_ADAPT,current,NS,100,871,1000,87.1,192,1000,202,1010,0.2,0.197,10.640746664881707,4.932150822123629
2,EN_ADAPT,first100,RS,100,100,100,100.0,100,100,101,101,1.0,1.0,0.0015246246157767018,15.096679277420044
2,EN_ADAPT,first100,PS,100,193,200,96.5,127,200,129,202,0.6386138613861386,0.635,1.587797961672186,10.075792669951916
2,EN_ADAPT,first100,NS,100,859,1000,85.9,161,1000,190,1030,0.18446601941747573,0.1755,10.97269887234934,5.485822077809717
2,EN_ADAPT,active_past,RS,100,100,100,100.0,100,100,101,101,1.0,1.0,0.0015246246157767018,15.096679277420044
2,EN_ADAPT,active_past,PS,100,193,200,96.5,127,200,129,202,0.6386138613861386,0.635,1.587797961672186,10.075792669951916
2,EN_ADAPT,active_past,NS,100,859,1000,85.9,161,1000,190,1030,0.18446601941747573,0.1755,10.97269887234934,5.485822077809717
3,N4,all_seen,RS,300,300,300,100.0,299,300,304,305,0.9967213114754099,0.9966666666666667,0.005199178891152769,14.95806402683258
3,N4,all_seen,PS,300,568,600,94.66666666666667,389,600,399,610,0.6540983606557377,0.6533333333333333,1.6873812362388707,10.01107042250534
3,N4,all_seen,NS,300,2574,3000,85.8,531,3000,601,3070,0.19576547231270358,0.18866666666666668,10.348184916833377,5.1585813773174305
3,N4,current,RS,100,100,100,100.0,100,100,102,102,1.0,1.0,0.0012843090853584726,14.98513036251068
3,N4,current,PS,100,189,200,94.5,124,200,128,204,0.6274509803921569,0.6275,1.7399834018899127,10.119812137410044
3,N4,current,NS,100,860,1000,86.0,172,1000,202,1030,0.19611650485436893,0.187,9.988684529900551,5.164008988419315
3,N4,first100,RS,100,100,100,100.0,100,100,101,101,1.0,1.0,0.0016848658080562018,15.062602162361145
3,N4,first100,PS,100,195,200,97.5,131,200,133,202,0.6584158415841584,0.655,1.5494082116277423,10.060559937357903
3,N4,first100,NS,100,853,1000,85.3,154,1000,184,1030,0.1786407766990291,0.169,10.686295927023398,5.430758793777437
3,N4,active_past,RS,200,200,200,100.0,199,200,202,203,0.9950738916256158,0.995,0.007156613794049918,14.94453085899353
3,N4,active_past,PS,200,379,400,94.75,265,400,271,406,0.6674876847290641,0.66625,1.6610801534133497,9.956699565052986
3,N4,active_past,NS,200,1714,2000,85.7,359,2000,399,2040,0.19558823529411765,0.1895,10.52793511029979,5.155867571766488
3,EN_EXACT,all_seen,RS,300,300,300,100.0,300,300,305,305,1.0,1.0,0.0035015999092441537,15.027435625394185
3,EN_EXACT,all_seen,PS,300,565,600,94.16666666666667,392,600,402,610,0.659016393442623,0.6591666666666667,1.6822538204503024,10.050781642658015
3,EN_EXACT,all_seen,NS,300,2571,3000,85.7,526,3000,596,3070,0.19413680781758957,0.187,10.33190379266305,5.165814186930734
3,EN_EXACT,current,RS,100,100,100,100.0,100,100,102,102,1.0,1.0,0.0013976820539210167,15.082571816444396
3,EN_EXACT,current,PS,100,188,200,94.0,126,200,130,204,0.6372549019607843,0.64,1.7463707864247409,10.251902825720608
3,EN_EXACT,current,NS,100,857,1000,85.7,169,1000,199,1030,0.19320388349514564,0.184,9.968247264388948,5.195713554257527
3,EN_EXACT,first100,RS,100,100,100,100.0,100,100,101,101,1.0,1.0,0.0017182361335289897,15.048753662109375
3,EN_EXACT,first100,PS,100,194,200,97.0,132,200,134,202,0.6633663366336634,0.66,1.5412228268940817,10.056932466030121
3,EN_EXACT,first100,NS,100,853,1000,85.3,157,1000,187,1030,0.18155339805825244,0.172,10.6738724344332,5.4212897210734665
3,EN_EXACT,active_past,RS,200,200,200,100.0,200,200,203,203,1.0,1.0,0.004553558836905722,14.99986752986908
3,EN_EXACT,active_past,PS,200,377,400,94.25,266,400,272,406,0.6699507389162561,0.66875,1.650195337463083,9.950221051126718
3,EN_EXACT,active_past,NS,200,1714,2000,85.7,357,2000,397,2040,0.1946078431372549,0.1885,10.513732056800102,5.1508645032673375
3,EN_ADAPT,all_seen,RS,300,300,300,100.0,300,300,305,305,1.0,1.0,0.0027953737019591547,15.013087431589762
3,EN_ADAPT,all_seen,PS,300,566,600,94.33333333333333,382,600,392,610,0.6426229508196721,0.6425,1.674441576326717,10.060404335508744
3,EN_ADAPT,all_seen,NS,300,2573,3000,85.76666666666667,527,3000,597,3070,0.19446254071661237,0.18733333333333332,10.351358229053012,5.173395676048861
3,EN_ADAPT,current,RS,100,100,100,100.0,100,100,102,102,1.0,1.0,0.0012930286579739914,15.075301103591919
3,EN_ADAPT,current,PS,100,188,200,94.0,120,200,124,204,0.6078431372549019,0.61,1.6989167087723762,10.330345722287893
3,EN_ADAPT,current,NS,100,855,1000,85.5,171,1000,201,1030,0.19514563106796118,0.186,9.987721238151194,5.208865089511732
3,EN_ADAPT,first100,RS,100,100,100,100.0,100,100,101,101,1.0,1.0,0.0017122916114021792,15.03118468284607
3,EN_ADAPT,first100,PS,100,195,200,97.5,131,200,133,202,0.6584158415841584,0.655,1.5589163388172165,10.035555151104926
3,EN_ADAPT,first100,NS,100,856,1000,85.6,153,1000,183,1030,0.17766990291262136,0.168,10.704487335929997,5.431470866565127
3,EN_ADAPT,active_past,RS,200,200,200,100.0,200,200,203,203,1.0,1.0,0.0035465462239517363,14.981980595588684
3,EN_ADAPT,active_past,PS,200,378,400,94.5,262,400,268,406,0.6600985221674877,0.65875,1.6622040101038875,9.925433642119168
3,EN_ADAPT,active_past,NS,200,1718,2000,85.9,356,2000,396,2040,0.19411764705882353,0.188,10.533176724503923,5.155660969317425
