batch,arm,comparison,family,prompt_denominator,lost_ids,gained_ids,strict_lost_ids,strict_gained_ids,new_nll_delta_prompt_macro,true_nll_delta_prompt_macro,desired_nll_delta_prompt_macro,desired_margin_delta_prompt_macro,preference_paired_delta,preference_paired_ci95,preference_defined_bootstrap_resamples,tf_strict_paired_delta,tf_strict_paired_ci95,tf_strict_defined_bootstrap_resamples,tf_token_micro_paired_delta,tf_token_micro_paired_ci95,tf_token_micro_defined_bootstrap_resamples,tf_prompt_macro_paired_delta,tf_prompt_macro_paired_ci95,tf_prompt_macro_defined_bootstrap_resamples,new_nll_paired_delta,new_nll_paired_ci95,new_nll_defined_bootstrap_resamples,true_nll_paired_delta,true_nll_paired_ci95,true_nll_defined_bootstrap_resamples,desired_nll_paired_delta,desired_nll_paired_ci95,desired_nll_defined_bootstrap_resamples,desired_margin_paired_delta,desired_margin_paired_ci95,desired_margin_defined_bootstrap_resamples,token_lost_positions,token_gained_positions,request_denominator,cluster_bootstrap
1,EN_ADAPT,versus_N4,PS,200,[],[],[],[],0.0005052823669393547,-0.0007352054119110108,0.0005052823669393547,-0.0012404877788503655,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0005052823669393547,"[0.00019065297376801027,0.0009517211478523671]",10000,-0.0007352054119110108,"[-0.0009727662652730942,-0.0005081639736890793]",10000,0.0005052823669393547,"[0.00019065297376801027,0.0009517211478523671]",10000,-0.0012404877788503655,"[-0.001809042551118182,-0.0008496408161954605]",10000,0,0,,
1,EN_ADAPT,versus_N4,NS,1000,[],[],[],[],0.00018619135348126292,2.2266044747084378e-05,2.2266044747084378e-05,0.00016392530873417854,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.00018619135348126292,"[0.00011139140968443826,0.00026313612704398104]",10000,2.2266044747084378e-05,"[-3.9485545433126384e-05,7.932934720302001e-05]",10000,2.2266044747084378e-05,"[-3.9485545433126384e-05,7.932934720302001e-05]",10000,0.00016392530873417854,"[6.671905254479498e-05,0.0002711508524022065]",10000,0,0,,
1,EN_ADAPT,versus_N4,R_plus_twoP_joint,,[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,"{""preference"":{""delta"":0.0,""percentile95"":[0.0,0.0],""defined_resamples"":10000},""tf_strict"":{""delta"":0.0,""percentile95"":[0.0,0.0],""defined_resamples"":10000}}"
2,N4,atwrite_to_now,RS,200,[],[],[],[],-2.457175032759551e-06,-0.022578911781311037,-2.457175032759551e-06,-0.022576454606278277,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,-2.457175032759551e-06,"[-5.2126467710877476e-05,3.6168207070659234e-05]",10000,-0.022578911781311037,"[-0.053153047323226926,0.0063644121885299675]",10000,-2.457175032759551e-06,"[-5.2126467710877476e-05,3.6168207070659234e-05]",10000,-0.022576454606278277,"[-0.05315874695811999,0.006366099163382384]",10000,0,0,,
2,N4,atwrite_to_now,PS,400,"[[14349,1]]",[],"[[5979,0],[17078,1],[21830,0],[14566,0]]","[[2115,0],[2115,1],[16762,0],[2809,1]]",-0.025019002684712178,-0.018408481776714326,-0.025019002684712178,0.006610520907997852,-0.0025,"[-0.0075,0.0]",10000,0.0,"[-0.015,0.015]",10000,0.0,"[-0.014778325123152709,0.014927238805970121]",10000,0.0,"[-0.015,0.015]",10000,-0.025019002684712178,"[-0.06275150430387294,0.0012329663155869637]",10000,-0.018408481776714326,"[-0.04574034852534532,0.005218220576643932]",10000,-0.025019002684712178,"[-0.06275150430387294,0.0012329663155869637]",10000,0.006610520907997852,"[-0.022413440957843703,0.037189283644529496]",10000,4,4,,
2,N4,atwrite_to_now,NS,2000,"[[16186,4],[18140,4],[3620,1],[6827,0],[10695,7],[6516,9],[4737,0],[10914,1],[2809,1],[13717,6],[14566,3]]","[[18140,3],[55,1],[9485,4],[13874,1]]","[[2115,9],[2879,7],[2888,0],[18642,6]]","[[20878,8],[9724,7],[9724,9],[378,5],[16417,2],[7348,0]]",-0.07688796117319725,-0.018850348317442693,-0.018850348317442693,-0.05803761285575456,-0.0035,"[-0.007,0.0]",10000,0.001,"[-0.0025,0.0045]",10000,0.0004901960784313725,"[-0.0029411764705882353,0.0039603960396039604]",10000,0.00075,"[-0.00275,0.00425]",10000,-0.07688796117319725,"[-0.10434549235626472,-0.05056528557002895]",10000,-0.018850348317442693,"[-0.04301882037376636,0.002453517917720449]",10000,-0.018850348317442693,"[-0.04301882037376636,0.002453517917720449]",10000,-0.05803761285575456,"[-0.08510459547780119,-0.031515861189443245]",10000,5,6,,
2,N4,atwrite_to_now,R_plus_twoP_joint,,[14349],[],"[5979,17078,21830]","[2115,2809]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,"{""preference"":{""delta"":-0.005,""percentile95"":[-0.015,0.0],""defined_resamples"":10000},""tf_strict"":{""delta"":-0.005,""percentile95"":[-0.025,0.015],""defined_resamples"":10000}}"
2,N4,first100_from_B1,RS,100,[],[],[],[],-4.914350065519102e-06,-0.045157823562622074,-4.914350065519102e-06,-0.045152909212556554,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,-4.914350065519102e-06,"[-0.0001019051302500884,7.240135920255853e-05]",10000,-0.045157823562622074,"[-0.10527275156974793,0.012313296079635612]",10000,-4.914350065519102e-06,"[-0.0001019051302500884,7.240135920255853e-05]",10000,-0.045152909212556554,"[-0.1053106827947122,0.012359196527755537]",10000,0,0,,
2,N4,first100_from_B1,PS,200,"[[14349,1]]",[],"[[5979,0],[17078,1],[21830,0],[14566,0]]","[[2115,0],[2115,1],[16762,0],[2809,1]]",-0.050038005369424356,-0.03681696355342865,-0.050038005369424356,0.013221041815995704,-0.005,"[-0.015,0.0]",10000,0.0,"[-0.03,0.035]",10000,0.0,"[-0.0297029702970297,0.03431372549019608]",10000,0.0,"[-0.03,0.035]",10000,-0.050038005369424356,"[-0.12360714658717188,0.0028856628722496477]",10000,-0.03681696355342865,"[-0.0898517179340124,0.011545200839638708]",10000,-0.050038005369424356,"[-0.12360714658717188,0.0028856628722496477]",10000,0.013221041815995704,"[-0.04359113076121139,0.07311887294286135]",10000,4,4,,
2,N4,first100_from_B1,NS,1000,"[[16186,4],[18140,4],[3620,1],[6827,0],[10695,7],[6516,9],[4737,0],[10914,1],[2809,1],[13717,6],[14566,3]]","[[18140,3],[55,1],[9485,4],[13874,1]]","[[2115,9],[2879,7],[2888,0],[18642,6]]","[[20878,8],[9724,7],[9724,9],[378,5],[16417,2],[7348,0]]",-0.1537759223463945,-0.037700696634885386,-0.037700696634885386,-0.11607522571150912,-0.007,"[-0.014,0.0]",10000,0.002,"[-0.004,0.009]",10000,0.000970873786407767,"[-0.005714285714285714,0.008]",10000,0.0015,"[-0.005,0.009]",10000,-0.1537759223463945,"[-0.20442079882288816,-0.10454599339721027]",10000,-0.037700696634885386,"[-0.08409870491271432,0.005496200015606882]",10000,-0.037700696634885386,"[-0.08409870491271432,0.005496200015606882]",10000,-0.11607522571150912,"[-0.1667171852981861,-0.06556648322562837]",10000,5,6,,
2,N4,first100_from_B1,R_plus_twoP_joint,,[14349],[],"[5979,17078,21830]","[2115,2809]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,"{""preference"":{""delta"":-0.01,""percentile95"":[-0.03,0.0],""defined_resamples"":10000},""tf_strict"":{""delta"":-0.01,""percentile95"":[-0.06,0.03],""defined_resamples"":10000}}"
2,EN_EXACT,atwrite_to_now,RS,200,[],[],[],[],3.894557485182304e-06,-0.02469944953918457,3.894557485182304e-06,-0.024703344096669754,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,3.894557485182304e-06,"[-4.533251574775932e-05,4.1927619413399946e-05]",10000,-0.02469944953918457,"[-0.055453037023544316,0.004525039672851552]",10000,3.894557485182304e-06,"[-4.533251574775932e-05,4.1927619413399946e-05]",10000,-0.024703344096669754,"[-0.055492203913373485,0.004547452893219988]",10000,0,0,,
2,EN_EXACT,atwrite_to_now,PS,400,"[[14349,1]]",[],"[[5979,0],[17078,1],[21830,0],[14566,0]]","[[18140,1],[2115,0],[2115,1],[18300,0],[16762,0],[2809,1]]",-0.026189886560023298,-0.021310255378484726,-0.026189886560023298,0.00487963118153857,-0.0025,"[-0.0075,0.0]",10000,0.005,"[-0.01,0.0225]",10000,0.0049261083743842365,"[-0.009900990099009901,0.022167487684729065]",10000,0.005,"[-0.01,0.0225]",10000,-0.026189886560023298,"[-0.06723376321309478,0.0015934569971504887]",10000,-0.021310255378484726,"[-0.04983739278838038,0.003409050218760964]",10000,-0.026189886560023298,"[-0.06723376321309478,0.0015934569971504887]",10000,0.00487963118153857,"[-0.024944728965925603,0.037591697050986105]",10000,4,6,,
2,EN_EXACT,atwrite_to_now,NS,2000,"[[16186,4],[18140,4],[3620,1],[6827,0],[10695,7],[6516,9],[4737,0],[10914,1],[2809,1],[13717,6],[14566,3],[21764,0]]","[[18140,3],[55,1],[9485,4],[13874,1]]","[[2115,9],[2879,7],[6516,1],[2888,0],[18642,6]]","[[20878,8],[9724,7],[9724,9],[378,5],[16417,2],[7348,0]]",-0.07999354282574496,-0.019075886812381215,-0.019075886812381215,-0.06091765601336374,-0.004,"[-0.0075,-0.0005]",10000,0.0005,"[-0.003,0.004]",10000,0.0,"[-0.0034482758620689655,0.0038652033206697553]",10000,0.00025,"[-0.00325,0.004]",10000,-0.07999354282574496,"[-0.10792220006734134,-0.05327017485815015]",10000,-0.019075886812381215,"[-0.04319462776897417,0.0022298190337671255]",10000,-0.019075886812381215,"[-0.04319462776897417,0.0022298190337671255]",10000,-0.06091765601336374,"[-0.08816891255967348,-0.034419214265462524]",10000,6,6,,
2,EN_EXACT,atwrite_to_now,R_plus_twoP_joint,,[14349],[],"[5979,17078,21830]","[2115,2809]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,"{""preference"":{""delta"":-0.005,""percentile95"":[-0.015,0.0],""defined_resamples"":10000},""tf_strict"":{""delta"":-0.005,""percentile95"":[-0.025,0.015],""defined_resamples"":10000}}"
2,EN_EXACT,first100_from_B1,RS,100,[],[],[],[],7.789114970364608e-06,-0.04939889907836914,7.789114970364608e-06,-0.04940668819333951,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,7.789114970364608e-06,"[-8.743623266309442e-05,8.314883202001511e-05]",10000,-0.04939889907836914,"[-0.10849122929573059,0.008055668592452974]",10000,7.789114970364608e-06,"[-8.743623266309442e-05,8.314883202001511e-05]",10000,-0.04940668819333951,"[-0.10854542473383662,0.008113020893488254]",10000,0,0,,
2,EN_EXACT,first100_from_B1,PS,200,"[[14349,1]]",[],"[[5979,0],[17078,1],[21830,0],[14566,0]]","[[18140,1],[2115,0],[2115,1],[18300,0],[16762,0],[2809,1]]",-0.052379773120046595,-0.04262051075696945,-0.052379773120046595,0.00975926236307714,-0.005,"[-0.015,0.0]",10000,0.01,"[-0.025,0.045]",10000,0.009900990099009901,"[-0.024509803921568627,0.045]",10000,0.01,"[-0.025,0.045]",10000,-0.052379773120046595,"[-0.13205288000184373,0.0032093424827980854]",10000,-0.04262051075696945,"[-0.09777817749977111,0.007059374451637256]",10000,-0.052379773120046595,"[-0.13205288000184373,0.0032093424827980854]",10000,0.00975926236307714,"[-0.049516572901047766,0.07314332163285871]",10000,4,6,,
2,EN_EXACT,first100_from_B1,NS,1000,"[[16186,4],[18140,4],[3620,1],[6827,0],[10695,7],[6516,9],[4737,0],[10914,1],[2809,1],[13717,6],[14566,3],[21764,0]]","[[18140,3],[55,1],[9485,4],[13874,1]]","[[2115,9],[2879,7],[6516,1],[2888,0],[18642,6]]","[[20878,8],[9724,7],[9724,9],[378,5],[16417,2],[7348,0]]",-0.15998708565148992,-0.03815177362476243,-0.03815177362476243,-0.12183531202672748,-0.008,"[-0.015,-0.001]",10000,0.001,"[-0.006,0.008]",10000,0.0,"[-0.006796116504854369,0.007692307692307693]",10000,0.0005,"[-0.0065,0.008]",10000,-0.15998708565148992,"[-0.2113014869532315,-0.11018806918298653]",10000,-0.03815177362476243,"[-0.08476367140170332,0.004638105706192433]",10000,-0.03815177362476243,"[-0.08476367140170332,0.004638105706192433]",10000,-0.12183531202672748,"[-0.1730562987944737,-0.07087391198065307]",10000,6,6,,
2,EN_EXACT,first100_from_B1,R_plus_twoP_joint,,[14349],[],"[5979,17078,21830]","[2115,2809]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,"{""preference"":{""delta"":-0.01,""percentile95"":[-0.03,0.0],""defined_resamples"":10000},""tf_strict"":{""delta"":-0.01,""percentile95"":[-0.06,0.03],""defined_resamples"":10000}}"
2,EN_EXACT,versus_N4,RS,200,[],[],[],[],4.956124936143169e-05,0.054831970930099484,4.956124936143169e-05,0.05478240968073805,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,0.0,"[0.0,0.0]",10000,4.956124936143169e-05,"[-0.0004120512613653773,0.0006629933065341881]",10000,0.054831970930099484,"[-0.0018344087600708004,0.13275419428944588]",10000,4.956124936143169e-05,"[-0.0004120512613653773,0.0006629933065341881]",10000,0.05478240968073805,"[-0.0020766920730920886,0.13300880652703836]",10000,0,0,,
2,EN_EXACT,versus_N4,PS,400,"[[10781,1]]","[[15448,1]]","[[15642,1],[12179,1]]","[[18140,1],[18300,0],[18415,1]]",-0.009342983974493109,-0.005128028308972716,-0.009342983974493109,0.0042149556655203925,0.0,"[-0.0075,0.0075]",10000,0.0025,"[-0.0075,0.0125]",10000,0.0024630541871921183,"[-0.007462686567164179,0.0125]",10000,0.0025,"[-0.0075,0.0125]",10000,-0.009342983974493109,"[-0.03407058007346495,0.007005232192987022]",10000,-0.005128028308972716,"[-0.03446856332779862,0.01967792694480158]",10000,-0.009342983974493109,"[-0.03407058007346495,0.007005232192987022]",10000,0.0042149556655203925,"[-0.03321839000216641,0.044041424954877534]",10000,2,3,,
2,EN_EXACT,versus_N4,NS,2000,"[[21764,0],[2546,5]]","[[6043,1]]","[[6516,1]]",[],-0.005547262342704926,0.0010651441071822774,0.0010651441071822774,-0.006612406449887203,-0.0005,"[-0.0025,0.001]",10000,-0.0005,"[-0.0015,0.0]",10000,-0.0004901960784313725,"[-0.0014851485148514852,0.0]",10000,-0.0005,"[-0.0015,0.0]",10000,-0.005547262342704926,"[-0.007924842409150734,-0.0033007692673272687]",10000,0.0010651441071822774,"[-0.0011415895704412831,0.0035791167211507843]",10000,0.0010651441071822774,"[-0.0011415895704412831,0.0035791167211507843]",10000,-0.006612406449887203,"[-0.010020725655564456,-0.0035035524068247476]",10000,1,0,,
2,EN_EXACT,versus_N4,R_plus_twoP_joint,,[10781],[],[15642],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,"{""preference"":{""delta"":-0.005,""percentile95"":[-0.015,0.0],""defined_resamples"":10000},""tf_strict"":{""delta"":-0.005,""percentile95"":[-0.015,0.0],""defined_resamples"":10000}}"
