phase,arm,unit,K,endpoint,locality_denominator,locality_numerator,rephrase_accuracy_denominator,rephrase_accuracy_numerator,rephrase_strict_accuracy_denominator,rephrase_strict_accuracy_numerator,rephrase_strict_success_denominator,rephrase_strict_success_numerator,rephrase_success_denominator,rephrase_success_numerator,rephrase_target_new_nll_mean,rephrase_target_true_nll_mean,rewrite_accuracy_denominator,rewrite_accuracy_numerator,rewrite_success_denominator,rewrite_success_numerator,rewrite_target_new_nll_mean,rewrite_target_true_nll_mean,endpoint_identity_sha256
2,c0,1,4,post_writer_W,1000,882,200,82,100,24,100,80,200,177,2.8293500180658886,7.3024208463914695,100,88,100,99,0.6614249002328143,8.637649641036987,f55597fc0328022fab3b2b5e2d126aaffe2a3bfa334e91aab011c3eaee612caa
2,c0,1,4,pre_writer_W,1000,881,200,57,100,15,100,69,200,160,3.6612979486770927,6.690728880278766,100,50,100,97,1.7023850752413272,7.2634335803985595,9d9ddc81d517e1c187eb24112f4d3c72b2d30fc77467cb4b21d7e69818c82426
2,c0,1,5,accepted_z,1000,882,200,122,100,45,100,95,200,193,1.7414513253909536,8.79382892638445,100,96,100,100,0.28055422043427825,9.708209660053253,e8af7e9445f1a03e19e8a1724c7c50b2102fc5df437fc27fb1c3014c0088a5f7
2,c0,1,5,post_writer_W,1000,886,200,98,100,31,100,82,200,179,2.493074377973098,7.677864762004464,100,96,100,99,0.29505450986325743,9.68894276380539,11261d70a5ae48fd8ed3e7eaac4a0b0de5d4c160bf68f7093d7fe2199a52d6bb
2,c0,1,5,pre_writer_W,1000,882,200,82,100,24,100,80,200,177,2.8293500180658886,7.3024208463914695,100,88,100,99,0.6614249002328143,8.637649641036987,f55597fc0328022fab3b2b5e2d126aaffe2a3bfa334e91aab011c3eaee612caa
2,c0,1,6,accepted_z,1000,886,200,128,100,49,100,96,200,195,1.548069309059065,9.317825988531112,100,97,100,100,0.15211408534960355,10.657183423042298,53459a243a5ec02d5c59facff5f77d1eb2d30fbf889ae5cf4f08e878c747aff8
2,c0,1,6,post_writer_W,1000,885,200,108,100,34,100,85,200,183,2.3151439363881945,7.942405606247485,100,98,100,100,0.15604187753473525,10.669024839401246,9a86b93a833dfddcc3d2a74f19eb3971b02c2f8c63110f0b279447c5b23655b7
2,c0,1,6,pre_writer_W,1000,886,200,98,100,31,100,82,200,179,2.493074377973098,7.677864762004464,100,96,100,99,0.29505450986325743,9.68894276380539,11261d70a5ae48fd8ed3e7eaac4a0b0de5d4c160bf68f7093d7fe2199a52d6bb
2,c0,1,7,accepted_z,1000,885,200,131,100,49,100,96,200,195,1.4984667933831224,9.586234744787216,100,99,100,100,0.09771925242042925,11.092268116474152,b84346b43c3979cd9de073754e89940c0302ee22f5906e6558b3a0d92270c380
2,c0,1,7,post_writer_W,1000,887,200,109,100,35,100,85,200,183,2.229140487051918,8.088739111796022,100,98,100,100,0.10033215686031326,11.078227343559265,b4de65610911863a89d5ce8e9357aaf27e378cc2ba97070273e2ba806d711b3e
2,c0,1,7,pre_writer_W,1000,885,200,108,100,34,100,85,200,183,2.3151439363881945,7.942405606247485,100,98,100,100,0.15604187753473525,10.669024839401246,9a86b93a833dfddcc3d2a74f19eb3971b02c2f8c63110f0b279447c5b23655b7
2,c0,1,8,accepted_z,1000,887,200,134,100,50,100,96,200,195,1.4408936012035702,9.766554431915283,100,99,100,100,0.07753651176433778,11.448405752182007,330ba1f44b30aa79951672b6fd5c175d578d5986852c1119c716eed64f11f3a9
2,c0,1,8,post_writer_W,1000,887,200,112,100,37,100,86,200,184,2.179669174330775,8.230405934229493,100,99,100,100,0.07748987475970352,11.450399718284608,1f642bcd90de68eafa5439a41428161e92a76abbdef80a34a93e63f6a0f72adc
2,c0,1,8,pre_writer_W,1000,887,200,109,100,35,100,85,200,183,2.229140487051918,8.088739111796022,100,98,100,100,0.10033215686031326,11.078227343559265,b4de65610911863a89d5ce8e9357aaf27e378cc2ba97070273e2ba806d711b3e
2,c0,2,1,accepted_z,1000,921,200,3,100,0,100,6,200,24,8.514895414114,4.508411006862298,100,1,100,13,8.117582690715789,3.838700868934393,fd3b3407b3f671ba3124a95e1d6278de969ccba29e5751148c0b02d2548cc5a1
2,c0,2,1,post_writer_W,1000,917,200,1,100,0,100,4,200,22,8.725086679160595,4.658379514077678,100,1,100,15,7.757368814349174,3.8505380122363566,268c751fe0ac8724717bb741505177603c1416e0f22beb5ff36624c9e5b7f3b2
2,c0,2,1,pre_writer_W,1000,921,200,0,100,0,100,1,200,7,10.433557138442993,4.490740235401318,100,0,100,3,10.843524370193482,3.827194439768791,8cb7a9a9157412fb0c53f0aa56fecb81d2f94e17fae2862540a5065050ecb6bc
2,c0,2,2,accepted_z,1000,917,200,32,100,10,100,45,200,110,5.3237776994332675,5.75435302875936,100,22,100,64,4.09045519977808,5.123954817056656,025a4c5e23dc3aef0df13b5cb22fe1a96836090aa3dd8ca6df116b23e91ccb90
2,c0,2,2,post_writer_W,1000,915,200,24,100,7,100,34,200,90,5.8921328403428195,5.422406226340681,100,23,100,65,3.963845543563366,5.158711298704147,c72f3ac02a0450d7793d5427fe71ea483a971d55654404046b909a451e4612f0
2,c0,2,2,pre_writer_W,1000,917,200,1,100,0,100,4,200,22,8.725086679160595,4.658379514077678,100,1,100,15,7.757368814349174,3.8505380122363566,268c751fe0ac8724717bb741505177603c1416e0f22beb5ff36624c9e5b7f3b2
2,c0,2,3,accepted_z,1000,915,200,78,100,28,100,85,200,182,2.8534658482763917,7.459652602374554,100,62,100,96,1.4621727410377934,7.098281109333039,aa85a2ceeb4da3d3357735febff3477e99ab0b8ccc2ce4ff2633ce09f6ceac8a
2,c0,2,3,post_writer_W,1000,912,200,65,100,21,100,72,200,162,3.3850655899895354,6.693624921739102,100,63,100,95,1.4285127250361256,7.02805117726326,33ee569e4f9cde78ec793c081f36e9046d8fe664e205fd3dc36e63f495ef7e66
2,c0,2,3,pre_writer_W,1000,915,200,24,100,7,100,34,200,90,5.8921328403428195,5.422406226340681,100,23,100,65,3.963845543563366,5.158711298704147,c72f3ac02a0450d7793d5427fe71ea483a971d55654404046b909a451e4612f0
2,c0,2,4,accepted_z,1000,912,200,111,100,38,100,94,200,193,2.017858086153865,8.362427697181701,100,86,100,98,0.5651015367242508,8.472211427688599,806f3441db58a5fb13c6b29191f0065cc629f51f7d6b649149871bf7a66aec71
2,c0,2,4,post_writer_W,1000,914,200,83,100,23,100,84,200,180,2.5264481378346684,7.350837939679622,100,87,100,98,0.5840775691159069,8.43755441904068,a3275240b62aab521df08a211a087eb2ffebc861f12dc49119a90d01a961906b
2,c0,2,4,pre_writer_W,1000,912,200,65,100,21,100,72,200,162,3.3850655899895354,6.693624921739102,100,63,100,95,1.4285127250361256,7.02805117726326,33ee569e4f9cde78ec793c081f36e9046d8fe664e205fd3dc36e63f495ef7e66
2,c0,2,5,accepted_z,1000,914,200,132,100,52,100,96,200,195,1.6377059181500226,8.753387172818185,100,93,100,99,0.24925425909226762,9.309951288700104,7c4b295f5e8e670e5e886a94fae3db3b358a95f32954c23ba705fc067053e156
2,c0,2,5,post_writer_W,1000,914,200,108,100,36,100,86,200,184,2.2126312357513234,7.62342683762312,100,93,100,99,0.25148751166299915,9.296250431537628,c66c83f8c84d3af87efafdb0d3cc643336bae187a51a9ceca3d94983bb6b245b
2,c0,2,5,pre_writer_W,1000,914,200,83,100,23,100,84,200,180,2.5264481378346684,7.350837939679622,100,87,100,98,0.5840775691159069,8.43755441904068,a3275240b62aab521df08a211a087eb2ffebc861f12dc49119a90d01a961906b
2,c0,2,6,accepted_z,1000,914,200,137,100,54,100,96,200,195,1.5250228124449494,9.077263129353524,100,99,100,99,0.15037769187358208,9.90482221364975,477db422f38de24e4d2b483575b3b0942f5d7d385295b1ed002590cd89085d86
2,c0,2,6,post_writer_W,1000,912,200,119,100,43,100,87,200,185,2.107823618487455,7.890893353819847,100,98,100,99,0.1556016552518122,9.895571293830871,f97cf5f82f72ac0144a016304866aff4df8efb62d5f350602449c84e20cd5719
2,c0,2,6,pre_writer_W,1000,914,200,108,100,36,100,86,200,184,2.2126312357513234,7.62342683762312,100,93,100,99,0.25148751166299915,9.296250431537628,c66c83f8c84d3af87efafdb0d3cc643336bae187a51a9ceca3d94983bb6b245b
2,c0,2,7,accepted_z,1000,912,200,141,100,56,100,96,200,195,1.410080199422082,9.293368935585022,100,99,100,99,0.08702207997906954,10.404249286651611,7518b6271ae0aedfa113697432b3f3751b352d788d6cb2e7d25dee0546dcffa5
2,c0,2,7,post_writer_W,1000,913,200,120,100,43,100,87,200,185,1.988720098240301,8.025467718243599,100,99,100,99,0.08595914988429286,10.411099078655242,7cb179129853e9fc8bfea2df5cba8da901df90a18ed70c162d3fd4cd24f2ccd3
2,c0,2,7,pre_writer_W,1000,912,200,119,100,43,100,87,200,185,2.107823618487455,7.890893353819847,100,98,100,99,0.1556016552518122,9.895571293830871,f97cf5f82f72ac0144a016304866aff4df8efb62d5f350602449c84e20cd5719
2,c0,2,8,accepted_z,1000,913,200,142,100,57,100,97,200,196,1.364676210276084,9.513923840522766,100,99,100,99,0.06783171695657074,10.823602137565613,b2e6ea249efc414a24df399e8bdbce46c199e773d3da786c4479e17238d086b0
2,c0,2,8,post_writer_W,1000,912,200,125,100,44,100,89,200,187,1.9254018758633173,8.187538500726223,100,99,100,99,0.06768949162913486,10.822563638687134,fa61e1a3e95252d9bb4113888bb2dfc8e40ea81ff4177902fb290dbf2b6ef641
2,c0,2,8,pre_writer_W,1000,913,200,120,100,43,100,87,200,185,1.988720098240301,8.025467718243599,100,99,100,99,0.08595914988429286,10.411099078655242,7cb179129853e9fc8bfea2df5cba8da901df90a18ed70c162d3fd4cd24f2ccd3
2,c0,3,1,accepted_z,1000,896,200,1,100,0,100,11,200,35,7.862618205547332,4.368244816223159,100,2,100,13,8.13488729953766,4.437035590764135,224cc986e34f2456f11f51e171222048af89dad3069060915b673dde60cfd3a1
2,c0,3,1,post_writer_W,1000,891,200,1,100,0,100,9,200,32,7.8656792795658115,4.441300044581294,100,2,100,16,7.605338789522648,4.3541784212552015,6d0aea0373969507f918d7643c970f17c28fa53a2e1448d95b811146adb27336
2,c0,3,1,pre_writer_W,1000,896,200,1,100,0,100,4,200,18,9.496787710785865,4.138744331551716,100,0,100,5,10.8671200299263,4.398204855043441,17e1ceeb395f66aabc91d07f8559665eb3d72567e45b749518c0b6a5f345845a
2,c0,3,2,accepted_z,1000,891,200,23,100,3,100,42,200,98,5.538407292068005,4.864761866480112,100,10,100,48,4.937137675955892,4.622284043207765,b8b588af988f3fa519d9c23600e065e52d0ec785a283dc1797db9e5a57339570
2,c0,3,2,post_writer_W,1000,890,200,14,100,1,100,25,200,72,6.017698675990105,4.732732020951808,100,10,100,53,4.7551236131042245,4.656824562996626,ebfadcb75996fb5c487b22ccf5cd77b32d0aefc33a384cab15d50f66989d457c
2,c0,3,2,pre_writer_W,1000,891,200,1,100,0,100,9,200,32,7.8656792795658115,4.441300044581294,100,2,100,16,7.605338789522648,4.3541784212552015,6d0aea0373969507f918d7643c970f17c28fa53a2e1448d95b811146adb27336
2,c0,3,3,accepted_z,1000,890,200,80,100,22,100,82,200,173,3.0906487132050096,6.315522683262825,100,41,100,95,2.2234167724102734,6.256477980017662,05449ee85cb44d741b7d16fdb546d38e515fb54a0580116684312cc05c51dcd5
2,c0,3,3,post_writer_W,1000,887,200,52,100,10,100,63,200,148,3.8352429797686636,5.648954720050097,100,44,100,96,2.174491854682565,6.251861742734909,ccdb452c5da14cbb2a41f3d23fad72ed3a1fecad4957a7aaff90b2c4dbc99914
2,c0,3,3,pre_writer_W,1000,890,200,14,100,1,100,25,200,72,6.017698675990105,4.732732020951808,100,10,100,53,4.7551236131042245,4.656824562996626,ebfadcb75996fb5c487b22ccf5cd77b32d0aefc33a384cab15d50f66989d457c
2,c0,3,4,accepted_z,1000,887,200,113,100,40,100,93,200,192,1.9668647203035652,7.515950504541397,100,78,100,99,0.760576755264774,8.082923946380616,cc36b25ce2f17355c1088c07b25fea79d2cc7fee763904e40de7f56f1ec11521
2,c0,3,4,post_writer_W,1000,885,200,93,100,29,100,83,200,180,2.6102408823277803,6.500413573980332,100,75,100,99,0.7439914327207953,8.048827176094056,cd903622b4776b0a27a6ed72e43bc9fe73c62882215a1e304097ade10f3404c8
2,c0,3,4,pre_writer_W,1000,887,200,52,100,10,100,63,200,148,3.8352429797686636,5.648954720050097,100,44,100,96,2.174491854682565,6.251861742734909,ccdb452c5da14cbb2a41f3d23fad72ed3a1fecad4957a7aaff90b2c4dbc99914
2,c0,3,5,accepted_z,1000,885,200,133,100,50,100,95,200,194,1.5784763794881291,8.033000292778015,100,93,100,99,0.3080413126666099,9.132698390483856,8b98ad8d3a7413dae6b48e44b7c7f8f3d5e25450fe46efe90218892bed393156
2,c0,3,5,post_writer_W,1000,884,200,110,100,38,100,84,200,181,2.2480757732084022,6.859714712202549,100,93,100,99,0.3099950467608869,9.123025958538056,dc213ee60d970724eb50ae752e76601e3e0df2971b65d950f4eb3853abd38ffd
2,c0,3,5,pre_writer_W,1000,885,200,93,100,29,100,83,200,180,2.6102408823277803,6.500413573980332,100,75,100,99,0.7439914327207953,8.048827176094056,cd903622b4776b0a27a6ed72e43bc9fe73c62882215a1e304097ade10f3404c8
2,c0,3,6,accepted_z,1000,884,200,141,100,54,100,95,200,194,1.4513335380493664,8.226158462762832,100,97,100,99,0.16790004261303693,9.54872152209282,deb22a858eb761ca9947af0b1fdde431ebf667ebfe85679055f1caa876c57e4f
2,c0,3,6,post_writer_W,1000,883,200,115,100,43,100,87,200,184,2.1054929007426835,6.963428388163448,100,97,100,99,0.17028198230080308,9.542801786661148,d76c8ce150df674e1fc83cd732a1498a1342c33408cf9bc981d4874d0c965e8f
2,c0,3,6,pre_writer_W,1000,884,200,110,100,38,100,84,200,181,2.2480757732084022,6.859714712202549,100,93,100,99,0.3099950467608869,9.123025958538056,dc213ee60d970724eb50ae752e76601e3e0df2971b65d950f4eb3853abd38ffd
2,c0,3,7,accepted_z,1000,883,200,144,100,56,100,95,200,194,1.3897805617877748,8.44948114901781,100,98,100,99,0.1338887670985423,9.968545151948929,e942f0e38c4949f69972f612a22d1513d6c04ec97fc4a78ca41860c73490c391
2,c0,3,7,post_writer_W,1000,883,200,119,100,44,100,87,200,184,2.0518615463748575,7.138774557188153,100,98,100,99,0.13384139335248618,9.968969916105271,0f69f4e8e63174a906612fed8eec3326198ef8e12a74c7b245c49eb5240ae4a8
2,c0,3,7,pre_writer_W,1000,883,200,115,100,43,100,87,200,184,2.1054929007426835,6.963428388163448,100,97,100,99,0.17028198230080308,9.542801786661148,d76c8ce150df674e1fc83cd732a1498a1342c33408cf9bc981d4874d0c965e8f
2,c0,3,8,accepted_z,1000,883,200,146,100,57,100,95,200,194,1.3595246621372643,8.540306162834167,100,98,100,99,0.11488907791208476,10.162538995742798,535133b3c11e91f21eefe60c9b015b9a6cdd57321817c55d99f8c3e5c345a95c
2,c0,3,8,post_writer_W,1000,883,200,119,100,44,100,87,200,185,2.0262797524011695,7.196106126531959,100,98,100,99,0.11488146246760152,10.161407613754273,5a5777177ae08235ee4d10b6df26a99b574acc0b6f821253b5fb65c9ab9b0bf5
2,c0,3,8,pre_writer_W,1000,883,200,119,100,44,100,87,200,184,2.0518615463748575,7.138774557188153,100,98,100,99,0.13384139335248618,9.968969916105271,0f69f4e8e63174a906612fed8eec3326198ef8e12a74c7b245c49eb5240ae4a8
2,c0,4,1,accepted_z,1000,848,200,7,100,1,100,11,200,37,8.235085806250572,4.834569134004414,100,3,100,18,8.059563528299332,4.460220594480634,bf3659b34a73ca18d77a2b2623906620d45f08ad7464f857362a54c931a806bf
2,c0,4,1,post_writer_W,1000,842,200,5,100,0,100,12,200,35,8.245493887960912,4.915543970093131,100,3,100,19,7.607018543481827,4.495952916368842,02bc465f935d66e509d1a14e391b1aa2fba8d71f83792113adf981995e601b29
2,c0,4,1,pre_writer_W,1000,848,200,1,100,0,100,9,200,26,9.86883153140545,4.583503595869988,100,0,100,14,10.60934502363205,4.316815435290336,7ffd91ae5b8f405fc08fd6618c57fb259858e377a245e3be1a10dc0ad45f49eb
2,c0,4,2,accepted_z,1000,842,200,16,100,2,100,36,200,93,5.508932849317789,5.4339071418344975,100,11,100,53,4.384738889932632,4.841622244864702,47ca23d26333ddde36ed7e9228151f0ac89dc81452e4321722af585b1d9d8f75
2,c0,4,2,post_writer_W,1000,840,200,14,100,1,100,31,200,82,6.032066181600094,5.224086783900857,100,11,100,57,4.247999348640442,4.814530974030495,89f473c68c8219524f240d4cbff51cf394ad400075381cd6ada38a396244909f
2,c0,4,2,pre_writer_W,1000,842,200,5,100,0,100,12,200,35,8.245493887960912,4.915543970093131,100,3,100,19,7.607018543481827,4.495952916368842,02bc465f935d66e509d1a14e391b1aa2fba8d71f83792113adf981995e601b29
2,c0,4,3,accepted_z,1000,840,200,70,100,20,100,86,200,180,2.967179986387491,7.116807094812393,100,59,100,96,1.576689011491835,6.861368539333344,08979cca00a1b6812fb9f4be8dd912b3bf08f321dbd8e7b0ec9a5dafde20dd42
2,c0,4,3,post_writer_W,1000,843,200,56,100,12,100,77,200,168,3.443643844164908,6.471805019825697,100,62,100,96,1.5489534942992031,6.798867301344871,809241796daff0b2db3cd0478711c35aaa032aa2861dad25f315b236efddc51c
2,c0,4,3,pre_writer_W,1000,840,200,14,100,1,100,31,200,82,6.032066181600094,5.224086783900857,100,11,100,57,4.247999348640442,4.814530974030495,89f473c68c8219524f240d4cbff51cf394ad400075381cd6ada38a396244909f
2,c0,4,4,accepted_z,1000,843,200,111,100,40,100,90,200,187,2.0844896039715968,7.987162946760654,100,89,100,99,0.521359063750133,8.21206448316574,89f2cfd27bc7013a4f6d60ed02e0f5376482c889a8d6a7f8e4a8b04728eee553
2,c0,4,4,post_writer_W,1000,840,200,93,100,28,100,85,200,181,2.5259141027648,7.035284094512463,100,89,100,99,0.5172694842284545,8.175447562932968,0685c45520d9946a33b32112676920d48660d30954e512f37fc8726c4ccda9d7
2,c0,4,4,pre_writer_W,1000,843,200,56,100,12,100,77,200,168,3.443643844164908,6.471805019825697,100,62,100,96,1.5489534942992031,6.798867301344871,809241796daff0b2db3cd0478711c35aaa032aa2861dad25f315b236efddc51c
2,c0,4,5,accepted_z,1000,840,200,133,100,53,100,93,200,191,1.7098473074968206,8.79662741601467,100,97,100,100,0.1977509897213895,9.902917110919953,ee292791c7e495d9a0f08f29afeff34e3becdfee5b7b0cd70e69b1f0f067c4c8
2,c0,4,5,post_writer_W,1000,838,200,111,100,37,100,88,200,186,2.2055053309188226,7.708204402029514,100,97,100,100,0.19650115196825937,9.901287364959718,53b199d7f3be265a8f55668fee9421f75b97a38f51735f74822028dcf5190032
2,c0,4,5,pre_writer_W,1000,840,200,93,100,28,100,85,200,181,2.5259141027648,7.035284094512463,100,89,100,99,0.5172694842284545,8.175447562932968,0685c45520d9946a33b32112676920d48660d30954e512f37fc8726c4ccda9d7
2,c0,4,6,accepted_z,1000,838,200,137,100,56,100,94,200,192,1.4483851432657684,9.590497945547105,100,97,100,100,0.119051406866638,11.499983949661255,ffa61c45a747834b25a447822322586259cf06b92147587de70eb34671e7fd24
2,c0,4,6,post_writer_W,1000,837,200,127,100,45,100,88,200,186,1.9000792793201982,8.2833812636137,100,97,100,100,0.12014473531977274,11.526889638900757,6cd5c29c12749f864244a1fda069445a216d78b94639ccc7a1d7eaff5c4ea34a
2,c0,4,6,pre_writer_W,1000,838,200,111,100,37,100,88,200,186,2.2055053309188226,7.708204402029514,100,97,100,100,0.19650115196825937,9.901287364959718,53b199d7f3be265a8f55668fee9421f75b97a38f51735f74822028dcf5190032
2,c0,4,7,accepted_z,1000,837,200,143,100,60,100,96,200,194,1.3565090845237138,9.73029815107584,100,98,100,100,0.053575565245701,11.830180306434631,5f1a2a1bc01d0c2a39998190469d026432f8b69d83166867dbab22a89d7b6563
2,c0,4,7,post_writer_W,1000,837,200,130,100,47,100,90,200,188,1.8122467474429869,8.360975340381264,100,98,100,100,0.05351804899401032,11.823334283828736,e6bfac2efaec89f64e1680b06a386042a277424e05317e8eb162d6442819e7a3
2,c0,4,7,pre_writer_W,1000,837,200,127,100,45,100,88,200,186,1.9000792793201982,8.2833812636137,100,97,100,100,0.12014473531977274,11.526889638900757,6cd5c29c12749f864244a1fda069445a216d78b94639ccc7a1d7eaff5c4ea34a
2,c0,4,8,accepted_z,1000,837,200,145,100,61,100,96,200,194,1.32530407974642,9.886158545911313,100,99,100,100,0.03741594048216939,12.179630517959595,7e47f9e833ecfc2d115bf98c89da559b020a873e738b7c504bc11eca0c048e3b
2,c0,4,8,post_writer_W,1000,838,200,132,100,48,100,90,200,188,1.7877589504490607,8.476909687295556,100,99,100,100,0.0374992808920797,12.182461967468262,901139e3225a278564796829d76b0baadf5e7c55b199474c49d6935440bff0d8
2,c0,4,8,pre_writer_W,1000,837,200,130,100,47,100,90,200,188,1.8122467474429869,8.360975340381264,100,98,100,100,0.05351804899401032,11.823334283828736,e6bfac2efaec89f64e1680b06a386042a277424e05317e8eb162d6442819e7a3
2,c0,5,1,accepted_z,1000,885,200,4,100,0,100,9,200,33,8.291987361311913,4.880786161022261,100,1,100,19,7.983082345724106,4.621203296333551,513d7ae65d95a79735ff6f226e042ffcfbba4dc7a6952d1c2d4113c92b6164f3
2,c0,5,1,post_writer_W,1000,878,200,3,100,0,100,10,200,32,8.46968771904707,4.96460225337185,100,1,100,20,7.629458436965942,4.618618230484426,ebaed8a5c7760b71a4e0ea8d67a262b36913d26800fff69e7311597039d095f6
2,c0,5,1,pre_writer_W,1000,885,200,2,100,0,100,4,200,18,10.213487274050713,4.792961361873895,100,1,100,10,10.89566716849804,4.630414946423843,8bc51f3a6f716bf9469f20333bb56a204e51fc61c62addec41a94a28ce5e4320
2,c0,5,2,accepted_z,1000,878,200,30,100,6,100,42,200,106,5.356861447282135,5.703500657137483,100,14,100,58,4.26419240385294,5.085002070218325,8ba0c532b78162df0f9f57b3a7daae44d44d733b72c766f0a49ec37c9bcdd2e2
2,c0,5,2,post_writer_W,1000,873,200,15,100,2,100,29,200,86,6.015425320975482,5.463073864690959,100,14,100,62,4.120731963515282,5.137207911461592,4086f8b03dba8bade8248485c4fac78c3ff73896890548e35bdf6e56bde7d535
2,c0,5,2,pre_writer_W,1000,878,200,3,100,0,100,10,200,32,8.46968771904707,4.96460225337185,100,1,100,20,7.629458436965942,4.618618230484426,ebaed8a5c7760b71a4e0ea8d67a262b36913d26800fff69e7311597039d095f6
2,c0,5,3,accepted_z,1000,873,200,80,100,29,100,84,200,180,2.999589486136101,7.325436287522316,100,61,100,98,1.4482664835080505,6.9966594350337985,8038e5d54d77a328b0ee81d03f998ce43165717420d1331cf8d5f9a7960a1cb6
2,c0,5,3,post_writer_W,1000,871,200,58,100,16,100,71,200,158,3.5279471339599695,6.55629187554121,100,61,100,98,1.4077213735785334,7.0716988670825955,bf5df625074efca5d45faca7dd3baa0967de1fbb6a467dc4a021166401fdf813
2,c0,5,3,pre_writer_W,1000,873,200,15,100,2,100,29,200,86,6.015425320975482,5.463073864690959,100,14,100,62,4.120731963515282,5.137207911461592,4086f8b03dba8bade8248485c4fac78c3ff73896890548e35bdf6e56bde7d535
2,c0,5,4,accepted_z,1000,871,200,114,100,39,100,93,200,192,2.1165777476585936,7.929568015933037,100,93,100,100,0.47182344203814863,8.133391919136047,e773c805c0691d5306df9c01de38f653942550ab6289af8f21f42c525229cdb1
2,c0,5,4,post_writer_W,1000,869,200,90,100,28,100,75,200,169,2.7824775100054104,6.982989609241486,100,93,100,100,0.4723433119338006,8.123537104129792,e11d48d32c586739d82b11a9d422e7904009bfc1de0458680cec11fb8e243d02
2,c0,5,4,pre_writer_W,1000,871,200,58,100,16,100,71,200,158,3.5279471339599695,6.55629187554121,100,61,100,98,1.4077213735785334,7.0716988670825955,bf5df625074efca5d45faca7dd3baa0967de1fbb6a467dc4a021166401fdf813
2,c0,5,5,accepted_z,1000,869,200,124,100,46,100,94,200,194,1.8349666988459647,8.334476158618926,100,98,100,100,0.2007940573245287,9.109121325016021,689f2190afeba3ff77999f58903fc5b4a71bbbc506877bb569bb25c6b84b80b1
2,c0,5,5,post_writer_W,1000,868,200,99,100,34,100,79,200,174,2.4621068786885005,7.35032705873251,100,98,100,100,0.2029902809811756,9.126065640449523,bd2b1869672f5f72bff3cf08094904dbda3997945782b1a4c12fcafcbd15dd4f
2,c0,5,5,pre_writer_W,1000,869,200,90,100,28,100,75,200,169,2.7824775100054104,6.982989609241486,100,93,100,100,0.4723433119338006,8.123537104129792,e11d48d32c586739d82b11a9d422e7904009bfc1de0458680cec11fb8e243d02
