phase,arm,unit,unit_total_seconds,target_compute_status,target_model_forward_calls,target_backward_calls,target_autograd_invocations,target_capture_forward_calls,target_physical_microbatch_graphs,target_processed_tokens,target_padded_tokens,target_wall_seconds_total,accepted_state_refresh_wall_seconds,kstep_writer_wall_seconds,finite_demand_endpoint_wall_seconds,target_gradient_wall_seconds,terminal_objective_wall_seconds,direct_official_writer_edit_core_seconds,accepted_z_evaluator_count,pre_writer_evaluator_count,post_writer_evaluator_count,heldout_evaluator_count,dense_update_construction_count,native_apply_count,logical_commit_count,router_call_count,numeric_storage_cast_count,bf16_fp16_path_count,added_model_backward_count,semantic_slope_backward_added_count,retry_count
2,c1,2,3127.677419149317,RECORDED,4100,850,850,2450,4100,747766,827836,3232.5961212404072,29.785766678862274,2603.36773901619,95.22419929970056,416.83309944253415,11.888006512075663,NOT_APPLICABLE,8,8,8,24,40,40,8,8,0,0,0,0,0
2,c1,3,3140.1083660535514,RECORDED,4050,850,850,2450,4050,726192,804712,3232.3926581749693,28.75020638294518,2634.187167631462,94.45910690072924,400.5512732574716,11.744112775661051,NOT_APPLICABLE,8,8,8,24,40,40,8,8,0,0,0,0,0
2,c1,4,3273.0975765837356,RECORDED,4000,850,850,2450,4000,737106,815712,3355.9130033748224,44.25676192250103,2739.4739584038034,97.1621466204524,410.2162073077634,12.122988479211926,NOT_APPLICABLE,8,8,8,24,40,40,8,8,0,0,0,0,0
2,c1,5,3665.237656001933,RECORDED,4000,850,850,2450,4000,724495,801720,3744.301613611169,85.18462786264718,3077.901450510137,95.47028735745698,422.54231518600136,11.817283120006323,NOT_APPLICABLE,8,8,8,24,40,40,8,8,0,0,0,0,0
2,c1,6,3527.479933570139,RECORDED,4050,850,850,2450,4050,733848,813068,3615.9197737248614,69.6280865482986,2939.2631041491404,95.38073423411697,429.6665097977966,11.87170687224716,NOT_APPLICABLE,8,8,8,24,40,40,8,8,0,0,0,0,0
2,c1,7,3409.0701367137954,RECORDED,4100,850,850,2450,4100,733796,815048,3511.972417820245,53.64657654147595,2847.845194737427,94.30475814454257,429.9698956049979,11.762565578334033,NOT_APPLICABLE,8,8,8,24,40,40,8,8,0,0,0,0,0
2,c1,8,3181.692996494472,RECORDED,3850,850,850,2450,3850,704165,780332,3229.5602223109454,33.42444355133921,2704.5711563555524,97.18445562850684,366.5375918094069,12.085028131492436,NOT_APPLICABLE,8,8,8,24,40,40,8,8,0,0,0,0,0
2,c1,9,3254.883982426487,RECORDED,4100,850,850,2450,4100,754831,835592,3362.3897900339216,34.36805836390704,2716.896545303054,96.43244346417487,426.5378223070875,12.04867325630039,NOT_APPLICABLE,8,8,8,24,40,40,8,8,0,0,0,0,0
2,c1,10,3331.2362339105457,RECORDED,3950,850,850,2450,3950,711110,788168,3399.813479932025,51.385995355434716,2803.40867934376,95.1789577845484,397.3035457339138,11.817914833314717,NOT_APPLICABLE,8,8,8,24,40,40,8,8,0,0,0,0,0
2,c3,1,3363.0413259631023,RECORDED,2050,850,850,450,2050,336790,371464,3452.719735607505,51.02716149017215,2821.5500223711133,94.21800179313868,411.5776541279629,11.714675644412637,1097.6732718432322,8,8,8,24,40,40,8,0,0,0,0,0,0
2,c3,2,3289.0603117300197,RECORDED,2100,850,850,450,2100,349566,385756,3385.2385644176975,75.25923154968768,2687.4035385996103,94.17559850681573,441.1515854066238,11.7623958485201,1016.4839371237904,8,8,8,24,40,40,8,0,0,0,0,0,0
2,c3,3,3392.2750573586673,RECORDED,2050,850,850,450,2050,334072,368872,3478.051967085339,63.555685819126666,2813.3139424230903,93.41990290768445,428.25589491892606,11.658052421174943,1124.0010450910777,8,8,8,24,40,40,8,0,0,0,0,0,0
2,c3,4,3330.213581841439,RECORDED,2000,850,850,450,2000,333066,367392,3409.950523085892,47.756445930339396,2791.884787275456,95.99150597304106,410.2503655748442,11.967961049638689,1060.2526824902743,8,8,8,24,40,40,8,0,0,0,0,0,0
2,c3,5,3341.735354703851,RECORDED,2000,850,850,450,2000,327455,361080,3418.349685218185,36.73677452187985,2821.788457259536,94.38569061551243,402.74394990783185,11.778530006296933,1061.0441402802244,8,8,8,24,40,40,8,0,0,0,0,0,0
2,c3,6,3400.0859852787107,RECORDED,2050,850,850,450,2050,337928,373388,3489.5847597159445,38.39053947106004,2867.624200999737,94.65164222382009,414.1111188540235,11.817018483765423,1102.919235858135,8,8,8,24,40,40,8,0,0,0,0,0,0
2,c3,7,3251.3235633876175,RECORDED,2100,850,850,450,2100,343236,380168,3353.2877550078556,35.166020416654646,2719.271037142724,93.3920039543882,419.9491063915193,11.666132669895887,1027.6210328824818,8,8,8,24,40,40,8,0,0,0,0,0,0
2,c3,8,3450.067578949034,RECORDED,1850,850,850,450,1850,300685,332012,3495.396690323949,45.180888179689646,2954.551898641512,95.96544313896447,372.1063150987029,11.97627608012408,1229.6475331261754,8,8,8,24,40,40,8,0,0,0,0,0,0
2,c3,9,3347.6060201032087,RECORDED,2100,850,850,450,2100,352671,389192,3450.9750174172223,57.54674365743995,2776.368928353302,95.71862795297056,433.8980798320845,11.885627009905875,1089.1780563844368,8,8,8,24,40,40,8,0,0,0,0,0,0
2,c3,10,3331.504722736776,RECORDED,2000,850,850,450,2000,326000,360080,3409.3502665162086,47.598184833303094,2792.715154439211,94.37803058326244,412.2439496712759,11.710032096132636,1027.2689730338752,8,8,8,24,40,40,8,0,0,0,0,0,0
