model,method,layer,metric,n,mean,median,p25,p75,p90,max,min
qwen2.5-7b-inst,memit,6,under_realization_coefficient,100,0.310290899402272,0.3096817381279935,0.2448309135272218,0.3676823873849203,0.45633645603229855,0.613291960072753,-0.00048231632454709406
qwen2.5-7b-inst,memit,6,tau,100,0.6371975170670126,0.6223461603927346,0.5301747484529286,0.7471192237012225,0.8169939995239656,1.0055902624941473,0.3634140480748173
qwen2.5-7b-inst,memit,6,gap_norm_over_R1,100,0.20810523562971844,0.20445035832827757,0.17344722639589452,0.23489456251317362,0.26569192771956324,0.32157512293332047,0.110937448882126
qwen2.5-7b-inst,memit,7,rho,100,0.7260060445194173,0.7272428387725565,0.6969100086125435,0.7628623500603997,0.7904860533481697,0.8731924516616604,0.6138324629109881
qwen2.5-7b-inst,memit,7,under_realization_coefficient,100,0.2739939554805827,0.27275716122744353,0.23713764993960024,0.30308999138745646,0.3477491011034755,0.38616753708901186,0.12680754833833963
qwen2.5-7b-inst,memit,7,tau,100,0.33679684155634476,0.32297155025109997,0.2663498962736381,0.40228697576446176,0.45996357985704184,0.5545997110496859,0.17624426447687208
qwen2.5-7b-inst,memit,7,gap_norm_over_R1,100,0.15357820083959176,0.15592411832778788,0.12139126939502677,0.18091246636465746,0.20352763386277714,0.23624313286869106,0.08163590677169492
qwen2.5-7b-inst,memit,8,rho,100,0.8092059745269283,0.8134193050480727,0.7882162343313027,0.8300622213296227,0.8518223403347315,0.898226317490312,0.7305038261716211
qwen2.5-7b-inst,memit,8,under_realization_coefficient,100,0.19079402547307153,0.18658069495192725,0.16993777867037727,0.21178376566869728,0.23633868152329895,0.26949617382837887,0.10177368250968799
qwen2.5-7b-inst,memit,8,tau,100,0.005751885169798928,0.005009231743759978,0.00392947693049356,0.006935044179183734,0.00936977016054673,0.0154326052576272,0.0023085278880057678
qwen2.5-7b-inst,memit,8,gap_norm_over_R1,100,0.08900591559846534,0.08584970193769213,0.07332547062911496,0.09880659010338472,0.12940163209440694,0.149142227979627,0.041618360698446204
qwen2.5-7b-inst,alphaedit,4,rho,100,0.5714714899739421,0.5760922299082258,0.5138650869621686,0.6193096449290669,0.6766503189114282,0.7781843553407356,0.37827996342000614
qwen2.5-7b-inst,alphaedit,4,under_realization_coefficient,100,0.4285285100260578,0.4239077700917742,0.3806903550709331,0.48613491303783135,0.5480688124936207,0.6217200365799939,0.2218156446592644
qwen2.5-7b-inst,alphaedit,4,tau,100,1.359041717357962,1.3641558555737447,1.1691435999340163,1.5547568122337303,1.696959794989654,2.015845052592535,0.7677606255132332
qwen2.5-7b-inst,alphaedit,4,gap_norm_over_R1,100,0.28629195902708626,0.28554424393461875,0.24591671596695205,0.3205207539464171,0.343971114314488,0.40764717704908987,0.1914550814482495
qwen2.5-7b-inst,alphaedit,5,rho,100,0.6596218240049474,0.6587637674012576,0.5735734026680306,0.7382801148620426,0.8065834654244981,1.0880844986839056,0.3737795118632625
qwen2.5-7b-inst,alphaedit,5,under_realization_coefficient,100,0.34037817599505255,0.34123623259874236,0.26171988513795746,0.42642659733196936,0.5045687160297176,0.6262204881367375,-0.08808449868390555
qwen2.5-7b-inst,alphaedit,5,tau,100,1.0840645511789928,1.0773781048106632,0.9235932029192269,1.1840512350752466,1.332107628901158,2.1592904917750926,0.6726224724145561
qwen2.5-7b-inst,alphaedit,5,gap_norm_over_R1,100,0.265761698166326,0.26202315979903223,0.22490055618168886,0.2947820693255601,0.33188897420198116,0.5301588005479108,0.16604873139684498
qwen2.5-7b-inst,alphaedit,6,rho,100,0.8868514001342008,0.887824903263006,0.8337492521553471,0.9301182798544902,1.0001381731993622,1.1238772565408548,0.6673755675805144
qwen2.5-7b-inst,alphaedit,6,under_realization_coefficient,100,0.11314859986579925,0.112175096736994,0.0698817201455098,0.16625074784465282,0.22381601006855092,0.3326244324194856,-0.1238772565408548
qwen2.5-7b-inst,alphaedit,6,tau,100,0.6681839773701502,0.6645470022163522,0.5492711885672015,0.7479179774070366,0.8950475404790171,1.1169175000757656,0.3775225214178134
qwen2.5-7b-inst,alphaedit,6,gap_norm_over_R1,100,0.18728666489335768,0.18524788452227645,0.14981263950726098,0.22049735883453214,0.25435574641807723,0.32913167112772135,0.10159802045193951
qwen2.5-7b-inst,alphaedit,7,rho,100,0.973798953310685,0.9710146579525947,0.942033219569554,1.008464358023236,1.0351669650296498,1.0641634300623075,0.8577328353065644
qwen2.5-7b-inst,alphaedit,7,under_realization_coefficient,100,0.026201046689314847,0.028985342047405382,-0.008464358023235863,0.057966780430446035,0.07801545391428452,0.1422671646934356,-0.06416343006230751
qwen2.5-7b-inst,alphaedit,7,tau,100,0.3960449242000058,0.38276957260805183,0.3029867196561511,0.46881068223770184,0.560106259065838,0.71890001769161,0.19757398212197824
qwen2.5-7b-inst,alphaedit,7,gap_norm_over_R1,100,0.12324903578988199,0.11524084363936515,0.08626711913207949,0.15285677117847496,0.18390877020415866,0.24016214132962316,0.055105361101875736
qwen2.5-7b-inst,alphaedit,8,rho,100,1.013330390738368,1.0121533603267652,1.005256390759377,1.0193214354964173,1.0293077038581986,1.0701746533532208,0.9833563750200854
qwen2.5-7b-inst,alphaedit,8,under_realization_coefficient,100,-0.013330390738367962,-0.012153360326765172,-0.019321435496417183,-0.005256390759377005,0.0007673540527621658,0.016643624979914562,-0.07017465335322082
qwen2.5-7b-inst,alphaedit,8,tau,100,0.0028553303610909485,0.0024911035614548433,0.0017226277175954896,0.0037440851498202104,0.004712475468394023,0.007678974237595833,0.0007521211875231127
qwen2.5-7b-inst,alphaedit,8,gap_norm_over_R1,100,0.005037214229904608,0.004232459387055693,0.002194256932632992,0.006545747465147507,0.009985434119225076,0.02407697489228243,0.0002814499741764997
