batch,RS_rate,PS_rate,NS_rate,q_after_mean,q_worsened,distance_from_own_immediate_activation_mean,batch_net_actual_frobenius,W0_net_actual_frobenius,batch_squared_share,cell,arm
5,0.998,0.97599999999999998,0.79339999999999988,0.14528910478266505,64.599999999999994,3.0820298342586936,41.746341427642243,96.306933446698594,0.51040441806005776,QA,QCL
6,0.99833333333333318,0.97916666666666663,0.77849999999999986,0.14890742245227337,73.333333333333329,3.9096784375122393,46.150252130158506,106.7426702784134,0.47803662202183012,QA,QCL
7,0.99285714285714277,0.97571428571428565,0.70785714285714285,0.28475615320410474,85.714285714285708,23.410899532586978,189.35590048406303,217.85009119479261,0.025855858903206502,QA,QCL
8,0.82125000000000004,0.71999999999999986,0.62437500000000001,0.27862535595971266,75.625,22.62339960340271,50.057315186694581,223.92798418071928,0.5046970894982219,QA,QCL
9,0.80333333333333334,0.63500000000000001,0.61755555555555552,0.28512745202139023,87.777777777777771,23.637096127892232,85.129207970127325,238.86759839406483,0.37953526123695291,QA,QCL
10,0.77500000000000002,0.58150000000000002,0.60909999999999986,0.28926550985088556,83.700000000000003,24.906939480886262,61.8976968590895,246.51130858287723,0.47256424847264128,QA,QCL
1,1,0.94999999999999996,0.81399999999999995,0.0302121649661398,0,0,56.986919269583034,56.986919269583034,0.0324986974795725,QA,NQFIX
2,0.995,0.96750000000000003,0.80549999999999988,0.036395040490563448,50,2.0918758656456005,54.62793151357905,78.928680575683487,0.036469141854118203,QA,NQFIX
3,0.52000000000000002,0.505,0.47266666666666662,9.3546579012813922,93.666666666666671,823.17381626782583,853.3342246667554,856.97051270122483,0.35518195919804152,QA,NQFIX
4,0.5675,0.53500000000000003,0.50275000000000003,5.8388866516156037,33.5,651.14069592201781,514.67494930443581,998.76815208719586,0.16226672117980401,QA,NQFIX
5,0.57599999999999985,0.54500000000000004,0.501,3.890062560137912,40.200000000000003,505.5305754200769,427.57923062195664,1088.9403656724044,0.061297354275963903,QA,NQFIX
6,0.59999999999999987,0.56499999999999995,0.50916666666666655,3.3294063280168902,51.333333333333336,474.27181343500337,406.13242654485856,1163.4222714822636,0.1317052329001544,QA,NQFIX
7,0.57714285714285707,0.54642857142857126,0.49357142857142849,4.9476938958061494,71.714285714285708,1056.7723173872414,2483.984746277999,2722.895500249509,0.0040225229654908996,QA,NQFIX
8,0.57125000000000004,0.53187499999999988,0.49762499999999987,4.7266441962718062,47.875,1007.7354922551068,624.29207177244939,2791.487927697377,0.071605821931505206,QA,NQFIX
9,0.55444444444444441,0.50722222222222224,0.51700000000000002,5.4351942883714237,64,1113.8768018304866,780.55985724374852,2920.4222384529185,0.047893752861226602,QA,NQFIX
10,0.57799999999999985,0.50600000000000001,0.5101,4.8426844245682039,49.700000000000003,1039.9055952203576,877.28631689593772,3047.1641348980329,0.032971342059647801,QA,NQFIX
1,1,0.95499999999999996,0.82199999999999995,0.094474955251752493,0,0,41.069362589179178,41.069362589179178,0.34044502162768209,QA,ORBFH
2,1,0.96750000000000003,0.82799999999999985,0.095028415299294289,41.5,0.99885980711228395,40.709099895420131,57.829975867745496,0.35279889893910882,QA,ORBFH
3,1,0.97333333333333316,0.81166666666666665,0.097714644143257576,62.333333333333336,2.1815956754398709,46.62473006494271,74.293549798582092,0.30150584200112118,QA,ORBFH
4,1,0.97875000000000001,0.80125000000000002,0.099527466811836135,66.5,2.5259080397682885,39.468549141413355,84.131679796839265,0.34270377808497449,QA,ORBFH
5,1,0.98199999999999998,0.7944,0.10031943604943221,67.200000000000003,2.9043107532253072,40.048510667930955,93.174017169018597,0.33747235081176169,QA,ORBFH
6,1,0.98583333333333323,0.76849999999999985,0.10531027423823232,77.333333333333329,3.8841276557546922,45.556866777578591,103.69249759536127,0.29836125988682438,QA,ORBFH
7,0.99857142857142844,0.98357142857142843,0.76400000000000001,0.12151286838997075,83.428571428571431,6.8270489944862804,58.150812569537727,119.03434672565052,0.17114827602998031,QA,ORBFH
8,0.9425,0.85562499999999986,0.71950000000000003,0.13266137891130472,81.375,8.0852735477958166,47.36855881327628,128.13698738553828,0.2917661746462169,QA,ORBFH
9,0.96111111111111125,0.83999999999999986,0.72211111111111115,0.1449951514776909,86.888888888888886,10.132765175628782,77.957887113909408,149.85270387035166,0.27452757571968872,QA,ORBFH
10,0.94099999999999995,0.72250000000000003,0.71540000000000004,0.15528818183162135,87.5,11.617586603002426,54.201558103850715,159.30747082076036,0.41266235632895037,QA,ORBFH
1,1,0.94999999999999996,0.81999999999999995,0.13226928419767009,0,0,49.524441264228074,49.524441264228074,0.49522300940792041,QA,JAC
2,1,0.96999999999999997,0.81899999999999995,0.13193882586513833,38,1.0882281283437405,49.715044628936255,70.168498203400631,0.49931120543007762,QA,JAC
3,1,0.97833333333333317,0.80033333333333334,0.13620888683280613,61.333333333333336,2.1812376311570247,55.15134014861318,89.245301210397102,0.47888558366949358,QA,JAC
4,1,0.98124999999999996,0.79200000000000004,0.13883210727698886,64.75,2.5330740275014856,46.37645330478847,100.5491559987977,0.5207572345669772,QA,JAC
5,1,0.97899999999999998,0.78339999999999987,0.14002728155048433,66.200000000000003,2.9572977039228947,48.29576243108307,111.500785673829,0.51779203508685268,QA,JAC
6,1,0.98333333333333317,0.75316666666666665,0.1457839209422217,76,4.062141208028879,53.823005694587401,123.75271607483782,0.48157675255148391,QA,JAC
7,1,0.97999999999999998,0.75,0.15176171859304141,80.285714285714292,5.1333498003992135,53.570357421382425,134.79569206290267,0.45169678660735341,QA,JAC
8,0.89749999999999985,0.890625,0.74962499999999987,0.25780567228738938,41.375,4.4916902467430502,2.8488431748392797e-05,134.79569206882658,0.12156104171893641,QA,JAC
9,0.91000000000000003,0.89722222222222225,0.74488888888888893,21.005599351883124,80.555555555555557,5.2786303396392089,51.383926079871081,144.18871730537896,0.51059061981264453,QA,JAC
10,0.92200000000000004,0.90100000000000002,0.74439999999999995,28.600810445458137,78.5,5.8506550299844449,53.787597230150034,153.78811669364052,0.529467288326679,QA,JAC
