cell,arm,mechanism,metric,checkpoint_n,spearman,status
LM,O,batch_squared_share,NS_rate,10,0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,q_after_mean,RS_rate,10,0.74164476328967877,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,q_after_mean,PS_rate,10,0.96363636363636362,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,q_after_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,distance_from_own_immediate_activation_mean,RS_rate,10,0.74164476328967877,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,distance_from_own_immediate_activation_mean,PS_rate,10,0.96363636363636362,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,distance_from_own_immediate_activation_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,batch_net_actual_frobenius,RS_rate,10,0.74164476328967877,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,batch_net_actual_frobenius,PS_rate,10,0.96363636363636362,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,batch_net_actual_frobenius,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,W0_net_actual_frobenius,RS_rate,10,0.74164476328967877,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,W0_net_actual_frobenius,PS_rate,10,0.96363636363636362,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,W0_net_actual_frobenius,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,batch_squared_share,RS_rate,10,-0.14589733048321549,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,batch_squared_share,PS_rate,10,-0.10303030303030303,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,QCL,batch_squared_share,NS_rate,10,0.11515151515151516,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,q_after_mean,RS_rate,10,-0.98480698076170459,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,q_after_mean,PS_rate,10,-0.51515151515151514,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,q_after_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,distance_from_own_immediate_activation_mean,RS_rate,10,-0.98480698076170459,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,distance_from_own_immediate_activation_mean,PS_rate,10,-0.51515151515151514,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,distance_from_own_immediate_activation_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,batch_net_actual_frobenius,RS_rate,10,-0.98480698076170459,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,batch_net_actual_frobenius,PS_rate,10,-0.51515151515151514,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,batch_net_actual_frobenius,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,W0_net_actual_frobenius,RS_rate,10,-0.98480698076170459,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,W0_net_actual_frobenius,PS_rate,10,-0.51515151515151514,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,W0_net_actual_frobenius,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,batch_squared_share,RS_rate,10,0.98480698076170459,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,batch_squared_share,PS_rate,10,0.51515151515151514,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,NQFIX,batch_squared_share,NS_rate,10,0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,q_after_mean,RS_rate,10,-0.5539117094069973,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,q_after_mean,PS_rate,10,0.23636363636363636,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,q_after_mean,NS_rate,10,-0.97575757575757571,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,distance_from_own_immediate_activation_mean,RS_rate,10,-0.50467511301526413,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,distance_from_own_immediate_activation_mean,PS_rate,10,0.33333333333333331,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,distance_from_own_immediate_activation_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,batch_net_actual_frobenius,RS_rate,10,-0.012309149097933273,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,batch_net_actual_frobenius,PS_rate,10,0.64848484848484844,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,batch_net_actual_frobenius,NS_rate,10,-0.64848484848484844,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,W0_net_actual_frobenius,RS_rate,10,-0.5539117094069973,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,W0_net_actual_frobenius,PS_rate,10,0.23636363636363636,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,W0_net_actual_frobenius,NS_rate,10,-0.97575757575757571,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,batch_squared_share,RS_rate,10,0.56622085850493054,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,batch_squared_share,PS_rate,10,-0.20000000000000001,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,ORBFH,batch_squared_share,NS_rate,10,0.92727272727272725,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,q_after_mean,RS_rate,10,-0.60790554368006455,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,q_after_mean,PS_rate,10,-0.27272727272727271,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,q_after_mean,NS_rate,10,-0.93939393939393945,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,distance_from_own_immediate_activation_mean,RS_rate,10,-0.46808726863364969,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,distance_from_own_immediate_activation_mean,PS_rate,10,-0.15151515151515152,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,distance_from_own_immediate_activation_mean,NS_rate,10,-0.97575757575757571,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,batch_net_actual_frobenius,RS_rate,10,-0.13373921960961421,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,batch_net_actual_frobenius,PS_rate,10,0.1393939393939394,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,batch_net_actual_frobenius,NS_rate,10,-0.80606060606060603,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,W0_net_actual_frobenius,RS_rate,10,-0.55927310018565934,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,W0_net_actual_frobenius,PS_rate,10,-0.24848484848484848,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,W0_net_actual_frobenius,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,batch_squared_share,RS_rate,10,0.72948665241607746,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,batch_squared_share,PS_rate,10,0.45454545454545453,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LM,JAC,batch_squared_share,NS_rate,10,0.84242424242424241,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,q_after_mean,RS_rate,10,-0.69006555934235425,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,q_after_mean,PS_rate,10,0.93617453726729938,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,q_after_mean,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,distance_from_own_immediate_activation_mean,RS_rate,10,-0.69006555934235425,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,distance_from_own_immediate_activation_mean,PS_rate,10,0.93617453726729938,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,distance_from_own_immediate_activation_mean,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,batch_net_actual_frobenius,RS_rate,10,-0.69006555934235425,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,batch_net_actual_frobenius,PS_rate,10,0.93617453726729938,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,batch_net_actual_frobenius,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,W0_net_actual_frobenius,RS_rate,10,-0.69006555934235425,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,W0_net_actual_frobenius,PS_rate,10,0.93617453726729938,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,W0_net_actual_frobenius,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,batch_squared_share,RS_rate,10,0.63360564994161617,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,batch_squared_share,PS_rate,10,-0.94833264814090068,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,O,batch_squared_share,NS_rate,10,0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,q_after_mean,RS_rate,10,0.39634883165741774,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,q_after_mean,PS_rate,10,0.8666666666666667,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,q_after_mean,NS_rate,10,-0.92727272727272725,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,distance_from_own_immediate_activation_mean,RS_rate,10,0.34146976265869833,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,distance_from_own_immediate_activation_mean,PS_rate,10,0.95151515151515154,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,distance_from_own_immediate_activation_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,batch_net_actual_frobenius,RS_rate,10,0.40244650599060877,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,batch_net_actual_frobenius,PS_rate,10,0.90303030303030307,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,batch_net_actual_frobenius,NS_rate,10,-0.95151515151515154,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,W0_net_actual_frobenius,RS_rate,10,0.34146976265869833,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,W0_net_actual_frobenius,PS_rate,10,0.95151515151515154,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,W0_net_actual_frobenius,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,batch_squared_share,RS_rate,10,0.22561395032806855,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,batch_squared_share,PS_rate,10,0.51515151515151514,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,QCL,batch_squared_share,NS_rate,10,-0.59999999999999998,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,q_after_mean,RS_rate,10,-0.94727181327904997,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,q_after_mean,PS_rate,10,0.72948665241607746,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,q_after_mean,NS_rate,10,-0.92727272727272725,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,distance_from_own_immediate_activation_mean,RS_rate,10,-0.94727181327904997,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,distance_from_own_immediate_activation_mean,PS_rate,10,0.74164476328967877,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,distance_from_own_immediate_activation_mean,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,batch_net_actual_frobenius,RS_rate,10,-0.94727181327904997,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,batch_net_actual_frobenius,PS_rate,10,0.74164476328967877,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,batch_net_actual_frobenius,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,W0_net_actual_frobenius,RS_rate,10,-0.94727181327904997,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,W0_net_actual_frobenius,PS_rate,10,0.74164476328967877,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,W0_net_actual_frobenius,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,batch_squared_share,RS_rate,10,0.89708522714506056,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,batch_squared_share,PS_rate,10,-0.76596098503688137,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,NQFIX,batch_squared_share,NS_rate,10,0.96363636363636362,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,q_after_mean,RS_rate,10,-0.338501600193165,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,q_after_mean,PS_rate,10,-0.89970020464649558,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,q_after_mean,NS_rate,10,0.92727272727272725,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,distance_from_own_immediate_activation_mean,RS_rate,10,0.29541957835039856,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,distance_from_own_immediate_activation_mean,PS_rate,10,0.99696509163530589,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,distance_from_own_immediate_activation_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,batch_net_actual_frobenius,RS_rate,10,0.25849213105659874,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,batch_net_actual_frobenius,PS_rate,10,0.96656981445130263,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,batch_net_actual_frobenius,NS_rate,10,-0.95151515151515154,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,W0_net_actual_frobenius,RS_rate,10,0.29541957835039856,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,W0_net_actual_frobenius,PS_rate,10,0.99696509163530589,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,W0_net_actual_frobenius,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,batch_squared_share,RS_rate,10,-0.25849213105659874,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,batch_squared_share,PS_rate,10,-0.96656981445130263,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,ORBFH,batch_squared_share,NS_rate,10,0.95151515151515154,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,q_after_mean,RS_rate,10,-0.51064065669125425,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,q_after_mean,PS_rate,10,-0.47878787878787876,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,q_after_mean,NS_rate,10,-0.83030303030303032,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,distance_from_own_immediate_activation_mean,RS_rate,10,-0.38905954795524134,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,distance_from_own_immediate_activation_mean,PS_rate,10,-0.1393939393939394,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,distance_from_own_immediate_activation_mean,NS_rate,10,-0.95151515151515154,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,batch_net_actual_frobenius,RS_rate,10,-0.20060882941442129,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,batch_net_actual_frobenius,PS_rate,10,-0.0060606060606060606,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,batch_net_actual_frobenius,NS_rate,10,-0.87878787878787878,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,W0_net_actual_frobenius,RS_rate,10,-0.55319404474885869,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,W0_net_actual_frobenius,PS_rate,10,-0.34545454545454546,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,W0_net_actual_frobenius,NS_rate,10,-0.95151515151515154,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,batch_squared_share,RS_rate,10,0.66261704261127041,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,batch_squared_share,PS_rate,10,0.47878787878787876,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
LA,JAC,batch_squared_share,NS_rate,10,0.66060606060606064,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,q_after_mean,RS_rate,10,-0.83890965027848907,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,q_after_mean,PS_rate,10,0.060790554368006455,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,q_after_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,distance_from_own_immediate_activation_mean,RS_rate,10,-0.83890965027848907,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,distance_from_own_immediate_activation_mean,PS_rate,10,0.060790554368006455,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,distance_from_own_immediate_activation_mean,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,batch_net_actual_frobenius,RS_rate,10,0.69909137523207421,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,batch_net_actual_frobenius,PS_rate,10,0.10942299786241162,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,batch_net_actual_frobenius,NS_rate,10,0.90303030303030307,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,W0_net_actual_frobenius,RS_rate,10,-0.83890965027848907,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,W0_net_actual_frobenius,PS_rate,10,0.060790554368006455,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,W0_net_actual_frobenius,NS_rate,10,-0.98787878787878791,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,batch_squared_share,RS_rate,10,-0.49848254581765294,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,batch_squared_share,PS_rate,10,-0.32218993815043423,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,O,batch_squared_share,NS_rate,10,-0.72121212121212119,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,q_after_mean,RS_rate,10,-0.21329299106945496,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,q_after_mean,PS_rate,10,0.95151515151515154,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,q_after_mean,NS_rate,10,-0.95151515151515154,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,distance_from_own_immediate_activation_mean,RS_rate,10,-0.21329299106945496,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,distance_from_own_immediate_activation_mean,PS_rate,10,0.92727272727272725,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,distance_from_own_immediate_activation_mean,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,batch_net_actual_frobenius,RS_rate,10,0.037639939600492049,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,batch_net_actual_frobenius,PS_rate,10,-0.81818181818181823,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,batch_net_actual_frobenius,NS_rate,10,0.81818181818181823,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,W0_net_actual_frobenius,RS_rate,10,-0.21329299106945496,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,W0_net_actual_frobenius,PS_rate,10,0.92727272727272725,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,W0_net_actual_frobenius,NS_rate,10,-1,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
QM,QCL,batch_squared_share,RS_rate,10,0.018819969800246025,DESCRIPTIVE_REPEATED_CHECKPOINT_NO_CAUSAL_CLAIM
