cell,arm,stage,category,scope,unit,nll_new_n,nll_new_mean,nll_new_median,nll_new_q25,nll_new_q75,nll_new_p90,nll_new_max,nll_true_n,nll_true_mean,nll_true_median,nll_true_q25,nll_true_q75,nll_true_p90,nll_true_max,margin_true_minus_new_n,margin_true_minus_new_mean,margin_true_minus_new_median,margin_true_minus_new_q25,margin_true_minus_new_q75,margin_true_minus_new_p90,margin_true_minus_new_max
LM,O,IMMEDIATE_POST,locality,B10_ONLY,prompt,1000,7.7179844229273735,7.934006929397583,4.8266729116439819,10.500287532806396,12.534876537322997,21.663702011108398,1000,4.5261100122770292,4.0472390651702881,1.760504275560379,6.5291953086853027,8.7950500488281254,16.852560043334961,1000,-3.1918744106503438,-3.4328162670135498,-6.1343704164028168,-0.14247369766235352,2.7922427643090497,15.411487658973783
LM,O,IMMEDIATE_POST,locality,B10_ONLY,request_cluster,100,7.7179844229273726,7.5570029973983761,5.4821209343732331,9.9607283353805531,11.924811086654664,14.69563798904419,100,4.5261100122770301,4.3288685023784641,2.8761753871105613,5.769136905670166,7.1436232662200965,11.435823917388916,100,-3.1918744106503438,-3.073064076900482,-5.9284078970551493,-0.72896725051105016,1.3807849176973157,4.8763223171234129
LM,QCL,ENTRY_CURRENT_COHORT,rewrite,ALL_BATCH_ENDPOINTS,prompt,1000,10.108630943715573,10.005489826202393,7.3234589099884033,12.917124032974243,15.556764316558837,23.022165298461914,1000,4.1843478718167173,3.6109737157821655,1.5281572937965393,6.122763991355896,8.8101402282714858,16.502742767333984,1000,-5.9242830718988548,-5.9694846272468567,-9.2439703196287155,-2.6971578598022461,0.25620427131652834,10.626342535018921
LM,QCL,ENTRY_CURRENT_COHORT,rewrite,ALL_BATCH_ENDPOINTS,request_cluster,1000,10.108630943715573,10.005489826202393,7.3234589099884033,12.917124032974243,15.556764316558837,23.022165298461914,1000,4.1843478718167173,3.6109737157821655,1.5281572937965393,6.122763991355896,8.8101402282714858,16.502742767333984,1000,-5.9242830718988548,-5.9694846272468567,-9.2439703196287155,-2.6971578598022461,0.25620427131652834,10.626342535018921
LM,QCL,ENTRY_CURRENT_COHORT,rewrite,B10_ONLY,prompt,100,9.9178048634529112,9.6331048011779785,7.1798003911972046,12.979521989822388,15.575704288482667,19.696681976318359,100,4.3004887975938617,3.5414348840713501,2.1039741039276123,5.8056414127349854,8.5456180572509783,16.138267517089844,100,-5.6173160658590495,-5.277153491973877,-9.3141382834874094,-1.9945746660232544,0.54522790908813512,5.4423940181732178
LM,QCL,ENTRY_CURRENT_COHORT,rewrite,B10_ONLY,request_cluster,100,9.9178048634529112,9.6331048011779785,7.1798003911972046,12.979521989822388,15.575704288482667,19.696681976318359,100,4.3004887975938617,3.5414348840713501,2.1039741039276123,5.8056414127349854,8.5456180572509783,16.138267517089844,100,-5.6173160658590495,-5.277153491973877,-9.3141382834874094,-1.9945746660232544,0.54522790908813512,5.4423940181732178
LM,QCL,ENTRY_CURRENT_COHORT,rephrase,ALL_BATCH_ENDPOINTS,prompt,2000,9.4959143588417216,9.4666671752929688,6.984569787979126,11.961962461471558,14.433091259002685,20.9183349609375,2000,4.2560396977339403,3.6143860816955566,1.4151872396469116,6.3886646032333374,8.9656460762023933,20.619905471801758,2000,-5.2398746611077804,-5.1023871898651123,-8.4080115258693695,-2.1927411556243896,0.61666502952575708,15.120125990826637
LM,QCL,ENTRY_CURRENT_COHORT,rephrase,ALL_BATCH_ENDPOINTS,request_cluster,1000,9.4959143588417216,9.4268249273300171,7.2339914441108704,11.796001672744751,13.767125606536865,20.063069343566895,1000,4.2560396977339403,3.7565450072288513,1.9721483141183853,6.1934685707092285,8.3873464584350597,16.360570907592773,1000,-5.2398746611077804,-5.1019561141729355,-8.2382262647151947,-2.440120667219162,0.35595278441906064,8.6563535928726196
LM,QCL,ENTRY_CURRENT_COHORT,rephrase,B10_ONLY,prompt,200,9.6136455994844443,9.7549242973327637,7.1025683879852295,12.070387840270996,14.594068241119384,20.622903823852539,200,4.3317019778513348,3.692592978477478,1.6468208432197571,6.8467707633972168,8.8401597976684556,14.076905250549316,200,-5.2819436216331086,-4.7639979422092438,-8.7051274180412292,-1.7281854152679443,0.5679762363433829,7.4700350761413574
LM,QCL,ENTRY_CURRENT_COHORT,rephrase,B10_ONLY,request_cluster,100,9.6136455994844443,9.4670641422271729,7.0901672840118408,11.68932056427002,13.632558059692386,19.209955215454102,100,4.3317019778513348,3.8591126948595047,2.0593658834695816,5.9971848130226135,8.7407037258148215,10.872377395629883,100,-5.2819436216331086,-4.9638517908751965,-8.1878100037574768,-2.0978679656982422,0.69591856002807662,5.7530413866043091
LM,QCL,ENTRY_CURRENT_COHORT,locality,ALL_BATCH_ENDPOINTS,prompt,10000,10.083479729754268,10.122866630554199,7.3719499111175537,12.774256467819214,15.181859397888184,24.365030288696289,10000,4.6250360303506834,4.0415196418762207,1.5966801941394806,6.9464869499206543,9.7682340621948249,20.467983245849609,10000,-5.4584436994035848,-5.481831967830658,-8.8623876869678497,-1.9968948140740395,0.96504859924316455,17.853962808847427
LM,QCL,ENTRY_CURRENT_COHORT,locality,ALL_BATCH_ENDPOINTS,request_cluster,1000,10.083479729754268,10.150781679153443,7.9239306271076204,12.226200771331786,14.111094236373901,20.787388801574707,1000,4.6250360303506834,4.3819813251495363,2.8978859238515726,6.033013874292374,7.7669524383544921,12.790584754943847,1000,-5.4584436994035839,-5.3821871243417263,-8.0246365814004097,-2.833144590491429,-0.65082536220550502,5.7099321603775026
LM,QCL,ENTRY_CURRENT_COHORT,locality,B10_ONLY,prompt,1000,9.6872513307733463,9.7311162948608398,7.0120837688446045,12.233189582824707,14.821805095672607,24.344532012939453,1000,4.5925410067872141,3.9121553897857666,1.764956533908844,6.803147554397583,9.6021529197692885,18.682500839233398,1000,-5.0947103239861313,-4.9304611682891846,-8.3338550925254822,-1.8974812030792236,0.97747535705566657,10.958757169544697
LM,QCL,ENTRY_CURRENT_COHORT,locality,B10_ONLY,request_cluster,100,9.6872513307733463,9.3520850419998176,7.7292376399040226,11.914090645313262,14.049663066864015,20.787388801574707,100,4.5925410067872141,4.3321722209453579,2.8861137509346011,5.9234044373035433,7.3710625267028806,11.555918502807618,100,-5.0947103239861322,-4.7706069111824032,-6.9726121217012409,-2.9969429641962053,-1.0145100362598856,3.1567979395389556
LM,QCL,IMMEDIATE_POST,rewrite,ALL_BATCH_ENDPOINTS,prompt,1000,0.20192410732898861,0.0056332529056817293,0.0022255433141253889,0.015557150123640895,0.066069618612527983,14.453681945800781,1000,11.700755514532327,11.462033271789551,8.7567718029022217,14.475199699401855,17.091294097900391,25.129924774169922,1000,11.498831407203339,11.432296377373859,8.6977454053703696,14.473177222535014,17.091002842088347,25.129379182879347
LM,QCL,IMMEDIATE_POST,rewrite,ALL_BATCH_ENDPOINTS,request_cluster,1000,0.20192410732898861,0.0056332529056817293,0.0022255433141253889,0.015557150123640895,0.066069618612527983,14.453681945800781,1000,11.700755514532327,11.462033271789551,8.7567718029022217,14.475199699401855,17.091294097900391,25.129924774169922,1000,11.498831407203339,11.432296377373859,8.6977454053703696,14.473177222535014,17.091002842088347,25.129379182879347
LM,QCL,IMMEDIATE_POST,rewrite,B10_ONLY,prompt,100,0.047357002024000394,0.005653878441080451,0.0029062078101560473,0.012109247501939535,0.033442360907793046,3.4839110374450684,100,12.003709748983383,11.675028324127197,9.4124581813812256,14.343581676483154,17.203563308715822,22.86683464050293,100,11.956352746959382,11.666553909191862,9.4072521165071521,14.333868662302848,17.172897349903362,22.863587055820972
LM,QCL,IMMEDIATE_POST,rewrite,B10_ONLY,request_cluster,100,0.047357002024000394,0.005653878441080451,0.0029062078101560473,0.012109247501939535,0.033442360907793046,3.4839110374450684,100,12.003709748983383,11.675028324127197,9.4124581813812256,14.343581676483154,17.203563308715822,22.86683464050293,100,11.956352746959382,11.666553909191862,9.4072521165071521,14.333868662302848,17.172897349903362,22.863587055820972
LM,QCL,IMMEDIATE_POST,rephrase,ALL_BATCH_ENDPOINTS,prompt,2000,2.3792862619065347,0.71363046765327454,0.044315877370536327,3.7586155533790588,7.0897923469543471,20.261289596557617,2000,8.1552689609377413,7.9732351303100586,5.1663694381713867,10.900792360305786,13.61679334640503,24.116113662719727,2000,5.7759826990312071,5.8479923803824931,2.3130018711090088,9.5472057568840683,12.771147253364324,24.113743612542748
LM,QCL,IMMEDIATE_POST,rephrase,ALL_BATCH_ENDPOINTS,request_cluster,1000,2.3792862619065347,1.4555669128894806,0.16832108236849308,3.646037919446826,6.1664947899058467,18.478788375854492,1000,8.1552689609377413,8.0185009241104126,5.5466223955154419,10.528899967670441,12.871546316146851,19.092179298400879,1000,5.7759826990312071,5.8779368366813287,2.813457896001637,9.0907357281539589,12.064757286309034,18.98999257851392
LM,QCL,IMMEDIATE_POST,rephrase,B10_ONLY,prompt,200,1.9100913092923293,0.33108842372894287,0.035828433930873871,2.6237692832946777,6.3400005817413323,14.615960121154785,200,8.3304739660746421,8.210169792175293,5.5744614601135254,11.015054941177368,13.522908782958984,20.200033187866211,200,6.4203826567823121,6.3881951868534088,3.2918584123253822,10.31807935424149,13.070662000868468,20.198400043649599
LM,QCL,IMMEDIATE_POST,rephrase,B10_ONLY,request_cluster,100,1.9100913092923293,0.55343351582996547,0.065862845403898973,3.0142461629002355,5.7035636186599774,11.188713550567627,100,8.3304739660746421,7.6617353558540344,5.8925310969352722,10.85206139087677,12.772081851959232,17.66214656829834,100,6.4203826567823121,6.1179628153331578,3.6245820969343185,10.313111191731878,12.727773086621895,17.624316498986445
LM,QCL,IMMEDIATE_POST,locality,ALL_BATCH_ENDPOINTS,prompt,10000,9.3468171489651084,9.397735595703125,6.5757379531860352,12.133326053619385,14.645146465301515,23.52330207824707,10000,4.6134443219526435,4.040802001953125,1.6257077753543854,6.8910443782806396,9.7248749732971209,19.945245742797852,10000,-4.733372827012464,-4.7445027828216553,-8.1932641267776489,-1.2895164489746094,1.6971864700317383,18.486921921372414
LM,QCL,IMMEDIATE_POST,locality,ALL_BATCH_ENDPOINTS,request_cluster,1000,9.3468171489651084,9.4513732910156243,7.0401645004749298,11.492659235000611,13.612138099670412,18.372824287414552,1000,4.6134443219526435,4.3332480892539023,2.9847182573750617,5.9557739883661265,7.6201706206798558,13.034510087966918,1000,-4.7333728270124649,-4.6646229399892034,-7.3134506270289421,-2.292627790570259,0.18625722154974975,6.6493203163146974
LM,QCL,IMMEDIATE_POST,locality,B10_ONLY,prompt,1000,8.7450751065020444,8.7634124755859375,6.210111141204834,11.540769577026367,13.944862174987794,23.52330207824707,1000,4.6324338295222258,4.0474827289581299,1.8100882768630981,6.93304443359375,9.6339504241943352,17.283590316772461,1000,-4.1126412769798186,-4.2462786436080933,-7.4638147354125977,-1.0062034130096436,2.2821493029594424,14.735703904181719
LM,QCL,IMMEDIATE_POST,locality,B10_ONLY,request_cluster,100,8.7450751065020462,8.6432017803192132,6.8611572980880737,10.807901871204376,13.184076557159424,16.863590955734253,100,4.6324338295222258,4.3616082966327667,3.0232849003747106,5.9291206717491152,7.3507616424560549,12.103753280639648,100,-4.1126412769798186,-3.9652452975511552,-6.2774687865749002,-1.98109028339386,0.28037359178066501,4.0509940624237064
LM,NQFIX,ENTRY_CURRENT_COHORT,rewrite,ALL_BATCH_ENDPOINTS,prompt,1000,9.3809237830061463,9.2096891403198242,6.4841052293777466,12.09181022644043,14.793106365203858,22.580865859985352,1000,4.375032743171789,3.9209247827529907,1.5976730585098267,6.425571084022522,8.8916126251220717,17.386072158813477,1000,-5.0058910398343581,-4.910901665687561,-8.3477789908647537,-1.8824019432067871,1.3571480751037599,17.069201912730932
LM,NQFIX,ENTRY_CURRENT_COHORT,rewrite,ALL_BATCH_ENDPOINTS,request_cluster,1000,9.3809237830061463,9.2096891403198242,6.4841052293777466,12.09181022644043,14.793106365203858,22.580865859985352,1000,4.375032743171789,3.9209247827529907,1.5976730585098267,6.425571084022522,8.8916126251220717,17.386072158813477,1000,-5.0058910398343581,-4.910901665687561,-8.3477789908647537,-1.8824019432067871,1.3571480751037599,17.069201912730932
LM,NQFIX,ENTRY_CURRENT_COHORT,rewrite,B10_ONLY,prompt,100,7.6480511537194253,7.4832460880279541,5.3738305568695068,10.105915784835815,11.827912998199468,15.995755195617676,100,4.828250420242548,4.5342986583709717,2.2755855321884155,7.5089931488037109,8.444770336151123,13.026668548583984,100,-2.8198007334768773,-2.7209317684173584,-5.3424402475357056,0.081487178802490234,1.621453666687015,6.9975555837154388
LM,NQFIX,ENTRY_CURRENT_COHORT,rewrite,B10_ONLY,request_cluster,100,7.6480511537194253,7.4832460880279541,5.3738305568695068,10.105915784835815,11.827912998199468,15.995755195617676,100,4.828250420242548,4.5342986583709717,2.2755855321884155,7.5089931488037109,8.444770336151123,13.026668548583984,100,-2.8198007334768773,-2.7209317684173584,-5.3424402475357056,0.081487178802490234,1.621453666687015,6.9975555837154388
LM,NQFIX,ENTRY_CURRENT_COHORT,rephrase,ALL_BATCH_ENDPOINTS,prompt,2000,9.0112402496119035,8.9370279312133789,6.455231785774231,11.553896188735962,13.850404834747316,21.128149032592773,2000,4.4653809714834205,3.8821313381195068,1.6197272539138794,6.6401207447052002,9.3331501960754402,20.736089706420898,2000,-4.5458592781284821,-4.5452302694320679,-7.7624056935310364,-1.567899227142334,1.4187751531600958,14.867418019101024
LM,NQFIX,ENTRY_CURRENT_COHORT,rephrase,ALL_BATCH_ENDPOINTS,request_cluster,1000,9.0112402496119035,8.9891922473907471,6.6979150176048279,11.328335762023926,13.579934549331666,20.063069343566895,1000,4.4653809714834205,3.995965838432312,2.09370575286448,6.3154358863830566,8.7189669132232677,15.776357650756836,1000,-4.5458592781284821,-4.5223204419016838,-7.6037331968545914,-1.7852647304534912,1.1595294237136846,12.582038595341146
LM,NQFIX,ENTRY_CURRENT_COHORT,rephrase,B10_ONLY,prompt,200,7.952061126753688,7.8737733364105225,5.8404585123062134,10.05657696723938,12.767838382720948,17.137205123901367,200,4.785122867524624,4.509857177734375,2.3291330933570862,6.8685756921768188,9.2758511543273929,14.861824035644531,200,-3.166938259229064,-3.1816849708557129,-5.9525943249464035,-0.6474609375,2.3072979927062987,9.1164385676383972
LM,NQFIX,ENTRY_CURRENT_COHORT,rephrase,B10_ONLY,request_cluster,100,7.952061126753688,7.9245975017547607,5.763873279094696,10.091544151306152,11.826567554473877,16.388869762420654,100,4.785122867524624,4.352637767791748,2.4164982065558434,6.7915213406085968,8.9575962066650412,13.225859642028809,100,-3.166938259229064,-3.0807252675294876,-5.9661148637533188,-0.70659033954143524,1.7349437296390631,8.2149070277810097
LM,NQFIX,ENTRY_CURRENT_COHORT,locality,ALL_BATCH_ENDPOINTS,prompt,10000,9.397184148205648,9.3982725143432617,6.6105633974075317,12.121024370193481,14.676589107513427,24.311275482177734,10000,4.6611659396679377,4.1402480602264404,1.7309234142303467,6.9958717823028564,9.6834554672241211,20.976346969604492,10000,-4.7360182085377103,-4.6356920003890991,-8.1969104409217834,-1.2931647375226021,1.64272918701172,18.167000164277852
LM,NQFIX,ENTRY_CURRENT_COHORT,locality,ALL_BATCH_ENDPOINTS,request_cluster,1000,9.397184148205648,9.4222836971282966,7.0986334860324867,11.689101552963258,13.813756275177003,18.684384727478026,1000,4.6611659396679368,4.3223786726593971,2.9157964266836642,6.0657611424103379,7.785664315223694,12.918731880187988,1000,-4.7360182085377112,-4.6175822377204891,-7.5342262029647822,-1.8047321917489172,0.51002345979213748,7.09944041967392
LM,NQFIX,ENTRY_CURRENT_COHORT,locality,B10_ONLY,prompt,1000,7.487517287995666,7.4544246196746826,4.9935863018035889,9.7537672519683838,11.953646755218506,21.382917404174805,1000,4.7597883565193042,4.5495216846466064,2.3161804676055908,6.6060316562652588,9.1026432037353526,16.794231414794922,1000,-2.7277289314763622,-2.6149013936519623,-5.5636131167411804,0.17904973030090332,2.3899778366088871,12.339507848024368
LM,NQFIX,ENTRY_CURRENT_COHORT,locality,B10_ONLY,request_cluster,100,7.4875172879956651,7.3889902830123901,5.5806921362876896,9.2936804056167599,11.328968152999879,16.715555572509764,100,4.7597883565193042,4.8028869926929474,2.9544576101005076,6.3279912889003755,7.5622813153266915,11.928443431854248,100,-2.7277289314763613,-2.495941084623337,-5.316990886628628,-0.33919761851429936,1.1137904477119469,4.8621739536523823
LM,NQFIX,IMMEDIATE_POST,rewrite,ALL_BATCH_ENDPOINTS,prompt,1000,0.023219192475251477,0.0016922333743423223,0.00060806557303294539,0.0069710258394479752,0.022739453427493572,5.2140598297119141,1000,13.906481256484986,13.431481838226318,10.868988513946533,16.683376312255859,19.759185028076171,31.952245712280273,1000,13.883262064009735,13.429830189328641,10.848526821180712,16.676476264037774,19.758733597624815,31.951573478698265
LM,NQFIX,IMMEDIATE_POST,rewrite,ALL_BATCH_ENDPOINTS,request_cluster,1000,0.023219192475251477,0.0016922333743423223,0.00060806557303294539,0.0069710258394479752,0.022739453427493572,5.2140598297119141,1000,13.906481256484986,13.431481838226318,10.868988513946533,16.683376312255859,19.759185028076171,31.952245712280273,1000,13.883262064009735,13.429830189328641,10.848526821180712,16.676476264037774,19.758733597624815,31.951573478698265
LM,NQFIX,IMMEDIATE_POST,rewrite,B10_ONLY,prompt,100,0.086367940843774707,0.016195794567465782,0.0077664651907980442,0.045075184665620327,0.12073873504996301,3.1244618892669678,100,11.550256390571594,10.833099842071533,8.5242934226989746,13.308251142501831,16.440098381042485,26.200075149536133,100,11.46388844972782,10.754220740869641,8.4785478389821947,13.30162355984794,16.437276205752283,26.199407442880329
LM,NQFIX,IMMEDIATE_POST,rewrite,B10_ONLY,request_cluster,100,0.086367940843774707,0.016195794567465782,0.0077664651907980442,0.045075184665620327,0.12073873504996301,3.1244618892669678,100,11.550256390571594,10.833099842071533,8.5242934226989746,13.308251142501831,16.440098381042485,26.200075149536133,100,11.46388844972782,10.754220740869641,8.4785478389821947,13.30162355984794,16.437276205752283,26.199407442880329
