case_id,cohort_id,cohort_index,birth_batch,rank_sha256
4438,U010_020,3,12,00be4c849bab0e289ff40db450a274b6a30d35846466ea722f4ddfe129878cd6
1061,U010_020,3,14,00cd9fe5f1ca955449b7a477df986455afac686ad7628b624c3e6ba4b3290606
17298,U010_020,3,12,0159246b8b390b8a8de40a3fc71ac8418a4e08e6a2ee198c228de5d53a9347ce
18834,U010_020,3,11,01ee2b45d9b1ffe8fa07067b1275de0d8cb31f4204c0ed5890053ecbbf5817d3
4318,U010_020,3,20,020881f846dcb0ac832e58b9d510f21fe3f3f2b0c99eb6d5b361e10a8dac8756
6822,U010_020,3,20,0261496b6a8b484443a8de77f843112046c60cfefa81d03463b78ecd816a23d6
10205,U010_020,3,16,02ea768cada1e32c459f7737cf84a9c933a1a63c95996bc8a5516dc4fa933440
13269,U010_020,3,18,03024873f7f900055ae8c2be8775b91d0e9193de420e792835ee1a2751dc6550
10072,U010_020,3,19,0313bcd5cf45a5477ccaa9002ace527ff6aad222c2e6322f2689982d04d8eb90
8932,U010_020,3,20,03b3d72478e4ef07bf13d7f54adff3fc82438813466b9c2bbcc5d88364e31ac0
18324,U010_020,3,12,03f1723470ada1d539cfe9d74cbfed28c0bdc80ed428828b1a41750e6e1fb6f0
9330,U010_020,3,20,0407677af699bbb075876d6071b97a12699665b33f389fe97033e19944f930c9
528,U010_020,3,13,0421296fa306a9c3743d4cf98edf0cfda4a3056933669925d73956c2f88749f6
228,U010_020,3,15,0522eb8d93f4fbad59386146e95c35688032fb338d64980f05e8a90126905b93
16872,U010_020,3,17,060cb82ae439bfba86a625f48eb9b29b03fe952df5356896c1c0c485979f8fee
9340,U010_020,3,12,06770b35a238de85748349fa1107fee16615ab1f5da8ec084cabcc9a8832610c
4005,U020_030,4,25,000e44cbec2c251758057e71be16256b4477a71e091c2eff0fd4b7641d3180e5
1708,U020_030,4,26,0019c6d21a9a485ec003a44d0ef659e1c4d7cddba936771a2202f83e97e64000
4742,U020_030,4,26,0033cb4bc60bafdf52e97f54c886e84c8bbcce3dc7b7783ceb7a7f6c40493214
4184,U020_030,4,23,006756ecde0cc1b1777bbe10c1b1767c45c787d4033100b468c29534909d505e
18450,U020_030,4,22,006aaadc978e4be377727d3c7106c9d38604282cd27e0bd8c77aa20b50cc0233
11504,U020_030,4,27,014f3d3705520f9fc35e64a37bfaa6da460e921fc7071d2f34bbd5e8d42b0fd0
21059,U020_030,4,25,01d76048641b6d1bac4aee9966871879eb2cf32290f7f48f4c0b1b507d78076c
8293,U020_030,4,26,0204ef1a2fd4fc6e730fd5bdb237a2d3d8d6eb917ef407f4d5710d015686688a
15511,U020_030,4,25,02061467ff79f908221a7289421563bb13498332e30b40805984c5b0e3322867
21847,U020_030,4,22,02bec2907c226d01f23c2be5d651291e2931fedb33bc2cf08937beedc7f79f83
4702,U020_030,4,27,02f2d1a9d2f5ee7b647e9d0c84d15c9a5aa043d04f81daf174c3ab1d6133a1a3
9796,U020_030,4,21,033623ab0de56a4be239041c14416965f63918018c3409f05f9360963ad1ba14
445,U020_030,4,21,033c55fa92f9a46bd2a7d03731fe459f6fbb8ae080037d12e36fb262e3354e0a
1847,U020_030,4,30,03d916e4741b87ed10d5d3879a168bc3290b6ed5142f808de3f7334f646cbc8a
6660,U020_030,4,26,03e8b33d5342aa3714e1596e094528e2fa2cdf3ca568d308b55786a83cb8f13a
17842,U020_030,4,29,03ecc63bf7f25402686d7635369fbd92dcfdc2ef2ee60d85759ca707ae46541a
7391,U030_040,5,31,00d4027b239cafd6d4d5d977dfe9008f3413d1f22331ac04cac80f1985a3d207
16671,U030_040,5,38,012596ce0e27519aacd5474897edfe9557c9dd58d619bb291e0da914280cc628
17869,U030_040,5,39,018e11ec0844f70292900698deb02f7baecddc4192ffae141286db3f9785869f
10948,U030_040,5,40,01ca78524cd1d22c19960f23ae69b70f72215169d1663af68efae3d9894d2750
8712,U030_040,5,39,01d5186602a87708767aaceb4b173b16ff4c6bc4c277662bf2ae057e1cf64aa7
1317,U030_040,5,34,029b65b8d5aa889de0a0fa5a70bae2cacec5dc44b0398fe97b2fa77e64da0cbf
13277,U030_040,5,31,034c8198317d617a3230822de248aa51a820f277f35b29e28e9069a891812d28
7196,U030_040,5,31,03e014a987b593093627fa0c0b82452e37c9e7460b735093ad7f822c2744d7f0
7747,U030_040,5,34,03f1a39c94a0de5e5870b05d5d7632d81ffe14f334434ccc44c1c61d379ca9c4
15266,U030_040,5,34,0454f4deacfe3d80ada2caa176b7c1e6219df2701c5c05ca6f9845f35b115e6b
9154,U030_040,5,38,04673b75bbeaed70a9b4ba341b231251f1dbd7d12addd37c6fa5c7430855606e
10799,U030_040,5,37,04cb18f9308bbecaa4f80dc93157a66e6547aed21a6073d399efb5bc8e2e79e0
10748,U030_040,5,38,04d102815dfbee79603bc62568f4eec7f809985ab5a14c1c341422ccfd486c36
3464,U030_040,5,39,04ee44ae604bfbca3b3e26df46124f0ef70f75abf073d7820f7c1dbfad14fbed
19905,U030_040,5,40,05914104371302c03497fd95f1af5a2c633339809392563864700ac3abb3da84
9902,U030_040,5,33,060d450733e0abca295bc4b5905fca0d2387eb7ba1b60680c1425707c237f4ba
6880,U040_050,6,45,0020351a8657f9a9d544f129c0ba367168c8e42466f78b92aa99c3df728ae3bc
16109,U040_050,6,48,0057591bfd6e61052a60137d79dfb9dd13f91b18c528ee8e187fcf71b4b3f590
1752,U040_050,6,50,007f5d5d369602c41ad1b096db212c39b661b26ba5c90365783363c64f9d9ce7
15683,U040_050,6,44,00e45192fc3b0dac28622e1872da649d033210e2e352843623ed464ba654b5bf
20535,U040_050,6,43,0100ebb70d3c377c5c5a504323f926881127f722d259046457478f6e5b0ba6e6
677,U040_050,6,44,025cc8d3b838daa3eba9f9b85ec5169811908b8e22e5bfaa036e87c26944b5ea
12475,U040_050,6,42,0305a78e2db90da22c996e717083844ef28d89cc8da466d4838bac34f6964f6e
5706,U040_050,6,42,0385cf23d49ed608e8b263f689e242adba7280eeb12ee7de7c8a89d2bb9878cf
2153,U040_050,6,45,03adb7d29a683d32a034b9306c801f0f5df47d0df82231fada0bb667664fe108
14709,U040_050,6,41,03fc00aa787d289961d74ff28e347e11a058d53a8612a97d4730514642013b63
6164,U040_050,6,41,0407e448554deb0ae13067e40b7ca1d0be4152e534c504d4f1faabc437ccc6a2
20995,U040_050,6,47,042d1e400293dfa5aab7ad033543c150cddf9cd517dcd37f7f88cddf00129bda
5571,U040_050,6,45,047f775feba0d5341fc206c32ebf6ea4e815942daa0ef2cba487770b436154dc
17196,U040_050,6,47,05138188ece2bfe4b09fe08ca9610486b9f901e824a9fad28ef0b9a767dcd93a
4204,U040_050,6,46,059e6d3dafb38ad853440c11ecfdf56281f446237d93ae8f1a2885b99aa6127c
14351,U040_050,6,50,0608940c82158244d9700d4803cfa66ca8834420f3d4ec353d2f3f4f83c2f02c
18203,U050_060,7,55,004bf79ec4e0d1b794203580dcd296ad7f8d96bb7b293ee26b18436ea1aabdd8
1744,U050_060,7,52,00a336a910b31a0ac1ba8756b591719d76d214501c2689100828ab04df0b3662
17885,U050_060,7,53,01e14550027ee936e6d1b8baa1fac7cd6863a72636d8c0016feea59e7d051078
16930,U050_060,7,60,023e6d6cc51e3a5b40c3cf588b8a148dd5155760a2c535f2f7829c8c625b56ed
137,U050_060,7,58,024e6b5055947d36068d55812ed0ab21db3948a9d19a39bfa45fe582fc78822a
15,U050_060,7,55,02752dc52dc3c0f74d3a32ca6119f42fffba93f42b15366a4d64ec3d7d1d2bdc
1429,U050_060,7,58,02ed56f787b999b9fcb10b23769e9a07dd3e8a1189d9ec1dfcc37d053eb27a9b
5314,U050_060,7,56,02f3f6c362de202ede470189256d9288fc48330d740ccd776b7f3c5768b3fc42
17095,U050_060,7,60,035af6e7d323c7f8ab6a2494ee9572d52c12f946cb2cba2874bd4d5370948ea5
6857,U050_060,7,55,03a5c7d8ffabde1fad7aea5fb40466a7e5cf57c08e55feaf3c54a98233e316a8
6465,U050_060,7,53,03c9f0f19427587fb136dd6a9400fb074a3c5204dd613d230bbaa570bfc34ac9
2629,U050_060,7,57,03ea91485940bc90373e7a801efe947e0fb9df89fd517df915e12d0ba6fadaa9
5771,U050_060,7,51,0402d4e9a9a4bd58787ae19cd0eebee92dc058216e2c7ddcde6fbd116465242d
19240,U050_060,7,54,040b2104161599fe3d57b336b5ce1bc466ced427462112b1bab041efbfd2db97
6442,U050_060,7,52,04564560144ac0354389f4a8e330939a32ef97bba37feedc21c93c0d27759cbe
7101,U050_060,7,53,045c17961f9df39875e818892de917d2f00f5901374a9a1f6da74cda4606434a
4047,U060_070,8,61,001831d0f689667c5d9c264b1696c4b1299d80ba99f1d75247eff529a037b90d
8853,U060_070,8,61,0024d72f96fdf67673187d8063b4f7b761b047039601f0476e774c067193ff2e
15725,U060_070,8,66,002f02ee8bc84417cb6b58d59ead689f3c8cb3b0760a3d978b5d402e0deef315
11742,U060_070,8,64,006269f57c7902eff3953226f4d5a1ba0b22a5b600734e01abb846bc29430399
11928,U060_070,8,66,008b2970765c4780b76dea693dc15282990a5ab9759b37466a9968a17bfeebcf
9950,U060_070,8,63,0092eccb79382479e2ed60b5270944c1b42ec824165cab95cf0ac67e545e2ea2
7153,U060_070,8,70,00a240481d8648749c3b40b12800db144e4ff45968732e4cf6ab54c5476d1a67
409,U060_070,8,66,00a593a33bcd79a71b1c0f697074459e7f0b8f22c063c95a3e8f7b5cfa28d90a
12264,U060_070,8,64,00e2d898f7fd7915298e9a119771dcd0f5d48e822e4ae99c1d1c4217fcbf61bc
18960,U060_070,8,66,00ffdaf305785574165750c635c1edf6535fb59161d6422bb74409b30349fc9e
15081,U060_070,8,67,0118715b6d0c7541cfcacd7d01efb97ec224a20ac67cd7dd306eac530b2145a1
1413,U060_070,8,63,0249f6d519029dd43c43bcf287b425bcf799a495b90de31e6db3dfc181774a73
10520,U060_070,8,69,025fd517be2889c549541f4a6670e9acd317a2bd16188d7675a725b139a68cd1
2504,U060_070,8,64,02737574dde5f0fe3dc20667f7346bae393fb360127909c66069decc06b2c0f3
5383,U060_070,8,70,02a20a389bd702e68e4d0bbbb66f7af107f1f40e76a5991062cdc88c30e78de7
10546,U060_070,8,66,032f9111e5838b4808b7ed3a70d01a5daf9027e8e91721862a6aed9cb59b8aa1
6309,U070_080,9,73,00034a12a6ccd3f352ce3e4c3fd14a4acc2639ae5e5425e67f6ac724417a518f
20832,U070_080,9,72,0006c63fb2827199b46b1a13c1481cb69d99e2643ca1858be3cd154cd89c37d2
550,U070_080,9,80,003fbb34cd4ab795cca01e97dcdd8a98da60c69650f2f477cb913281d278ede4
259,U070_080,9,80,00afccf667730a0cc35135c38ff338d94448980564d0a4f2435dc4079bbc4fa7
10148,U070_080,9,76,00e1260005de25492e911d296d9d602f96b4c90d7c6bef9d3e91064d02e365fb
15394,U070_080,9,80,0148d830100045af5b4fae0d657009703be6d2e3e82231fdd9ca36b2aac783ee
6461,U070_080,9,78,0171f2a5be232d764fea0614f0302d00fb6492b0c0b8135548bf55239b11660c
1130,U070_080,9,79,01b30b86dc4fee53a23a168f72ee04028daca149caba2f1c7f9129a7b20725f8
8005,U070_080,9,77,01e66791d1886c635d6aed8ab16d1c3a3d54a62c9ebb61425d2827ba20acf02d
19738,U070_080,9,77,01f0faf89208465b1b11793c35d6519173dc9c5f971cdd0df655ec64642150d2
10413,U070_080,9,79,0223f6ce91ca24a4fc2f28999e2793f19739c1c6ebaabc69d19c802290b887e9
14869,U070_080,9,72,0237cc43b6a68473b9dfea4d9002ae1d0bb69e67fde42ef21e183d130e3bfaf8
9894,U070_080,9,80,0295dbd7c0adeed13159bdc27a281d06a7a1cfba016ae6848247328ee1037932
7974,U070_080,9,71,035c02976b63d9e0a181e46138d3914c7c24d16ebff1b624282a86ee09ee2929
9010,U070_080,9,73,03b4c35785e207ff9151575472c0b0452e357c40b9e79a34bf132c5513d35f15
16573,U070_080,9,73,03f4a4cfc2cf32c8674299774cbce4299335c0f2231dfdf40672c24ec2d7ca57
2601,U080_090,10,84,001026d0a44aec5eee2a780e697fd99fcb500bbfad6b48be743c77f1bc7aefd0
8928,U080_090,10,86,0018fc8663bfbe3a8c4e22be59fab83a53166309ea5260ed24ba277b38de6c4d
13207,U080_090,10,90,0083774947b61b9312ff5cb5c53f4067ffa95988b337a1d6254bbc0e75439129
15891,U080_090,10,87,00dc109cd08170329e767c57c966fa94423209d86a2962994a4b9a6a36280399
14785,U080_090,10,86,00e636464aa75e7c593940bd9ad57ecb5d4a1b182b269be1e7d965d6179e6f2f
9080,U080_090,10,87,01028e52bc8341db735390b6a9ea551de7718e6619c076e3afeb7445b2ad782a
1357,U080_090,10,89,01298b84f313d5f2e778e9cb5338da2b74691cf40cbc429dc4b83586736fb2a2
20338,U080_090,10,86,019677a41d667e74578a80360ee5baab42bddf97dcee5928b570028ecb599ade
877,U080_090,10,89,0276c568a92613c7ff302f86b2349bf7e76ac07894d73dc52804d6e2d4d3a3be
443,U080_090,10,85,02b309d0c6dab0fc9afdab2c7bd10f197cb0eb2600d4e9d8681b11f7e12e5be2
13897,U080_090,10,84,030cb277c2e6d8f6d81fb741bbd59c4bd481a49ecc6a7b427e7046dd13a5a8e3
4493,U080_090,10,85,03c538d89c39dd3b56cd7d514923e4814db70e51feec22fe20b17c4b6e3f9846
12159,U080_090,10,89,03cc90b7e5409895598827020153cff8fb3b02d2666f9949e91b91ea0961e96b
4281,U080_090,10,90,03e68235e4e61fb1fda500835316965a245c4e4101b78115d22b0ff5c560b1fc
7047,U080_090,10,82,043f4ccad31fecf6d236de67919b9ccdef9bf4bb39e477cdbcfe176126df5a39
3361,U080_090,10,89,047fc67b46b405664ce550cea5c6a15a415e0811ef950edc4325dd7a802a8164
9644,U090_100,11,92,00305dfcc9c923b5ce2a371b5bfaea39a341b2a36cacb4500a117ce970d0cbdd
5022,U090_100,11,95,0056acb11e75a4c19b0f12309e6c004edbe812a9c0520f81c30e5148de7efb52
13776,U090_100,11,97,00870ea3beca0ad6d0ededa9546856f97307bbbb20c886b01f6f5fffd0807b66
8200,U090_100,11,98,0094056c378bb5e0026ada1293bd46713aeff7b48c301edf010f8898a42117e7
2199,U090_100,11,97,00d9a68d6b7a3453649b340bdc601f6fe7506fe192053127823c8d8dc7275628
15572,U090_100,11,94,011f3771061b25ec67463f9fe8042d891d8ac00d293a1480887c2955ba337120
12393,U090_100,11,100,0125a1d23db1c06d867380b3aaefd8fdeff5eb82d40662d435321f8ec7e9f0b9
14535,U090_100,11,91,0133750376f4fd8b24b1fcb79f226aff06c732555954c3c7ccd17321049b8818
4907,U090_100,11,96,014cc2df61e243de6de6ac49b03e178bf21bbc7f2345c84436453a1c7b5b5f22
3531,U090_100,11,98,0154e326d5e99f278b256e0da78ae6a13b0a82425814e5603f2a6846f59167be
15262,U090_100,11,91,02220f6fe28a81d3fe12b4a00843aa28642a62b74758c02be6dec70ce1d288e4
17317,U090_100,11,93,0228fa0f175b6f8734862d4f72a6104f004855c0f1fdb3b16f978a8329959bf9
314,U090_100,11,96,02749ea8b220131bbe4bc0297d0f28fa843dcf04c7c2028ec525985f57a5eb17
13070,U090_100,11,91,02acea82c9edc09dcabde2227e50135cbadf2aca2b45719d76f26289cd634af1
8067,U090_100,11,92,02b2efb853017184014200228d0d0010e05bc28e1ba4856d4194fc982afba4e1
14033,U090_100,11,96,02bba19a1c8948d9ba57a9c457f976713510fb81c57ad1359474fd9ca4fd6186
