entry,batch_raw,bank,arm,N,OS,value,ratio_to_N,reduction_from_OS_pct,reduction_needed_from_OS_to_equal_N_pct,OS_ten_percent_reduction_target
Middle,100,Base,BF1,0.05903529695698263,0.19879436193518954,0.18279418874416872,3.0963541841309907,8.048605119010944,70.30333436909585,0.1789149257416706
Middle,100,Base,BF8,0.05903529695698263,0.19879436193518954,0.17517693088194536,2.967325310645797,11.88033243163299,70.30333436909585,0.1789149257416706
Middle,100,Base,Frozen-BF8,0.05903529695698263,0.19879436193518954,0.17685345707817976,2.9957240192600016,11.036985477567463,70.30333436909585,0.1789149257416706
Middle,100,BaseAudit,OS,0.03662795255332121,0.13350771166616254,0.13350771166616254,3.6449679100083046,0.0,72.56491621629334,0.1201569404995463
Middle,100,BaseAudit,BF1,0.03662795255332121,0.13350771166616254,0.13349622137572728,3.64465420723121,0.00860646197277104,72.56491621629334,0.1201569404995463
Middle,100,BaseAudit,BF8,0.03662795255332121,0.13350771166616254,0.1335130610005682,3.64511395514686,-0.0040067606124738475,72.56491621629334,0.1201569404995463
Middle,100,BaseAudit,Frozen-BF8,0.03662795255332121,0.13350771166616254,0.13350183808810753,3.6448075522037984,0.004399429802004473,72.56491621629334,0.1201569404995463
Late,100,Past,OS,0.023383254784692813,0.03783633365900139,0.03783633365900139,1.61809525694301,0.0,38.198941273132945,0.03405270029310125
Late,100,Past,BF1,0.023383254784692813,0.03783633365900139,0.03505936222248376,1.4993362791151887,7.339430563079885,38.198941273132945,0.03405270029310125
Late,100,Past,BF8,0.023383254784692813,0.03783633365900139,0.03395546315996112,1.452127322420021,10.256994068232073,38.198941273132945,0.03405270029310125
Late,100,Base,OS,0.05182043656939688,0.11058300564611327,0.11058300564611327,2.1339651490203626,0.0,53.13887855858054,0.09952470508150195
Late,100,Base,BF1,0.05182043656939688,0.11058300564611327,0.10207389091117897,1.9697613078670937,7.694776141430893,53.13887855858054,0.09952470508150195
Late,100,Base,BF8,0.05182043656939688,0.11058300564611327,0.09583316167615782,1.8493314225135866,13.338255624157803,53.13887855858054,0.09952470508150195
Late,100,BaseAudit,OS,0.03536685775543086,0.05147451431513461,0.05147451431513461,1.4554449442778188,0.0,31.29248866942248,0.04632706288362115
Late,100,BaseAudit,BF1,0.03536685775543086,0.05147451431513461,0.05139301566732586,1.4531405651788236,0.1583281530541547,31.29248866942248,0.04632706288362115
Late,100,BaseAudit,BF8,0.03536685775543086,0.05147451431513461,0.051332116522219785,1.4514186382401286,0.27663746770497655,31.29248866942248,0.04632706288362115
Middle,1,Past,OS,0.0004926874916678637,0.0021770809213382107,0.0021770809213382107,4.418786671381238,0.0,77.36935330061053,0.0019593728292043896
Middle,1,Past,BF1,0.0004926874916678637,0.0021770809213382107,0.001996703768430738,4.0526780204454225,8.285275532918545,77.36935330061053,0.0019593728292043896
Middle,1,Base,OS,0.0003096311257579365,0.0020140586620639176,0.0020140586620639176,6.504703482680449,0.0,84.62650906897417,0.0018126527958575258
Middle,1,Base,BF1,0.0003096311257579365,0.0020140586620639176,0.001852416786883181,5.982656886799436,8.025678607349661,84.62650906897417,0.0018126527958575258
Middle,1,BaseAudit,OS,0.00016463950269158135,0.0012129635021370876,0.0012129635021370876,7.367390464057269,0.0,86.42667298715028,0.001091667151923379
Middle,1,BaseAudit,BF1,0.00016463950269158135,0.0012129635021370876,0.0012117463358963007,7.359997546677854,0.10034648516978883,86.42667298715028,0.001091667151923379
Middle,7,Past,OS,0.005738666155252999,0.017337810765668208,0.017337810765668208,3.0212265876100335,0.0,66.90086059413841,0.015604029689101387
Middle,7,Past,BF1,0.005738666155252999,0.017337810765668208,0.015920725574368463,2.7742902520640826,8.173380194608038,66.90086059413841,0.015604029689101387
Middle,7,Base,OS,0.00931888099031807,0.026030338575704783,0.026030338575704783,2.7932901603474947,0.0,64.19992401091635,0.023427304718134305
Middle,7,Base,BF1,0.00931888099031807,0.026030338575704783,0.024203608331457332,2.597265525399871,7.017696826857323,64.19992401091635,0.023427304718134305
Middle,7,BaseAudit,OS,0.0020026070477684272,0.00782300127372937,0.00782300127372937,3.9064085400312583,0.0,74.40103896578113,0.007040701146356434
Middle,7,BaseAudit,BF1,0.0020026070477684272,0.00782300127372937,0.007813924063208452,3.9018758432493144,0.11603232830090793,74.40103896578113,0.007040701146356434
