cell_id,model,writer_family,left_arm,right_arm,metric,comparison,descriptive_direction,paired_denominator,delta_mean,delta_median,delta_p90,delta_max,right_better_count,exact_equal_count,right_worse_count
1,llama3-8b-inst,AlphaEdit,QCL,NQFIX,rewrite_margin_true_minus_new,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,1.4932194754169905,1.0545742027461529,3.2118273178843095,9.0065582748502493,96,0,4
1,llama3-8b-inst,AlphaEdit,QCL,NQFIX,rephrase_target_new_nll_mean,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.73629284672912032,-0.18630556843709201,0.029691111855208941,0.39995956420898438,88,0,12
1,llama3-8b-inst,AlphaEdit,QCL,NQFIX,rephrase_target_new_nll_max,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.97785588146070945,-0.30637121200561523,0.082549613714218359,0.65457344055175781,85,0,15
1,llama3-8b-inst,AlphaEdit,QCL,NQFIX,rephrase_margin_true_minus_new_mean,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,1.9403296179371683,1.3913812292739749,4.2940761002479135,13.937430679798126,98,0,2
1,llama3-8b-inst,AlphaEdit,QCL,NQFIX,locality_prediction_preservation_rate,RIGHT_MINUS_LEFT,HIGHER_IS_HIGHER,100,-0.021999999999999999,0,0.099999999999999978,0.20000000000000007,11,60,29
1,llama3-8b-inst,AlphaEdit,NQFIX,ORBFH,rewrite_target_new_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.032948756138357564,0.00072120597178582102,0.0066994530847296141,2.7550726886838675,4,0,96
1,llama3-8b-inst,AlphaEdit,NQFIX,ORBFH,rewrite_target_true_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-1.5349982929229737,-1.1260652542114258,-0.38446054458618084,1.5742053985595703,97,0,3
1,llama3-8b-inst,AlphaEdit,NQFIX,ORBFH,rewrite_margin_true_minus_new,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,-1.5679470490613312,-1.1392211356396729,-0.38557583396322942,1.5747670102864504,3,0,97
1,llama3-8b-inst,AlphaEdit,NQFIX,ORBFH,rephrase_target_new_nll_mean,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.79478975847458055,0.18366764660459012,2.3337315946817423,7.5334511399269104,12,0,88
1,llama3-8b-inst,AlphaEdit,NQFIX,ORBFH,rephrase_target_new_nll_max,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,1.0666341530543286,0.24069523811340332,3.1139491677284274,8.4756265878677368,14,0,86
1,llama3-8b-inst,AlphaEdit,NQFIX,ORBFH,rephrase_margin_true_minus_new_mean,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,-2.0778500880310458,-1.4307449907064438,-0.23641415628371715,0.68563245236873627,3,0,97
1,llama3-8b-inst,AlphaEdit,NQFIX,ORBFH,locality_prediction_preservation_rate,RIGHT_MINUS_LEFT,HIGHER_IS_HIGHER,100,0.020999999999999998,0,0.099999999999999978,0.30000000000000004,29,61,10
1,llama3-8b-inst,AlphaEdit,ORBFH,JAC,rewrite_target_new_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.010376149882940808,-4.4085303670726717e-05,6.9572147913277306e-05,0.0087677910923957825,71,0,29
1,llama3-8b-inst,AlphaEdit,ORBFH,JAC,rewrite_target_true_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.078333005905151368,0.062692165374755859,0.22804441452026383,0.65887260437011719,28,0,72
1,llama3-8b-inst,AlphaEdit,ORBFH,JAC,rewrite_margin_true_minus_new,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,0.088709155788092173,0.062748909971560352,0.24491036152467133,1.0511342287063599,72,0,28
1,llama3-8b-inst,AlphaEdit,ORBFH,JAC,rephrase_target_new_nll_mean,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.051456172601319849,-0.024551515933126211,0.011297070980072059,0.25658820569515228,81,0,19
1,llama3-8b-inst,AlphaEdit,ORBFH,JAC,rephrase_target_new_nll_max,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.054975719349458815,-0.031057357788085938,0.050348806381225852,0.5332188606262207,74,0,26
1,llama3-8b-inst,AlphaEdit,ORBFH,JAC,rephrase_margin_true_minus_new_mean,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,0.12368411509785801,0.086229529697448015,0.33985681310296073,0.79532909393310547,77,0,23
1,llama3-8b-inst,AlphaEdit,ORBFH,JAC,locality_prediction_preservation_rate,RIGHT_MINUS_LEFT,HIGHER_IS_HIGHER,100,-0.0015000000000000013,0,0,0.099999999999999978,5,88,7
2,qwen2.5-7b-inst,MEMIT,QCL,NQFIX,rewrite_target_new_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.040645056521752848,-0.00025779123825486749,0.016130516678094883,0.20704343914985657,56,0,44
2,qwen2.5-7b-inst,MEMIT,QCL,NQFIX,rewrite_target_true_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.038921058177947998,-0.15598678588867188,2.4882266044616705,7.0987119674682617,55,0,45
2,qwen2.5-7b-inst,MEMIT,QCL,NQFIX,rewrite_margin_true_minus_new,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,0.079566114699700846,-0.1416399497538805,2.5040146599872974,7.2698798514902592,45,0,55
2,qwen2.5-7b-inst,MEMIT,QCL,NQFIX,rephrase_target_new_nll_mean,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.039745350171215249,-0.0088534204987809062,0.67156076729297642,2.8273857980966568,57,0,43
2,qwen2.5-7b-inst,MEMIT,QCL,NQFIX,rephrase_target_new_nll_max,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.059778397823392879,-0.011557500809431076,0.86957323895767491,6.1337699890136719,54,0,46
2,qwen2.5-7b-inst,MEMIT,QCL,NQFIX,rephrase_margin_true_minus_new_mean,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,0.43941999181020946,0.49074075184762478,2.1404580487404021,5.4749941825866699,63,0,37
2,qwen2.5-7b-inst,MEMIT,QCL,NQFIX,locality_prediction_preservation_rate,RIGHT_MINUS_LEFT,HIGHER_IS_HIGHER,100,-0.047500000000000007,0,0.099999999999999978,0.10000000000000009,11,54,35
2,qwen2.5-7b-inst,MEMIT,NQFIX,ORBFH,rewrite_target_new_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.010106094705697614,-1.5205689123831689e-05,0.010274797584861519,0.47292354702949524,50,0,50
2,qwen2.5-7b-inst,MEMIT,NQFIX,ORBFH,rewrite_target_true_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.12267178297042847,0.17873764038085938,0.96036386489868197,3.3827323913574219,42,0,58
2,qwen2.5-7b-inst,MEMIT,NQFIX,ORBFH,rewrite_margin_true_minus_new,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,0.11256568826473085,0.1769053447060287,0.96087010817427676,3.5544180953875184,58,0,42
2,qwen2.5-7b-inst,MEMIT,NQFIX,ORBFH,rephrase_target_new_nll_mean,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.0059847450259258037,-0.0024223013897426426,0.30678664594888705,2.9906617701053619,52,0,48
2,qwen2.5-7b-inst,MEMIT,NQFIX,ORBFH,rephrase_target_new_nll_max,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.041927776045631616,-0.003074567299336195,0.74336688518524174,5.9803576469421387,53,0,47
2,qwen2.5-7b-inst,MEMIT,NQFIX,ORBFH,rephrase_margin_true_minus_new_mean,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,-0.065789935290522406,-0.12387483566999435,0.82142695803195265,3.9608814883977175,42,0,58
2,qwen2.5-7b-inst,MEMIT,NQFIX,ORBFH,locality_prediction_preservation_rate,RIGHT_MINUS_LEFT,HIGHER_IS_HIGHER,100,0.0315,0,0.10000000000000009,0.40000000000000002,31,59,10
2,qwen2.5-7b-inst,MEMIT,ORBFH,JAC,rewrite_target_new_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.034710447430843484,8.3348029875196517e-05,0.0075924068689346364,2.735069066286087,45,0,55
2,qwen2.5-7b-inst,MEMIT,ORBFH,JAC,rewrite_target_true_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.020404163599014282,0.036050796508789062,0.5882548332214359,1.3343009948730469,47,0,53
2,qwen2.5-7b-inst,MEMIT,ORBFH,JAC,rewrite_margin_true_minus_new,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,-0.05511461102985777,0.03698752960190177,0.58940488866064733,1.3347405870154034,53,0,47
2,qwen2.5-7b-inst,MEMIT,ORBFH,JAC,rephrase_target_new_nll_mean,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.0071860505776567152,0.0020816200412809849,0.17329362779855764,2.2922619581222534,46,0,54
2,qwen2.5-7b-inst,MEMIT,ORBFH,JAC,rephrase_target_new_nll_max,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.026353824651741888,-0.00029044109396636486,0.32750549316406269,1.865231990814209,51,0,49
2,qwen2.5-7b-inst,MEMIT,ORBFH,JAC,rephrase_margin_true_minus_new_mean,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,-0.1425791330771608,-0.099082546308636665,0.40989135433919754,1.3818435668945312,31,0,69
2,qwen2.5-7b-inst,MEMIT,ORBFH,JAC,locality_prediction_preservation_rate,RIGHT_MINUS_LEFT,HIGHER_IS_HIGHER,100,-0.014000000000000004,0,0.099999999999999978,0.5,12,64,24
3,qwen2.5-7b-inst,AlphaEdit,QCL,NQFIX,rewrite_target_new_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.034872214917741076,0.00035234213282819837,0.024568872153759046,2.4354358911514282,42,0,58
3,qwen2.5-7b-inst,AlphaEdit,QCL,NQFIX,rewrite_target_true_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.47113259553909304,-0.32090044021606445,0.63629083633422889,2.9456768035888672,71,0,29
3,qwen2.5-7b-inst,AlphaEdit,QCL,NQFIX,rewrite_margin_true_minus_new,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,-0.5060048104568341,-0.32663235487416387,0.64705390632152593,2.9506355813937262,29,0,71
3,qwen2.5-7b-inst,AlphaEdit,QCL,NQFIX,rephrase_target_new_nll_mean,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.094955215306836177,0.0025990330868808087,0.80705770105123564,2.6057325061410666,46,0,54
3,qwen2.5-7b-inst,AlphaEdit,QCL,NQFIX,rephrase_target_new_nll_max,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.060069248036015779,0.0037641096860170364,0.95130606889724834,4.8778905868530273,47,0,53
3,qwen2.5-7b-inst,AlphaEdit,QCL,NQFIX,rephrase_margin_true_minus_new_mean,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,-0.11280549168761354,-0.011924079619348049,0.99909427911043225,2.5056069708662108,48,0,52
3,qwen2.5-7b-inst,AlphaEdit,QCL,NQFIX,locality_prediction_preservation_rate,RIGHT_MINUS_LEFT,HIGHER_IS_HIGHER,100,-0.050000000000000003,0,0.099999999999999978,0.40000000000000002,15,38,47
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,ORBFH,rewrite_target_new_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.038671290609381688,-0.00042736140312626958,0.006424073502421382,0.58486658334732056,60,0,40
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,ORBFH,rewrite_target_true_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.43152930498123171,0.28676223754882812,1.5286045074462902,5.1078758239746094,35,0,65
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,ORBFH,rewrite_margin_true_minus_new,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,0.47020059559061339,0.28817756054922938,1.5297913237009209,5.8408213518559933,65,0,35
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,ORBFH,rephrase_target_new_nll_mean,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.072912786172455529,-0.0034890617716882844,0.29971492886543355,1.7904167622327805,55,0,45
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,ORBFH,rephrase_target_new_nll_max,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.024072102541103958,-0.0010768012143671513,0.54775147438049465,3.4195320606231689,52,0,48
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,ORBFH,rephrase_margin_true_minus_new_mean,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,0.14813797877890467,0.092981053283438087,1.0179880470037461,6.187660189345479,58,0,42
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,ORBFH,locality_prediction_preservation_rate,RIGHT_MINUS_LEFT,HIGHER_IS_HIGHER,100,0.041999999999999996,0,0.20000000000000007,0.5,39,47,14
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,JAC,rewrite_target_new_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.00028591507434612141,-8.9573499280959368e-05,0.0055154059082269677,0.3143080472946167,57,0,43
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,JAC,rewrite_target_true_nll,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,0.046736540794372561,0.025744915008544922,0.57243986129760749,1.2409906387329102,47,0,53
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,JAC,rewrite_margin_true_minus_new,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,0.047022455868718678,0.026290493551641703,0.5758664600085468,1.2421764545142651,53,0,47
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,JAC,rephrase_target_new_nll_mean,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.025935776886326492,0.00021736283088102937,0.17081169225275539,1.9209569692611694,48,0,52
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,JAC,rephrase_target_new_nll_max,RIGHT_MINUS_LEFT,LOWER_IS_LOWER,100,-0.071881053872639308,-0.00098778284154832363,0.2425113677978516,1.192896842956543,52,0,48
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,JAC,rephrase_margin_true_minus_new_mean,RIGHT_MINUS_LEFT,HIGHER_FAVORS_TARGET_NEW,100,-0.050330545249598797,-0.053148102015256882,0.45056047867983579,1.8697330951690674,41,0,59
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,JAC,locality_prediction_preservation_rate,RIGHT_MINUS_LEFT,HIGHER_IS_HIGHER,100,-0.0039999999999999983,0,0.099999999999999978,0.60000000000000009,15,64,21
