arm,batch,candidate,selected,beta,E,D64,actual_delta_E,actual_delta_D,firstorder_delta_E,firstorder_delta_D,current_NLL_harmed,current_NLL_improved,current_NLL_harm_mean,current_NLL_harm_median,current_NLL_harm_p90,current_NLL_harm_p95,current_NLL_harm_p99,current_NLL_harm_min,current_NLL_harm_max,feasible,strict_lost,called,duplicate_of,correction_native_percent
NORM_ONLY,2,C05,False,0.5,0.029917270116129657,0.004851821248507804,0.024813839150738204,0.0012306405366473427,0.0017726143590406748,-0.008705368595593746,88,12,0.024813839150738204,0.000204598210984841,0.0015951096545904905,0.006948575004935239,0.5217512506619151,-0.006492190062999725,1.5821827445179224,False,1,True,,12.271301145263715
NORM_ONLY,2,C025,False,0.25,0.007790195265042712,0.002694922635043895,0.002686764299651259,-0.0009262580768165662,0.0008863071795203374,-0.004352684297796873,84,16,0.0026867642996512586,7.743190508335829e-05,0.0005494099343195566,0.002293885219842191,0.07983608992770323,-0.004230824299156666,0.09762910194694996,False,0,True,,6.13565057740038
NORM_ONLY,3,RAW,True,0.0,0.0014238031865170342,0.005873831461371992,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
NORM_ONLY,3,C1,False,1.0,0.0024750921104350707,0.011234119974290024,0.0010512889239180365,0.005360288512918032,0.0001684026216986841,-0.020952951383724102,86,14,0.0010512889239180367,0.00027213006978854537,0.0027740712394006568,0.004574194343877023,0.01155819388106468,-0.0017654257826507092,0.016563753131777048,False,0,True,,24.585597965143634
NORM_ONLY,3,C05,False,0.5,0.0016775487089762465,0.005495906419241692,0.0002537455224592123,-0.0003779250421303004,8.420131084934205e-05,-0.010476475691862051,77,23,0.0002537455224592122,7.91798229329288e-05,0.000604261062107982,0.0010977490892400959,0.0033639394165948105,-0.0012264547403901815,0.004789130296558142,False,0,True,,12.292798979170412
NORM_ONLY,3,C025,False,0.25,0.0015051462050905684,0.004148691242761515,8.13430185735342e-05,-0.001725140218610477,4.2100655424671025e-05,-0.0052382378459310255,72,28,8.134301857353421e-05,2.5356130208820105e-05,0.0002529618330299856,0.0003990227502072225,0.0013167990371584914,-0.0007210980402305722,0.0017243456095457077,False,0,True,,6.146399495254983
NORM_ONLY,4,RAW,True,0.0,0.0016058904592682667,0.008196801443318691,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
NORM_ONLY,4,C1,False,1.0,0.0026016408720170147,0.008882801125992046,0.000995750412748748,0.000685999682673355,0.00023930435834568253,-0.02639563728219715,90,10,0.0009957504127487483,0.00041824806248769164,0.0023929591639898747,0.004313706950051708,0.0071276328805834465,-0.005850551649928093,0.015048756264150143,False,0,True,,24.50035906814973
NORM_ONLY,4,C05,False,0.5,0.0018735998035481316,0.005943997966141978,0.0002677093442798649,-0.0022528034771767125,0.00011965217917284126,-0.013197818641098575,81,19,0.000267709344279865,0.00012121110921725631,0.000721282116137445,0.0010624300222843875,0.002642816323786982,-0.004140975885093212,0.0042243776842951775,False,0,True,,12.250179540632915
NORM_ONLY,4,C025,False,0.25,0.0017009406757279065,0.005759960675334241,9.505021645963988e-05,-0.0024368407679844495,5.982608958642063e-05,-0.006598909320549288,76,23,9.505021645964007e-05,4.431325942277908e-05,0.0003043520613573492,0.0004289010073989626,0.00128642479889095,-0.0024909861385822296,0.0016168830916285515,False,0,True,,6.125089765527466
NORM_ONLY,5,RAW,True,0.0,0.001877041876250587,0.010280964385401603,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
NORM_ONLY,5,C1,False,1.0,0.0034014680499967653,0.010653494434563981,0.0015244261737461784,0.0003725300491623784,0.00019357158554476883,-0.03025242192328116,86,14,0.0015244261737461784,0.000408866981160827,0.005169707396999005,0.00809890932869166,0.012003477246034934,-0.012521419674158096,0.020518515026196837,False,0,True,,24.396768696230104
NORM_ONLY,5,C05,False,0.5,0.0021977184732531897,0.007382095726484295,0.0003206765970026027,-0.0028988686589173085,9.678579277238442e-05,-0.01512621096164058,77,23,0.00032067659700260267,0.00010531756561249495,0.0012947129784151923,0.0021402244805358347,0.0031506897276267413,-0.007990067824721336,0.003223697654902935,False,0,True,,12.198384344570886
NORM_ONLY,5,C025,False,0.25,0.0019744270266528474,0.007297167690808237,9.738515040226049e-05,-0.002983796694593366,4.839289638619221e-05,-0.00756310548082029,72,27,9.738515040226047e-05,4.170602187514305e-05,0.0004939797334373,0.0008534547872841358,0.001198536246083678,-0.004508212208747864,0.001440471038222313,False,0,True,,6.099192177360256
NORM_ONLY,6,RAW,False,0.0,0.010846324513622677,0.01198467575545692,0.0,0.0,-0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
NORM_ONLY,6,C1,False,1.0,0.05043436636260594,0.01152245391216411,0.03958804184898326,-0.00046222184329280935,-0.002138658409656378,-0.028927041195295454,84,16,0.03958804184898326,0.00027475261595100164,0.0028519885090645433,0.006893021671567105,0.07231730588713867,-0.2388904094696045,4.073536376468837,False,1,True,,24.346651693050404
NORM_ONLY,6,C05,False,0.5,0.027971892450586892,0.008068823266739855,0.017125567936964216,-0.003915852488717064,-0.001069329204828189,-0.014463520597647727,77,23,0.017125567936964216,8.18838452687487e-05,0.0008811583975329996,0.001265448436606674,0.021650423114197313,-0.13489186763763428,1.8205814165994525,False,1,True,,12.173325849212883
NORM_ONLY,6,C025,True,0.25,0.01084410424795351,0.008551701247483834,-2.22026566916618e-06,-0.0034329745079730856,-0.0005346646024140945,-0.0072317602988238635,72,28,-2.2202656691661104e-06,2.770614082692191e-05,0.0003148478223010905,0.0005544162821024653,0.001959621082060348,-0.06997483968734741,0.061757239513099194,True,0,True,,6.086662924048891
NORM_ONLY,7,RAW,True,0.0,0.0024906984867266147,0.010572975413879249,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
NORM_ONLY,7,C1,False,1.0,0.006132208581111627,0.01488691589293012,0.003641510094385012,0.004313940479050871,0.00019086592592220541,-0.01991178098246492,84,16,0.003641510094385012,0.00029061580426059663,0.003792047117167387,0.005725674575660373,0.024820267274045526,-0.0038331507239490747,0.23230759659782052,False,0,True,,24.427407251572824
NORM_ONLY,7,C05,False,0.5,0.002859871511682286,0.009324446504933803,0.0003691730249556712,-0.0012485289089454454,9.543296296110271e-05,-0.00995589049123246,76,24,0.0003691730249556713,7.603768608532846e-05,0.001003403821960092,0.0019527068827301258,0.0047410437744110885,-0.003430837532505393,0.005882490426301956,False,0,True,,12.213703621935073
NORM_ONLY,7,C025,False,0.25,0.002601958246232243,0.008434851455149328,0.00011125975950562837,-0.0021381239587299206,4.7716481480551353e-05,-0.00497794524561623,74,26,0.00011125975950562861,2.6921668904833496e-05,0.0003721684683114294,0.0007104455260559913,0.0016875747311860334,-0.0023563015274703503,0.0019091861322522163,False,0,True,,6.106851809987895
NORM_ONLY,8,RAW,True,0.0,0.0017596403337665834,0.01250692671624165,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
NORM_ONLY,8,C1,False,1.0,0.0172325897810515,0.01256014038426656,0.015472949447284917,5.3213668024909566e-05,0.00019435262909706,-0.021619871244659715,89,11,0.015472949447284919,0.0004355953715275973,0.003257355792447926,0.003972392645664512,0.28116116592602797,-0.0034677644725888968,1.1671606918680482,False,1,True,,24.52354827770996
NORM_ONLY,8,C05,False,0.5,0.0020925782199628885,0.009370799745056502,0.0003329378861963051,-0.003136126971185149,9.717631454853e-05,-0.010809935622329857,80,20,0.00033293788619630503,0.00012329852324910462,0.0007740530883893378,0.001492044748738408,0.00493462478043512,-0.0024766805581748486,0.005829251604154706,False,0,True,,12.261774136014798
NORM_ONLY,8,C025,False,0.25,0.001854731008206727,0.009592639948778015,9.509067444014364e-05,-0.0029142867674636364,4.8588157274265e-05,-0.005404967811164929,74,26,9.509067444014363e-05,4.890511627309024e-05,0.0003059717128053308,0.0005998471751809118,0.0008663573954254426,-0.0014878837391734123,0.0015919944271445274,False,0,True,,6.130887064830185
NORM_ONLY,9,RAW,True,0.0,0.0029083975397225003,0.014925233161648066,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
NORM_ONLY,9,C1,False,1.0,0.05066023043895257,0.013555396244782969,0.047751832899230066,-0.001369836916865097,0.00022907038162342096,-0.024413274889943645,91,9,0.047751832899230066,0.00025675102369859815,0.002438764250837269,0.009167523152427748,0.06986553943252699,-0.0021962765604257584,4.656560068484396,False,1,True,,24.457010144157714
NORM_ONLY,9,C05,False,0.5,0.003349075112346327,0.010573385200359553,0.0004406775726238268,-0.004351847961288513,0.00011453519081171048,-0.012206637444971823,81,19,0.00044067757262382655,7.598215597681701e-05,0.0007284919498488318,0.001636876439442858,0.005635859579779266,-0.0015028330963104963,0.016997701954096556,False,0,True,,12.228505075361097
NORM_ONLY,9,C025,False,0.25,0.0030233827825577463,0.011243140737633439,0.00011498524283524601,-0.003682092424014627,5.726759540585524e-05,-0.006103318722485911,79,21,0.00011498524283524602,3.072444815188646e-05,0.00031525476370006803,0.0005744535999838262,0.001918281926773494,-0.0008761007338762283,0.0029800250194966793,False,0,True,,6.11425253815007
NORM_ONLY,10,RAW,True,0.0,0.014797746748081408,0.017140928392564092,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
NORM_ONLY,10,C1,False,1.0,0.0445427625661614,0.016012896361189632,0.029745015818079992,-0.0011280320313744596,0.0008076481670707099,-0.0300043988682954,84,16,0.029745015818079992,0.0003788882531807758,0.0028226479189470462,0.004555529402568936,0.35754037360079727,-0.0005577555857598782,2.430058599449694,False,1,True,,24.42396587732299
NORM_ONLY,10,C05,False,0.5,0.01681625815708685,0.013827716542436974,0.002018511409005443,-0.003313211850127118,0.00040382408353535496,-0.0150021994341477,78,22,0.0020185114090054412,0.00012332126789260656,0.0007473480189219121,0.00185784907080233,0.03861278192140206,-0.0003297836519777775,0.12294186744838953,False,0,True,,12.211982937703599
NORM_ONLY,10,C025,False,0.25,0.01522661910727038,0.013917939339989971,0.00042887235918897225,-0.003222989052574121,0.00020191204176767748,-0.00750109971707385,75,25,0.00042887235918897203,4.2472755012568086e-05,0.0003507296554744245,0.0008209989406168453,0.01204145680181685,-0.00022419169545173645,0.01768339704722166,False,0,True,,6.10599147161015
