arm,batch,selected,cap_mode,cap,alpha_norm,alpha_used,cap_active,native_action_norm,C1_norm,C1_native_percent,selected_norm,selected_native_percent,ball_hit,trust_retraction,source,pre_ball_residual_norm,post_ball_mapped_norm,q_CPU,q_recorded,ge_norm,gd_norm,gradient_cos,projection_active,coefficient_CPU,ge_dot_d_CPU,gd_dot_d_CPU,ge_dot_C_CPU,gd_dot_C_CPU,ge_dot_C_recorded,gd_dot_C_recorded,C_norm,M4_norm,W4_norm,selected_reconstruction_CPU_maxabs,selected_reconstruction_CPU_unequal,reconstruction_is_GPU_parity,direction_tensor,B1_native_geometry,native_norm_CPU,selected_increment_norm,correction_native_cos,parallel_signed_norm,orthogonal_norm
CAP10,3,C05,bounded,10,1581.1664810054958,10,True,7.839326071609648,0.01239467217533897,0.15810889944005063,0.006197336178347421,0.07905445087673107,4,1.0,,0.03606904193705773,0.012394671912124244,-3.7224002659924896e-07,-3.7224002659924907e-07,0.026723473794902336,0.0036069310902850462,-0.003861822545856353,True,-0.0005212394134354761,-1.4799186277370744e-16,-1.3009757863258888e-05,1.3842382807203217e-09,-0.0001300935923418532,1.3842382807201628e-09,-0.00013009359234185318,0.03606847504515167,213.89693729417783,78.551755097089,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.83932607163797,7.839054054276314,-0.04428714251414258,-0.000274462310538524,0.00619125561962577
CAP10,4,RAW,bounded,10,1269.9638103301852,10,True,7.8012798324554495,0.015357242432378765,0.19685542324079253,0.0,0.0,6,1.0,,0.04489767788486318,0.01535724278648409,-2.336775234785567e-07,-2.3367752347855673e-07,0.011047094049853667,0.004489817616997636,-0.004711293823946065,True,-0.0019147886235191386,2.0156621460668094e-15,-2.0158014790278003e-05,1.3399181889517626e-08,-0.00020157924394856406,1.3399181889517838e-08,-0.00020157924394856406,0.0448975652115372,268.31783677392804,78.93247712166345,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.801279832483328,7.801279832483328,,0.0,0.0
CAP10,5,RAW,bounded,10,1104.475224075562,10,True,7.840273070610601,0.01774636442606028,0.22634880528055631,0.0,0.0,11,1.0,,0.0521833866807705,0.017746364162606235,-1.282719396598101e-07,-1.282719396598101e-07,0.005566041287232757,0.00521838955581443,-0.004416200089087573,True,-0.004140366776319722,-2.0897943935098895e-16,-2.7231058460423863e-05,5.0629038887552014e-08,-0.0002723041995365727,5.0629038887552146e-08,-0.0002723041995365727,0.05218270608154282,325.6381651417688,79.31513769004951,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.840273070638629,7.840273070638629,,0.0,0.0
CAP10,6,C025,bounded,10,1206.9434480279594,10,True,8.224697732591954,0.0170359351039147,0.20713144309737383,0.004258984241314089,0.051782866432124805,16,1.0,,0.048937750004978846,0.017035934903440846,-4.6326298234394466e-07,-4.6326298234394466e-07,0.007369848168699632,0.004894178689095183,-0.012843672894220335,True,-0.008529243578663342,-2.0877457503592373e-14,-2.394903375757334e-05,2.2367794243234986e-08,-0.00023948237991794341,2.2367794243234748e-08,-0.00023948237991794341,0.04893687004752217,380.9960104195131,79.73279640740985,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.22469773262165,8.2245853083384,-0.0266557207381347,-0.00011352629456458485,0.004257470909848261
CAP10,7,RAW,bounded,10,1072.5611529977798,10,True,8.227050411378817,0.01917582699947198,0.23308264858751723,0.0,0.0,14,1.0,,0.055861151457215145,0.019175826935386553,-1.5128183019623926e-06,-1.5128183019623926e-06,0.06862130753297292,0.005586158648629718,-0.003946521883404488,True,-0.00032126897815803535,1.3762511494132593e-14,-3.1204682425678515e-05,6.026109230867784e-08,-0.00031203575195080024,6.026109230867953e-08,-0.00031203575195080024,0.055860111605815256,433.95928846890797,80.14955397957044,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.227050411408069,8.227050411408069,,0.0,0.0
CAP10,8,RAW,bounded,10,1030.8123170155293,10,True,8.147697871270475,0.019760016398325628,0.2425226942692763,0.0,0.0,21,1.0,,0.05754531543990225,0.019760016858918365,-1.2312687008968198e-06,-1.23126870089682e-06,0.11330819044885107,0.005754541804380394,-0.0018883425818722328,True,-9.590256701946649e-05,-1.0060575385739592e-14,-3.311463329321366e-05,9.339290490076058e-08,-0.000331136259179026,9.339290490076566e-08,-0.000331136259179026,0.05754438125684029,489.01238505271704,80.55696402682975,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.147697871299874,8.147697871299874,,0.0,0.0
CAP10,9,C1,bounded,10,1110.3706905283989,10,True,8.639424851558898,0.019451484834973862,0.22514791400105802,0.019451484834922046,0.22514791400045825,11,1.0,,0.0558903404495213,0.01945148522409894,3.715966668176416e-06,3.7159666681764178e-06,0.2475081919638934,0.005589034044981417,0.0026862441147175627,False,0.0,-3.715966668176416e-06,-3.12373015559591e-05,-3.714972293604606e-05,-0.0003123675940163748,-3.7149722936046055e-05,-0.00031236759401637474,0.0558898245153781,542.4109801401913,81.01183315826637,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.639424851591238,8.638809649532963,-0.03275212826941137,-0.0006370775263438767,0.019441049213163107
CAP10,10,RAW,bounded,10,997.7047422171258,10,True,8.606133583121808,0.02156457298301125,0.2505721387511727,0.0,0.0,22,1.0,,0.061491648940979665,0.02156457268400621,-8.631230521347212e-07,-8.631230521347212e-07,0.01106660763408739,0.006149659493623694,-0.012682566083315567,True,-0.0070476396648904505,-6.5786295229720645e-15,-3.7812228905282475e-05,4.86445419497178e-08,-0.0003781146288323971,4.864454194971769e-08,-0.0003781146288323971,0.0614909144376369,596.2058887701556,81.46178336131206,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.606133583153772,8.606133583153772,,0.0,0.0
CAP100,1,RAW,bounded,100,2904.192466510575,100,True,7.610187124347208,0.06551035502716651,0.8608244969112492,0.0,0.0,0,1.0,,0.20146012959943493,0.06551035529728433,-2.1026344278077287e-07,-2.1026344278077292e-07,0.02677068973580187,0.0020146166063791226,-0.003898628029650094,True,-0.00029338955582173317,7.326389997049924e-15,-4.058618381892126e-06,-1.7656098577366927e-11,-0.00040586184151447224,-1.7656098577366927e-11,-0.00040586184151447224,0.20146013126387227,96.60863729893516,77.78904685104726,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,RECORDED_ACTION_NORM_AND_W0_HASH; no new base-model tensor reload,,,,,
CAP100,2,RAW,bounded,100,1850.8427457222913,100,True,7.716314014228562,0.10422562099283443,1.3507177235224839,0.0,0.0,8,1.0,,0.31012086542603645,0.10422562074358958,-3.7081569375984727e-06,-3.708156937598473e-06,0.14092484429291677,0.003101320281984839,-0.008484454464695451,True,-0.00018671662079856283,1.2231659774719449e-13,-9.617495118000386e-06,3.4071106666636345e-10,-0.0009617330609214686,3.4071106664264653e-10,-0.0009617330609214686,0.3101174447835656,157.60813404874676,78.16582124478879,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.716314014256633,7.716314014256633,,0.0,0.0
CAP100,3,RAW,bounded,100,1517.665825993494,100,True,7.839900070765486,0.12914011487906868,1.6472163383896226,0.0,0.0,9,1.0,,0.37539896244036225,0.1291401148200136,-2.9059410814214095e-07,-2.9059410814214085e-07,0.006582703495646068,0.003754249178132046,-0.011758702878161177,True,-0.006706226498798873,-5.244560121994169e-15,-1.4092438101459324e-05,2.5264279868727994e-07,-0.0014091715416046308,2.5264279868727825e-07,-0.0014091715416046308,0.37538669130755786,213.89693729417783,78.55186259836461,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.839900070793355,7.839900070793355,,0.0,0.0
CAP100,4,RAW,bounded,100,1200.02258192943,100,True,7.801651342417564,0.16252465579501346,2.083208396040044,0.0,0.0,16,1.0,,0.4748988550132547,0.16252465553304296,-2.2140345364325608e-07,-2.214034536432561e-07,0.012394467777797683,0.004749022144960737,-0.0037614241933934117,True,-0.0014412145088646062,4.493431775434855e-15,-2.25528922446145e-05,3.048836171423346e-07,-0.0022551633673577537,3.048836171423348e-07,-0.0022551633673577537,0.4748804207833735,268.31783677392804,78.93294907127267,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.801651342445781,7.801651342445781,,0.0,0.0
CAP100,5,RAW,bounded,100,1060.0392715802054,100,True,7.840502776601317,0.18489076026462645,2.3581492862473348,0.0,0.0,21,1.0,,0.5426753344030525,0.18489076027884696,-1.2592218117239596e-07,-1.2592218117239596e-07,0.007931393776523224,0.005426776568120203,-0.0029255719570191073,True,-0.0020017194697475997,-3.182279006354879e-15,-2.94496518597758e-05,5.828055530701291e-07,-0.0029445017936616104,5.828055530701257e-07,-0.00294450179366161,0.5426179909928955,325.6381651417688,79.3164685484226,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.840502776629849,7.840502776629849,,0.0,0.0
CAP100,6,C1,bounded,100,1163.2411925885635,100,True,8.224868128074677,0.1767455690818569,2.148916752580573,0.17674556907914174,2.148916752547561,23,1.0,,0.5066206654429973,0.17674556935261618,3.2415373471387193e-06,3.241537347138719e-06,0.1796881960669486,0.00506620665542667,0.003560808187255459,False,0.0,-3.2415373471387193e-06,-2.5666449875487745e-05,-0.000320089208865941,-0.0025662174883347715,-0.00032008920886594095,-0.0025662174883347715,0.5065636508771927,380.9960104195131,79.73375293286,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.224868128104616,8.221526017264408,-0.02964990565491843,-0.00524048944812142,0.17666786198812107
CAP100,7,RAW,bounded,100,1359.1094900553067,100,True,8.227259667910388,0.15133042310743777,1.8393782281807283,0.0,0.0,16,1.0,,0.4417821750138574,0.1513304231867373,-1.0049662725894536e-07,-1.0049662725894533e-07,0.011183970218610404,0.004417830888680645,-0.0020339786850129145,True,-0.0008034511614324427,-9.354668629382915e-16,-1.951714901520014e-05,1.5892546471683063e-07,-0.0019516220472273306,1.589254647168297e-07,-0.0019516220472273306,0.441767670743217,433.95928846890797,80.15081011331793,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.227259667939784,8.227259667939784,,0.0,0.0
CAP100,8,RAW,bounded,100,1311.1610689301601,100,True,8.148099375487519,0.15535191441352347,1.9066030893152728,0.0,0.0,21,1.0,,0.4564139761952092,0.15535191436154744,-7.672326993335479e-08,-7.672326993335478e-08,0.007555478538639283,0.004564151058344681,-0.002224872449038623,True,-0.0013440120160530212,3.879654301283023e-15,-2.0831371767336277e-05,2.983019776703682e-07,-0.0020829761216382588,2.9830197767036987e-07,-0.0020829761216382588,0.4563904372624768,489.01238505271704,80.55760147951185,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.14809937551712,8.14809937551712,,0.0,0.0
CAP100,9,RAW,bounded,100,1235.2490080288155,100,True,8.642458963339562,0.1749070044178989,2.0238106441677854,0.0,0.0,14,1.0,,0.5056603843878177,0.17490700461827458,-9.278176793042268e-08,-9.27817679304227e-08,0.005495738090013594,0.005056632026297057,-0.0033386836110146268,True,-0.003071924861886654,-7.034562635704906e-16,-2.5569242430000444e-05,3.4118395509647127e-07,-0.0025567969149997757,3.411839550964721e-07,-0.0025567969149997757,0.5056431683333432,542.4109801401913,81.01320790415801,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.642458963371409,8.642458963371409,,0.0,0.0
CAP100,10,RAW,bounded,100,1063.402218937039,100,True,8.61192305067297,0.20244549256905348,2.350758261283275,0.0,0.0,28,1.0,,0.5723623736995788,0.20244549265530135,-3.7597983728321036e-06,-3.759798372832103e-06,0.23595593988363517,0.005723645916911106,-0.0027839464798917637,True,-6.753092933532508e-05,1.3855073211141558e-13,-3.275986868101081e-05,-2.157671961092468e-06,-0.003275627091516646,-2.1576719610925086e-06,-0.003275627091516646,0.5723186340854653,596.2058887701556,81.46300547165211,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.611923050705217,8.611923050705217,,0.0,0.0
NORM_ONLY,1,RAW,disabled,,2904.192466510575,2904.192466510575,False,7.610187124347208,1.8742129575847792,24.62768558723905,0.0,0.0,87,1.0,,5.850789738081187,1.8742129572603858,-2.1026344278077287e-07,-2.1026344278077292e-07,0.02677068973580187,0.0020146166063791226,-0.003898628029650094,True,-0.00029338955582173317,7.326389997049924e-15,-4.058618381892126e-06,0.0002822590968840591,-0.011579171519884442,0.0002822590968840591,-0.011579171519884444,5.766950065867221,96.60863729893516,77.78904685104726,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,RECORDED_ACTION_NORM_AND_W0_HASH; no new base-model tensor reload,,,,,
NORM_ONLY,2,RAW,disabled,,1850.8427457222913,1850.8427457222913,False,7.716314014228562,1.8937842612175364,24.54260230630165,0.0,0.0,98,1.0,,5.739849626485318,1.8937842610416384,-3.7081569375984727e-06,-3.708156937598473e-06,0.14092484429291677,0.003101320281984839,-0.008484454464695451,True,-0.00018671662079856283,1.2231659774719449e-13,-9.617495118000386e-06,0.0035452287180813493,-0.017410737191187492,0.0035452287180813497,-0.017410737191187492,5.638927819040312,157.60813404874676,78.16582124478879,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.716314014256633,7.716314014256633,,0.0,0.0
NORM_ONLY,3,RAW,disabled,,1517.665825993494,1517.665825993494,False,7.839900070765486,1.9274863122674137,24.585597965143634,0.0,0.0,100,1.0,,5.697301559611283,1.9274863122070243,-2.9059410814214095e-07,-2.9059410814214085e-07,0.006582703495646068,0.003754249178132046,-0.011758702878161177,True,-0.006706226498798873,-5.244560121994169e-15,-1.4092438101459324e-05,0.00016840262169868407,-0.020952951383724102,0.0001684026216986841,-0.020952951383724102,5.605440509976998,213.89693729417783,78.55186259836461,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.839900070793355,7.839900070793355,,0.0,0.0
NORM_ONLY,4,RAW,disabled,,1200.02258192943,1200.02258192943,False,7.801651342417564,1.9114325921374267,24.50035906814973,0.0,0.0,99,1.0,,5.698893506022892,1.9114325923819695,-2.2140345364325608e-07,-2.214034536432561e-07,0.012394467777797683,0.004749022144960737,-0.0037614241933934117,True,-0.0014412145088646062,4.493431775434855e-15,-2.25528922446145e-05,0.00023930435834568258,-0.026395637282197154,0.00023930435834568253,-0.02639563728219715,5.588900102202673,268.31783677392804,78.93294907127267,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.801651342445781,7.801651342445781,,0.0,0.0
NORM_ONLY,5,RAW,disabled,,1060.0392715802054,1060.0392715802054,False,7.840502776601317,1.9128293270289223,24.396768696230104,0.0,0.0,99,1.0,,5.752571852586539,1.9128293268093992,-1.2592218117239596e-07,-1.2592218117239596e-07,0.007931393776523224,0.005426776568120203,-0.0029255719570191073,True,-0.0020017194697475997,-3.182279006354879e-15,-2.94496518597758e-05,0.00019357158554476883,-0.03025242192328116,0.00019357158554476883,-0.03025242192328116,5.61526172386427,325.6381651417688,79.3164685484226,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,7.840502776629849,7.840502776629849,,0.0,0.0
NORM_ONLY,6,C025,disabled,,1163.2411925885635,1163.2411925885635,False,8.224868128074677,2.0024799953550563,24.346651693050404,0.5006199988947949,6.086662923943838,99,1.0,,5.89322036385203,2.002479995462859,3.2415373471387193e-06,3.241537347138719e-06,0.1796881960669486,0.00506620665542667,0.003560808187255459,False,0.0,-3.2415373471387193e-06,-2.5666449875487745e-05,-0.0021386584096563777,-0.028927041195295454,-0.002138658409656378,-0.028927041195295454,5.752193953413035,380.9960104195131,79.729382432792,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.224868128104616,8.17904803918103,-0.12170505567845831,-0.06092798483924075,0.4968985449333231
NORM_ONLY,7,RAW,disabled,,1747.5272312902973,1747.5272312902973,False,8.226621613496514,2.0095503645747046,24.427407251572824,0.0,0.0,100,1.0,,5.989218521953454,2.009550364243749,-8.614941432212276e-08,-8.614941432212272e-08,0.012248455604808924,0.0034272605647980873,-0.0020522197982268753,True,-0.000574235006575008,1.7029684705189557e-15,-1.1746065511115249e-05,0.00019086592592220536,-0.01991178098246492,0.00019086592592220541,-0.01991178098246492,5.847162370281711,433.95928846890797,80.14668787177696,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.226621613525712,8.226621613525712,,0.0,0.0
NORM_ONLY,8,RAW,disabled,,1637.765575668171,1637.765575668171,False,8.148958638943391,1.998413805951899,24.52354827770996,0.0,0.0,100,1.0,,6.026474771866397,1.9984138057013443,-7.992299602700111e-08,-7.992299602700109e-08,0.008151209918746542,0.003679706103751459,-0.0026646277400060483,True,-0.0012028946692411897,-3.882480749311976e-15,-1.3540140871562671e-05,0.00019435262909706,-0.021619871244659715,0.00019435262909706,-0.021619871244659715,5.90396589648767,489.01238505271704,80.5531093420054,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.148958638972854,8.148958638972854,,0.0,0.0
NORM_ONLY,9,RAW,disabled,,1560.654517761768,1560.654517761768,False,8.643975865429283,2.114058054266584,24.457010144157714,0.0,0.0,98,1.0,,6.273274918661574,2.1140580543242975,-2.8045405527085286e-07,-2.8045405527085286e-07,0.02365594748073106,0.004019661008996405,-0.002949388262910157,True,-0.000501165341632111,5.602418247762306e-15,-1.615753406868444e-05,0.00022907038162342077,-0.024413274889943645,0.00022907038162342096,-0.024413274889943645,6.115498385559878,542.4109801401913,81.00851878258415,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.643975865461863,8.643975865461863,,0.0,0.0
NORM_ONLY,10,RAW,disabled,,1210.9999086832192,1210.9999086832192,False,8.614272123267972,2.103946883966716,24.42396587732299,0.0,0.0,100,1.0,,6.119853084214641,2.1039468841173417,-6.154667220777317e-07,-6.154667220777315e-07,0.33464568843433745,0.0050535541749687565,-0.0003639338201162302,True,-5.495840345845501e-06,-8.031422918484011e-14,-2.5538406416776242e-05,0.0008076481670707104,-0.030004398868295402,0.0008076481670707099,-0.0300043988682954,5.976838110387808,596.2058887701556,81.45742472899369,0.0,0,False,CPU_DERIVED_FROM_STORED_GRADIENTS_NOT_ORIGINAL_SAVED_D,,8.614272123300168,8.614272123300168,,0.0,0.0
