before,after,panel,metric,population,field,aggregation_unit,n,mean,median,q25,q75,iqr,p90,p95,p99,min,max
W0,N4,historical,RS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,8.838063009083271,6.512373223900795,5.617959789931774,9.732476443052292,4.114516653120518,13.96915663480759,15.381383365392681,16.51116474986076,5.533895492553711,16.793610095977783
W0,N4,historical,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-8.451057513314481,-8.41388633986935,-10.179953275364824,-6.304739501327276,3.8752137740375474,-3.63858050107956,-2.3209250211715737,-1.8620865491987204,-16.77639013528824,0.0037856101989746094
W0,N4,historical,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,5.443493270948238,5.510822303593159,2.5952115654945374,7.703871071338654,5.108659505844116,10.929057608544825,11.68958262950182,17.367122514247903,-3.9460034370422363,18.346115857362747
W0,N4,historical,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,13.89455078426272,13.603067921474576,10.003345727687702,17.511086746671936,7.507741018984234,20.86101308315992,24.38533641225658,29.14778395665286,0.5489534139633179,34.37655978300609
W0,N4,historical,PS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-8.61059455628856,-8.573311570333317,-10.572974393609911,-6.640030488779303,3.9329439048306085,-3.893671332299708,-2.6291833162307747,-1.8942025709152222,-16.77639013528824,-1.8510898577515036
W0,N4,historical,PS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,5.589816489219365,5.619569435715675,2.8989726658910513,7.703871071338654,4.804898405447602,10.691339085251094,11.606944891810416,17.445629851818076,-2.8508243560791016,18.346115857362747
W0,N4,historical,PS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,14.200411045507925,13.90095937345177,10.032642649719492,17.54495829428197,7.512315644562477,21.021393226087095,24.462896843766792,29.181548122066886,1.564487248659134,34.37655978300609
W0,N4,historical,PS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-3.5054091811180115,-4.052175879478455,-4.720385700464249,-2.8371993601322174,1.8831863403320312,-1.1326083779335017,-0.5644113838672653,-0.10985378861427408,-5.921070575714111,0.0037856101989746094
W0,N4,historical,PS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.9074735045433044,-2.5377867221832275,-3.4129315614700317,1.7826183438301086,5.19554990530014,8.303929877281192,10.477700388431543,12.216716797351834,-3.9460034370422363,12.65147089958191
W0,N4,historical,PS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,4.412882685661316,2.2274460196495056,1.6185387074947357,5.021789997816086,3.40325129032135,9.597327172756197,11.122506231069561,12.342649477720258,0.5489534139633179,12.647685289382935
W0,N4,historical,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-3.032315521177361,-2.5050282001495363,-4.439460139877338,-1.2577228307724,3.1817373091049377,0.00722621202468858,0.4093179714679713,2.43052669525147,-13.701159369945525,2.9695619106292725
W0,N4,historical,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,1.024296767828855,0.6287928968667984,-0.7032617526128888,2.178104618191719,2.881366370804608,4.496612571137955,6.67821766529989,7.260721874136478,-4.8250807762146,7.3573900163173676
W0,N4,historical,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-4.056612289006216,-3.007143642380834,-6.345970370154828,-1.651022243499756,4.694948126655072,0.24290667593479148,0.6381907755136482,1.8180525431483985,-18.575801938027144,2.033400464057922
W0,N4,historical,NS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-3.069370628222814,-2.5050282001495363,-4.485208835919912,-1.2577228307724,3.227486005147512,-0.05023255586624105,0.4217392790317532,2.4838285827636666,-13.701159369945525,2.9695619106292725
W0,N4,historical,NS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,1.0807110784571587,0.6583290599286556,-0.6618993714451791,2.312746771425009,2.974646142870188,4.710084156594241,6.681138937790529,7.262093675050885,-4.8250807762146,7.3573900163173676
W0,N4,historical,NS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-4.1500817066799724,-3.1074895502999427,-6.535740896873176,-1.667621223628521,4.868119673244655,0.15082792282104573,0.5796528106927871,1.6597837359160157,-18.575801938027144,2.033400464057922
W0,N4,historical,NS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-1.8836072027683257,-2.3510566473007204,-2.7875396072864533,-1.4471242427825928,1.3404153645038606,-0.3831274604797359,-0.028461866378785228,0.2552706089019767,-3.158519244194031,0.326203727722168
W0,N4,historical,NS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-0.7245468616485595,-1.0904904365539552,-1.4821674942970278,-0.33286980390548704,1.1492976903915406,0.32726228237152133,0.5473063111305231,0.7233415341377255,-1.4845569133758545,0.7673503398895264
W0,N4,historical,NS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-1.1590603411197664,-1.8191161036491394,-2.1745983839035032,-0.8035780608654023,1.3710203230381008,0.7631136250495918,1.2853441870212543,1.7031286365985863,-2.8055839061737062,1.80757474899292
W0,S875,current,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-11.18394606602218,-10.936891575489426,-13.795696267523454,-8.447276195976883,5.34842007154657,-6.856501677259802,-5.479141716000597,-3.0121957534155803,-19.469259473960847,-2.8887008547317237
W0,S875,current,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,8.632029680684209,8.751919776201248,5.853034019470215,11.944827049970627,6.091793030500412,14.127828961610795,15.61522934436798,18.617809199094776,-5.483526706695557,19.486642241477966
W0,S875,current,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,19.81597574670639,20.00454263575375,16.351637448489782,23.255788395472337,6.904150946982554,26.06140586753027,28.383940918216826,36.35315606486053,6.021312728524208,37.39947456261143
W0,S875,current,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-9.068618021787843,-8.879618406441296,-11.101309451158158,-7.036262423731387,4.065047027426772,-4.598066771030425,-3.7645961936563257,-2.6810880458354935,-18.447581723332405,-2.4199942350387573
W0,S875,current,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,5.4085238064266745,5.185615181922913,2.7413308918476105,8.289990302175283,5.548659410327673,10.874681589007382,11.947726919502019,13.97539410293103,-2.608593702316284,15.548306941986084
W0,S875,current,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,14.477141828214517,14.35981229878962,9.966534397797659,18.396218783440418,8.429684385642759,22.348535110056407,25.332431464758702,27.942600114382223,4.160013556480408,28.065010327787604
W0,S875,current,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-2.8645526532847434,-2.55719473361969,-4.642320568487048,-0.8951167643070221,3.7472038041800264,0.3906757736206055,0.6418575644493086,2.0521801762580876,-11.924531365185976,2.1842018127441407
W0,S875,current,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,0.8805063105775917,0.617964106798172,-0.6063106656074524,1.745986049529165,2.3522967151366174,4.017058948613705,5.1091287723137055,6.414465988118222,-4.398887050151825,10.409841449931264
W0,S875,current,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-3.7450589638623355,-2.9686973094940186,-5.68820681720972,-0.7586991239339113,4.929507693275809,-0.02260182265192245,0.6851969125866889,1.2673163534402858,-17.01246726885438,1.4782756447792054
W0,S875,historical,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-11.2207464945227,-10.532647206040565,-13.653699002694339,-8.193757470697165,5.459941531997174,-6.277626342490112,-5.721296594783781,-2.9202306873601604,-21.120656637242064,-0.6666106097400188
W0,S875,historical,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,8.546077623838755,9.435343861579895,5.1418275237083435,11.999803900718689,6.8579763770103455,14.160299384593962,15.17410800596699,19.690468235015878,-3.9745359420776367,23.133710205554962
W0,S875,historical,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,19.766824118361455,19.658506788196974,15.557157406961778,23.522283576370683,7.965126169408904,27.958259191090473,31.766786003051667,36.82048136721715,4.208668897859752,42.42010690434836
W0,S875,historical,RS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-11.328359246658135,-10.81153984926641,-13.732269555330276,-8.193757470697165,5.538512084633112,-6.3418159279972315,-5.836079617214273,-2.896434533441791,-21.120656637242064,-0.6666106097400188
W0,S875,historical,RS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,8.791684115958033,9.490673750638962,5.497515499591827,11.999803900718689,6.502288401126862,14.356444394588472,15.191709452401847,19.76520212173461,-2.8058128356933594,23.133710205554962
W0,S875,historical,RS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,20.120043362616165,19.786860219785012,16.027477502968395,23.784244120062795,7.756766617094399,28.022877442633035,31.977013010412332,36.85765906448359,4.208668897859752,42.42010690434836
W0,S875,historical,RS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-7.884751178324223,-9.029594138264656,-9.50008898973465,-7.414256326854229,2.0858326628804207,-5.276113602519034,-4.563399361073973,-3.99322796791792,-9.629131317138672,-3.8506851196289062
W0,S875,historical,RS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.9322763681411743,-2.621469020843506,-3.2417922019958496,1.552599549293518,4.794391751289368,8.388987493515017,10.667783474922174,12.49082026004791,-3.9745359420776367,12.946579456329346
W0,S875,historical,RS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,8.817027546465397,6.494153335690498,5.574061565101147,9.737119317054749,4.163057751953602,13.973206472396853,15.385235524177547,16.51485876560211,5.482538938522339,16.797264575958252
W0,S875,historical,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-8.45307424216196,-8.410556667484343,-10.172857224883046,-6.305226759053767,3.8676304658292793,-3.684539508819581,-2.322804999351505,-1.8625620986637659,-16.775235660374165,-0.003749370574951172
W0,S875,historical,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,5.444833634122915,5.511706359684467,2.590508460998535,7.717406928539276,5.126898467540741,10.902561770379542,11.682788844406604,17.37005608320237,-3.9264907836914062,18.335352689027786
W0,S875,historical,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,13.897907876284876,13.604635656811297,9.985648019006476,17.524707629490877,7.539059610484401,20.897042588889597,24.396735491829165,29.148709874210766,0.5514967441558838,34.365284624742344
W0,S875,historical,PS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-8.612566395811882,-8.571579196141101,-10.573550201603211,-6.640651313347917,3.932898888255295,-3.9453229021280993,-2.6322685480117807,-1.896440582126379,-16.775235660374165,-1.8511386581230909
W0,S875,historical,PS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,5.5911135266670176,5.609961524605751,2.863118903711438,7.717406928539276,4.854288024827838,10.659472248703242,11.627632853388786,17.448649594783774,-2.855273485183716,18.335352689027786
W0,S875,historical,PS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,14.2036799224789,13.919049608055502,10.02842439734377,17.55700436604093,7.528579968697159,21.087701795995237,24.470923004379436,29.184071655803706,1.5603964775800705,34.365284624742344
W0,S875,historical,PS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-3.5088174790143967,-4.064823478460312,-4.718370273709297,-2.8552706837654114,1.8630995899438858,-1.1443578958511345,-0.5740536332130444,-0.11781022310257061,-5.901873588562012,-0.003749370574951172
W0,S875,historical,PS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.9101569652557373,-2.5442405939102173,-3.4223334789276123,1.7882498502731323,5.210583329200745,8.30865983963013,10.482129836082454,12.22090583324432,-3.9264907836914062,12.65559983253479
W0,S875,historical,PS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,4.418974444270134,2.2325259149074554,1.619411289691925,5.032089069485664,3.4126777797937393,9.608445149660113,11.133897176384922,12.354258797764775,0.5514967441558838,12.659349203109741
W0,S875,historical,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-3.029855726384176,-2.5225388526916506,-4.439267699982157,-1.2567235261201857,3.182544173861971,0.016406328678130966,0.4081056249141688,2.4253409776687676,-13.701287436485291,2.9740357875823973
W0,S875,historical,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,1.02067983651541,0.6108890064060688,-0.6901221023872495,2.167140915989876,2.8572630183771253,4.484817232745698,6.669632940635202,7.2612123600430785,-4.821908700466156,7.368478125333786
W0,S875,historical,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-4.050535562899586,-3.032006227970123,-6.324578105751425,-1.6494220107793809,4.675156094972044,0.2447654718160629,0.644866032600402,1.8217228720635177,-18.528840825334193,2.030281925201416
W0,S875,historical,NS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-3.0668567618098854,-2.5225388526916506,-4.4797327922744445,-1.2567235261201857,3.223009266154259,-0.04544619083404497,0.4199511516094204,2.47922516727447,-13.701287436485291,2.9740357875823973
W0,S875,historical,NS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,1.076782247693383,0.6376856453716755,-0.6655941605567932,2.280117317289114,2.945711477845907,4.695551110110247,6.677765122969285,7.261817157898098,-4.821908700466156,7.368478125333786
W0,S875,historical,NS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-4.143639009503268,-3.1127541590947656,-6.517506204359234,-1.6549064598977565,4.862599744461477,0.15491325974464498,0.5769968640804289,1.6663096890300484,-18.528840825334193,2.030281925201416
W0,S875,historical,NS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-1.8828236281871795,-2.3563156127929688,-2.7760338723659514,-1.463105368614197,1.3129285037517544,-0.3898200321197507,-0.032058253288270055,0.2541511697769159,-3.144366812705994,0.3257035255432129
W0,S875,historical,NS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-0.7184949100017548,-1.0791914463043213,-1.4741718649864197,-0.32351449131965637,1.1506573736667634,0.328381807804108,0.5456805741786953,0.7195195872783658,-1.47857608795166,0.7629793405532836
W0,S875,historical,NS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-1.1643287181854247,-1.8196200728416443,-2.1812714278697967,-0.8026773631572723,1.3785940647125243,0.7614968228340158,1.2828882181644428,1.7000013344287868,-2.8223543405532836,1.804279613494873
W0,S75,current,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-11.126650301172303,-10.92761003994383,-13.782407429869636,-8.288189748418517,5.4942176814511186,-6.853601986379362,-5.473083938649508,-3.00244318565441,-19.46104355994612,-2.888704907236388
W0,S75,current,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,7.670436741784215,7.697488188743591,4.933007836341858,10.830589652061462,5.8975818157196045,13.495590436458588,14.807964694499969,16.529017580747617,-6.346748113632202,18.919917464256287
W0,S75,current,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,18.79708704295652,18.93609850970097,15.724091551404854,22.19739970890805,6.473308157503197,24.97439807103365,27.998744938304295,34.250976258171725,5.022514417767525,35.28150096535683
W0,S75,current,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-8.867976573357591,-8.703850344172679,-10.943177551031113,-6.806087917415425,4.1370896336156875,-4.305830188468098,-3.615411027148366,-2.3583515143394433,-18.35615288466215,-1.637152910232544
W0,S75,current,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,4.990038470122963,4.646429657936096,2.7335847318172455,7.768166601657867,5.034581869840622,10.21811490207911,11.30753776654601,13.54604636847973,-2.7182583808898926,13.918419361114502
W0,S75,current,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,13.858015043480554,13.212578792124987,9.547384947538376,17.868315504631028,8.320930557092652,21.426247372478255,24.17399462163448,26.44413094599732,3.6184890270233154,27.485442869365215
W0,S75,current,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-2.8469127106033265,-2.545279788970947,-4.630046793818474,-0.8876880168914796,3.7423587769269946,0.3785594272613529,0.629638490676878,2.0848997550010684,-11.877622874081135,2.1677757263183595
W0,S75,current,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,0.8706210472146922,0.6036967046558857,-0.599197256565094,1.7375694513320923,2.336766707897186,3.9910134384408615,5.074510381515136,6.42830168100076,-4.396397912502289,10.404848726466298
W0,S75,current,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-3.717533757818019,-2.951770615577698,-5.66016755849123,-0.7634874820709229,4.8966800764203064,-0.050207558982073866,0.7017016224563121,1.2719425929784787,-16.929251347482204,1.5024893164634705
W0,S75,historical,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-11.220251533916326,-10.532622312777676,-13.653840797604062,-8.194214160670526,5.459626636933535,-6.277640557593987,-5.721355896294701,-2.92024472338089,-21.120659973297734,-0.6670660451054573
W0,S75,historical,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,8.549628227824542,9.454278588294983,5.142738163471222,12.034664899110794,6.891926735639572,14.142608535289764,15.189515520539134,19.686661319732675,-3.9723286628723145,23.127085983753204
W0,S75,historical,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,19.769879761740867,19.670273875555722,15.554829896049341,23.579646639875136,8.024816743825795,27.92392822607071,31.78090028240985,36.81866933908663,4.204878085292876,42.413519034627825
W0,S75,historical,RS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-11.328269008442387,-10.81179658533074,-13.733000522828661,-8.194214160670526,5.538786362158135,-6.341903918329626,-5.836092273014947,-2.8964450250816323,-21.120659973297734,-0.6670660451054573
W0,S75,historical,RS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,8.795585170740285,9.478638857603073,5.502406895160675,12.034664899110794,6.532258003950119,14.299372899532319,15.215029221307486,19.762493534088126,-2.788956642150879,23.127085983753204
W0,S75,historical,RS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,20.123854179182672,19.80230029291124,16.068185354641173,23.80199460867152,7.733809254030348,28.03582971727592,31.9920235275611,36.85705717295291,4.204878085292876,42.413519034627825
W0,S75,historical,RS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-7.871709823608398,-9.001853108406067,-9.46204087138176,-7.411522060632706,2.050518810749054,-5.276482450962066,-4.564802581071855,-3.9954586851596847,-9.63001036643982,-3.8531227111816406
W0,S75,historical,RS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.9249629974365234,-2.637845993041992,-3.2685545682907104,1.5556715726852417,4.824226140975952,8.390992212295535,10.669432425498957,12.492184596061703,-3.9723286628723145,12.947872638702393
W0,S75,historical,RS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,8.796672821044922,6.4759867787361145,5.53119957447052,9.741460025310516,4.210260450839996,13.977181220054629,15.389088284969327,16.51861393690109,5.433722376823425,16.800995349884033
W0,S75,historical,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-8.45494341069093,-8.407056253403425,-10.165583136607893,-6.305661106482148,3.8599220301257446,-3.7050515174865732,-2.325510740280155,-1.8631971117085775,-16.774141315370798,-0.01129770278930664
W0,S75,historical,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,5.445921184196777,5.512381799519062,2.60282164812088,7.703588756034151,5.100767107913271,10.876918326318263,11.675181503593922,17.372094047069556,-3.906346321105957,18.325570851564407
W0,S75,historical,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,13.900864594887707,13.606402898207307,9.96578155644238,17.53733720711898,7.571555650676601,20.932982000708577,24.396080537664236,29.150924322899087,0.5543224811553955,34.35502684768289
W0,S75,historical,PS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-8.614390603104004,-8.569721745792776,-10.57404511445202,-6.641380725955969,3.9326643884960504,-3.9963961977511633,-2.6357636392116555,-1.8991448885202409,-16.774141315370798,-1.8511661232914776
W0,S75,historical,PS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,5.592140964615429,5.601255908608437,2.850576238706708,7.703588756034151,4.853012517327443,10.627707789093257,11.646739503741264,17.450754392147058,-2.8599259853363037,18.325570851564407
W0,S75,historical,PS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,14.206531567719432,13.936297612264752,10.03053181595169,17.554129917669343,7.523598101717653,21.154924032092097,24.463744121056514,29.187794609775878,1.5564894527196884,34.35502684768289
W0,S75,historical,PS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-3.5120804458856583,-4.077604800462723,-4.715995594859123,-2.873689651489258,1.8423059433698654,-1.1562544822692864,-0.5837760925292983,-0.1257933807373055,-5.881814479827881,-0.01129770278930664
