W_sha256,active_count,actual_endpoint_energy,alias,arm,batch,final_V_ratio,materialization_discrepancy_normalized,max_normalized_model_error,max_over_min_active_scale,maximum_active_scale,minimum_active_scale,minimum_scale_case_ids,node0_KKT_stationarity,node0_response_Gram_diagonal_max,normalization_sweep_count,per_request_response_Gram_decomposition,provenance,qN_ref,requested
a333a8a24df3995c1adcf642c72a627225b2ef283d8b13fe4a64ba6fa069af86,100,2303.826660144402,qwen2.5-7b-inst,O_NATIVE,1,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,3.1157786473125224,189.70880126953125,60.88648223876953,[21482],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
017a93f6593761cb7881a4808074d8f19fb8eac81010bbf08ddd56b39d76821e,100,2493.0898407356,qwen2.5-7b-inst,O_NATIVE,2,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,3.9549814543714596,197.03622436523438,49.819759368896484,[4774],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
271955b474f1f1472fa1c871a5dee9b63b9df852c2c192bc66f7892e506af2fb,100,7083.831112363581,qwen2.5-7b-inst,O_NATIVE,3,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,1262103.1492343612,231.3950958251953,0.0001833408750826493,[8848],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
de5154ac6a03643df5f8321493bb5de8aa04dd95ec70e007126421c1932ab7e2,100,4519.2860674485455,qwen2.5-7b-inst,O_NATIVE,4,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,7.142592620014322,432.40948486328125,60.53956985473633,[16456],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
ac45574e193bf4855d355ab4d75d8d1408faa29776e9551704b4fc0170117c6f,100,3495.7793581743977,qwen2.5-7b-inst,O_NATIVE,5,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,6.232499750907426,401.3539733886719,64.3969497680664,[3359],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
04c140f9b73cd9097d7a2d02b03e24fefbf8fc03dce01c2587e750a126a38742,100,3348.7453793346517,qwen2.5-7b-inst,O_NATIVE,6,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,6.617861144297382,322.7735900878906,48.77309799194336,[2922],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
fe723527b90423fa24f5c89e38b4b93377fa6d5e47095e8b4b578ecc0ad1a921,100,3237.102920104273,qwen2.5-7b-inst,O_NATIVE,7,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,5.150014754768937,300.31634521484375,58.31368637084961,[10190],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
652788858f3e3f9a3e5b485b74e60245d63c643c0ca465a31318b6cfc964efaf,100,3231.629832920911,qwen2.5-7b-inst,O_NATIVE,8,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,4.096851917746043,198.2581329345703,48.392799377441406,[838],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
0ba2163dd0474eeae3bebe507a8897bd63347270f019670c170eef44e6c7d1ec,100,3051.2970492014506,qwen2.5-7b-inst,O_NATIVE,9,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,5.592861327967378,272.2981262207031,48.686729431152344,[15791],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
dc96112ac57d61633298386c7826a5b17fd5bbd7e477a064488d2861fdabcc6c,100,5470.860480603926,qwen2.5-7b-inst,O_NATIVE,10,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,20.43343576233481,611.6324462890625,29.93292236328125,[13097],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
f99bf53d133ea23c774753760d9aba1a4305e323982b2e65fa9167558dd8ae83,100,6134.164470987169,qwen2.5-7b-inst,JV_NATIVE,1,0.004529143857156977,9.16045567442379e-07,0.00291950485935713,3.1157786473125224,189.70880126953125,60.88648223876953,[21482],4.440892098500626e-16,21.142130959923087,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,49895.00364736392,100
336071fceacd1b2352d81b4f5b8df2c8de0c1cfcca03282ec4cdaab62e206003,100,7721.851016045786,qwen2.5-7b-inst,JV_NATIVE,2,0.015161239926690833,1.501190033529e-06,0.0023458637165334286,6.585315023655138,197.11972045898438,29.933225631713867,[4774],4.440892098500626e-16,18.200737162253343,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,57202.71498067471,100
70e8f2f46513c6c429f0ecd307967f846c6d2562663f011aa448a55b2db232b6,100,11952.292942627779,qwen2.5-7b-inst,JV_NATIVE,3,0.021167180125855257,1.2349776426250193e-06,0.0013665382897094663,4.1279856504263615,193.38568115234375,46.847469329833984,[5487],8.881784197001252e-16,49.699791254992746,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,162129.60352598925,100
4edec00e29c8bc37bc75d5ba0b05b334ccc70b95f86958f198a060e39ad5ced0,100,5676.274937783033,qwen2.5-7b-inst,JV_NATIVE,4,0.0045213469320964615,1.3761656252158837e-06,0.0012140634433990883,3.7561049212858224,186.40953063964844,49.628414154052734,[19953],4.440892098500626e-16,26.638214909439768,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,45645.84844257084,100
400a5c535d67b782cbc21c72fb77f23cfcd1ec37d8594adbabf0e69daa529948,100,5324.719231270344,qwen2.5-7b-inst,JV_NATIVE,5,0.004515636658061838,1.5691398878750567e-06,0.0012285384575833986,3.946056422576878,184.15805053710938,46.66888427734375,[15166],4.440892098500626e-16,30.399060381360346,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,40585.57960084037,100
507bce560ecddf35d5e2cd8390c13f7ec60fac8dcafc782e1c540e19d7d1c6af,100,6104.828039867931,qwen2.5-7b-inst,JV_NATIVE,6,0.004482142710306667,1.6021630071942925e-06,0.0010087869728865578,3.835449386816721,185.5873565673828,48.38738250732422,[1656],4.440892098500626e-16,32.703881436728125,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,53203.02001007869,100
e2587ca64f47d9c0f020d20d9899b47189a92a5e1c3f36e8e02dd1d2de3235a6,100,9318.198978527967,qwen2.5-7b-inst,JV_NATIVE,7,0.016277573277916273,1.4939508110845758e-06,0.001486526477926323,3.4656595710430933,205.81149291992188,59.38595199584961,[4579],4.440892098500626e-16,20.704014402228424,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,94057.67896502491,100
193d6327f2f55b55983ad6097b0e9021413da7820d3d0527a4e2790635108593,100,8185.343472865539,qwen2.5-7b-inst,JV_NATIVE,8,0.01523388780225876,1.5975815605477796e-06,0.0008771700016723796,4.125206695283938,192.48426818847656,46.66051483154297,[1201],4.440892098500626e-16,34.47061027622071,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,52146.55428904557,100
6abd819ddfdc15ecd81924ad124b2e3c60b2ef35470debbee17b584a158917b3,100,6272.964336086407,qwen2.5-7b-inst,JV_NATIVE,9,0.004511516732123359,1.5905239796223737e-06,0.0007148159117620043,3.7819078283525336,187.3695526123047,49.54365921020508,[2562],4.440892098500626e-16,34.0364929066624,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,50798.90263057763,100
b45e9f504eb9864c6256448c9118be7da3f9a376c94350be0f642a0c9ecc3073,100,17152.65313249573,qwen2.5-7b-inst,JV_NATIVE,10,0.021031095200091464,1.923607253732453e-06,0.004847684874119089,7.286897485885524,351.4131774902344,48.22534942626953,[21886],2.220446049250313e-16,22.636736892537055,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,207564.28624320155,100
3ca38ffefcb62505cf1912500387ca1f106d292255f7bc31974229f860896a28,100,6307.6097449176195,qwen2.5-7b-inst,L8_ONLY_NATIVE,1,0.004510121151620513,1.1767481349926155e-06,4.5599830131124906e-08,3.11577003163636,189.708740234375,60.88663101196289,[21482],0.0,6.8655031675684235,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,49891.5536317371,100
118de8af94eb850417e1fc68ab8906f78c0d9c9abf15e0a36f45ebe030430ad6,100,8356.767462857842,qwen2.5-7b-inst,L8_ONLY_NATIVE,2,0.015316054338560892,4.292484170753489e-07,2.6086472704954636e-07,6.758515010987255,202.3042449951172,29.933238983154297,[4774],4.440892098500626e-16,7.331371492246892,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,60551.305414640534,100
07a7cece16cccae4b612d8a00d260a19ce23e7a7bfca06afdc1b378ca164d0a1,100,11832.964055571087,qwen2.5-7b-inst,L8_ONLY_NATIVE,3,0.020605653543041214,4.5502105186750013e-07,2.2499334779442897e-07,4.029042829285515,189.3597412109375,46.99869155883789,[5487],0.0,14.320266419949547,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,126094.86940680187,100
570609a2a048cf99be7388dc714473d09a693156abd3787e0b08dfdbe292320c,100,6168.712605420949,qwen2.5-7b-inst,L8_ONLY_NATIVE,4,0.0045074268960852695,4.7089810955009616e-07,4.6681572563920116e-08,2.9645206886974433,178.8283233642578,60.322845458984375,[16456],0.0,6.9946738701710185,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,49898.76446255391,100
433fb6b4d75072ff8f5b6aa0162a55412ee90062406c7838184c1fbc8af7b3e8,100,5565.892348364569,qwen2.5-7b-inst,L8_ONLY_NATIVE,5,0.004508253045627936,5.34671352898903e-07,4.890340656628583e-08,3.8644129592213727,191.16636657714844,49.46841049194336,[3380],4.440892098500626e-16,6.539906595578398,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,42012.58802554205,100
0af571bc7ac06883609f5340d868881466abab464fb13af611b2ce12485157a6,100,6335.602236934999,qwen2.5-7b-inst,L8_ONLY_NATIVE,6,0.004484559085814383,5.611091860364153e-07,5.05835344372507e-08,3.862882988754429,186.7837371826172,48.35345458984375,[17516],0.0,7.29851133811966,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,53349.33444574941,100
e68802bcd2da57cb304197ac7c89d9ce1ac70187b9fa118b20013163fee4c4fb,100,8772.043914793856,qwen2.5-7b-inst,L8_ONLY_NATIVE,7,0.01668490460654317,5.786127596142731e-07,4.90331593799593e-07,3.8212333592445162,186.11683654785156,48.70595932006836,[4579],0.0,6.362059741619114,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,76616.78442769613,100
884e6b5a509bb70a94e85aa47404753debf5d955b82768564cb587fdf31853b8,100,8641.237880248585,qwen2.5-7b-inst,L8_ONLY_NATIVE,8,0.015265057738393865,6.895347862119052e-07,4.417595534651678e-07,3.8139976823013906,180.71534729003906,47.38213348388672,[1086],0.0,6.640497943946686,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,53448.39960823195,100
9dacbddc839f3f60cc5ccef87b655e2517a3b483d02256f99419d519abcdc9b9,100,6338.765611401673,qwen2.5-7b-inst,L8_ONLY_NATIVE,9,0.00452186074729395,6.589407768150891e-07,5.168000752328782e-08,4.1619993650654825,202.59344482421875,48.67695236206055,[7092],4.440892098500626e-16,6.910257702959105,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,50151.3516799607,100
7c19d9f227b5b849cdc3c8406125fbe2d00ddf49fff03363d2ca1c3abd7363ec,100,12276.53330369155,qwen2.5-7b-inst,L8_ONLY_NATIVE,10,0.025901971959005503,2.7385337484536413e-06,2.25747574988613e-07,7.792869654984243,388.5259094238281,49.856590270996094,[13097],0.0,5.887612885920966,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,245751.9081331367,100
