arm,scope,batch,category,quantity,n,mean,median,q25,q75,p90,max
O_NATIVE,current,2,rewrite,new,100,0.0015849598473505467,0.0006033149838913232,NOT_AVAILABLE,NOT_AVAILABLE,0.0024724515620619105,0.04122207686305046
O_NATIVE,current,2,rewrite,true,100,15.055710020065307,14.380594730377197,NOT_AVAILABLE,NOT_AVAILABLE,20.347680282592776,25.02340316772461
O_NATIVE,current,2,rewrite,margin,100,15.054125060217956,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,2,rephrase,new,200,1.7883531347170356,0.2319146990776062,NOT_AVAILABLE,NOT_AVAILABLE,6.022698783874512,13.157508850097656
O_NATIVE,current,2,rephrase,true,200,9.979802266247571,9.671144962310791,NOT_AVAILABLE,NOT_AVAILABLE,15.14452772140503,21.488967895507812
O_NATIVE,current,2,rephrase,margin,200,8.191449131530536,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,2,locality,new,1000,10.308066724389791,10.20815658569336,NOT_AVAILABLE,NOT_AVAILABLE,14.870814323425293,21.74213409423828
O_NATIVE,current,2,locality,true,1000,4.602181665901385,4.291775941848755,NOT_AVAILABLE,NOT_AVAILABLE,9.618169689178467,16.632810592651367
O_NATIVE,current,2,locality,margin,1000,5.7058850584884055,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,3,rewrite,new,100,0.0012217736101229092,0.0007655074005015194,NOT_AVAILABLE,NOT_AVAILABLE,0.0018889812636189165,0.019930342212319374
O_NATIVE,current,3,rewrite,true,100,14.739634647369385,14.64631175994873,NOT_AVAILABLE,NOT_AVAILABLE,19.53383464813233,28.476398468017578
O_NATIVE,current,3,rewrite,margin,100,14.738412873759263,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,3,rephrase,new,200,1.594405241116583,0.25501377135515213,NOT_AVAILABLE,NOT_AVAILABLE,5.451194047927854,12.484169006347656
O_NATIVE,current,3,rephrase,true,200,10.169516486136708,9.980046272277832,NOT_AVAILABLE,NOT_AVAILABLE,16.559551620483397,23.95926856994629
O_NATIVE,current,3,rephrase,margin,200,8.575111245020125,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,3,locality,new,1000,9.342679931499063,9.372601985931396,NOT_AVAILABLE,NOT_AVAILABLE,14.180776023864748,23.531326293945312
O_NATIVE,current,3,locality,true,1000,4.796888929270368,4.281782150268555,NOT_AVAILABLE,NOT_AVAILABLE,9.741720008850097,18.251461029052734
O_NATIVE,current,3,locality,margin,1000,4.545791002228695,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,4,rewrite,new,100,0.001363473870433154,0.0007671154744457453,NOT_AVAILABLE,NOT_AVAILABLE,0.003182940580882134,0.008043043315410614
O_NATIVE,current,4,rewrite,true,100,14.945059638023377,15.195340633392334,NOT_AVAILABLE,NOT_AVAILABLE,19.618070793151855,29.57704734802246
O_NATIVE,current,4,rewrite,margin,100,14.943696164152943,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,4,rephrase,new,200,1.2031422050756737,0.09148582443594933,NOT_AVAILABLE,NOT_AVAILABLE,4.250067901611327,12.864666938781738
O_NATIVE,current,4,rephrase,true,200,10.510731786489487,10.573217391967773,NOT_AVAILABLE,NOT_AVAILABLE,15.467412662506103,24.212934494018555
O_NATIVE,current,4,rephrase,margin,200,9.307589581413813,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,4,locality,new,1000,9.291880161875161,9.237087726593018,NOT_AVAILABLE,NOT_AVAILABLE,14.003584098815919,22.518558502197266
O_NATIVE,current,4,locality,true,1000,5.018908935477957,4.587864875793457,NOT_AVAILABLE,NOT_AVAILABLE,10.517214298248291,18.89948272705078
O_NATIVE,current,4,locality,margin,1000,4.272971226397204,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,5,rewrite,new,100,0.0022637630268491195,0.001408300013281405,NOT_AVAILABLE,NOT_AVAILABLE,0.005403650598600507,0.017555445432662964
O_NATIVE,current,5,rewrite,true,100,14.181422352790833,13.538634777069092,NOT_AVAILABLE,NOT_AVAILABLE,19.122640228271486,24.606069564819336
O_NATIVE,current,5,rewrite,margin,100,14.179158589763983,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,5,rephrase,new,200,1.2160373929443085,0.14954183995723724,NOT_AVAILABLE,NOT_AVAILABLE,4.3366837024688705,13.416376113891602
O_NATIVE,current,5,rephrase,true,200,9.906548959463835,10.001774311065674,NOT_AVAILABLE,NOT_AVAILABLE,14.698965263366697,23.5664119720459
O_NATIVE,current,5,rephrase,margin,200,8.690511566519527,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,5,locality,new,1000,8.864935197507963,8.815070152282715,NOT_AVAILABLE,NOT_AVAILABLE,13.626346015930176,21.85605812072754
O_NATIVE,current,5,locality,true,1000,4.534266217591591,3.6864004135131836,NOT_AVAILABLE,NOT_AVAILABLE,9.80333423614502,18.568805694580078
O_NATIVE,current,5,locality,margin,1000,4.330668979916372,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,6,rewrite,new,100,0.002382003406455624,0.0011928706662729383,NOT_AVAILABLE,NOT_AVAILABLE,0.0071219493169337525,0.016055697575211525
O_NATIVE,current,6,rewrite,true,100,14.809463577270508,15.160636901855469,NOT_AVAILABLE,NOT_AVAILABLE,20.5804895401001,24.952465057373047
O_NATIVE,current,6,rewrite,margin,100,14.807081573864052,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,6,rephrase,new,200,1.109014872216794,0.28456127643585205,NOT_AVAILABLE,NOT_AVAILABLE,3.482524180412293,10.768695831298828
O_NATIVE,current,6,rephrase,true,200,10.64697427302599,10.44595193862915,NOT_AVAILABLE,NOT_AVAILABLE,15.967836570739745,22.464370727539062
O_NATIVE,current,6,rephrase,margin,200,9.537959400809196,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,6,locality,new,1000,8.981929946505698,9.10480260848999,NOT_AVAILABLE,NOT_AVAILABLE,13.81015787124634,19.461959838867188
O_NATIVE,current,6,locality,true,1000,5.232213947524549,4.787204027175903,NOT_AVAILABLE,NOT_AVAILABLE,10.304448699951173,15.942631721496582
O_NATIVE,current,6,locality,margin,1000,3.7497159989811486,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,7,rewrite,new,100,0.0019620377948740496,0.000979122007265687,NOT_AVAILABLE,NOT_AVAILABLE,0.004866451956331739,0.022143613547086716
O_NATIVE,current,7,rewrite,true,100,14.650238251686096,14.41222333908081,NOT_AVAILABLE,NOT_AVAILABLE,20.371958351135255,26.333742141723633
O_NATIVE,current,7,rewrite,margin,100,14.648276213891222,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,7,rephrase,new,200,1.2149382346907804,0.06938216835260391,NOT_AVAILABLE,NOT_AVAILABLE,5.013673543930054,8.75620174407959
O_NATIVE,current,7,rephrase,true,200,10.384727582931518,9.932555198669434,NOT_AVAILABLE,NOT_AVAILABLE,15.201659393310546,22.297399520874023
O_NATIVE,current,7,rephrase,margin,200,9.169789348240737,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,7,locality,new,1000,8.52085317969881,8.479875564575195,NOT_AVAILABLE,NOT_AVAILABLE,13.76457109451294,19.86517906188965
O_NATIVE,current,7,locality,true,1000,4.4502860231820955,3.75840163230896,NOT_AVAILABLE,NOT_AVAILABLE,9.623778343200684,20.474477767944336
O_NATIVE,current,7,locality,margin,1000,4.070567156516714,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,8,rewrite,new,100,0.0023846606116057958,0.0013559203944168985,NOT_AVAILABLE,NOT_AVAILABLE,0.0054721724241972,0.027910709381103516
O_NATIVE,current,8,rewrite,true,100,14.691288509368896,14.680492401123047,NOT_AVAILABLE,NOT_AVAILABLE,20.37421417236328,24.824132919311523
O_NATIVE,current,8,rewrite,margin,100,14.68890384875729,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,8,rephrase,new,200,1.1492835076720802,0.07318680360913277,NOT_AVAILABLE,NOT_AVAILABLE,3.8602018356323238,16.20513343811035
O_NATIVE,current,8,rephrase,true,200,10.648955140411854,10.554716110229492,NOT_AVAILABLE,NOT_AVAILABLE,15.675041103363036,22.61764907836914
O_NATIVE,current,8,rephrase,margin,200,9.499671632739773,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,8,locality,new,1000,8.492942029077094,8.406228065490723,NOT_AVAILABLE,NOT_AVAILABLE,14.22410182952881,20.11379623413086
O_NATIVE,current,8,locality,true,1000,4.687181290355976,3.985437273979187,NOT_AVAILABLE,NOT_AVAILABLE,10.059685897827151,20.311872482299805
O_NATIVE,current,8,locality,margin,1000,3.8057607387211174,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,9,rewrite,new,100,0.002808409033168573,0.0014224064070731401,NOT_AVAILABLE,NOT_AVAILABLE,0.006599357165396214,0.02744549699127674
O_NATIVE,current,9,rewrite,true,100,14.688856720924377,14.450592994689941,NOT_AVAILABLE,NOT_AVAILABLE,20.263656044006346,25.00766372680664
O_NATIVE,current,9,rewrite,margin,100,14.68604831189121,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,9,rephrase,new,200,1.0820734586110483,0.06710760295391083,NOT_AVAILABLE,NOT_AVAILABLE,4.355179786682126,10.168635368347168
O_NATIVE,current,9,rephrase,true,200,11.18815975368023,11.322967052459717,NOT_AVAILABLE,NOT_AVAILABLE,16.357810974121094,22.130170822143555
O_NATIVE,current,9,rephrase,margin,200,10.106086295069181,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,9,locality,new,1000,8.09641265946388,8.31625509262085,NOT_AVAILABLE,NOT_AVAILABLE,13.137460327148439,24.59463119506836
O_NATIVE,current,9,locality,true,1000,5.052190105448012,4.535911560058594,NOT_AVAILABLE,NOT_AVAILABLE,10.138884544372559,22.571271896362305
O_NATIVE,current,9,locality,margin,1000,3.0442225540158683,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,10,rewrite,new,100,0.0029465684342721943,0.001360383874271065,NOT_AVAILABLE,NOT_AVAILABLE,0.0060894575435668265,0.03953584283590317
O_NATIVE,current,10,rewrite,true,100,14.502110023498535,14.38231611251831,NOT_AVAILABLE,NOT_AVAILABLE,19.196713066101076,23.529685974121094
O_NATIVE,current,10,rewrite,margin,100,14.499163455064263,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,10,rephrase,new,200,1.1431265623281432,0.10451255366206169,NOT_AVAILABLE,NOT_AVAILABLE,4.012783265113829,9.196913719177246
O_NATIVE,current,10,rephrase,true,200,10.551773371696472,10.319449424743652,NOT_AVAILABLE,NOT_AVAILABLE,15.502750778198243,25.22059440612793
O_NATIVE,current,10,rephrase,margin,200,9.408646809368328,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
O_NATIVE,current,10,locality,new,1000,8.245956573531963,8.114895820617676,NOT_AVAILABLE,NOT_AVAILABLE,13.527405166625977,21.112815856933594
O_NATIVE,current,10,locality,true,1000,4.8262813347755,4.337387323379517,NOT_AVAILABLE,NOT_AVAILABLE,9.79263219833374,18.924497604370117
O_NATIVE,current,10,locality,margin,1000,3.4196752387564633,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,1,rewrite,new,100,0.002587331631111738,0.0012104928027838469,NOT_AVAILABLE,NOT_AVAILABLE,0.005187384271994234,0.04519398510456085
JVP,current,1,rewrite,true,100,13.846531071662902,13.612408638000488,NOT_AVAILABLE,NOT_AVAILABLE,18.672824668884285,21.42755126953125
JVP,current,1,rewrite,margin,100,13.84394374003179,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,1,rephrase,new,200,2.095719306357205,0.642320305109024,NOT_AVAILABLE,NOT_AVAILABLE,6.231567955017087,12.823269844055176
JVP,current,1,rephrase,true,200,8.34000469116494,8.098595142364502,NOT_AVAILABLE,NOT_AVAILABLE,13.302131175994871,18.98365020751953
JVP,current,1,rephrase,margin,200,6.2442853848077355,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,1,locality,new,1000,10.714540405328268,10.775123119354248,NOT_AVAILABLE,NOT_AVAILABLE,15.733733463287354,23.862316131591797
JVP,current,1,locality,true,1000,5.3422181169432585,5.047408819198608,NOT_AVAILABLE,NOT_AVAILABLE,10.411035060882568,17.880802154541016
JVP,current,1,locality,margin,1000,5.37232228838501,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,2,rewrite,new,100,0.016669892588579385,0.000915465789148584,NOT_AVAILABLE,NOT_AVAILABLE,0.004712001746520418,1.4337832927703857
