phase,arm,unit,K,status,route_identity_sha256,router_call_expected,solver_success,solver_iterations,minimax_t,selected_p,selected_c,selected_p_normalized,selected_c_normalized,stationarity_residual,complementarity_residual,simplex_sum_residual,decision_influence_count,pc_router_call_count,pi_4,pi_5,pi_6,pi_7,pi_8
3,c0,2,5,JOINT_WRITE,25131f38b02ee2f6861f58b1c85a588654c2925eac5a5fdfe327393ec7553446,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,5.171984407601002e-05,0.018592111378770464,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2.7755575615628914e-17,NOT_APPLICABLE,0,0.11537888256917168,0.17836709097791648,0.19624419378318134,0.22667423700224,0.2833355956674906
3,c0,2,6,JOINT_WRITE,34a9ea652950edd629af084cef29b56c4d57931bf2005dc9f10913e1a021d536,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2.635640453780397e-05,0.010358736426736036,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.13118146345122594,0.19755611581700794,0.22120297528234792,0.22455080135968009,0.22550864408973814
3,c0,2,7,JOINT_WRITE,64ec380adda79ca9a4a4f839e13055157e12b849307441f83eb34765a382da73,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.0827421079987884e-05,0.003907036125873821,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,6.938893903907228e-18,NOT_APPLICABLE,0,0.14470153655564374,0.1908611083552088,0.19992146448405348,0.2180238070464463,0.24649208355864763
3,c0,2,8,JOINT_WRITE,72304cb1c26923da5a29ff1b2ca5afcd46b657c6fbde738c874abf884c5e55be,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,6.387766017537066e-06,0.002304629843916527,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.14989823124747978,0.19273761374858533,0.20207179638922879,0.21524924076812313,0.24004311784658297
3,c0,3,1,JOINT_WRITE,fc01072138a11c37a0544dff228116a57f792a66bc47202f78e7583c036fae61,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0009016993227113834,0.30996364268023635,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,4.440892098500626e-16,NOT_APPLICABLE,0,0.17047920086292861,0.2014352349107184,0.2096712061911598,0.20086151804667593,0.2175528399885172
3,c0,3,2,JOINT_WRITE,bfb3b4fc8e5ab6e2e7c90f2bb050a6ad66f3acfd0786e74325ccd9f5afe97a96,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0011949562768633348,0.3950951899907259,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,4.440892098500626e-16,NOT_APPLICABLE,0,0.17875930769327425,0.20570022879056213,0.21558126846244752,0.1960620508726753,0.2038971441810408
3,c0,3,3,JOINT_WRITE,b9836294af34da3c8c67e4de6a6158d50a5e1ae57e3aa37a0f1dd896e9f6da24,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.000651625759179077,0.2182699060221059,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2.220446049250313e-16,NOT_APPLICABLE,0,0.15782479371947025,0.1777813087146705,0.20182418593862464,0.21326919895015772,0.249300512677077
3,c0,3,4,JOINT_WRITE,76a6ed87837b0a701eeda27e120fab02fc3a9276c2bb4b67f5cdf69bae4df56b,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.00025152119484213233,0.08151070334816206,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.13923967874471782,0.1670753163055513,0.19210910469945938,0.2217185390957469,0.2798573611545246
3,c0,3,5,JOINT_WRITE,eb50227422ed2dce4dbc0d42f3ebcefaab661849fb3133c70984f89fc6db23a8,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,7.674951443983377e-05,0.023707887448635993,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.12647176001617177,0.15636715762933273,0.19021336582628814,0.23010392840938163,0.2968437881188257
3,c0,3,6,JOINT_WRITE,c284dbf11db3a67ca533064f4aa5d1cac86e87397735ca1c75f66f74b46b81d8,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,4.801708419095433e-05,0.013340589483162092,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.12212001835164835,0.15426399680659456,0.18890677665784883,0.22963821908191517,0.30507098910199304
3,c0,3,7,JOINT_WRITE,e3c48e211e211d3352b8dce55a213105f6a865eed7dafcd10b0a9a66d8b199a6,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.9200003484523064e-05,0.007224588492425686,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.14133498494484067,0.17207738466044523,0.1947574094802239,0.2260692401159319,0.26576098079855826
3,c0,3,8,JOINT_WRITE,f6caf8044bc7cb1ec93724c381e2488fe6490105099afea5e51555e6d37f9261,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.3683819740886642e-05,0.004776311248606464,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.14325593823813515,0.17568191987271636,0.19602577923635223,0.22540207452716096,0.2596342881256353
3,c0,4,1,JOINT_WRITE,51f2f2c9d0b8805ca50e1dabe84b70716ee8365774b1afd0e23f11c9d36ea833,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0006752656845535106,0.24921938930416382,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,4.440892098500626e-16,NOT_APPLICABLE,0,0.17630794507257885,0.20492217334786034,0.21200640890275532,0.19549390160811134,0.2112695710686942
3,c0,4,2,JOINT_WRITE,a4597acf012f7d0d0462950ab1d64e541fab1e848f8ce42b43b97361af5fe35e,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0007675529490096258,0.2685312876902583,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.16729123007478494,0.1998056729166391,0.21014818193047877,0.20096164885698414,0.22179326622111306
3,c0,4,3,JOINT_WRITE,ec5c7327ee731a1ea90ec31daff2e3ec75515b218810a31743c126613920d17f,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.00028116222922939355,0.09160584734920232,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2.220446049250313e-16,NOT_APPLICABLE,0,0.13727487389078816,0.16746255129336496,0.20189456327836736,0.22207759160552587,0.27129041993195374
3,c0,4,4,JOINT_WRITE,659350f80faa5766f022a4837d5a21bf77493b6072bc53b4f0cc99f964801f86,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,8.687501636355809e-05,0.025508852086492426,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.1102230246251565e-16,NOT_APPLICABLE,0,0.08797445016029712,0.1337830601224145,0.20227308317348125,0.2539455592106607,0.32202384733314643
3,c0,4,5,JOINT_WRITE,37471210acfcacba429ec6916ff4f8023bb1d7f857ca83ee36015e799c2befdb,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,8.413202864197994e-05,0.02515330887341687,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.07537050721132471,0.12370602164964091,0.2022483599579048,0.24852388662730096,0.35015122455382863
3,c0,4,6,JOINT_WRITE,2db619f74a7fd2b4d68c0a2ff6507a397e25297b6abbb89312153786ccaf4c73,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.040277335106381e-05,0.0035425293878349495,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.15656970689107103,0.17123002044219468,0.2069938235956492,0.2217023829137481,0.24350406615733697
3,c0,4,7,JOINT_WRITE,4d6827538a3bd9b0929c0cc70fcf5ffcae927c2d805022cd3edb4a2dcdbd9ae4,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,8.130628944801552e-06,0.002754346697824201,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.17062759083358425,0.18739644512953524,0.20611073392223928,0.20870471250300512,0.22716051761163616
3,c0,4,8,JOINT_WRITE,9bb33455404342a6f6507f17d9c08e1c21fdd390acf4c4d5f73c866a63a5bad6,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,6.370531656054276e-06,0.0021360869035028113,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.16520431911393704,0.17823038055298904,0.20712508468513355,0.21594735913544452,0.23349285651249588
3,c0,5,1,JOINT_WRITE,29d6a4f1e97e9d6d7a1b0556e4fe88c1da526331d978bdbe92dca8ba9feb445f,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0005178594101632179,0.2010566670767843,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,8.881784197001252e-16,NOT_APPLICABLE,0,0.1698586480006153,0.2078514867881629,0.21192978581625785,0.20010191141951267,0.21025816797545122
3,c0,5,2,JOINT_WRITE,2a12ebd1b7650bd8091c86843e5608f9af9d81e45c1157b5dcb465c0bd9441b5,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0007199425318876943,0.27484937375486546,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.16729030954782484,0.21238501264968906,0.2158775360617393,0.19874501838492792,0.20570212335581892
3,c0,5,3,JOINT_WRITE,c14b510613498a1629b013348efc3db2a46422d13248878dbf0f5230f0abecc7,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.00022842319115131234,0.09031934518836729,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2.220446049250313e-16,NOT_APPLICABLE,0,0.16350596666214318,0.21197932988086354,0.2140783208031504,0.20127446314935757,0.2091619195044854
3,c0,5,4,JOINT_WRITE,4c0a9bc887dd2dde31d93572a0b0ce88b3ef59dbb51a9edf980bb63ecd5c1c99,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,3.26495378591081e-05,0.014207710706243916,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,5.551115123125783e-17,NOT_APPLICABLE,0,0.15456055824083503,0.2026336621411064,0.20461101632476789,0.21264300313075762,0.22555176016253306
3,c0,5,5,JOINT_WRITE,978785c180c2467606ba6239d0158d32e785fb1dc13786162d51ea37b4f1d2a6,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,4.0348763048001155e-06,0.0019700175860554014,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.13462028894155068,0.19151249711900045,0.19100596547856735,0.23101846497459214,0.2518427834862894
3,c0,5,6,JOINT_WRITE,6bcb54c760d9e3dfaeefbbac1c13b48e8a7d139545ccb825b18071e8b8802c26,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.3548131203966806e-05,0.006332334014672293,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.0994502688090368,0.20483793588333454,0.2010133704768398,0.24695775623629476,0.24774066859449426
3,c0,5,7,JOINT_WRITE,7a7982cb03d761b40beb3eb7a295d7ac2756c065b417045415f5c80526e24522,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.3487821792478758e-05,0.005141272727738055,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,3.469446951953614e-18,NOT_APPLICABLE,0,0.13108689326898187,0.18870944797285544,0.19862448240813713,0.22628869516828584,0.25529048118173975
3,c0,5,8,JOINT_WRITE,22066748cb4c027399af95bfbe800c2b46776bc5bc066559ce723c86e9e4cf20,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,7.327906177643309e-06,0.0026252568415073806,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.12828761471508474,0.18391382526693514,0.19799895331887982,0.22845854780372374,0.2613410588953765
3,c0,6,1,JOINT_WRITE,2830084cee32d7156767072c9acbe2ca5c4aad159388e7451e5176716da502ed,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0005602902506656269,0.1922186282017183,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.16751840237458718,0.19575454520311278,0.2023802666176067,0.2052495597088625,0.22909722609583094
3,c0,6,2,JOINT_WRITE,d76ed5f0c15e3c8bd91b4cb21e31570f731343a4a2bbd1d6adbb10c486ae4fd9,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0007744985978578053,0.2580670392824909,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.16496817470699673,0.20269929288756175,0.20702306936135323,0.2050395468025381,0.2202699162415502
3,c0,6,3,JOINT_WRITE,625be65de632f089f020d742ec06180259b1f6724850f247d8ebc2095183f83f,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.00023412076183544828,0.07690059753424831,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.14506294331074807,0.1869966737066939,0.19590562787868476,0.21617895824102135,0.255855796862852
3,c0,6,4,JOINT_WRITE,02d09d51f50db73f1badbf129005acd198430abf9420fe798e88f9f2941894e0,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,6.327062403510016e-05,0.019738101516887638,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,5.551115123125783e-17,NOT_APPLICABLE,0,0.13573410241110354,0.16254424354220123,0.18645477734796012,0.24237557208608773,0.27289130461264743
3,c0,6,5,JOINT_WRITE,f24ca80746765d6865a2fba02edaaeabbdfd1af69992967667f2a2f92e7da841,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2.1756933274384328e-05,0.006939619804296756,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.11879429889434823,0.15366705979726117,0.18845446984929956,0.24909107920161447,0.2899930922574766
3,c0,6,6,JOINT_WRITE,f7e8bd4148536129cc35dcfac25ddc5e1f2d7082b7f48f05ee5e606fece9f827,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2.6278999845969183e-05,0.008437174455164212,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.13060513669745663,0.1678519313520744,0.17889379251155677,0.2457012250655202,0.276947914373392
3,c0,6,7,JOINT_WRITE,4bffc19205e731b877a3858ee83dea911131fef1ecffa54b8c394ff7874a8242,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2.3122944990614795e-05,0.00716834585290149,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.1626694063680379,0.17151796352123785,0.17659081560619125,0.23502073643433125,0.25420107807020176
3,c0,6,8,JOINT_WRITE,5e6406d848d269a974b15e15c6ed1b3cd59581ea857703cac027537624376ed4,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.81466218264744e-05,0.005672932256146533,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.16112090953641214,0.1716515644774438,0.17308758694066947,0.2326049300992831,0.26153500894619147
3,c0,7,1,JOINT_WRITE,89dd1eccee89ee9b0d0a31f113bfa65ab688d08ca5cbbd0c8c127b47c88fddcf,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0004271406134232552,0.1618606165329963,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,8.881784197001252e-16,NOT_APPLICABLE,0,0.16595272763756908,0.19980568724810177,0.20881097945528765,0.2012114574607578,0.22421914819828379
3,c0,7,2,JOINT_WRITE,2cf0453e2e7714e92264d7fe409c523bd91428846fef5d60d4da3e9ceed96050,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0005267671038851282,0.19428134694814334,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,4.440892098500626e-16,NOT_APPLICABLE,0,0.17554777573400998,0.2030559575188221,0.2041929989443166,0.19665181216635347,0.2205514556364979
3,c0,7,3,JOINT_WRITE,29e81c5b0f82bf1c470e89e71988a4a1dc56c91c655d7a46fa4f753a0acb48d5,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.00017050332940302855,0.06114294702734574,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.136972074952396,0.17699459858054706,0.20469822791409026,0.2194173227688205,0.2619177757841463
3,c0,7,4,JOINT_WRITE,cb359e048bf92c76c00495af58edb74e6ec0b22b128a19178511d56163157cbc,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,4.41383478113311e-05,0.013496904346693362,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,5.551115123125783e-17,NOT_APPLICABLE,0,0.10584325227417571,0.14473662038088153,0.20481148042066924,0.23813118910443815,0.30647745781983543
3,c0,7,5,JOINT_WRITE,cfc2411b7c7eb0cb42bf056a6c4049e67a996d1a84a76bedf09986fdf3b7da42,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,6.6343206461168515e-06,0.0022803393652541006,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.3877787807814457e-17,NOT_APPLICABLE,0,0.1153335841473944,0.14577190505454837,0.21213009990998444,0.24603461706330185,0.28072979382477103
3,c0,7,6,JOINT_WRITE,90419c621377d4ff2e4a95cff546629b04a5a8afb301f0ce9f9692de4521aa4e,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.6574391441666403e-06,0.0006612672075654648,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,3.469446951953614e-18,NOT_APPLICABLE,0,0.10471026139393602,0.16544045065177929,0.23648198915471483,0.23065676823145242,0.2627105305681176
3,c0,7,7,JOINT_WRITE,0b99d0b196c02d80a945ae4065c7bd1144366d64d8f100d3f272b002c804a69b,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.349658697073229e-06,0.0004664593587259555,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,6.938893903907228e-18,NOT_APPLICABLE,0,0.1717653710827181,0.17046522398633498,0.21751836196117855,0.20206242907643276,0.23818861389333554
3,c0,7,8,JOINT_WRITE,3abe83c144b0419fc0528fa573017f6ca217a666676b00655f5a9e140fd8cea5,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2.1596262531826961e-07,7.909755038897165e-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,1.734723475976807e-18,NOT_APPLICABLE,0,0.1556884213604883,0.17254568778087087,0.21577552237172337,0.21182805463240117,0.24416231385451634
3,c0,8,1,JOINT_WRITE,17bd5b3618f664408ae9119e2224d8ba3d086d2de481acfc286616d983295a9f,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0003785235809992913,0.14360824807598688,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.1698674711632128,0.20620009105490508,0.2149414393243453,0.2001450286911565,0.20884596976638037
3,c0,8,2,JOINT_WRITE,a841c204383873b94f2d6f2dc7ed48cbf466db78142fff111be9a37f6e264b29,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.00040940184370997005,0.14991001465000128,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0.0,NOT_APPLICABLE,0,0.17168105420094742,0.2066694511675409,0.2151164383272352,0.19829724716648467,0.20823580913779177
