arm,batch,after_sha256,before_sha256,compute_ks,compute_ks_seconds,history_append,layer,weight_sha256,selected_layer_changed
N4,6,81e37e5e64bfde668a26ef5fcde854ce8196449810c574a23871a3a71f452781,d6e19afc84a21b546fc02f7d3e2a6f885563f2f0002256d72d751e24ae445a9f,1,3.7856025798246264,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
N4,6,ace3188e3e868569bc92bfe7a1340aa5ef4b95b84d998e9b0ae9e26379609bc3,bc103e19a5beedcbfd22c119c507716fe3071fe2cbc7de4939f07ba7fd706353,1,3.7957122307270765,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
N4,7,05806d5375c3d0fca34f243d7886819369e9bdd216263dc1ec282b6d3eb05de7,c9356c214bd02a9c4e389416ab6d33861097173466b03f59163a7f59641f3d1d,1,3.7600356740877032,1,4,17c1d94aef604a39a99c5fd0904ceecd8db515cadd06b1b28e8311ac973c7b48,True
N4,7,559e031ad10aa19831d70d348fe554561ac9288807685244812f7b5e9372055f,0c935c580749ee32e703813d00749f176dbed35d4d71eb81794cad0c3877f65d,1,3.7545266058295965,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
N4,7,7b1f62223a1af70d4259915736f0173ffa5b068210c1a02bcd4a4adaaff208e0,427c9ba41e3c269be89da005c4a509b4d2793d14f454453b0629d158ecb9b4e8,1,3.768255961127579,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
N4,7,a1cf3c0ad2831ff81cd749d341747e7eb83f134b8e501ad1f001633358ad7ea1,81e37e5e64bfde668a26ef5fcde854ce8196449810c574a23871a3a71f452781,1,3.763311511836946,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
N4,7,caba84c5655c6ff27f4da2c1e7ba2c60720dc382cd37187098a896182d663dc9,ace3188e3e868569bc92bfe7a1340aa5ef4b95b84d998e9b0ae9e26379609bc3,1,3.7617301922291517,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
N4,8,5f516e2e4afa1d449e9bb060bfe52747254e75d2e8cccc9c81e0dc50a2978d13,05806d5375c3d0fca34f243d7886819369e9bdd216263dc1ec282b6d3eb05de7,1,3.837928907945752,1,4,d18272a65363621841a0913a0d4eb85fa89066ce9fe196a822d18ecf9a575edf,True
N4,8,df906a339ab90944a805764dbec62d221f4444eedd82fad0551409c8bc9ab761,559e031ad10aa19831d70d348fe554561ac9288807685244812f7b5e9372055f,1,3.8358927313238382,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
N4,8,13b319f5902fbd50aa33f90b859a386ba6a0573fde15c7748b1583204c4ead79,7b1f62223a1af70d4259915736f0173ffa5b068210c1a02bcd4a4adaaff208e0,1,3.8314539678394794,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
N4,8,c69bc3dc8a1d495ae6b6dd9d15a48e831b22d60a386ae6b4a19a2b8cfbb5d538,a1cf3c0ad2831ff81cd749d341747e7eb83f134b8e501ad1f001633358ad7ea1,1,3.8334515327587724,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
N4,8,2b6dbd7106ecfe4811414aa6304a08050c7cc2ff85755f176af2d599a299f297,caba84c5655c6ff27f4da2c1e7ba2c60720dc382cd37187098a896182d663dc9,1,3.8341620145365596,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
N4,9,2cc2d3aa6064722c9eca53038a8a3a34f42ac273dc1f0634bfa3b41e37db5ec1,5f516e2e4afa1d449e9bb060bfe52747254e75d2e8cccc9c81e0dc50a2978d13,1,3.475589002482593,1,4,9e330ea907c7904ca09db2eeb6e9683bd0523914925d0e9fe65a4ea81ffb8cc9,True
N4,9,e4ca4278382b4b249635c9a5ce2b8ccf394701fe438545d7f15bd018b5c918dd,df906a339ab90944a805764dbec62d221f4444eedd82fad0551409c8bc9ab761,1,3.461066019721329,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
N4,9,fd9a350e5bee068feed9f5a599d76560d4694a0d405ec3c62f134b8848fe8d67,13b319f5902fbd50aa33f90b859a386ba6a0573fde15c7748b1583204c4ead79,1,3.4687952008098364,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
N4,9,c6d3674d43a86c9be97dab121e34058d72a51f857e746628d318bcb3054b766a,c69bc3dc8a1d495ae6b6dd9d15a48e831b22d60a386ae6b4a19a2b8cfbb5d538,1,3.4641002817079425,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
N4,9,0970daa359e9719e9b56694339abe3f0660ebc7357deced9b996a0ea875df9d3,2b6dbd7106ecfe4811414aa6304a08050c7cc2ff85755f176af2d599a299f297,1,3.463021280243993,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
N4,10,f38200b937fcae3d15d5fa760210f31fe65f48a1613f6ba4a1caac56bf7ec0bd,2cc2d3aa6064722c9eca53038a8a3a34f42ac273dc1f0634bfa3b41e37db5ec1,1,3.746784090064466,1,4,4d54868d1222ff9b92cc5249fe81b78429fddaa572af4fff1dbb78d5b938e1dc,True
N4,10,7c12690295faeded1ce50d89049c46d2475fd514b948f4039f0352553a632c8f,e4ca4278382b4b249635c9a5ce2b8ccf394701fe438545d7f15bd018b5c918dd,1,3.750363170169294,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
N4,10,58976370457ff986cc884e28cf093cd52c12f48548c9f086a1eddaf18d47df5d,fd9a350e5bee068feed9f5a599d76560d4694a0d405ec3c62f134b8848fe8d67,1,3.752658575773239,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
N4,10,e4790f942ac53853e651ec3b81ed3c4492c0b3a7c54e30e9ee57344884738712,c6d3674d43a86c9be97dab121e34058d72a51f857e746628d318bcb3054b766a,1,3.7529512736946344,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
N4,10,7e03ee98fa299209afb21e4f6049fe73d26c51aadc9f471138a6e3075f67e4d5,0970daa359e9719e9b56694339abe3f0660ebc7357deced9b996a0ea875df9d3,1,3.756296342238784,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
F48,1,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.192968053743243,1,4,a66a269ab92ea91a99b02125511812bd03e9e5ea958c76eb8d6b144c28c5e692,True
F48,1,c03949442d2a07b269e4441c835a98d5f2c9838556c22220a36a5c852e9417fb,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.191315375268459,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
F48,1,f293d2d2481315b15031db7a0bde10a2922c2ef859fc26a79a7ea62343cc3914,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.187545468099415,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
F48,1,e14ca6006558aaed63b278b074e325b36d4cdca2b537f42c87dd4b4d61be0fdf,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.19592023268342,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
F48,1,084e1430167e3504623c275c858444209b96cd694a936c875ca0449ab51fbfdd,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.190219110809267,1,8,cad73c78ed34b2bc21a8445a431fc35977651f6850a7994d869a40edc05e6b1f,True
F48,2,1b459da0b64e048bf72751e25add7708ed811e108869dbd3b1e2b768a716ce0c,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,1,3.5770221455022693,1,4,6f75a830233aee5e3642c56a7e3b1be726e573a621b558b3982701824207fa0d,True
F48,2,412799f406be56fa53fe1c8c225fa435ebdfedf170c9f6326975fecc6e340f53,c03949442d2a07b269e4441c835a98d5f2c9838556c22220a36a5c852e9417fb,1,3.574768449179828,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
F48,2,ed71f65dee58b0f029e329330bdc1aded96e41316d6661b37fca7d1c72e61286,f293d2d2481315b15031db7a0bde10a2922c2ef859fc26a79a7ea62343cc3914,1,3.5828762659803033,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
F48,2,55897ce6864fb1ee02d5edcd77cd47195825d6bd882c4dcffb48d89b8c870683,e14ca6006558aaed63b278b074e325b36d4cdca2b537f42c87dd4b4d61be0fdf,1,3.5781978154554963,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
F48,2,9706570e03a1b9de3320f61e2408e5841bc12fd962db4e70e3e62b59743f35a9,084e1430167e3504623c275c858444209b96cd694a936c875ca0449ab51fbfdd,1,3.5788394706323743,1,8,594c985cf9d0b1f49ba4fc41dccb112d8799bef423bb32c5d3fe915291bbbf10,True
F48,3,0ada458fda6cb8216b65a2c5ef14948badac9e1cc9679ad08390b29b866f4fbf,1b459da0b64e048bf72751e25add7708ed811e108869dbd3b1e2b768a716ce0c,1,3.636873702518642,1,4,54e5e45e82259c0fdf25efa47cd59fda7aef9028862a60f4cfe8e33ef586ebac,True
F48,3,2560fff7950e42f21d51993ae5401fde85eccc38db2ef4a9a2a9c2ca68c096aa,412799f406be56fa53fe1c8c225fa435ebdfedf170c9f6326975fecc6e340f53,1,3.626199133694172,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
F48,3,16e224d81187ccfb40c5d796bf4771ac7afca006365d14e70b312b9341bff028,ed71f65dee58b0f029e329330bdc1aded96e41316d6661b37fca7d1c72e61286,1,3.6282382886856794,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
F48,3,90501129f5d9aed31670652c1310d0b55b8e6b14505cdeae0225931e00c5538b,55897ce6864fb1ee02d5edcd77cd47195825d6bd882c4dcffb48d89b8c870683,1,3.628873818553984,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
F48,3,e265daf613a84468e6a8492724c0b35ad954b318a82fa27d393c980561ee65fc,9706570e03a1b9de3320f61e2408e5841bc12fd962db4e70e3e62b59743f35a9,1,3.6299395971000195,1,8,2eb4e2d67b456c1f4d214bb757cc68965f9c3b1d8ba1d592a3cfbee763a0e5dd,True
F48,4,e63345787b7767392ad1fa85531cdec80935765736dd30430475638a8399567b,0ada458fda6cb8216b65a2c5ef14948badac9e1cc9679ad08390b29b866f4fbf,1,3.6518166782334447,1,4,2b4b58fa33ac205bddfd864d41733c50eedd65a6ff83d0c2cbb09cd95ecf6cd2,True
F48,4,4b625fbdddbae25959dc6963b5fa65af28ce68d6747794fc11fe8dfc57464c16,2560fff7950e42f21d51993ae5401fde85eccc38db2ef4a9a2a9c2ca68c096aa,1,3.6588955679908395,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
F48,4,ac2ef402ee4868bbd02b285e51da19c79d305106245eeec9ba88155a20968653,16e224d81187ccfb40c5d796bf4771ac7afca006365d14e70b312b9341bff028,1,3.653320262208581,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
F48,4,4d4ebe13b0ef3472c0e176388e7481d8acbc197c34199fd30ba439ce66adfbb8,90501129f5d9aed31670652c1310d0b55b8e6b14505cdeae0225931e00c5538b,1,3.643192805349827,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
F48,4,ce9b739906cf0a551c53247ad6733af577dfde088a3c24d81e7c6ca13c2211fc,e265daf613a84468e6a8492724c0b35ad954b318a82fa27d393c980561ee65fc,1,3.642250689677894,1,8,32dfbaf34e26aecceddbc7fea218e65e5737b098a1711736ceb8a4dd8304f658,True
F48,5,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,e63345787b7767392ad1fa85531cdec80935765736dd30430475638a8399567b,1,3.7139178281649947,1,4,4e0e457444f801024f4c629d0e8c8d54eaecdfd11354cc8e100e005b1801d34f,True
F48,5,5803c3ba4d34d301ef1c6f924f95bfc46290997180cf6636efc2d74ddeacc7cb,4b625fbdddbae25959dc6963b5fa65af28ce68d6747794fc11fe8dfc57464c16,1,3.7178829982876778,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
F48,5,35751312efb66322eb52bfa45637c32ad3ac0aa3978f4b50a74804328b4953c4,ac2ef402ee4868bbd02b285e51da19c79d305106245eeec9ba88155a20968653,1,3.7153347488492727,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
F48,5,77af3207b242620c8b2542eb9e07f6688d03709e52ddca9b9495d4bd0db51bfc,4d4ebe13b0ef3472c0e176388e7481d8acbc197c34199fd30ba439ce66adfbb8,1,3.7217390974983573,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
F48,5,2f064bb91666ab3281b7631a19e99491828262befbb149769bc24e2721fbf0ea,ce9b739906cf0a551c53247ad6733af577dfde088a3c24d81e7c6ca13c2211fc,1,3.7180539052933455,1,8,1c319c0613c7f722cb5dd908484cbe1e67ff62b9405995c3af51b8ceac576e21,True
F48,6,c9356c214bd02a9c4e389416ab6d33861097173466b03f59163a7f59641f3d1d,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,1,3.786123692058027,1,4,c7607915d379b99785155bd4ab77e648e95deaa3002b44d66fce0ff8a6f20aa8,True
F48,6,1b3128e11f38ab29996a60e7c0de5e82d1dfc492921b7c590c89f10a84ae237b,5803c3ba4d34d301ef1c6f924f95bfc46290997180cf6636efc2d74ddeacc7cb,1,3.7792294109240174,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
F48,6,b8854dde0e2b608d402dee7e8c270e4233810b3b056ca23cf33476b3e5849b00,35751312efb66322eb52bfa45637c32ad3ac0aa3978f4b50a74804328b4953c4,1,3.7801622692495584,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
F48,6,6caf7c9c74808502ddaeaf1aa6fe1a093c436640b4a0892430815f18520c56a8,77af3207b242620c8b2542eb9e07f6688d03709e52ddca9b9495d4bd0db51bfc,1,3.7793790278956294,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
F48,6,15d63730fd236f6e90250c654e5a37e218d439eb9910f530679016cd67bc05fa,2f064bb91666ab3281b7631a19e99491828262befbb149769bc24e2721fbf0ea,1,3.7795339981094003,1,8,a7dab8e3f035d9d9196879150d83e282ed474a7f573ef83598d9a7adbc18c009,True
F48,7,05806d5375c3d0fca34f243d7886819369e9bdd216263dc1ec282b6d3eb05de7,c9356c214bd02a9c4e389416ab6d33861097173466b03f59163a7f59641f3d1d,1,3.7553560668602586,1,4,1cb6246871d4956eab2d3d19b2099877de5235c89284237998a6ac650050ba32,True
F48,7,cdf14fe5f27871454ecff468277f792cfca56ed56fdad3ee0337f6a29fd7e2b2,1b3128e11f38ab29996a60e7c0de5e82d1dfc492921b7c590c89f10a84ae237b,1,3.753475378267467,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
F48,7,e85348c8ad2d7e5cd50f474c9fcbe2a10251c3417868a8dfb4ef8fb4f1ce16e9,b8854dde0e2b608d402dee7e8c270e4233810b3b056ca23cf33476b3e5849b00,1,4.022143321111798,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
F48,7,807998ab6b2812c44575bce53c9d581d916c08d890e47ef2a7fefe84ef9dfacf,6caf7c9c74808502ddaeaf1aa6fe1a093c436640b4a0892430815f18520c56a8,1,3.7530813831835985,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
F48,7,c342dd7be0aa817b54fb6826db24ef6c7aceb2320bbf134f00b7c1abf59fde0f,15d63730fd236f6e90250c654e5a37e218d439eb9910f530679016cd67bc05fa,1,3.7532503874972463,1,8,2108267b014a2ce2c70b7c2cbed546a437c112fe57511d3c52c917cf060f8bc2,True
F48,8,5f516e2e4afa1d449e9bb060bfe52747254e75d2e8cccc9c81e0dc50a2978d13,05806d5375c3d0fca34f243d7886819369e9bdd216263dc1ec282b6d3eb05de7,1,3.8383933091536164,1,4,572f3c1456df4aa3f12e73d29d028e8c5aa859fb663c5e074916925a1df8bbb2,True
F48,8,88c0d979821b041ec500e1e867d711afa40fd5ec84c37b5c2918de2c0a66d075,cdf14fe5f27871454ecff468277f792cfca56ed56fdad3ee0337f6a29fd7e2b2,1,3.854810005053878,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
F48,8,cf76d74ff13c685c083aaa917ac608b807105b187b5360e0bd16e40a99e60caa,e85348c8ad2d7e5cd50f474c9fcbe2a10251c3417868a8dfb4ef8fb4f1ce16e9,1,3.833510315977037,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
F48,8,78bf43fe2f45bf7a9b283736b91694194af89ab803cad8688bb3d633112b3c02,807998ab6b2812c44575bce53c9d581d916c08d890e47ef2a7fefe84ef9dfacf,1,3.829220551997423,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
F48,8,d9c74aaa989166729c0e73afb6962ef641fe18ef7e29bba4fd5f664dad309c4c,c342dd7be0aa817b54fb6826db24ef6c7aceb2320bbf134f00b7c1abf59fde0f,1,3.8408073456957936,1,8,ef819bae0752f5a154f284e0f3244dc2cdad6ab762767b492b44c396a90e9667,True
F48,9,2cc2d3aa6064722c9eca53038a8a3a34f42ac273dc1f0634bfa3b41e37db5ec1,5f516e2e4afa1d449e9bb060bfe52747254e75d2e8cccc9c81e0dc50a2978d13,1,3.4598356056958437,1,4,4df6839f2c4e4a62e03026e10a955af75335f5f7e0b2fc8c694aa3be86cbfb64,True
F48,9,85283e45c6ca1205188bbb98c524c457dcc811a1d576912b1dae5a1c0457a6d6,88c0d979821b041ec500e1e867d711afa40fd5ec84c37b5c2918de2c0a66d075,1,3.4697217140346766,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
F48,9,91828007a4db64c7b4a8170ac5473423cc129a47e99d046aad2806f1f6d180ec,cf76d74ff13c685c083aaa917ac608b807105b187b5360e0bd16e40a99e60caa,1,3.4613842433318496,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
