arm,batch,layer,fit,name,shape,dtype,sha256,finite
F48,8,4,000-L4,anchors,"(4096, 100)",torch.float32,b264381f374bae1dbc779f6f825141b0453ab950e82106452fbcdd86f2f925fb,True
F48,8,4,000-L4,radii,"(100,)",torch.float32,ec055f3653772e8ba6870b8a63589b815e8793202b4de42879acc05638d13f24,True
F48,8,8,001-L8,target,"(4096, 100)",torch.float32,7fffcb1720f374cb4c5c9a1e2b319f0261d298a81558e0dac29a8737b67732a1,True
F48,8,8,001-L8,anchors,"(4096, 100)",torch.float32,0f96279f2556dbc8a6da75305bd6681f62619e1be11117c69b6e6afac2cfcbac,True
F48,8,8,001-L8,radii,"(100,)",torch.float32,b0d9ccec0fbc932eda4110bc7965d93b841275c31652f4572347d707ee2ca6c1,True
F48,9,4,000-L4,target,"(4096, 100)",torch.float32,1dc32a77d66ae1b6e560fa7d89d5d4e3e936e355cd3271f660f8e563484e627b,True
F48,9,4,000-L4,anchors,"(4096, 100)",torch.float32,00b0da0ee97d7b946b15e941c9f8b17ad562232c77e55cc21bcfd17da5c55ed7,True
F48,9,4,000-L4,radii,"(100,)",torch.float32,38b9753bdc4b218122ca8a74c82be1fc3ee230882837918c4e85cd8eeed136d9,True
F48,9,8,001-L8,target,"(4096, 100)",torch.float32,7ea6421fe0f1691b8cfc768ef76c3f494e60610ca5cda87d3a9bc87c5d73c408,True
F48,9,8,001-L8,anchors,"(4096, 100)",torch.float32,c53bb18ebf2374284bbb71191a7d3798aa91d6e774ade6e70b891d69bee1c527,True
F48,9,8,001-L8,radii,"(100,)",torch.float32,4f6c3c697ff53dc7f66a9966dcc7cdc18e60b1483b3b9d91f0a47a45c742e54d,True
F48,10,4,000-L4,target,"(4096, 100)",torch.float32,013ce0131ad6d1ea45b078aeaa2b09c1cfbfafc67ac65052e750fed66bef9950,True
F48,10,4,000-L4,anchors,"(4096, 100)",torch.float32,6c8d451629d1a8aedc2d23a68b78f83f20ef5fb975f092cdb862708d1d30ef27,True
F48,10,4,000-L4,radii,"(100,)",torch.float32,49a19ae0dd018817955c88b6cb613387546a1b6e479050b47c7662f7e0c9dd95,True
F48,10,8,001-L8,target,"(4096, 100)",torch.float32,1cbef1812d204e2b6b4aca3737555e342f8ac7ff8d7483319bb8c8dc9fbfd315,True
F48,10,8,001-L8,anchors,"(4096, 100)",torch.float32,6b0d5ed66e36335d155cc179553436137c2b8b699eefd8ed2705b2c083a5c9d5,True
F48,10,8,001-L8,radii,"(100,)",torch.float32,f83fff99ef850685bb47868c43f4a9d7119fc730ff498b0eb51a75821763fa79,True
G48,1,4,000-L4,target,"(4096, 100)",torch.float32,3fe12ee0996ba578ddbab258913a2996d0b1aec03f6b5dd5651a737d6015b70b,True
G48,1,4,000-L4,anchors,"(4096, 100)",torch.float32,709057e36d1c7c334c021e906b25ac7920cf2f5f7af71c314c3c17b68825cb50,True
G48,1,4,000-L4,radii,"(100,)",torch.float32,d2db7673d01c74e28cbc839221586dea9336cdc45534c48a66107f60bc6ffd83,True
G48,1,8,001-L8,target,"(4096, 100)",torch.float32,122f24c73f993d1b162bb4db6e594343fb123947715d7f83e2772daa29864f5d,True
G48,1,8,001-L8,anchors,"(4096, 100)",torch.float32,b01b14f2db3e91c96977f92af5fc79784cad62131a5407816173714eeed90daa,True
G48,1,8,001-L8,radii,"(100,)",torch.float32,1fa8fa4bc62ad120c6908890c1854e5be3a1e997de5b03ffe3986b7e48dc7a18,True
G48,1,8,002-L8,target,"(4096, 100)",torch.float32,e1eef9d2b270376db34a3ccb8f984002caa4b032f4a2d15b864337bb3e73dae2,True
G48,1,8,002-L8,anchors,"(4096, 100)",torch.float32,e1eef9d2b270376db34a3ccb8f984002caa4b032f4a2d15b864337bb3e73dae2,True
G48,1,8,002-L8,radii,"(100,)",torch.float32,6b33c455f4679f78412d455e01898005e0cb1dab7c9f924b22612015ca9a97b7,True
G48,2,4,000-L4,target,"(4096, 100)",torch.float32,1f0a887d509492112acbfb850942fb6ba47111fc9b3f7b610bb19de567624883,True
G48,2,4,000-L4,anchors,"(4096, 100)",torch.float32,6940df84e3a249cb590450ae78f1982e56ea19a38197c220e46dcbc65b136875,True
G48,2,4,000-L4,radii,"(100,)",torch.float32,891adbcb749d3ca5748edcbf40c08517376ce81fb4a626ded57bc145863e6898,True
G48,2,8,001-L8,target,"(4096, 100)",torch.float32,0d64e38d41c68a22016f38f20ecad640ad73529d14a8e042855ecece7a9162eb,True
G48,2,8,001-L8,anchors,"(4096, 100)",torch.float32,df038e53dd1fa31b2b6192ce876f998b8574c3d8197ca6e444a84db38917dbac,True
G48,2,8,001-L8,radii,"(100,)",torch.float32,4185a9209e030581853e754f8b191ea1cde48814e25c7253aab5486303472e96,True
G48,2,8,002-L8,target,"(4096, 100)",torch.float32,68951672215e4af230f7bafd1d1c0a746da2a2dc992032f2b7b4c49367fd86e6,True
G48,2,8,002-L8,anchors,"(4096, 100)",torch.float32,7177069016c81b70d06c2b26a3902cd6af2778121d754fbe3dd93df7f6bc602a,True
G48,2,8,002-L8,radii,"(100,)",torch.float32,6c0fcde3dde8aa07825df21c27c19bee3ea277f28f960b4d1c4f0a9e96b274e3,True
G48,3,4,000-L4,target,"(4096, 100)",torch.float32,70db3f52833c415ab39acc43f34f06c41f98aaa3da8dcff3e522054d4e91c8b4,True
G48,3,4,000-L4,anchors,"(4096, 100)",torch.float32,ff1066e70a7dc64ecd92bd61ccef337e526c51f8f7b923b1aededfa2903b7ac9,True
G48,3,4,000-L4,radii,"(100,)",torch.float32,ca355ea4cedad22d3ef5aa14566856f5c2968883418f981d55a6a88e93eb6a9f,True
G48,3,8,001-L8,target,"(4096, 100)",torch.float32,e3531a375e7360b698f47ad199a6a3526bd28b8ea87e571b05d2467c29ddc483,True
G48,3,8,001-L8,anchors,"(4096, 100)",torch.float32,1eeea47b26c164c77d876042afb8bb9c10143e157c97c0389505be41ce512c03,True
G48,3,8,001-L8,radii,"(100,)",torch.float32,8ba20d610d20084ffcb2f7962f8f6d6be98aa612bfcd405785adc0f27b15f7d7,True
G48,3,8,002-L8,target,"(4096, 100)",torch.float32,c84181307105d9b1da747d520f997e51dc369ab13dfa8b5f96da8d88fd4c0c47,True
G48,3,8,002-L8,anchors,"(4096, 100)",torch.float32,c84181307105d9b1da747d520f997e51dc369ab13dfa8b5f96da8d88fd4c0c47,True
G48,3,8,002-L8,radii,"(100,)",torch.float32,cc6a0925b5db84ef224cc3789c2e554855b821dcb1c0d77ddde4b7a2d6fd7e08,True
G48,4,4,000-L4,target,"(4096, 100)",torch.float32,a24caf1088b09e2eb2b860d6def76cd993c5248c4d13aa3c6771efde9dacc0ea,True
G48,4,4,000-L4,anchors,"(4096, 100)",torch.float32,281f5d08c433fcb5fb797006390bcd63a3e786e32dfa54638ecda4dd6f07befe,True
G48,4,4,000-L4,radii,"(100,)",torch.float32,307334ac384fec10b9b56ce4386c8807440706ed8a2f481ec92bfdc997ec9217,True
G48,4,8,001-L8,target,"(4096, 100)",torch.float32,823421c81cfed77f53c35d9ef6ed13e2da8da3f7233f0c4ab30c03aa022f47c0,True
G48,4,8,001-L8,anchors,"(4096, 100)",torch.float32,c27f18c95b977fe51da4b84e0b60fc1710f863c08431e90c219f1733958e92c2,True
G48,4,8,001-L8,radii,"(100,)",torch.float32,e6b1ff36d1cfc6df6206f565fe39de1d651630308b32ad2a108476659bc7f075,True
G48,4,8,002-L8,target,"(4096, 100)",torch.float32,1b6823f2c755c103aeaf8d03a15f58116a53c9dba4cc0286f9d2640361006248,True
G48,4,8,002-L8,anchors,"(4096, 100)",torch.float32,19d964dec688c8c3bfe08abca3218b7f06b5c0acfd7254a3797e1d5a0fd1708f,True
G48,4,8,002-L8,radii,"(100,)",torch.float32,7ce02a903ff88284baf6b0c4b0938f6350dd73c98cef8b78b79d0e61351b2fa1,True
G48,5,4,000-L4,target,"(4096, 100)",torch.float32,64e2edfd643faa737c51eaf1526882d9b6a88dabad9e9d15a5cdfec790fa3c62,True
G48,5,4,000-L4,anchors,"(4096, 100)",torch.float32,72eecde69cc4ebaab0cb0093d9dff8185c5e15872a2a30b8fddc2aeccfa1570e,True
G48,5,4,000-L4,radii,"(100,)",torch.float32,75fae1f2919fa2ea8fe83d14204904e2c792523c48c647b0c59b9ded0de1c752,True
G48,5,8,001-L8,target,"(4096, 100)",torch.float32,7527474a138e7b9d916e25ac229ca32489befb9477abd1cd14659eb56c40167c,True
G48,5,8,001-L8,anchors,"(4096, 100)",torch.float32,2a984f81c37b741ca2beb9f79251a36cd2b389677729db3ddb602b562a960ead,True
G48,5,8,001-L8,radii,"(100,)",torch.float32,d90aa25b66f43167212c3e8f44723bcba38ada17218d78fb9a29bd7a2219612f,True
G48,5,8,002-L8,target,"(4096, 100)",torch.float32,6f6ff9006f1ce284db56b48eb62da0d6aa64092fba2b0fd1774a75c52b473492,True
G48,5,8,002-L8,anchors,"(4096, 100)",torch.float32,250be09f6bdf8a2d8dbc5c4dfe3ded86a3c72d3dc104ec84e105bab1d06bb76e,True
G48,5,8,002-L8,radii,"(100,)",torch.float32,0d1a993baf7ac0ac97854738f4077775f55bd0d7fcd087cefc5d0a646c1fbbf1,True
G48,6,4,000-L4,target,"(4096, 100)",torch.float32,84bbb038b8f80e0901830b0fa6b366db3319ee78e0c4523cfa1e78089729bc35,True
G48,6,4,000-L4,anchors,"(4096, 100)",torch.float32,b0b13b69b1ddcb655ed0a15b51ee246d636ed16937761199a573212ebe8429f2,True
G48,6,4,000-L4,radii,"(100,)",torch.float32,e1cae40024ced0e2b2d67dfd75548c23a0d5cdb2e3cc818610073b197faeacd2,True
G48,6,8,001-L8,target,"(4096, 100)",torch.float32,21fa376de0c517d0b4745767cb7c5107592444b0a406a561c25056264a7c4dc6,True
G48,6,8,001-L8,anchors,"(4096, 100)",torch.float32,c8733a7cf3ba7217f1db3ebf5d579c7f007d80184c212d37f72505bff4e95717,True
G48,6,8,001-L8,radii,"(100,)",torch.float32,edb8d8a53e91b725fa9e6a3b069645f1ea5a9ce7db0a71b9a1c247fee7f97987,True
G48,6,8,002-L8,target,"(4096, 100)",torch.float32,24c8995d20804caf69fa2333e10c48740c17fefcf0b981ba77169024c4317d14,True
G48,6,8,002-L8,anchors,"(4096, 100)",torch.float32,a1a24bdb95763d408be0fb627f3cb2b419794bfecf9eed62a7c059342e04b462,True
G48,6,8,002-L8,radii,"(100,)",torch.float32,bce322bcd667a2266a3691216cd760cd573277044bd18fb3f1d067b0ca803ee0,True
G48,7,4,000-L4,target,"(4096, 100)",torch.float32,3f9ae008ec721a87cb4422671ba303b6810b9f717aabe180dc3368cff0f1603d,True
G48,7,4,000-L4,anchors,"(4096, 100)",torch.float32,a4470d575448a617216a83e79e412066b3e677305ab7de16145ab0503b4bada1,True
G48,7,4,000-L4,radii,"(100,)",torch.float32,9e1321258d70cb9e01828da0f63a2f3239391aecc1f4f69f89b016d61eb85280,True
G48,7,8,001-L8,target,"(4096, 100)",torch.float32,3509cca6070f976711b5f6801b55a6adf37a4bfbb9cd61c6f1d01682f19939e6,True
G48,7,8,001-L8,anchors,"(4096, 100)",torch.float32,20471df4a62eb1ec64cb6a037b400162318606b0444cf9a187f2f331a81cd01d,True
G48,7,8,001-L8,radii,"(100,)",torch.float32,2cfbe7aebf35625a27d3e5b2ef024185b7e1d63e7141bbc6518d9c2b25930870,True
G48,7,8,002-L8,target,"(4096, 100)",torch.float32,e164629413c3349349847a6683d9f1b4c2b801bcb5ae9d5f52894d5408e1751e,True
G48,7,8,002-L8,anchors,"(4096, 100)",torch.float32,cdab265445040ca282999c0794b947322b67aa3fcb7458d30dc6333f69290505,True
G48,7,8,002-L8,radii,"(100,)",torch.float32,fccf62cb7ab99c4ea90272def44e49228f66b76eb6cdde8fe536516f0a178da8,True
G48,8,4,000-L4,target,"(4096, 100)",torch.float32,00019340f03977f98c81fcd5fe608e7270324951a0d21631d622281766b75f0e,True
G48,8,4,000-L4,anchors,"(4096, 100)",torch.float32,1e80a1d6f59b59ceb32b8f9d220d218b0fb14398af1018c33c63c73035332264,True
G48,8,4,000-L4,radii,"(100,)",torch.float32,9ab8707caa00b28e6e68cfc5ce0209177722422d135d578f22a1b2e39c214689,True
G48,8,8,001-L8,target,"(4096, 100)",torch.float32,7ed3ec0a1d3ce81f41b871c26088f72353e898c94cc258553fbb0050f55ba5bf,True
G48,8,8,001-L8,anchors,"(4096, 100)",torch.float32,653c5c5011d6508e62fb6c4a3348163179f035d4a2839d240d197a6ec4866c13,True
G48,8,8,001-L8,radii,"(100,)",torch.float32,fbce48588405264f5c4741d89eda4dbc24e4a35d747f9cf7b153c97d41f0e630,True
G48,8,8,002-L8,target,"(4096, 100)",torch.float32,ce58eb928ba9a6d53536fc87edecf572197046d673fa6d3e0c4cd4beb1020e32,True
G48,8,8,002-L8,anchors,"(4096, 100)",torch.float32,ce58eb928ba9a6d53536fc87edecf572197046d673fa6d3e0c4cd4beb1020e32,True
G48,8,8,002-L8,radii,"(100,)",torch.float32,e2b9b8774aae19045f10353d1682f9d9225fdc81653ce27e76a1d13459279f9d,True
G48,9,4,000-L4,target,"(4096, 100)",torch.float32,07272ba3fd7f0923272ed7fa12b21d0fb3f2f603c6246f059a20144bb7760961,True
G48,9,4,000-L4,anchors,"(4096, 100)",torch.float32,b8e2ee220c69a15a83bb7aa3da1ee1aff3a3efab055e568117dfc9d4308be7f0,True
G48,9,4,000-L4,radii,"(100,)",torch.float32,508cbc2117e999a1cd51c49e19ea619af788cf8796fd23f77f389ad6a63c6900,True
G48,9,8,001-L8,target,"(4096, 100)",torch.float32,c568ae9c2215a76caef84f3a7763466702f09052b11de7726498e6228c0758e0,True
G48,9,8,001-L8,anchors,"(4096, 100)",torch.float32,e003b8a37430095f96c08c80c761e0459405611e2b139617f965ec45efa3e959,True
G48,9,8,001-L8,radii,"(100,)",torch.float32,681cc93d14153f2e948fb986b5a9f6ac4c4f19c8cdf492abc7ec055d5bf44f03,True
G48,9,8,002-L8,target,"(4096, 100)",torch.float32,166ad1048103eef9a1fbe33b143ceaf4170e9d45f37c5ae304f7267e1791c3f7,True
G48,9,8,002-L8,anchors,"(4096, 100)",torch.float32,74d0aa298d41cf747dece398b8f0967e5fd93fd99a5365f5e845fd44f2666289,True
G48,9,8,002-L8,radii,"(100,)",torch.float32,93213c84e5d36b5b4878246da15b7d6be804f51785f455bc6df971e9dc6dba63,True
G48,10,4,000-L4,target,"(4096, 100)",torch.float32,98995ebdd516bf7ec2285a71be0608da9983e0a465a3d5878a8a1b74543be7d0,True
G48,10,4,000-L4,anchors,"(4096, 100)",torch.float32,92a1e894e35b89086e5181c52796072bff7a720033f14a37dec9ae09d459843c,True
G48,10,4,000-L4,radii,"(100,)",torch.float32,a91d64ca69c8ccdc3c54d0be554ec6771d9c8e0d4b54111885e07b6988136696,True
G48,10,8,001-L8,target,"(4096, 100)",torch.float32,feedc5089d7b960e8e7d82002e2e1211c5e14aa0595ea06d062683621ea83a6f,True
G48,10,8,001-L8,anchors,"(4096, 100)",torch.float32,ce42e14052e024992033e8b1105c146d38c105e15064a74e780349a9da533b3c,True
G48,10,8,001-L8,radii,"(100,)",torch.float32,06320723666897f3f4f29d9432d74fbc04f087f23afd823f41b7d91c16251fe3,True
G48,10,8,002-L8,target,"(4096, 100)",torch.float32,8dc5155352ec80397b0d347a0b87cce906cd8b6045f91027daeea336245cb0e1,True
G48,10,8,002-L8,anchors,"(4096, 100)",torch.float32,cdda5d867f4ea4f48a196880ce02e20ac0ed15a779ea109bab0d0d5dd36ad320,True
G48,10,8,002-L8,radii,"(100,)",torch.float32,43214a7b12b1f3d3360a5a6921a96ace56d756f1f1f69661eae8833ba99c3519,True
C4,1,4,000-L4,target,"(4096, 100)",torch.float32,3fe12ee0996ba578ddbab258913a2996d0b1aec03f6b5dd5651a737d6015b70b,True
C4,1,4,000-L4,anchors,"(4096, 100)",torch.float32,709057e36d1c7c334c021e906b25ac7920cf2f5f7af71c314c3c17b68825cb50,True
C4,1,4,000-L4,radii,"(100,)",torch.float32,d2db7673d01c74e28cbc839221586dea9336cdc45534c48a66107f60bc6ffd83,True
C4,2,4,000-L4,target,"(4096, 100)",torch.float32,1f0a887d509492112acbfb850942fb6ba47111fc9b3f7b610bb19de567624883,True
C4,2,4,000-L4,anchors,"(4096, 100)",torch.float32,6940df84e3a249cb590450ae78f1982e56ea19a38197c220e46dcbc65b136875,True
C4,2,4,000-L4,radii,"(100,)",torch.float32,891adbcb749d3ca5748edcbf40c08517376ce81fb4a626ded57bc145863e6898,True
C4,3,4,000-L4,target,"(4096, 100)",torch.float32,1946ea602f004b1dd8fce63fcba072baca0dc9cee43f8a7fb03308adaeb8a028,True
C4,3,4,000-L4,anchors,"(4096, 100)",torch.float32,d12f4911e18c17d54cb21688fbc2d44756088e06085086f470c5d61f62f0b091,True
C4,3,4,000-L4,radii,"(100,)",torch.float32,b741ceb556d442d2d17d07c68ac6f86171b4a03fedf9ed7979c6afbd4242705d,True
