arm,batch,event,count
F48,5,FINALIZATION_BEGIN,1
F48,5,FINALIZATION_COMPLETE,1
F48,6,CONTROLLER_START,1
F48,6,FIT_RESERVED,2
F48,6,FIT_COMPLETE,2
F48,6,GATE_MATERIALIZED,3
F48,6,EXACT_ZERO_SKIP,1
F48,6,SCORE_RESERVED,2
F48,6,SCORE_COMPLETE,2
F48,6,BASELINE_COMPLETE,1
F48,6,ARM_POLICY_BEGIN,1
F48,6,GATE_PROPOSAL,1
F48,6,FIT_CACHE_HIT,1
F48,6,CANDIDATE_COMPLETE,1
F48,6,ARM_POLICY_COMPLETE,1
F48,6,SELECTION_SEALED,1
F48,6,FINALIZATION_BEGIN,1
F48,6,FINALIZATION_COMPLETE,1
F48,7,CONTROLLER_START,1
F48,7,FIT_RESERVED,2
F48,7,FIT_COMPLETE,2
F48,7,GATE_MATERIALIZED,3
F48,7,EXACT_ZERO_SKIP,1
F48,7,SCORE_RESERVED,2
F48,7,SCORE_COMPLETE,2
F48,7,BASELINE_COMPLETE,1
F48,7,ARM_POLICY_BEGIN,1
F48,7,GATE_PROPOSAL,1
F48,7,FIT_CACHE_HIT,1
F48,7,CANDIDATE_COMPLETE,1
F48,7,ARM_POLICY_COMPLETE,1
F48,7,SELECTION_SEALED,1
F48,7,FINALIZATION_BEGIN,1
F48,7,FINALIZATION_COMPLETE,1
F48,8,CONTROLLER_START,1
F48,8,FIT_RESERVED,2
F48,8,FIT_COMPLETE,2
F48,8,GATE_MATERIALIZED,3
F48,8,EXACT_ZERO_SKIP,1
F48,8,SCORE_RESERVED,2
F48,8,SCORE_COMPLETE,2
F48,8,BASELINE_COMPLETE,1
F48,8,ARM_POLICY_BEGIN,1
F48,8,GATE_PROPOSAL,1
F48,8,FIT_CACHE_HIT,1
F48,8,CANDIDATE_COMPLETE,1
F48,8,ARM_POLICY_COMPLETE,1
F48,8,SELECTION_SEALED,1
F48,8,FINALIZATION_BEGIN,1
F48,8,FINALIZATION_COMPLETE,1
F48,9,CONTROLLER_START,1
F48,9,FIT_RESERVED,2
F48,9,FIT_COMPLETE,2
F48,9,GATE_MATERIALIZED,3
F48,9,EXACT_ZERO_SKIP,1
F48,9,SCORE_RESERVED,2
F48,9,SCORE_COMPLETE,2
F48,9,BASELINE_COMPLETE,1
F48,9,ARM_POLICY_BEGIN,1
F48,9,GATE_PROPOSAL,1
F48,9,FIT_CACHE_HIT,1
F48,9,CANDIDATE_COMPLETE,1
F48,9,ARM_POLICY_COMPLETE,1
F48,9,SELECTION_SEALED,1
F48,9,FINALIZATION_BEGIN,1
F48,9,FINALIZATION_COMPLETE,1
F48,10,CONTROLLER_START,1
F48,10,FIT_RESERVED,2
F48,10,FIT_COMPLETE,2
F48,10,GATE_MATERIALIZED,3
F48,10,EXACT_ZERO_SKIP,1
F48,10,SCORE_RESERVED,2
F48,10,SCORE_COMPLETE,2
F48,10,BASELINE_COMPLETE,1
F48,10,ARM_POLICY_BEGIN,1
F48,10,GATE_PROPOSAL,1
F48,10,FIT_CACHE_HIT,1
F48,10,CANDIDATE_COMPLETE,1
F48,10,ARM_POLICY_COMPLETE,1
F48,10,SELECTION_SEALED,1
F48,10,FINALIZATION_BEGIN,1
F48,10,FINALIZATION_COMPLETE,1
G48,1,CONTROLLER_START,1
G48,1,FIT_RESERVED,3
G48,1,FIT_COMPLETE,3
G48,1,GATE_MATERIALIZED,10
G48,1,EXACT_ZERO_SKIP,2
G48,1,SCORE_RESERVED,6
G48,1,SCORE_COMPLETE,6
G48,1,BASELINE_COMPLETE,1
G48,1,ARM_POLICY_BEGIN,1
G48,1,GATE_PROPOSAL,5
G48,1,FIT_CACHE_HIT,7
G48,1,CANDIDATE_COMPLETE,5
G48,1,GATE_CACHE_HIT,1
G48,1,ARM_POLICY_COMPLETE,1
G48,1,SELECTION_SEALED,1
G48,1,FINALIZATION_BEGIN,1
G48,1,FINALIZATION_COMPLETE,1
G48,2,CONTROLLER_START,1
G48,2,FIT_RESERVED,3
G48,2,FIT_COMPLETE,3
G48,2,GATE_MATERIALIZED,10
G48,2,EXACT_ZERO_SKIP,2
G48,2,SCORE_RESERVED,6
G48,2,SCORE_COMPLETE,6
G48,2,BASELINE_COMPLETE,1
G48,2,ARM_POLICY_BEGIN,1
G48,2,GATE_PROPOSAL,5
G48,2,FIT_CACHE_HIT,7
G48,2,CANDIDATE_COMPLETE,5
G48,2,GATE_CACHE_HIT,1
G48,2,ARM_POLICY_COMPLETE,1
G48,2,SELECTION_SEALED,1
G48,2,FINALIZATION_BEGIN,1
G48,2,FINALIZATION_COMPLETE,1
G48,3,CONTROLLER_START,1
G48,3,FIT_RESERVED,3
G48,3,FIT_COMPLETE,3
G48,3,GATE_MATERIALIZED,10
G48,3,EXACT_ZERO_SKIP,2
G48,3,SCORE_RESERVED,6
G48,3,SCORE_COMPLETE,6
G48,3,BASELINE_COMPLETE,1
G48,3,ARM_POLICY_BEGIN,1
G48,3,GATE_PROPOSAL,5
G48,3,FIT_CACHE_HIT,7
G48,3,CANDIDATE_COMPLETE,5
G48,3,GATE_CACHE_HIT,1
G48,3,ARM_POLICY_COMPLETE,1
G48,3,SELECTION_SEALED,1
G48,3,FINALIZATION_BEGIN,1
G48,3,FINALIZATION_COMPLETE,1
G48,4,CONTROLLER_START,1
G48,4,FIT_RESERVED,3
G48,4,FIT_COMPLETE,3
G48,4,GATE_MATERIALIZED,10
G48,4,EXACT_ZERO_SKIP,2
G48,4,SCORE_RESERVED,6
G48,4,SCORE_COMPLETE,6
G48,4,BASELINE_COMPLETE,1
G48,4,ARM_POLICY_BEGIN,1
G48,4,GATE_PROPOSAL,5
G48,4,FIT_CACHE_HIT,7
G48,4,CANDIDATE_COMPLETE,5
G48,4,GATE_CACHE_HIT,1
G48,4,ARM_POLICY_COMPLETE,1
G48,4,SELECTION_SEALED,1
G48,4,FINALIZATION_BEGIN,1
G48,4,FINALIZATION_COMPLETE,1
G48,5,CONTROLLER_START,1
G48,5,FIT_RESERVED,3
G48,5,FIT_COMPLETE,3
G48,5,GATE_MATERIALIZED,10
G48,5,EXACT_ZERO_SKIP,2
G48,5,SCORE_RESERVED,6
G48,5,SCORE_COMPLETE,6
G48,5,BASELINE_COMPLETE,1
G48,5,ARM_POLICY_BEGIN,1
G48,5,GATE_PROPOSAL,5
G48,5,FIT_CACHE_HIT,7
G48,5,CANDIDATE_COMPLETE,5
G48,5,GATE_CACHE_HIT,1
G48,5,ARM_POLICY_COMPLETE,1
G48,5,SELECTION_SEALED,1
G48,5,FINALIZATION_BEGIN,1
G48,5,FINALIZATION_COMPLETE,1
G48,6,CONTROLLER_START,1
G48,6,FIT_RESERVED,3
G48,6,FIT_COMPLETE,3
G48,6,GATE_MATERIALIZED,10
G48,6,EXACT_ZERO_SKIP,2
G48,6,SCORE_RESERVED,6
G48,6,SCORE_COMPLETE,6
G48,6,BASELINE_COMPLETE,1
G48,6,ARM_POLICY_BEGIN,1
G48,6,GATE_PROPOSAL,5
G48,6,FIT_CACHE_HIT,7
G48,6,CANDIDATE_COMPLETE,5
G48,6,GATE_CACHE_HIT,1
G48,6,ARM_POLICY_COMPLETE,1
G48,6,SELECTION_SEALED,1
G48,6,FINALIZATION_BEGIN,1
G48,6,FINALIZATION_COMPLETE,1
G48,7,CONTROLLER_START,1
G48,7,FIT_RESERVED,3
G48,7,FIT_COMPLETE,3
G48,7,GATE_MATERIALIZED,10
G48,7,EXACT_ZERO_SKIP,2
G48,7,SCORE_RESERVED,6
G48,7,SCORE_COMPLETE,6
G48,7,BASELINE_COMPLETE,1
G48,7,ARM_POLICY_BEGIN,1
G48,7,GATE_PROPOSAL,5
G48,7,FIT_CACHE_HIT,7
G48,7,CANDIDATE_COMPLETE,5
G48,7,GATE_CACHE_HIT,1
G48,7,ARM_POLICY_COMPLETE,1
G48,7,SELECTION_SEALED,1
G48,7,FINALIZATION_BEGIN,1
G48,7,FINALIZATION_COMPLETE,1
G48,8,CONTROLLER_START,1
G48,8,FIT_RESERVED,3
G48,8,FIT_COMPLETE,3
G48,8,GATE_MATERIALIZED,10
G48,8,EXACT_ZERO_SKIP,2
G48,8,SCORE_RESERVED,6
G48,8,SCORE_COMPLETE,6
G48,8,BASELINE_COMPLETE,1
G48,8,ARM_POLICY_BEGIN,1
G48,8,GATE_PROPOSAL,5
G48,8,FIT_CACHE_HIT,7
G48,8,CANDIDATE_COMPLETE,5
G48,8,GATE_CACHE_HIT,1
G48,8,ARM_POLICY_COMPLETE,1
G48,8,SELECTION_SEALED,1
G48,8,FINALIZATION_BEGIN,1
G48,8,FINALIZATION_COMPLETE,1
G48,9,CONTROLLER_START,1
G48,9,FIT_RESERVED,3
G48,9,FIT_COMPLETE,3
G48,9,GATE_MATERIALIZED,10
G48,9,EXACT_ZERO_SKIP,2
G48,9,SCORE_RESERVED,6
G48,9,SCORE_COMPLETE,6
G48,9,BASELINE_COMPLETE,1
G48,9,ARM_POLICY_BEGIN,1
G48,9,GATE_PROPOSAL,5
G48,9,FIT_CACHE_HIT,7
G48,9,CANDIDATE_COMPLETE,5
G48,9,GATE_CACHE_HIT,1
G48,9,ARM_POLICY_COMPLETE,1
G48,9,SELECTION_SEALED,1
G48,9,FINALIZATION_BEGIN,1
G48,9,FINALIZATION_COMPLETE,1
G48,10,CONTROLLER_START,1
G48,10,FIT_RESERVED,3
G48,10,FIT_COMPLETE,3
G48,10,GATE_MATERIALIZED,10
G48,10,EXACT_ZERO_SKIP,2
G48,10,SCORE_RESERVED,6
G48,10,SCORE_COMPLETE,6
G48,10,BASELINE_COMPLETE,1
G48,10,ARM_POLICY_BEGIN,1
G48,10,GATE_PROPOSAL,5
G48,10,FIT_CACHE_HIT,7
G48,10,CANDIDATE_COMPLETE,5
G48,10,GATE_CACHE_HIT,1
G48,10,ARM_POLICY_COMPLETE,1
G48,10,SELECTION_SEALED,1
G48,10,FINALIZATION_BEGIN,1
G48,10,FINALIZATION_COMPLETE,1
C4,1,CONTROLLER_START,1
C4,1,FIT_RESERVED,1
C4,1,FIT_COMPLETE,1
C4,1,GATE_MATERIALIZED,4
C4,1,SCORE_RESERVED,4
C4,1,SCORE_COMPLETE,4
C4,1,BASELINE_COMPLETE,1
C4,1,ARM_POLICY_BEGIN,1
C4,1,RAW_CALLBACK,9
C4,1,GATE_CACHE_HIT,1
C4,1,RAW_CALLBACK_RETURN,4
C4,1,RAW_CALLBACK_CACHE_HIT,5
C4,1,GATE_PROPOSAL,3
C4,1,FIT_CACHE_HIT,3
C4,1,CANDIDATE_COMPLETE,3
C4,1,SEARCH_STOP,1
C4,1,ARM_POLICY_COMPLETE,1
C4,1,SELECTION_SEALED,1
C4,1,FINALIZATION_BEGIN,1
C4,1,FINALIZATION_COMPLETE,1
C4,2,CONTROLLER_START,1
C4,2,FIT_RESERVED,1
C4,2,FIT_COMPLETE,1
C4,2,GATE_MATERIALIZED,4
C4,2,SCORE_RESERVED,4
C4,2,SCORE_COMPLETE,4
C4,2,BASELINE_COMPLETE,1
C4,2,ARM_POLICY_BEGIN,1
C4,2,RAW_CALLBACK,9
C4,2,GATE_CACHE_HIT,1
C4,2,RAW_CALLBACK_RETURN,4
C4,2,RAW_CALLBACK_CACHE_HIT,5
C4,2,GATE_PROPOSAL,3
C4,2,FIT_CACHE_HIT,3
C4,2,CANDIDATE_COMPLETE,3
C4,2,SEARCH_STOP,1
C4,2,ARM_POLICY_COMPLETE,1
C4,2,SELECTION_SEALED,1
C4,2,FINALIZATION_BEGIN,1
C4,2,FINALIZATION_COMPLETE,1
C4,3,CONTROLLER_START,1
C4,3,FIT_RESERVED,1
C4,3,FIT_COMPLETE,1
C4,3,GATE_MATERIALIZED,4
C4,3,SCORE_RESERVED,4
C4,3,SCORE_COMPLETE,4
C4,3,BASELINE_COMPLETE,1
C4,3,ARM_POLICY_BEGIN,1
C4,3,RAW_CALLBACK,9
C4,3,GATE_CACHE_HIT,1
C4,3,RAW_CALLBACK_RETURN,4
C4,3,RAW_CALLBACK_CACHE_HIT,5
C4,3,GATE_PROPOSAL,3
C4,3,FIT_CACHE_HIT,3
C4,3,CANDIDATE_COMPLETE,3
C4,3,SEARCH_STOP,1
C4,3,ARM_POLICY_COMPLETE,1
C4,3,SELECTION_SEALED,1
C4,3,FINALIZATION_BEGIN,1
C4,3,FINALIZATION_COMPLETE,1
C4,4,CONTROLLER_START,1
C4,4,FIT_RESERVED,1
C4,4,FIT_COMPLETE,1
C4,4,GATE_MATERIALIZED,4
C4,4,SCORE_RESERVED,4
C4,4,SCORE_COMPLETE,4
C4,4,BASELINE_COMPLETE,1
C4,4,ARM_POLICY_BEGIN,1
C4,4,RAW_CALLBACK,9
C4,4,GATE_CACHE_HIT,1
C4,4,RAW_CALLBACK_RETURN,4
C4,4,RAW_CALLBACK_CACHE_HIT,5
C4,4,GATE_PROPOSAL,3
C4,4,FIT_CACHE_HIT,3
C4,4,CANDIDATE_COMPLETE,3
C4,4,SEARCH_STOP,1
C4,4,ARM_POLICY_COMPLETE,1
C4,4,SELECTION_SEALED,1
C4,4,FINALIZATION_BEGIN,1
C4,4,FINALIZATION_COMPLETE,1
C4,5,CONTROLLER_START,1
C4,5,FIT_RESERVED,1
C4,5,FIT_COMPLETE,1
C4,5,GATE_MATERIALIZED,4
C4,5,SCORE_RESERVED,4
C4,5,SCORE_COMPLETE,4
C4,5,BASELINE_COMPLETE,1
C4,5,ARM_POLICY_BEGIN,1
C4,5,RAW_CALLBACK,9
C4,5,GATE_CACHE_HIT,1
C4,5,RAW_CALLBACK_RETURN,4
C4,5,RAW_CALLBACK_CACHE_HIT,5
C4,5,GATE_PROPOSAL,3
C4,5,FIT_CACHE_HIT,3
C4,5,CANDIDATE_COMPLETE,3
C4,5,SEARCH_STOP,1
C4,5,ARM_POLICY_COMPLETE,1
C4,5,SELECTION_SEALED,1
C4,5,FINALIZATION_BEGIN,1
C4,5,FINALIZATION_COMPLETE,1
C4,6,CONTROLLER_START,1
C4,6,FIT_RESERVED,1
C4,6,FIT_COMPLETE,1
C4,6,GATE_MATERIALIZED,4
C4,6,SCORE_RESERVED,4
C4,6,SCORE_COMPLETE,4
C4,6,BASELINE_COMPLETE,1
C4,6,ARM_POLICY_BEGIN,1
C4,6,RAW_CALLBACK,9
C4,6,GATE_CACHE_HIT,1
C4,6,RAW_CALLBACK_RETURN,4
C4,6,RAW_CALLBACK_CACHE_HIT,5
C4,6,GATE_PROPOSAL,3
C4,6,FIT_CACHE_HIT,3
C4,6,CANDIDATE_COMPLETE,3
C4,6,SEARCH_STOP,1
C4,6,ARM_POLICY_COMPLETE,1
C4,6,SELECTION_SEALED,1
C4,6,FINALIZATION_BEGIN,1
C4,6,FINALIZATION_COMPLETE,1
C4,7,CONTROLLER_START,1
C4,7,FIT_RESERVED,1
C4,7,FIT_COMPLETE,1
C4,7,GATE_MATERIALIZED,4
C4,7,SCORE_RESERVED,4
C4,7,SCORE_COMPLETE,4
C4,7,BASELINE_COMPLETE,1
C4,7,ARM_POLICY_BEGIN,1
C4,7,RAW_CALLBACK,9
C4,7,GATE_CACHE_HIT,1
C4,7,RAW_CALLBACK_RETURN,4
C4,7,RAW_CALLBACK_CACHE_HIT,5
C4,7,GATE_PROPOSAL,3
C4,7,FIT_CACHE_HIT,3
C4,7,CANDIDATE_COMPLETE,3
C4,7,SEARCH_STOP,1
C4,7,ARM_POLICY_COMPLETE,1
C4,7,SELECTION_SEALED,1
C4,7,FINALIZATION_BEGIN,1
C4,7,FINALIZATION_COMPLETE,1
C4,8,CONTROLLER_START,1
C4,8,FIT_RESERVED,1
C4,8,FIT_COMPLETE,1
C4,8,GATE_MATERIALIZED,4
C4,8,SCORE_RESERVED,4
C4,8,SCORE_COMPLETE,4
C4,8,BASELINE_COMPLETE,1
C4,8,ARM_POLICY_BEGIN,1
C4,8,RAW_CALLBACK,9
C4,8,GATE_CACHE_HIT,1
C4,8,RAW_CALLBACK_RETURN,4
C4,8,RAW_CALLBACK_CACHE_HIT,5
C4,8,GATE_PROPOSAL,3
C4,8,FIT_CACHE_HIT,3
C4,8,CANDIDATE_COMPLETE,3
C4,8,SEARCH_STOP,1
C4,8,ARM_POLICY_COMPLETE,1
C4,8,SELECTION_SEALED,1
C4,8,FINALIZATION_BEGIN,1
C4,8,FINALIZATION_COMPLETE,1
C4,9,CONTROLLER_START,1
C4,9,FIT_RESERVED,1
C4,9,FIT_COMPLETE,1
C4,9,GATE_MATERIALIZED,4
C4,9,SCORE_RESERVED,4
C4,9,SCORE_COMPLETE,4
C4,9,BASELINE_COMPLETE,1
C4,9,ARM_POLICY_BEGIN,1
C4,9,RAW_CALLBACK,9
C4,9,GATE_CACHE_HIT,1
C4,9,RAW_CALLBACK_RETURN,4
C4,9,RAW_CALLBACK_CACHE_HIT,5
C4,9,GATE_PROPOSAL,3
C4,9,FIT_CACHE_HIT,3
C4,9,CANDIDATE_COMPLETE,3
C4,9,SEARCH_STOP,1
C4,9,ARM_POLICY_COMPLETE,1
C4,9,SELECTION_SEALED,1
C4,9,FINALIZATION_BEGIN,1
C4,9,FINALIZATION_COMPLETE,1
C4,10,CONTROLLER_START,1
C4,10,FIT_RESERVED,1
C4,10,FIT_COMPLETE,1
C4,10,GATE_MATERIALIZED,4
C4,10,SCORE_RESERVED,4
C4,10,SCORE_COMPLETE,4
C4,10,BASELINE_COMPLETE,1
C4,10,ARM_POLICY_BEGIN,1
C4,10,RAW_CALLBACK,9
C4,10,GATE_CACHE_HIT,1
C4,10,RAW_CALLBACK_RETURN,4
C4,10,RAW_CALLBACK_CACHE_HIT,5
C4,10,GATE_PROPOSAL,3
C4,10,FIT_CACHE_HIT,3
C4,10,CANDIDATE_COMPLETE,3
C4,10,SEARCH_STOP,1
C4,10,ARM_POLICY_COMPLETE,1
C4,10,SELECTION_SEALED,1
C4,10,FINALIZATION_BEGIN,1
C4,10,FINALIZATION_COMPLETE,1
C48,1,CONTROLLER_START,1
C48,1,FIT_RESERVED,8
C48,1,FIT_COMPLETE,8
C48,1,GATE_MATERIALIZED,22
C48,1,EXACT_ZERO_SKIP,1
C48,1,SCORE_RESERVED,11
C48,1,SCORE_COMPLETE,11
C48,1,BASELINE_COMPLETE,1
C48,1,ARM_POLICY_BEGIN,1
C48,1,RAW_CALLBACK,24
C48,1,GATE_PROPOSAL,11
C48,1,FIT_CACHE_HIT,14
C48,1,CANDIDATE_COMPLETE,10
C48,1,RAW_CALLBACK_RETURN,11
C48,1,RAW_CALLBACK_CACHE_HIT,12
C48,1,RAW_BOUNDS_REJECTED,1
C48,1,BUDGET_STOP,1
C48,1,INCOMPLETE_BUDGET,1
C48,1,SEARCH_STOP,1
C48,1,PRUNING_COMPLETE,1
C48,1,ARM_POLICY_COMPLETE,1
C48,1,SELECTION_SEALED,1
C48,1,FINALIZATION_BEGIN,1
C48,1,FINALIZATION_COMPLETE,1
C48,2,CONTROLLER_START,1
C48,2,FIT_RESERVED,13
C48,2,FIT_COMPLETE,13
C48,2,GATE_MATERIALIZED,29
C48,2,EXACT_ZERO_SKIP,2
C48,2,SCORE_RESERVED,15
C48,2,SCORE_COMPLETE,15
C48,2,BASELINE_COMPLETE,1
C48,2,ARM_POLICY_BEGIN,1
C48,2,RAW_CALLBACK,28
C48,2,GATE_PROPOSAL,15
C48,2,FIT_CACHE_HIT,16
C48,2,CANDIDATE_COMPLETE,14
C48,2,RAW_CALLBACK_RETURN,13
C48,2,RAW_CALLBACK_CACHE_HIT,14
C48,2,BUDGET_STOP,1
C48,2,INCOMPLETE_BUDGET,1
C48,2,SEARCH_STOP,1
C48,2,PRUNING_ATTEMPT,1
C48,2,PRUNING_RESULT,1
C48,2,PRUNING_COMPLETE,1
C48,2,ARM_POLICY_COMPLETE,1
C48,2,SELECTION_SEALED,1
C48,2,FINALIZATION_BEGIN,1
C48,2,FINALIZATION_COMPLETE,1
C48,3,CONTROLLER_START,1
C48,3,FIT_RESERVED,20
C48,3,FIT_COMPLETE,20
C48,3,GATE_MATERIALIZED,42
