endpoint,panel,metric,denominator,baseline_success_denominator,lost,gained,unchanged_success,unchanged_failure,loss_rate_among_baseline_success,paired_identity_root
Late-B100,cohort_B045,RS,100,98,0,0,98,2,0.0,d6424c12571b3698315005c68cb244af08c37209883e57500bc48349d98b920a
Late-B100,cohort_B045,PS,200,187,0,0,187,13,0.0,d13d516663e53d1684b4646ae013eb547af712f75fc5bc0a9c45c7fac1467d06
Late-B100,cohort_B045,NS,1000,604,8,4,596,392,0.013245033112582781,e7ffe2918bddfce42626b52a7366f08ea028b606790c1948033112b6d6aba759
Late-B100,cohort_B046,RS,100,100,0,0,100,0,0.0,f3f26c51b1fd81d9079dddf6c5ecbf95afe94013fd7eb6e01b966150cec41b6d
Late-B100,cohort_B046,PS,200,190,1,0,189,10,0.005263157894736842,c66a287c2926078da818eb6c8622db49a68db41dedb5ef5044bdeb12912096fc
Late-B100,cohort_B046,NS,1000,659,6,5,653,336,0.009104704097116844,a055dd38f3fe6142f9c4f791b6ca136e1160bbe84e2c44ecf16d87d11a04bed3
Late-B100,cohort_B047,RS,100,100,0,0,100,0,0.0,53b56588137e5ea7fa02c90b2bd6abb4ec93730e4c28a6de6be76381b5bdc966
Late-B100,cohort_B047,PS,200,195,0,0,195,5,0.0,435e696fcb452e842f9bdb1d1b8968d00a2eb80c222a6b8e11948ef805f7cdc9
Late-B100,cohort_B047,NS,1000,675,12,13,663,312,0.017777777777777778,896ff6870242cecf1261f92b068489bb87ba17a2dba0424a8f73d1f9e5ae70b0
Late-B100,cohort_B048,RS,100,99,0,0,99,1,0.0,0e812a0ceb06a6917cecbd40ff23b434713e7324b79838bad731c9ba824a973d
Late-B100,cohort_B048,PS,200,189,2,0,187,11,0.010582010582010581,ad674af49b41ccebca082f1898d925aa50250513a62377f2a9bd44fe2074a0d3
Late-B100,cohort_B048,NS,1000,650,9,11,641,339,0.013846153846153847,956492924601c42f88b8d4f52bdeae663e7f1f8524b7741cc2b27c37c933513d
Late-B100,cohort_B049,RS,100,99,0,1,99,0,0.0,20473073f4ccdaa9ca1f99d61099e08776ad784a03450908bf5a2c6fcc18452b
Late-B100,cohort_B049,PS,200,187,1,1,186,12,0.0053475935828877,f4475437a40ffa276e536158a1e0c67c435726dbde27555ee6d6c4e3eeb8efe0
Late-B100,cohort_B049,NS,1000,659,14,6,645,335,0.021244309559939303,504b157e45bafb46f63080d0659cbdcc4ca981d8f3e7015c49691eaf37c9e5ed
Late-B100,cohort_B050,RS,100,99,0,0,99,1,0.0,18a8855b034cbf083e8825b9283b5084b8ff05595019f9bfe7bee8c43dcc94a8
Late-B100,cohort_B050,PS,200,190,0,1,190,9,0.0,a70ae98bd81c02845d4bde551484c09ed7b06acffab329a34324f9cbf46fc8ae
Late-B100,cohort_B050,NS,1000,662,13,6,649,332,0.019637462235649546,ebcb6c9cd4c3557ced762427440ea56b897273b502f6934652a51c91d5a1e12d
Late-B100,cohort_B051,RS,100,100,0,0,100,0,0.0,804354e77b469cd6a88f06af7a9f5475ae7671a380f3c0296daf00e7a45d069e
Late-B100,cohort_B051,PS,200,190,0,0,190,10,0.0,8363aaaedba449d364351d53927772ada3687f00d1b53a8ba1caec524ee7b13f
Late-B100,cohort_B051,NS,1000,666,5,4,661,330,0.0075075075075075074,be2d6267f302994527b2b119b526adf2160f9b41d213d91354ce8c7cbcdabf83
Late-B100,cohort_B052,RS,100,100,0,0,100,0,0.0,58f544691760bc7ad70560438c6c1c0d9c71c45594685fb77857691cc2f1e48e
Late-B100,cohort_B052,PS,200,193,1,1,192,6,0.0051813471502590676,12cfda0322ed1171e91d84f004180d5d9c1c3a85d47f8eb3514705edf2eae585
Late-B100,cohort_B052,NS,1000,695,7,8,688,297,0.010071942446043165,b402fa043290f15891bfcc994854711478a5fa9ebbb37a8bc03b2f3c18a2421b
Late-B100,cohort_B053,RS,100,100,1,0,99,0,0.01,056d9225e9be0983e73eaa4b41f5d710bfb77e3fc70fe05bf198df32e90f87ee
Late-B100,cohort_B053,PS,200,186,0,0,186,14,0.0,99018687615449aadca03e43740652fd85b7f4b610e7d5fd2209be1fee242cec
Late-B100,cohort_B053,NS,1000,632,4,11,628,357,0.006329113924050633,ea7b734406ac0576d7e76b8ce7f962db0f006cfa9ae0fd5b91711aaf8328199e
Late-B100,cohort_B054,RS,100,100,0,0,100,0,0.0,6f4cba99f8eff70c4a321ce628a490422b14938aa57b75c220d660bf927b5e5c
Late-B100,cohort_B054,PS,200,193,1,1,192,6,0.0051813471502590676,c9d80c8f4c0ad92e3561b180817c789ced4dbadee0c30eacdfe9e41c42f708d2
Late-B100,cohort_B054,NS,1000,668,9,11,659,321,0.01347305389221557,c4c34ebb44bd94d240b726bd45ba39dc650d904f9940dca837be189b960e21c3
Late-B100,cohort_B055,RS,100,98,0,0,98,2,0.0,67a6df7240c245188db88ba563b065c1c5f7560b20a14bbc2ad99679241d3a0b
Late-B100,cohort_B055,PS,200,190,0,0,190,10,0.0,b11219362d0370ed145f34daa0637654dc976a34132d2569f0241c3a66faa91e
Late-B100,cohort_B055,NS,1000,693,9,7,684,300,0.012987012987012988,8fd38ff40344cdd1bc01497d8e95980a6aa83922e547e52cc966a6258a54ab32
Late-B100,cohort_B056,RS,100,99,1,0,98,1,0.010101010101010102,106cde5ae5c9629f122e0dd4e34fc7f228094ee86f0559d417d5a372b8cbe774
Late-B100,cohort_B056,PS,200,187,1,1,186,12,0.0053475935828877,34ff470976d572700a207724284de3554fc2973d89e554140e0169465591418c
Late-B100,cohort_B056,NS,1000,640,5,6,635,354,0.0078125,ba0b7d514fee32caeab4477917d8530ff4bdb41bb58e7b5c12dec513c2ec5bb7
Late-B100,cohort_B057,RS,100,100,0,0,100,0,0.0,32f63db999509de02a606be007551c334b80b49d365a58e657e18362a5fe51a8
Late-B100,cohort_B057,PS,200,193,0,0,193,7,0.0,3a399f214e70749559f09879d0943e7dfe21901b822e030e1e97e85afc306735
Late-B100,cohort_B057,NS,1000,695,8,5,687,300,0.011510791366906475,664398b5019f5d21669660ec3c4918e78ae21164980d2f1f88614bee144dfd67
Late-B100,cohort_B058,RS,100,99,0,0,99,1,0.0,44889aec72260d118eae01b3f52dd9e21fbdb9f19ed85a261dcd3cb4479a61ca
Late-B100,cohort_B058,PS,200,192,0,0,192,8,0.0,8ecc42a603e2b8a3692bd462d14128366ca157a7651667dc11c74dc32ba01b7a
Late-B100,cohort_B058,NS,1000,651,4,9,647,340,0.006144393241167435,ae65216761aaaae59db86113f87db94c6e08fcc8f4c45230a7a0760a50c4318d
Late-B100,cohort_B059,RS,100,100,0,0,100,0,0.0,4a49274c288acaa5fe5672da0d0f5f14b9159c44f50975cb9f7162774bb9cf09
Late-B100,cohort_B059,PS,200,194,0,0,194,6,0.0,846a01da0137c226a05ba191e3585f8de70bf33a93168e19fdcfebb9027947de
Late-B100,cohort_B059,NS,1000,652,12,8,640,340,0.018404907975460124,cce12e5df7b77c4113d827fe6a9c779e5ea8f7a56d0bfee5e3da74e2371c8676
Late-B100,cohort_B060,RS,100,100,0,0,100,0,0.0,e396f5d5b066d8710c0cde351d21f5da1e8e61b05cf89822cb55a58344f0ddf3
Late-B100,cohort_B060,PS,200,195,0,0,195,5,0.0,58ee1c03f40b09f60304f8d500a22c34a69c4f2f60a9156aac4c3e3611bdc018
Late-B100,cohort_B060,NS,1000,680,10,7,670,313,0.014705882352941176,6263c5376db043891f3bb5a297dc5f64817242e80321eac05dccccdcfb708f5e
Late-B100,cohort_B061,RS,100,100,0,0,100,0,0.0,9fa9550d93aff55129f63aa7a11d6992d5a00310bd85071376d4fc39b1832db4
Late-B100,cohort_B061,PS,200,190,1,2,189,8,0.005263157894736842,bd0cc7ffed144123858d8e0ed5f7c58949264307cfbb35b81bac58aa0a64e4e6
Late-B100,cohort_B061,NS,1000,646,5,3,641,351,0.007739938080495356,12b51be6650f26e212cba1d1fe647dd686f2d0373ae2e578ffc22f6fd3862496
Late-B100,cohort_B062,RS,100,100,0,0,100,0,0.0,46c0d98c77a0a122cee5aabfb5f885a0d523e9a3321eb2992210eca5fcf56ef7
Late-B100,cohort_B062,PS,200,191,0,1,191,8,0.0,f41a126e19c08d6b3bd6c79cc5b4aac2a0734110ed9ecae2cd6d67e9ff9b2f3c
Late-B100,cohort_B062,NS,1000,679,10,3,669,318,0.014727540500736377,5386b3a2b39da9dd1fba84bb59d4cbdc094a7a73629359d9f345cfb6104e5db7
Late-B100,cohort_B063,RS,100,99,0,0,99,1,0.0,90bd0b78347515b3b350e76a3d57c1bff07b4b55e53033391824e6ae28322f1f
Late-B100,cohort_B063,PS,200,194,0,0,194,6,0.0,54b06a194476c4e7966e6b6154053b20b7cbe0cb1cad8244726c7ee38a0add04
Late-B100,cohort_B063,NS,1000,640,3,4,637,356,0.0046875,e4c4841ae4cc4f021f1c1450c9fedb2021b69d6a9467d02c82972f29cc970bc8
Late-B100,cohort_B064,RS,100,100,0,0,100,0,0.0,7f88dde1a0ceb86c183bd7e77e3bf372efab40fbbc691e8109e493e4a5797c9b
Late-B100,cohort_B064,PS,200,191,0,0,191,9,0.0,95dac8ab65a51a26ed1117005cb64865d2d32ab049cd9a308af86799a4915167
Late-B100,cohort_B064,NS,1000,637,6,7,631,356,0.009419152276295133,9e70cc7a8f98475b4f0cfb845ad1b4aa36801474747c82a0eb6a2dadc76bdf99
Late-B100,cohort_B065,RS,100,99,0,0,99,1,0.0,cbe9e4927168fd8c6e5512bb1830c7985f0f683cf64fe51d46969c0dcdf6efde
Late-B100,cohort_B065,PS,200,185,0,0,185,15,0.0,c45ad1a27bc1dea98ced5aeb4eae3f5d42638ee92c591aa52eedad21e57fa192
Late-B100,cohort_B065,NS,1000,682,16,11,666,307,0.02346041055718475,5d03f1f68006af2602a9621bf559990ad417c5b8e8dcf6f3946210c9cf1953e2
Late-B100,cohort_B066,RS,100,100,0,0,100,0,0.0,1431d940528a4c8eaaca733306ac03bc0fb977ad5d8c6d3c3e232e2b9f13b72f
Late-B100,cohort_B066,PS,200,195,0,0,195,5,0.0,85500d06976d11aefba6dfcd751e43e8d80f7e81b9da95f87e2921c8570a5c7f
Late-B100,cohort_B066,NS,1000,675,10,6,665,319,0.014814814814814815,3152fb7d05e0dccf752a36d64e96c35305d78783956498689cf2c74d63be74da
Late-B100,cohort_B067,RS,100,100,0,0,100,0,0.0,5e80daa2a91855c5a6a655973eb41cd06c99b68962beacc987e30fb33f446aee
Late-B100,cohort_B067,PS,200,191,1,1,190,8,0.005235602094240838,31094051ceb1567b04fd819fe1ca6286af0ad32a4f175a85b285f5a932031998
Late-B100,cohort_B067,NS,1000,644,6,6,638,350,0.009316770186335404,8c938427d606d112f9015ec8f37e8eba80569765bd7bb1db0a733d2655e2c312
Late-B100,cohort_B068,RS,100,100,1,0,99,0,0.01,aec28a5231627c52b51429b8720bcb28a70fb0756385870197ec631e1ddc8f1f
Late-B100,cohort_B068,PS,200,197,0,0,197,3,0.0,3000d08bf424d13e03d488c7eac9178a979bc670d579a1b8621410b99f9f2ae0
Late-B100,cohort_B068,NS,1000,678,8,8,670,314,0.011799410029498525,c183c68f57a68f31415b5b7fcbc9c198ac1ada8c6d060a99958faa0e4b069813
Late-B100,cohort_B069,RS,100,99,0,0,99,1,0.0,e5bbd0811b617ce158083c2af24950846b5a1456ca75d64eaa04ce0441e1ef8f
Late-B100,cohort_B069,PS,200,193,0,1,193,6,0.0,2219a6bbd830c53885b5eda4a23515ea561b5cfd77fd8ba4213efb22fcc9b3bd
Late-B100,cohort_B069,NS,1000,639,13,11,626,350,0.02034428794992175,8418fb6ca71636e2793195d6ffdcf62f94bbc33f131e580a027aff6d5867a2ad
Late-B100,cohort_B070,RS,100,100,0,0,100,0,0.0,901481f5c51e333021abf8f5d769be838a8364834a517b495b455dae81ce4df1
Late-B100,cohort_B070,PS,200,194,1,1,193,5,0.005154639175257732,6d4b366241fd02a25fd9bce240551655ad84d4348167ac8713d7be0e220e42b3
Late-B100,cohort_B070,NS,1000,646,10,7,636,347,0.015479876160990712,b45439a603eb3d9f6702bda3d698cb7b22316475ebe92068343085370de2ebab
Late-B100,cohort_B071,RS,100,100,1,0,99,0,0.01,e79627e10f44004d882b4dcbbc535a2bd0de0464cc12924d360489b1f36353b7
Late-B100,cohort_B071,PS,200,195,0,1,195,4,0.0,bcf8bf050e81369b235cf85da86ca75c2ce0a1a939643509092c2616c64fb42a
Late-B100,cohort_B071,NS,1000,662,5,7,657,331,0.0075528700906344415,457adb7bf724ca22b4c960c62e7580133ad447db1c0e06191fabde720e857545
Late-B100,cohort_B072,RS,100,100,0,0,100,0,0.0,c1b852e0de4bbd6bc8c23f66cb10b167390410d33a59f70e52622744651e39ed
Late-B100,cohort_B072,PS,200,194,0,1,194,5,0.0,8097c5fa533559cd8f69ec5b3f698da530de532ee004279e5a1e2f603bddafb5
Late-B100,cohort_B072,NS,1000,641,7,3,634,356,0.0109204368174727,3d91b208dc6a7732b54cb67cc0cfb930399f2514e8248d4e30366aab314b466d
Late-B100,cohort_B073,RS,100,100,0,0,100,0,0.0,a18cc018e0fcb8a90feb63b1b2a08c3eb18f48b36f78dd1a70a90d793e32b510
Late-B100,cohort_B073,PS,200,193,0,0,193,7,0.0,89cd309bc24fcd71639bb6751afa62481a94243216ed668dfa3a0d063264915b
Late-B100,cohort_B073,NS,1000,695,6,14,689,291,0.008633093525179856,cb101771f5f90073b1cb93bddd8418f7046df4aa57727fadda5bea2b9696e377
Late-B100,cohort_B074,RS,100,98,0,0,98,2,0.0,486622210cc119b50bab53987ded710eca09d4945efee02d763bbdf118b7adf1
Late-B100,cohort_B074,PS,200,189,0,0,189,11,0.0,c3c18fa72b633bc7ee304a96722499f3225958eb5e59d6f9387865bdb99ca213
Late-B100,cohort_B074,NS,1000,665,4,2,661,333,0.006015037593984963,77d6845c62fe15b29b6981c17e6510b725b67945307d210d43e70d68d116f692
Late-B100,cohort_B075,RS,100,100,0,0,100,0,0.0,d9f24585334177d987f5e53dad4c18f2baa19551141f2d036174e9e746d6da41
Late-B100,cohort_B075,PS,200,190,0,1,190,9,0.0,1bd72fcba4231b119912653c00a74e6079a323b7a101e80e114b09fcbe697538
Late-B100,cohort_B075,NS,1000,688,10,11,678,301,0.014534883720930232,b27bf3efd900477eeffa979d9c8598aaafa4a24efcecf605820dab6a85bf45f0
Late-B100,cohort_B076,RS,100,100,0,0,100,0,0.0,36fe3a8a57249c5d850bbaa21858f74cf374fdf7dce057f58b090c3da5770eae
Late-B100,cohort_B076,PS,200,195,2,1,193,4,0.010256410256410256,f388aa2aaa581a80369635369cc030835fdb7cd027f6a86c90bd1cc4cff02139
Late-B100,cohort_B076,NS,1000,665,5,7,660,328,0.007518796992481203,64bcceaef9b42fc3a0a524af75aabcfd63dc2a09569cbf24e65506f5e99e7d83
Late-B100,cohort_B077,RS,100,100,0,0,100,0,0.0,56ee9203e1ae8845234aafe9d03603fb8a47464c97a0bd51496d7b2c320d44d0
Late-B100,cohort_B077,PS,200,192,0,0,192,8,0.0,c6568b73665c732aa23b89d45f8a6e789584a61edc657214fea3cf1c38d5cb82
Late-B100,cohort_B077,NS,1000,664,2,8,662,328,0.0030120481927710845,3c2e5a8b818fe39cf5453206f511980d91c600db7a9ef6dcb7da027ec7de40f0
Late-B100,cohort_B078,RS,100,100,0,0,100,0,0.0,741c2133438567c37e9989fc4d12eda7bae8c47008938f632f633ddb4fbfcba7
Late-B100,cohort_B078,PS,200,189,0,1,189,10,0.0,643163ef03a30c1347dd9583a5717c6589ca3b5c279cf1182fee2baba899e4b0
Late-B100,cohort_B078,NS,1000,625,8,10,617,365,0.0128,f39dedf3cd77dc7d4dc51017bb367a422710c3438fa849d8342d413adb2f5308
Late-B100,cohort_B079,RS,100,99,0,0,99,1,0.0,fdf0e4ef3c60f9c4db26130d52d9f17b8afc2c0cd07caccb7ea7a60816dc1ef6
Late-B100,cohort_B079,PS,200,193,1,0,192,7,0.0051813471502590676,2ee3dca78b9c4cd94cc66b846efa6a40c509f587fb1f32f59763898c8dc7a8b7
Late-B100,cohort_B079,NS,1000,647,7,7,640,346,0.010819165378670788,d01b22fdba6de117154db60e502b102faa2b527c82f5b49f1e6596c5239ae7c0
Late-B100,cohort_B080,RS,100,99,0,0,99,1,0.0,c7010de79e2b7e2b9c69d14298b60294b6672710f0649029621cd9d695d834c7
Late-B100,cohort_B080,PS,200,195,2,0,193,5,0.010256410256410256,588942345d436f37faad0912adfa4ac9ea2db24aa3e70c6a5e3f279cf6782851
Late-B100,cohort_B080,NS,1000,635,5,10,630,355,0.007874015748031496,1a71a42b30c9b2624a56a706b18702ee35eea1fc6b9509da6fa2364a631190bc
Late-B100,cohort_B081,RS,100,100,0,0,100,0,0.0,3ab970771df6c25df4846a16a1c3a76dcb842fd71a07033750609749deff4105
Late-B100,cohort_B081,PS,200,192,0,1,192,7,0.0,3c5514e869e4f565c8943bff64dae01bbbfcea9b7a345b1869828221daf7a468
Late-B100,cohort_B081,NS,1000,661,5,10,656,329,0.007564296520423601,36c5281b1bdfc13710eb3555378c3a3485714340cdca286851a6470e52385b4f
Late-B100,cohort_B082,RS,100,100,0,0,100,0,0.0,d07b5a05fbe545bb15c497f0bcb66c6f0adbffe2a9d91f252d8d2d1d65588986
Late-B100,cohort_B082,PS,200,198,0,1,198,1,0.0,dcb477c96467375b479405600759c2b5a49b6d73cea9999ec668417ce67c7939
Late-B100,cohort_B082,NS,1000,688,12,5,676,307,0.01744186046511628,81013c71315b8ce4412ac8eb832158cdcd9b31f12c9a9cfa7056cda708992122
Late-B100,cohort_B083,RS,100,99,0,0,99,1,0.0,b432bcc4508e33f62187075e8f849f986e2f60fac9fb9800594ebd1c91958926
Late-B100,cohort_B083,PS,200,198,0,0,198,2,0.0,58cb17c7b56a5d374a3e2886d8926e9c37ebabce060c84327070ac4e47714ec2
Late-B100,cohort_B083,NS,1000,611,9,10,602,379,0.014729950900163666,0baf313d9c281740940b6ead020d6143872c3030eb497869a72cc38660883500
Late-B100,cohort_B084,RS,100,99,0,0,99,1,0.0,4674df663c35a7528e14bcfe7b7b9fe268734b92c14adaec68a2de4bc13cf8f8
Late-B100,cohort_B084,PS,200,188,0,1,188,11,0.0,d3709c619713d51f58c58e2a6ffc67f8644cdbdab6ee9c724e8fa530114d9e5d
Late-B100,cohort_B084,NS,1000,620,10,8,610,372,0.016129032258064516,5d56c54a0b944915f716143273ced15e12ef7c6e7cb093cb734b4235e3441f61
Late-B100,cohort_B085,RS,100,100,0,0,100,0,0.0,dbf04e20553a049b6d3c63a116da1f3e9f2525a910696ba3a050ccda3a8149cf
Late-B100,cohort_B085,PS,200,195,1,0,194,5,0.005128205128205128,5c818e8767acc5227d369ea69ae79e9a6d589c13368f0e207b1ad65391cbed9d
Late-B100,cohort_B085,NS,1000,615,8,10,607,375,0.013008130081300813,d91406fd8433c682d470af32cc38e6c5dff872ce42262f89e2f6cbdb719089f3
Late-B100,cohort_B086,RS,100,100,0,0,100,0,0.0,1eb389e8fc327562334b2d7baccc7aa204485118aaf0b24903893f839996e83c
Late-B100,cohort_B086,PS,200,195,0,1,195,4,0.0,2b38f67963d2c9f7ffdd34063d24a5da14fd660c1f6abc17e30b9cbb71cca94f
Late-B100,cohort_B086,NS,1000,647,5,5,642,348,0.0077279752704791345,c3a379096f83a53fbda93958329da483dc11a135cb84d17e28b6802c10f90ea7
Late-B100,cohort_B087,RS,100,100,0,0,100,0,0.0,ef94403917e26b00446ba4349573dceeee06620f28b5ad536bb9b2e8aace8fac
Late-B100,cohort_B087,PS,200,193,1,0,192,7,0.0051813471502590676,02a72c980cd93d637bdf74544c0f31cc77a4daebfd68b8fd9e6c5e65d50b1ba1
Late-B100,cohort_B087,NS,1000,670,5,8,665,322,0.007462686567164179,64598ab64b95506f67d4f98bc375075a0248432996a0ae92338f1610d80b413c
Late-B100,cohort_B088,RS,100,100,0,0,100,0,0.0,54a6c0ffa566b9b93b6492c3614bc88dca8cdf8b54bc347cd3b132fec5debbb3
Late-B100,cohort_B088,PS,200,194,0,0,194,6,0.0,42bb1048b1c20471996c99b4f3b9e0388cac9fd453ea4d5407838e49cf4f4b07
Late-B100,cohort_B088,NS,1000,698,7,13,691,289,0.01002865329512894,5d238af2a1575f799ae8f1f2b2822e07d7eb913839afcec9fdcd9d132ea1c582
Late-B100,cohort_B089,RS,100,99,0,0,99,1,0.0,2ab1a676a1b70a13548befbfadc5c98e689481aff08b522a558da3156876fcf4
Late-B100,cohort_B089,PS,200,193,0,0,193,7,0.0,5f1c3aafcd64e773dcf9bc66fbb8c4408256aa6d63d8a0ce9820b87400da08be
Late-B100,cohort_B089,NS,1000,628,5,5,623,367,0.007961783439490446,8d26246a93cfa1ca90781aebbe0ef28c6fef4083f0a09c5ba41d648384b850f7
Late-B100,cohort_B090,RS,100,100,0,0,100,0,0.0,14a239446b3c4b8ce46b5a58304728d8eef15067b71ad3fb61cab13cb8634b09
Late-B100,cohort_B090,PS,200,195,1,1,194,4,0.005128205128205128,8a8f1287d95eaace97af0c71b0b3738f03143f5736a5dead9956fd1d8e129b48
Late-B100,cohort_B090,NS,1000,661,14,4,647,335,0.02118003025718608,fefa4c88eb9b1f854c8688012a4105a180cd9df348e4ae71f9d0b4418ef62ca2
Late-B100,cohort_B091,RS,100,100,0,0,100,0,0.0,381846d09311debc5b19acd1b4bac6e818ff864473130cf00b1fdc33d0ffd3b9
Late-B100,cohort_B091,PS,200,192,0,1,192,7,0.0,5c55ce1ce59178b3105d4bf9248f269d2e3abc7aa8103418938dc7c1f9af6926
Late-B100,cohort_B091,NS,1000,634,8,8,626,358,0.012618296529968454,97748e4422e52825402c6287b11daf5bdea67ec42f01da6cc446be53d42c588d
Late-B100,cohort_B092,RS,100,100,0,0,100,0,0.0,ea4053087599f560457c37d0ef2871a30f86b80bd5890b30c610014e39b03852
Late-B100,cohort_B092,PS,200,194,0,2,194,4,0.0,2c58579facb49363356b1d4d2e09885fe6f6e51cb23ac1381ad1f5208386bcd5
Late-B100,cohort_B092,NS,1000,630,9,4,621,366,0.014285714285714285,8c904b6483b3e5b91193dea3cb106d7c2c9d6e032ee73607690ba856a8a6f709
Late-B100,cohort_B093,RS,100,98,0,0,98,2,0.0,db0e93510082e90d41cd40a02c2f70af1ccdf3be94cff35fd6bc9f7e7536be68
Late-B100,cohort_B093,PS,200,192,1,2,191,6,0.005208333333333333,8555d77fd80c1150eb6810aef28375d1bcab8d59be88ffe65feefcf76423fe80
Late-B100,cohort_B093,NS,1000,691,7,6,684,303,0.010130246020260492,291f91bcc7c34bb895e5aa4b1c72266fa64fb8b5c5db5717b21b29363c4db05d
Late-B100,cohort_B094,RS,100,100,0,0,100,0,0.0,c819567cb8c8688508f25bc9c256fbdca7dfe3d7646dfb04ab351c4a5e5b5247
Late-B100,cohort_B094,PS,200,195,0,0,195,5,0.0,473516d407b50fd89522e4e6439a67f3282bf41f2491a71516bdbe4b376dd853
Late-B100,cohort_B094,NS,1000,683,11,7,672,310,0.016105417276720352,f135fb2a94abf0a1a155279dc7c42fc4af0fdcb27debf601f309b58f0a30f960
Late-B100,cohort_B095,RS,100,100,0,0,100,0,0.0,6375f21b421d0e68d8c5d3731d2a9e3dba508615a6cfe5dcce54e20c82d14f88
Late-B100,cohort_B095,PS,200,189,1,1,188,10,0.005291005291005291,c936cb5b57f53cd1088ef3ec46880919b02260b6fdaf1951cb5dd0e35a1b6e51
Late-B100,cohort_B095,NS,1000,698,8,5,690,297,0.011461318051575931,50963df165f924a8a0059adb82ccaf4f03d620f6f90cd6a31b923ef8d39bc236
Late-B100,cohort_B096,RS,100,100,0,0,100,0,0.0,36034626b3136bc32a335be512588ac2a912d963a6e329d6e7682c77ac65fc5f
Late-B100,cohort_B096,PS,200,191,0,0,191,9,0.0,01a52d82d07bd190fd78912a84155b462019c12d55c7d5e7fd0f3bb6a274fa55
Late-B100,cohort_B096,NS,1000,633,7,12,626,355,0.011058451816745656,470b811893c7308ed62b81327d4fda908e4ccc5f6c3e865dddfa47b467737fdf
Late-B100,cohort_B097,RS,100,98,0,0,98,2,0.0,77a925431b75972198d375d14084ef79c75f685981cb8d0b911278d382c0136f
Late-B100,cohort_B097,PS,200,192,1,2,191,6,0.005208333333333333,f091eb7dc22378bfe0cc103e0ed2eb65f265adf94b5a51dc674cf0619771e8e4
Late-B100,cohort_B097,NS,1000,645,9,16,636,339,0.013953488372093023,de519ebc0d850098a1f7cb29fd7d845b3714609acbce24fe313f8d0b58a95fb4
Late-B100,cohort_B098,RS,100,100,0,0,100,0,0.0,f60b034fdb61b06999bb92ee17bd0f38590d7586579c09862123c6347c787803
Late-B100,cohort_B098,PS,200,190,1,1,189,9,0.005263157894736842,8d158fd1c79ef33f9f3ecb1138312a421d4e05ce667f884bee26c5dbfcc7d782
Late-B100,cohort_B098,NS,1000,632,8,7,624,361,0.012658227848101266,a2b3a0a7238ac9a7f1f8ae73d9830c9bfbe6f92d24cb777d02a3f6dea75e89c0
Late-B100,cohort_B099,RS,100,100,0,0,100,0,0.0,68bd8bd6b2220cba19011acb3e648b653592155a024fbe643c70f9c660851d74
Late-B100,cohort_B099,PS,200,193,1,1,192,6,0.0051813471502590676,6f6e36861dba8bf48cfeeea35a3559a235238e79b0748011eefcb9353ab9dca7
Late-B100,cohort_B099,NS,1000,639,8,7,631,354,0.012519561815336464,90da8310453253213766c26f28bf28f246e8e13067b9a49cac1cca134ee6a74e
Late-B100,cohort_B100,RS,100,100,0,0,100,0,0.0,e1c52ba094bd3babebdc49d69338342f80d11a6933c3f19fe86901ce35e233d7
Late-B100,cohort_B100,PS,200,194,2,1,192,5,0.010309278350515464,288f103f719a4a75bd24cdd2948d9f3c41ff03cd458daded0180901eaeaecaf7
Late-B100,cohort_B100,NS,1000,655,11,9,644,336,0.016793893129770993,e5fdaf3995c4d3f0fbbd45b96da211e58accae7f87b6d0fc216c9eb262ba6cd1
Late-B100,active,RS,9783,9743,2,2,9741,38,0.00020527558246946525,ebb8784a53f573d07845fd7a68ca2476477129afc73a8ce0dd20c7a743d1567f
Late-B100,active,PS,19566,18816,39,48,18777,702,0.002072704081632653,f0e636b0c19e421641fc915761bca2934170841833891f614eb59fe63a8a0c7d
Late-B100,active,NS,97830,64024,746,721,63278,33085,0.011651880544795701,d4f4d296992b96ea5435c3fe19e65adc58ddad9485ce39420c3e54a3c5ce6f1a
Late-B100,superseded_conflicting_target,RS,212,191,2,2,189,19,0.010471204188481676,077bbc617004a669a673c90fcbacb049df216af8f41bc6943fa66c14e84bef7d
Late-B100,superseded_conflicting_target,PS,424,310,2,3,308,111,0.0064516129032258064,c83aca2b00e794c9c828d8857807cf20d00bd95c8bdfb02fa369fdbb465d77a7
Late-B100,superseded_conflicting_target,NS,2120,1295,24,16,1271,809,0.018532818532818532,e7a70d8f892f8523e24f201023a964b4d914dc4397666ebcb28b326df58b66c1
Late-B100,superseded_same_target,RS,5,5,0,0,5,0,0.0,388537db19e1432c72a5cbe1be8e888bf98c48e0bc2723fa8e8929183e53d666
Late-B100,superseded_same_target,PS,10,10,0,0,10,0,0.0,a20c5b1121615d7709352385d8477a6ebe066a83415c8b9fa21dc0ecd66a48d5
Late-B100,superseded_same_target,NS,50,29,0,0,29,21,0.0,41ff0d58534855cc91b6ef339ccbad1d845a56f7b3c4860a01812e680d6f71c2
