endpoint,panel,metric,quantity,population,denominator,mean,median,p90,p95,p99,min,max
Middle-B060,fullseen,NS,true_nll,baseline,60000,6.09268642512185,5.7819952964782715,11.107137203216551,12.479630851745602,15.528373460769656,0.001321157906204462,27.160511016845703
Middle-B060,fullseen,NS,true_nll,replay,60000,6.097817131573328,5.796870470046997,11.114327907562256,12.495796871185302,15.445882158279428,0.0016505202511325479,26.913671493530273
Middle-B060,fullseen,NS,true_nll,paired_delta,60000,0.005130706451478182,0.0031506605446338654,0.25716195106506345,0.3685566425323486,0.6765099906921397,-3.9039041996002197,5.204912185668945
Middle-B060,fullseen,NS,desired_margin,baseline,60000,2.139429292581016,2.206989288330078,7.947459405660627,9.58194615244865,12.824000992774964,-21.193002466112375,20.641544997692108
Middle-B060,fullseen,NS,desired_margin,replay,60000,2.139553964408304,2.1966066360473633,7.943773078918457,9.595299220085144,12.86379035115242,-21.726345848292112,20.576557159423828
Middle-B060,fullseen,NS,desired_margin,paired_delta,60000,0.00012467182728778426,0.0005388259887695312,0.2997079133987426,0.42176747322082486,0.7254110503196718,-4.864149570465088,4.971268653869629
Middle-B060,Current100,RS,new_nll,baseline,100,0.011727578862773954,0.0016943159862421453,0.008457650244235997,0.025526910554617623,0.25184124723076967,0.00017963226127903908,0.5352787375450134
Middle-B060,Current100,RS,new_nll,replay,100,0.012502492520070518,0.0018746555433608592,0.007405206235125668,0.013315864652395239,0.2570361706614515,9.655486064730212e-05,0.6559924483299255
Middle-B060,Current100,RS,new_nll,paired_delta,100,0.0007749136572965654,-5.072355270385742e-05,0.0014639721834100795,0.0030599641497246906,0.0056325441040104614,-0.028600390534847975,0.12071371078491211
Middle-B060,Current100,RS,true_nll,baseline,100,13.53656790971756,13.456674575805664,18.61197624206543,20.047507762908932,23.16054611206056,3.466980457305908,25.34139060974121
Middle-B060,Current100,RS,true_nll,replay,100,13.559886350631714,13.51775074005127,18.398242950439453,20.93806924819946,22.541316814422622,3.6508982181549072,25.322729110717773
Middle-B060,Current100,RS,true_nll,paired_delta,100,0.023318440914154054,0.03980684280395508,1.0476682662963868,1.290660095214843,3.239007539749151,-2.324472427368164,4.298006057739258
Middle-B060,Current100,RS,desired_margin,baseline,100,13.524840330854786,13.455317647312768,18.61034248793731,20.045352833782086,23.1591442096769,3.218002215027809,25.340256738010794
Middle-B060,Current100,RS,desired_margin,replay,100,13.547383858111644,13.514770945650525,18.397447903282593,20.936978115214153,22.539165036419888,3.3978919088840485,25.321709556737915
Middle-B060,Current100,RS,desired_margin,paired_delta,100,0.022543527256857487,0.013711820094613358,1.0493379374849612,1.29074869895121,3.2396385838079786,-2.323476072284393,4.297355073038489
Middle-B060,Current100,PS,new_nll,baseline,200,1.1102756116812815,0.18221917748451233,3.875302147865295,5.629291272163388,9.300414524078366,0.0008858094224706292,9.668560981750488
Middle-B060,Current100,PS,new_nll,replay,200,1.113138140827359,0.162435844540596,3.798026514053343,5.722312521934506,9.15698076248169,0.0005557184922508895,9.785106658935547
Middle-B060,Current100,PS,new_nll,paired_delta,200,0.002862529146077577,-0.0005017006769776344,0.2114441655576227,0.575990819931029,1.4410671901702872,-2.522195339202881,1.5840253829956055
Middle-B060,Current100,PS,true_nll,baseline,200,9.708151368498802,9.544580936431885,14.709022426605223,15.652870082855218,19.328771896362305,1.571653962135315,20.188615798950195
Middle-B060,Current100,PS,true_nll,replay,200,9.757174710035324,9.612133979797363,14.724387836456298,16.08902816772461,18.714100551605224,1.4154415130615234,20.10700798034668
Middle-B060,Current100,PS,true_nll,paired_delta,200,0.04902334153652191,0.041283607482910156,0.8866557598114011,1.4962769985198918,2.597523660659785,-2.882826805114746,4.10752010345459
Middle-B060,Current100,PS,desired_margin,baseline,200,8.59787575681752,8.687905310187489,14.323078595660627,15.40466442957985,19.29962219578214,-2.1653337478637695,20.16257176734507
Middle-B060,Current100,PS,desired_margin,replay,200,8.644036569207964,8.818355964496732,14.347241447493433,16.04339225484,18.701681601540184,-2.4776039123535156,20.085222387686372
Middle-B060,Current100,PS,desired_margin,paired_delta,200,0.04616081239044433,0.01810506358742714,1.1061965894885362,1.4813489649590332,2.667075967490669,-3.785487413406372,4.10830002091825
Middle-B060,Current100,NS,new_nll,baseline,1000,8.408349675364327,8.42202615737915,13.845822048187257,15.344221925735473,18.056936206817625,0.0021569100208580494,21.426698684692383
Middle-B060,Current100,NS,new_nll,replay,1000,8.408509234841913,8.404816627502441,13.824313068389893,15.465028905868529,18.292369689941406,0.0021328814327716827,21.404279708862305
Middle-B060,Current100,NS,new_nll,paired_delta,1000,0.00015955947758629918,0.0011448860168457031,0.25693345069885254,0.3615534305572509,0.6078026676177978,-0.8773794174194336,1.6927690505981445
Middle-B060,Current100,NS,true_nll,baseline,1000,5.653519488763064,5.164242744445801,10.705622673034668,12.12543683052063,14.84956998825073,0.03976086899638176,20.059324264526367
Middle-B060,Current100,NS,true_nll,replay,1000,5.668861133605242,5.205704689025879,10.606630802154541,12.01472373008728,14.757069158554076,0.045785851776599884,20.294208526611328
Middle-B060,Current100,NS,true_nll,paired_delta,1000,0.01534164484217763,0.006519583985209465,0.28479876518249514,0.38688753843307483,0.7083856487274167,-1.7322492599487305,1.406611442565918
Middle-B060,Current100,NS,desired_margin,baseline,1000,2.7548301866012626,2.8018752932548523,8.8135000705719,10.192568212747574,13.701463866196573,-17.320006620138884,18.022465109825134
Middle-B060,Current100,NS,desired_margin,replay,1000,2.7396481012366714,2.770762801170349,8.629285383224488,10.261052834987641,13.50284345068037,-16.971194829791784,18.047641158103943
Middle-B060,Current100,NS,desired_margin,paired_delta,1000,-0.01518208536459133,-0.006589412689208984,0.28575632572174076,0.40116673707962025,0.6920638394355774,-1.9311637878417969,1.7048540115356445
Middle-B060,entry_old,RS,new_nll,baseline,5000,0.127261299879527,0.003295825677923858,0.049976041540503724,0.24878512248396872,4.153271012306227,2.038458114839159e-05,13.452467918395996
Middle-B060,entry_old,RS,new_nll,replay,5000,0.1251485010365628,0.0032812703866511583,0.04744978398084641,0.23512194529175853,4.150057678222678,1.8954096958623268e-05,13.505111694335938
Middle-B060,entry_old,RS,new_nll,paired_delta,5000,-0.0021127988429641845,-1.7360885976813734e-05,0.0010800719261169435,0.003998971171677117,0.06984509468078628,-0.9508526027202606,0.5292792320251465
Middle-B060,entry_old,RS,true_nll,baseline,5000,13.215183661509306,12.989662647247314,18.67851314544678,20.28706932067871,23.50372119903565,0.05741715803742409,27.846921920776367
Middle-B060,entry_old,RS,true_nll,replay,5000,13.241027527737618,13.014689445495605,18.713682365417483,20.291461086273195,23.42437456130983,0.05622829496860504,27.612398147583008
Middle-B060,entry_old,RS,true_nll,paired_delta,5000,0.025843866228312255,0.018236160278320312,0.27174100875854496,0.3630928993225098,0.6430353355407724,-1.5722312927246094,2.325610637664795
Middle-B060,entry_old,RS,desired_margin,baseline,5000,13.087922361629778,12.957620132365264,18.67786878063125,20.278973269357813,23.500177268639966,-4.5176832638680935,27.845882955705747
Middle-B060,entry_old,RS,desired_margin,replay,5000,13.115879026701053,12.97283206047723,18.702632254594942,20.29076523440308,23.42364862094926,-4.681020602583885,27.611246653017588
Middle-B060,entry_old,RS,desired_margin,paired_delta,5000,0.027956665071276438,0.019177026173565537,0.27831955450674295,0.374856087722583,0.6642555855528927,-1.5806951182894409,2.675136309117079
Middle-B060,entry_old,PS,new_nll,baseline,10000,1.4582595343495675,0.31691212952136993,4.750409412384035,6.572585463523862,9.619597339630127,0.00010513706365600228,20.760717391967773
Middle-B060,entry_old,PS,new_nll,replay,10000,1.457603154793357,0.3189627379179001,4.731300735473634,6.501508164405811,9.59249318122864,9.786603914108127e-05,20.832294464111328
Middle-B060,entry_old,PS,new_nll,paired_delta,10000,-0.0006563795562105952,-3.204424865543842e-05,0.09653252363204956,0.1733538329601287,0.3855382823944095,-1.8967015743255615,1.1265735626220703
Middle-B060,entry_old,PS,true_nll,baseline,10000,9.83521330961436,9.680267333984375,14.787534046173096,16.37941513061523,19.65167512893677,0.016305070370435715,25.72938346862793
Middle-B060,entry_old,PS,true_nll,replay,10000,9.84297815266829,9.68838119506836,14.773895931243898,16.34100637435913,19.610710258483888,0.01575475186109543,25.550201416015625
Middle-B060,entry_old,PS,true_nll,paired_delta,10000,0.007764843053929508,0.00789642333984375,0.24117031097412114,0.33321123123168933,0.5516670799255377,-1.6013193130493164,2.2048845291137695
Middle-B060,entry_old,PS,desired_margin,baseline,10000,8.376953775264793,8.349601536989212,14.203878670930864,16.065926374704574,19.45887086063625,-10.95677661895752,25.715954281389713
Middle-B060,entry_old,PS,desired_margin,replay,10000,8.385374997874933,8.370586223900318,14.222293266747148,16.048303331527855,19.489567568395294,-11.376707553863525,25.537244227714837
Middle-B060,entry_old,PS,desired_margin,paired_delta,10000,0.008421222610140102,0.0072362422943115234,0.268153533898294,0.3772920414805409,0.6461158418655398,-1.7433502078056335,2.562973737716675
Middle-B060,entry_old,NS,new_nll,baseline,50000,8.202851265227844,8.186290264129639,13.200689315795898,14.61409163475036,17.49879373550416,5.781483559985645e-05,26.009923934936523
Middle-B060,entry_old,NS,new_nll,replay,50000,8.207665359576676,8.179232597351074,13.203143119812012,14.613117980957025,17.484211330413842,6.05564855504781e-05,26.264188766479492
Middle-B060,entry_old,NS,new_nll,paired_delta,50000,0.004814094348833387,0.002617359161376953,0.25050725936889645,0.35449907779693585,0.6418382024765015,-1.9121837615966797,4.471737861633301
Middle-B060,entry_old,NS,true_nll,baseline,50000,6.10910748056225,5.793926239013672,11.12567720413208,12.48746933937072,15.553362808227543,0.001321157906204462,27.160511016845703
Middle-B060,entry_old,NS,true_nll,replay,50000,6.114079989728991,5.815196990966797,11.12086763381958,12.511901235580435,15.450445175170898,0.0016505202511325479,26.913671493530273
Middle-B060,entry_old,NS,true_nll,paired_delta,50000,0.004972509166740346,0.003086566925048828,0.2563685894012451,0.367372035980224,0.668371877670289,-3.9039041996002197,5.204912185668945
Middle-B060,entry_old,NS,desired_margin,baseline,50000,2.0937437846655933,2.159365653991699,7.899111366271972,9.52216393947601,12.719469738006598,-19.599432785413228,20.641544997692108
Middle-B060,entry_old,NS,desired_margin,replay,50000,2.0935853698476863,2.144467830657959,7.8924281090497965,9.534255833923815,12.747645793259146,-19.692189119174145,20.576557159423828
Middle-B060,entry_old,NS,desired_margin,paired_delta,50000,-0.0001584148179069598,0.0005388259887695312,0.2980939388275146,0.41743807792663495,0.7195916690491144,-4.864149570465088,4.971268653869629
Middle-B060,new_window1000,RS,new_nll,baseline,1000,0.0412308840465721,0.002117060241289437,0.011291293241083623,0.03326827045530081,1.1676026856899244,2.7417760065873154e-05,7.531684398651123
Middle-B060,new_window1000,RS,new_nll,replay,1000,0.03899547412492211,0.0021472154185175896,0.010732956416904933,0.036288558691740025,0.8496060520410528,2.7179348762729205e-05,6.929272651672363
Middle-B060,new_window1000,RS,new_nll,paired_delta,1000,-0.002235409921649989,-1.8388964235782623e-05,0.0007826743880286817,0.0022540720878168816,0.05334802016615855,-2.0379616618156433,2.4019963145256042
Middle-B060,new_window1000,RS,true_nll,baseline,1000,13.77647431755066,13.673769474029541,19.212030601501464,20.66080875396728,23.11211362838745,2.493523597717285,27.615657806396484
Middle-B060,new_window1000,RS,true_nll,replay,1000,13.823767597675323,13.675317287445068,19.214366912841797,20.970414638519287,23.44163829803467,2.3582894802093506,28.055727005004883
Middle-B060,new_window1000,RS,true_nll,paired_delta,1000,0.04729328012466431,0.048239707946777344,0.8141507148742676,1.270429992675781,2.6143742561340297,-14.350971221923828,6.112028121948242
Middle-B060,new_window1000,RS,desired_margin,baseline,1000,13.735243433504086,13.651315532275476,19.209929850773186,20.65974355645885,23.111174759544664,0.30043888092041016,27.615136997424997
Middle-B060,new_window1000,RS,desired_margin,replay,1000,13.784772123550402,13.671249133331003,19.213063157961006,20.96851465314976,23.44082561594492,1.0193138122558594,28.055405072547728
Middle-B060,new_window1000,RS,desired_margin,paired_delta,1000,0.04952869004631429,0.047636444549425505,0.8300494040842752,1.2818949972221152,2.6924613322410704,-15.574256541884097,6.123853323981166
Middle-B060,new_window1000,PS,new_nll,baseline,2000,1.3834526646036829,0.234882153570652,4.613946199417115,6.3911641836166355,9.748382053375243,0.000263894529780373,15.673696517944336
Middle-B060,new_window1000,PS,new_nll,replay,2000,1.3731759539143678,0.2195318192243576,4.649680662155152,6.3505142450332634,9.80799663543701,0.00024291902082040906,15.502420425415039
Middle-B060,new_window1000,PS,new_nll,paired_delta,2000,-0.010276710689315223,-3.144872607663274e-06,0.16929340660572062,0.34013704061508143,1.24947467803955,-4.481708526611328,5.2446214854717255
Middle-B060,new_window1000,PS,true_nll,baseline,2000,10.08405850109458,9.885467052459717,14.978152656555176,16.585281372070312,19.423813343048096,0.6303132176399231,23.961109161376953
Middle-B060,new_window1000,PS,true_nll,replay,2000,10.136026103198528,9.95771837234497,15.137278842926026,16.514985942840575,19.495343894958495,0.7821214199066162,23.91349220275879
Middle-B060,new_window1000,PS,true_nll,paired_delta,2000,0.051967602103948594,0.013336181640625,0.6699400424957277,1.1515939235687251,2.9782612609863275,-6.093100547790527,7.743169784545898
Middle-B060,new_window1000,PS,desired_margin,baseline,2000,8.700605836490897,8.693944239988923,14.594737743586304,16.062750614830293,19.325303181728813,-14.403391242027283,23.960776980267838
Middle-B060,new_window1000,PS,desired_margin,replay,2000,8.76285014928416,8.779064059257507,14.647612676396966,16.1539079559152,19.49153394591063,-13.459962844848633,23.913170270301634
Middle-B060,new_window1000,PS,desired_margin,paired_delta,2000,0.06224431279326382,0.013034372590482235,0.7664991617202759,1.317736880481243,3.047187507385388,-8.6792833507061,7.823562668403611
Middle-B060,new_window1000,NS,new_nll,baseline,10000,8.378437980077983,8.419597148895264,13.309321117401124,14.803140115737914,17.766216583251953,0.00018249277491122484,26.826120376586914
Middle-B060,new_window1000,NS,new_nll,replay,10000,8.385899778006412,8.40119218826294,13.311408519744873,14.825576639175406,17.806830348968507,0.0001995364436879754,26.827735900878906
Middle-B060,new_window1000,NS,new_nll,paired_delta,10000,0.00746179792842886,0.0038712602108716965,0.26351256370544435,0.3659367561340331,0.6404084396362307,-1.925466537475586,3.563739776611328
Middle-B060,new_window1000,NS,true_nll,baseline,10000,6.010581147919852,5.6860010623931885,10.96899814605713,12.425342369079589,15.501609687805177,0.0017996320966631174,25.540390014648438
Middle-B060,new_window1000,NS,true_nll,replay,10000,6.0165028407950185,5.67841362953186,10.951220512390138,12.430871725082394,15.401648778915416,0.0021921193692833185,25.206741333007812
Middle-B060,new_window1000,NS,true_nll,paired_delta,10000,0.005921692875167355,0.0034208297729492188,0.25876660346984864,0.37437746524810783,0.6985103464126587,-1.7322492599487305,3.0148873329162598
Middle-B060,new_window1000,NS,desired_margin,baseline,10000,2.367856832158132,2.420699119567871,8.176421666145325,9.880031656473873,13.350167825222018,-21.193002466112375,18.800478398799896
Middle-B060,new_window1000,NS,desired_margin,replay,10000,2.3693969372113934,2.4121338725090027,8.155476170778275,9.918711805343625,13.371890571117406,-21.726345848292112,18.764796435832977
Middle-B060,new_window1000,NS,desired_margin,paired_delta,10000,0.0015401050532615045,0.0005388259887695312,0.3096137523651123,0.4404699921607971,0.7750373065471658,-4.329465389251709,2.5618362426757812
Middle-B060,cohort_B001,RS,new_nll,baseline,100,0.36969434269194607,0.00741453655064106,0.6894559144973782,1.6375848174095096,6.5099037075042725,9.464769391342998e-05,6.561764240264893
Middle-B060,cohort_B001,RS,new_nll,replay,100,0.3454318619894184,0.007502296473830938,0.6844137132167817,1.3396004140376983,6.120298261642458,0.00010311071673640981,6.564125061035156
Middle-B060,cohort_B001,RS,new_nll,paired_delta,100,-0.02426248070252768,-2.237787703052163e-05,0.008485241979360625,0.052444632351398464,0.26070955872535706,-0.9508526027202606,0.26433610916137695
Middle-B060,cohort_B001,RS,true_nll,baseline,100,12.34386036157608,12.710316181182861,17.18581237792969,19.212767601013184,21.224484481811555,1.3188669681549072,26.918676376342773
Middle-B060,cohort_B001,RS,true_nll,replay,100,12.343969299793244,12.632357120513916,17.076378822326664,19.18963098526001,21.18146749496463,1.2119710445404053,26.828964233398438
Middle-B060,cohort_B001,RS,true_nll,paired_delta,100,0.00010893821716308594,-0.005086183547973633,0.2474175453186037,0.3189260482788085,0.6299242877960208,-0.7448749542236328,0.6842584609985352
Middle-B060,cohort_B001,RS,desired_margin,baseline,100,11.974166018884134,12.668135751970112,17.18322064499371,19.20728738673497,21.223952153171442,-0.9622907638549805,26.91847803175915
Middle-B060,cohort_B001,RS,desired_margin,replay,100,11.998537437803826,12.500626029446721,17.075352076801938,19.185473943012767,21.18089445980516,-0.25838565826416016,26.82874097932654
Middle-B060,cohort_B001,RS,desired_margin,paired_delta,100,0.024371418919690767,-0.0015769627643749118,0.27579326257109665,0.5086806500097732,0.9163054820895197,-0.7464592228643596,0.9464175403118134
Middle-B060,cohort_B001,PS,new_nll,baseline,200,1.5924932875559898,0.523650586605072,4.834511327743529,5.842068529129016,10.094286222457885,0.001050516264513135,11.046896934509277
Middle-B060,cohort_B001,PS,new_nll,replay,200,1.588878110832884,0.5366103649139404,4.701787281036377,5.693578600883473,10.19883973121643,0.0009969270322471857,10.97465991973877
Middle-B060,cohort_B001,PS,new_nll,paired_delta,200,-0.003615176723105833,-1.7972197383642197e-06,0.11637960672378515,0.20946342945098848,0.3649993419647213,-0.9470834732055664,0.4162437319755554
Middle-B060,cohort_B001,PS,true_nll,baseline,200,9.485144315361977,9.154808044433594,14.85134515762329,16.399529457092285,18.73092952728271,0.8536471128463745,20.243637084960938
Middle-B060,cohort_B001,PS,true_nll,replay,200,9.47438615232706,9.280648231506348,14.506831073760985,16.128661251068113,18.57341331481933,0.8549309372901917,20.280956268310547
Middle-B060,cohort_B001,PS,true_nll,paired_delta,200,-0.010758163034915924,-0.002208232879638672,0.25563659667968747,0.33537278175354,0.4337883281707762,-0.9424877166748047,1.1364283561706543
Middle-B060,cohort_B001,PS,desired_margin,baseline,200,7.892651027805987,7.83100726082921,13.274365120660514,15.697238659602583,17.664525966641946,-4.261032223701477,20.231813156977296
Middle-B060,cohort_B001,PS,desired_margin,replay,200,7.885508041494177,7.850439324975014,13.116931387409569,15.640553999785327,17.87594150286865,-4.198673188686371,20.268876022659242
Middle-B060,cohort_B001,PS,desired_margin,paired_delta,200,-0.007142986311810091,-0.0046148598194122314,0.2987123727798462,0.38030770868062974,0.6493422269821137,-0.9465944273397326,1.1704186983406544
Middle-B060,cohort_B001,NS,new_nll,baseline,1000,8.673142587789334,8.624452114105225,13.951054859161378,15.463023328781127,17.620611763000483,0.009618132375180721,22.99881935119629
Middle-B060,cohort_B001,NS,new_nll,replay,1000,8.677231343289836,8.614139080047607,14.009628200531006,15.470733499526975,17.859771747589107,0.010149652138352394,23.089872360229492
Middle-B060,cohort_B001,NS,new_nll,paired_delta,1000,0.004088755500502884,0.00037179887294769287,0.2692827463150025,0.3806922435760496,0.6594459009170531,-1.2725086212158203,1.3768796920776367
Middle-B060,cohort_B001,NS,true_nll,baseline,1000,6.590667765917722,6.353173494338989,11.338530826568604,12.761782693862914,15.464665212631225,0.0041217380203306675,20.703323364257812
Middle-B060,cohort_B001,NS,true_nll,replay,1000,6.583655935304705,6.344207763671875,11.259429550170898,12.658997440338133,15.308007402420042,0.004383123014122248,20.59494400024414
Middle-B060,cohort_B001,NS,true_nll,paired_delta,1000,-0.0070118306130170826,-0.0018732547760009766,0.23943204879760754,0.32938385009765614,0.5898614168167112,-1.2281665802001953,1.4252676963806152
Middle-B060,cohort_B001,NS,desired_margin,baseline,1000,2.082474821871612,2.049260139465332,8.08245672285557,10.065318274497983,13.01146686226129,-14.892034947872162,18.16316905617714
Middle-B060,cohort_B001,NS,desired_margin,replay,1000,2.0935754079851323,2.1503958702087402,8.107380279898644,9.948939836025238,13.033267269968052,-14.48937201499939,17.991343289613724
Middle-B060,cohort_B001,NS,desired_margin,paired_delta,1000,0.011100586113519967,0.01151949167251587,0.3152738094329834,0.44431042671203597,0.6944980955123901,-1.4584922790527344,1.370662897825241
Middle-B060,cohort_B002,RS,new_nll,baseline,100,0.2396518033125176,0.011825180146843195,0.2458520531654363,0.7803384989500016,4.594849567413338,2.9801878554280847e-05,6.117269515991211
Middle-B060,cohort_B002,RS,new_nll,replay,100,0.23535507896796845,0.011369843035936356,0.23048704117536573,0.7963222116231886,4.642514920234688,2.0265373677830212e-05,6.049678802490234
Middle-B060,cohort_B002,RS,new_nll,paired_delta,100,-0.004296724344549148,-5.755454367317725e-06,0.01569013632833959,0.03746668137609956,0.10915966808795996,-0.6809020042419434,0.2382311224937439
Middle-B060,cohort_B002,RS,true_nll,baseline,100,11.52570118188858,11.14180850982666,16.58241367340088,18.46128520965576,19.86513286590577,2.813025712966919,21.472768783569336
Middle-B060,cohort_B002,RS,true_nll,replay,100,11.536172082424164,11.267869472503662,16.711961174011233,18.439389038085938,19.587276916503914,2.340730905532837,21.24201774597168
Middle-B060,cohort_B002,RS,true_nll,paired_delta,100,0.010470900535583496,0.01887655258178711,0.2562472820281983,0.3856037139892578,0.5160960674285894,-0.7947893142700195,0.6205129623413086
Middle-B060,cohort_B002,RS,desired_margin,baseline,100,11.286049378576063,11.135558088804828,16.58008058424457,18.45047837169841,19.859014927179096,-3.304243803024292,21.47119836206548
Middle-B060,cohort_B002,RS,desired_margin,replay,100,11.300817003456196,11.25466193340253,16.710928805475124,18.42754535754211,19.584788619283128,-3.7089478969573975,21.239537099841982
Middle-B060,cohort_B002,RS,desired_margin,paired_delta,100,0.014767624880132644,0.024794022174319252,0.2677498891018335,0.39871489308488867,0.6460902002826342,-0.8171862475574017,0.8173370361328125
Middle-B060,cohort_B002,PS,new_nll,baseline,200,1.8425555762427392,0.5842603147029877,5.613717794418335,7.432683253288265,11.097608613967893,0.001837114803493023,11.659379959106445
Middle-B060,cohort_B002,PS,new_nll,replay,200,1.8453574487997684,0.5770640969276428,5.748000574111936,7.679501128196715,10.992164087295528,0.00207399670034647,11.747823715209961
Middle-B060,cohort_B002,PS,new_nll,paired_delta,200,0.002801872557029128,-5.7127559557557106e-05,0.1248239517211914,0.20117945671081522,0.44662883162498374,-0.7306795120239258,0.5822849273681641
Middle-B060,cohort_B002,PS,true_nll,baseline,200,9.052643762528897,8.784621715545654,13.949205493927002,15.687524223327634,18.62355295181274,0.9075141549110413,19.606040954589844
Middle-B060,cohort_B002,PS,true_nll,replay,200,9.07970281779766,8.762184619903564,13.966649150848388,15.382576513290395,18.726899375915526,0.9003289937973022,19.257749557495117
Middle-B060,cohort_B002,PS,true_nll,paired_delta,200,0.027059055268764495,0.011065959930419922,0.27755227088928225,0.35205338001251196,0.5591126728057858,-0.6540098190307617,0.6525068283081055
Middle-B060,cohort_B002,PS,desired_margin,baseline,200,7.210088186286157,7.480145461857319,13.053461423143741,14.955970221385359,18.154858397049825,-9.316516399383545,19.534523099660873
Middle-B060,cohort_B002,PS,desired_margin,replay,200,7.234345368997892,7.505551286041737,13.145095220208166,14.910315995384007,18.477031680978833,-9.299866437911987,19.157076880335808
Middle-B060,cohort_B002,PS,desired_margin,paired_delta,200,0.024257182711735367,0.0070367492735385895,0.3233016655314714,0.4630656138062474,0.6516489690542221,-0.8786470890045166,0.6589386761188507
Middle-B060,cohort_B002,NS,new_nll,baseline,1000,8.242469927690923,8.349295616149902,12.910685634613039,14.260005235671997,16.286218338012695,0.013569027185440063,18.552522659301758
Middle-B060,cohort_B002,NS,new_nll,replay,1000,8.262345801042393,8.38204050064087,12.90161123275757,14.239550924301145,16.13962842941284,0.011225048452615738,18.114591598510742
Middle-B060,cohort_B002,NS,new_nll,paired_delta,1000,0.019875873351469637,0.009611368179321289,0.2785801887512207,0.38355765342712306,0.7230012702941888,-1.7888307571411133,1.2860298156738281
Middle-B060,cohort_B002,NS,true_nll,baseline,1000,6.2614074699645865,5.977986812591553,11.201323890686036,12.483416080474854,15.769095153808593,0.004024977795779705,19.86751365661621
