endpoint,panel,metric,requests,denominator,baseline_numerator,replay_numerator,baseline_rate,replay_rate,delta_pp,baseline_ties,replay_ties,comparison,status,baseline_new_strict_numerator,baseline_new_strict_denominator,baseline_new_token_correct,baseline_new_token_denominator,replay_new_strict_numerator,replay_new_strict_denominator,replay_new_token_correct,replay_new_token_denominator,baseline_true_strict_numerator,baseline_true_strict_denominator,baseline_true_token_correct,baseline_true_token_denominator,replay_true_strict_numerator,replay_true_strict_denominator,replay_true_token_correct,replay_true_token_denominator
Late-B100,cohort_B019,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,95,100,94,100,94,100,1,100,1,100,1,100,1,100
Late-B100,cohort_B019,PS,100,200,189,189,0.945,0.945,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,136,200,136,200,134,200,134,200,2,200,2,200,2,200,2,200
Late-B100,cohort_B019,NS,100,1000,695,695,0.695,0.695,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,38,1000,38,1000,42,1000,42,1000,98,1000,98,1000,98,1000,98,1000
Late-B100,cohort_B020,RS,100,100,98,99,0.98,0.99,1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,92,100,92,100,92,100,92,100,0,100,2,102,0,100,2,102
Late-B100,cohort_B020,PS,100,200,190,190,0.95,0.95,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,131,200,131,200,129,200,129,200,1,200,5,204,1,200,5,204
Late-B100,cohort_B020,NS,100,1000,674,677,0.674,0.677,0.3,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,53,1000,53,1000,51,1000,51,1000,58,1000,68,1020,61,1000,70,1020
Late-B100,cohort_B021,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,89,100,90,102,89,100,90,102,0,100,2,102,0,100,2,102
Late-B100,cohort_B021,PS,100,200,189,189,0.945,0.945,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,116,200,120,204,115,200,119,204,1,200,4,204,1,200,4,204
Late-B100,cohort_B021,NS,100,1000,682,684,0.682,0.684,0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,46,1000,66,1020,47,1000,67,1020,86,1000,101,1020,85,1000,100,1020
Late-B100,cohort_B022,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,94,100,94,101,94,100,94,101,0,100,0,101,0,100,0,101
Late-B100,cohort_B022,PS,100,200,192,192,0.96,0.96,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,137,200,139,202,139,200,141,202,0,200,2,202,0,200,2,202
Late-B100,cohort_B022,NS,100,1000,672,665,0.672,0.665,-0.7,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,50,1000,57,1010,52,1000,59,1010,78,1000,88,1010,81,1000,90,1010
Late-B100,cohort_B023,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,98,100,98,100,98,100,0,100,0,101,0,100,0,101
Late-B100,cohort_B023,PS,100,200,191,190,0.955,0.95,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,132,200,132,200,132,200,132,200,1,200,1,202,1,200,1,202
Late-B100,cohort_B023,NS,100,1000,630,626,0.63,0.626,-0.4,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,40,1000,40,1000,40,1000,40,1000,66,1000,70,1010,65,1000,69,1010
Late-B100,cohort_B024,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,99,103,96,100,99,103,0,100,1,102,0,100,1,102
Late-B100,cohort_B024,PS,100,200,186,186,0.93,0.93,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,118,200,122,206,117,200,121,206,2,200,5,204,2,200,5,204
Late-B100,cohort_B024,NS,100,1000,665,675,0.665,0.675,1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,41,1000,67,1030,40,1000,67,1030,92,1000,106,1020,89,1000,103,1020
Late-B100,cohort_B025,RS,100,100,98,98,0.98,0.98,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,97,101,96,100,97,101,1,100,2,102,1,100,2,102
Late-B100,cohort_B025,PS,100,200,196,197,0.98,0.985,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,129,200,131,202,129,200,131,202,0,200,3,204,0,200,3,204
Late-B100,cohort_B025,NS,100,1000,669,662,0.669,0.662,-0.7,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,47,1000,57,1010,47,1000,57,1010,85,1000,95,1020,83,1000,93,1020
Late-B100,cohort_B026,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,98,103,95,100,98,103,0,100,0,100,0,100,0,100
Late-B100,cohort_B026,PS,100,200,190,190,0.95,0.95,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,130,200,136,206,127,200,133,206,2,200,2,200,3,200,3,200
Late-B100,cohort_B026,NS,100,1000,652,651,0.652,0.651,-0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,38,1000,68,1030,36,1000,66,1030,63,1000,63,1000,62,1000,62,1000
Late-B100,cohort_B027,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,93,100,94,101,92,100,93,101,0,100,0,100,0,100,0,100
Late-B100,cohort_B027,PS,100,200,192,193,0.96,0.965,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,138,200,140,202,141,200,143,202,2,200,2,200,1,200,1,200
Late-B100,cohort_B027,NS,100,1000,694,692,0.694,0.692,-0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,47,1000,53,1010,46,1000,52,1010,106,1000,106,1000,107,1000,107,1000
Late-B100,cohort_B028,RS,100,100,99,100,0.99,1.0,1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,91,100,93,103,91,100,93,103,0,100,0,100,0,100,0,100
Late-B100,cohort_B028,PS,100,200,192,192,0.96,0.96,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,133,200,138,206,133,200,138,206,2,200,2,200,2,200,2,200
Late-B100,cohort_B028,NS,100,1000,636,633,0.636,0.633,-0.3,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,47,1000,74,1030,45,1000,72,1030,121,1000,121,1000,124,1000,124,1000
Late-B100,cohort_B029,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,98,101,98,100,99,101,0,100,1,102,0,100,1,102
Late-B100,cohort_B029,PS,100,200,192,192,0.96,0.96,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,124,200,126,202,125,200,127,202,1,200,3,204,1,200,3,204
Late-B100,cohort_B029,NS,100,1000,602,604,0.602,0.604,0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,66,1000,73,1010,64,1000,71,1010,63,1000,79,1020,62,1000,77,1020
Late-B100,cohort_B030,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,97,101,96,100,97,101,0,100,1,102,0,100,1,102
Late-B100,cohort_B030,PS,100,200,187,186,0.935,0.93,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,130,200,132,202,130,200,132,202,3,200,5,204,4,200,6,204
Late-B100,cohort_B030,NS,100,1000,647,644,0.647,0.644,-0.3,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,59,1000,65,1010,56,1000,62,1010,78,1000,94,1020,78,1000,94,1020
Late-B100,cohort_B031,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,97,101,96,100,97,101,0,100,0,100,0,100,0,100
Late-B100,cohort_B031,PS,100,200,190,189,0.95,0.945,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,133,200,135,202,133,200,135,202,0,200,0,200,0,200,0,200
Late-B100,cohort_B031,NS,100,1000,651,656,0.651,0.656,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,49,1000,49,1010,49,1000,49,1010,95,1000,95,1000,95,1000,95,1000
Late-B100,cohort_B032,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,96,101,95,100,96,101,0,100,0,100,0,100,0,100
Late-B100,cohort_B032,PS,100,200,197,197,0.985,0.985,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,140,200,142,202,140,200,142,202,0,200,0,200,0,200,0,200
Late-B100,cohort_B032,NS,100,1000,692,691,0.692,0.691,-0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,33,1000,40,1010,31,1000,38,1010,80,1000,80,1000,79,1000,79,1000
Late-B100,cohort_B033,RS,100,100,97,97,0.97,0.97,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,93,100,95,102,93,100,95,102,0,100,0,101,0,100,0,101
Late-B100,cohort_B033,PS,100,200,191,191,0.955,0.955,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,137,200,141,204,140,200,144,204,3,200,4,202,2,200,3,202
Late-B100,cohort_B033,NS,100,1000,636,632,0.636,0.632,-0.4,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,54,1000,70,1020,53,1000,69,1020,48,1000,53,1010,50,1000,55,1010
Late-B100,cohort_B034,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,97,102,95,100,97,102,1,100,2,101,1,100,2,101
Late-B100,cohort_B034,PS,100,200,195,195,0.975,0.975,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,135,200,138,204,137,200,140,204,0,200,2,202,0,200,2,202
Late-B100,cohort_B034,NS,100,1000,663,665,0.663,0.665,0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,63,1000,73,1020,63,1000,73,1020,98,1000,108,1010,101,1000,111,1010
Late-B100,cohort_B035,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,97,102,95,100,97,102,0,100,1,101,0,100,1,101
Late-B100,cohort_B035,PS,100,200,189,187,0.945,0.935,-1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,124,200,128,204,126,200,130,204,2,200,4,202,2,200,4,202
Late-B100,cohort_B035,NS,100,1000,651,659,0.651,0.659,0.8,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,40,1000,60,1020,39,1000,59,1020,74,1000,78,1010,74,1000,80,1010
Late-B100,cohort_B036,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,97,102,95,100,97,102,0,100,1,101,0,100,1,101
Late-B100,cohort_B036,PS,100,200,197,197,0.985,0.985,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,139,200,143,204,140,200,144,204,0,200,2,202,0,200,2,202
Late-B100,cohort_B036,NS,100,1000,628,626,0.628,0.626,-0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,22,1000,38,1020,23,1000,39,1020,72,1000,82,1010,71,1000,81,1010
Late-B100,cohort_B037,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,98,102,97,100,99,102,0,100,0,101,0,100,0,101
Late-B100,cohort_B037,PS,100,200,194,194,0.97,0.97,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,140,200,144,204,140,200,144,204,1,200,3,202,1,200,3,202
Late-B100,cohort_B037,NS,100,1000,674,670,0.674,0.67,-0.4,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,58,1000,78,1020,55,1000,75,1020,92,1000,96,1010,93,1000,97,1010
Late-B100,cohort_B038,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,93,100,93,100,94,100,94,100,0,100,0,100,0,100,0,100
Late-B100,cohort_B038,PS,100,200,186,187,0.93,0.935,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,124,200,124,200,123,200,123,200,3,200,3,200,3,200,3,200
Late-B100,cohort_B038,NS,100,1000,695,690,0.695,0.69,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,58,1000,58,1000,60,1000,60,1000,73,1000,73,1000,79,1000,79,1000
Late-B100,cohort_B039,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,93,100,94,101,93,100,94,101,0,100,2,102,0,100,2,102
Late-B100,cohort_B039,PS,100,200,193,192,0.965,0.96,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,142,200,144,202,142,200,144,202,0,200,3,204,0,200,3,204
Late-B100,cohort_B039,NS,100,1000,699,703,0.699,0.703,0.4,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,58,1000,64,1010,59,1000,66,1010,81,1000,94,1020,81,1000,94,1020
Late-B100,cohort_B040,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,96,100,96,100,96,100,0,100,1,101,0,100,1,101
Late-B100,cohort_B040,PS,100,200,196,196,0.98,0.98,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,141,200,141,200,137,200,137,200,0,200,2,202,0,200,2,202
Late-B100,cohort_B040,NS,100,1000,591,592,0.591,0.592,0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,49,1000,49,1000,53,1000,53,1000,60,1000,69,1010,60,1000,69,1010
Late-B100,cohort_B041,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,98,102,96,100,98,102,0,100,0,100,0,100,0,100
Late-B100,cohort_B041,PS,100,200,194,192,0.97,0.96,-1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,135,200,139,204,136,200,140,204,1,200,1,200,1,200,1,200
Late-B100,cohort_B041,NS,100,1000,657,655,0.657,0.655,-0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,33,1000,53,1020,33,1000,53,1020,105,1000,105,1000,104,1000,104,1000
Late-B100,cohort_B042,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,100,100,101,101,100,100,101,101,0,100,0,101,0,100,0,101
Late-B100,cohort_B042,PS,100,200,192,192,0.96,0.96,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,133,200,134,202,132,200,133,202,1,200,3,202,1,200,3,202
Late-B100,cohort_B042,NS,100,1000,641,641,0.641,0.641,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,54,1000,63,1010,55,1000,64,1010,63,1000,73,1010,62,1000,72,1010
Late-B100,cohort_B043,RS,100,100,98,98,0.98,0.98,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,92,100,94,102,92,100,94,102,0,100,0,100,0,100,0,100
Late-B100,cohort_B043,PS,100,200,192,193,0.96,0.965,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,139,200,143,204,138,200,142,204,1,200,1,200,0,200,0,200
Late-B100,cohort_B043,NS,100,1000,666,662,0.666,0.662,-0.4,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,34,1000,52,1020,37,1000,55,1020,78,1000,78,1000,77,1000,77,1000
Late-B100,cohort_B044,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,99,102,97,100,99,102,0,100,1,102,0,100,1,102
Late-B100,cohort_B044,PS,100,200,192,192,0.96,0.96,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,141,200,144,204,142,200,145,204,1,200,3,204,1,200,3,204
Late-B100,cohort_B044,NS,100,1000,694,694,0.694,0.694,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,49,1000,64,1020,48,1000,63,1020,96,1000,109,1020,104,1000,115,1020
Late-B100,cohort_B045,RS,100,100,98,98,0.98,0.98,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,96,101,95,100,96,101,1,100,2,101,1,100,2,101
Late-B100,cohort_B045,PS,100,200,187,187,0.935,0.935,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,121,200,123,202,121,200,123,202,5,200,7,202,5,200,7,202
Late-B100,cohort_B045,NS,100,1000,604,600,0.604,0.6,-0.4,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,64,1000,74,1010,61,1000,71,1010,77,1000,87,1010,73,1000,83,1010
Late-B100,cohort_B046,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,97,101,95,100,96,101,0,100,1,101,0,100,1,101
Late-B100,cohort_B046,PS,100,200,190,189,0.95,0.945,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,127,200,129,202,127,200,129,202,1,200,3,202,1,200,3,202
Late-B100,cohort_B046,NS,100,1000,659,658,0.659,0.658,-0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,50,1000,60,1010,49,1000,59,1010,93,1000,103,1010,94,1000,104,1010
Late-B100,cohort_B047,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,98,101,97,100,98,101,0,100,0,102,0,100,0,102
Late-B100,cohort_B047,PS,100,200,195,195,0.975,0.975,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,135,200,136,202,136,200,137,202,2,200,6,204,2,200,6,204
Late-B100,cohort_B047,NS,100,1000,675,676,0.675,0.676,0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,42,1000,50,1010,40,1000,49,1010,90,1000,103,1020,92,1000,106,1020
Late-B100,cohort_B048,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,98,102,96,100,98,102,0,100,1,101,0,100,1,101
Late-B100,cohort_B048,PS,100,200,189,187,0.945,0.935,-1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,120,200,124,204,121,200,125,204,0,200,2,202,1,200,3,202
Late-B100,cohort_B048,NS,100,1000,650,652,0.65,0.652,0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,56,1000,73,1020,55,1000,73,1020,73,1000,83,1010,75,1000,85,1010
Late-B100,cohort_B049,RS,100,100,99,100,0.99,1.0,1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,95,100,95,100,95,100,0,100,0,100,0,100,0,100
Late-B100,cohort_B049,PS,100,200,187,187,0.935,0.935,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,131,200,131,200,132,200,132,200,2,200,2,200,2,200,2,200
Late-B100,cohort_B049,NS,100,1000,659,651,0.659,0.651,-0.8,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,54,1000,54,1000,54,1000,54,1000,104,1000,104,1000,106,1000,106,1000
Late-B100,cohort_B050,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,100,104,96,100,100,104,1,100,2,101,1,100,2,101
Late-B100,cohort_B050,PS,100,200,190,191,0.95,0.955,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,136,200,143,208,137,200,144,208,1,200,3,202,1,200,3,202
Late-B100,cohort_B050,NS,100,1000,662,655,0.662,0.655,-0.7,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,49,1000,86,1040,49,1000,86,1040,73,1000,80,1010,75,1000,82,1010
Late-B100,cohort_B051,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,98,101,97,100,98,101,0,100,3,103,0,100,3,103
Late-B100,cohort_B051,PS,100,200,190,190,0.95,0.95,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,136,200,138,202,137,200,139,202,1,200,7,206,1,200,7,206
Late-B100,cohort_B051,NS,100,1000,666,665,0.666,0.665,-0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,62,1000,70,1010,61,1000,69,1010,73,1000,103,1030,74,1000,104,1030
Late-B100,cohort_B052,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,99,100,101,102,99,100,101,102,0,100,2,102,0,100,2,102
Late-B100,cohort_B052,PS,100,200,193,193,0.965,0.965,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,136,200,139,204,136,200,139,204,1,200,3,204,1,200,3,204
Late-B100,cohort_B052,NS,100,1000,695,696,0.695,0.696,0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,45,1000,61,1020,43,1000,60,1020,118,1000,138,1020,118,1000,138,1020
Late-B100,cohort_B053,RS,100,100,100,99,1.0,0.99,-1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,97,102,94,100,96,102,0,100,0,100,0,100,0,100
Late-B100,cohort_B053,PS,100,200,186,186,0.93,0.93,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,128,200,132,204,128,200,132,204,2,200,2,200,3,200,3,200
Late-B100,cohort_B053,NS,100,1000,632,639,0.632,0.639,0.7,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,66,1000,85,1020,64,1000,83,1020,58,1000,58,1000,61,1000,61,1000
Late-B100,cohort_B054,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,99,101,97,100,98,101,0,100,1,101,0,100,1,101
Late-B100,cohort_B054,PS,100,200,193,193,0.965,0.965,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,142,200,144,202,144,200,146,202,0,200,2,202,0,200,2,202
Late-B100,cohort_B054,NS,100,1000,668,670,0.668,0.67,0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,63,1000,73,1010,64,1000,73,1010,70,1000,80,1010,72,1000,82,1010
Late-B100,cohort_B055,RS,100,100,98,98,0.98,0.98,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,98,101,97,100,98,101,1,100,1,100,1,100,1,100
Late-B100,cohort_B055,PS,100,200,190,190,0.95,0.95,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,136,200,138,202,136,200,138,202,2,200,2,200,2,200,2,200
Late-B100,cohort_B055,NS,100,1000,693,691,0.693,0.691,-0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,20,1000,29,1010,19,1000,28,1010,90,1000,90,1000,93,1000,93,1000
Late-B100,cohort_B056,RS,100,100,99,98,0.99,0.98,-1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,94,100,99,105,94,100,99,105,0,100,4,104,0,100,4,104
Late-B100,cohort_B056,PS,100,200,187,187,0.935,0.935,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,129,200,139,210,130,200,140,210,1,200,8,208,0,200,7,208
Late-B100,cohort_B056,NS,100,1000,640,641,0.64,0.641,0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,41,1000,84,1050,39,1000,81,1050,66,1000,103,1040,66,1000,102,1040
Late-B100,cohort_B057,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,96,100,97,100,97,100,0,100,0,101,0,100,0,101
Late-B100,cohort_B057,PS,100,200,193,193,0.965,0.965,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,136,200,136,200,137,200,137,200,1,200,1,202,1,200,1,202
Late-B100,cohort_B057,NS,100,1000,695,692,0.695,0.692,-0.3,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,36,1000,36,1000,36,1000,36,1000,82,1000,87,1010,79,1000,85,1010
Late-B100,cohort_B058,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,97,101,96,100,97,101,1,100,3,104,1,100,3,104
Late-B100,cohort_B058,PS,100,200,192,192,0.96,0.96,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,126,200,128,202,126,200,128,202,1,200,5,208,1,200,5,208
Late-B100,cohort_B058,NS,100,1000,651,656,0.651,0.656,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,48,1000,58,1010,43,1000,53,1010,109,1000,134,1040,113,1000,137,1040
Late-B100,cohort_B059,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,100,103,97,100,100,103,0,100,1,101,0,100,1,101
Late-B100,cohort_B059,PS,100,200,194,194,0.97,0.97,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,136,200,141,206,137,200,142,206,1,200,3,202,1,200,3,202
Late-B100,cohort_B059,NS,100,1000,652,648,0.652,0.648,-0.4,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,48,1000,75,1030,51,1000,79,1030,81,1000,89,1010,80,1000,88,1010
Late-B100,cohort_B060,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,98,100,98,100,98,100,0,100,0,101,0,100,0,101
Late-B100,cohort_B060,PS,100,200,195,195,0.975,0.975,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,150,200,150,200,149,200,149,200,0,200,0,202,0,200,0,202
