checkpoint_batch,edits,cohort,metric_tag,numerator,denominator,rate,strict_numerator,strict_denominator,token_correct,token_denominator,requests,new_nll_mean,new_nll_q01,new_nll_q05,new_nll_q50,new_nll_q95,new_nll_q99,true_nll_mean,true_nll_q01,true_nll_q05,true_nll_q50,true_nll_q95,true_nll_q99,safety_margin_mean,safety_margin_q01,safety_margin_q05,safety_margin_q50,safety_margin_q95,safety_margin_q99
70,7000,first1000,RS,994,1000,0.994,950,1000,965,1015,1000,0.25004617525308276,0.0001245742946775863,0.00047521621454507115,0.007110941922292113,1.2589813411235804,6.414023313522339,12.28699572455883,3.2187482476234437,5.5717424869537355,12.23860788345337,19.622371482849122,22.449628410339354,12.036949549305747,1.0783035469055176,4.368084149621427,12.207601809408516,19.588113744196015,22.4435176454141
70,7000,first1000,PS,1908,2000,0.954,1273,2000,1302,2030,1000,1.7476212798456836,0.0014556369243655357,0.006013953452929854,0.567325621843338,7.292624688148498,9.958975429534911,9.43988285156712,1.3766237258911134,3.4666418313980105,9.228161811828613,15.860338258743285,18.732642192840576,7.692261571721436,-3.3957867234945294,0.22926054000854496,7.648266179021448,15.367473740503192,18.66313876643311
70,7000,first1000,NS,6567,10000,0.6567,904,10000,1009,10110,1000,8.084054372199818,0.08233926445245743,1.424634325504303,8.033323287963867,14.552943658828731,17.228400173187257,6.431845830618847,0.2053463201224804,0.8040793836116791,6.121343374252319,12.972344827651977,16.11686790466309,1.6522085415809722,-11.231187353848945,-6.091703581809997,1.7277812659740448,9.13492777347564,12.416493688821797
80,8000,all_seen,RS,7981,8000,0.997625,7763,8000,7888,8127,8000,0.14986859315602,0.0001402863854309544,0.000383213275927119,0.004182460950687528,0.46762491911649684,4.5283881855010994,12.954472357495687,4.309914841651916,6.6572598695755,12.761634349822998,19.93303308486938,23.031771144866944,12.804603764339667,2.5616521739959714,6.0442121140658855,12.712381480727345,19.93225634983973,23.02931464923371
80,8000,all_seen,PS,15406,16000,0.962875,11005,16000,11245,16254,8000,1.4869255500285763,0.0009662702603964135,0.004001094843260944,0.33339694142341614,6.59159288406372,9.818242425918582,9.733369165161028,1.9201245343685152,3.888657259941101,9.555375099182129,16.2909912109375,19.33020875930786,8.246443615132451,-3.203797845840454,0.7412927925586702,8.20426849834621,15.989126009121533,19.293980823531747
80,8000,all_seen,NS,53521,80000,0.6690125,7077,80000,7943,81050,8000,8.14805245220243,0.0923472748696804,1.4280749976634979,8.164027214050293,14.591925954818727,17.48294273376465,6.36881019298004,0.1609016725420952,0.8071627229452133,6.129715919494629,12.787031555175783,15.82329880714413,1.779242259222392,-10.359673066735267,-6.096550965309143,1.8542122840881348,9.225241255760194,12.45018861785531
80,8000,first100,RS,99,100,0.99,91,100,92,101,100,0.5163036068886868,0.00029601478250697256,0.000753726446419023,0.012939265929162502,3.7819988846778863,6.82621802330018,11.648828573226929,2.2831890392303467,5.032569766044617,11.917508125305176,18.849662017822265,19.444384555816686,11.132524966338242,0.9735347670316696,3.1528080224990847,11.807418511074502,18.781955384783213,19.43862612706496
80,8000,first100,PS,193,200,0.965,124,200,126,202,100,1.7510882531502283,0.0025850447942502796,0.007710042665712536,0.7700114846229553,6.66681334972381,9.569805040359496,9.164449989795685,1.9476700377464295,3.612649977207184,9.14264440536499,16.24056167602539,18.085082702636715,7.413361736645457,-2.461069803237915,0.6894505023956302,7.198382895439863,15.658374464279039,17.989937548935412
80,8000,first100,NS,669,1000,0.669,59,1000,89,1030,100,8.706478694163728,0.12259632751345635,1.4015528500080108,8.698440551757812,15.42207703590393,18.32583631515503,6.978807210263796,0.2432271145284176,1.3765127122402192,6.818827867507935,13.33003587722778,16.19186689376831,1.7276714838999323,-9.684195978865027,-6.438670712709427,1.7680609226226807,9.328386163711546,12.677529015541076
80,8000,first1000,RS,994,1000,0.994,940,1000,954,1015,1000,0.3094614302494847,0.00015433431428391487,0.00048343173548346394,0.010155490599572659,1.830655902624125,5.7602145481109615,11.97858016732335,2.659286320209503,5.477315163612366,11.971999168395996,18.990180969238278,21.44578868865967,11.669118737073866,1.040170636177063,3.8585645580664276,11.789018504088745,18.988119039346927,21.43728661273606
80,8000,first1000,PS,1898,2000,0.949,1260,2000,1287,2030,1000,1.8224531796137526,0.0015944768546614797,0.006619081576354802,0.6725204885005951,7.2890511274337735,10.424963874816894,9.333872355550527,1.4304700720310213,3.463434147834778,9.170859336853027,15.920893669128418,18.695246562957763,7.5114191759367746,-4.04518494606018,-0.06348192691802967,7.43734934926033,15.409977727383374,18.69183186730603
80,8000,first1000,NS,6442,10000,0.6442,843,10000,943,10110,1000,8.043517311676926,0.07188421726226808,1.3416753590106965,8.062249183654785,14.49951148033142,17.412475166320803,6.550927360356401,0.20201556444168095,0.8644106328487396,6.338996887207031,13.029755306243896,16.3433395957947,1.4925899513205236,-11.131536080017685,-6.218360364437103,1.5505504608154297,8.90507650375366,12.108461132049564
90,9000,all_seen,RS,8964,9000,0.996,8662,9000,8803,9145,9000,0.1850418639215108,0.0001617479643027764,0.00044416457094484943,0.005308045540004969,0.7211760699748987,4.779093494415283,12.59913311500599,4.1513969469070435,6.3581129789352415,12.404871463775635,19.476710414886472,22.78219545364381,12.414091251084477,1.6243892407417295,5.517134261131287,12.339652542257681,19.476212309555557,22.780181258648234
90,9000,all_seen,PS,17301,18000,0.9611666666666666,12220,18000,12490,18290,9000,1.5301567717705211,0.0010614565131254494,0.00444971073884517,0.3776821196079254,6.715666890144346,9.946114044189432,9.614976219325559,1.909289300441742,3.8508296370506288,9.413849353790283,16.118375110626218,19.249198112487736,8.084819447555038,-3.1568446731567383,0.675061082839966,8.04615781456232,15.747690779343245,19.174051746439414
90,9000,all_seen,NS,59364,90000,0.6596,7656,90000,8578,91140,9000,8.075625387397244,0.08730683155357838,1.444080835580826,8.083059787750244,14.499766540527345,17.435499000549314,6.4361233329623655,0.16999533101916314,0.8690748631954193,6.225573539733887,12.881060314178468,15.958832254409778,1.6395020544348788,-10.418384552001953,-6.129920959472656,1.719862461090088,9.015356850624084,12.322257194519036
90,9000,first100,RS,99,100,0.99,89,100,90,101,100,0.686784034508164,0.0005018416937673465,0.001138646574690938,0.026785454712808132,4.170645308494565,6.947763471603425,11.059431459903717,2.3222384309768676,4.507676386833191,10.825380325317383,18.19594602584839,19.198167781829866,10.372647425395552,0.10125100910663597,2.8346562847495083,10.486866854131222,18.180049668694846,19.185469743668833
90,9000,first100,PS,188,200,0.94,118,200,120,202,100,1.9787365040060831,0.0026835714001208545,0.008914287388324739,0.8853960335254669,8.060216426849362,10.497938547134396,8.997348806262016,1.0913162767887115,3.451079082489014,8.750579833984375,16.06031904220581,17.75836849212646,7.018612302255933,-3.0501562118530274,-0.2097814917564392,7.291667778044939,15.572135868342588,16.94024157863924
90,9000,first100,NS,662,1000,0.662,53,1000,83,1030,100,8.6354559379532,0.04368841238319874,1.52492595911026,8.646658420562744,15.353749990463257,17.771156158447265,6.984579514310229,0.22020702823996544,1.3695809245109558,6.741118907928467,13.307505750656127,16.02259664535522,1.6508764236429707,-9.866549647450446,-6.105358937382698,1.7739224433898926,9.174156993627548,12.568614439964295
90,9000,first1000,RS,989,1000,0.989,916,1000,930,1015,1000,0.4223562749120938,0.00021167183105717414,0.0006356721627525985,0.015481298323720694,2.7140910148620576,6.961595067977903,11.47365587091446,2.999298071861267,4.87428982257843,11.367189884185791,18.40640830993652,21.141424903869627,11.051299596002366,-0.05423438072204583,3.4895866926759482,11.181728148658294,18.404528743337135,21.133869433845394
90,9000,first1000,PS,1890,2000,0.945,1233,2000,1260,2030,1000,1.893497679871827,0.0016359946329612288,0.008136140648275614,0.7385411858558655,7.54290542602539,10.864062147140503,9.159437871292234,1.2284702146053315,3.318288516998291,8.95507001876831,15.604464054107664,18.512892246246338,7.265940191420406,-4.42656840801239,-0.18081898689270018,7.296657085418701,15.143648979160934,18.191205900181085
90,9000,first1000,NS,6334,10000,0.6334,788,10000,885,10110,1000,7.977099697662284,0.07419148087501526,1.2399031400680542,7.970822334289551,14.438159799575804,17.282385902404787,6.624637354574771,0.20899087116122247,0.9860447466373443,6.437655448913574,13.006969928741452,16.187096958160403,1.352462343087513,-10.982427673339844,-6.366126996278763,1.4537715911865234,8.717252135276793,11.920580158233646
100,10000,all_seen,RS,9939,10000,0.9939,9529,10000,9688,10163,10000,0.23052669824153363,0.00018700758140766994,0.0005121945810969919,0.007097152993083,1.2069969236850717,5.449678969383243,12.238441832916997,3.768932344913483,5.958319091796875,12.03248929977417,19.263257312774655,22.35930395126344,12.007915134675462,0.9668143719434739,5.009534561820328,11.962727125850506,19.242085926921565,22.358871355219463
100,10000,all_seen,PS,19136,20000,0.9568,13362,20000,13658,20326,10000,1.589230836491704,0.0011348886752966792,0.004942692932672799,0.4179297685623169,6.799633216857905,10.046595315933226,9.5058385669454,1.8549896597862245,3.74381822347641,9.301262855529785,15.889679574966427,18.989552860259984,7.9166077304536975,-3.439026844501495,0.38713254928588914,7.909786239266396,15.518265584483737,18.854945764087606
100,10000,all_seen,NS,65348,100000,0.65348,8210,100000,9195,101270,10000,8.020098856322392,0.09507974736392498,1.387358009815216,8.03192663192749,14.38521494865417,17.255455112457277,6.458118594320882,0.1964022299647331,0.8802564740180969,6.244174480438232,12.728245735168457,15.78129800796507,1.5619802620015093,-10.163998901844025,-6.078821206092834,1.6051925420761108,8.853906774520873,12.146029472351074
100,10000,first100,RS,99,100,0.99,88,100,89,101,100,0.7678097838486428,0.0005207490661996417,0.0015890498325461524,0.04356324300169945,4.601664090156555,7.503472890853925,10.697475160360336,2.2797628724575043,4.5687354564666744,10.175459861755371,17.75157537460327,19.86412038803104,9.929665376511693,0.4991297245025634,2.081753284484148,9.87797889392823,17.748636379779782,19.860114769556418
100,10000,first100,PS,187,200,0.935,114,200,116,202,100,2.093991973960074,0.0030140387150458994,0.013141284463927152,1.0933324098587036,8.048348140716545,10.672811803817744,8.91474340930581,1.2340762221813202,3.2017696976661685,8.742342948913574,15.439368152618407,17.06762008666991,6.820751435345738,-2.7034778499603274,-0.5574219703674316,7.03204239346087,14.828546104021369,16.819688700996338
100,10000,first100,NS,662,1000,0.662,41,1000,71,1030,100,8.510329518654967,0.10650598607957364,1.1798644959926607,8.414082527160645,14.957726526260375,17.520560359954832,6.995555140785873,0.4499652788043022,1.753664118051529,6.795515060424805,13.110730695724486,16.577265701293946,1.514774377869093,-9.117617150321603,-6.145040798187256,1.6139698028564453,8.74359436035156,12.359823170900343
100,10000,first1000,RS,987,1000,0.987,887,1000,901,1015,1000,0.5201093687742068,0.0002270977092848625,0.0008292752114357427,0.02543263230472803,3.2227668881416225,6.823058876991271,11.022371007569134,2.3944530081748963,4.505774688720703,10.917133331298828,18.183989429473872,20.8116131401062,10.502261638794927,-0.47849563539028167,2.983697648346424,10.606447719503194,18.182485194090983,20.81110711534828
100,10000,first1000,PS,1883,2000,0.9415,1201,2000,1228,2030,1000,1.9564515024199391,0.0020972607587464156,0.01044857413507998,0.7794003188610077,7.664730286598205,10.8723846244812,8.983771776378155,1.0882762145996094,3.1259552597999574,8.806164741516113,15.39770998954773,18.41941171646118,7.027320273958216,-4.860312757492065,-0.5397920131683349,7.049377843737602,14.73818086843239,17.713923870828
100,10000,first1000,NS,6258,10000,0.6258,725,10000,820,10110,1000,7.9106409051842554,0.06908520936965946,1.2222147047519685,7.929692983627319,14.273313951492305,17.136159267425537,6.677669104204944,0.22635849788784984,1.034695386886597,6.457937479019165,12.959520912170406,16.02991813659668,1.2329718009793111,-10.75421608481556,-6.325056946277618,1.2635955810546875,8.501882743835449,11.751193587780007
