endpoint,layer,allocation_pi,applied_coefficient,beta,suffix_mass,entry_residual_norm,current_residual_norm,key_norm,q_norm,update_norm,update_norm_share,update_energy,update_energy_share,storage_dtype
C2-JOINT-PC-FIXED-QUOTA,8,0.18056413531303406,0.18056413531303406,,,28.11864690055349,28.06645537103005,36.791583497181854,2.8212293079959236,1.372348609103131,0.17236138973852344,1.883340704907298,0.14763706781512195,torch.float32
OFFICIAL_MEMIT_W,4,,,,,,,,,2.6218507788336973,0.1432569397423677,6.874101506470865,0.09075138107660895,torch.float32
OFFICIAL_MEMIT_W,5,,,,,,,,,2.618854505510604,0.14309322449573225,6.8583989210331895,0.09054407670183343,torch.float32
OFFICIAL_MEMIT_W,6,,,,,,,,,3.00910587100744,0.16441641222353506,9.054718142931444,0.11953972107582803,torch.float32
OFFICIAL_MEMIT_W,7,,,,,,,,,3.9217206789577728,0.2142813418396633,15.379893083765015,0.20304421411996748,torch.float32
OFFICIAL_MEMIT_W,8,,,,,,,,,6.130204776487953,0.3349520816987017,37.57941060167571,0.49612060702576205,torch.float32
OFFICIAL_ALPHAEDIT_W,4,,,,,,,,,2.912284806473503,0.13786487460289082,8.48140279401641,0.08552083319186407,torch.float32
OFFICIAL_ALPHAEDIT_W,5,,,,,,,,,3.060717836561932,0.14489155723866226,9.367993675048353,0.09446062684246781,torch.float32
OFFICIAL_ALPHAEDIT_W,6,,,,,,,,,3.632370749692615,0.17195307849165098,13.194117263222491,0.1330407161393167,torch.float32
OFFICIAL_ALPHAEDIT_W,7,,,,,,,,,4.813800178385465,0.22788085714738412,23.172672157423932,0.23365783683601465,torch.float32
OFFICIAL_ALPHAEDIT_W,8,,,,,,,,,6.705023689879292,0.3174096325194118,44.95734268184252,0.4533199869903368,torch.float32
P1R52_J0_W,4,,,,,,,,,2.48521057300827,0.18088161298045202,6.176271592192093,0.16182990762031463,torch.float32
P1R52_J0_W,5,,,,,,,,,2.5710029853494527,0.18712586048780622,6.610056350675798,0.1731958824393726,torch.float32
P1R52_J0_W,6,,,,,,,,,2.5774718019197524,0.18759668174859545,6.643360889691455,0.17406852386904262,torch.float32
P1R52_J0_W,7,,,,,,,,,2.8344163839184335,0.20629793424739318,8.033916237425249,0.21050368383661539,torch.float32
P1R52_J0_W,8,,,,,,,,,3.2713299871921127,0.2380979105357531,10.701599885102349,0.28040200223465483,torch.float32
C3-DIRECT-OFFICIAL-ALPHAEDIT,4,,,,,,,,,1.8130648071891486,0.13206040790219312,3.2872039950678245,0.07605787373449095,torch.float32
C3-DIRECT-OFFICIAL-ALPHAEDIT,5,,,,,,,,,1.8921463977507513,0.1378205699580164,3.5802179905211444,0.08283750210622134,torch.float32
C3-DIRECT-OFFICIAL-ALPHAEDIT,6,,,,,,,,,2.2812530039640295,0.16616240138633043,5.204115268094908,0.12041051986867407,torch.float32
C3-DIRECT-OFFICIAL-ALPHAEDIT,7,,,,,,,,,3.10501711877705,0.22616391075656186,9.641131307898533,0.22307223670147205,torch.float32
C3-DIRECT-OFFICIAL-ALPHAEDIT,8,,,,,,,,,4.637575215381835,0.3377927099968982,21.507103878323875,0.49762186758914156,torch.float32
