endpoint,metric,quantity,mean,median,p05,p95,p99,min,max
LEGACY_SCHEDULE_R512_G256,PS,desired_margin,8.513768533710973,8.348744882270694,1.489157235622406,16.83246925778221,19.594136167499233,-5.414439082145691,21.037443339824677
LEGACY_SCHEDULE_R512_G256,NS,new_nll,11.133755898954114,11.104727268218994,4.589694261550903,17.27503967285156,20.1730016708374,0.0020927926525473595,23.54255485534668
LEGACY_SCHEDULE_R512_G256,NS,true_nll,5.526183182677662,5.322642087936401,0.26095724478364,12.115771102905272,14.517375698089598,0.0007858763565309346,18.679227828979492
LEGACY_SCHEDULE_R512_G256,NS,desired_margin,5.607572716276453,5.61494517326355,-2.6161697715520855,13.982440549955935,16.51807370662689,-12.936751888133585,19.900066792964935
REUSE_SCHEDULE_R512_G256,RS,new_nll,0.0014505106564320159,0.0008624052279628813,0.00014736162702320144,0.004103520512580871,0.006732825664803407,6.8662193370983e-05,0.010831019841134548
REUSE_SCHEDULE_R512_G256,RS,true_nll,15.203708505630493,15.342020988464355,9.17144980430603,21.524978733062746,25.84031145095826,4.724872589111328,27.617406845092773
REUSE_SCHEDULE_R512_G256,RS,desired_margin,15.202257994974062,15.341222074988764,9.161092253722018,21.524501092238644,25.83825432759274,4.7222152524627745,27.617338182899402
REUSE_SCHEDULE_R512_G256,PS,new_nll,1.6400873050646623,0.39549626410007477,0.00283716693520546,6.829348993301384,9.777704181671139,0.0004923323867842555,10.711339950561523
REUSE_SCHEDULE_R512_G256,PS,true_nll,10.153855838775634,10.020259380340576,3.995087945461273,17.061149024963374,19.595815582275385,0.884473443031311,21.307228088378906
REUSE_SCHEDULE_R512_G256,PS,desired_margin,8.513768533710973,8.348744882270694,1.489157235622406,16.83246925778221,19.594136167499233,-5.414439082145691,21.037443339824677
REUSE_SCHEDULE_R512_G256,NS,new_nll,11.133755898954114,11.104727268218994,4.589694261550903,17.27503967285156,20.1730016708374,0.0020927926525473595,23.54255485534668
REUSE_SCHEDULE_R512_G256,NS,true_nll,5.526183182677662,5.322642087936401,0.26095724478364,12.115771102905272,14.517375698089598,0.0007858763565309346,18.679227828979492
REUSE_SCHEDULE_R512_G256,NS,desired_margin,5.607572716276453,5.61494517326355,-2.6161697715520855,13.982440549955935,16.51807370662689,-12.936751888133585,19.900066792964935
