alias,allocation,arm,method,case,status,success,accepted_steps,restore_pointer,restore_bytes,request_order,w_eff,w_gen,w_loc,w_eff_nll_mean,w_eff_nll_median,w_eff_nll_p90,w_eff_nll_worst,w_eff_margin_mean,w_gen_nll_mean,z_eff,z_gen,z_eff_nll_mean,z_eff_nll_median,z_eff_nll_p90,z_eff_nll_worst,z_eff_margin_mean,z_gen_nll_mean,z_full6_new_loss,w_full6_new_loss,z_first_hit_eff10_k,z_best_nll_k,z_plateau_k,z_w_eff_gap,z_w_gen_gap,w_minus_z_eff_nll,z_class,alpha_matched,alpha_eff,alpha_gen,alpha_loc,alpha_eff_nll_mean,alpha_eff_nll_median,alpha_eff_nll_p90,alpha_eff_nll_worst,alpha_eff_margin_mean,z_alpha_eff_gap,z_alpha_gen_gap,z_minus_alpha_eff_nll,predicted_sum,actual_sum,realization_mean,negative_actual_steps,equality_max,dof_min,dof_max,entropy_mean,neff_mean,v_gt1_total,v_max,capacity_terminal,energy_terminal,P_terminal,P_auc,bf16_capacity_terminal,functional_p_mean,functional_p_smoothmax,edit_core_wall,stepwise_eval_wall,w0_eval_wall,forwards,backwards,target_backwards,slope_backwards,tokens,scientific_materializations,eval_materializations,routing_wall,field_slope_wall,target_wall,materialization_wall,failure_class,failure_message_sha,target_old_stepwise
llama3-8b-inst,BG,Soft,BG-P1R24-SOFT,1,SUCCESS,1,8,True,True,20933669138b5090645da9ea81b662085081fbc7eb756f542ec90bb9f51435ac,10,19,92,0.016783905029296876,0.00374603271484375,0.04072265624999998,0.0908203125,13.351966094970702,2.217877197265625,10,19,0.0091339111328125,0.00640869140625,0.02071533203125,0.0269775390625,13.472116088867187,2.2445556640625,0.03204848321620375,0.026041418313980103,5,8,8,0,0,0.007649993896484375,MIXED_NOT_IDENTIFIABLE,1,10,19,92,0.001657867431640625,0.00046443939208984375,0.002201080322265621,0.0123291015625,15.473342132568359,0,0,0.007476043701171876,22.31365647718049,0.11135616758838296,0.1999092299777726,0,8.881784197001252e-16,4,4,1.5954197201019247,4.931401224880725,0,0.625359047543412,0.05828106417660456,0.07166625727009925,0.008723703839285593,0.028196505232812648,5.8419616182647855,0.00807541994698681,0.013834248981806258,83.53986729681492,414.3831231817603,,180,125,85,40,28152,8,8,0.06457818299531937,44.407261503860354,9.27055651601404,13.390615604817867,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,BG,Soft,BG-P1R24-SOFT,2,SUCCESS,1,8,True,True,d926188b4b11b462acfbf3c3cb3623bbd37a6043dc2673072e40004eb2e0e22a,10,16,86,0.07018356323242188,0.017120361328125,0.10417480468749982,0.54296875,11.807941436767578,2.465478515625,10,16,0.0566986083984375,0.01434326171875,0.10888671874999989,0.39453125,11.812051391601562,2.442822265625,0.1254937207326293,0.14160005315206944,5,8,5,0,0,0.013484954833984375,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,20,84,0.0006142973899841309,0.0005397796630859375,0.0011856079101562498,0.00162506103515625,16.574385702610016,0,-4,0.056084311008453375,22.079687319310615,0.07936433269642293,0.05449046369073129,0,8.881784197001252e-16,4,4,1.5554100875840304,4.744547454830875,0,0.4952897329370508,0.4898665561840406,0.7605927860364073,0.009176288876886707,0.023843330980570267,4.778053984548905,0.070945385841002,0.34691881377738454,81.34467515628785,415.87234086357057,,180,125,85,40,29043,8,8,0.0600668229162693,42.63995013944805,8.067678031511605,13.880253069102764,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,BG,Soft,BG-P1R24-SOFT,3,SUCCESS,1,8,True,True,38bed59f6dc2b193082c30197e61ca9cfddaaecf3e524a0dbcb358f780c4db1a,10,19,87,0.03368988037109375,0.008758544921875,0.05550231933593743,0.227630615234375,12.403810119628906,2.9803916931152346,10,20,0.019224166870117188,0.00433349609375,0.038330078124999965,0.1251220703125,13.168275833129883,2.5109046936035155,0.033159241336397825,0.05976527375169098,4,8,7,0,1,0.014465713500976564,MIXED_NOT_IDENTIFIABLE,1,10,18,87,0.0006016731262207031,0.000308990478515625,0.001823091506958008,0.002026081085205078,16.13064832687378,0,2,0.018622493743896483,17.03415425346362,0.1235703413374722,0.273557517942061,0,4.440892098500626e-16,4,4,1.6034364058682535,4.970161943336877,0,0.3224441327471355,0.2467392522343204,0.39262306728841084,0.006770639063778048,0.019936763341061675,4.323810331722333,0.004535610659361861,0.005842040736608257,82.03811279125512,415.34943924844265,,180,125,85,40,29295,8,8,0.05155611876398325,45.1753794439137,7.712491614744067,13.395972879603505,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,BG,Soft,BG-P1R24-SOFT,4,SUCCESS,1,8,True,True,d866c44874892d760da97cd7ede76979ae2281c2934a83d9c10695159e88d3d3,10,16,90,0.19823989868164063,0.0478515625,0.3554687499999996,1.3046875,8.88613510131836,3.4740936279296877,10,16,0.19626235961914062,0.0341796875,0.3368164062499996,1.390625,9.25686264038086,3.4586883544921876,0.17597895846702158,0.18469437025487423,8,8,8,0,0,0.0019775390625000056,MIXED_NOT_IDENTIFIABLE,1,10,15,91,0.0018537282943725587,0.0008754730224609375,0.0029998779296874977,0.0093994140625,12.604396271705628,0,1,0.19440863132476807,23.98859847638681,0.3822989056818187,0.18681869939039142,0,8.881784197001252e-16,4,4,1.4283049642571677,4.244291007916123,0,0.6339988685500252,0.2758729147165457,0.366323542191438,0.008671983413659405,0.025809925854317108,4.395068203978656,0.0535156850076736,0.4648660710253235,86.93730237521231,418.5004800762981,,180,125,85,40,28782,8,8,0.06636572070419788,45.205262158066034,8.069591360166669,13.658437825739384,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,BG,Soft,BG-P1R24-SOFT,5,SUCCESS,1,8,True,True,bb5f940c463a8c24798c3f75045c109b1f6752da1086e9ec5cb36de0c434c1b0,10,17,86,0.33353118896484374,0.016204833984375,0.439355468749999,3.03125,10.172718811035157,2.150140380859375,10,17,0.22229232788085937,0.012115478515625,0.31474609374999934,1.9609375,10.702707672119141,2.29598388671875,0.1678032023832202,0.2691876639612019,6,8,8,0,0,0.11123886108398437,MIXED_NOT_IDENTIFIABLE,1,10,17,84,0.0006321907043457031,0.0005550384521484375,0.001134490966796875,0.00152587890625,13.643117809295655,0,0,0.22166013717651367,22.161929020539386,0.6016212375368923,0.502278344796847,0,4.440892098500626e-16,4,4,1.5937677455887924,4.92326899771967,0,0.4007157109594849,0.46217121318043014,0.6937429435475576,0.0070205726404904845,0.018663631534038903,4.612838749265546,0.006180271057258927,0.00985381369121359,79.10066052339971,417.46438474580646,,180,125,85,40,27378,8,8,0.06453907210379839,41.76888295635581,7.609724635258317,13.69020602107048,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,BG,Soft,BG-P1R24-SOFT,6,TYPED_CASE_FAILURE,0,5,True,True,,,,,,,,,,,,,,,,,,,2.3452092938125135,,,,,,,,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,19,82,0.0006456136703491211,0.000553131103515625,0.0011924743652343749,0.0016937255859375,15.993104386329652,,,,18.97375673667302,0,,0,0.0,4,4,1.6006646526126704,4.956478477554731,0,0.5065138216362469,0.2396989008433708,0.41370227031672274,0.002956522128565433,0.006344764624352045,1.8790370690235898,,,,,,,,,,,5,0,,,,,ODEBFContractError,9f0637ba47f6971169f173556fa3ccf861eae37b0e33f564af9260a6597885d9,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,BG,Soft,BG-P1R24-SOFT,7,SUCCESS,1,8,True,True,badf5694b025745be31e42e3bd18a603f8fde0db206462b01c0794d5bb0431fc,10,19,94,0.43865966796875,0.0733642578125,1.3703124999999994,2.734375,8.405092525482178,1.92376708984375,10,20,0.44875030517578124,0.013275146484375,0.4993164062499985,4.28125,10.157502269744873,1.503900146484375,0.6685939148301259,0.6381374230608344,5,8,6,0,1,-0.010090637207031239,MIXED_NOT_IDENTIFIABLE,1,10,20,94,0.0012120246887207032,0.0007839202880859375,0.0030120849609374997,0.003204345703125,14.62691354751587,0,0,0.4475382804870605,22.787187516093002,0.6782901298254728,0.9148818537722239,0,4.440892098500626e-16,4,4,1.5779502622902315,4.848070408151248,0,0.5649544168887726,0.036041425093133156,0.051055144937056575,0.0068441234344150444,0.02149662601811886,4.222731867813377,0.004233181894473449,0.006725888232891258,81.27141180355102,416.7521077832207,,180,125,85,40,30438,8,8,0.06315288413316011,41.69356132298708,9.191767090931535,13.642665664665401,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,BG,Soft,BG-P1R24-SOFT,8,SUCCESS,1,8,True,True,c363db241e2c07ca144d278b90b21023234c7c63d6bc7156eb180b7cd6ebb572,10,20,80,0.097637939453125,0.013916015625,0.39511718749999997,0.41796875,9.775799560546876,2.8909912109375,10,20,0.03827037811279297,0.00592041015625,0.0679443359374999,0.294921875,11.283604621887207,2.536444091796875,0.04000270892865956,0.08046015501022338,4,8,6,0,0,0.05936756134033203,MIXED_NOT_IDENTIFIABLE,1,10,20,77,0.0018198013305664063,0.0013580322265625,0.0036849975585937496,0.004852294921875,12.060680198669434,0,0,0.03645057678222657,22.007332954663056,0.3182918544858694,0.4987475230201854,0,1.1102230246251565e-16,4,4,1.5543698478406365,4.7378359594930455,0,0.7308361595288891,0.018651769666918182,0.02535274479696247,0.008416377499081392,0.027096310305387443,4.285037336300126,0.002549826826164417,0.0026778854080161513,75.56321693584323,417.27224850840867,,180,125,85,40,28152,8,8,0.06797148752957582,38.74443238135427,7.5663028778508306,13.421949992887676,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,BG,Soft,BG-P1R24-SOFT,9,SUCCESS,1,8,True,True,1702d290642650ce9a2ff4a5687d48c469441e4d2b7c3f204e05d71d6918eefd,10,20,92,0.05245819091796875,0.0225830078125,0.10068359374999993,0.294921875,10.716291809082032,1.0261322021484376,10,20,0.030631256103515626,0.0216064453125,0.0771484375,0.0771484375,10.606868743896484,0.99261474609375,0.0607976351864636,0.08650863878428935,6,8,6,0,0,0.021826934814453126,MIXED_NOT_IDENTIFIABLE,1,10,18,89,0.0005582809448242187,0.000446319580078125,0.001175689697265625,0.001251220703125,14.924441719055176,0,2,0.030072975158691406,24.509352846295187,0.03783457297831774,0.029294908661111247,0,8.881784197001252e-16,4,4,1.5503064242030837,4.724209081669541,0,0.7448386071467126,0.4850419085094917,0.6478423783046499,0.009509305175066984,0.02895909483855788,4.884423908244095,0.021971706526900264,0.15661200487617352,81.07781560532749,414.4900325983763,,180,125,85,40,28152,8,8,0.06548970844596624,42.76489223446697,8.165511706843972,13.490086418576539,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,BG,Soft,BG-P1R24-SOFT,10,SUCCESS,1,8,True,True,add78cd5df75ad1ee941a84527fba9b0a63cfde5a3338450ffbe6bc248af08d9,9,18,80,1.1265518188476562,0.0238037109375,1.1958007812499962,11.0,11.967198181152344,2.5379867553710938,9,18,1.0720367431640625,0.019195556640625,1.1159179687499963,10.5,12.340463256835937,2.325433349609375,1.0846037982963026,1.1153159639798105,,8,8,0,0,0.054515075683593706,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,19,79,0.0020952463150024415,0.001049041748046875,0.004394531249999998,0.0098876953125,15.485404753684998,-1,-1,1.0699414968490601,20.306593248484177,0.3877314626239241,0.5696140051219937,0,4.440892098500626e-16,4,4,1.586976073015099,4.893801838815764,0,0.4362542027491794,0.4594250276114112,0.7277317849993583,0.007800105959039875,0.021834936181132195,4.636763415097269,0.012408048677336624,0.06437754777034697,78.82024715095758,420.74759748391807,,180,125,85,40,29439,8,8,0.06225154269486666,40.48277727328241,7.77839195728302,13.62616685591638,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Neutral,RS-P1R24-NEUTRAL,1,SUCCESS,1,8,True,True,20933669138b5090645da9ea81b662085081fbc7eb756f542ec90bb9f51435ac,10,19,92,0.010177516937255859,0.0012569427490234375,0.030981445312499984,0.06591796875,14.302322483062744,2.1754791259765627,10,19,0.004379367828369141,0.00153350830078125,0.01710205078125,0.0194091796875,14.714370632171631,1.9915298461914062,0.007631300226785242,0.03972452718298882,4,8,5,0,0,0.005798149108886718,MIXED_NOT_IDENTIFIABLE,1,10,19,92,0.001657867431640625,0.00046443939208984375,0.002201080322265621,0.0123291015625,15.473342132568359,0,0,0.002721500396728516,18.8059435795345,0.1483264815295115,0.3965969546430443,0,4.440892098500626e-16,4,4,1.6036241619076583,4.971200194976092,0,0.3088053126187831,0.19487071075497941,0.3110301266967826,0.006049875114195758,0.019465269333842416,4.030061557763223,0.006875125716481858,0.011111372778375593,83.27827658317983,414.2380608357489,,180,125,85,40,28152,8,8,0.003458065912127495,43.99230326991528,8.937074040994048,13.696845086291432,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Neutral,RS-P1R24-NEUTRAL,2,SUCCESS,1,8,True,True,d926188b4b11b462acfbf3c3cb3623bbd37a6043dc2673072e40004eb2e0e22a,10,16,87,0.0825103759765625,0.003276824951171875,0.10639648437499975,0.734375,13.426864624023438,2.71341552734375,10,16,0.21912708282470703,0.00214385986328125,0.23601074218749926,2.125,13.493372917175293,2.6112594604492188,0.13057534960826161,0.046122374455444516,5,7,8,0,0,-0.13661670684814453,Z_TARGET_WEAK,1,10,20,84,0.0006142973899841309,0.0005397796630859375,0.0011856079101562498,0.00162506103515625,16.574385702610016,0,-4,0.21851278543472288,17.03191676898003,-0.014527673064731066,-0.30767270863798263,1,6.938893903907228e-18,4,4,1.592844972173375,4.918278181566586,0,0.2593808568256409,0.05841058982457608,0.09995925534230396,0.004898488727091718,0.017480814152739596,2.823468363604693,0.10368668262293099,0.7087551351703293,84.47602658439428,416.5359184015542,,180,125,85,40,29043,8,8,0.003477061167359352,44.75110778771341,8.424990630708635,13.498414028435946,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Neutral,RS-P1R24-NEUTRAL,3,SUCCESS,1,8,True,True,38bed59f6dc2b193082c30197e61ca9cfddaaecf3e524a0dbcb358f780c4db1a,10,19,87,0.01647186279296875,0.012237548828125,0.03648681640625,0.0462646484375,12.108528137207031,3.52659912109375,10,19,0.01898784637451172,0.00267791748046875,0.03770675659179684,0.125,13.156012153625488,3.3078025817871093,0.02724849835212808,0.028460936003830282,4,7,8,0,0,-0.0025159835815429694,MIXED_NOT_IDENTIFIABLE,1,10,18,87,0.0006016731262207031,0.000308990478515625,0.001823091506958008,0.002026081085205078,16.13064832687378,0,1,0.018386173248291015,12.821922837433712,0.020405584445688872,0.5130056571223321,0,4.440892098500626e-16,4,4,1.6045740322058697,4.975772136333017,0,0.25758706236667395,0.01824447512978892,0.030518995364775953,0.004113887288948533,0.01587664109279746,2.704265093172776,0.003240661437559521,0.0037239119071615654,84.87399649526924,415.1321931052953,,180,125,85,40,29295,8,8,0.0034429868683218956,47.478143740445375,8.396763938479125,13.300033800303936,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
