reference_index,k,h,AD,FD,relative_error,signal,noise,resolved,match,rounded_linear_FD
337,1,0.007506625413543608,42.328316060881164,42.32914338102054,1.9545311894505757e-05,0.3177490234375,2.220446049250313e-16,True,True,42.32831706055346
337,2,0.003753312706771804,42.328316060881164,42.32787293756044,1.0468720751471325e-05,0.15886974334716797,2.220446049250313e-16,True,True,42.3283150194682
337,3,0.001876656353385902,42.328316060881164,42.327618848868426,1.6471527280599596e-05,0.07943439483642578,2.220446049250313e-16,True,True,42.32831204457866
337,4,0.000938328176692951,42.328316060881164,42.32812702625246,4.465914222343054e-06,0.039717674255371094,2.220446049250313e-16,True,True,42.32830826739699
337,5,0.0004691640883464755,42.328316060881164,42.3210125428759,0.00017254449703978114,0.019855499267578125,2.220446049250313e-16,True,True,42.32830056328234
337,6,0.00023458204417323774,42.328316060881164,42.3210125428759,0.00017254449703978114,0.009927749633789062,2.220446049250313e-16,True,True,42.32837686646583
337,7,0.00011729102208661887,42.328316060881164,42.35353589545448,0.0005958147386973664,0.004967689514160156,2.220446049250313e-16,True,True,42.32834574141688
337,8,5.8645511043309435e-05,42.328316060881164,42.45923679133486,0.003092982254843096,0.0024900436401367188,2.220446049250313e-16,True,True,42.32849768620869
337,9,2.9322755521654717e-05,42.328316060881164,42.21531164699552,0.0026697120131855107,0.0012378692626953125,2.220446049250313e-16,True,True,42.32720574460977
337,10,1.4661377760827359e-05,42.328316060881164,42.73568528825278,0.00962403575860885,0.0006265640258789062,2.220446049250313e-16,True,True,42.294956832459604
337,11,7.330688880413679e-06,42.328316060881164,41.23961106963815,0.02572048908529977,0.00030231475830078125,2.220446049250313e-16,True,False,41.824344604479485
