cell,N,node,V,V_exit,barrier,finite_barrier_increment,affine_reference_increment,affine_reference_defect,model_error,finite_defect_is_exclusion
3,4,0,0.4999999673428295,0.133049227003507,0.3540407409595272,0.3540407409595272,0.3550267774529196,-0.000986036493392406,0.1685789797075202,False
3,4,1,0.133049227003507,0.03526207109473435,0.4483132527337394,0.0942725117742122,0.0943730510661045,-0.00010053929189229871,0.03332149480244632,False
3,4,2,0.03526207109473435,0.009332152653549506,0.4733029293969639,0.02498967666322449,0.025000942113609606,-1.1265450385114506e-05,0.007267540134298013,False
3,4,3,0.009332152653549506,0.00246835494427719,0.4799168372486368,0.006613907851672929,0.006615250235944433,-1.3423842715040366e-06,0.001689913043852902,False
3,8,0,0.4999999673428295,0.28677753130557443,0.2067674363473574,0.2067674363473574,0.2070989535142031,-0.0003315171668457073,0.038715212377827136,False
3,8,1,0.28677753130557443,0.16444208039845803,0.3253605810426729,0.11859314469531551,0.11872393557339792,-0.00013079087808240408,0.020130551868384118,False
3,8,2,0.16444208039845803,0.0942778021442434,0.3933626155172629,0.06800203447459002,0.06805410299462591,-5.2068520035891686e-05,0.010567903725578327,False
3,8,3,0.0942778021442434,0.054045174484305,0.4323489294173032,0.03898631390004026,0.03900711912237174,-2.0805222331478357e-05,0.0055776288706568256,False
3,8,4,0.054045174484305,0.03097944158403245,0.45469744205326007,0.022348512635956885,0.022357031513617835,-8.518877660949886e-06,0.003017095131343558,False
3,8,5,0.03097944158403245,0.017756942557900564,0.4675076757239459,0.012810233670685844,0.012813724866160357,-3.491195474512876e-06,0.0016346044668058442,False
3,8,6,0.017756942557900564,0.010177623980639166,0.4748502072726293,0.007342531548683362,0.007343944411727801,-1.4128630444389806e-06,0.0008819228082705616,False
3,8,7,0.010177623980639166,0.005833323668172538,0.4790585835812756,0.004208376308646344,0.0042089849826604485,-6.086740141041103e-07,0.0005087129228254852,False
