family,cohort_id,anchor,eval_t,panel,epsilon,subset,total_raw,anchor_eligible,active_denominator,censored,retained,lost,retained_decreased,retained_stable,retained_increased,lost_decreased,lost_stable,lost_increased,lost_maintained_or_increased,retained_reversal,weak_given_retained,lost_maintained_rate,reversal_given_retained,weak_of_all_active,lost_stable_increase_of_all_active,reversal_of_all_active,M_mean,B_mean,C_mean,delta_B_mean,delta_C_mean,delta_C_p05,delta_C_p95,target_tf_token_micro,target_tf_prompt_macro,target_tf_strict
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.025,all_facts,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.025,both_arm_eligible,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.05,initial_effective,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.05,all_anchor_success,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.05,all_facts,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.05,both_arm_eligible,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.1,initial_effective,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.1,all_anchor_success,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.1,all_facts,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.1,both_arm_eligible,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.2,initial_effective,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.2,all_anchor_success,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.2,all_facts,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,1,rewrite,0.2,both_arm_eligible,100,100,100,0,100,0,0,100,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,10.957423280122166,-6.844112920551561,17.801536200673727,0.0,0.0,0.0,0.0,0.9900990099009901,0.99,0.99
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.025,initial_effective,100,89,89,0,87,2,25,0,62,2,0,0,0,0,0.28735632183908044,0.0,0.0,0.2808988764044944,0.0,0.0,6.632025834159884,-4.587893914389476,11.21991974854936,-0.0636651036695818,0.49915894997055027,-2.8971156269311904,2.6370581507682793,0.6777777777777778,0.6741573033707865,0.6741573033707865
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.025,all_anchor_success,100,89,89,0,87,2,25,0,62,2,0,0,0,0,0.28735632183908044,0.0,0.0,0.2808988764044944,0.0,0.0,6.632025834159884,-4.587893914389476,11.21991974854936,-0.0636651036695818,0.49915894997055027,-2.8971156269311904,2.6370581507682793,0.6777777777777778,0.6741573033707865,0.6741573033707865
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.025,all_facts,100,100,100,0,89,11,25,0,64,4,0,7,7,0,0.2808988764044944,0.6363636363636364,0.0,0.25,0.07,0.0,5.660675443660002,-5.0106208281219,10.671296271781904,-0.049398015178740026,0.5544098508846946,-2.772539841756225,2.715280131995676,0.6039603960396039,0.6,0.6
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.025,both_arm_eligible,100,87,87,0,85,2,25,0,60,2,0,0,0,0,0.29411764705882354,0.0,0.0,0.28735632183908044,0.0,0.0,6.67272641975165,-4.612111335256319,11.284837755007969,-0.09781648128710944,0.4426000244706741,-2.919765769690275,2.5499822020530702,0.6704545454545454,0.6666666666666666,0.6666666666666666
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.05,initial_effective,100,89,89,0,87,2,24,1,62,2,0,0,0,0,0.27586206896551724,0.0,0.0,0.2696629213483146,0.0,0.0,6.632025834159884,-4.587893914389476,11.21991974854936,-0.0636651036695818,0.49915894997055027,-2.8971156269311904,2.6370581507682793,0.6777777777777778,0.6741573033707865,0.6741573033707865
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.05,all_anchor_success,100,89,89,0,87,2,24,1,62,2,0,0,0,0,0.27586206896551724,0.0,0.0,0.2696629213483146,0.0,0.0,6.632025834159884,-4.587893914389476,11.21991974854936,-0.0636651036695818,0.49915894997055027,-2.8971156269311904,2.6370581507682793,0.6777777777777778,0.6741573033707865,0.6741573033707865
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.05,all_facts,100,100,100,0,89,11,24,1,64,4,0,7,7,0,0.2696629213483146,0.6363636363636364,0.0,0.24,0.07,0.0,5.660675443660002,-5.0106208281219,10.671296271781904,-0.049398015178740026,0.5544098508846946,-2.772539841756225,2.715280131995676,0.6039603960396039,0.6,0.6
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.05,both_arm_eligible,100,87,87,0,85,2,24,1,60,2,0,0,0,0,0.2823529411764706,0.0,0.0,0.27586206896551724,0.0,0.0,6.67272641975165,-4.612111335256319,11.284837755007969,-0.09781648128710944,0.4426000244706741,-2.919765769690275,2.5499822020530702,0.6704545454545454,0.6666666666666666,0.6666666666666666
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.1,initial_effective,100,89,89,0,87,2,24,3,60,2,0,0,0,0,0.27586206896551724,0.0,0.0,0.2696629213483146,0.0,0.0,6.632025834159884,-4.587893914389476,11.21991974854936,-0.0636651036695818,0.49915894997055027,-2.8971156269311904,2.6370581507682793,0.6777777777777778,0.6741573033707865,0.6741573033707865
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.1,all_anchor_success,100,89,89,0,87,2,24,3,60,2,0,0,0,0,0.27586206896551724,0.0,0.0,0.2696629213483146,0.0,0.0,6.632025834159884,-4.587893914389476,11.21991974854936,-0.0636651036695818,0.49915894997055027,-2.8971156269311904,2.6370581507682793,0.6777777777777778,0.6741573033707865,0.6741573033707865
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.1,all_facts,100,100,100,0,89,11,24,3,62,4,0,7,7,0,0.2696629213483146,0.6363636363636364,0.0,0.24,0.07,0.0,5.660675443660002,-5.0106208281219,10.671296271781904,-0.049398015178740026,0.5544098508846946,-2.772539841756225,2.715280131995676,0.6039603960396039,0.6,0.6
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.1,both_arm_eligible,100,87,87,0,85,2,24,3,58,2,0,0,0,0,0.2823529411764706,0.0,0.0,0.27586206896551724,0.0,0.0,6.67272641975165,-4.612111335256319,11.284837755007969,-0.09781648128710944,0.4426000244706741,-2.919765769690275,2.5499822020530702,0.6704545454545454,0.6666666666666666,0.6666666666666666
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.2,initial_effective,100,89,89,0,87,2,24,5,58,2,0,0,0,0,0.27586206896551724,0.0,0.0,0.2696629213483146,0.0,0.0,6.632025834159884,-4.587893914389476,11.21991974854936,-0.0636651036695818,0.49915894997055027,-2.8971156269311904,2.6370581507682793,0.6777777777777778,0.6741573033707865,0.6741573033707865
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.2,all_anchor_success,100,89,89,0,87,2,24,5,58,2,0,0,0,0,0.27586206896551724,0.0,0.0,0.2696629213483146,0.0,0.0,6.632025834159884,-4.587893914389476,11.21991974854936,-0.0636651036695818,0.49915894997055027,-2.8971156269311904,2.6370581507682793,0.6777777777777778,0.6741573033707865,0.6741573033707865
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.2,all_facts,100,100,100,0,89,11,24,5,60,4,0,7,7,0,0.2696629213483146,0.6363636363636364,0.0,0.24,0.07,0.0,5.660675443660002,-5.0106208281219,10.671296271781904,-0.049398015178740026,0.5544098508846946,-2.772539841756225,2.715280131995676,0.6039603960396039,0.6,0.6
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_0,0.2,both_arm_eligible,100,87,87,0,85,2,24,5,56,2,0,0,0,0,0.2823529411764706,0.0,0.0,0.27586206896551724,0.0,0.0,6.67272641975165,-4.612111335256319,11.284837755007969,-0.09781648128710944,0.4426000244706741,-2.919765769690275,2.5499822020530702,0.6704545454545454,0.6666666666666666,0.6666666666666666
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.025,initial_effective,100,85,85,0,83,2,27,1,55,2,0,0,0,0,0.3253012048192771,0.0,0.0,0.3176470588235294,0.0,0.0,6.567097126903108,-5.104100601495627,11.671197728398734,-0.00017304441288990132,0.43566113631069825,-2.8740226386114953,3.648967961221933,0.627906976744186,0.6235294117647059,0.6235294117647059
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.025,all_anchor_success,100,85,85,0,83,2,27,1,55,2,0,0,0,0,0.3253012048192771,0.0,0.0,0.3176470588235294,0.0,0.0,6.567097126903108,-5.104100601495627,11.671197728398734,-0.00017304441288990132,0.43566113631069825,-2.8740226386114953,3.648967961221933,0.627906976744186,0.6235294117647059,0.6235294117647059
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.025,all_facts,100,100,100,0,86,14,27,1,58,4,0,10,10,0,0.313953488372093,0.7142857142857143,0.0,0.27,0.1,0.0,5.313517334081407,-5.389278840394691,10.702796174476099,-0.005232298886403442,0.5320268440953805,-2.662926832574885,3.565710902586579,0.5346534653465347,0.53,0.53
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.025,both_arm_eligible,100,82,82,0,80,2,27,1,52,2,0,0,0,0,0.3375,0.0,0.0,0.32926829268292684,0.0,0.0,6.731029551376507,-5.104808895723758,11.835838447100265,-0.004260140437087635,0.3984901845954194,-2.9162417998188177,3.6656193729490045,0.6506024096385542,0.6463414634146342,0.6463414634146342
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.05,initial_effective,100,85,85,0,83,2,26,2,55,2,0,0,0,0,0.3132530120481928,0.0,0.0,0.3058823529411765,0.0,0.0,6.567097126903108,-5.104100601495627,11.671197728398734,-0.00017304441288990132,0.43566113631069825,-2.8740226386114953,3.648967961221933,0.627906976744186,0.6235294117647059,0.6235294117647059
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.05,all_anchor_success,100,85,85,0,83,2,26,2,55,2,0,0,0,0,0.3132530120481928,0.0,0.0,0.3058823529411765,0.0,0.0,6.567097126903108,-5.104100601495627,11.671197728398734,-0.00017304441288990132,0.43566113631069825,-2.8740226386114953,3.648967961221933,0.627906976744186,0.6235294117647059,0.6235294117647059
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.05,all_facts,100,100,100,0,86,14,26,2,58,4,0,10,10,0,0.3023255813953488,0.7142857142857143,0.0,0.26,0.1,0.0,5.313517334081407,-5.389278840394691,10.702796174476099,-0.005232298886403442,0.5320268440953805,-2.662926832574885,3.565710902586579,0.5346534653465347,0.53,0.53
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.05,both_arm_eligible,100,82,82,0,80,2,26,2,52,2,0,0,0,0,0.325,0.0,0.0,0.3170731707317073,0.0,0.0,6.731029551376507,-5.104808895723758,11.835838447100265,-0.004260140437087635,0.3984901845954194,-2.9162417998188177,3.6656193729490045,0.6506024096385542,0.6463414634146342,0.6463414634146342
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.1,initial_effective,100,85,85,0,83,2,25,4,54,2,0,0,0,0,0.30120481927710846,0.0,0.0,0.29411764705882354,0.0,0.0,6.567097126903108,-5.104100601495627,11.671197728398734,-0.00017304441288990132,0.43566113631069825,-2.8740226386114953,3.648967961221933,0.627906976744186,0.6235294117647059,0.6235294117647059
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.1,all_anchor_success,100,85,85,0,83,2,25,4,54,2,0,0,0,0,0.30120481927710846,0.0,0.0,0.29411764705882354,0.0,0.0,6.567097126903108,-5.104100601495627,11.671197728398734,-0.00017304441288990132,0.43566113631069825,-2.8740226386114953,3.648967961221933,0.627906976744186,0.6235294117647059,0.6235294117647059
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.1,all_facts,100,100,100,0,86,14,25,4,57,4,0,10,10,0,0.29069767441860467,0.7142857142857143,0.0,0.25,0.1,0.0,5.313517334081407,-5.389278840394691,10.702796174476099,-0.005232298886403442,0.5320268440953805,-2.662926832574885,3.565710902586579,0.5346534653465347,0.53,0.53
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.1,both_arm_eligible,100,82,82,0,80,2,25,4,51,2,0,0,0,0,0.3125,0.0,0.0,0.3048780487804878,0.0,0.0,6.731029551376507,-5.104808895723758,11.835838447100265,-0.004260140437087635,0.3984901845954194,-2.9162417998188177,3.6656193729490045,0.6506024096385542,0.6463414634146342,0.6463414634146342
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.2,initial_effective,100,85,85,0,83,2,22,8,53,2,0,0,0,0,0.26506024096385544,0.0,0.0,0.25882352941176473,0.0,0.0,6.567097126903108,-5.104100601495627,11.671197728398734,-0.00017304441288990132,0.43566113631069825,-2.8740226386114953,3.648967961221933,0.627906976744186,0.6235294117647059,0.6235294117647059
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.2,all_anchor_success,100,85,85,0,83,2,22,8,53,2,0,0,0,0,0.26506024096385544,0.0,0.0,0.25882352941176473,0.0,0.0,6.567097126903108,-5.104100601495627,11.671197728398734,-0.00017304441288990132,0.43566113631069825,-2.8740226386114953,3.648967961221933,0.627906976744186,0.6235294117647059,0.6235294117647059
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.2,all_facts,100,100,100,0,86,14,22,8,56,4,0,10,10,0,0.2558139534883721,0.7142857142857143,0.0,0.22,0.1,0.0,5.313517334081407,-5.389278840394691,10.702796174476099,-0.005232298886403442,0.5320268440953805,-2.662926832574885,3.565710902586579,0.5346534653465347,0.53,0.53
BASE_ALPHAEDIT,U000_001,1,5,paraphrase_1,0.2,both_arm_eligible,100,82,82,0,80,2,22,8,50,2,0,0,0,0,0.275,0.0,0.0,0.2682926829268293,0.0,0.0,6.731029551376507,-5.104808895723758,11.835838447100265,-0.004260140437087635,0.3984901845954194,-2.9162417998188177,3.6656193729490045,0.6506024096385542,0.6463414634146342,0.6463414634146342
