family,cohort,anchor,eval_t,panel,subset,n,anchor_success,final_success,retained,lost,gained,both_failed,lost_case_ids_sha256,gained_case_ids_sha256
BASE_ALPHAEDIT,U000_001,1,10,paraphrase_0,raw,100,89,90,86,3,4,7,69821f1b2fb73f3dd77fe6114eeb15aa99dd6c900ddbbec46215706333b244ee,7c7607f0cc446de1c7c05305dbe0a8048f3d24ca4ac6283c145760d10c913d9a
BASE_ALPHAEDIT,U000_001,1,10,paraphrase_0,active_both,99,88,90,86,2,4,7,6395c67f0eada462fbf83a32539c4b3757cfa835af2fdf73eed09ac1d0b31fa5,7c7607f0cc446de1c7c05305dbe0a8048f3d24ca4ac6283c145760d10c913d9a
BASE_ALPHAEDIT,U000_001,1,10,paraphrase_1,raw,100,85,85,81,4,4,11,995fb4c524558e64c4d8969e24b3e36a4ec126bc6af503fd8e5c5a150de4c67c,c4cb965565cc9e8914d6ba4723812c4e7f409ae8e2ad052a8872e4aec6c765b3
BASE_ALPHAEDIT,U000_001,1,10,paraphrase_1,active_both,99,85,85,81,4,4,10,995fb4c524558e64c4d8969e24b3e36a4ec126bc6af503fd8e5c5a150de4c67c,c4cb965565cc9e8914d6ba4723812c4e7f409ae8e2ad052a8872e4aec6c765b3
BASE_ALPHAEDIT,U000_001,1,10,rewrite,raw,100,100,94,94,6,0,0,c94f2820004e0b6c9a169a58d3747899724ad83777c8ece9bc563dd6370a5d40,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,10,rewrite,active_both,99,99,94,94,5,0,0,7c2fd8e0d4b83736cbff22cf5a96eec52505c091dc264c09d2fcac20b4413a8a,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,20,paraphrase_0,raw,100,89,91,87,2,4,7,301926e54f7aa4954a07924ee844c8bcf50133aa0d372075da4ceeefdbdf54eb,4488cca29e958be83ef95b13ab630b26845d8c015d72f20179f1b9bcfc4658af
BASE_ALPHAEDIT,U000_001,1,20,paraphrase_0,active_both,98,87,89,85,2,4,7,301926e54f7aa4954a07924ee844c8bcf50133aa0d372075da4ceeefdbdf54eb,4488cca29e958be83ef95b13ab630b26845d8c015d72f20179f1b9bcfc4658af
BASE_ALPHAEDIT,U000_001,1,20,paraphrase_1,raw,100,85,84,79,6,5,10,3e5c2d65f310ffac4f00e722dfe9162f73cca5de717cfa43d26da1661802cf40,30c84a0a7d31a58ff157bd2101363f91a2f43d2b9223a1e117a9bf3727e870d2
BASE_ALPHAEDIT,U000_001,1,20,paraphrase_1,active_both,98,84,84,79,5,5,9,dfc6587f6f5b951b15cc64c609a7d2d0a5e754bf7ce620e10d6b6ba811695db7,30c84a0a7d31a58ff157bd2101363f91a2f43d2b9223a1e117a9bf3727e870d2
BASE_ALPHAEDIT,U000_001,1,20,rewrite,raw,100,100,97,97,3,0,0,13b5dbcd7fe4e2b34a4c53ac99fa2fff05e0386ce7e0e52ac77db6fa5cff8b88,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,20,rewrite,active_both,98,98,96,96,2,0,0,411c931a2924b2cac3046b76c2c216a88ebc5640f99abac7ed8d6d1a22544002,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,30,paraphrase_0,raw,100,89,87,83,6,4,7,d6563d2b35d04a38907cce2f6d1c163692158e98a82c325170e66bf9a9cc429e,131fb30426fc5c882df6a6beb5acb0e8a7246eb48c342818a8b41ac4f421d87e
BASE_ALPHAEDIT,U000_001,1,30,paraphrase_0,active_both,98,87,85,81,6,4,7,d6563d2b35d04a38907cce2f6d1c163692158e98a82c325170e66bf9a9cc429e,131fb30426fc5c882df6a6beb5acb0e8a7246eb48c342818a8b41ac4f421d87e
BASE_ALPHAEDIT,U000_001,1,30,paraphrase_1,raw,100,85,79,74,11,5,10,b5d87c15f4101e6def0de4fbda37c5eef3a656364f6ed736b7eab88289d7946e,30c84a0a7d31a58ff157bd2101363f91a2f43d2b9223a1e117a9bf3727e870d2
BASE_ALPHAEDIT,U000_001,1,30,paraphrase_1,active_both,98,84,79,74,10,5,9,9f8c3740dabbc39a4e8c6256a134601b7f46f233a68ebb0bf9f9fb4220883c71,30c84a0a7d31a58ff157bd2101363f91a2f43d2b9223a1e117a9bf3727e870d2
BASE_ALPHAEDIT,U000_001,1,30,rewrite,raw,100,100,94,94,6,0,0,cd18980b8bedccc4d46790bb3327ac12cd5c019b91f25ad0abfd33bab3a086d1,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,30,rewrite,active_both,98,98,93,93,5,0,0,fbea333e2ad7595ecc3c2c1faebde656cfde215a369c4128d2f60fa735bc006f,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,40,paraphrase_0,raw,100,89,80,77,12,3,8,a3a1b9d6eb71acc01f3868eee18c807f130693cf8e14982dad70b5ed42bbc582,ba96b283d47f1fa3379a377080ca2a1fc7238b86e296b77eadf3e700a6dd5491
BASE_ALPHAEDIT,U000_001,1,40,paraphrase_0,active_both,98,87,80,77,10,3,8,336bd862d939afcdca2ee16d85c5dad86e57e65b1bfa4f811213fe60127f422c,ba96b283d47f1fa3379a377080ca2a1fc7238b86e296b77eadf3e700a6dd5491
BASE_ALPHAEDIT,U000_001,1,40,paraphrase_1,raw,100,85,73,69,16,4,11,f9604e73684ef746be6f9523f01269512dda3f04d50d25d2f5b7f33751835f6c,07c6703e9a5acb0d6b2487792df304051a8ac9dc6f1ae3c19314f66cf9286c24
BASE_ALPHAEDIT,U000_001,1,40,paraphrase_1,active_both,98,84,73,69,15,4,10,61fa7af7ab12b61fc06293104af642ed6b4f12845ef792bccaa6b7b0459cb013,07c6703e9a5acb0d6b2487792df304051a8ac9dc6f1ae3c19314f66cf9286c24
BASE_ALPHAEDIT,U000_001,1,40,rewrite,raw,100,100,92,92,8,0,0,9c05469df4fef3cc562090764ea1938050421671750ccb812f7bbdf8f4d43c64,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,40,rewrite,active_both,98,98,91,91,7,0,0,83b5bf0bc34e31e959c17baf6b5b0aecba9dc723fb8346a0c428d8bfe8da8fae,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,50,paraphrase_0,raw,100,89,75,71,18,4,7,13bea6925da2b2d164ec60f5f21b66d338a997c838a6dafbc7cf3fbd431102d0,973730bbf138a7f87c7588180d54b10497c6103703430e1a948341a3c594cfe6
BASE_ALPHAEDIT,U000_001,1,50,paraphrase_0,active_both,98,87,74,70,17,4,7,4d1c57e60004942f15734f58b7f1312d7a5ba822f39945f419195fe699c7f818,973730bbf138a7f87c7588180d54b10497c6103703430e1a948341a3c594cfe6
BASE_ALPHAEDIT,U000_001,1,50,paraphrase_1,raw,100,85,72,67,18,5,10,ad8932fdec7fc35e633f95c4c1f5f9a088e424fe8d52ff1d063bdad7816c3470,8262468b2cda79abdfb29a0e9d1ee0fbbcd1771c99305d8f75e1af648bf2f2bd
BASE_ALPHAEDIT,U000_001,1,50,paraphrase_1,active_both,98,84,72,67,17,5,9,2be7d098a7844ddef05fdcb1323f51ef2f0c4da84fd531b42d20b0d81a02189b,8262468b2cda79abdfb29a0e9d1ee0fbbcd1771c99305d8f75e1af648bf2f2bd
BASE_ALPHAEDIT,U000_001,1,50,rewrite,raw,100,100,84,84,16,0,0,eeedce5cf6bb565394d8e1f7884163704bcef00307cfc69ea7d8ab2c1480d240,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,50,rewrite,active_both,98,98,83,83,15,0,0,5d44aeee577a40a5db35d91dab16b52ac70d4928b3cc33cd0b4e9b3e8823967d,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,60,paraphrase_0,raw,100,89,68,65,24,3,8,eeab4d967d5d62a8187be88b981a6a3871b4acb730e3df36fae9873ccf1bde34,ba96b283d47f1fa3379a377080ca2a1fc7238b86e296b77eadf3e700a6dd5491
BASE_ALPHAEDIT,U000_001,1,60,paraphrase_0,active_both,98,87,67,64,23,3,8,184af84f4edbc870b581d7e3b59de3fd8a73503755852401020935a2861258b2,ba96b283d47f1fa3379a377080ca2a1fc7238b86e296b77eadf3e700a6dd5491
BASE_ALPHAEDIT,U000_001,1,60,paraphrase_1,raw,100,85,64,59,26,5,10,8be938cb5bd3155f51ccc9a9709f5f5ad95289b4e9f8b689011572ee06374173,ad68f3b20d503a9ca7785b24f49acc73b9f54a701ad86856e04ea31d98f97462
BASE_ALPHAEDIT,U000_001,1,60,paraphrase_1,active_both,98,84,64,59,25,5,9,f375f95404ce4a871f2fb7ff85f0277b20da97180173cd69dcdc301cf2c82366,ad68f3b20d503a9ca7785b24f49acc73b9f54a701ad86856e04ea31d98f97462
BASE_ALPHAEDIT,U000_001,1,60,rewrite,raw,100,100,81,81,19,0,0,e51275017cc169afec8c0dc9a936d6adb105203a531da959c05514959839af62,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,60,rewrite,active_both,98,98,80,80,18,0,0,718f28e9f46c517652bd88a46ff1dba09aaad605f70afc9bada75535cd50923c,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,70,paraphrase_0,raw,100,89,56,54,35,2,9,48077a6b8b7bdd00b8b066087bf69c6ea35433a21c63ef889d46f560c408bedd,0cbe230590e92cd66ffe6dd250a6fd254f3d84dca40fe6f63cfd831ea8444b40
BASE_ALPHAEDIT,U000_001,1,70,paraphrase_0,active_both,95,85,54,52,33,2,8,5725baa6701d00de944285474130cc07614d7709ac2f471fd7261096989cd7fe,0cbe230590e92cd66ffe6dd250a6fd254f3d84dca40fe6f63cfd831ea8444b40
BASE_ALPHAEDIT,U000_001,1,70,paraphrase_1,raw,100,85,59,51,34,8,7,8d273a9ba5a07e9e80cc7731eba6de305c649d213b2579a60cad50f1eda02277,06b17ee85a9c360c63aeff5137ebb33cb9f74905749293666ac8600ab44005b6
BASE_ALPHAEDIT,U000_001,1,70,paraphrase_1,active_both,95,83,58,50,33,8,4,9ebd4d7edc04bd965976fac750cf3bae91c05373f28f7600e260290e33adae4d,06b17ee85a9c360c63aeff5137ebb33cb9f74905749293666ac8600ab44005b6
BASE_ALPHAEDIT,U000_001,1,70,rewrite,raw,100,100,77,77,23,0,0,883c21cc586da09887dbb19661aaa28e910ee97cb3a23a1c551ffede1aafc0ec,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,70,rewrite,active_both,95,95,73,73,22,0,0,7bb846b46f83aaedab958d04f1ff4cc602ba34da2a33feda5a8b41b72cd51163,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,80,paraphrase_0,raw,100,89,53,49,40,4,7,3986c19a69be6a215b0ec431b4692bf74e9dfb9c001bd7ddde80e3f84e8caf3f,8fe1a90cd2b026d5e24d24cbde0f92c6e26262f6389c66b26954f29aae2bb103
BASE_ALPHAEDIT,U000_001,1,80,paraphrase_0,active_both,95,85,52,48,37,4,6,177c3f42653f621d0d3d4cd7a5750f5e02db0cf52245cb03e769301cb0c64186,8fe1a90cd2b026d5e24d24cbde0f92c6e26262f6389c66b26954f29aae2bb103
BASE_ALPHAEDIT,U000_001,1,80,paraphrase_1,raw,100,85,51,44,41,7,8,d35b8ddd900aa6f434845c5f3f6c5ac37e0eff6a77b8a030ecc042e8a0fdbbf8,34898ebb69d2ddb7ce434c8ebf14dde233eb7f214a9e41cdcf1430f1cd39597e
BASE_ALPHAEDIT,U000_001,1,80,paraphrase_1,active_both,95,83,50,44,39,6,6,9497ff6efcd3e82e432cbc6a1b048c820b62615c85f60698166a8d22c6b88cc9,2b7e0d00d76ec95d77050e793cbc6fd2e5f674d0358559cb9450e2695f5097a2
BASE_ALPHAEDIT,U000_001,1,80,rewrite,raw,100,100,59,59,41,0,0,9b69767405c1c86e4a16dc99f2a77db143935390574962ef100e93f3db591b73,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,80,rewrite,active_both,95,95,57,57,38,0,0,c2a02c5f29963a135a3f99696b4eec973fb0ede679f4302cf2e677af301209e6,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,90,paraphrase_0,raw,100,89,48,46,43,2,9,0da64903e7f365ab8f606d64092a40fef23223dd327330dd9df0fb750df86c4f,b806154c7efe9181bcd34a5717a9bcd6bd319d6a39d6d1ffae1242588ce694c0
BASE_ALPHAEDIT,U000_001,1,90,paraphrase_0,active_both,95,85,47,45,40,2,8,4a8ad0863cb8534b3188a4a2a262721efbb49b1ecd1bb436954d56d9576afa73,b806154c7efe9181bcd34a5717a9bcd6bd319d6a39d6d1ffae1242588ce694c0
BASE_ALPHAEDIT,U000_001,1,90,paraphrase_1,raw,100,85,52,44,41,8,7,b7edeb936651a4981be15e255c0c9908a5eb8d3197e148938def4c619fd75998,faf3d60bdf2ba9ff90f08f097aa2d0835fd64802caf5746ebaae38a7c1485dd0
BASE_ALPHAEDIT,U000_001,1,90,paraphrase_1,active_both,95,83,51,44,39,7,5,404938dcd2aa8524f93efb8a051ca2ca6120e2aef56e085f3416baa4bec12786,ba2c004a3b84847069d6ab436e1e655cd67a3efb8e8ee8d4603a6eca11d4f2fd
BASE_ALPHAEDIT,U000_001,1,90,rewrite,raw,100,100,50,50,50,0,0,f9c9e698ad4f078320981ed4da0033ca493c912ce715e570c982608897ae32a2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,90,rewrite,active_both,95,95,48,48,47,0,0,d511f36878691e9b9130550ea99d6015678fedc6b518329af86cf8e0f5239bd2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,100,paraphrase_0,raw,100,89,47,44,45,3,8,ff268b1bd7a902bb215614b243e3c267fce19628eb925a65e4c4f037852fc526,ea4e1f9c5ad72d8232bcfb420691592461e50dbc4aefe90248b0c595bfe81a49
BASE_ALPHAEDIT,U000_001,1,100,paraphrase_0,active_both,95,85,47,44,41,3,7,2614599b38ede0f86c4e952b2150f53c0964f38fe4ab4e7189813719de5d8ae8,ea4e1f9c5ad72d8232bcfb420691592461e50dbc4aefe90248b0c595bfe81a49
BASE_ALPHAEDIT,U000_001,1,100,paraphrase_1,raw,100,85,51,43,42,8,7,bc07f6cc3628d01be2b64fa56a5f1e57ce4ebd3b66fd1ad9f75d0f8d568b7c0e,811d949604dc9d24c0226a3141d3720a6e4d7894bd016c808792569f106c6dac
BASE_ALPHAEDIT,U000_001,1,100,paraphrase_1,active_both,95,83,48,42,41,6,6,3992dde8954d998104ff7a17def2c848910ac22848a0f931a00e37804c554d25,041340407105988d248fd6371fd739220125450b58d20dcaacdb9d250c5a06a9
BASE_ALPHAEDIT,U000_001,1,100,rewrite,raw,100,100,56,56,44,0,0,302b86aa6ce91c7a8808a1d5e26a64309695be8adfb5e4eeac69e9cb149d6fdf,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U000_001,1,100,rewrite,active_both,95,95,52,52,43,0,0,6705921ccdc7acbb65b6e491cbcf84663f3e7f8d46ad4bc1c8f3da6be69564a2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U001_005,5,5,paraphrase_0,raw,400,361,361,361,0,0,39,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U001_005,5,5,paraphrase_0,active_both,400,361,361,361,0,0,39,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U001_005,5,5,paraphrase_1,raw,400,355,355,355,0,0,45,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U001_005,5,5,paraphrase_1,active_both,400,355,355,355,0,0,45,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U001_005,5,5,rewrite,raw,400,394,394,394,0,0,6,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U001_005,5,5,rewrite,active_both,400,394,394,394,0,0,6,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
BASE_ALPHAEDIT,U001_005,5,10,paraphrase_0,raw,400,361,367,357,4,10,29,84942fc9b03ade866a24324fb3f07c8a792553cd68412c1eeb6160c1ba762f99,b8914012cee76d7c556a0ad010a9d6f0e7bf7cad964ed080169e29a40d949d40
BASE_ALPHAEDIT,U001_005,5,10,paraphrase_0,active_both,400,361,367,357,4,10,29,84942fc9b03ade866a24324fb3f07c8a792553cd68412c1eeb6160c1ba762f99,b8914012cee76d7c556a0ad010a9d6f0e7bf7cad964ed080169e29a40d949d40
BASE_ALPHAEDIT,U001_005,5,10,paraphrase_1,raw,400,355,363,352,3,11,34,5f5d54d166466cbd078da48c3038536924e524a490b904ba2755766b6aee304f,bb05ffb52686d746830d7c47b25f21bf18baa846a5d1d8ae3ef39d632004af0d
BASE_ALPHAEDIT,U001_005,5,10,paraphrase_1,active_both,400,355,363,352,3,11,34,5f5d54d166466cbd078da48c3038536924e524a490b904ba2755766b6aee304f,bb05ffb52686d746830d7c47b25f21bf18baa846a5d1d8ae3ef39d632004af0d
BASE_ALPHAEDIT,U001_005,5,10,rewrite,raw,400,394,396,394,0,2,4,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2032befbb0384b52d1c4e76adbd0f7869f9ecc6a432f6603f077b620ae359ecc
BASE_ALPHAEDIT,U001_005,5,10,rewrite,active_both,400,394,396,394,0,2,4,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2032befbb0384b52d1c4e76adbd0f7869f9ecc6a432f6603f077b620ae359ecc
BASE_ALPHAEDIT,U001_005,5,20,paraphrase_0,raw,400,361,365,351,10,14,25,13e69576a9841ff1931f39c77fa8db89b45fa8717229bd907e1a1a37c15bb5d1,ac51d0335ce35af4d952eecb258de582e17bb9a27609955833231e1caa083f20
BASE_ALPHAEDIT,U001_005,5,20,paraphrase_0,active_both,398,360,364,350,10,14,24,13e69576a9841ff1931f39c77fa8db89b45fa8717229bd907e1a1a37c15bb5d1,ac51d0335ce35af4d952eecb258de582e17bb9a27609955833231e1caa083f20
BASE_ALPHAEDIT,U001_005,5,20,paraphrase_1,raw,400,355,362,343,12,19,26,13db3a525613014b252567a592840292bc650fc0f0c1d12ca58606568547d777,480d624656b13b468f3be3aa983e7da7161b75e78a956f307ffcf2141b210472
BASE_ALPHAEDIT,U001_005,5,20,paraphrase_1,active_both,398,353,360,341,12,19,26,13db3a525613014b252567a592840292bc650fc0f0c1d12ca58606568547d777,480d624656b13b468f3be3aa983e7da7161b75e78a956f307ffcf2141b210472
BASE_ALPHAEDIT,U001_005,5,20,rewrite,raw,400,394,392,390,4,2,4,5740c0a1d2815f0eb056a56773558a7dc184bf17b23e209ccc050d5527099135,2032befbb0384b52d1c4e76adbd0f7869f9ecc6a432f6603f077b620ae359ecc
BASE_ALPHAEDIT,U001_005,5,20,rewrite,active_both,398,392,390,388,4,2,4,5740c0a1d2815f0eb056a56773558a7dc184bf17b23e209ccc050d5527099135,2032befbb0384b52d1c4e76adbd0f7869f9ecc6a432f6603f077b620ae359ecc
BASE_ALPHAEDIT,U001_005,5,30,paraphrase_0,raw,400,361,357,341,20,16,23,4762aac7d5437bde2daf8da6e3dee74779d502ea7e9e9e5a31a5c04d13205bea,fdb95a7a584e671e7357f986c6992128fb5550aca7c818304932b502a3075fef
BASE_ALPHAEDIT,U001_005,5,30,paraphrase_0,active_both,398,360,356,340,20,16,22,4762aac7d5437bde2daf8da6e3dee74779d502ea7e9e9e5a31a5c04d13205bea,fdb95a7a584e671e7357f986c6992128fb5550aca7c818304932b502a3075fef
BASE_ALPHAEDIT,U001_005,5,30,paraphrase_1,raw,400,355,354,334,21,20,25,87329a962ab5b809de1087aa778c13ab8b50cce5772a4772120df97158e5187a,00eb17533236fedd6850f003abc342d6055023b458be9ab82c8c4d96f07c8126
BASE_ALPHAEDIT,U001_005,5,30,paraphrase_1,active_both,398,353,352,332,21,20,25,87329a962ab5b809de1087aa778c13ab8b50cce5772a4772120df97158e5187a,00eb17533236fedd6850f003abc342d6055023b458be9ab82c8c4d96f07c8126
BASE_ALPHAEDIT,U001_005,5,30,rewrite,raw,400,394,380,378,16,2,4,6bf533c4532b6ee2d9eae00c180211305d2e8221701dc24a0083c53fc96932db,2032befbb0384b52d1c4e76adbd0f7869f9ecc6a432f6603f077b620ae359ecc
BASE_ALPHAEDIT,U001_005,5,30,rewrite,active_both,398,392,378,376,16,2,4,6bf533c4532b6ee2d9eae00c180211305d2e8221701dc24a0083c53fc96932db,2032befbb0384b52d1c4e76adbd0f7869f9ecc6a432f6603f077b620ae359ecc
BASE_ALPHAEDIT,U001_005,5,40,paraphrase_0,raw,400,361,331,318,43,13,26,66a71ae76edefa27c648c2ede72e5fc366798fd16783bbbbbd6ffa14fd01883b,1b9f686d57e3032269e51744399d7d6189f5632feadaa985d61359b1096fccbc
BASE_ALPHAEDIT,U001_005,5,40,paraphrase_0,active_both,397,360,330,318,42,12,25,1e78eda7348884b4bf6f3cbe3ba65f564cb0dfe1ce9817f9baa4ea862a990d6a,f6d55a109059f296df8cc37afa9c224356e0fd79b857a93d7630d78a034da597
BASE_ALPHAEDIT,U001_005,5,40,paraphrase_1,raw,400,355,340,322,33,18,27,35d52fbc215f5329d4114805f85c4afe035191f070d852ba61c0e4ad1f217080,09e7dd66a982166ee390ef164d27646e382b6b3e1736a4e8b7056531354a6ccb
BASE_ALPHAEDIT,U001_005,5,40,paraphrase_1,active_both,397,352,337,319,33,18,27,35d52fbc215f5329d4114805f85c4afe035191f070d852ba61c0e4ad1f217080,09e7dd66a982166ee390ef164d27646e382b6b3e1736a4e8b7056531354a6ccb
BASE_ALPHAEDIT,U001_005,5,40,rewrite,raw,400,394,372,369,25,3,3,8dc3dbf7d48e7992704a6b824d9c35d8bd7860818da1212ee2ef57ba2b6bea0e,0562f40141da6d81c4e84bd8b7090e70e9f5ed798e39f739ac5afea6c3804a95
BASE_ALPHAEDIT,U001_005,5,40,rewrite,active_both,397,391,369,366,25,3,3,8dc3dbf7d48e7992704a6b824d9c35d8bd7860818da1212ee2ef57ba2b6bea0e,0562f40141da6d81c4e84bd8b7090e70e9f5ed798e39f739ac5afea6c3804a95
