branch,head,tree,owner,task_id,original_base,inventory_base,integration_candidate,status,evidence,changed_files,residual_files
codex/server4-fzcb-tech-r1-joint-b1-controller-validity-audit-v1,39d2f67302c89f6f5570a6f5ca95c64254e32321,d2d59742db66d7f6ffb00ea59bad6dfdfd6344dc,SH4_SERVER4,ODEEDIT-S06-FZCB-ATOMIC-B10-PRODUCTION-PILOT-V1,ddc178584ef14efd5d4e1271b3c324e3ebd3e443,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,INTEGRATED,ANCESTRY_OR_ALL_CHANGED_BLOBS_EQUAL_CANDIDATE,40,1
codex/server4-lifelong-counterfact-metrics-v6,c6edbf62671ab66cdfda8a5af59a7043c2ef81b2,16f5d75cb3e4bc6707688a0ff6cb2fd9e59186ed,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,c6edbf62671ab66cdfda8a5af59a7043c2ef81b2,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-lifelong-counterfact-metrics-v6-analysis,21da9f0512cde81fa09ccd37b8306051872e3a89,54cebf2916eb0aa4b59850df566fff2f4c7cb8ec,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,21da9f0512cde81fa09ccd37b8306051872e3a89,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-lifelong-finalw-full10k-v4,c2c44901ea65a470ef3dccf252b3be425711ffa7,b94c07afac284ec4e47b7d663d724ffdc3b75d15,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,c2c44901ea65a470ef3dccf252b3be425711ffa7,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-lifelong-finalw-full10k-v4-report,6ae93eabf08a0561dd0a3a461ca4fed906341bc2,32b433e66a0e8abb169d1052edecaa6f2722a39d,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,6ae93eabf08a0561dd0a3a461ca4fed906341bc2,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-lifelong-v5-exhaustive-integration,406d673ff489766dadfd62f70a7ea5bde32aba92,dc97b4934385265dda82f134afccd5988d789358,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,406d673ff489766dadfd62f70a7ea5bde32aba92,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-low-cost-write-donor-pilot-v1,7ece056c33fbb4246245c15f5f7c2a678315c05c,352cdd8ca3f3d7b6f2b15f3ed6a6f775fb478443,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,0e158bd8907348c4f2d065df4a4fc5670e2fabad,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,63,0
codex/server4-lowcost-core-detailed-review-20260913-v1,2f5aa88967bbc8549b488e26dbfb96ad919f54df,903662b618de52c94433c7f0709ab2aadc396ddb,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,ddb70506d90d2c53642251e4683759a4ee0d9bfd,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,117,0
codex/server4-lowcost-core-main-integration-20260913-v1,f4e154b932ad0819ed7319567d24866dc3d2d7c3,903662b618de52c94433c7f0709ab2aadc396ddb,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,f4e154b932ad0819ed7319567d24866dc3d2d7c3,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-lowcost-seq10-completed-review-20260914-v1,6ae22bba75d4b173e61ef39a36e287e8bdaebe65,7c3058b82ad1402f78bcb8129bbca5a0263e4db8,SH4_SERVER4,ODEEDIT-S06-LOWCOST-SIXARM-SEQUENTIAL-B100X10-SH4-V1,83ca22bd1bd318d5e6bdfd32c37794ffbbcd68ed,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,INTEGRATED,ANCESTRY_OR_ALL_CHANGED_BLOBS_EQUAL_CANDIDATE,68,0
codex/server4-lowcost-sixarm-seq10-v1,93c3e4fe42a016f53e103b17f8e5d226c4198361,c18f53d04a33ecbfaa6bec0b0c122815dcc802cf,SH4_SERVER4,ODEEDIT-S06-LOWCOST-SIXARM-SEQUENTIAL-B100X10-SH4-V1,1c379d9c3194460d6c9a1c4a3a5d513fadec5ba7,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,INTEGRATED,ANCESTRY_OR_ALL_CHANGED_BLOBS_EQUAL_CANDIDATE,11,0
codex/server4-official-layer-debt-lifelong-fourarm-analysis-v1,6270314898affdf2beb5c0643a251cd4769f124f,7ab871c239a908df01c0c46401fa3bc1df663a90,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,6270314898affdf2beb5c0643a251cd4769f124f,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-official-layer-realization-debt-b10x10-v1,364b37912bc53d55cb47917cb5fbcea42108f1a2,b9be048b523b7c0dea6229d29e33339dc1c242aa,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,364b37912bc53d55cb47917cb5fbcea42108f1a2,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-official-layer-realization-debt-lifelong-b100-v1,583aaa3f65602c13174ba4426ddb0f6a18ae7e82,601d394d77f676cb247aa44f9389c0ccc29a0f54,SH4_SERVER4,OFFICIAL_LAYER_REALIZATION_DEBT_LIFELONG,ea6fa347a83acde5c6e29de0ac7fcbe4c81ff2d6,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,PARTIALLY_INTEGRATED,LATEST_VERIFIED_SUCCESSOR_ONLY; HISTORICAL_DIFFERENT_BYTES_NOT_REINTRODUCED,16,2
codex/server4-official-layer-realization-debt-lifelong-b100-v1-tech-r1,85a05d0a831db667fc68c27e634302eb30cc7d79,84113d14cb0427afd871448fd4a5c870c7f31153,SH4_SERVER4,OFFICIAL_LAYER_REALIZATION_DEBT_LIFELONG,ea6fa347a83acde5c6e29de0ac7fcbe4c81ff2d6,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,INTEGRATED,ANCESTRY_OR_ALL_CHANGED_BLOBS_EQUAL_CANDIDATE,16,0
codex/server4-official-layer-realization-debt-sequential-b10x10-v1,ea6fa347a83acde5c6e29de0ac7fcbe4c81ff2d6,c27c3da79b954648ba7ace6591f726445558ec19,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,ea6fa347a83acde5c6e29de0ac7fcbe4c81ff2d6,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-orbode-correctness-audit-v1,56ec33dfc6bb3a46b7a6eb1fe6e6aa44d349fc07,f174462998d018674c59b0df6ea917ab63d5fea8,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,56ec33dfc6bb3a46b7a6eb1fe6e6aa44d349fc07,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-orbode-cumulative-exhaustive-report-v1,6629d9c078e1cd69fcda0d739f03a9667654c9b7,adfd5ed5a6314b972f39dc6ff7f965622d301c07,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,6629d9c078e1cd69fcda0d739f03a9667654c9b7,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-orbode-cumulative-main-integration-v1,56ec33dfc6bb3a46b7a6eb1fe6e6aa44d349fc07,f174462998d018674c59b0df6ea917ab63d5fea8,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,56ec33dfc6bb3a46b7a6eb1fe6e6aa44d349fc07,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-orbode-cumulative-rerun-v1,8610faf0e114059a5e08116f1164baf31c573e80,bec9b180de905e40ccc9e810b0a5f6a0d7c7797a,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,8610faf0e114059a5e08116f1164baf31c573e80,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-orbode-sequential-b100x10-tech-r2,f47d035dc1ac35b1adcd8c036336ea69c5f32a4e,ce6debc1f0b0d8b03b3c9355320251f169c7e09c,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,f2a6f831a460072e44fafdc39b2e8353e36deec6,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,10,5
codex/server4-orbode-sequential-b100x10-v1,9b167455c1562be076aa2437fa63565187804aa7,2af244e2dfe45d9fc8902d889b688b40231c6662,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,f2a6f831a460072e44fafdc39b2e8353e36deec6,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,10,6
codex/server4-orbode-sequential-report-v1,f2dcfd4ab6fcb2917ae0a29cbc384cf95a82eb3c,369869b7ee1eb5734fa362a1207d1c5a70edd4a9,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,f2dcfd4ab6fcb2917ae0a29cbc384cf95a82eb3c,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,ALREADY_IN_MAIN,ANCESTRY_OR_CHANGED_BLOB_OR_ALL_COMMIT_PATCH_EQUIVALENCE_AT_BASE,0,0
codex/server4-owned-branches-main-integration-20260914-r2,37195bb86ca9b002692e072edd9d839034f0034d,1e39f47c211f6a57c874e91955c791d7959ce33f,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,INTEGRATED,ANCESTRY_OR_ALL_CHANGED_BLOBS_EQUAL_CANDIDATE,282,0
codex/server4-owned-branches-main-integration-20260914-v1,b4d08ab6a410da60188067340a4253439d6bdb28,456f3c199af4be9bfb8187432f202e0a801b98c6,SH4_SERVER4,EXISTING_OWN_BRANCH_TASK_RECORDS,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,INTEGRATED,ANCESTRY_OR_ALL_CHANGED_BLOBS_EQUAL_CANDIDATE,24,0
codex/server4-owned-fzcb-validation-20260914-v1,f5f7a78c97023cbeff667d8b1ef5025f304281ba,305b992fe477b43a0753d15c7b6a4c6f3c4546e5,SH4_SERVER4,ODEEDIT-S06-FZCB-ATOMIC-B10-PRODUCTION-PILOT-V1,ddc178584ef14efd5d4e1271b3c324e3ebd3e443,7d5bae2e3be8dba87c92b86a727d5de9ed549af3,37195bb86ca9b002692e072edd9d839034f0034d,INTEGRATED,ANCESTRY_OR_ALL_CHANGED_BLOBS_EQUAL_CANDIDATE,65,0
