batch,component,unit,value
1,oracle_reference,prefix_valid_tokens,16448
1,oracle_reference,teacher_bytes_read,8405385216
1,oracle_reference,teacher_documents_read,128
1,oracle_reference,teacher_read_seconds,4.071531209163368
2,official_entry,attention_mask_valid_entries,106585
2,official_entry,backward_calls,0
2,official_entry,canonical_microbatches_computed,166
2,official_entry,canonical_pair_rows_computed,2600
2,official_entry,canonical_pair_rows_reused,0
2,official_entry,copy_restore_seconds,0.692516703158617
2,official_entry,exact_restores,1
2,official_entry,generated_tokens,3200
2,official_entry,greedy_requests_computed,100
2,official_entry,greedy_requests_reused,0
2,official_entry,history_appends,0
2,official_entry,model_forward_calls,3366
2,official_entry,model_input_tokens,44885
2,official_entry,native_fit_calls,0
2,official_entry,observer_calls,1
2,official_entry,observer_seconds,91.39189248159528
2,official_entry,physical_installs,1
2,official_entry,reduced_metric_pairs_reused,0
2,official_own-native,attention_mask_valid_entries,106585
2,official_own-native,backward_calls,0
2,official_own-native,canonical_microbatches_computed,166
2,official_own-native,canonical_pair_rows_computed,2600
2,official_own-native,canonical_pair_rows_reused,0
2,official_own-native,copy_restore_seconds,0.8779099527746439
2,official_own-native,exact_restores,1
2,official_own-native,generated_tokens,3200
2,official_own-native,greedy_requests_computed,100
2,official_own-native,greedy_requests_reused,0
2,official_own-native,history_appends,0
2,official_own-native,model_forward_calls,3366
2,official_own-native,model_input_tokens,44885
2,official_own-native,native_fit_calls,0
2,official_own-native,observer_calls,1
2,official_own-native,observer_seconds,91.6481260843575
2,official_own-native,physical_installs,1
2,official_own-native,reduced_metric_pairs_reused,0
2,official_selected,attention_mask_valid_entries,106585
2,official_selected,backward_calls,0
2,official_selected,canonical_microbatches_computed,166
2,official_selected,canonical_pair_rows_computed,2600
2,official_selected,canonical_pair_rows_reused,0
2,official_selected,copy_restore_seconds,0.9611050235107541
2,official_selected,exact_restores,1
2,official_selected,generated_tokens,3200
2,official_selected,greedy_requests_computed,100
2,official_selected,greedy_requests_reused,0
2,official_selected,history_appends,0
2,official_selected,model_forward_calls,3366
2,official_selected,model_input_tokens,44885
2,official_selected,native_fit_calls,0
2,official_selected,observer_calls,1
2,official_selected,observer_seconds,91.85308049526066
2,official_selected,physical_installs,1
2,official_selected,reduced_metric_pairs_reused,0
2,oracle_current,backward_seconds,0.0
2,oracle_current,cache_transfer_seconds,1.459536463022232
2,oracle_current,cached_backward_documents,0
2,oracle_current,cached_input_tokens,52720
2,oracle_current,cached_suffix_forwards,3090
2,oracle_current,cached_suffix_seconds,78.78445800580084
2,oracle_current,comparison_logit_elements,1352331264
2,oracle_current,gradient_sweeps,0
2,oracle_current,head_positions,22996
2,oracle_current,kl_documents,0
2,oracle_current,kl_input_tokens,0
2,oracle_current,kl_scored_positions,0
2,oracle_current,kl_sweeps,0
2,oracle_current,physical_backward_documents,0
2,oracle_current,physical_copy_restore_seconds,0.0
2,oracle_current,physical_exact_restores,0
2,oracle_current,physical_full_forwards,0
2,oracle_current,physical_full_seconds,0.0
2,oracle_current,physical_input_tokens,0
2,oracle_current,physical_weight_installs,0
2,oracle_current,prefix_forwards,618
2,oracle_current,prefix_input_tokens,10544
2,oracle_current,prefix_seconds,3.192902331240475
2,oracle_current,prefix_valid_tokens,10544
2,oracle_current,teacher_bytes_read,0
2,oracle_current,teacher_documents_read,0
2,oracle_current,teacher_read_seconds,0.0
2,oracle_past,backward_seconds,0.0
2,oracle_past,cache_transfer_seconds,0.12598742172122002
2,oracle_past,cached_backward_documents,0
2,oracle_past,cached_input_tokens,1156
2,oracle_past,cached_suffix_forwards,132
2,oracle_past,cached_suffix_seconds,3.2156402403488755
2,oracle_past,comparison_logit_elements,0
2,oracle_past,gradient_sweeps,0
2,oracle_past,head_positions,136
2,oracle_past,kl_documents,0
2,oracle_past,kl_input_tokens,0
2,oracle_past,kl_scored_positions,0
2,oracle_past,kl_sweeps,0
2,oracle_past,physical_backward_documents,0
2,oracle_past,physical_copy_restore_seconds,0.0
2,oracle_past,physical_exact_restores,0
2,oracle_past,physical_full_forwards,0
2,oracle_past,physical_full_seconds,0.0
2,oracle_past,physical_input_tokens,0
2,oracle_past,physical_weight_installs,0
2,oracle_past,prefix_forwards,66
2,oracle_past,prefix_input_tokens,578
2,oracle_past,prefix_seconds,0.3469258928671479
2,oracle_past,prefix_valid_tokens,578
2,oracle_past,teacher_bytes_read,0
2,oracle_past,teacher_documents_read,0
2,oracle_past,teacher_read_seconds,0.0
2,oracle_reference,backward_seconds,24.548826970160007
2,oracle_reference,cache_transfer_seconds,1.6609870241954923
2,oracle_reference,cached_backward_documents,64
2,oracle_reference,cached_input_tokens,49344
2,oracle_reference,cached_suffix_forwards,192
2,oracle_reference,cached_suffix_seconds,18.507215450517833
2,oracle_reference,comparison_logit_elements,0
2,oracle_reference,gradient_sweeps,1
2,oracle_reference,head_positions,24576
2,oracle_reference,kl_documents,192
2,oracle_reference,kl_input_tokens,49344
2,oracle_reference,kl_scored_positions,24576
2,oracle_reference,kl_sweeps,3
2,oracle_reference,physical_backward_documents,0
2,oracle_reference,physical_copy_restore_seconds,0.0
2,oracle_reference,physical_exact_restores,0
2,oracle_reference,physical_full_forwards,0
2,oracle_reference,physical_full_seconds,0.0
2,oracle_reference,physical_input_tokens,0
2,oracle_reference,physical_weight_installs,0
2,oracle_reference,prefix_forwards,64
2,oracle_reference,prefix_input_tokens,16448
2,oracle_reference,prefix_seconds,1.0922220777720213
2,oracle_reference,prefix_valid_tokens,16448
2,oracle_reference,teacher_bytes_read,12608077824
2,oracle_reference,teacher_documents_read,192
2,oracle_reference,teacher_read_seconds,5.3743298994377255
3,official_entry,attention_mask_valid_entries,105215
3,official_entry,backward_calls,0
3,official_entry,canonical_microbatches_computed,166
3,official_entry,canonical_pair_rows_computed,2600
3,official_entry,canonical_pair_rows_reused,0
3,official_entry,copy_restore_seconds,0.4425734896212816
3,official_entry,exact_restores,1
3,official_entry,generated_tokens,3200
3,official_entry,greedy_requests_computed,100
3,official_entry,greedy_requests_reused,0
3,official_entry,history_appends,0
3,official_entry,model_forward_calls,3366
3,official_entry,model_input_tokens,45035
3,official_entry,native_fit_calls,0
3,official_entry,observer_calls,1
3,official_entry,observer_seconds,91.40036581177264
3,official_entry,physical_installs,1
3,official_entry,reduced_metric_pairs_reused,0
3,official_own-native,attention_mask_valid_entries,105215
3,official_own-native,backward_calls,0
3,official_own-native,canonical_microbatches_computed,166
3,official_own-native,canonical_pair_rows_computed,2600
3,official_own-native,canonical_pair_rows_reused,0
3,official_own-native,copy_restore_seconds,0.44164578430354595
3,official_own-native,exact_restores,1
3,official_own-native,generated_tokens,3200
3,official_own-native,greedy_requests_computed,100
3,official_own-native,greedy_requests_reused,0
3,official_own-native,history_appends,0
3,official_own-native,model_forward_calls,3366
3,official_own-native,model_input_tokens,45035
3,official_own-native,native_fit_calls,0
3,official_own-native,observer_calls,1
3,official_own-native,observer_seconds,91.24843605607748
3,official_own-native,physical_installs,1
3,official_own-native,reduced_metric_pairs_reused,0
3,official_selected,attention_mask_valid_entries,105215
3,official_selected,backward_calls,0
3,official_selected,canonical_microbatches_computed,166
3,official_selected,canonical_pair_rows_computed,2600
3,official_selected,canonical_pair_rows_reused,0
3,official_selected,copy_restore_seconds,0.4208047781139612
3,official_selected,exact_restores,1
3,official_selected,generated_tokens,3200
3,official_selected,greedy_requests_computed,100
3,official_selected,greedy_requests_reused,0
3,official_selected,history_appends,0
3,official_selected,model_forward_calls,3366
3,official_selected,model_input_tokens,45035
3,official_selected,native_fit_calls,0
3,official_selected,observer_calls,1
3,official_selected,observer_seconds,91.1331734098494
3,official_selected,physical_installs,1
3,official_selected,reduced_metric_pairs_reused,0
3,oracle_current,backward_seconds,0.0
3,oracle_current,cache_transfer_seconds,1.4574853964149952
3,oracle_current,cached_backward_documents,0
3,oracle_current,cached_input_tokens,52805
3,oracle_current,cached_suffix_forwards,3150
3,oracle_current,cached_suffix_seconds,82.833595007658
3,oracle_current,comparison_logit_elements,1354511616
3,oracle_current,gradient_sweeps,0
3,oracle_current,head_positions,23102
3,oracle_current,kl_documents,0
3,oracle_current,kl_input_tokens,0
3,oracle_current,kl_scored_positions,0
3,oracle_current,kl_sweeps,0
3,oracle_current,physical_backward_documents,0
3,oracle_current,physical_copy_restore_seconds,0.0
3,oracle_current,physical_exact_restores,0
3,oracle_current,physical_full_forwards,0
3,oracle_current,physical_full_seconds,0.0
3,oracle_current,physical_input_tokens,0
3,oracle_current,physical_weight_installs,0
3,oracle_current,prefix_forwards,630
3,oracle_current,prefix_input_tokens,10561
3,oracle_current,prefix_seconds,3.353001364506781
3,oracle_current,prefix_valid_tokens,10561
3,oracle_current,teacher_bytes_read,0
3,oracle_current,teacher_documents_read,0
3,oracle_current,teacher_read_seconds,0.0
3,oracle_past,backward_seconds,0.0
3,oracle_past,cache_transfer_seconds,0.15342640411108732
3,oracle_past,cached_backward_documents,0
3,oracle_past,cached_input_tokens,1192
3,oracle_past,cached_suffix_forwards,134
3,oracle_past,cached_suffix_seconds,3.307056786492467
3,oracle_past,comparison_logit_elements,0
3,oracle_past,gradient_sweeps,0
3,oracle_past,head_positions,140
3,oracle_past,kl_documents,0
3,oracle_past,kl_input_tokens,0
3,oracle_past,kl_scored_positions,0
3,oracle_past,kl_sweeps,0
3,oracle_past,physical_backward_documents,0
3,oracle_past,physical_copy_restore_seconds,0.0
3,oracle_past,physical_exact_restores,0
3,oracle_past,physical_full_forwards,0
3,oracle_past,physical_full_seconds,0.0
3,oracle_past,physical_input_tokens,0
3,oracle_past,physical_weight_installs,0
3,oracle_past,prefix_forwards,67
3,oracle_past,prefix_input_tokens,596
3,oracle_past,prefix_seconds,0.36186782363802195
3,oracle_past,prefix_valid_tokens,596
3,oracle_past,teacher_bytes_read,0
3,oracle_past,teacher_documents_read,0
3,oracle_past,teacher_read_seconds,0.0
3,oracle_reference,backward_seconds,25.377547775395215
3,oracle_reference,cache_transfer_seconds,1.511944917961955
3,oracle_reference,cached_backward_documents,64
3,oracle_reference,cached_input_tokens,49344
3,oracle_reference,cached_suffix_forwards,192
3,oracle_reference,cached_suffix_seconds,18.81942265573889
3,oracle_reference,comparison_logit_elements,0
3,oracle_reference,gradient_sweeps,1
3,oracle_reference,head_positions,24576
3,oracle_reference,kl_documents,192
3,oracle_reference,kl_input_tokens,49344
3,oracle_reference,kl_scored_positions,24576
3,oracle_reference,kl_sweeps,3
3,oracle_reference,physical_backward_documents,0
3,oracle_reference,physical_copy_restore_seconds,0.0
3,oracle_reference,physical_exact_restores,0
3,oracle_reference,physical_full_forwards,0
3,oracle_reference,physical_full_seconds,0.0
3,oracle_reference,physical_input_tokens,0
3,oracle_reference,physical_weight_installs,0
3,oracle_reference,prefix_forwards,64
3,oracle_reference,prefix_input_tokens,16448
3,oracle_reference,prefix_seconds,1.0893445685505867
3,oracle_reference,prefix_valid_tokens,16448
3,oracle_reference,teacher_bytes_read,12608077824
3,oracle_reference,teacher_documents_read,192
3,oracle_reference,teacher_read_seconds,11.444601177237928
4,official_entry,attention_mask_valid_entries,105537
4,official_entry,backward_calls,0
4,official_entry,canonical_microbatches_computed,166
4,official_entry,canonical_pair_rows_computed,2600
4,official_entry,canonical_pair_rows_reused,0
4,official_entry,copy_restore_seconds,0.4385428922250867
4,official_entry,exact_restores,1
4,official_entry,generated_tokens,3200
4,official_entry,greedy_requests_computed,100
4,official_entry,greedy_requests_reused,0
4,official_entry,history_appends,0
4,official_entry,model_forward_calls,3366
4,official_entry,model_input_tokens,46133
4,official_entry,native_fit_calls,0
4,official_entry,observer_calls,1
4,official_entry,observer_seconds,91.26183169428259
4,official_entry,physical_installs,1
4,official_entry,reduced_metric_pairs_reused,0
4,official_own-native,attention_mask_valid_entries,105537
4,official_own-native,backward_calls,0
4,official_own-native,canonical_microbatches_computed,166
4,official_own-native,canonical_pair_rows_computed,2600
4,official_own-native,canonical_pair_rows_reused,0
4,official_own-native,copy_restore_seconds,0.4493152527138591
4,official_own-native,exact_restores,1
4,official_own-native,generated_tokens,3200
4,official_own-native,greedy_requests_computed,100
4,official_own-native,greedy_requests_reused,0
4,official_own-native,history_appends,0
4,official_own-native,model_forward_calls,3366
4,official_own-native,model_input_tokens,46133
4,official_own-native,native_fit_calls,0
4,official_own-native,observer_calls,1
4,official_own-native,observer_seconds,91.0873306915164
4,official_own-native,physical_installs,1
4,official_own-native,reduced_metric_pairs_reused,0
4,official_selected,attention_mask_valid_entries,105537
4,official_selected,backward_calls,0
4,official_selected,canonical_microbatches_computed,166
4,official_selected,canonical_pair_rows_computed,2600
4,official_selected,canonical_pair_rows_reused,0
4,official_selected,copy_restore_seconds,0.4394315807148814
4,official_selected,exact_restores,1
4,official_selected,generated_tokens,3200
4,official_selected,greedy_requests_computed,100
4,official_selected,greedy_requests_reused,0
4,official_selected,history_appends,0
4,official_selected,model_forward_calls,3366
4,official_selected,model_input_tokens,46133
4,official_selected,native_fit_calls,0
4,official_selected,observer_calls,1
4,official_selected,observer_seconds,91.56078869663179
4,official_selected,physical_installs,1
4,official_selected,reduced_metric_pairs_reused,0
4,oracle_current,backward_seconds,0.0
4,oracle_current,cache_transfer_seconds,1.3488287338986993
4,oracle_current,cached_backward_documents,0
4,oracle_current,cached_input_tokens,50960
4,oracle_current,cached_suffix_forwards,3030
4,oracle_current,cached_suffix_seconds,77.49852519389242
4,oracle_current,comparison_logit_elements,1307185152
4,oracle_current,gradient_sweeps,0
4,oracle_current,head_positions,22220
4,oracle_current,kl_documents,0
4,oracle_current,kl_input_tokens,0
4,oracle_current,kl_scored_positions,0
4,oracle_current,kl_sweeps,0
4,oracle_current,physical_backward_documents,0
4,oracle_current,physical_copy_restore_seconds,0.0
4,oracle_current,physical_exact_restores,0
4,oracle_current,physical_full_forwards,0
4,oracle_current,physical_full_seconds,0.0
4,oracle_current,physical_input_tokens,0
4,oracle_current,physical_weight_installs,0
4,oracle_current,prefix_forwards,606
4,oracle_current,prefix_input_tokens,10192
4,oracle_current,prefix_seconds,3.1355178728699684
4,oracle_current,prefix_valid_tokens,10192
4,oracle_current,teacher_bytes_read,0
4,oracle_current,teacher_documents_read,0
4,oracle_current,teacher_read_seconds,0.0
4,oracle_past,backward_seconds,0.0
4,oracle_past,cache_transfer_seconds,0.11730506084859371
4,oracle_past,cached_backward_documents,0
4,oracle_past,cached_input_tokens,1136
4,oracle_past,cached_suffix_forwards,130
4,oracle_past,cached_suffix_seconds,3.2413642900064588
4,oracle_past,comparison_logit_elements,0
4,oracle_past,gradient_sweeps,0
4,oracle_past,head_positions,132
4,oracle_past,kl_documents,0
4,oracle_past,kl_input_tokens,0
4,oracle_past,kl_scored_positions,0
4,oracle_past,kl_sweeps,0
4,oracle_past,physical_backward_documents,0
4,oracle_past,physical_copy_restore_seconds,0.0
4,oracle_past,physical_exact_restores,0
4,oracle_past,physical_full_forwards,0
4,oracle_past,physical_full_seconds,0.0
4,oracle_past,physical_input_tokens,0
4,oracle_past,physical_weight_installs,0
4,oracle_past,prefix_forwards,65
4,oracle_past,prefix_input_tokens,568
4,oracle_past,prefix_seconds,0.35111959744244814
4,oracle_past,prefix_valid_tokens,568
4,oracle_past,teacher_bytes_read,0
4,oracle_past,teacher_documents_read,0
4,oracle_past,teacher_read_seconds,0.0
4,oracle_reference,backward_seconds,25.21068959310651
4,oracle_reference,cache_transfer_seconds,1.492321915924549
4,oracle_reference,cached_backward_documents,64
4,oracle_reference,cached_input_tokens,49344
4,oracle_reference,cached_suffix_forwards,192
4,oracle_reference,cached_suffix_seconds,18.55258894059807
4,oracle_reference,comparison_logit_elements,0
4,oracle_reference,gradient_sweeps,1
4,oracle_reference,head_positions,24576
4,oracle_reference,kl_documents,192
4,oracle_reference,kl_input_tokens,49344
4,oracle_reference,kl_scored_positions,24576
4,oracle_reference,kl_sweeps,3
4,oracle_reference,physical_backward_documents,0
4,oracle_reference,physical_copy_restore_seconds,0.0
4,oracle_reference,physical_exact_restores,0
4,oracle_reference,physical_full_forwards,0
4,oracle_reference,physical_full_seconds,0.0
4,oracle_reference,physical_input_tokens,0
4,oracle_reference,physical_weight_installs,0
4,oracle_reference,prefix_forwards,64
4,oracle_reference,prefix_input_tokens,16448
4,oracle_reference,prefix_seconds,1.0850056000053883
4,oracle_reference,prefix_valid_tokens,16448
4,oracle_reference,teacher_bytes_read,12608077824
4,oracle_reference,teacher_documents_read,192
4,oracle_reference,teacher_read_seconds,6.22982020303607
5,official_entry,attention_mask_valid_entries,105075
5,official_entry,backward_calls,0
5,official_entry,canonical_microbatches_computed,166
5,official_entry,canonical_pair_rows_computed,2600
5,official_entry,canonical_pair_rows_reused,0
5,official_entry,copy_restore_seconds,0.4425494931638241
5,official_entry,exact_restores,1
5,official_entry,generated_tokens,3200
5,official_entry,greedy_requests_computed,100
5,official_entry,greedy_requests_reused,0
5,official_entry,history_appends,0
5,official_entry,model_forward_calls,3366
5,official_entry,model_input_tokens,44281
5,official_entry,native_fit_calls,0
5,official_entry,observer_calls,1
5,official_entry,observer_seconds,90.73912024032325
5,official_entry,physical_installs,1
5,official_entry,reduced_metric_pairs_reused,0
5,official_own-native,attention_mask_valid_entries,105075
5,official_own-native,backward_calls,0
5,official_own-native,canonical_microbatches_computed,166
5,official_own-native,canonical_pair_rows_computed,2600
5,official_own-native,canonical_pair_rows_reused,0
5,official_own-native,copy_restore_seconds,0.4314265036955476
5,official_own-native,exact_restores,1
5,official_own-native,generated_tokens,3200
5,official_own-native,greedy_requests_computed,100
5,official_own-native,greedy_requests_reused,0
5,official_own-native,history_appends,0
5,official_own-native,model_forward_calls,3366
5,official_own-native,model_input_tokens,44281
5,official_own-native,native_fit_calls,0
5,official_own-native,observer_calls,1
5,official_own-native,observer_seconds,90.90160591248423
5,official_own-native,physical_installs,1
5,official_own-native,reduced_metric_pairs_reused,0
5,official_selected,attention_mask_valid_entries,105075
5,official_selected,backward_calls,0
5,official_selected,canonical_microbatches_computed,166
5,official_selected,canonical_pair_rows_computed,2600
5,official_selected,canonical_pair_rows_reused,0
5,official_selected,copy_restore_seconds,0.42987219523638487
5,official_selected,exact_restores,1
5,official_selected,generated_tokens,3200
5,official_selected,greedy_requests_computed,100
5,official_selected,greedy_requests_reused,0
5,official_selected,history_appends,0
5,official_selected,model_forward_calls,3366
5,official_selected,model_input_tokens,44281
5,official_selected,native_fit_calls,0
5,official_selected,observer_calls,1
5,official_selected,observer_seconds,90.8739895094186
5,official_selected,physical_installs,1
5,official_selected,reduced_metric_pairs_reused,0
5,fullseen,attention_mask_valid_entries,527532
5,fullseen,backward_calls,0
5,fullseen,canonical_microbatches_computed,816
5,fullseen,canonical_pair_rows_computed,13000
5,fullseen,canonical_pair_rows_reused,0
5,fullseen,copy_restore_seconds,0.4157562432810664
5,fullseen,exact_restores,1
5,fullseen,generated_tokens,16000
5,fullseen,greedy_requests_computed,500
5,fullseen,greedy_requests_reused,0
5,fullseen,history_appends,0
5,fullseen,model_forward_calls,16816
5,fullseen,model_input_tokens,226842
5,fullseen,native_fit_calls,0
5,fullseen,observer_calls,1
5,fullseen,observer_seconds,452.3779562385753
5,fullseen,physical_installs,1
5,fullseen,reduced_metric_pairs_reused,0
5,Dev128,backward_seconds,0.0
5,Dev128,cache_transfer_seconds,3.052470289170742
5,Dev128,cached_backward_documents,0
5,Dev128,cached_input_tokens,32896
5,Dev128,cached_suffix_forwards,128
5,Dev128,cached_suffix_seconds,11.614305267110467
5,Dev128,comparison_logit_elements,0
5,Dev128,gradient_sweeps,0
5,Dev128,head_positions,16384
5,Dev128,kl_documents,128
5,Dev128,kl_input_tokens,32896
5,Dev128,kl_scored_positions,16384
5,Dev128,kl_sweeps,1
5,Dev128,physical_backward_documents,0
5,Dev128,physical_copy_restore_seconds,0.0
5,Dev128,physical_exact_restores,0
5,Dev128,physical_full_forwards,0
5,Dev128,physical_full_seconds,0.0
5,Dev128,physical_input_tokens,0
5,Dev128,physical_weight_installs,0
5,Dev128,prefix_forwards,128
5,Dev128,prefix_input_tokens,32896
5,Dev128,prefix_seconds,2.1725083626806736
5,Dev128,prefix_valid_tokens,32896
5,Dev128,teacher_bytes_read,8405385216
5,Dev128,teacher_documents_read,128
5,Dev128,teacher_read_seconds,4.1556164203211665
5,oracle_current,backward_seconds,0.0
5,oracle_current,cache_transfer_seconds,1.3891451768577099
5,oracle_current,cached_backward_documents,0
5,oracle_current,cached_input_tokens,50550
5,oracle_current,cached_suffix_forwards,3030
5,oracle_current,cached_suffix_seconds,79.0085666263476
5,oracle_current,comparison_logit_elements,1296668160
5,oracle_current,gradient_sweeps,0
5,oracle_current,head_positions,22056
5,oracle_current,kl_documents,0
5,oracle_current,kl_input_tokens,0
5,oracle_current,kl_scored_positions,0
5,oracle_current,kl_sweeps,0
5,oracle_current,physical_backward_documents,0
5,oracle_current,physical_copy_restore_seconds,0.0
5,oracle_current,physical_exact_restores,0
5,oracle_current,physical_full_forwards,0
5,oracle_current,physical_full_seconds,0.0
5,oracle_current,physical_input_tokens,0
5,oracle_current,physical_weight_installs,0
5,oracle_current,prefix_forwards,606
5,oracle_current,prefix_input_tokens,10110
5,oracle_current,prefix_seconds,3.148443021811545
5,oracle_current,prefix_valid_tokens,10110
5,oracle_current,teacher_bytes_read,0
5,oracle_current,teacher_documents_read,0
5,oracle_current,teacher_read_seconds,0.0
5,oracle_past,backward_seconds,0.0
5,oracle_past,cache_transfer_seconds,0.1061340756714344
5,oracle_past,cached_backward_documents,0
5,oracle_past,cached_input_tokens,1156
5,oracle_past,cached_suffix_forwards,130
5,oracle_past,cached_suffix_seconds,3.298858075402677
5,oracle_past,comparison_logit_elements,0
5,oracle_past,gradient_sweeps,0
5,oracle_past,head_positions,132
5,oracle_past,kl_documents,0
5,oracle_past,kl_input_tokens,0
5,oracle_past,kl_scored_positions,0
5,oracle_past,kl_sweeps,0
5,oracle_past,physical_backward_documents,0
5,oracle_past,physical_copy_restore_seconds,0.0
5,oracle_past,physical_exact_restores,0
5,oracle_past,physical_full_forwards,0
5,oracle_past,physical_full_seconds,0.0
5,oracle_past,physical_input_tokens,0
5,oracle_past,physical_weight_installs,0
5,oracle_past,prefix_forwards,65
5,oracle_past,prefix_input_tokens,578
5,oracle_past,prefix_seconds,0.3396308096125722
5,oracle_past,prefix_valid_tokens,578
5,oracle_past,teacher_bytes_read,0
5,oracle_past,teacher_documents_read,0
5,oracle_past,teacher_read_seconds,0.0
5,oracle_reference,backward_seconds,26.006401184014976
5,oracle_reference,cache_transfer_seconds,1.498375871218741
5,oracle_reference,cached_backward_documents,64
5,oracle_reference,cached_input_tokens,49344
5,oracle_reference,cached_suffix_forwards,192
5,oracle_reference,cached_suffix_seconds,18.556448212824762
5,oracle_reference,comparison_logit_elements,0
5,oracle_reference,gradient_sweeps,1
5,oracle_reference,head_positions,24576
5,oracle_reference,kl_documents,192
5,oracle_reference,kl_input_tokens,49344
5,oracle_reference,kl_scored_positions,24576
5,oracle_reference,kl_sweeps,3
5,oracle_reference,physical_backward_documents,0
5,oracle_reference,physical_copy_restore_seconds,0.0
5,oracle_reference,physical_exact_restores,0
5,oracle_reference,physical_full_forwards,0
5,oracle_reference,physical_full_seconds,0.0
5,oracle_reference,physical_input_tokens,0
5,oracle_reference,physical_weight_installs,0
5,oracle_reference,prefix_forwards,64
5,oracle_reference,prefix_input_tokens,16448
5,oracle_reference,prefix_seconds,1.0902935080230236
5,oracle_reference,prefix_valid_tokens,16448
5,oracle_reference,teacher_bytes_read,12608077824
5,oracle_reference,teacher_documents_read,192
5,oracle_reference,teacher_read_seconds,6.093049901537597
