comparison,metric,denominator,before,after,lost,gained,net_pp,new_nll_delta_mean,new_nll_delta_min,new_nll_delta_p50,new_nll_delta_p95,new_nll_delta_p99,new_nll_delta_max,true_nll_delta_mean,true_nll_delta_min,true_nll_delta_p50,true_nll_delta_p95,true_nll_delta_p99,true_nll_delta_max,desired_margin_delta_mean,desired_margin_delta_min,desired_margin_delta_p50,desired_margin_delta_p95,desired_margin_delta_p99,desired_margin_delta_max
B02_NATIVE_to_SELECTED,PS,200,183,183,0,0,0.0,3.70154736447148e-05,-0.0041961669921875,4.486646503210068e-06,0.0008040904998779294,0.0019045007228851267,0.005906105041503906,-0.00017338961362838744,-0.004436492919921875,-0.00011610984802246094,0.0011772632598876945,0.002061476707458491,0.0034656524658203125,-0.00021040508727310225,-0.004637271165847778,-0.00015230849385261536,0.0009665310382843013,0.00203146986663341,0.006787776947021484
B02_NATIVE_to_SELECTED,NS,1000,867,867,0,0,0.0,0.0001163758635520935,-0.005532264709472656,9.012222290039062e-05,0.001125860214233398,0.0018516516685485836,0.008016586303710938,2.7990403934381902e-05,-0.009315013885498047,9.11019742488861e-06,0.0009357213973999022,0.0020348048210144026,0.004319667816162109,8.838545961771161e-05,-0.006966114044189453,5.817413330078125e-05,0.0012294650077819822,0.0021553254127502433,0.010026097297668457
B03_ENTRY_to_NATIVE,RS,100,8,100,0,92,92.0,-10.298969597455889,-19.93143288907595,-10.104204493763973,-4.331923797854688,-1.7892800206496666,-0.02305401946796337,10.375030426455195,-1.387497901916504,11.169761180877686,15.948978757858276,19.494824078679088,19.91032987833023,20.674000023911084,2.002035991208686,20.2654597613473,30.20754207286227,33.9916812062217,35.38464467343874
B03_ENTRY_to_NATIVE,PS,200,24,187,1,164,81.5,-8.30677417803985,-15.271535321517149,-8.251940667629242,-2.4443207979202297,-0.46094193413853796,1.7286510467529297,5.17865325459512,-6.127071380615234,4.501129388809204,13.816452789306638,19.825549266636365,22.308816328644753,13.48542743263497,-1.219090461730957,12.548998177051544,24.93821098490152,31.854850256506452,37.5803516501619
B03_ENTRY_to_NATIVE,NS,1000,880,866,18,4,-1.4,-0.5061640754938126,-11.82264232635498,-0.2328324317932129,0.3206307291984557,0.8247783088684081,7.073951721191406,-0.04912616919231368,-4.345303654670715,-0.04092806577682495,0.6043478727340699,2.1063114356994617,7.979957014322281,-0.4570379063014989,-13.528267174959183,-0.14571011066436768,0.4593073368072506,1.1497222375869751,3.2574515342712402
B03_NATIVE_to_SELECTED,RS,100,100,100,0,0,0.0,-2.3329630494117736e-09,-2.3702159523963928e-07,0.0,0.0,2.393336035311228e-07,3.5297125577926636e-07,3.719329833984375e-07,-3.62396240234375e-05,-4.76837158203125e-07,2.880096435546874e-05,3.62682342529297e-05,3.910064697265625e-05,3.742659464478493e-07,-3.62396240234375e-05,-4.76837158203125e-07,2.880096435546874e-05,3.6382260732352746e-05,3.8747675716876984e-05
B03_NATIVE_to_SELECTED,PS,200,187,187,0,0,0.0,2.4211844138335437e-05,-0.0032958984375,8.814968168735504e-06,0.0014376625418662961,0.002991091012954711,0.003941059112548828,-0.0004109256342053413,-0.006237983703613281,-0.0004253387451171875,0.001986479759216308,0.002645406723022459,0.0034971237182617188,-0.0004351374783436768,-0.006392892450094223,-0.0003921687020920217,0.0022536085642059322,0.003201851844787597,0.003915846347808838
B03_NATIVE_to_SELECTED,NS,1000,866,866,0,0,0.0,0.0002925503253936768,-0.004055023193359375,0.0001533031463623047,0.0025443315505981434,0.0056363391876220695,0.01225137710571289,9.383840044029056e-05,-0.012577533721923828,5.9664249420166016e-05,0.0016857862472534177,0.0032056999206542948,0.007794857025146484,0.0001987119249533862,-0.007823944091796875,2.956390380859375e-05,0.0025184273719787583,0.006226312816143031,0.014616012573242188
B04_ENTRY_to_NATIVE,RS,100,13,100,0,87,87.0,-9.859447615665486,-21.514990284806117,-10.003374330161023,-3.34615526047128,-2.501546757018658,-2.2247202915605158,10.579839100772515,-5.382086753845215,10.931532382965088,17.188124595582483,20.310025205612195,22.902342796325684,20.439286716438,7.543956802226603,20.20580607518059,30.044285037316147,35.09760761782411,35.54487996903481
B04_ENTRY_to_NATIVE,PS,200,33,195,0,162,81.0,-7.74428666658896,-17.690289676189423,-7.6466206312179565,-2.29218317922205,-0.6747955450695059,-0.11993074417114258,6.160136676679831,-7.085948944091797,5.881155848503113,13.918860338628285,16.523577115535705,22.87272834777832,13.90442334326879,-0.011332511901855469,13.92398091033101,23.797556725260794,32.11403313212562,35.01373653416522
B04_ENTRY_to_NATIVE,NS,1000,843,804,42,3,-3.9,-0.3967185750021599,-15.680235689505935,-0.17556512355804443,0.4384446859359739,0.9398807859420776,15.560385704040527,0.143270457965089,-5.56884491443634,-0.000589979812502861,1.219339382648466,5.079479522705077,11.118361234664917,-0.539989032967249,-24.72402767278254,-0.1628536880016327,0.5788265228271484,1.2729385101795183,8.668253898620605
B04_NATIVE_to_SELECTED,RS,100,100,100,0,0,0.0,2.8812792152166366e-11,-1.1915108188986778e-07,0.0,1.1897645890712738e-07,1.1915137292817236e-07,1.1918018572032452e-07,-1.8596649169921875e-06,-6.67572021484375e-05,-3.337860107421875e-06,3.156661987304687e-05,4.7740936279296904e-05,5.340576171875e-05,-1.8596937297843396e-06,-6.67572021484375e-05,-3.337860107421875e-06,3.167964750900864e-05,4.7740936279296904e-05,5.340576171875e-05
B04_NATIVE_to_SELECTED,PS,200,195,195,0,0,0.0,-1.8561612523626535e-06,-0.004277229309082031,3.1744129955768585e-06,0.001042658090591429,0.0020447993278503414,0.0029592514038085938,-0.0003449495136737823,-0.005687236785888672,-0.00026869773864746094,0.0016530513763427681,0.0036084556579589794,0.004329681396484375,-0.0003430933524214197,-0.005786895751953125,-0.00026066601276397705,0.0019044868648052209,0.003680314868688577,0.007281064987182617
B04_NATIVE_to_SELECTED,NS,1000,804,804,0,0,0.0,0.0003999388166703284,-0.0074863433837890625,0.0001284480094909668,0.003146433830261229,0.008466119766235347,0.0214080810546875,-6.755268410779536e-05,-0.008040428161621094,-1.2412667274475098e-05,0.0015912055969238277,0.003303003311157223,0.007901191711425781,0.0004674915007781237,-0.005748748779296875,0.0001456737518310547,0.0034003853797912546,0.007924079895019531,0.027585268020629883
B05_ENTRY_to_NATIVE,RS,100,7,100,0,93,93.0,-10.087571741357316,-19.588499334757216,-9.928467397287022,-5.171807111226372,-1.664892268167816,-0.28217909407248953,10.46557605107315,-0.2900676727294922,9.934362411499023,18.16536630243063,20.632039940357213,21.26132297515869,20.553147792430465,10.425094044068828,20.44731773957028,27.68466192945343,31.467600982430202,40.2141828808235
B05_ENTRY_to_NATIVE,PS,200,27,196,0,169,84.5,-7.753046261198105,-16.572452187538147,-7.7099237740039825,-1.7640288710594179,-0.4534612369537362,0.00011682510375976562,5.276268726959825,-6.4379682540893555,4.9979822635650635,13.082701641321183,17.507629909515376,18.48177981376648,13.02931498815793,0.0018396377563476562,12.453998520970345,23.50162327205762,26.388412071615456,27.506783759454265
B05_ENTRY_to_NATIVE,NS,1000,864,851,16,3,-1.3,-0.4185746273882687,-12.394289135932922,-0.19106721878051758,0.35274229049682615,0.9405531787872311,3.0742034912109375,0.048061547513352704,-1.8207674026489258,-0.0033141029998660088,0.7276995420455921,2.035041568279264,10.410510063171387,-0.4666361749016214,-14.078173100948334,-0.1705557107925415,0.3925755023956295,1.1123707723617544,2.356017768383026
B05_NATIVE_to_SELECTED,RS,100,100,100,0,0,0.0,-2.3550819605588913e-09,-1.1909287422895432e-07,0.0,0.0,1.1897762306034565e-07,1.1909287422895432e-07,2.6702880859375e-07,-4.76837158203125e-05,9.5367431640625e-07,2.579689025878906e-05,4.0073394775390635e-05,4.1961669921875e-05,2.6938389055430887e-07,-4.76837158203125e-05,9.5367431640625e-07,2.579689025878906e-05,4.0073394775390635e-05,4.1961669921875e-05
B05_NATIVE_to_SELECTED,PS,200,196,196,0,0,0.0,0.0003942952396027977,-0.008974552154541016,1.6046687960624695e-05,0.004101490974426269,0.0072004985809325725,0.025571346282958984,-0.00150278240442276,-0.062114715576171875,-0.0008769035339355469,0.0042464971542358326,0.007773921489715575,0.009667396545410156,-0.0018970776440255578,-0.06212138835689984,-0.0009649805724620819,0.004720741510391233,0.007336294651031482,0.009866688400506973
B05_NATIVE_to_SELECTED,NS,1000,851,851,0,0,0.0,0.0004654567614197731,-0.017834186553955078,0.000209808349609375,0.00392322540283203,0.009171259403228754,0.017980575561523438,-2.0290900371037425e-05,-0.019692659378051758,4.2401254177093506e-05,0.002621316909790037,0.005101308822631834,0.016509532928466797,0.00048574766179081054,-0.034343719482421875,0.0001583099365234375,0.004500868916511533,0.010849702954292297,0.028595685958862305
B06_ENTRY_to_NATIVE,RS,100,12,100,0,88,88.0,-10.399452250177346,-19.429588940402027,-10.463370859564748,-5.05202684709293,-1.581577832386246,-1.4130511640105397,10.179139465056359,-4.514595985412598,10.224048808217049,16.4974041223526,19.705599636137492,20.930638819932938,20.578591715233706,1.306353127816692,20.9398243863252,28.942009483242874,33.30807369161223,34.36825057817623
B06_ENTRY_to_NATIVE,PS,200,28,194,0,166,83.0,-8.11719450074088,-17.65200200304389,-8.231697127223015,-2.427086019515996,-1.1274946784973217,-0.02078533172607422,5.0272652078047395,-5.204885959625244,4.87577223777771,12.628555035591118,14.668235340118393,16.963436126708984,13.144459708545618,0.1607379913330078,13.03488478064537,22.431597360962765,26.503866234719748,32.0366367995739
B06_ENTRY_to_NATIVE,NS,1000,820,808,22,10,-1.2,-0.3321369390320033,-7.059386823326349,-0.16660237312316895,0.45029022693634024,1.0094125366210938,3.2610573768615723,0.03682878648815677,-3.0879640579223633,-0.01010441780090332,0.767234969139099,2.089515008926391,10.080332040786743,-0.36896572552016005,-15.81040395796299,-0.14865624904632568,0.5521228194236755,1.2164271736145018,1.6609630584716797
B06_NATIVE_to_SELECTED,RS,100,100,100,0,0,0.0,4.726753104478121e-09,-1.1918018572032452e-07,0.0,1.1897645890712738e-07,1.1909287422895432e-07,1.1909287422895432e-07,-2.02178955078125e-06,-5.626678466796875e-05,-2.86102294921875e-06,2.86102294921875e-05,4.1065216064453154e-05,4.673004150390625e-05,-2.0265163038857283e-06,-5.626678466796875e-05,-2.86102294921875e-06,2.86102294921875e-05,4.1065216064453154e-05,4.673004150390625e-05
B06_NATIVE_to_SELECTED,PS,200,194,194,0,0,0.0,0.00021125020633917303,-0.03840303421020508,1.583341509103775e-05,0.003550469875335689,0.008060898780822752,0.01024627685546875,-0.0009466052055358887,-0.024153709411621094,-0.0005261898040771484,0.003807306289672851,0.007015509605407712,0.012957572937011719,-0.0011578554118750618,-0.0243920236825943,-0.0008435249328613281,0.003567731985822315,0.007316224500536914,0.018297672271728516
B06_NATIVE_to_SELECTED,NS,1000,808,808,0,0,0.0,0.0005982122998684645,-0.025203704833984375,0.000274658203125,0.006301307678222653,0.01214729309082031,0.03471851348876953,-0.00022089155670255422,-0.020218849182128906,-5.266629159450531e-05,0.0037032231688499447,0.007659506797790526,0.021935462951660156,0.0008191038565710187,-0.028423309326171875,0.00028440356254577637,0.00731015801429748,0.015866839885711668,0.038668811321258545
B07_ENTRY_to_NATIVE,RS,100,8,100,0,92,92.0,-9.73194409516811,-18.187206979317125,-9.632620215008501,-3.45498553150101,-1.4358175060080236,-1.1934996669006068,10.7978588834533,-5.150153160095215,10.978210687637329,18.73362628370523,21.892839073985822,23.0375394821167,20.52980297862141,9.596629244537326,19.972692281764466,32.21768385524919,36.4752182375992,39.16029878635891
B07_ENTRY_to_NATIVE,PS,200,23,195,0,172,86.0,-7.566268775292119,-21.188738394266693,-7.690778294811025,-1.2674503240734354,-0.06302202701568911,3.5744314193725586,5.963303297134116,-4.854639530181885,5.7527618408203125,13.990402460098265,18.58291648194193,20.106523275375366,13.529572072426236,0.8346424400806427,13.163273570127785,24.36113720471037,36.88943236837715,39.760645810252754
B07_ENTRY_to_NATIVE,NS,1000,868,854,19,5,-1.4,-0.33801445727795365,-7.8725666999816895,-0.18608379364013672,0.36132998466491684,1.0134166145324703,13.304354190826416,0.12482577447220683,-3.7539262771606445,0.0012761058751493692,1.0897829808294763,3.129478099346148,16.74616503715515,-0.4628402317501605,-14.111532233655453,-0.2005826011300087,0.49893288612365716,1.0388378503918645,5.51442813873291
B07_NATIVE_to_SELECTED,RS,100,100,100,0,0,0.0,-1.7342681530863046e-08,-1.0207295417785645e-06,0.0,0.0,1.1897762306034565e-07,1.1909287422895432e-07,-9.5367431640625e-09,-7.05718994140625e-05,0.0,2.961158752441406e-05,3.911018371582032e-05,4.00543212890625e-05,7.805938366800546e-09,-7.05718994140625e-05,0.0,2.972461516037583e-05,3.91125655733049e-05,4.029250703752041e-05
B07_NATIVE_to_SELECTED,PS,200,195,195,0,0,0.0,0.00040057084028376265,-0.01325225830078125,2.8149690479040146e-05,0.003998827934265136,0.010284528732299772,0.014941692352294922,-0.0008015260100364685,-0.024688720703125,-0.0006289482116699219,0.005127429962158201,0.010666589736938474,0.015625953674316406,-0.0012020968503202313,-0.024760388303548098,-0.0007299678400158882,0.004544640588574109,0.013697980642318693,0.026187658309936523
B07_NATIVE_to_SELECTED,NS,1000,854,854,0,0,0.0,0.0007475166851654649,-0.015298843383789062,0.0003299713134765625,0.007062256336212154,0.013968439102172846,0.054843902587890625,8.36571054533124e-05,-0.018818378448486328,5.773268640041351e-05,0.004981040954589841,0.01064499855041504,0.01834583282470703,0.0006638595797121525,-0.018495559692382812,0.00025414302945137024,0.007769349217414852,0.016482768058776853,0.05126279592514038
B08_ENTRY_to_NATIVE,RS,100,14,100,0,86,86.0,-9.58214674584542,-16.492333192843944,-9.230511505433242,-4.313427266222425,-1.3510850584113687,-0.6786811766214669,10.42454253848642,-2.1302061080932617,9.872190326452255,17.1038402184844,19.008221442699433,19.129041075706482,20.00668928433184,9.084253378212452,19.17513059549674,30.714339177077637,33.17171580568423,35.621374268550426
B08_ENTRY_to_NATIVE,PS,200,26,195,0,169,84.5,-7.485601477954187,-16.847931484575383,-7.388316634111106,-2.0738230494782384,0.8633235502242965,2.939335823059082,5.578778540091589,-6.617105007171631,5.096849737688899,14.515323776006694,16.251213004589072,17.782001852989197,13.064380018045776,-0.08133697509765625,12.317428693175316,24.88847669444512,28.822122473344184,31.73517967062071
B08_ENTRY_to_NATIVE,NS,1000,867,827,47,7,-4.0,-0.38322390341886786,-17.027054488658905,-0.12408876419067383,0.44977976083755467,1.1053287363052358,1.8901166915893555,0.13323919428419323,-1.7272982597351074,0.004369169473648071,1.008374404907224,4.655825479030592,8.816706836223602,-0.5164630977030611,-25.552625596523285,-0.09352540969848633,0.5603825330734252,1.2079837608337396,3.023566722869873
B08_NATIVE_to_SELECTED,RS,100,100,100,0,0,0.0,-2.1550804376602173e-08,-1.6223639249801636e-06,0.0,2.9787770472465252e-09,1.1897849617525936e-07,1.1918018572032452e-07,2.880096435546875e-06,-5.14984130859375e-05,3.814697265625e-06,3.4332275390625e-05,3.8490295410156426e-05,7.2479248046875e-05,2.901647239923477e-06,-5.14984130859375e-05,3.814697265625e-06,3.4332275390625e-05,3.850651904940623e-05,7.410161197185516e-05
B08_NATIVE_to_SELECTED,PS,200,195,195,0,0,0.0,0.00020021373566123657,-0.011454224586486816,4.976289346814156e-06,0.0032296180725097583,0.006626291275024395,0.011256694793701172,-0.0006599614024162293,-0.013883590698242188,-0.00031948089599609375,0.0041870594024658115,0.006571779251098624,0.009029388427734375,-0.0008601751380774658,-0.016574859619140625,-0.000541985034942627,0.0042672365903854296,0.007572651337832193,0.013706803321838379
B08_NATIVE_to_SELECTED,NS,1000,827,828,0,1,0.1,0.0005366472798632458,-0.042697906494140625,0.0003421306610107422,0.0067965030670165995,0.01364932060241699,0.045096397399902344,-0.00012485271506011486,-0.019504547119140625,1.750979572534561e-05,0.0049537301063537565,0.008720073699951172,0.023386001586914062,0.0006614999949233607,-0.030935287475585938,0.0003447532653808594,0.008366505801677701,0.015956075787544245,0.03951263427734375
B09_ENTRY_to_NATIVE,RS,100,13,100,0,87,87.0,-9.654405316260272,-17.249429802875966,-9.691046978638042,-3.9473814753044283,-1.38961964149464,-0.18109854627982713,10.758222428252921,-2.332235336303711,10.868051245808601,17.7683303296566,18.731929712295543,20.63261365890503,20.41262774451319,5.422407820355147,20.683856321847998,30.25846309986664,30.645688006400025,32.45189110515639
B09_ENTRY_to_NATIVE,PS,200,23,197,0,174,87.0,-8.11542699933867,-15.525078937411308,-8.362540086789522,-2.2396002292633126,-0.04739288482815212,0.2434368133544922,6.155871688323096,-5.233019709587097,6.130612254142761,14.458317276090378,17.243934335708616,19.54143626987934,14.271298687661766,0.06038845516741276,14.369072275236249,25.040852088923558,28.533705924883243,31.91340361884795
B09_ENTRY_to_NATIVE,NS,1000,855,813,48,6,-4.2,-0.6087902481936617,-17.995983839035034,-0.18951821327209473,0.4598595619201657,1.0553796052932733,2.653470039367676,0.18541182199213654,-5.727209091186523,0.009248390793800354,1.2361485183238972,5.474030290842053,13.916037440299988,-0.7942020701857982,-24.77377361059189,-0.21902084350585938,0.5052827596664426,1.080921125411987,4.236120223999023
B09_NATIVE_to_SELECTED,RS,100,100,100,0,0,0.0,-7.584749255329371e-09,-2.0563602447509766e-06,0.0,1.1876109056174755e-07,3.7426128983498563e-07,2.205371856689453e-06,-1.468658447265625e-06,-4.1961669921875e-05,-1.9073486328125e-06,2.961158752441406e-05,3.6296844482421904e-05,4.1961669921875e-05,-1.4610736980102956e-06,-4.231743514537811e-05,-1.9073486328125e-06,2.961158752441406e-05,3.641678253188732e-05,4.219985567033291e-05
B09_NATIVE_to_SELECTED,PS,200,197,197,0,0,0.0,9.548842121148482e-05,-0.0023889541625976562,3.559049218893051e-06,0.0008211612701416012,0.0025987625122070234,0.014842987060546875,-0.0004264261876232922,-0.00528717041015625,-0.00025773048400878906,0.001621675491333003,0.002558765411376953,0.0040721893310546875,-0.000521914608834777,-0.012284278869628906,-0.0002756044268608093,0.0018634576350450515,0.0029719114303588864,0.0037076473236083984
B09_NATIVE_to_SELECTED,NS,1000,813,813,0,0,0.0,0.0001544139909237856,-0.005429267883300781,6.4849853515625e-05,0.0018553256988525387,0.0038206386566162097,0.017691612243652344,-1.8051286693662405e-05,-0.004807472229003906,-1.453794538974762e-06,0.0013075113296508768,0.002717599868774413,0.012081146240234375,0.000172465277617448,-0.0059604644775390625,9.584426879882812e-05,0.0022355735301971434,0.003858096599578857,0.007625579833984375
B10_ENTRY_to_NATIVE,RS,100,12,99,0,87,87.0,-9.506145353491739,-22.90222699358128,-9.01297407792299,-4.107175527664368,-0.4787341912835836,-0.46332183782942593,10.25345380358398,-6.574535369873047,10.717559099197388,18.152453815937044,18.624905189387505,19.698397159576416,19.75959915707572,5.766687236726284,18.896359105958254,31.105131835720385,34.910842225369855,36.19806956968387
B10_ENTRY_to_NATIVE,PS,200,29,192,0,163,81.5,-7.4672316368678,-17.7279534349218,-7.418704558163881,-2.0684502523392445,-0.4529135704040529,0.1607813835144043,5.330052072645631,-10.012845516204834,5.556504726409912,12.03045452237129,13.911284810304636,17.679410189390182,12.797283709513431,-0.7085318565368652,13.003319314680994,23.56072208815603,26.80152499094137,31.611062420299277
B10_ENTRY_to_NATIVE,NS,1000,836,808,33,5,-2.8,-0.326614697240293,-11.323373079299927,-0.14248442649841309,0.4943225860595699,1.1296484565734861,3.9764137268066406,0.08410190616035834,-3.7048765420913696,-0.00011952454224228859,1.0901231348514553,2.6958294367790216,8.406735181808472,-0.41071660340065136,-13.04539930820465,-0.15714769065380096,0.5139380693435665,1.2938316690921778,5.344534873962402
B10_NATIVE_to_SELECTED,RS,100,99,99,0,0,0.0,7.747235940769314e-08,-1.1915108188986778e-07,0.0,1.1909287422895432e-07,3.0663795769218166e-07,7.152557373046875e-06,-6.060302257537842e-07,-5.53131103515625e-05,-1.214444637298584e-06,3.442764282226562e-05,5.435943603515625e-05,5.435943603515625e-05,-6.835025851614774e-07,-5.5432203225791454e-05,-1.430511474609375e-06,3.4540836350060995e-05,5.447818315587938e-05,5.4478528909385204e-05
B10_NATIVE_to_SELECTED,PS,200,192,192,0,0,0.0,0.00016475170123158022,-0.0015056133270263672,6.579793989658356e-06,0.0011911630630493156,0.0024432539939880354,0.010254859924316406,-0.00026840627193450926,-0.0050334930419921875,-0.00022983551025390625,0.001497435569763179,0.0030623054504394427,0.007296562194824219,-0.00043315797316608953,-0.004730224609375,-0.0003386791795492172,0.0015556216239929184,0.002525632977485654,0.003077315166592598
B10_NATIVE_to_SELECTED,NS,1000,808,808,0,0,0.0,0.00018877070769667624,-0.008660316467285156,0.00012636184692382812,0.0021238327026367188,0.005417556762695312,0.010954856872558594,-0.0001192970061674714,-0.006949424743652344,-5.729496479034424e-06,0.0012962937355041504,0.0027989053726196274,0.006729602813720703,0.0003080677138641477,-0.011876106262207031,0.00011718273162841797,0.0026266098022460927,0.005684595108032226,0.011389732360839844
W5_to_W10_first500,RS,500,500,498,2,0,-0.4,0.037265043576884635,-0.007747786585241556,3.735814243555069e-05,0.0030541504675056608,0.0900189658626859,8.126816410571337,-0.14559662246704103,-3.3944997787475586,-0.11378002166748047,0.8768255710601764,1.7484275054931613,2.9065608978271484,-0.18286166604392565,-7.362171787768602,-0.11808355411631055,0.8772268970016697,1.7489473012278876,2.906648501229938
W5_to_W10_first500,PS,1000,959,959,3,3,0.0,-0.034996955188005816,-3.6407580375671387,-0.0006230809958651662,0.37155354022979686,1.1173728251457193,5.623488426208496,0.0214655730612576,-3.52559757232666,0.010487556457519531,1.0511387825012206,2.1282104825973502,5.578981399536133,0.05646252824926341,-6.615588665008545,0.04069754481315613,1.2468165755271905,2.4653256349265553,5.615084808319807
W5_to_W10_first500,NS,5000,4193,3979,273,59,-4.28,-0.5937733518702939,-14.02976078784559,-0.36886119842529297,1.286495089530945,3.238848485946657,10.388049125671387,0.2592652156299795,-6.5818400382995605,-0.007126867771148682,2.782181358337403,7.318252746313815,16.543941020965576,-0.8530385675002733,-25.800812081433833,-0.3490440845489502,1.294739080965519,2.6050950956344607,6.933125257492065
ATWRITE_to_W10_all1000,RS,1000,999,997,2,0,-0.2,0.022991900274722865,-0.028724610805511475,7.567781722173095e-06,0.0020001013355795275,0.024831069614738212,8.12019369378686,-0.12908820366859436,-8.04472827911377,-0.01021432876586914,0.77502245903015,1.4948598194122313,4.701357841491699,-0.15208010394331722,-8.40125641413033,-0.0101024027026142,0.772942808138032,1.4953769686981102,4.70175624240801
ATWRITE_to_W10_all1000,PS,2000,1928,1931,6,9,0.15,-0.04139902859128779,-10.456158816814423,-1.1734664440155029e-07,0.35274911522865293,1.0366321849822997,4.339230537414551,-0.0155864649170544,-6.664615631103516,-5.245208740234375e-06,0.9376902341842651,2.26634660243988,5.912132263183594,0.025812563674233388,-6.435983657836914,0.0,1.0825862426310768,2.6282897388935087,6.099542574957013
ATWRITE_to_W10_all1000,NS,10000,8364,8034,450,120,-3.3,-0.5647445780733346,-15.35928300023079,-0.20319271087646484,1.1070241332054136,2.8514068961143524,11.601563453674316,0.15666824321909809,-7.635899543762207,0.0,2.4195410966873165,6.672451822757724,16.849729418754578,-0.7214128212924327,-25.994448373676278,-0.15903240442276,1.211891075968742,2.5293088459968573,9.947509706020355
