arm,metric,quantity,count,mean,median,p90,p95,p99,min,max
CA,RS,true_nll_delta_vs_N4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,RS,desired_margin,100,15.202259831908304,15.341273096564692,20.197574869231907,21.524515111251095,25.838242940721404,4.722183781210333,27.617332460853504
CA,RS,desired_margin_delta_vs_N4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,PS,new_nll,200,1.6400648170907517,0.3955013006925583,5.044333744049071,6.829360890388481,9.776970548629757,0.0004923323867842555,10.71419620513916
CA,PS,new_nll_delta_vs_N4,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,PS,true_nll,200,10.153915430009365,10.02016830444336,15.3889422416687,17.061124706268306,19.595761661529536,0.8844092488288879,21.306949615478516
CA,PS,true_nll_delta_vs_N4,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,PS,desired_margin,200,8.513850612918613,8.348874177783728,15.085135180223732,16.832530269958074,19.594082277561533,-5.414571940898895,21.037109166383743
CA,PS,desired_margin_delta_vs_N4,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,NS,new_nll,1000,11.133725067893975,11.104583263397217,15.94826135635376,17.274970626831053,20.172906208038327,0.002092316746711731,23.542448043823242
CA,NS,new_nll_delta_vs_N4,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,NS,true_nll,1000,5.526179037496273,5.3226447105407715,10.662445545196533,12.11572561264038,14.517459163665771,0.0007858763565309346,18.679119110107422
CA,NS,true_nll_delta_vs_N4,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,NS,desired_margin,1000,5.607546030397701,5.614905491471291,12.256293207406998,13.982308954931794,16.518033592700956,-12.93704991042614,19.89994601905346
CA,NS,desired_margin_delta_vs_N4,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL-P,RS,new_nll,100,0.0014505858343909495,0.0008624647743999958,0.003006344730965794,0.004104322008788586,0.006732576866634211,6.8662193370983e-05,0.010829605162143707
KL-P,RS,new_nll_delta_vs_N4,100,9.059425792656839e-08,1.1897645890712738e-07,3.57162207365036e-07,6.013695383444425e-07,9.537604637444038e-07,-1.5408731997013092e-06,1.3080425560474396e-06
KL-P,RS,true_nll,100,15.203565921783447,15.341814041137695,20.19753170013428,21.524444675445558,25.840075912475594,4.725030899047852,27.617834091186523
KL-P,RS,true_nll_delta_vs_N4,100,-0.00014440536499023436,-0.00012683868408203125,0.00022182464599609412,0.0004335403442382812,0.0006233882904052752,-0.001575469970703125,0.0009698867797851562
KL-P,RS,desired_margin,100,15.202115335949056,15.341014948993688,20.197074464449546,21.523966915470375,25.83801867132338,4.722374394536018,27.617765428993152
KL-P,RS,desired_margin_delta_vs_N4,100,-0.00014449595924816096,-0.00012689823051914573,0.00022171741002239325,0.0004335403442382812,0.0006235061923507619,-0.0015755891217850149,0.0009698867797851562
KL-P,PS,new_nll,200,1.6401416158699431,0.3955499678850174,5.044175243377684,6.8297735214233315,9.776995000839229,0.0004925706889480352,10.712699890136719
KL-P,PS,new_nll_delta_vs_N4,200,7.679877919144928e-05,9.6089206635952e-06,0.00035758018493652337,0.00046675205230712745,0.0008993947505950913,-0.0014963150024414062,0.0011653900146484375
KL-P,PS,true_nll,200,10.153783376812935,10.02012586593628,15.38881092071533,17.060702228546138,19.595682392120356,0.884661078453064,21.307125091552734
KL-P,PS,true_nll_delta_vs_N4,200,-0.0001320531964302063,-9.78708267211914e-05,0.00025239586830139155,0.0003674983978271477,0.0007297992706298809,-0.0014882087707519531,0.0016031265258789062
KL-P,PS,desired_margin,200,8.513641760942992,8.348328245803714,15.08495103213936,16.832431485923003,19.594002742843,-5.414440274238586,21.03730484843254
KL-P,PS,desired_margin_delta_vs_N4,200,-0.0002088519756216556,-0.0002072448842227459,0.00018929839134216304,0.00032032132148742645,0.0007980275154113718,-0.001599438488483429,0.001741059124469757
KL-P,NS,new_nll,1000,11.133769869245123,11.104695320129395,15.948305130004883,17.274954605102536,20.17303895950317,0.002091603120788932,23.542346954345703
KL-P,NS,new_nll_delta_vs_N4,1000,4.4801351148635146e-05,2.1457672119140625e-05,0.00028343200683593754,0.00045504570007324206,0.00107180118560791,-0.0034494400024414062,0.00279998779296875
KL-P,NS,true_nll,1000,5.5261789318115335,5.32274317741394,10.662331581115723,12.115722751617431,14.51745036125183,0.0007858763565309346,18.679161071777344
KL-P,NS,true_nll_delta_vs_N4,1000,-1.056847395375371e-07,6.3478946685791016e-06,0.00019795894622802741,0.0003036379814147948,0.0006786823272705072,-0.0021038055419921875,0.0015811920166015625
KL-P,NS,desired_margin,1000,5.6075909374335895,5.614404320716858,12.25643241107464,13.982051881094229,16.518160791397094,-12.937110705533996,19.899921514093876
KL-P,NS,desired_margin_delta_vs_N4,1000,4.4907035888172685e-05,1.0877847671508789e-05,0.0003032684326171875,0.0005264461040496822,0.0012150192260742187,-0.0017027854919433594,0.0024776458740234375
EN-S,RS,new_nll,100,0.0014504134439630434,0.0008624052279628813,0.0030057028867304337,0.004103847057558596,0.006732336319983026,6.8662193370983e-05,0.010829015634953976
EN-S,RS,new_nll_delta_vs_N4,100,-8.179616997949779e-08,0.0,2.3795291781425476e-07,3.562774509191513e-07,7.193395867943794e-07,-2.845190465450287e-06,1.3080425560474396e-06
EN-S,RS,true_nll,100,15.203719077110291,15.342129707336426,20.1977710723877,21.524351787567138,25.840200634002695,4.725268840789795,27.617843627929688
EN-S,RS,true_nll_delta_vs_N4,100,8.749961853027344e-06,-3.3855438232421875e-05,0.00042386054992675786,0.0006214141845703124,0.0013338375091552757,-0.0020923614501953125,0.0017709732055664062
EN-S,RS,desired_margin,100,15.202268663666327,15.341330674738856,20.197313848618073,21.523874027591955,25.838143275063786,4.722614000784233,27.617774965736317
EN-S,RS,desired_margin_delta_vs_N4,100,8.831758023006842e-06,-3.397458931431174e-05,0.00042400297825224704,0.0006230242550373077,0.001334544805577027,-0.0020924806012772024,0.0017709732055664062
EN-S,PS,new_nll,200,1.6401041613865528,0.3955715298652649,5.044050359725951,6.829621887207023,9.776978988647457,0.0004924515378661454,10.712273597717285
EN-S,PS,new_nll_delta_vs_N4,200,3.934429580112919e-05,3.0463561415672302e-06,0.0003072857856750488,0.00046184957027435244,0.0008401203155517553,-0.001922607421875,0.0012063980102539062
EN-S,PS,true_nll,200,10.15386119544506,10.020232200622559,15.388742733001706,17.0608603477478,19.59579332351684,0.8846132755279541,21.30764389038086
EN-S,PS,true_nll_delta_vs_N4,200,-5.4234564304351805e-05,-4.673004150390625e-05,0.00040004253387451163,0.0006953716278076168,0.0012190151214599599,-0.0014700889587402344,0.0031881332397460938
EN-S,PS,desired_margin,200,8.513757034058507,8.348095478489995,15.08491566190496,16.83237682294566,19.594113812170686,-5.414452314376831,21.037972301244736
EN-S,PS,desired_margin_delta_vs_N4,200,-9.3578860105481e-05,-0.00010356307029724121,0.0004884738475084304,0.000700801413040607,0.0016019070148467983,-0.0014472603797912598,0.0034545063972473145
EN-S,NS,new_nll,1000,11.13376785206399,11.104645252227783,15.948229503631591,17.274999713897703,20.17309869766235,0.002090889262035489,23.54224967956543
EN-S,NS,new_nll_delta_vs_N4,1000,4.278417001478374e-05,1.621246337890625e-05,0.0003553867340087891,0.0005728244781494135,0.001855945587158203,-0.0063533782958984375,0.005530357360839844
EN-S,NS,true_nll,1000,5.526171177517215,5.322750806808472,10.662205410003661,12.115772819519043,14.517378845214843,0.0007858763565309346,18.679054260253906
EN-S,NS,true_nll_delta_vs_N4,1000,-7.859979057684541e-06,4.532746970653534e-06,0.0002593517303466798,0.00044116973876953116,0.0009899997711181631,-0.0037398338317871094,0.0031321048736572266
EN-S,NS,desired_margin,1000,5.607596674546774,5.613493025302887,12.256510961055756,13.981810057163237,16.518219621181487,-12.937470954610035,19.89984467625618
EN-S,NS,desired_margin_delta_vs_N4,1000,5.064414907246828e-05,4.76837158203125e-06,0.0003786563873291016,0.0006738364696502684,0.0016988867521286,-0.0034519433975219727,0.004866600036621094
EN-F,RS,new_nll,100,0.0014504946638771799,0.0008624052279628813,0.00300580996554345,0.004103520512580871,0.006732469205744586,6.8662193370983e-05,0.010830548591911793
EN-F,RS,new_nll_delta_vs_N4,100,-5.762558430433274e-10,0.0,0.0,5.937181413173338e-09,1.1897645890712738e-07,-1.1915108188986778e-07,1.1897645890712738e-07
EN-F,RS,true_nll,100,15.20370843410492,15.342047214508057,20.198013305664066,21.524995803833008,25.84031332015992,4.724852085113525,27.61740493774414
EN-F,RS,true_nll_delta_vs_N4,100,-1.8930435180664063e-06,-4.76837158203125e-07,1.52587890625e-05,2.498626708984374e-05,3.737449645996103e-05,-5.7220458984375e-05,5.53131103515625e-05
EN-F,RS,desired_margin,100,15.202257939441042,15.341248301032465,20.197556177215308,21.524518163008906,25.8382561967944,4.722194748464972,27.61733627555077
EN-F,RS,desired_margin_delta_vs_N4,100,-1.892467262223363e-06,-4.76837158203125e-07,1.52587890625e-05,2.498626708984374e-05,3.737449645996103e-05,-5.7220458984375e-05,5.53131103515625e-05
EN-F,PS,new_nll,200,1.64010119758168,0.3955831229686737,5.044053888320922,6.829429960250846,9.776713781356808,0.0004922132357023656,10.71480941772461
EN-F,PS,new_nll_delta_vs_N4,200,3.638049092842266e-05,9.248033165931702e-07,0.00033682584762573237,0.0004343867301940915,0.0006881940364837645,-0.001239180564880371,0.0013966560363769531
EN-F,PS,true_nll,200,10.15384388744831,10.02025842666626,15.388777351379392,17.060950946807857,19.595623092651362,0.8845411539077759,21.307483673095703
EN-F,PS,true_nll_delta_vs_N4,200,-7.154256105422974e-05,-5.8650970458984375e-05,0.0003726005554199218,0.0004790306091308593,0.0006373596191406247,-0.001781463623046875,0.0010156631469726562
EN-F,PS,desired_margin,200,8.51374268986663,8.348428785800934,15.084946233592927,16.83246580075938,19.593943581305208,-5.414647936820984,21.03772670030594
EN-F,PS,desired_margin_delta_vs_N4,200,-0.0001079230519826524,-7.590651512145996e-05,0.00038916170597076406,0.0005258327350020404,0.0007651031017303451,-0.0021416544914245605,0.001312851905822754
EN-F,NS,new_nll,1000,11.133764239553596,11.104591369628906,15.948245239257812,17.275103473663325,20.173430633544918,0.0020926736760884523,23.542430877685547
EN-F,NS,new_nll_delta_vs_N4,1000,3.917165962047875e-05,1.811981201171875e-05,0.000418376922607422,0.0006189346313476562,0.0012752199172973632,-0.003696441650390625,0.0020666122436523438
EN-F,NS,true_nll,1000,5.52617751868366,5.322516441345215,10.662510967254638,12.115993928909301,14.517388229370116,0.0007858763565309346,18.67912483215332
EN-F,NS,true_nll_delta_vs_N4,1000,-1.518812612630427e-06,3.337860107421875e-06,0.000304698944091797,0.0004510164260864254,0.000909333229064941,-0.0035524368286132812,0.0013852119445800781
EN-F,NS,desired_margin,1000,5.607586720869935,5.615680575370789,12.256807494163514,13.982550723181339,16.518534252643583,-12.936895058257505,19.899829052388668
EN-F,NS,desired_margin_delta_vs_N4,1000,4.0690472233109176e-05,1.8343329429626465e-05,0.00046696662902832035,0.0007502168416976924,0.0015951988380402307,-0.0030527114868164062,0.0034418106079101562
EN-COV,RS,new_nll,100,0.0014505023857054767,0.0008624052279628813,0.00300580996554345,0.004103627381846308,0.006732586300931892,6.8662193370983e-05,0.010830548591911793
EN-COV,RS,new_nll_delta_vs_N4,100,7.145572453737259e-09,0.0,1.1827796697617586e-08,1.1897645890712738e-07,1.1909287422895432e-07,-1.1915108188986778e-07,1.1909287422895432e-07
EN-COV,RS,true_nll,100,15.203707447052002,15.342044830322266,20.198002624511723,21.524951171875,25.840319175720225,4.724851608276367,27.61742401123047
EN-COV,RS,true_nll_delta_vs_N4,100,-2.880096435546875e-06,-1.9073486328125e-06,1.649856567382815e-05,2.398490905761718e-05,3.349304199218756e-05,-6.4849853515625e-05,4.482269287109375e-05
EN-COV,RS,desired_margin,100,15.202256944666296,15.341245916846674,20.19754549606296,21.524473531050898,25.838262052354704,4.722194271627814,27.617355349037098
EN-COV,RS,desired_margin_delta_vs_N4,100,-2.8872420080006124e-06,-1.9073486328125e-06,1.649856567382815e-05,2.387188142165541e-05,3.361100156325853e-05,-6.4849853515625e-05,4.482269287109375e-05
EN-COV,PS,new_nll,200,1.6492870538693387,0.39185215532779694,5.051066255569457,6.8590528011321945,9.807771711349483,0.000501030299346894,10.925301551818848
EN-COV,PS,new_nll_delta_vs_N4,200,0.009222236778587103,0.00014299340546131134,0.03181304931640624,0.05301758050918559,0.20434272527694697,-0.04929351806640625,0.35526084899902344
EN-COV,PS,true_nll,200,10.149587703049184,9.977031230926514,15.394174575805662,17.082212924957272,19.59531881332397,0.8930217623710632,21.281944274902344
EN-COV,PS,true_nll_delta_vs_N4,200,-0.00432772696018219,-0.0017507076263427734,0.02646369934082031,0.049063777923583976,0.08796517848968466,-0.12142658233642578,0.19295310974121094
EN-COV,PS,desired_margin,200,8.500300649179843,8.28093973104842,15.081548247835597,16.816953716526037,19.59363176722661,-5.425500690937042,21.01043590903282
EN-COV,PS,desired_margin_delta_vs_N4,200,-0.013549963738769292,-0.005614757537841797,0.029776704311370843,0.04165568351745603,0.08095142886042585,-0.28664684295654297,0.21605725586414337
EN-COV,NS,new_nll,1000,11.145672617524397,11.120151042938232,15.9511004447937,17.32054271697998,20.208734779357908,0.0020786363165825605,23.548473358154297
EN-COV,NS,new_nll_delta_vs_N4,1000,0.011947549630422145,0.006371498107910156,0.05137724876403809,0.07182331085205078,0.1330328750610351,-0.18335580825805664,0.2773704528808594
EN-COV,NS,true_nll,1000,5.526463404327165,5.339162111282349,10.663185310363769,12.13185520172119,14.548749685287476,0.0007834940915927291,18.734262466430664
EN-COV,NS,true_nll_delta_vs_N4,1000,0.00028436683089239523,0.0008597522974014282,0.027910065650939942,0.0387584239244461,0.084538938999176,-0.21598148345947266,0.23802900314331055
EN-COV,NS,desired_margin,1000,5.619209213197231,5.596993058919907,12.277232775092127,13.994541448354719,16.52336825728416,-12.914266006322578,19.888950258493423
EN-COV,NS,desired_margin_delta_vs_N4,1000,0.011663182799529749,0.005317568778991699,0.055410836637020115,0.08569564223289483,0.1668279546499252,-0.2639632225036621,0.45156097412109375
EN-F4,RS,new_nll,100,0.0014505017681221944,0.0008624052279628813,0.00300580996554345,0.004103627381846308,0.0067325874743983365,6.8662193370983e-05,0.010830665938556194
EN-F4,RS,new_nll_delta_vs_N4,100,6.52798917144537e-09,0.0,0.0,1.1875526979565621e-07,1.2033910024911225e-07,-1.1915108188986778e-07,2.3795291781425476e-07
EN-F4,RS,true_nll,100,15.203708095550537,15.342045307159424,20.198021316528326,21.52497673034668,25.840290660858162,4.724834442138672,27.61740493774414
EN-F4,RS,true_nll_delta_vs_N4,100,-2.231597900390625e-06,4.76837158203125e-07,1.52587890625e-05,2.09808349609375e-05,2.769470214843752e-05,-6.866455078125e-05,3.147125244140625e-05
EN-F4,RS,desired_margin,100,15.202257593782415,15.341246393683832,20.197564188079564,21.52449908952258,25.83823353749264,4.722177105490118,27.61733627555077
EN-F4,RS,desired_margin_delta_vs_N4,100,-2.2381258895620703e-06,4.76837158203125e-07,1.52587890625e-05,2.09808349609375e-05,2.7812661719508487e-05,-6.866455078125e-05,3.147125244140625e-05
EN-F4,PS,new_nll,200,1.6401838126752408,0.39571359753608704,5.0440677165985095,6.8296525239944375,9.77641877174377,0.0004923323867842555,10.709834098815918
EN-F4,PS,new_nll_delta_vs_N4,200,0.00011899558448931202,5.323207005858421e-06,0.0007796466350555418,0.0016350626945495596,0.0029324769973754815,-0.007509469985961914,0.003719329833984375
EN-F4,PS,true_nll,200,10.153696148693562,10.02041244506836,15.388627338409421,17.060889911651607,19.59559822082519,0.8846138119697571,21.307710647583008
EN-F4,PS,true_nll_delta_vs_N4,200,-0.00021928131580352782,-0.00020813941955566406,0.0007708072662353512,0.001148748397827148,0.002273688316345214,-0.0042095184326171875,0.0028219223022460938
EN-F4,PS,desired_margin,200,8.513512336018321,8.346588293090463,15.08487195568159,16.83215928942081,19.59391866919002,-5.414564311504364,21.03800657391548
EN-F4,PS,desired_margin_delta_vs_N4,200,-0.00033827690029283983,-0.0003345012664794922,0.0007879842072725296,0.0011086843907833078,0.002432850226759907,-0.0043505169451236725,0.00570988655090332
EN-F4,NS,new_nll,1000,11.13392946890206,11.104399681091309,15.948255062103271,17.275444030761715,20.17384815216064,0.0020926736760884523,23.54314422607422
EN-F4,NS,new_nll_delta_vs_N4,1000,0.00020440100808627904,9.012222290039062e-05,0.0009604454040527346,0.0016486644744873032,0.005254397392272948,-0.00689697265625,0.00933074951171875
EN-F4,NS,true_nll,1000,5.526200605138263,5.322848320007324,10.662720870971679,12.116559553146361,14.51758092880249,0.0007858763565309346,18.679195404052734
EN-F4,NS,true_nll_delta_vs_N4,1000,2.156764199025929e-05,6.258487701416016e-06,0.0007002353668212891,0.0010981798171997054,0.00260366916656494,-0.0066375732421875,0.006455898284912109
EN-F4,NS,desired_margin,1000,5.607728863763797,5.614956557750702,12.257120615243911,13.982642758381552,16.519237762093542,-12.936964676482603,19.899989746510983
EN-F4,NS,desired_margin_delta_vs_N4,1000,0.00018283336609601974,5.14984130859375e-05,0.001162862777709961,0.0018784940242767328,0.005817509889602661,-0.007010459899902344,0.009229779243469238
W0,RS,new_nll,100,11.743399815559387,11.79481029510498,16.157984352111818,17.857226753234862,20.54957057952881,2.6649551391601562,21.156511306762695
W0,RS,new_nll_delta_vs_N4,100,11.741949320319254,11.793419970781542,16.15605979271932,17.856695757433773,20.54540883830516,2.6645351338374894,21.15451249689795
W0,RS,true_nll,100,4.899286127600353,4.4117772579193115,9.811372756958011,12.172586345672604,14.300774822235113,0.003271824214607477,15.272222518920898
W0,RS,true_nll_delta_vs_N4,100,-10.304424199548084,-10.270729184150696,-3.2708542823791493,-1.6516622543334971,0.6463630533218445,-22.33922576904297,1.8365697860717773
W0,RS,desired_margin,100,-6.844113687959034,-6.767682075500488,-1.4714381933212275,-0.6172081947326706,3.8515173721313505,-19.781272523105145,4.406451225280762
W0,RS,desired_margin_delta_vs_N4,100,-22.046373519867338,-21.988423506205436,-15.351556589436946,-14.492510237316312,-10.948417754773972,-38.057350031333044,-9.036068522371352
W0,PS,new_nll,200,10.184145704507827,10.168671607971191,14.70674695968628,15.584751796722411,18.057186851501463,2.293118953704834,18.51066780090332
W0,PS,new_nll_delta_vs_N4,200,8.544080887417076,8.696347545832396,12.656942961364983,14.204179780045523,16.767689355090248,-2.0213305950164795,18.248186856508255
W0,PS,true_nll,200,5.0115117009449754,4.745974779129028,9.87364692687988,11.626843214035027,13.51933431625366,0.015908697620034218,18.12644386291504
W0,PS,true_nll_delta_vs_N4,200,-5.14240372906439,-4.845947027206421,0.38491702079772905,1.254789447784418,4.197233740091324,-19.353117287158966,5.309338569641113
W0,PS,desired_margin,200,-5.172634003562853,-5.062044382095337,-0.023097801208501398,2.1906868457794126,6.111216294765471,-18.461909472942352,8.013869762420654
W0,PS,desired_margin_delta_vs_N4,200,-13.686484616481467,-12.847780093550682,-6.648594386875631,-4.549623680114747,-1.796121809482584,-31.06909049488604,-0.1301126480102539
W0,NS,new_nll,1000,11.70286667406559,11.753241062164307,16.330908966064452,17.844245338439933,20.694347591400145,1.4505702257156372,23.890657424926758
W0,NS,new_nll_delta_vs_N4,1000,0.5691416061716155,0.25515294075012207,1.3376346588134769,2.307604837417602,7.670108218193054,-1.4683952331542969,14.523059792816639
W0,NS,true_nll,1000,5.548877082152117,5.327502965927124,10.79243278503418,12.224358224868773,15.002033109664916,0.0006337541271932423,19.437692642211914
W0,NS,true_nll_delta_vs_N4,1000,0.02269804465584457,0.05693870782852173,0.5993209540843963,0.8533048629760741,2.1821905469894403,-12.574535340070724,6.365697860717773
W0,NS,desired_margin,1000,6.153989591913472,6.283671736717224,12.64319622516632,14.603674903511997,17.40702108263969,-7.564972400665283,19.776050746440887
W0,NS,desired_margin_delta_vs_N4,1000,0.5464435615157709,0.1430034637451172,1.3646462440490728,2.295925837382672,9.464688386023044,-2.5080575942993164,26.09674683958292
RAND+,RS,new_nll,100,0.0014504940689948854,0.0008624052279628813,0.0030057028867304337,0.0041036333190277215,0.006732583935372552,6.8662193370983e-05,0.01083031203597784
RAND+,RS,new_nll_delta_vs_N4,100,-1.1711381375789643e-09,0.0,0.0,1.1874362826347351e-07,1.2028147466480793e-07,-3.5390257835388184e-07,2.3795291781425476e-07
RAND+,RS,true_nll,100,15.20370837211609,15.342051982879639,20.198005104064947,21.52497043609619,25.840288619995125,4.7248430252075195,27.617389678955078
RAND+,RS,true_nll_delta_vs_N4,100,-1.9550323486328123e-06,-3.814697265625e-06,1.9168853759765633e-05,2.298355102539062e-05,3.148078918457032e-05,-3.62396240234375e-05,3.24249267578125e-05
RAND+,RS,desired_margin,100,15.202257878047094,15.341253069404047,20.197547975616185,21.52449279527209,25.838231496629607,4.722185688558966,27.617321016761707
RAND+,RS,desired_margin_delta_vs_N4,100,-1.9538612104952336e-06,-3.814697265625e-06,1.9168853759765633e-05,2.298355102539062e-05,3.148197894915939e-05,-3.6358367651700974e-05,3.254390321671963e-05
RAND+,PS,new_nll,200,1.6400407705889666,0.39558790624141693,5.044315576553343,6.829430580139152,9.777028455734248,0.0004923323867842555,10.713562965393066
RAND+,PS,new_nll_delta_vs_N4,200,-2.4046501785051078e-05,-1.7596175894141197e-07,7.309913635253905e-05,0.00010101795196533189,0.00025776386260986303,-0.0007658004760742188,0.0005159378051757812
RAND+,PS,true_nll,200,10.153908274769783,10.02025032043457,15.389076519012448,17.06110963821411,19.59580902099609,0.8844290971755981,21.30669403076172
RAND+,PS,true_nll_delta_vs_N4,200,-7.155239582061768e-06,9.5367431640625e-07,0.00016889572143554687,0.00023977756500244125,0.00039453029632568256,-0.000492095947265625,0.0006961822509765625
RAND+,PS,desired_margin,200,8.513867504180816,8.348866606131196,15.085249905940143,16.832609240140297,19.59412976784864,-5.41449248790741,21.0367950797081
RAND+,PS,desired_margin_delta_vs_N4,200,1.689126220298931e-05,1.5556346625089645e-05,0.0002374313771724701,0.00029821395874023415,0.0005507768690586085,-0.0005868673324584961,0.0007322207093238831
RAND+,NS,new_nll,1000,11.13372459738562,11.10462999343872,15.94817237854004,17.274913311004635,20.173343276977537,0.0020927926525473595,23.542465209960938
RAND+,NS,new_nll_delta_vs_N4,1000,-4.705083556473255e-07,5.7220458984375e-06,0.00018997192382812504,0.000270843505859375,0.0004368400573730468,-0.0017538070678710938,0.0009784698486328125
RAND+,NS,true_nll,1000,5.526169631919183,5.322599172592163,10.662530517578125,12.115846967697143,14.517270174026487,0.0007858763565309346,18.679119110107422
RAND+,NS,true_nll_delta_vs_N4,1000,-9.405577089637518e-06,-2.205371856689453e-06,0.00014905929565429694,0.00022082328796386714,0.00039101362228393554,-0.0011582374572753906,0.0014562606811523438
