batch,cap,alpha_used,alpha_norm,numeric_cap_active,native_norm_from_previously_verified_receipt,linear_pre_ball_C1_fraction,target_ball_requests,trust_retraction,post_ball_trust_mapped_fraction,target_projection_relative_distortion,post_projection_residual_direction_cosine,ge_dot_C,gd_dot_C,cap1_saved_C_exactly_reproduced,model_forwards,CUDA_initialized,raw_D,linear_C1_D_endpoint_prediction,linear_C1_D_prediction_below_zero
5,100,100.0,1010.4763931753697,True,7.841175442863769,0.024740805580377785,30,1.0,0.024737622901679312,0.010105251706945335,0.9999489431871912,9.875943774283699e-07,-0.0032418130609474932,,0,False,0.01030052469968723,0.007058711638739737,False
5,none,1010.4763931753697,1010.4763931753697,False,7.841175442863769,0.24999999987113203,99,1.0,0.2437291008023342,0.12482318218741871,0.9923289319368821,0.00019649934727414246,-0.03170325392279095,,0,False,0.01030052469968723,-0.02140272922310372,True
6,1,1.0,1164.58769599828,True,8.225704485916186,0.00021466824758449978,19,1.0,0.00021466401524940524,0.006878079685028353,0.9999763457302788,-1.66372064644835e-07,-2.579062898837245e-05,True,0,False,0.01193354528686541,0.011907754657877037,False
6,10,10.0,1164.58769599828,True,8.225704485916186,0.0021466824758449975,20,1.0,0.002146629315821155,0.007195259189471105,0.9999741137915187,-1.6538573808130997e-06,-0.0002579042927489632,,0,False,0.01193354528686541,0.011675640994116446,False
6,100,100.0,1164.58769599828,True,8.225704485916186,0.021466824758449975,27,1.0,0.02146423408198634,0.01136168020064832,0.9999354558474653,-1.5431502793814624e-05,-0.0025786950276189846,,0,False,0.01193354528686541,0.009354850259246426,False
6,none,1164.58769599828,1164.58769599828,False,8.225704485916186,0.24999999985842095,100,1.0,0.24411097610634683,0.11706678011024527,0.9932402620472008,8.196203574321545e-05,-0.029178855586494603,,0,False,0.01193354528686541,-0.017245310299629193,True
7,1,1.0,1099.0308544851189,True,8.22710936540747,0.00022747314040017113,15,1.0,0.0002274697815235399,0.0057970502982246895,0.9999831969627303,3.295427232526417e-09,-2.9766729950428128e-05,True,0,False,0.01397174706653459,0.013941980336584161,False
7,10,10.0,1099.0308544851189,True,8.22710936540747,0.002274731404001711,16,1.0,0.002274690184144521,0.006030527182832413,0.9999818162071112,3.753586711046818e-08,-0.00029766592507093415,,0,False,0.01397174706653459,0.013674081141463656,False
7,100,100.0,1099.0308544851189,True,8.22710936540747,0.022747314040017112,25,1.0,0.022745611052357752,0.009045661962752935,0.9999590878041709,1.2653751039296167e-06,-0.0029764237204058775,,0,False,0.01397174706653459,0.010995323346128712,False
7,none,1099.0308544851189,1099.0308544851189,False,8.22710936540747,0.24999999986641352,100,1.0,0.2444114177537049,0.11494708236164974,0.993503051615336,0.00037087097901088845,-0.031767245291696125,,0,False,0.01397174706653459,-0.017795498225161535,True
8,1,1.0,1061.5921275562544,True,8.149114993598621,0.0002354953408002562,16,1.0,0.00023549306533096997,0.004069252883998822,0.9999917205562011,3.4120505142510106e-09,-3.1148630260261014e-05,True,0,False,0.01587227978006922,0.015841131149808958,False
8,10,10.0,1061.5921275562544,True,8.149114993598621,0.002354953408002562,17,1.0,0.0023549241984012004,0.004361571474944433,0.9999904883031137,4.372222733126196e-08,-0.00031148518153986584,,0,False,0.01587227978006922,0.015560794598529354,False
8,100,100.0,1061.5921275562544,True,8.149114993598621,0.023549534080025622,33,1.0,0.023547162939071907,0.008595568162860218,0.9999630591467191,1.4882763243936817e-06,-0.0031145101328678257,,0,False,0.01587227978006922,0.012757769647201395,False
8,none,1061.5921275562544,1061.5921275562544,False,8.149114993598621,0.24999999986972915,100,1.0,0.24403590568263037,0.12027507819216515,0.9928747510935908,0.0002543576824128331,-0.03206402696253937,,0,False,0.01587227978006922,-0.01619174718247015,True
9,1,1.0,1084.5380713942943,True,8.64112691862957,0.00023051288513374946,10,1.0,0.00023051121188824534,0.0033964800566144027,0.9999942319449537,4.198211076298683e-10,-3.26764970012461e-05,True,0,False,0.01826888483219591,0.018236208335194664,False
9,10,10.0,1084.5380713942943,True,8.64112691862957,0.0023051288513374945,10,1.0,0.0023051070339474974,0.003719264175248838,0.9999930835140415,8.041470408118576e-09,-0.00032676385324681423,,0,False,0.01826888483219591,0.017942120978949094,False
9,100,100.0,1084.5380713942943,True,8.64112691862957,0.023051288513374946,19,1.0,0.023049841453618915,0.007447843616486512,0.9999722650273329,5.689168211767242e-07,-0.003267395224217047,,0,False,0.01826888483219591,0.015001489607978861,False
9,none,1084.5380713942943,1084.5380713942943,False,8.64112691862957,0.24999999987449112,99,1.0,0.24523990778525123,0.10549975748270905,0.9945135437146192,0.000248059356861102,-0.03456979759894192,,0,False,0.01826888483219591,-0.016300912766746015,True
10,1,1.0,943.7571630153444,True,8.603390473928195,0.00026489865156789204,18,1.0,0.0002648952041092721,0.005461146738827841,0.999985087826943,-8.59915095423587e-10,-4.2518763454895753e-05,True,0,False,0.02013259260866107,0.020090073845206176,False
10,10,10.0,943.7571630153444,True,8.603390473928195,0.002648986515678921,19,1.0,0.00264893727324153,0.006002094256789924,0.9999819872773819,-1.541767416746799e-08,-0.0004251834900301843,,0,False,0.02013259260866107,0.019707409118630885,False
10,100,100.0,943.7571630153444,True,8.603390473928195,0.026489865156789208,41,1.0,0.02648574384744124,0.012322546874772008,0.9999240792593052,1.3520791913233088e-05,-0.004250946439063919,,0,False,0.02013259260866107,0.01588164616959715,False
10,none,943.7571630153444,943.7571630153444,False,8.603390473928195,0.24999999989030405,100,1.0,0.24308115790420243,0.13392924012895152,0.9911928258350649,0.0031631049481456387,-0.03862943268497596,,0,False,0.02013259260866107,-0.018496840076314892,True
