model,arm,outer_k,inner_j,post_update_measurement_only,target_new_nll_mean,target_new_nll_median,target_new_nll_p90,target_new_nll_worst,kl_mean,decay_mean,combined_objective_mean,gradient_norm_mean,optimizer_update_norm_mean,delta_norm_mean,clamp_count,target_state_sha256,identity_sha256
Qwen,Soft,0,2,False,2.547655142098665,3.3549134731292725,4.587716579437256,4.59269905090332,0.9449766278266907,9.837769303277195e-06,2.6067260191071364,0.36208895881054365,17.18962864235894,47.68123096532871,0,38f9e5acf007dd6f15c1134d14b8ca277f267f3f70df3ec8b516592e299e65dd,1d68dc3564f4075d468e74ab225c1f4ba1816b044e526c206e06737d1d4e56c0
Qwen,Soft,0,3,False,1.0005878193303943,0.7968166768550873,2.047411274909973,2.9439971446990967,1.0754809916019439,1.2804328674868775e-05,1.0678181856341908,0.229842104252966,14.782524788977279,62.22769351990064,0,837bbd25ae838d2c61bed560b5b3e842069441256f34837fc564028415b26893,ae918fa282ec2f367bafd25fa24a608cef5c5688440052871a09617ffb64f46b
Qwen,Soft,0,4,False,0.4830046592280269,0.433169350028038,0.9479880809783932,1.8521440029144287,1.4693240612745284,1.5398380202933658e-05,0.5748528114378877,0.17164330742693718,12.769784445257269,74.90711989787819,0,417f5d3dd6091d5b42d8c52bbf8185a2c259cb63e7b7733e4f164f30b393b799,0970e02b31e879ef1e5ad75a142590cbb501514d6ef856766fb9d26c3f678261
Qwen,Soft,0,5,True,0.17865197430364788,0.07354163005948067,0.3132630452513692,0.9312536716461182,1.3772502362728118,1.76744898748571e-05,0.26474778856057346,0.06890266145303112,0.0,86.03787623942671,0,13ac0db29e9184d5f048e277a64895e098a87718d41b31a44ee5c94b1d398481,b18a7093fdc5f99baf5de148782a7b70d8979efe7d9c17c5156a5403bf95f192
Qwen,Soft,1,0,False,0.45563138239085677,0.266024611890316,0.6816582649946206,2.4664926528930664,3.4827664375305174,3.1103976436337123e-06,0.6733073951341577,0.16909713436327747,29.92890451398951,155.41914063368395,0,3d00f691aeb9f44e4c268aacf78b4bb80988bb09a871f3aa68bb2a2afe5dc86c,b7ee5c9efcc3f12e50c267a634fbaaf495bab3879957d52f4bbf2e5032612272
Qwen,Soft,1,1,False,0.3043354937573895,0.022737071849405766,1.0335125088691708,1.8641961812973022,2.032637557387352,3.1599244511821353e-06,0.43137850101855013,0.16406545668966183,20.67443491906863,157.61058278429596,0,cce0aa7d2f4de39e218b7997670a30fdb8b3de548018ef06dea2d5ced33b9350,103e99d4a2c5ca3f454e8a2be832f7111c9deb5e6cd957b706420a7fc0796ac1
Qwen,Soft,1,2,False,0.014712360739940778,0.007213836302980781,0.03353893011808394,0.06631632894277573,1.3890994295477868,3.2327588553756144e-06,0.10153430784553283,0.021944813819306616,16.13815793451365,160.9873424433378,0,0b97d5a630b15014e88f276cb509744f4b90a47f31aac21dc8c1953123eac921,33792d03dbaf69a5012556c8758db6083c3697691f12cfc651c3b7987beb304b
Qwen,Soft,1,3,False,0.018718582137080376,0.005147807998582721,0.051357338204979876,0.10422124713659286,1.2984338149428367,3.3242325532398587e-06,0.0998740198035609,0.03369287924232013,13.40054774592648,165.19458408834942,0,c84bf714a7518ac440e587a7dce3c26a4e35670e5b19850c0e0dc42474ee0016,b6007cf0cad1f2f482983f3e800ce15f4d31fd5463268ce9fd319187db40d76d
Qwen,Soft,1,4,False,0.007995588911580854,0.0032005419488996267,0.022035157680511473,0.022550363093614578,1.1730790048837663,3.4171780549724073e-06,0.08131644389487121,0.012936865913804222,11.384819303285337,169.4540868498836,0,7e6e2f622da71397ae2ea7b24ddac688d2b6e963ad17fa7b8787919f9f89a56d,f270c12a28527dea564f939f53e2cb4a5e30b0e32c4e0afbaf98826b0163550f
Qwen,Soft,1,5,True,0.0036231876219972037,0.0021840641275048256,0.008188700303435324,0.012184655293822289,1.1048783898353576,3.5095580191360806e-06,0.0726815965447262,0.006088000296863029,0.0,173.7044658018698,0,0609e4914654cdc086fc94a2e6e247288560f249c0d9aa0ceef38bc8d171abe7,6f52530fe9f08b3ffef6bacc5361f52206ed5c88d828ac91d9bd212646ed9f9b
Qwen,Soft,2,0,False,0.41460541880078383,0.07938924245536327,1.0524477481842038,1.915139079093933,6.98533296585083,1.6989727230484924e-06,0.8511904281391838,0.12621312626736286,29.927682544222655,605.0702841971637,0,e221b131ec47c32b9bdc89a41117622b330f62d5258dcdffc769c63c0895917a,a92b30fe02bcb0f47f3fcdb54421ebc03a4b73658b4dcf2186063627600f2c8a
Qwen,Soft,2,1,False,0.03118810849118745,0.003655716951470822,0.11356784030795096,0.15752673149108887,6.416072827577591,1.7016039432476717e-06,0.43219436181873017,0.04447324690660511,20.56319577718137,605.6820567601383,0,ec06b9a88af8afcfb8ce06a25e026725f70e051bd779db5b57f9df0ccc1f8b60,bcf39eed43a26179365efe8a6227cc59503f7087d5171ccfc9c0a0f65bafc6e4
Qwen,Soft,2,2,False,0.024736742372624576,0.001111410732846707,0.03282043542712919,0.22493496537208557,5.658157485723495,1.7074652795626398e-06,0.3783732926956226,0.03573243363592047,16.64211045234223,606.9525560498776,0,418788c2078006db84bb2c60e0336aacde3b5afe8329daf65cc701e139475eac,b30bfb118c27516c0fca156092c8caccfbf5dd74a43c6778052d87775e967e6c
Qwen,Soft,2,3,False,0.0014537026057951153,0.0009264546679332852,0.0033491532783955333,0.003897429909557104,5.585498625040055,1.714356768908944e-06,0.35054908102756743,0.01668778585397528,14.172703958469077,608.4008248555706,0,40249c15c07bc45bc4f552dee2daa08896df73b337510868158bf40347c1428e,c1689abc128d7df4ee614ac5628b31aa6d7ce9d8729461ea0ad2a02089c56c2f
Qwen,Soft,2,4,False,0.0011123644799226895,0.0006629267300013453,0.0024992976803332565,0.0032233637757599354,4.959797912836075,1.7206422929344372e-06,0.31110145467447026,0.018111816782252,12.70281347005663,609.8287764365728,0,c285bbe727bacb18d3d55fab2c616c668cee8810cfdd315ce9e34807e5ef922f,68cc01dbb6d6f07e0a8658c69decbc6c5c4c2802742d6615dd2c18737049b190
Qwen,Soft,2,5,True,0.0010469429689692333,0.0006296351493801922,0.0021096055163070553,0.003388503100723028,4.631429755687714,1.727156375922603e-06,0.2905130298558273,0.01765429544295279,0.0,611.2694106746783,0,cb95b51ffdcd7a5d830599e9e4c96b06ee41eccffbc626284410752082ca5833,75626119e0248399122c722ad6705d9602c6de68a90bc5317a7d02aed6d72580
Qwen,Soft,3,0,False,15.974993038177491,15.562967777252197,18.52448558807373,18.783479690551758,10.654753160476684,1.5041035371381766e-07,16.640915261117634,0.036988948719679046,29.926684073129444,7631.335776767528,0,05e19bb6f96e8cfe702bba7f79ff008fc8d016fd48f4d241724353f1a28eb956,7ec975774e5f2b05f262ca74436f017f240dab5e81f025204c10747d1e00b955
Qwen,Soft,3,1,False,15.853619575500488,15.559416770935059,18.365560722351074,18.749671936035156,9.0555650472641,1.5041326122440206e-07,16.419592541367756,0.04114312374828562,22.09190603734181,7631.126284629118,0,5b8b60de9231c8f72a33ff7a1b161f428320ac09e81a775cb4ebf3ca4c40eb0f,5a0619f174826839488412ebacef837942fcdb2cb7d6fd14ebfcc394de077194
Qwen,Soft,3,2,False,15.689832401275634,15.551315784454346,18.34362926483154,18.665163040161133,7.440381908416748,1.504094773348007e-07,16.15485642096116,0.03286328938181157,18.92119030562202,7630.828169691782,0,972504e827477df8b874220edee78936e6f72f81e31f8767476363c26e851b4c,f25c766333f6e31fdc41f7917529979adcfc83351f5e23b6c4b9b03b25be0376
Qwen,Soft,3,3,False,15.471440696716309,15.523985862731934,18.333314514160158,18.53753662109375,6.683081650733948,1.504058118421505e-07,15.889133450292992,0.032890878466743635,17.442968023595533,7630.5176356937645,0,222e93f47972a6e2d5385ee399d52008030545b9b92d288efbfb0300f67bdbc9,0821bc43693c09f9fd82bbad47f23bbb4bbe9e15fedbb9765d8c367ba13464ea
Qwen,Soft,3,4,False,15.19371452331543,15.248128890991211,18.250921058654786,18.350757598876953,6.019287347793579,1.504046699763563e-07,15.569920132957199,0.0319747848649773,16.539884551488303,7630.309106534248,0,98bfb6557ddf6c7d3602b17b6f45a904df36443145a4993b6ecb72361010e46f,5f995ab541b9550d7e987044c3f33324947aadf2929e7ef8fa068f3dc015da5b
Qwen,Soft,3,5,True,14.839358043670654,14.576385974884033,18.126940727233887,18.127670288085938,5.8549610614776615,1.5040410743645524e-07,15.205293260417116,0.03915303448994467,0.0,7630.097040266983,0,33065909f3b66d17bc16cd5829713bde607a9bf08a5ff16342dfd7c6ddd46cbd,457c2de3702fd32c7a37253d3fb97d5ec18a363b5a425641d3812e34706d773d
Qwen,Soft,4,0,False,14.839358043670654,14.576385974884033,18.126940727233887,18.127670288085938,5.8549610614776615,1.5040410743645778e-07,15.205293260417116,0.03915303448994467,29.92698933064883,7630.097040267048,0,33065909f3b66d17bc16cd5829713bde607a9bf08a5ff16342dfd7c6ddd46cbd,c357da65575723d90bb7e108dd0e0535806be8d8a030349f6be0c685da8b240b
Qwen,Soft,4,1,False,14.162788105010986,14.0114164352417,17.696411323547363,18.010089874267578,5.778270292282104,1.5039788518510095e-07,14.523930148676504,0.0457545459613948,23.70989059661664,7629.5824891122775,0,ac0155ee908bf667d7e70c45982022173a99ab922714dfeab5d93f5d1ad23f97,a814921b1e4bf56472cc8fd02b1a77bb41b8d62fb6c65b68543532625eb3d574
Qwen,Soft,4,2,False,13.50406198501587,13.82103967666626,17.220668601989747,17.77367401123047,5.561106967926025,1.5038299963418545e-07,13.851631320894246,0.051972175241044395,21.896951665147647,7628.825875966104,0,a9590dc1ab4586649aacf56e395ee073e20fb250df8baa948cce57bb4204d167,cdbd65e79226da3a93a10169d74283032dd152bcafdc6eda20a9f1005b5851d8
Qwen,Soft,4,3,False,12.761729001998901,13.471046447753906,16.768921279907225,17.507343292236328,5.4341737747192385,1.5036264203294083e-07,13.101365013281498,0.0612267174613355,20.757558425101628,7627.861646978286,0,8fb4e4955cb72678ea084e8c152a90659c403f5e06cb1258d5c1831b280a68a3,c358fc125e4cd6b8228a7068985bf051c5254aae37045fcf69cdf79c2f85806d
Qwen,Soft,4,4,False,12.054636001586914,12.808095932006836,16.309074974060056,17.240875244140625,5.321946382522583,1.5033893186686916e-07,12.387257800833506,0.06118483411230383,20.006654133659016,7626.834516631172,0,af090e7a30e089c27ef9cab8ae3d5e005fdc64d2a22f6474283660526faf32f2,b07b9a12fbbce513dd8b0c6be5b2f3d2f964e5a669adc6ba35f378eb75879f88
Qwen,Soft,4,5,True,11.368807601928712,12.10995626449585,15.80949420928955,16.961017608642578,5.5054426193237305,1.5031157270846864e-07,11.712897915948016,0.062454148878137605,0.0,7625.765528269998,0,15845f2d306e3d4dd0bbc240c6536ccf5e975e905b006e633ec93764bf9b959d,e1063ed7e4f88d94c17b581d6ed97733b2aad93edbebe7d7cf764c0fd4a855e1
Qwen,Soft,5,0,False,15.777334022521973,16.071422576904297,18.108545303344727,18.358673095703125,8.270754265785218,2.815624833146434e-08,16.294256192289797,0.045495929648526175,29.92797134003564,43367.841289263466,0,58c168bcb21cc544e69750d7c19825c37dd7ed214408d689f842a75a2154419c,58317ec07cbd576a6f8d5783175fbf17f8fb75ab2ded84fb4101b4d9daa50f60
Qwen,Soft,5,1,False,15.759090042114257,16.068519592285156,18.10911159515381,18.360370635986328,7.603628659248352,2.815587953913351e-08,16.234316861473157,0.03388489580986062,20.77052442195589,43367.41327756229,0,f715169803cc5fc64730f1ea91e418b9afcd43a1d86dc0447383d74ca96f62a2,960ba9a521ea9aca6c8b57587fdebe0890e74f4b8b57fefde2b2bf89ba60a126
Qwen,Soft,5,2,False,15.748402309417724,16.067935943603516,18.107595443725586,18.358684539794922,6.145230507850647,2.8155566736251213e-08,16.132479244313956,0.017439975014716565,17.389465318364618,43366.88758055454,0,3d5b7573d56f5c07c0ffa012b1376b15cda5e3a8e43718751b65044aeafe94c7,013ee582fd336d1bda8204581fe0bb49a79a0a42aac01dc4fcef4c2b875b9022
Qwen,Soft,5,3,False,15.735606384277343,16.0682635307312,18.101390647888184,18.351362228393555,5.481521987915039,2.8155221835298977e-08,16.078201536677255,0.008813090112374761,15.271997634821204,43366.29806716943,0,8da66777116c52192ba115ce567f1732acd9f7c4881806ae2c6da22b0f4e72f1,65558416bfa793e456742beb582d826e676b615e96d03955391990cc0cc48a6a
Qwen,Soft,5,4,False,15.720686340332032,16.066728591918945,18.103584671020506,18.346763610839844,5.1872498273849486,2.8154805267476594e-08,16.044889482698395,0.007430631738671469,13.8355500996983,43365.63231175175,0,2c315bf5adb0be50d6e2e0ce75ac8d71120d8fab21a58d22f0968a2705001f06,56f057d9edfd8fc9e7abca276a48971d5ef2444c2e9a9bffda72fa20f52342e2
Qwen,Soft,5,5,True,15.706853294372559,16.06670570373535,18.108914184570313,18.34286117553711,5.031091594696045,2.8154333938904045e-08,16.021296547195398,0.006660859956385333,0.0,43364.9033760663,0,d41251566f03596dc3aa5dac387cc798b5ff8c5aeb71429479ae812e7c784bbc,1906b4fb7f7ba73700cedff2672668773f53b819cc8caf676f15ff5f8af50003
Qwen,Soft,6,0,False,15.706853294372559,16.06670570373535,18.108914184570313,18.34286117553711,5.031091594696045,2.815433393890411e-08,16.021296547195398,0.006660859956385333,29.901597386194872,43364.903376066344,0,d41251566f03596dc3aa5dac387cc798b5ff8c5aeb71429479ae812e7c784bbc,29025c6277edfb3d12ae815838f269330350fad27b11cc3c3209c7f07fb66292
Qwen,Soft,6,1,False,15.684168815612793,16.056596755981445,18.09472522735596,18.3048095703125,4.826198887825012,2.815299109854312e-08,15.985806274254847,0.004865006882714991,21.78509975180009,43363.379102400664,0,2f286a0938f4d7644417f0423b6bd6c28ebfd05d413de482bfd010c0d25f3599,4fa8743bfe014889c3bb0748fedf957275724f6aa7e1ca63b457ad601d6849a8
Qwen,Soft,6,2,False,15.649932670593262,16.033876419067383,18.081192207336425,18.280149459838867,4.701371526718139,2.8151972036448646e-08,15.94376841916512,0.004445013609810099,19.451291316003697,43361.90981738782,0,8c4a0d80b5ad7562f7ad5c585300ade664e9fe4a267184a889fa6c58be7628e7,bd6ad459f601c363056200fa0e44dc96bf4195126986c148aef10185df8dfa3a
Qwen,Soft,6,3,False,15.619320487976074,16.004072189331055,18.066461944580077,18.24813461303711,4.560502004623413,2.8151099440358695e-08,15.904351891416136,0.004708749713707392,18.37335837076585,43360.42950575103,0,764e424e2384611de01b64c59ba17cd04409906f011e84bdbf5d16fe22c52b92,15ff11437d68d12b4bd3f5e430b1110ec0fe8bc981d1cc7510d0ee1d20d0c3cb
Qwen,Soft,6,4,False,15.581222248077392,15.9732027053833,18.048124885559083,18.220478057861328,4.472858834266662,2.8150347825784178e-08,15.860775953369407,0.00462850367337611,17.705138686162172,43359.03691597444,0,3e5e1f610c2826b46a6203a73e5cf9321a19d4d1e552e0ef9b2caecc149e4bbf,f8efb9ef94e5f1f5c515621dec8d898068c937c02b594b8f3e59a5ff51ffcd19
Qwen,Soft,6,5,True,15.549516105651856,15.946485042572021,18.029902839660643,18.209421157836914,4.411185145378113,2.8149643356152594e-08,15.825215205387632,0.004183466156745654,0.0,43357.70740403798,0,784a3915c76d0d584823ef88b2185927d01740f18563b4c8f426c899f3e11fa4,675d1b22d5fee50008da0425746614592369278194619e2be54c8c46bfb3454a
Qwen,Soft,7,0,False,15.549278450012206,15.946485042572021,18.032059097290038,18.204736709594727,4.412492489814758,2.8149643356152637e-08,15.825059258775275,0.004182806886060815,29.88307921365646,43357.707404038,0,784a3915c76d0d584823ef88b2185927d01740f18563b4c8f426c899f3e11fa4,10e7741d26baad238df7b7a36f8892273f08107b2f708772b7da4d03c9eacff8
Qwen,Soft,7,1,False,15.524083614349365,15.94445514678955,17.986753273010255,18.177106857299805,4.366324543952942,2.814893571985261e-08,15.79697892649536,0.007138805483523353,22.6109530116071,43356.045611290116,0,6386c551692d17ad8758aed621cbf0c922dc87c0a66a873e823076d2c00f292a,950f40c893e6e773c1ddab82d7ec27f9ebf90187f5d15b0d5f6123d5b288aa3d
Qwen,Soft,7,2,False,15.461407089233399,15.900216579437256,17.930212211608886,18.111831665039062,4.333149313926697,2.8148817705099422e-08,15.732228949502636,0.00573314450859051,20.45675792927916,43354.972665058776,0,b0ad6f10255d139273d0e5b9fa21ac53fe9e84900caa790356a79ac4e11c9f02,5e1d24db877751d65fc0e054ba40d9649848c7f31c858ddfbd1cf187018e993a
Qwen,Soft,7,3,False,15.428421020507812,15.874387741088867,17.893978881835938,18.067981719970703,4.243524050712585,2.8148590702943952e-08,15.69364130182594,0.005792302074175077,18.905555622386125,43353.83568718302,0,7a8e796542be8a2ff259d1a11cbdd059889fa122fc5c96e5bed70252c6973725,74fb0c3f1228886ce711f47e368b78580db59a8290977b68360566e4781cd011
Qwen,Soft,7,4,False,15.387518882751465,15.850993633270264,17.861057090759278,18.02672576904297,4.1686264157295225,2.814834186779449e-08,15.648058061882903,0.005138787988072109,18.425527471759274,43352.71998641178,0,e8a00201276ff23ed4fdbef454313479b204b9a1483bfab7593e234973ac3ee4,f2a4b61a451616de3c7e4559a2790cf98e21b81c5c77f2504f2b0c76a89d4cfe
Qwen,Soft,7,5,True,15.349564361572266,15.82526969909668,17.805936431884767,17.99419403076172,4.097106909751892,2.8148046537549118e-08,15.605633571579805,0.004589517357494157,0.0,43351.565643317546,0,833122fb307f94a5ade1f0edcc409bc6ed7e6ff8e2fe6a16767cd2cc719f9faf,f9ac2466fd07940d633edd0e7d95319eed8d3f0d5ec75d19a733c2ea25584174
