model,candidate,status,RS_n,RS_d,RS_rate,rewrite_new_nll_n,rewrite_new_nll_mean,rewrite_new_nll_median,rewrite_new_nll_p90,rewrite_new_nll_max,rewrite_true_nll_n,rewrite_true_nll_mean,rewrite_true_nll_median,rewrite_true_nll_p90,rewrite_true_nll_max,rewrite_strict_n,rewrite_strict_d,rewrite_advantage_n,rewrite_advantage_mean,rewrite_advantage_median,rewrite_advantage_p90,rewrite_advantage_max,PS_n,PS_d,PS_rate,rephrase_new_nll_n,rephrase_new_nll_mean,rephrase_new_nll_median,rephrase_new_nll_p90,rephrase_new_nll_max,rephrase_true_nll_n,rephrase_true_nll_mean,rephrase_true_nll_median,rephrase_true_nll_p90,rephrase_true_nll_max,rephrase_strict_n,rephrase_strict_d,rephrase_advantage_n,rephrase_advantage_mean,rephrase_advantage_median,rephrase_advantage_p90,rephrase_advantage_max,NS_n,NS_d,NS_rate,locality_new_nll_n,locality_new_nll_mean,locality_new_nll_median,locality_new_nll_p90,locality_new_nll_max,locality_true_nll_n,locality_true_nll_mean,locality_true_nll_median,locality_true_nll_p90,locality_true_nll_max,locality_strict_n,locality_strict_d,locality_advantage_n,locality_advantage_mean,locality_advantage_median,locality_advantage_p90,locality_advantage_max,rewrite_accuracy_n,rewrite_accuracy_d,rewrite_accuracy_rate,rewrite_strict_request_success_n,rewrite_strict_request_accuracy_n,rewrite_strict_request_d,rephrase_accuracy_n,rephrase_accuracy_d,rephrase_accuracy_rate,rephrase_strict_request_success_n,rephrase_strict_request_accuracy_n,rephrase_strict_request_d,locality_accuracy_n,locality_accuracy_d,locality_accuracy_rate,locality_strict_request_success_n,locality_strict_request_accuracy_n,locality_strict_request_d,endpoint_W_sha256,terminal_frobenius_squared,retained_history_count,V_ratio,E_T,endpoint_cost,native_net_raw,native_net_normalized,frobenius_net_sq,candidate_id,path_id,effective_T,effective_N,h,parent_T,parent_N,lambda_response,normalization_id,completed_nodes,derived_observation_only,history_append_count,persistent_endpoint_capture_count,prefix_is_sequential_resume_checkpoint,actual_gpu_endpoint_required,native_path_length_normalized,raw_integrated_work
llama3-8b-inst,JV-HOR-T4,TERMINAL_VALID,100,100,1.0,100,0.0013650369810784468,0.0007624103163834661,0.002314319298602641,0.025383764877915382,100,13.846941485404969,13.83613920211792,18.776226043701172,22.339706420898438,100,100,100,13.84557644842389,13.835686767240986,18.776097251281318,22.33900035516126,185,200,0.925,200,2.2034809644761846,0.8584156930446625,6.4226135253906245,11.985787391662598,200,8.79696187067777,8.777042388916016,14.555582904815674,19.478670120239258,112,200,200,6.5934809062015844,6.175726801156998,14.257439167890697,19.478066745679826,875,1000,0.875,1000,10.106643545418978,9.989807605743408,15.548569011688233,22.941246032714844,1000,4.712515544107358,4.1773681640625,9.800296497344972,17.47174835205078,193,1000,1000,-5.3941280013116195,-5.2986602783203125,0.4613762736320497,6.838380932807922,104,104,1.0,100,100,100,118,208,0.5673076923076923,87,37,100,223,1030,0.21650485436893205,55,1,100,f48d5b5a1174f335369729a2baf6092402ae46b643f87b80a72e43f219b6c65e,172.99811216369292,1,2.5326138360748922e-05,0.13344256971138388,SHARED_PARENT_PATH_NOT_ALLOCATED,172.9981020422435,0.21065144983379103,,JV-HOR-T4,S-PATH-T4,4.0,8,0.5,4.0,8,0.1,N0_SOURCE,8,False,1,1,False,True,0.46115972151871104,109.59008974267223
qwen2.5-7b-inst,PRE_EDIT,TERMINAL_VALID,19,100,0.19,100,10.234995729923249,10.487977504730225,15.257204627990722,19.253768920898438,100,5.3855699998512865,4.605304718017578,11.12994728088379,15.537906646728516,1,100,100,-4.849425730071962,-4.697077989578247,1.812217044830324,4.706703186035156,37,200,0.185,200,9.98832066655159,9.970602989196777,14.980077552795409,19.21381187438965,200,5.365551819344983,4.688945531845093,10.566331195831298,18.136266708374023,0,200,200,-4.622768847206608,-3.9582982063293457,0.8972342491149901,7.9447150230407715,847,1000,0.847,1000,10.635042032241822,10.565106868743896,15.502342319488525,23.413558959960938,1000,5.450794018305838,4.784666538238525,10.383815956115724,21.89984130859375,148,1000,1000,-5.184248013935983,-5.135866284370422,0.9610960006713868,8.067150592803955,5,104,0.04807692307692308,19,1,100,8,208,0.038461538461538464,10,0,100,178,1030,0.17281553398058253,57,0,100,cdd5922436375d05aa5b7bae8059da9767e51a6f89eda6ec78b49a2986551428,NOT_RECORDED_SCHEMA_GAP,NOT_APPLICABLE,NOT_RECORDED_SCHEMA_GAP,NOT_APPLICABLE_NO_EULER_TRAJECTORY,ENTRY_OR_OFFICIAL_COMPONENT,,,,,,,,,,,,,,,,,,,,
qwen2.5-7b-inst,O_NATIVE,TERMINAL_VALID,100,100,1.0,100,0.08719763992965454,0.014730884227901697,0.06492645889520646,4.67237663269043,100,13.510636844635009,13.461008071899414,18.317605972290043,22.3706111907959,99,100,100,13.423439204705355,13.403555367141962,18.311173267266717,22.36492098122835,194,200,0.97,200,1.8723717826924986,0.6420910656452179,5.476516580581663,13.433778762817383,200,11.058698644936085,11.328583717346191,15.013163185119627,21.779827117919922,122,200,200,9.186326862243586,9.675571540370584,14.85037174373865,21.775424886029214,813,1000,0.813,1000,9.936645577580668,9.969898223876953,15.0484468460083,23.43119239807129,1000,5.453458226472139,4.773471117019653,10.368629074096681,21.90570068359375,145,1000,1000,-4.483187351108529,-4.6481311321258545,1.546158313751221,13.593200291506946,103,104,0.9903846153846154,100,99,100,130,208,0.625,96,45,100,175,1030,0.16990291262135923,49,0,100,f75561fa2f0f62150d9c07040150269df2f4c4b0f44234212ba2409a0b61b99a,2249.104873469437,1,NOT_RECORDED_SCHEMA_GAP,NOT_APPLICABLE_NO_EULER_TRAJECTORY,ENTRY_OR_OFFICIAL_COMPONENT,2249.104873469437,0.04731182553124718,2249.104873469437,,,,,,,,,,,,,,,,,
qwen2.5-7b-inst,JV-BASE,TERMINAL_VALID,100,100,1.0,100,0.019714453806518577,0.012597283814102411,0.05015113949775699,0.18081346154212952,100,13.657329549789429,13.389645099639893,19.575238990783692,23.827129364013672,100,100,100,13.63761509598291,13.356575046782382,19.573698164441158,23.805337006226182,194,200,0.97,200,2.0629901764786336,0.6298134326934814,6.269457387924193,13.693816184997559,200,10.777787406742572,10.887225151062012,15.476464176177977,22.89147186279297,115,200,200,8.714797230263938,9.113499760627747,14.854998329724186,22.888464328832924,824,1000,0.824,1000,9.891654239237308,9.917616844177246,14.775330352783204,22.47035789489746,1000,5.2860426490372046,4.661598443984985,10.162708377838134,22.792543411254883,145,1000,1000,-4.605611590200104,-4.562455058097839,1.3140280842781071,9.41639855504036,104,104,1.0,100,100,100,123,208,0.5913461538461539,96,40,100,175,1030,0.16990291262135923,53,0,100,81163c07419ffec376fdd9d1e48ca7ffadd45e41713f5f918df82428e4f4ac2f,5616.871648950771,0,0.004495730247366493,0.08805786403846608,SHARED_PARENT_PATH_NOT_ALLOCATED,NOT_RECORDED_SCHEMA_GAP,NOT_RECORDED_SCHEMA_GAP,,JV-BASE,S-PATH-T4,2.0,4,0.5,4.0,8,0.1,N0_SOURCE,4,True,0,0,False,True,0.344430537911372,4186.086014064703
qwen2.5-7b-inst,JV-LAM-001,TERMINAL_VALID,100,100,1.0,100,0.01967597752751317,0.012476274743676186,0.04972578734159471,0.18668822944164276,100,13.649853782653809,13.3974289894104,19.569376373291018,23.635528564453125,100,100,100,13.630177805126296,13.364826834294945,19.56802686039009,23.612155940383673,194,200,0.97,200,2.066041337136994,0.6393710076808929,6.362095355987549,13.66972541809082,200,10.78054784655571,10.88358211517334,15.511596870422363,22.867055892944336,115,200,200,8.714506509418715,9.085338115692139,14.823898513172752,22.86395221296698,824,1000,0.824,1000,9.890915511220694,9.911258220672607,14.746442222595215,22.47213363647461,1000,5.288987299428322,4.663593053817749,10.16359748840332,22.73958396911621,145,1000,1000,-4.601928211792372,-4.572369813919067,1.3171979904174806,9.44610333442688,104,104,1.0,100,100,100,123,208,0.5913461538461539,96,40,100,175,1030,0.16990291262135923,53,0,100,c3c6e5a58b5eb37339f266cc246d7fb8e24a93b3d5aff418255fece99b085eeb,5789.500720767576,1,0.004070524608813367,0.09194794027654382,PATH_TOTAL_IN_COMPUTE_TABLE,5789.500582624195,0.12178704724232682,,JV-LAM-001,S-PATH-LAM-001,2.0,4,0.5,2.0,4,0.01,N0_SOURCE,4,False,1,1,False,True,0.3495096393500078,4371.0120727611675
qwen2.5-7b-inst,JV-LAM-00316,TERMINAL_VALID,100,100,1.0,100,0.019684691395086704,0.012501048855483532,0.04984275400638582,0.1851797252893448,100,13.651603441238404,13.395174026489258,19.571105384826662,23.68399429321289,100,100,100,13.631918749843317,13.362453053472564,19.569755967485253,23.66103051044047,194,200,0.97,200,2.065317560005351,0.6370055675506592,6.338468408584594,13.676119804382324,200,10.77976505458355,10.880985260009766,15.502589035034179,22.873546600341797,115,200,200,8.714447494578199,9.0917387008667,14.834908640407956,22.8704679957591,824,1000,0.824,1000,9.891150574713945,9.907756328582764,14.75155200958252,22.472023010253906,1000,5.28823384412285,4.6628546714782715,10.1634521484375,22.752897262573242,145,1000,1000,-4.602916730591096,-4.570190668106079,1.316382122039795,9.438521414995193,104,104,1.0,100,100,100,123,208,0.5913461538461539,96,40,100,175,1030,0.16990291262135923,53,0,100,9f41bd0fa93e762ecb5f0fb8a38a1735484ef754e10570b20448ce11b73ed81f,5745.281029011606,1,0.004169847779549659,0.09095749003052614,PATH_TOTAL_IN_COMPUTE_TABLE,5745.281144861759,0.12085685392444966,,JV-LAM-00316,S-PATH-LAM-00316,2.0,4,0.5,2.0,4,0.03162277660168379,N0_SOURCE,4,False,1,1,False,True,0.34819080040129574,4323.92814712029
qwen2.5-7b-inst,JV-LAM-0316,TERMINAL_VALID,100,100,1.0,100,0.01982003945799079,0.012615573592483997,0.0508218858391047,0.16998614370822906,100,13.677045364379882,13.385082244873047,19.58360404968262,24.209156036376953,100,100,100,13.657225324921892,13.351082407636568,19.582047099992636,24.190223682671785,193,200,0.965,200,2.0562875084014376,0.6095932424068451,6.107156372070311,13.735047340393066,200,10.77401558548212,10.882262229919434,15.50777359008789,22.931957244873047,115,200,200,8.717728077080682,9.040256634354591,14.676843178865964,22.929122060071677,822,1000,0.822,1000,9.892302500724792,9.89874267578125,14.797617721557618,22.464418411254883,1000,5.280411202661693,4.67333722114563,10.141602230072023,22.888879776000977,148,1000,1000,-4.6118912980630995,-4.5511850118637085,1.2918646335601809,9.351911425590515,104,104,1.0,100,100,100,123,208,0.5913461538461539,95,40,100,178,1030,0.17281553398058253,52,0,100,790b4ae3bcf204778edf299198d51cf36a086fb31c1602f622a3106edbbc15c9,5287.260583867154,1,0.005636816490092774,0.08063959252466621,PATH_TOTAL_IN_COMPUTE_TABLE,5287.26036993002,0.11122199907669436,,JV-LAM-0316,S-PATH-LAM-0316,2.0,4,0.5,2.0,4,0.31622776601683794,N0_SOURCE,4,False,1,1,False,True,0.3352578986858743,3833.4369579975782
qwen2.5-7b-inst,JV-LAM-1,TERMINAL_VALID,100,100,1.0,100,0.02017217635002453,0.012507448438555002,0.05393061786890031,0.1503881812095642,100,13.74174138069153,13.45371675491333,19.587157630920412,25.022375106811523,100,100,100,13.721569204341504,13.423891212441958,19.585741232946752,25.00854186154902,193,200,0.965,200,2.0441010467667367,0.6071467697620392,6.092004442214964,13.773421287536621,200,10.764525774717331,10.907169342041016,15.367251205444337,22.981029510498047,114,200,200,8.720424727950594,8.962143551558256,14.592741944734005,22.97849083598703,822,1000,0.822,1000,9.898005179136991,9.904784202575684,14.861494827270509,22.480453491210938,1000,5.271283586116508,4.631292819976807,10.051514053344727,23.054960250854492,149,1000,1000,-4.626721593020484,-4.533059597015381,1.2856203079223634,9.145822703838348,104,104,1.0,100,100,100,122,208,0.5865384615384616,95,39,100,179,1030,0.17378640776699028,52,0,100,923ffe327246383657474e9a22541018164fd32bee39686517fd4e960a7a50a6,4560.369839414939,1,0.010146335362652026,0.06596457327689206,PATH_TOTAL_IN_COMPUTE_TABLE,4560.369715698922,0.09593123864175498,,JV-LAM-1,S-PATH-LAM-1,2.0,4,0.5,2.0,4,1.0,N0_SOURCE,4,False,1,1,False,True,0.316161786091165,3135.8173473015595
qwen2.5-7b-inst,JV-RES-N2,TERMINAL_VALID,100,100,1.0,100,0.021252729924744928,0.013515513390302658,0.05068937540054322,0.21147939562797546,100,13.483733186721802,13.453476905822754,18.762949371337896,22.349082946777344,100,100,100,13.462480456797056,13.441998565103859,18.758925984869716,22.302958264946938,193,200,0.965,200,2.0434137223789004,0.6459165513515472,6.101357316970823,13.676033973693848,200,10.8822548148036,11.085217475891113,15.50207061767578,22.77204704284668,115,200,200,8.8388410924247,9.186459712684155,14.80384373323759,22.76867066253908,818,1000,0.818,1000,9.836626068741083,9.81833028793335,14.685499858856202,22.376585006713867,1000,5.287152772361413,4.6841139793396,10.141579818725585,22.711938858032227,142,1000,1000,-4.549473296379671,-4.546976566314697,1.3328801155090346,9.825578927993774,104,104,1.0,100,100,100,123,208,0.5913461538461539,95,40,100,172,1030,0.1669902912621359,51,0,100,d1c4974dd1fb81d732cf2bbf21b0dc4df822eb6db60a9f3047d144c1b739d666,6390.156081729869,1,7.767340107991724e-05,0.13122202316918846,PATH_TOTAL_IN_COMPUTE_TABLE,6390.155731201611,0.1344223369209725,,JV-RES-N2,S-PATH-N2,2.0,2,1.0,2.0,2,0.1,N0_SOURCE,2,False,1,1,False,True,0.3846839508078071,6238.019533222632
qwen2.5-7b-inst,JV-RES-N8,TERMINAL_VALID,100,100,1.0,100,0.0195630839408841,0.012163507752120495,0.051169081777334244,0.16615772247314453,100,13.731080503463746,13.375404357910156,19.555321502685548,24.624614715576172,100,100,100,13.711517419522862,13.350269112735987,19.553979881358103,24.61022175103426,193,200,0.965,200,2.085268707701471,0.6050955653190613,5.994842815399169,13.717714309692383,200,10.697515803277492,10.751648902893066,15.382350826263428,22.882049560546875,114,200,200,8.612247095576022,8.986992582678795,14.625578119605779,22.879094679141417,826,1000,0.826,1000,9.924387275576592,9.93322467803955,14.80683059692383,22.52589225769043,1000,5.286524860952049,4.658501625061035,10.171959018707277,22.83589744567871,145,1000,1000,-4.637862414624542,-4.55788791179657,1.3088996887207034,9.132213413715363,104,104,1.0,100,100,100,122,208,0.5865384615384616,95,39,100,175,1030,0.16990291262135923,53,0,100,eb89e4285502649ef0ccb64671843709bc2dd7df3072c21238a932b06e8527d0,5168.405691520059,1,0.010956448389433372,0.07520260089566806,PATH_TOTAL_IN_COMPUTE_TABLE,5168.405564314456,0.10872178759559988,,JV-RES-N8,S-PATH-N8,2.0,8,0.25,2.0,8,0.1,N0_SOURCE,8,False,1,1,False,True,0.33010669591079267,3574.9737887479364
qwen2.5-7b-inst,JV-HOR-T1,TERMINAL_VALID,100,100,1.0,100,0.02506878386542667,0.01203463738784194,0.07236568480730057,0.1537005454301834,100,13.66335124015808,13.207530975341797,19.842092323303227,26.786060333251953,100,100,100,13.638282456292654,13.186092180199921,19.841332297172634,26.781495990231633,189,200,0.945,200,2.270796778727381,0.7963160574436188,6.416220426559448,13.774354934692383,200,10.264408489465714,10.25035572052002,15.05452709197998,22.306636810302734,109,200,200,7.993611710738333,8.328384459018707,14.660906051844357,22.302772369235754,833,1000,0.833,1000,10.058203117102385,9.976895809173584,14.960036563873292,22.725008010864258,1000,5.29781494526565,4.6866514682769775,10.173884105682372,22.86939811706543,149,1000,1000,-4.760388171836734,-4.673258304595947,1.2000638961791998,7.738703727722168,104,104,1.0,100,100,100,117,208,0.5625,91,35,100,179,1030,0.17378640776699028,55,0,100,ea1b4dd957505836e98df014365b488fef4862db898f5bd767f1ba184e479ef7,3544.007214087534,0,0.0673015059123949,0.08245401737986706,SHARED_PARENT_PATH_NOT_ALLOCATED,NOT_RECORDED_SCHEMA_GAP,NOT_RECORDED_SCHEMA_GAP,,JV-HOR-T1,S-PATH-T4,1.0,2,0.5,4.0,8,0.1,N0_SOURCE,2,True,0,0,False,True,0.27324945475138684,3919.6909069533444
qwen2.5-7b-inst,JV-HOR-T4,TERMINAL_VALID,100,100,1.0,100,0.021192276573274285,0.013496988918632269,0.050532120838761345,0.20770129561424255,100,13.48841079235077,13.438384532928467,18.816836357116703,22.346004486083984,100,100,100,13.467218515777494,13.426987450337037,18.81296952948906,22.30059027671814,193,200,0.965,200,2.0407099726388696,0.6382050216197968,6.14331498146057,13.674789428710938,200,10.880932806134224,11.063541412353516,15.602544784545898,22.762495040893555,115,200,200,8.840222833495353,9.162282884120941,14.8611868864391,22.75909085990861,819,1000,0.819,1000,9.837715415775776,9.811389923095703,14.710699653625488,22.372314453125,1000,5.285583186705597,4.671226739883423,10.142664432525635,22.706939697265625,144,1000,1000,-4.552132229070179,-4.557143211364746,1.3402583122253426,9.837870746850967,104,104,1.0,100,100,100,123,208,0.5913461538461539,95,40,100,174,1030,0.16893203883495145,51,0,100,db189a4a02b1d05397c7b4d57b889a620a94f7812cc9528daa899c9d9d299e12,6382.0628918525,1,1.9938048380090042e-05,0.08845686945162322,SHARED_PARENT_PATH_NOT_ALLOCATED,6382.062665373779,0.13425209242816294,,JV-HOR-T4,S-PATH-T4,4.0,8,0.5,4.0,8,0.1,N0_SOURCE,8,False,1,1,False,True,0.36755478101892275,4205.053893853651
