model,path_id,node,t,V_before,V_after,V0,V_ratio,E,qN,qN_ref,gain,response_sq,native_path_length_normalized,actual_barrier_increment,dissipation_residual,speed_bound,speed_excess,velocity_mismatch,model_error_normalized,model_error_raw_activation,finite_step_dissipation_defect,KKT_stationarity,KKT_complementarity,state_version,exit_state_version,node_wall_seconds,training_semantic_forward_count,training_semantic_wall_seconds,lambda_response,T,N,h,support_count,active_direction_count,actual_step_DeltaW_squared,actual_net_DeltaW_squared,actual_step_DeltaW_norm,actual_net_DeltaW_norm,raw_integrated_work_increment,normalized_integrated_work_increment,seconds_main_jvp,seconds_native_dictionary,seconds_primary_NNLS,seconds_shadow_metric_NNLS,training_all_strict,training_strict_event_count,training_event_count,training_request_strict_count,training_strict_tie_count,residual_n,residual_mean,residual_median,residual_p90,residual_max,L8_step_energy_share
llama3-8b-inst,S-PATH-N8,3,1.0,0.09384118938031133,0.05375173302079002,0.5000000272764172,0.10750346017696157,0.1021277959796021,0.038018600836786355,821.2528429248556,0.1827398762532445,0.17893801616956617,0.3062070121469269,0.03913899133860165,-3.0357660829594124e-16,0.46920594690155665,-0.43118734606477027,0.03377339816630687,9.769981487068346e-05,0.00435225246576607,3.6996984909484776e-06,1.1102230246251565e-16,2.163800103699368e-17,12,16,115.2384609952569,10,11.55870958045125,0.1,2.0,8,0.25,4,5,1.9514302609313803,76.94627383091873,1.396936026069691,8.771902520600575,7.805721005309022,0.009504650209196589,15.270813865587115,64.7715276144445,0.037672609090805054,1.7709723599255085,False,572,624,80,0,100,1.4840874511221214,1.5134764960458007,1.6719156517790958,1.758075246308347,0.999120074654254
llama3-8b-inst,S-PATH-N8,4,1.25,0.05375173302079002,0.030795901071408616,0.5000000272764172,0.06159179878281003,0.10765942863152422,0.02212653060768847,821.2528429248556,0.10463211213716517,0.1024194590763961,0.34339448534665545,0.022402668684189192,2.181414771040835e-16,0.2687586651039501,-0.24663213449626162,0.025665167906051802,5.544320856456401e-05,0.002470962254706437,1.5879887724553482e-06,5.551115123125783e-17,2.075748836338824e-20,16,20,121.06602947972715,10,11.63441421277821,0.1,2.0,8,0.25,4,5,1.135717360326203,96.73388718299529,1.0657004083353834,9.83533869182934,4.542869041406997,0.005531632651922118,15.34842935577035,64.22507486306131,0.03768773935735226,2.6989391893148422,False,612,624,89,0,100,1.1227532914382976,1.1425855060446932,1.2722775083602471,1.347385994019001,0.9991436184701511
llama3-8b-inst,S-PATH-N8,5,1.5,0.030795901071408616,0.017648131166318894,0.5000000272764172,0.03529626040712674,0.11087879879038323,0.01287748063543605,821.2528429248556,0.05992333376525579,0.0586355857017123,0.3717642322562554,0.01282583288920382,-1.1687699419393738e-16,0.15397950535704308,-0.14110202472160702,0.019512055607186957,3.1667098309894615e-05,0.0014116338134726705,7.014830457458508e-07,0.0,0.0,20,24,115.97788792662323,10,11.647987764328718,0.1,2.0,8,0.25,4,5,0.6609792980591053,113.32924654410947,0.8130063333450148,10.645621003215805,2.643916895390408,0.0032193701588590124,15.330059189349413,64.42466942034662,0.03647155500948429,2.977674063295126,False,620,624,96,0,100,0.8493605949276821,0.8598747397732172,0.971383561352367,1.0604475326482563,0.9991592219916651
llama3-8b-inst,S-PATH-N8,6,1.75,0.017648131166318894,0.01011608934066492,0.5000000272764172,0.020232177577607206,0.11275257012060837,0.007495085320900553,821.2528429248556,0.03432650622859356,0.03357699769650342,0.39340777246011954,0.00734466469263146,8.337514706413529e-17,0.08824065583159446,-0.0807455705106939,0.014840740276484965,1.8241137891878787e-05,0.0008134393348499681,3.0355347866361723e-07,5.551115123125783e-17,4.803830438352263e-18,24,28,116.50730347260833,10,11.809822531417012,0.1,2.0,8,0.25,4,5,0.38471000336098693,126.85082797041584,0.6202499523264688,11.262807286392492,1.5388400319384832,0.0018737713302251382,15.408962486311793,63.76732434146106,0.035855621099472046,2.94668597728014,False,621,624,97,0,100,0.642510273414131,0.6469294411879891,0.737288922644197,0.8354016104744818,0.9991674784782254
llama3-8b-inst,S-PATH-N8,7,2.0,0.01011608934066492,0.005800135036102252,0.5000000272764172,0.011600269439376925,0.1138433060365763,0.004362943663871746,821.2528429248556,0.019668356919352533,0.01923206255296544,0.40992091810206144,0.004206880712965874,-8.00683304380545e-17,0.050580446703324594,-0.04621750303945285,0.011292802822604035,1.0645512311049986e-05,0.0004746929383489987,1.3297049531531442e-07,2.7755575615628914e-17,5.2562105007988305e-20,28,32,113.07756871171296,10,11.779876401647925,0.1,2.0,8,0.25,4,5,0.223942498092386,137.6574546367513,0.4732256312715806,11.732751366868358,0.8957699718689143,0.0010907359159679365,15.421586010605097,63.911862099543214,0.036838674917817116,2.804145995527506,False,623,624,99,0,100,0.4860102549641611,0.4869387056284894,0.5623443125896526,0.6586797142177411,0.9991693774168013
llama3-8b-inst,S-PATH-LAM-001,0,0.5,0.5000000272764172,0.1274527532325157,0.5000000272764172,0.25490549255921424,0.10450096945486116,0.20900193890972232,821.2528429248556,0.9928299199308891,0.9907399005417923,0.22858364930027383,0.3715022643493529,-4.145989107584569e-16,25.00000136382086,-24.79099942491114,0.0712749270981621,0.00048633278079701034,0.021624002507237103,2.5198353819200214e-05,2.220446049250313e-16,7.142735461054e-20,0,4,105.86302063241601,10,11.30789571814239,0.01,2.0,4,0.5,4,5,42.910858305407835,42.910858305407835,6.550638007507958,6.550638007507958,85.82171825320823,0.10450096945486116,15.01964208856225,61.53218109160662,0.025526009500026703,1.4903536979109049,False,384,624,42,0,100,2.286391553472701,2.342735733448963,2.561517274723809,2.694218436981896,0.9999625338284525
llama3-8b-inst,S-PATH-LAM-001,1,1.0,0.1274527532325157,0.032501547786163154,0.5000000272764172,0.06500309202622338,0.13243149326524373,0.055861047620765124,821.2528429248556,0.25302545589105985,0.25246684541485215,0.3467583585454896,0.09467190020824873,4.8030156241107846e-17,6.372637661625785,-6.31677661400502,0.036351617539853553,0.00011883959338165037,0.005293364064042905,3.1668223208283774e-06,2.220446049250313e-16,5.2479266118310205e-17,4,8,106.81359819695354,10,11.368144845589995,0.01,2.0,4,0.5,4,5,11.469011083870218,98.64861149134458,3.3865928429426257,9.932200737567912,22.93802208365705,0.027930523810382562,15.114438524469733,61.50813252851367,0.02679987996816635,1.8288479931652546,False,608,624,89,0,100,1.1529255907386362,1.1731248852200595,1.3239182001276244,1.4337478839262041,0.9999677162351921
llama3-8b-inst,S-PATH-LAM-001,2,1.5,0.032501547786163154,0.008292362579498957,0.5000000272764172,0.016584724254254196,0.13990357183521457,0.014944157139941655,821.2528429248556,0.06450909018709049,0.06435964861569111,0.4078815070653868,0.02413446442096449,-4.412702842016003e-17,1.6250773893081576,-1.610133232168216,0.018562430170548223,2.9268466393573862e-05,0.0013053175770872108,4.0380991967771396e-07,1.1102230246251565e-16,1.35718711903622e-17,8,12,105.62928959354758,10,11.44246781244874,0.01,2.0,4,0.5,4,5,3.0682329433376063,136.29357972783964,1.7516372179585606,11.674484131122867,6.136465768146432,0.0074720785699708275,15.181648259982467,61.88387279585004,0.028089171275496483,1.6091507859528065,False,622,624,98,0,100,0.5806288430548561,0.583874847983724,0.6773023758310457,0.8170705397082341,0.9999713863512936
llama3-8b-inst,S-PATH-LAM-001,3,2.0,0.008292362579498957,0.0021169708352794508,0.5000000272764172,0.004233941439585395,0.14190488668290546,0.004002629695381808,821.2528429248556,0.01645450902304215,0.01641448272608831,0.4395146767428859,0.006155378595742597,2.3940539221195545e-17,0.4146181289749478,-0.41061549927956603,0.009496833103826138,7.619885631415003e-06,0.0003399034893974161,5.2426540518568654e-08,2.7755575615628914e-17,8.801791777042048e-21,12,15,107.20347665436566,10,11.497780358418822,0.01,2.0,4,0.5,3,5,0.8217927007287936,157.99730597101546,0.9065278267812817,12.569697926800606,1.6435855082538795,0.002001314847690904,15.208257842808962,61.86161228455603,0.028531499207019806,1.5043105408549309,False,623,624,99,0,100,0.29196957835339044,0.2922290281773903,0.3497868320650643,0.4683978255276213,0.9999728290257538
llama3-8b-inst,S-PATH-LAM-1,0,0.5,0.5000000272764172,0.17049081152204115,0.5000000272764172,0.34098160444256925,0.05501244840984991,0.11002489681969982,821.2528429248556,0.8454970530926105,0.7354721562729103,0.1658500051399606,0.27449676734452616,3.608224830031759e-16,0.2500000136382086,-0.1399751168185088,0.21089832773287662,0.010720170574904113,0.47631984020299284,0.0013052912578151998,2.220446049250313e-16,1.4234527590865132e-17,0,4,107.17886297404766,10,11.313797418028116,1.0,2.0,4,0.5,4,5,22.589565180470657,22.589565180470657,4.752848112497459,4.752848112497459,45.17912965284619,0.05501244840984991,15.03169859200716,61.04593994654715,0.02894693613052368,1.494057321920991,False,276,624,24,0,100,2.642625177575047,2.6851888175269423,2.9326785115532346,3.086052133578436,0.9608085975737073
llama3-8b-inst,S-PATH-LAM-1,1,1.0,0.17049081152204115,0.05876993627230623,0.5000000272764172,0.11753986613247959,0.07559088928706181,0.04115688175442382,821.2528429248556,0.28479248092498377,0.24363559917055966,0.2672857998014407,0.091142434372523,2.914335439641036e-16,0.08524540576102058,-0.044088524006596755,0.12260611878970173,0.003173309681153584,0.14141847408618774,0.0002209153164368649,2.220446049250313e-16,4.4378214361174714e-17,4,9,105.75315374694765,10,11.394878897815943,1.0,2.0,4,0.5,5,5,8.450051072119786,58.26744284394484,2.906897155408114,7.633311394404452,16.90010307337134,0.02057844087721191,15.15644164942205,61.73817386478186,0.02826589159667492,1.6320067439228296,False,570,624,81,0,100,1.549096264987316,1.5765780515562753,1.7252755746982495,1.8248709047253946,0.9705473600054744
llama3-8b-inst,S-PATH-LAM-1,2,1.5,0.05876993627230623,0.020440115966664354,0.5000000272764172,0.040880229703196304,0.08317517641133845,0.015168574248553288,821.2528429248556,0.09724240455988455,0.08207383031133096,0.32886618273414353,0.03074553318136523,2.96637714392034e-16,0.029384968136153114,-0.014216393887599826,0.07161629518604222,0.0009858264970008211,0.0439361110388492,3.2153185383883634e-05,5.551115123125783e-17,1.9044599106628742e-19,9,14,105.41736578196287,10,11.46168190985918,1.0,2.0,4,0.5,5,5,3.1143087087617567,87.61407079330658,1.764740408321223,9.360238821381994,6.228617362370572,0.007584287124276644,15.189556052908301,61.907491870224476,0.0329208392649889,1.5641187150031328,False,620,624,96,0,100,0.9115497683214717,0.9193160800788855,1.012421469236293,1.1058161159162552,0.9772639353984625
llama3-8b-inst,S-PATH-LAM-1,3,2.0,0.020440115966664354,0.007164234044579918,0.5000000272764172,0.014328467307501331,0.08594064227436189,0.005530931726046884,821.2528429248556,0.0335702751480529,0.028039343422005952,0.36605129980417195,0.010510416059060994,6.331740687315346e-17,0.010220057983332177,-0.004689126257285293,0.04217849048068049,0.0003191719951978835,0.01421011473128759,4.337724191238318e-06,5.551115123125783e-17,4.089887158433104e-18,14,19,108.07547959499061,10,11.545250590890646,1.0,2.0,4,0.5,5,5,1.1355733779559158,107.89567596823105,1.0656328532641606,10.387284340395762,2.271146702019641,0.002765465863023442,15.239838382229209,62.07230812869966,0.027898412197828293,1.4564388245344162,False,623,624,99,0,100,0.5381526945084504,0.5343289842209791,0.6045093740044389,0.6947910311443302,0.981440298609132
llama3-8b-inst,S-PATH-LAM-00316,0,0.5,0.5000000272764172,0.1286070298787428,0.5000000272764172,0.25721404572573037,0.10244495658904558,0.20488991317809116,821.2528429248556,0.9883554815264939,0.981876293574125,0.2263238350119642,0.36815340342148983,-2.6107588313450947e-16,7.905694581698973,-7.700804668520882,0.07187061342420596,0.0009232604843726189,0.04105404859940291,5.0206668807034616e-05,2.220446049250313e-16,1.0603093606836216e-19,0,4,106.65501513704658,10,11.331242205575109,0.03162277660168379,2.0,4,0.5,4,5,42.06660681145552,42.06660681145552,6.485877489704498,6.485877489704498,84.1332118420671,0.10244495658904558,15.00275680795312,61.051265528425574,0.0263996422290802,1.4702732842415571,False,382,624,42,0,100,2.2966737439169083,2.35267384554654,2.5715669700640023,2.7060438352487344,0.9998482432963174
llama3-8b-inst,S-PATH-LAM-00316,1,1.0,0.1286070298787428,0.03310317370590682,0.5000000272764172,0.06620634380006993,0.13005979375067925,0.055229674323267315,821.2528429248556,0.25411196997939084,0.2523654543264824,0.3438288075910718,0.09463059834638178,1.973247953923618e-17,2.0334556876307786,-1.9782260133075111,0.03681812223873464,0.00023123172724703715,0.010300734795494777,6.447026049127835e-06,1.1102230246251565e-16,3.0691498751119213e-19,4,8,107.87523671239614,10,11.389479994773865,0.03162277660168379,2.0,4,0.5,4,5,11.339380829009192,96.98813850493593,3.3673997132816282,9.84825560720963,22.678763525898592,0.027614837161633658,15.089323049411178,61.42829428054392,0.026079857721924782,1.5587676521390676,False,608,624,89,0,100,1.1635333459361121,1.1826768860517327,1.3350544720023632,1.4424144433568145,0.9998600155646186
llama3-8b-inst,S-PATH-LAM-00316,2,1.5,0.03310317370590682,0.008528201631001014,0.5000000272764172,0.017056402331526936,0.1375094121313308,0.014899236761303102,821.2528429248556,0.0653784342694353,0.06490727903379731,0.4048600224759631,0.024339394457086664,-2.866088442965431e-16,0.5234071334543122,-0.5085078966930091,0.018888036074201232,5.872279376457781e-05,0.002618759069480855,8.351805873309248e-07,0.0,0.0,8,12,110.1839918717742,10,11.466441255062819,0.03162277660168379,2.0,4,0.5,4,5,3.059010461006687,134.28099824478574,1.7490027046882137,11.587967822046528,6.118020273815345,0.007449618380651551,15.16648218408227,62.90991015546024,0.030591195449233055,2.1802840512245893,False,621,624,97,0,100,0.588849080350117,0.5912079472935952,0.6853924336084628,0.8242118271123458,0.9998678769845164
llama3-8b-inst,S-PATH-LAM-00316,3,2.0,0.008528201631001014,0.0021993355802045205,0.5000000272764172,0.004398670920449074,0.13952123913143635,0.0040236540002111,821.2528429248556,0.016834866454395248,0.016707627342824095,0.4365761619013846,0.006265246495010921,5.8817967857338616e-18,0.13484270749563024,-0.13081905349541914,0.009710700079583884,1.548728046847662e-05,0.0006910828422246339,1.1375854811401451e-07,2.7755575615628914e-17,2.004577340237632e-20,12,15,110.81606643274426,10,11.483578830957413,0.03162277660168379,2.0,4,0.5,3,5,0.8261093074579677,155.89130871031801,0.9089055547514097,12.485644104743576,1.6522186433096666,0.00201182700010555,15.181830234825611,62.90873516909778,0.03670033998787403,2.7086889035999775,False,623,624,99,0,100,0.297636258593234,0.2963586822915045,0.35582203803318846,0.47375573136021315,0.9998670761131243
llama3-8b-inst,S-PATH-LAM-0316,0,0.5,0.5000000272764172,0.1428551743335895,0.5000000272764172,0.28571033308087046,0.08154011416406647,0.16308022832813293,821.2528429248556,0.9364608140546513,0.8848903177689305,0.20191596539658085,0.33135960479996707,-4.718447854656915e-16,0.7905694581698972,-0.6274892298417643,0.10940175598436146,0.005181933753622869,0.23020802446555422,0.0004742643633818544,4.440892098500626e-16,1.7872260401374793e-16,0,4,109.18608839064837,10,11.342903696000576,0.31622776601683794,2.0,4,0.5,4,5,33.48252496290218,33.48252496290218,5.78640864119552,5.78640864119552,66.96505056965687,0.08154011416406647,14.989293366670609,62.12396986223757,0.027528218924999237,1.4904156308621168,False,347,624,36,0,100,2.4199440706040374,2.4701360539794446,2.6983248947983394,2.8444321099231935,0.9931554127000007
llama3-8b-inst,S-PATH-LAM-0316,1,1.0,0.1428551743335895,0.04096039307676749,0.5000000272764172,0.08192078168452414,0.10618348741742636,0.049286746506719784,821.2528429248556,0.2667013894660746,0.25111555172401573,0.3129190582664642,0.0941018623857929,6.609296443471635e-16,0.22587386321728464,-0.17658711671056487,0.058507447893798976,0.0013720686832100904,0.06108972914200726,6.646951071299229e-05,1.1102230246251565e-16,1.8686086481533438e-18,4,8,117.75986175611615,10,11.423037057742476,0.31622776601683794,2.0,4,0.5,4,5,10.11922034095196,80.23585195232768,3.181072199896123,8.957446731760546,20.23844034358016,0.024643373253359892,15.075362630188465,63.08584068901837,0.5529491081833839,2.1560717839747667,False,600,624,87,0,100,1.2939535432340035,1.3109885804590133,1.4713756665946203,1.5495392934265155,0.9941782608835945
llama3-8b-inst,S-PATH-LAM-0316,2,1.5,0.04096039307676749,0.011792372281860863,0.5000000272764172,0.02358474327710713,0.11360206167110819,0.014837148507363652,821.2528429248556,0.07624137673319238,0.07154945840664875,0.3738229754380297,0.026822061631634794,-4.0766001685454967e-17,0.0647640679891887,-0.049926919481825045,0.03142437101675942,0.00037476971956278994,0.016701766996467925,8.985270858487965e-06,0.0,0.0,8,12,116.89653427898884,10,11.507000459358096,0.31622776601683794,2.0,4,0.5,4,5,3.0462624144032837,114.21764114377035,1.7453545239874,10.68726537257171,6.092525196285338,0.007418574253681826,15.127363190054893,63.684617241844535,0.037566691637039185,3.048057734966278,False,621,624,97,0,100,0.6925317161920339,0.6969574950950717,0.7954381193494118,0.9133316870471978,0.994912851191112
