arm,comparison,batch,metric,n,before,after,lost,gained,retained,both_failure,strict_lost,strict_gained,delta_pp,delta_new_nll_mean,delta_new_nll_p00,delta_new_nll_p50,delta_new_nll_p95,delta_new_nll_p99,delta_new_nll_p100,delta_true_nll_mean,delta_true_nll_p00,delta_true_nll_p50,delta_true_nll_p95,delta_true_nll_p99,delta_true_nll_p100,delta_desired_nll_mean,delta_desired_nll_p00,delta_desired_nll_p50,delta_desired_nll_p95,delta_desired_nll_p99,delta_desired_nll_p100,desired_nll_worse_count
G48,COHORT_ATWRITE_TO_W10,3,PS,200,187,191,0,4,187,9,5,3,2.0,-0.07459418096517766,-2.7693872451782227,-0.001249037915840745,0.44129449725151,1.2274940848350453,2.0724573135375977,0.08086783375591039,-3.4287281036376953,0.03307294845581055,1.3138689517974815,2.3306495428085285,4.279803037643433,-0.07459418096517766,-2.7693872451782227,-0.001249037915840745,0.44129449725151,1.2274940848350453,2.0724573135375977,88
G48,COHORT_ATWRITE_TO_W10,4,PS,200,195,194,1,0,194,5,2,2,-0.5,-0.009471672443323769,-0.9927377700805664,-0.0018640580237843096,0.4534028887748718,1.4447188881039579,2.013357400894165,0.10353505671024323,-2.530508041381836,0.08528238534927368,1.2504688262939447,1.8727740478515618,2.1759204864501953,-0.009471672443323769,-0.9927377700805664,-0.0018640580237843096,0.4534028887748718,1.4447188881039579,2.013357400894165,76
G48,COHORT_ATWRITE_TO_W10,5,PS,200,196,197,0,1,196,3,4,4,0.5,0.0022743142338367763,-1.393110752105713,-0.0014296267181634903,0.6070603609085079,1.0486633014678954,1.7536789178848267,0.09365277707576752,-3.8749442100524902,0.06423473358154297,1.0335116147994994,2.0479852342605587,2.390864372253418,0.0022743142338367763,-1.393110752105713,-0.0014296267181634903,0.6070603609085079,1.0486633014678954,1.7536789178848267,81
G48,COHORT_ATWRITE_TO_W10,6,PS,200,197,197,0,0,197,3,2,8,0.0,-0.027641803695005365,-1.9711382389068604,-0.0011625210754573345,0.3297075390815733,1.7025838160514752,3.5383005142211914,-0.03695395112037659,-1.5927801132202148,-0.05614614486694336,0.8195402145385737,1.243344349861144,1.730743408203125,-0.027641803695005365,-1.9711382389068604,-0.0011625210754573345,0.3297075390815733,1.7025838160514752,3.5383005142211914,88
G48,COHORT_ATWRITE_TO_W10,7,PS,200,196,196,0,0,196,4,2,2,0.0,-0.0335076435929659,-2.0337066650390625,-0.00015060906298458576,0.2583672344684592,0.4289637291431403,0.7693910598754883,-0.037500314116477966,-1.4410152435302734,-0.02231121063232422,0.6973912715911853,1.4455385112762449,2.6033053398132324,-0.0335076435929659,-2.0337066650390625,-0.00015060906298458576,0.2583672344684592,0.4289637291431403,0.7693910598754883,94
G48,COHORT_ATWRITE_TO_W10,8,PS,200,197,197,0,0,197,3,5,1,0.0,0.011938210300068022,-1.0991206169128418,-0.00017369876150041819,0.19657106995582566,0.49572337388992055,3.0850651264190674,-0.0309344319999218,-1.0934162139892578,-0.030268192291259766,0.4922407746315001,0.7521255922317488,1.5276565551757812,0.011938210300068022,-1.0991206169128418,-0.00017369876150041819,0.19657106995582566,0.49572337388992055,3.0850651264190674,93
G48,COHORT_ATWRITE_TO_W10,9,PS,200,197,197,0,0,197,3,0,0,0.0,-0.0046008135989541185,-1.300241470336914,-0.0001616652007214725,0.12307469844818064,0.3677619171142559,1.037158489227295,-0.01301418237388134,-0.5150442123413086,-0.03127479553222656,0.24028038978576657,0.5903282213211057,1.672257900238037,-0.0046008135989541185,-1.300241470336914,-0.0001616652007214725,0.12307469844818064,0.3677619171142559,1.037158489227295,92
G48,COHORT_ATWRITE_TO_W10,10,PS,200,192,192,0,0,192,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
G48,ATWRITE_TO_W10,0,NS,10000,8387,8088,412,113,7975,1500,320,188,-2.99,-0.5420944507914075,-14.864598368993029,-0.17306280136108398,1.0045937538146967,2.894733695983895,11.96932315826416,0.1313268442134373,-7.074812650680542,0.0,2.1467012882232632,6.223343743681908,16.591265946626663,0.1313268442134373,-7.074812650680542,0.0,2.1467012882232632,6.223343743681908,16.591265946626663,4323
G48,ATWRITE_TO_W5_FIRST500,0,NS,5000,4262,4202,93,33,4169,705,73,58,-1.2,-0.34093290927205816,-11.845099925994873,-0.060773372650146484,0.541230058670044,1.3836493492126505,10.966173768043518,-0.0204625984921935,-5.835689187049866,0.0,0.9204582154750828,2.8561746549606393,10.880151450634003,-0.0204625984921935,-5.835689187049866,0.0,0.9204582154750828,2.8561746549606393,10.880151450634003,1780
G48,W5_TO_W10_FIRST500,0,NS,5000,4202,4015,243,56,3959,742,188,108,-3.74,-0.5764165331197735,-14.676832293858752,-0.3558840751647949,1.186102628707886,3.0975206470489542,13.586413383483887,0.22825369611805071,-6.504951238632202,-0.0061806440353393555,2.527837193012239,6.636570467092213,16.574397213757038,0.22825369611805071,-6.504951238632202,-0.0061806440353393555,2.527837193012239,6.636570467092213,16.574397213757038,2456
G48,W0_TO_W10,0,NS,10000,8820,8088,899,167,7921,1013,627,397,-7.32,-1.6952995800660897,-19.821173667907715,-1.1322526931762695,1.5965555429458596,3.9029090213775683,13.033637046813965,0.05701071434593177,-10.33705735206604,-0.10393261909484863,4.126404631137841,9.020516575574884,18.799324870109558,0.05701071434593177,-10.33705735206604,-0.10393261909484863,4.126404631137841,9.020516575574884,18.799324870109558,4423
G48,COHORT_ATWRITE_TO_W10,1,NS,1000,865,827,56,18,809,117,43,33,-3.8,-1.1814645326005992,-13.36064338684082,-0.8051309585571289,1.5342047214508043,4.698268256187438,9.229833126068115,0.07327230875234818,-6.997594833374023,-0.12002211809158325,3.5859220027923575,7.372502212524404,11.457292556762695,0.07327230875234818,-6.997594833374023,-0.12002211809158325,3.5859220027923575,7.372502212524404,11.457292556762695,442
G48,COHORT_ATWRITE_TO_W10,2,NS,1000,866,814,67,15,799,119,45,35,-5.2,-1.1643877527155309,-13.601808744482696,-0.8161220550537109,1.3713824272155761,3.3570272445678695,11.063703179359436,0.19021296526381049,-6.560375973582268,-0.03781723976135254,3.6474223583936687,7.9264494419097895,15.13546347618103,0.19021296526381049,-6.560375973582268,-0.03781723976135254,3.6474223583936687,7.9264494419097895,15.13546347618103,470
G48,COHORT_ATWRITE_TO_W10,3,NS,1000,860,807,60,7,800,133,50,24,-5.3,-0.9565095123251667,-14.864598368993029,-0.5839645862579346,1.2869259834289541,3.368622136116027,11.96932315826416,0.28810918901429977,-7.074812650680542,-0.01860804855823517,3.341987943649288,8.474151911735525,16.576162979006767,0.28810918901429977,-7.074812650680542,-0.01860804855823517,3.341987943649288,8.474151911735525,16.576162979006767,487
G48,COHORT_ATWRITE_TO_W10,4,NS,1000,816,766,63,13,753,171,42,21,-5.0,-0.7074475125839527,-12.114915926009417,-0.43018555641174316,1.1069646596908553,2.237945127487182,9.642499923706055,0.2599200284802355,-4.880695819854736,0.016778945922851562,3.1455181747674943,6.5303793096542355,16.591265946626663,0.2599200284802355,-4.880695819854736,0.016778945922851562,3.1455181747674943,6.5303793096542355,16.591265946626663,520
G48,COHORT_ATWRITE_TO_W10,5,NS,1000,855,801,63,9,792,136,52,24,-5.4,-0.5769379017339088,-9.870514154434204,-0.35837316513061523,1.4132998466491695,3.014878067970275,7.805710792541504,0.22744099661859218,-3.7838339805603027,-0.01792827993631363,2.5211826413869844,6.640687545947722,13.949639573693275,0.22744099661859218,-3.7838339805603027,-0.01792827993631363,2.5211826413869844,6.640687545947722,13.949639573693275,484
G48,COHORT_ATWRITE_TO_W10,6,NS,1000,806,779,39,12,767,182,29,8,-2.7,-0.3498125454336405,-13.318293571472168,-0.20406901836395264,0.9417559623718246,2.1496865129470817,9.57275390625,0.1369229077473283,-3.2633233070373535,-0.023960169404745102,1.8839021205902098,5.996639919281003,10.254589796066284,0.1369229077473283,-3.2633233070373535,-0.023960169404745102,1.8839021205902098,5.996639919281003,10.254589796066284,466
G48,COHORT_ATWRITE_TO_W10,7,NS,1000,857,841,27,11,830,132,32,21,-1.6,-0.21188359555602074,-9.105072416365147,-0.16875362396240234,1.0578166484832763,3.6640220260620104,5.200527191162109,0.13193057004269212,-4.116361618041992,-0.00481829047203064,1.647447943687438,5.521715507954356,13.106896877288818,0.13193057004269212,-4.116361618041992,-0.00481829047203064,1.647447943687438,5.521715507954356,13.106896877288818,490
G48,COHORT_ATWRITE_TO_W10,8,NS,1000,829,826,20,17,809,154,12,11,-0.3,-0.1955381250185892,-5.034735679626465,-0.12103748321533203,0.6864168643951407,2.0479148197174073,7.388439178466797,0.0006754121938720345,-5.991580247879028,-0.01078798994421959,0.8560876131057736,2.2513511848449705,4.437171936035156,0.0006754121938720345,-5.991580247879028,-0.01078798994421959,0.8560876131057736,2.2513511848449705,4.437171936035156,467
G48,COHORT_ATWRITE_TO_W10,9,NS,1000,820,814,17,11,803,169,15,11,-0.6,-0.0769630299466662,-4.304488182067871,-0.053497314453125,0.4759760856628417,0.9925326347351071,7.423734664916992,0.004784064021194354,-3.9925951957702637,-0.00039184093475341797,0.5546207427978512,1.4006339454650876,4.107545554637909,0.004784064021194354,-3.9925951957702637,-0.00039184093475341797,0.5546207427978512,1.4006339454650876,4.107545554637909,497
G48,COHORT_ATWRITE_TO_W10,10,NS,1000,813,813,0,0,813,187,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C4,ENTRY_TO_ATWRITE,1,RS,100,5,100,0,95,5,0,0,100,95.0,-11.741947663976607,-21.154502960154787,-11.793419017107226,-5.7515792839432835,-4.667549910173392,-2.6645234513271134,10.304421236305497,-1.8365840911865234,10.270754508674145,18.216490345448253,19.85252060659231,22.339219570159912,-11.741947663976607,-21.154502960154787,-11.793419017107226,-5.7515792839432835,-4.667549910173392,-2.6645234513271134,0
C4,ENTRY_TO_ATWRITE,1,PS,200,20,194,0,174,20,6,0,125,87.0,-8.544082775855204,-18.248231887817383,-8.696345213800669,-3.152500417316333,-0.3851287126541193,2.021334409713745,5.142403854662552,-5.309344291687012,4.8459391593933105,13.108900964260085,16.297880311012264,19.35306942462921,-8.544082775855204,-18.248231887817383,-8.696345213800669,-3.152500417316333,-0.3851287126541193,2.021334409713745,2
C4,ENTRY_TO_ATWRITE,1,NS,1000,886,865,24,3,862,111,19,8,-2.1,-0.569141544068465,-14.52303369063884,-0.25516557693481445,0.32981567382812477,0.8172049713134765,1.468414306640625,-0.022698554491624237,-6.3657050132751465,-0.05694982409477234,0.8387987375259395,2.7601346516609175,12.574546247720718,-0.022698554491624237,-6.3657050132751465,-0.05694982409477234,0.8387987375259395,2.7601346516609175,12.574546247720718,411
C4,ENTRY_TO_ATWRITE,2,RS,100,11,100,0,89,11,0,0,100,89.0,-10.959033787241205,-20.642571181815583,-10.925338965433184,-5.732147637067828,-3.7022786370245604,-1.1131531634600833,10.32665839354042,-2.211857318878174,10.485099848359823,18.64441191293299,20.568964473605156,20.796902120113373,-10.959033787241205,-20.642571181815583,-10.925338965433184,-5.732147637067828,-3.7022786370245604,-1.1131531634600833,0
C4,ENTRY_TO_ATWRITE,2,PS,200,28,183,0,155,28,17,0,131,77.5,-8.355064050220536,-18.203555464744568,-8.180475546047091,-2.719101867545398,-0.852413307130338,2.589409351348877,4.910633578915149,-4.367305755615234,4.950198650360107,12.742239975929246,17.560963721796863,18.317970156669617,-8.355064050220536,-18.203555464744568,-8.180475546047091,-2.719101867545398,-0.852413307130338,2.589409351348877,1
C4,ENTRY_TO_ATWRITE,2,NS,1000,881,869,16,4,865,115,8,13,-1.2,-0.3867192283645272,-16.722236417233944,-0.19683837890625,0.4276498317718504,0.9431135129928585,6.630127906799316,-0.0518352830063086,-2.787692070007324,-0.05004143714904785,0.5294482350349426,1.689019489288328,11.066149711608887,-0.0518352830063086,-2.787692070007324,-0.05004143714904785,0.5294482350349426,1.689019489288328,11.066149711608887,405
C4,ENTRY_TO_ATWRITE,3,RS,100,8,100,0,92,8,0,0,99,92.0,-10.303758386650735,-19.903257102356292,-10.100733695056988,-4.328032874152996,-1.7992546945063712,-0.023124399813241325,10.288467420588713,-1.0933809280395508,10.694926977157593,16.533145093917845,19.44802341207862,19.84639374911785,-10.303758386650735,-19.903257102356292,-10.100733695056988,-4.328032874152996,-1.7992546945063712,-0.023124399813241325,0
C4,ENTRY_TO_ATWRITE,3,PS,200,24,190,0,166,24,10,0,124,83.0,-8.402439289965768,-16.944182634353638,-8.193520724773407,-2.4726074099540716,-0.48212404251098706,1.2261962890625,5.2054244243167345,-6.47903835773468,4.631080508232117,13.72615684270858,19.511841662228104,21.197812244296074,-8.402439289965768,-16.944182634353638,-8.193520724773407,-2.4726074099540716,-0.48212404251098706,1.2261962890625,1
C4,ENTRY_TO_ATWRITE,3,NS,1000,880,861,22,3,858,117,5,12,-1.9,-0.526885104894638,-13.454598188400269,-0.23799777030944824,0.30864231586456287,0.7308806228637683,6.895205497741699,-0.04590366540139075,-4.529158592224121,-0.04333341121673584,0.5852850317955016,2.305694055557248,8.553808033466339,-0.04590366540139075,-4.529158592224121,-0.04333341121673584,0.5852850317955016,2.305694055557248,8.553808033466339,393
C4,ENTRY_TO_ATWRITE,4,RS,100,13,100,0,87,13,0,0,99,87.0,-9.8539933959645,-21.35680668381974,-10.085574075870682,-3.3197977539850423,-2.420497680246771,-2.272289877058938,10.411561579192057,-5.650676727294922,10.895735383033752,17.458699274063108,22.440384373664862,23.46278953552246,-9.8539933959645,-21.35680668381974,-10.085574075870682,-3.3197977539850423,-2.420497680246771,-2.272289877058938,0
C4,ENTRY_TO_ATWRITE,4,PS,200,32,196,0,164,32,4,0,149,82.0,-7.754714404366314,-17.860552698373795,-7.674312123679556,-2.2614099415019164,-0.7623328391835124,-0.387725830078125,6.199313644516515,-7.039542198181152,5.874589174985886,13.884601759910579,16.39573436260221,22.651838302612305,-7.754714404366314,-17.860552698373795,-7.674312123679556,-2.2614099415019164,-0.7623328391835124,-0.387725830078125,0
C4,ENTRY_TO_ATWRITE,4,NS,1000,843,811,34,2,809,155,25,13,-3.2,-0.3990472615065519,-16.24606840312481,-0.1568317413330078,0.4001268386840816,1.095843911170959,15.101085662841797,0.13919133321836125,-4.758941888809204,-0.0010691843926906586,1.2452538490295393,5.016155509948729,12.434723258018494,0.13919133321836125,-4.758941888809204,-0.0010691843926906586,1.2452538490295393,5.016155509948729,12.434723258018494,496
C4,ENTRY_TO_ATWRITE,5,RS,100,8,100,0,92,8,0,0,98,92.0,-10.090506839451555,-19.21183695626678,-9.952049899264239,-5.349969114566921,-1.5603469224574589,-0.28431737790378975,10.534350958587602,-0.3076009750366211,10.53275116533041,16.86515575647354,20.733872643113138,21.147988200187683,-10.090506839451555,-19.21183695626678,-9.952049899264239,-5.349969114566921,-1.5603469224574589,-0.28431737790378975,0
C4,ENTRY_TO_ATWRITE,5,PS,200,28,193,0,165,28,7,0,123,82.5,-7.667879726660467,-15.367236256599426,-7.523487150669098,-1.8019521236419702,-0.4691962051391622,0.6331591606140137,5.121362057458609,-5.693942546844482,4.828822612762451,12.809176746010777,15.4968126630783,18.148444771766663,-7.667879726660467,-15.367236256599426,-7.523487150669098,-1.8019521236419702,-0.4691962051391622,0.6331591606140137,1
C4,ENTRY_TO_ATWRITE,5,NS,1000,866,859,9,2,857,132,20,8,-0.7,-0.42501039637625215,-11.561120748519897,-0.18578290939331055,0.32430891990661564,0.9017762947082512,2.5837860107421875,0.03621979574894067,-2.3437247276306152,-0.008376359939575195,0.7265408515930171,1.9600090718269334,9.141571521759033,0.03621979574894067,-2.3437247276306152,-0.008376359939575195,0.7265408515930171,1.9600090718269334,9.141571521759033,465
C4,ENTRY_TO_ATWRITE,6,RS,100,12,100,0,88,12,0,0,100,88.0,-10.390342080640258,-19.867113803513348,-10.446016188972862,-5.039130995660526,-1.866880455559,-1.2235901110689156,10.24995767749846,-2.6898932456970215,10.095065236091614,17.20444949865341,19.300811323970567,21.615061029791832,-10.390342080640258,-19.867113803513348,-10.446016188972862,-5.039130995660526,-1.866880455559,-1.2235901110689156,0
C4,ENTRY_TO_ATWRITE,6,PS,200,29,192,0,163,29,8,0,119,81.5,-8.106650436154014,-18.274905713275075,-8.117002129554749,-2.4508376598358277,-0.19138345718384447,0.7510638236999512,5.102199552860111,-5.016846656799316,4.842412926256657,12.925828766822812,15.334065279960631,16.642544269561768,-8.106650436154014,-18.274905713275075,-8.117002129554749,-2.4508376598358277,-0.19138345718384447,0.7510638236999512,2
C4,ENTRY_TO_ATWRITE,6,NS,1000,821,806,21,6,800,173,13,11,-1.5,-0.3237931265030056,-7.737597227096558,-0.14059019088745117,0.4179618835449213,1.0621242046356196,3.729280471801758,0.04067854853253811,-2.0137767791748047,-0.004656895995140076,0.6896225273609154,2.0499295663833608,8.722148418426514,0.04067854853253811,-2.0137767791748047,-0.004656895995140076,0.6896225273609154,2.0499295663833608,8.722148418426514,478
C4,ENTRY_TO_ATWRITE,7,RS,100,9,100,0,91,9,0,0,100,91.0,-9.736916281765808,-17.939989838632755,-9.665532769358833,-3.2899391891864105,-1.7463585332926572,-1.2868086762609892,10.791539866295643,-7.439762115478516,10.811609148979187,18.109641659259793,21.507716026306166,23.904677391052246,-9.736916281765808,-17.939989838632755,-9.665532769358833,-3.2899391891864105,-1.7463585332926572,-1.2868086762609892,0
C4,ENTRY_TO_ATWRITE,7,PS,200,25,196,0,171,25,4,0,145,85.5,-7.592704187374038,-21.544279625319177,-7.661042466759682,-1.3373398091644129,1.0427947664260793,3.3549957275390625,6.046586538078263,-5.695976734161377,5.955499708652496,13.44698874950408,17.72012798048555,20.17661166191101,-7.592704187374038,-21.544279625319177,-7.661042466759682,-1.3373398091644129,1.0427947664260793,3.3549957275390625,6
C4,ENTRY_TO_ATWRITE,7,NS,1000,868,847,25,4,843,128,27,14,-2.1,-0.3589394491277635,-11.245867490768433,-0.18913984298706055,0.358360481262207,1.1674897480010982,12.651800155639648,0.10995522841298953,-2.992539882659912,0.00027635833248496056,0.9957402944564797,3.1912580204009977,14.989194869995117,0.10995522841298953,-2.992539882659912,0.00027635833248496056,0.9957402944564797,3.1912580204009977,14.989194869995117,504
C4,ENTRY_TO_ATWRITE,8,RS,100,14,100,0,86,14,0,0,99,86.0,-9.577729953047292,-16.601136939250864,-9.344438554195222,-4.306971155294741,-1.6451456387930339,-0.9235038397891913,10.55626710228622,-2.789003372192383,10.06899881362915,19.31733157634735,20.84702709436417,21.539389848709106,-9.577729953047292,-16.601136939250864,-9.344438554195222,-4.306971155294741,-1.6451456387930339,-0.9235038397891913,0
C4,ENTRY_TO_ATWRITE,8,PS,200,26,192,0,166,26,8,0,131,83.0,-7.454228512006812,-16.496970323496498,-7.3836077796295285,-2.310861620772638,0.6114938116073576,2.370713233947754,5.69277869223617,-6.718324422836304,5.464813247323036,13.802832850813864,16.69585130691527,18.72709769010544,-7.454228512006812,-16.496970323496498,-7.3836077796295285,-2.310861620772638,0.6114938116073576,2.370713233947754,3
C4,ENTRY_TO_ATWRITE,8,NS,1000,864,831,36,3,828,133,16,6,-3.3,-0.4002144526101183,-17.021726325154305,-0.1245880126953125,0.3851821422576902,0.9139411735534665,1.496920108795166,0.1311573668755591,-2.0433783531188965,-0.0022288253530859947,0.8448572486639019,5.6990242815017655,19.38223123550415,0.1311573668755591,-2.0433783531188965,-0.0022288253530859947,0.8448572486639019,5.6990242815017655,19.38223123550415,491
C4,ENTRY_TO_ATWRITE,9,RS,100,14,100,0,86,14,0,0,99,86.0,-9.671779772292393,-17.685698026558384,-9.479994502122281,-3.857113156522974,-1.775360282862085,-0.17374686733819544,10.567240936101298,-9.317283630371094,10.729050993919373,17.618532925844193,18.536486783027662,21.302967071533203,-9.671779772292393,-17.685698026558384,-9.479994502122281,-3.857113156522974,-1.775360282862085,-0.17374686733819544,0
C4,ENTRY_TO_ATWRITE,9,PS,200,22,199,0,177,22,1,0,142,88.5,-8.223933442846755,-16.169499691575766,-8.325153470039368,-2.4700496390461946,-0.5606741019873923,0.3765735626220703,6.316398579832167,-5.786910057067871,5.957506775856018,15.26400731950998,19.495286006033417,21.27393051981926,-8.223933442846755,-16.169499691575766,-8.325153470039368,-2.4700496390461946,-0.5606741019873923,0.3765735626220703,1
C4,ENTRY_TO_ATWRITE,9,NS,1000,855,819,43,7,812,138,38,8,-3.6,-0.6360351802398218,-15.563355445861816,-0.21276330947875977,0.4779738903045652,0.929917516708373,2.4784936904907227,0.12708481032541022,-12.33004379272461,0.015009045600891113,1.3756360642611978,4.806208903789518,12.304838180541992,0.12708481032541022,-12.33004379272461,0.015009045600891113,1.3756360642611978,4.806208903789518,12.304838180541992,539
C4,ENTRY_TO_ATWRITE,10,RS,100,13,99,0,86,13,1,0,97,86.0,-9.553598593867319,-19.700842385180295,-9.206368896237109,-4.012695297633764,-0.5682474310853282,-0.49289920314913616,10.177288597142324,-5.298768043518066,11.030469417572021,17.428249870240688,18.54343393333258,22.005144476890564,-9.553598593867319,-19.700842385180295,-9.206368896237109,-4.012695297633764,-0.5682474310853282,-0.49289920314913616,0
C4,ENTRY_TO_ATWRITE,10,PS,200,33,193,0,160,33,7,0,127,80.0,-7.537320735715621,-17.548179673962295,-7.415746595710516,-1.8290154848247788,-0.7101870822906542,0.10148000717163086,5.34996905219974,-11.724931001663208,5.210835754871368,12.257989692687987,15.662959339618656,19.036470383405685,-7.537320735715621,-17.548179673962295,-7.415746595710516,-1.8290154848247788,-0.7101870822906542,0.10148000717163086,1
C4,ENTRY_TO_ATWRITE,10,NS,1000,840,814,32,6,808,154,18,12,-2.6,-0.3493898223936558,-14.754860520362854,-0.1351301670074463,0.46045322418212875,0.9349301815032957,4.011343955993652,0.07565674381516874,-3.933770179748535,-0.007400989532470703,0.9195207595825196,2.533911571502685,12.862366735935211,0.07565674381516874,-3.933770179748535,-0.007400989532470703,0.9195207595825196,2.533911571502685,12.862366735935211,473
C4,ATWRITE_TO_W10,0,RS,1000,999,998,1,0,998,1,6,0,-0.1,0.018097794307284858,-0.033752888441085815,1.4897213986841962e-06,0.0021660116675775495,0.020335885190870404,5.271627463400364,-0.11237905263900756,-10.502561569213867,0.0,0.8124947547912594,1.7330713844299315,4.239042282104492,0.018097794307284858,-0.033752888441085815,1.4897213986841962e-06,0.0021660116675775495,0.020335885190870404,5.271627463400364,508
C4,ATWRITE_TO_W5_FIRST500,0,RS,500,500,500,0,0,500,0,1,0,0.0,0.0072585635815885325,-0.001798935467377305,0.0,0.0007639582210685981,0.02194158724509158,1.6300185024738312,-0.07080283451080323,-7.865130424499512,0.0,0.4746929168701169,0.9750340080261225,4.1127119064331055,0.0072585635815885325,-0.001798935467377305,0.0,0.0007639582210685981,0.02194158724509158,1.6300185024738312,227
C4,W5_TO_W10_FIRST500,0,RS,500,500,499,1,0,499,0,4,0,-0.2,0.024420589970275613,-0.016296773217618465,3.1393050448969007e-05,0.0025186337647028173,0.1788565436005589,5.226157404482365,-0.07553135776519776,-2.8173627853393555,-0.022954940795898438,0.9028093338012678,1.6467866516113272,2.6465721130371094,0.024420589970275613,-0.016296773217618465,3.1393050448969007e-05,0.0025186337647028173,0.1788565436005589,5.226157404482365,301
C4,W0_TO_W10,0,RS,1000,71,998,0,927,71,2,0,989,92.7,-11.022396563513924,-21.289402013164363,-10.87486519824597,-5.35145394839592,-2.47809236849571,-0.2029002896451857,10.164491660999017,-6.507469177246094,10.414421990513802,18.051336765289307,20.92699937477708,24.330522298812866,-11.022396563513924,-21.289402013164363,-10.87486519824597,-5.35145394839592,-2.47809236849571,-0.2029002896451857,0
C4,COHORT_ATWRITE_TO_W10,1,RS,100,100,100,0,0,100,0,1,0,0.0,0.03575314765206713,-0.0032361424528062344,5.4377742344513535e-05,0.004399172845296562,0.05401417472750799,3.501323042321019,-0.28722678422927855,-3.3054018020629883,-0.28131103515625,1.5128634929656977,2.1578876113891616,2.4570999145507812,0.03575314765206713,-0.0032361424528062344,5.4377742344513535e-05,0.004399172845296562,0.05401417472750799,3.501323042321019,61
C4,COHORT_ATWRITE_TO_W10,2,RS,100,100,99,1,0,99,0,3,0,-1.0,0.06285075916079222,-0.0032514326740056276,5.345458339434117e-05,0.009525807862519279,2.2564700137823848,2.8056885227560997,-0.24574986696243287,-3.6209757328033447,-0.12584638595581055,1.1449137687683102,2.4249848461151218,4.239042282104492,0.06285075916079222,-0.0032514326740056276,5.345458339434117e-05,0.009525807862519279,2.2564700137823848,2.8056885227560997,58
C4,COHORT_ATWRITE_TO_W10,3,RS,100,100,100,0,0,100,0,1,0,0.0,0.053440219728108786,-0.002687478670850396,6.310079697868787e-05,0.0030464528477750696,0.07262150012192209,5.271627463400364,-0.18242156982421875,-2.9253692626953125,-0.1315464973449707,0.7330400466918945,1.1187409019470254,1.8652572631835938,0.053440219728108786,-0.002687478670850396,6.310079697868787e-05,0.0030464528477750696,0.07262150012192209,5.271627463400364,66
C4,COHORT_ATWRITE_TO_W10,4,RS,100,100,100,0,0,100,0,0,0,0.0,0.0061756087729008865,-0.002273101359605789,2.1156090951990336e-05,0.001353034109342843,0.008975175046365108,0.6137117785401642,-0.06355065822601319,-9.227845191955566,0.04148101806640625,1.0917671203613275,1.735794420242311,2.02700138092041,0.0061756087729008865,-0.002273101359605789,2.1156090951990336e-05,0.001353034109342843,0.008975175046365108,0.6137117785401642,55
C4,COHORT_ATWRITE_TO_W10,5,RS,100,100,100,0,0,100,0,0,0,0.0,0.00017603244545171036,-0.016296773217618465,-4.170869942754507e-07,0.001181993115460499,0.013481595544144515,0.014310066122561693,0.047277917861938475,-2.8173627853393555,0.059215545654296875,1.0134398937225342,1.6467866516113288,1.7546977996826172,0.00017603244545171036,-0.016296773217618465,-4.170869942754507e-07,0.001181993115460499,0.013481595544144515,0.014310066122561693,50
C4,COHORT_ATWRITE_TO_W10,6,RS,100,100,100,0,0,100,0,0,0,0.0,0.0006631436387397116,-0.0007370519451797009,3.134015423711389e-05,0.0021464954246766866,0.007788667720742706,0.04306597029790282,-0.14775976181030273,-2.3247880935668945,-0.024728775024414062,0.4871062755584717,0.5343775558471696,0.852691650390625,0.0006631436387397116,-0.0007370519451797009,3.134015423711389e-05,0.0021464954246766866,0.007788667720742706,0.04306597029790282,60
C4,COHORT_ATWRITE_TO_W10,7,RS,100,100,100,0,0,100,0,0,0,0.0,0.0002471647204765759,-0.0033519151620566845,1.996502760448493e-05,0.0015894036681856937,0.00902636228129271,0.015241138637065887,-0.05683452606201172,-1.9265670776367188,-0.00043201446533203125,0.5990859985351561,0.9834099721908605,1.6657471656799316,0.0002471647204765759,-0.0033519151620566845,1.996502760448493e-05,0.0015894036681856937,0.00902636228129271,0.015241138637065887,64
C4,COHORT_ATWRITE_TO_W10,8,RS,100,100,100,0,0,100,0,1,0,0.0,0.02073361307329833,-0.0007365613710135221,-5.36259904038161e-06,0.0007946360623463985,0.024698439101931948,2.067015628446825,-0.11779789924621582,-10.502561569213867,0.015520095825195312,0.42791819572448725,0.6741956996917735,0.8787364959716797,0.02073361307329833,-0.0007365613710135221,-5.36259904038161e-06,0.0007946360623463985,0.024698439101931948,2.067015628446825,43
C4,COHORT_ATWRITE_TO_W10,9,RS,100,100,100,0,0,100,0,0,0,0.0,0.0009382538810132246,-0.033752888441085815,5.478621460497379e-06,0.0003928663689293898,0.00955780355958325,0.11984906229190528,-0.06972737789154053,-6.9474592208862305,0.013294696807861328,0.25768136978149414,0.41266889572143667,0.6304531097412109,0.0009382538810132246,-0.033752888441085815,5.478621460497379e-06,0.0003928663689293898,0.00955780355958325,0.11984906229190528,51
