entry,batch_raw,batch_effective,arm,reference,panel,metric,numerator,denominator,rate,strict_new_numerator,strict_true_numerator,ties,new_token_correct,new_token_count,true_token_correct,true_token_count,reference_success,loss,recovery,reference_failure,new_nll_lower,new_nll_equal,new_nll_higher,delta_pp,paired_ci_low,paired_ci_high,paired_requests,new_nll_mean,new_nll_median,new_nll_p90,new_nll_max,true_nll_mean,true_nll_median,true_nll_p90,true_nll_max,paired_new_nll_delta_mean,paired_new_nll_delta_median,paired_new_nll_delta_p90,paired_new_nll_delta_max,paired_true_nll_delta_mean,paired_true_nll_delta_median,paired_true_nll_delta_p90,paired_true_nll_delta_max,paired_margin_delta_mean,paired_margin_delta_median,paired_margin_delta_p90,paired_margin_delta_max,margin_mean,margin_median,margin_p90,margin_max
Early,100,100,W0,OS,Fixed100,PS,20,200,10.0,0,43,0,0,202,48,206,195,175,0,5,1,0,199,-87.5,-93.0,-81.5,100,10.184147419929504,10.168673992156982,14.7067400932312,18.510709762573242,5.011512755323201,4.745976209640503,9.873642063140867,18.126428604125977,8.832949362048675,8.814741134643555,13.026058039069175,17.941689297556877,-5.065297750066966,-4.887046575546265,0.7319111347198481,6.710049629211426,-13.89824711211564,-13.299572557210922,-6.822972226142885,-1.2028899192810059,-5.172634664606303,-5.062041997909546,-0.023100805282598072,8.013894319534302
Early,100,100,W0,OS,Fixed100,NS,886,1000,88.6,0,171,0,2,1010,200,1030,805,14,95,195,211,0,789,8.099999999999994,4.5,11.702499999999986,100,11.702866084575653,11.75324296951294,16.330898666381835,23.890676498413086,5.548876629311417,5.327506065368652,10.792420864105225,19.437652587890625,2.0949155253446663,1.4223229885101318,6.007134580612183,15.921648025512695,-0.18339828603871866,0.07788196206092834,2.3245035171508794,8.31613564491272,-2.2783138113833847,-1.194461464881897,1.223184871673584,7.0164031982421875,-6.153989455264236,-6.283672571182251,0.4239204406738283,7.564950704574585
Early,100,100,W0,OS,Past100,RS,9,100,9.0,0,21,0,2,103,22,101,100,91,0,0,0,0,100,-91.0,-96.0,-85.0,100,11.18613894701004,10.85815954208374,15.481520748138427,20.289236068725586,4.842690099687024,4.590666055679321,10.067614555358888,15.174306869506836,11.179497738681166,10.857282383047277,15.481112531785039,20.288355619006325,-9.820127874403552,-10.165966026484966,-3.866655826568602,4.178382873535156,-20.999625613084717,-20.800325069532846,-15.313222368474811,-8.669088464579545,-6.343448847323016,-6.7316060066223145,-0.5028900146484329,4.143795967102051
Early,100,100,W0,OS,Past100,PS,20,200,10.0,1,42,0,7,206,44,202,198,178,0,2,1,0,199,-89.0,-94.0,-83.0,100,10.03966965854168,10.453014373779297,13.319989490509034,16.53173065185547,5.0413190257037055,4.445720195770264,10.783466053009032,16.430469512939453,8.431723735931518,8.592695771716535,12.62982189292088,15.59602601826191,-5.4306425506388765,-5.49992698431015,0.5514676570892333,8.839046001434326,-13.862366286570396,-13.042867365991697,-6.711848013103008,2.642452836036682,-4.998350632837973,-4.931807994842529,-0.04924793243408265,5.98350191116333
Early,100,100,W0,OS,Past100,NS,885,1000,88.5,3,193,0,31,1030,203,1010,785,23,123,215,215,0,785,10.0,6.6000000000000005,13.902499999999987,100,11.025999406546354,11.058510780334473,15.443328666687012,24.468547821044922,5.324927805387997,4.632241725921631,11.057780551910401,19.25225067138672,2.1587222594553603,1.5041375160217285,6.336116838455201,14.068401396274567,-0.10943949412507936,0.045652635395526886,2.349094581604004,13.370521850767545,-2.26816175358044,-1.2504148483276367,1.1523097991943363,17.6656153871445,-5.7010716011583575,-5.754847288131714,0.30118265151977547,9.116420269012451
Early,100,100,W0,ENTRY,Current100,RS,10,100,10.0,0,24,0,0,101,27,103,19,11,2,81,19,0,81,-9.0,-16.0,-3.0,100,10.954056465625763,11.173062324523926,15.084982013702396,22.305124282836914,4.872373762074858,4.284566402435303,10.396711444854741,16.08781623840332,1.594347893446684,1.1815190315246582,4.727471542358399,9.738739967346191,0.22333667512983083,-0.032362520694732666,3.018273687362673,7.250079154968262,-1.371011218316853,-0.7956828325986862,0.8981342881917984,5.761280536651611,-6.081682703550905,-5.787683844566345,0.02331266403198528,3.6313538551330566
Early,100,100,W0,ENTRY,Current100,PS,22,200,11.0,0,50,0,0,202,56,206,33,17,6,167,53,0,147,-5.5,-10.5,-0.5,100,9.887660593390464,9.942129135131836,13.412011909484862,17.81965446472168,4.715172799034044,4.300474643707275,10.039195156097412,14.000256538391113,0.8424939066171646,0.8814363479614258,3.2271644115447993,7.883859634399414,0.18531736294738949,-0.0015806034207344055,2.0075156688690186,6.888645172119141,-0.6571765436697752,-0.5528128743171692,2.0983463764190673,5.837047576904297,-5.172487794356421,-4.600456118583679,0.19130105972290018,5.9833807945251465
Early,100,100,W0,ENTRY,Current100,NS,900,1000,90.0,9,230,0,9,1010,260,1030,832,21,89,168,274,0,726,6.799999999999997,4.0,10.000000000000002,100,10.790035949859767,10.52429485321045,15.878272247314454,22.766633987426758,5.0716207626602845,4.6044323444366455,10.726598072052003,17.215763092041016,1.4100054911714397,0.9174380302429199,4.858025550842286,16.098990961443633,0.08357682314619888,0.12478887289762497,2.1826922416687013,8.79122942686081,-1.3264286680252408,-0.6446055769920349,1.4159150123596191,9.088664531707764,-5.718415187199484,-5.5702327489852905,-0.0320347785949698,9.542202949523926
Early,100,100,W0,ENTRY,Fixed100,RS,5,100,5.0,0,21,0,0,101,24,103,100,95,0,0,0,0,100,-95.0,-99.0,-90.0,100,11.743397884368896,11.794819831848145,16.157978439331057,21.156511306762695,4.899287044950761,4.411773681640625,9.811371326446537,15.272212982177734,11.67894206729834,11.792010864592157,16.1492660727934,21.155714710010216,-9.217302787355147,-9.297536611557007,-2.586063671112058,6.807878017425537,-20.89624485465349,-20.701996683492325,-13.9466630498413,-7.051299095153809,-6.844110839418136,-6.767681121826172,-1.4714265823364252,4.406460762023926
Early,100,100,W0,ENTRY,Fixed100,PS,20,200,10.0,0,43,0,0,202,48,206,193,173,0,7,1,0,199,-86.5,-92.5,-80.0,100,10.184147419929504,10.168673992156982,14.7067400932312,18.510709762573242,5.011512755323201,4.745976209640503,9.873642063140867,18.126428604125977,8.752608307696937,8.759807549184188,12.823059562506387,17.85110431909561,-4.8828128130547706,-4.7685863971710205,0.7133801460266099,5.1457295417785645,-13.635421120751708,-13.167160242795944,-6.747313924133778,-1.4390649795532227,-5.172634664606303,-5.062041997909546,-0.023100805282598072,8.013894319534302
Early,100,100,W0,ENTRY,Fixed100,NS,886,1000,88.6,0,171,0,2,1010,200,1030,828,16,74,172,220,0,780,5.799999999999997,3.2000000000000006,8.599999999999998,100,11.702866084575653,11.75324296951294,16.330898666381835,23.890676498413086,5.548876629311417,5.327506065368652,10.792420864105225,19.437652587890625,1.7932670459034852,1.2117469310760498,5.0613984107971195,14.9103422164917,-0.023361741628672463,0.12277960777282715,2.1711314439773566,8.451557636260986,-1.8166287875321578,-0.9031188488006592,1.118016719818116,8.56737995147705,-6.153989455264236,-6.283672571182251,0.4239204406738283,7.564950704574585
Early,100,100,W0,ENTRY,Past100,RS,9,100,9.0,0,21,0,2,103,22,101,100,91,0,0,0,0,100,-91.0,-96.0,-85.0,100,11.18613894701004,10.85815954208374,15.481520748138427,20.289236068725586,4.842690099687024,4.590666055679321,10.067614555358888,15.174306869506836,11.183766145954687,10.857299624040024,15.481155775926892,20.288421366771217,-9.768468113928392,-10.49269200861454,-4.232113027572624,3.8636369705200195,-20.95223425988308,-20.749727662754594,-15.056211064080705,-8.9148911217344,-6.343448847323016,-6.7316060066223145,-0.5028900146484329,4.143795967102051
Early,100,100,W0,ENTRY,Past100,PS,20,200,10.0,1,42,0,7,206,44,202,198,178,0,2,1,0,199,-89.0,-94.0,-83.0,100,10.03966965854168,10.453014373779297,13.319989490509034,16.53173065185547,5.0413190257037055,4.445720195770264,10.783466053009032,16.430469512939453,8.355490338747332,8.48855106625706,12.614143148181029,15.580292545258999,-5.270689544728957,-5.351291887462139,0.4901741504669189,8.22842264175415,-13.626179883476288,-12.643792647868395,-6.221004295349123,2.7761309146881104,-4.998350632837973,-4.931807994842529,-0.04924793243408265,5.98350191116333
Early,100,100,W0,ENTRY,Past100,NS,885,1000,88.5,3,193,0,31,1030,203,1010,798,18,105,202,214,0,786,8.699999999999989,5.797499999999999,12.202499999999986,100,11.025999406546354,11.058510780334473,15.443328666687012,24.468547821044922,5.324927805387997,4.632241725921631,11.057780551910401,19.25225067138672,1.9187004419844598,1.2636361122131348,5.649554347991944,14.281004667282104,-0.023979113790555857,0.12632352113723755,2.1997891187667853,8.558111190795898,-1.9426795557750156,-1.0340121984481812,1.1270393848419196,6.295016646385193,-5.7010716011583575,-5.754847288131714,0.30118265151977547,9.116420269012451
Early,100,100,ENTRY,N,Current100,RS,19,100,19.0,4,18,0,4,101,21,103,100,81,0,0,0,0,100,-81.0,-88.0,-73.0,100,9.359708572179079,9.374644756317139,14.595693397521977,18.13981819152832,4.649037086945027,4.097961187362671,9.070108032226564,14.225873947143555,9.358159868668226,9.373405280290172,14.595096292987003,18.139517233357765,-9.91020850898698,-9.96536660194397,-3.191064453124997,5.051082611083984,-19.268368377655207,-18.55785018694587,-12.056563257485685,-5.56087686806859,-4.710671485234052,-4.870846331119537,1.2184820652008115,4.984062179923058
Early,100,100,ENTRY,N,Current100,PS,33,200,16.5,3,45,0,3,202,51,206,195,162,0,5,4,0,196,-81.0,-87.5,-74.5,100,9.0451666867733,8.999003887176514,13.184486007690428,20.466463088989258,4.529855436086654,4.265218019485474,8.873763275146484,15.090424537658691,7.417974448137975,7.4024162967689335,11.72329499218613,16.66887812659843,-5.821571023464203,-5.707057952880859,-0.6368886470794687,5.715435028076172,-13.239545471602177,-12.687444772571325,-5.295515280961991,-0.27703094482421875,-4.515311250686645,-4.433933973312378,0.8379080772399902,5.536396145820618
Early,100,100,ENTRY,N,Current100,NS,832,1000,83.2,21,211,0,21,1010,241,1030,813,12,31,187,342,0,658,1.9000000000000057,0.20000000000000004,4.0,100,9.380030458688328,9.216894626617432,13.925547218322755,21.136255264282227,4.988043939514085,4.646070241928101,9.969994735717773,17.66609764099121,0.46413307641952994,0.14199113845825195,1.3556071281433106,14.295923471450806,-0.22269885492511093,-0.028502941131591797,0.37045078277587895,2.5046944618225098,-0.6868319313446409,-0.1630387306213379,0.3355921745300294,5.623381614685059,-4.391986519174242,-4.29831600189209,1.1667494773864748,17.407461424765643
Early,100,100,ENTRY,N,Fixed100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,56,0,44,0.0,0.0,0.0,100,0.06445581707055681,0.0021354372147470713,0.008002477791160355,4.587549209594727,14.116589832305909,14.406755924224854,19.599307823181153,26.54628562927246,0.008426468104080414,-1.3228316674940288e-05,0.000283275113906712,0.8772317171096802,0.05741142749786377,0.06404924392700195,0.3472291946411134,1.277414321899414,0.048984959393783355,0.06405955349327996,0.3472583644252155,1.2793176267296076,14.052134015235351,14.405786127696047,19.59332904294133,26.546121491555823
Early,100,100,ENTRY,N,Fixed100,PS,193,200,96.5,133,2,0,135,202,8,206,194,1,0,6,103,0,97,-0.5,-1.5,0.0,100,1.4315391122325674,0.35040368139743805,4.274380445480345,8.987529754638672,9.894325568377973,9.44559621810913,15.00569086074829,21.667287826538086,-0.0009265310074260924,-6.800316623412073e-05,0.14087615013122554,0.6441748142242432,-0.009304170608520507,-0.0034809112548828125,0.2826662540435791,0.8712825775146484,-0.008377639601094415,0.014908373355865479,0.30027242898941037,0.9657193124294281,8.462786456145404,8.49993148446083,14.12181902937591,21.664592920336872
Early,100,100,ENTRY,N,Fixed100,NS,828,1000,82.8,14,139,0,18,1010,169,1030,818,7,17,182,363,0,637,1.0,-0.10000000000000002,2.1,100,9.909599038672168,9.759490966796875,14.969497108459473,22.705055236816406,5.572238370940089,5.2329442501068115,10.497782993316651,23.217815399169922,0.16878970137098803,0.08159542083740234,0.7093037605285645,10.77097749710083,-0.0808969781062333,0.005899608135223389,0.38374896049499513,4.007755279541016,-0.24968667947722134,-0.06516909599304199,0.34483100175857545,4.203705787658691,-4.337360667732079,-4.227227807044983,1.8326131820678715,10.375457072164863
Early,100,100,ENTRY,N,Past100,RS,100,100,100.0,100,0,0,103,103,1,101,100,0,0,0,51,0,49,0.0,0.0,0.0,100,0.0023728010553531933,0.0011332167778164148,0.0050924236420542,0.02814844809472561,14.611158213615418,14.434603691101074,19.05439033508301,25.900177001953125,3.9178226033982354e-05,-3.5760913306148723e-06,0.00018948417855426685,0.00694047287106514,-0.030315961837768555,-0.004445075988769531,0.17488975524902348,0.514857292175293,-0.030355140063802535,-0.004492189851589501,0.17491376505931844,0.5148910234420327,14.608785412560064,14.433960740578186,19.054042554981425,25.892876440193504
Early,100,100,ENTRY,N,Past100,PS,198,200,99.0,126,0,0,132,206,2,202,198,0,0,2,102,0,98,0.0,0.0,0.0,100,1.684179319794348,0.34394192695617676,5.41764440536499,11.002031326293945,10.312008570432663,9.992403507232666,14.957755279541015,22.220462799072266,0.01680665862502792,-4.523240932030603e-06,0.13134490251541137,0.6027722358703613,0.019721556305885315,0.009279251098632812,0.29316072463989257,0.8848333358764648,0.0029148976808573935,-0.0037526926025748253,0.2938149660825729,1.0070419609546661,8.627829250638316,8.490488037467003,14.250283184368163,22.217827695654705
Early,100,100,ENTRY,N,Past100,NS,798,1000,79.80000000000001,22,174,0,51,1030,184,1010,792,9,15,208,420,0,580,0.6000000000000085,-0.40249999999999997,1.7000000000000002,100,9.107298964561895,9.094051361083984,13.704884815216065,21.73881721496582,5.348906919178553,4.881555557250977,10.560424041748048,18.164936065673828,0.1155658287173137,0.04633378982543945,0.5605558395385744,6.895265579223633,-0.053799224491522184,-0.02093759924173355,0.31672301292419436,7.61999506567372,-0.16936505320883588,-0.07686853408813477,0.3955912113189698,16.983927675231826,-3.7583920453833417,-3.8444607257843018,2.2437693119049076,13.886314317584038
Early,100,100,ENTRY,OS,Current100,RS,19,100,19.0,4,18,0,4,101,21,103,100,81,0,0,0,0,100,-81.0,-88.0,-73.0,100,9.359708572179079,9.374644756317139,14.595693397521977,18.13981819152832,4.649037086945027,4.097961187362671,9.070108032226564,14.225873947143555,9.358245086197348,9.373279210878536,14.59499354080763,18.13945097514079,-9.935733401793987,-10.091193616390228,-3.4063182353973365,5.122365951538086,-19.293978487991335,-18.528724997187965,-12.017090821669262,-5.2741449203458615,-4.710671485234052,-4.870846331119537,1.2184820652008115,4.984062179923058
Early,100,100,ENTRY,OS,Current100,PS,33,200,16.5,3,45,0,3,202,51,206,196,163,0,4,3,0,197,-81.5,-88.0,-74.5,100,9.0451666867733,8.999003887176514,13.184486007690428,20.466463088989258,4.529855436086654,4.265218019485474,8.873763275146484,15.090424537658691,7.476292436245712,7.617902398109436,11.756025445461272,16.66833338350989,-5.776903368234635,-5.717790007591248,-0.600641059875489,6.8254008293151855,-13.253195804480347,-12.807945507229306,-5.598763811588288,-0.21738910675048828,-4.515311250686645,-4.433933973312378,0.8379080772399902,5.536396145820618
Early,100,100,ENTRY,OS,Current100,NS,832,1000,83.2,21,211,0,21,1010,241,1030,784,11,59,216,312,0,688,4.799999999999997,2.5,7.5,100,9.380030458688328,9.216894626617432,13.925547218322755,21.136255264282227,4.988043939514085,4.646070241928101,9.969994735717773,17.66609764099121,0.6609783246230218,0.25557756423950195,2.071887779235841,15.690693736076355,-0.30242472516582347,-0.04755479097366333,0.5812314987182619,3.965379238128662,-0.9634030497888453,-0.304729700088501,0.48177728652954116,5.698973655700684,-4.391986519174242,-4.29831600189209,1.1667494773864748,17.407461424765643
Early,100,100,ENTRY,OS,Fixed100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,43,0,57,0.0,0.0,0.0,100,0.06445581707055681,0.0021354372147470713,0.008002477791160355,4.587549209594727,14.116589832305909,14.406755924224854,19.599307823181153,26.54628562927246,0.005366565172153059,3.366939927218482e-05,0.0013895977754145913,0.9777704775333405,0.10118308067321777,0.028029918670654297,1.0635480880737318,4.921449661254883,0.09581651550106471,0.0279946317023132,1.0660172403673653,4.948384213959798,14.052134015235351,14.405786127696047,19.59332904294133,26.546121491555823
Early,100,100,ENTRY,OS,Fixed100,PS,193,200,96.5,133,2,0,135,202,8,206,195,2,0,5,62,0,138,-1.0,-2.5,0.0,100,1.4315391122325674,0.35040368139743805,4.274380445480345,8.987529754638672,9.894325568377973,9.44559621810913,15.00569086074829,21.667287826538086,0.08034105435173843,0.00874030776321888,0.4113858938217163,1.8249993324279785,-0.1824849370121956,-0.12438106536865234,0.5822067260742186,1.5875730514526367,-0.26282599136393403,-0.21992677450180054,0.6106360754347403,2.129457712173462,8.462786456145404,8.49993148446083,14.12181902937591,21.664592920336872
Early,100,100,ENTRY,OS,Fixed100,NS,828,1000,82.8,14,139,0,18,1010,169,1030,805,8,31,195,333,0,667,2.299999999999997,0.6,4.1000000000000005,100,9.909599038672168,9.759490966796875,14.969497108459473,22.705055236816406,5.572238370940089,5.2329442501068115,10.497782993316651,23.217815399169922,0.30164847944118084,0.1681596040725708,1.1403253555297852,11.477746486663818,-0.1600365444100462,-0.015905756503343582,0.6102628707885743,5.210819482803345,-0.461685023851227,-0.18805336952209473,0.4522244334220886,5.443525552749634,-4.337360667732079,-4.227227807044983,1.8326131820678715,10.375457072164863
Early,100,100,ENTRY,OS,Past100,RS,100,100,100.0,100,0,0,103,103,1,101,100,0,0,0,45,0,55,0.0,0.0,0.0,100,0.0023728010553531933,0.0011332167778164148,0.0050924236420542,0.02814844809472561,14.611158213615418,14.434603691101074,19.05439033508301,25.900177001953125,-0.004268407273521006,1.906091347336769e-05,0.0004630192881450058,0.0015567815862596035,-0.05165976047515869,-0.05677366256713867,0.550210189819336,2.642638683319092,-0.04739135320163768,-0.05686089655500837,0.5502926341512648,3.042089430615306,14.608785412560064,14.433960740578186,19.054042554981425,25.892876440193504
Early,100,100,ENTRY,OS,Past100,PS,198,200,99.0,126,0,0,132,206,2,202,198,0,0,2,66,0,134,0.0,0.0,0.0,100,1.684179319794348,0.34394192695617676,5.41764440536499,11.002031326293945,10.312008570432663,9.992403507232666,14.957755279541015,22.220462799072266,0.0762333971841872,0.004575597122311592,0.3604588508605957,3.611616849899292,-0.15995300590991973,-0.15270280838012695,0.4724644660949706,2.0256409645080566,-0.23618640309410693,-0.17459321022033691,0.32621237710118267,1.5155724696815014,8.627829250638316,8.490488037467003,14.250283184368163,22.217827695654705
Early,100,100,ENTRY,OS,Past100,NS,798,1000,79.80000000000001,22,174,0,51,1030,184,1010,785,11,24,215,326,0,674,1.3000000000000114,-0.0025000000000000716,2.7,100,9.107298964561895,9.094051361083984,13.704884815216065,21.73881721496582,5.348906919178553,4.881555557250977,10.560424041748048,18.164936065673828,0.2400218174709007,0.16809144616127014,0.9895062685012821,6.8056721687316895,-0.08546038033452351,-0.015612125396728516,0.5538934707641602,7.620240516844206,-0.3254821978054242,-0.17473262548446655,0.5640792965888979,17.593470878782682,-3.7583920453833417,-3.8444607257843018,2.2437693119049076,13.886314317584038
Early,100,100,ENTRY,ENTRY,Current100,RS,19,100,19.0,4,18,0,4,101,21,103,19,0,0,81,0,100,0,0.0,0.0,0.0,100,9.359708572179079,9.374644756317139,14.595693397521977,18.13981819152832,4.649037086945027,4.097961187362671,9.070108032226564,14.225873947143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.710671485234052,-4.870846331119537,1.2184820652008115,4.984062179923058
