entry,batch_raw,endpoint,reference,context_index,goal_component_sq,goal_sq,perpendicular_sq,request_index,response_change_sq,signed_goal_inner,zero_goal
Early,100,BF1,OS,2,3.7846381266057584e-17,14.114970889469394,1.980857122103989e-14,8,1.9846417602305948e-14,-2.3112779362122648e-08,False
Early,100,BF1,OS,3,1.0264394792517185e-19,18.51501726802026,7.918773345272184e-15,8,7.91887598922011e-15,1.378569718328503e-09,False
Early,100,BF1,OS,4,1.4556935479566178e-18,16.414326935284116,2.3827723705946816e-14,8,2.3829179399494773e-14,4.888172441080982e-09,False
Early,100,BF1,OS,5,9.727786270395584e-18,15.666904210264459,1.944916978310161e-14,8,1.9458897569372005e-14,1.2345213472282014e-08,False
Early,100,BF1,OS,0,4.652854572601736e-16,6.122687614945583,2.279464804225137e-14,9,2.3259933499511546e-14,-5.337412768918249e-08,False
Early,100,BF1,OS,1,5.465549740289379e-16,6.6577830876391655,1.7214744661679456e-13,9,1.726940015908235e-13,6.032283533252499e-08,False
Early,100,BF1,OS,2,1.9075160198252423e-15,6.7764925801629685,1.9718624999395598e-13,9,1.9909376601378124e-13,1.136937472110395e-07,False
Early,100,BF1,OS,3,1.1390522501714982e-16,8.100310074548638,5.986298934745792e-14,9,5.997689457247508e-14,3.037544471691152e-08,False
Early,100,BF1,OS,4,1.1584743399063894e-17,7.621258120722739,1.1692011866048434e-13,9,1.169317034038834e-13,9.396292870414632e-09,False
Early,100,BF1,OS,5,1.9890665532094406e-16,6.397842888756836,3.461421346739025e-13,9,3.4634104132922344e-13,3.5673148589261206e-08,False
Early,100,BF1,OS,0,1.4428498717017325e-19,6.596675771074114,8.00924235354014e-15,10,8.00938663852731e-15,-9.756030335106698e-10,False
Early,100,BF1,OS,1,2.7084191981835523e-17,7.477576218461966,1.4569823710574932e-13,10,1.4572532129773115e-13,-1.4231096579660738e-08,False
Early,100,BF1,OS,2,4.1981149432751564e-16,7.184807103541582,3.995345316495962e-13,10,3.999543431439237e-13,5.492052991908163e-08,False
Early,100,BF1,OS,3,2.7453802085231004e-18,7.787502835480685,2.0087935639544503e-13,10,2.0088210177565355e-13,4.623814027223218e-09,False
Early,100,BF1,OS,4,1.34096360050845e-16,7.490755621083623,1.4866393070394146e-13,10,1.4879802706399234e-13,3.1693580782513684e-08,False
Early,100,BF1,OS,5,1.2003556599676524e-15,7.014452863661136,2.2257454444467533e-13,10,2.2377490010464298e-13,-9.175967630976012e-08,False
Early,100,BF1,OS,0,1.7854018660701217e-17,8.247347103073178,2.6153040411812115e-14,11,2.6170894430472817e-14,-1.2134590602057765e-08,False
Early,100,BF1,OS,1,9.637122378706377e-17,8.9544653973795,1.6245113641995963e-13,11,1.6254750764374672e-13,-2.9376058086550326e-08,False
Early,100,BF1,OS,2,1.171854399827569e-15,8.467564847999357,2.1041851285029355e-13,11,2.115903672501211e-13,9.961301683491623e-08,False
Early,100,BF1,OS,3,1.6305502961068732e-16,9.14917285773739,5.347897842962762e-14,11,5.364203345923831e-14,-3.862406828949622e-08,False
Early,100,BF1,OS,4,4.632701553738164e-17,8.595145755987632,1.662943179159637e-13,11,1.663406449315011e-13,1.9954634824614028e-08,False
Early,100,BF1,OS,5,7.9189419590586e-18,8.376364312531122,3.398254194634111e-13,11,3.398333384053701e-13,8.144442449846627e-09,False
Early,100,BF1,OS,0,5.331668915408891e-19,4.37017730168056,3.9706679341789645e-15,12,3.971201101070506e-15,1.5264448392980252e-09,False
Early,100,BF1,OS,1,2.5084418152103363e-18,4.925132797825137,1.4931010271473236e-13,12,1.4931261115654755e-13,3.5148839320137514e-09,False
Early,100,BF1,OS,2,1.115919762822964e-16,4.726113297911986,9.850242123679128e-14,12,9.861401321307356e-14,2.2965110995770083e-08,False
Early,100,BF1,OS,3,1.9537294470897816e-16,4.901415946009746,8.265817564909601e-14,12,8.2853548593805e-14,-3.0945178406586476e-08,False
Early,100,BF1,OS,4,1.3680225561666863e-16,4.852134937010293,1.3555569725569743e-13,12,1.3569249951131408e-13,-2.576398656922974e-08,False
Early,100,BF1,OS,5,1.5753856730706627e-16,4.719352530649726,2.2469000785473993e-13,12,2.2484754642204702e-13,2.7266830330926532e-08,False
Early,100,BF1,OS,0,1.6762808731908925e-18,4.808204057576056,4.3666117369613605e-15,13,4.368288017834552e-15,2.8389963888870277e-09,False
Early,100,BF1,OS,1,5.609962751450462e-17,6.084149383054197,3.2053127983199287e-14,13,3.210922761071378e-14,1.8474807553312798e-08,False
Early,100,BF1,OS,2,2.5540513059770857e-18,5.578566285093979,4.020837318727188e-14,13,4.0210927238577845e-14,3.7746449509753916e-09,False
Early,100,BF1,OS,3,1.5639017441695016e-20,5.972747241269403,2.6328500870830286e-14,13,2.6328516509847728e-14,-3.056270575080812e-10,False
Early,100,BF1,OS,4,5.938853105880019e-17,6.033699168506976,6.744851015926936e-14,13,6.750789869032816e-14,1.8929673279492527e-08,False
Early,100,BF1,OS,5,1.201851263901794e-17,5.309417881370997,6.110148815621967e-14,13,6.111350666885868e-14,7.988197913990688e-09,False
Early,100,BF1,OS,0,7.278566032263038e-19,4.68237504415295,3.4463453547365265e-15,14,3.447073211339753e-15,-1.846103354275914e-09,False
Early,100,BF1,OS,1,2.691539560281865e-16,5.334576064491577,1.0254757581887598e-13,14,1.0281672977490419e-13,-3.7892245268539866e-08,False
Early,100,BF1,OS,2,1.1580179314974902e-17,5.328746626340144,2.2261287692057143e-13,14,2.2262445709988641e-13,-7.855433880893303e-09,False
Early,100,BF1,OS,3,2.8812844397842257e-18,5.428388336581186,1.1383551176387502e-13,14,1.1383839304831477e-13,-3.954836386918875e-09,False
Early,100,BF1,OS,4,1.291207661093968e-16,5.36566950005648,9.901185688172237e-14,14,9.914097764783177e-14,2.6321461899695407e-08,False
Early,100,BF1,OS,5,2.5437261469938796e-17,5.197085043633168,3.0539086333354387e-13,14,3.054163005950138e-13,1.1497808971121636e-08,False
Early,100,BF1,OS,0,1.3954483538960415e-17,4.796022357271229,1.3144911987570777e-14,15,1.3158866471109736e-14,-8.180832172647688e-09,False
Early,100,BF1,OS,1,4.3341975509025106e-16,4.987572845775684,1.5838980484783804e-13,15,1.5882322460292828e-13,-4.649422116038598e-08,False
Early,100,BF1,OS,2,3.8023351215939414e-17,4.945577758386713,2.6672088876984725e-13,15,2.6675891212106317e-13,1.3713039053137577e-08,False
Early,100,BF1,OS,3,5.332796065090672e-16,5.097355278348876,2.1322620323365967e-13,15,2.1375948284016874e-13,5.213746845671359e-08,False
Early,100,BF1,OS,4,3.8783269567844236e-16,5.051979312790613,2.221421844734777e-13,15,2.2253001716915617e-13,4.426423788332188e-08,False
Early,100,BF1,OS,5,2.081455995988043e-17,4.8530506263916005,4.937502261928604e-13,15,4.937710407528202e-13,-1.0050577757092536e-08,False
Early,100,BF1,OS,0,1.9122840039083416e-18,9.599603136572796,4.1822684328009346e-15,16,4.184180716804843e-15,4.284526522491896e-09,False
Early,100,BF1,OS,1,7.77550424524525e-19,11.66479050259052,1.7561875906389016e-14,16,1.7562653456813537e-14,3.0116378944486183e-09,False
Early,100,BF1,OS,2,1.5732337344502548e-16,10.771346158049244,7.826373317534841e-14,16,7.842105654879344e-14,-4.11653314589889e-08,False
Early,100,BF1,OS,3,2.3190840152946957e-17,11.155549396298529,4.382083867256989e-14,16,4.384402951272284e-14,-1.6084357707656936e-08,False
Early,100,BF1,OS,4,6.539251789731331e-18,11.76308779415182,4.6044393698314046e-14,16,4.6050932950103783e-14,-8.77050699279546e-09,False
Early,100,BF1,OS,5,9.297622838453392e-17,10.526076486347955,6.405090564620105e-14,16,6.414388187458559e-14,3.1283780004784585e-08,False
Early,100,BF1,OS,0,1.80316235207695e-17,6.688994550245488,1.3479695565843308e-14,17,1.3497727189364077e-14,1.0982414646265434e-08,False
Early,100,BF1,OS,1,2.74045243405452e-16,7.024123924242178,1.0571276816058149e-13,17,1.0598681340398694e-13,4.387399857009851e-08,False
Early,100,BF1,OS,2,1.6387145610427717e-19,7.003796116840496,1.0868031096049778e-13,17,1.0868047483195389e-13,-1.0713180050405828e-09,False
Early,100,BF1,OS,3,4.097310812547495e-17,7.1858512795061715,7.299619701543811e-14,17,7.303717012356359e-14,1.7158865389319565e-08,False
Early,100,BF1,OS,4,4.777082193275136e-17,7.127249095681832,1.7607985484028737e-13,17,1.7612762566222012e-13,-1.845195240130919e-08,False
Early,100,BF1,OS,5,8.824460789565452e-16,6.928849360596031,3.745376530949951e-13,17,3.7542009917395165e-13,-7.819421941511105e-08,False
Early,100,BF1,OS,0,1.205955489958059e-19,5.153734970815301,5.1946151919936575e-15,18,5.194735787542654e-15,-7.88363810803334e-10,False
Early,100,BF1,OS,1,4.372070932142959e-18,5.666258996808018,1.3501845290504e-13,18,1.3502282497597216e-13,-4.977276991884002e-09,False
Early,100,BF1,OS,2,7.712356167244249e-18,5.624820202841308,1.053964508780426e-13,18,1.0540416323420985e-13,-6.586396342539919e-09,False
Early,100,BF1,OS,3,1.8355557397839033e-17,5.75260680475151,5.750603861894003e-14,18,5.752439417633787e-14,-1.0275811617182154e-08,False
Early,100,BF1,OS,4,2.194434871802794e-18,5.71774272118027,8.528133557178076e-14,18,8.528353000665256e-14,3.542204682871189e-09,False
Early,100,BF1,OS,5,1.1837124006799455e-18,5.4107653262646185,1.5119065907254115e-13,18,1.5119184278494184e-13,2.53076866067772e-09,False
Early,100,BF1,OS,0,1.274701967043976e-19,7.013053791912224,5.430199110063851e-15,19,5.430326580260555e-15,9.454921186099717e-10,False
Early,100,BF1,OS,1,1.7338764906412315e-18,7.813190628126444,6.045003622698986e-14,19,6.04517701034805e-14,3.6806395567899386e-09,False
Early,100,BF1,OS,2,1.0483019486989417e-16,7.554196532408468,1.2576146417992637e-13,19,1.2586629437479627e-13,2.814085809952956e-08,False
Early,100,BF1,OS,3,9.299944354602195e-18,8.615836023544036,3.054937052140021e-14,19,3.055867046575481e-14,-8.9513571924785e-09,False
Early,100,BF1,OS,4,1.248826010647261e-16,7.56205324697811,9.57872070449974e-14,19,9.591208964606214e-14,-3.073058539749257e-08,False
Early,100,BF1,OS,5,6.799985923044174e-18,7.433488202296996,7.255912052592937e-14,19,7.25659205118524e-14,7.1096846016356115e-09,False
Early,100,BF1,OS,0,1.8547709246893228e-18,5.828982905244551,3.845415310660475e-15,20,3.847270081585164e-15,-3.2880736021504584e-09,False
Early,100,BF1,OS,1,9.547929652689442e-19,7.006440206570306,8.029653487018754e-14,20,8.029748966315282e-14,-2.586445402634824e-09,False
Early,100,BF1,OS,2,8.516177032066174e-18,6.890997944591719,1.2852105591926684e-13,20,1.285295720962989e-13,-7.660610838813521e-09,False
Early,100,BF1,OS,3,1.942421912076435e-17,7.036664698809879,5.71308216477782e-14,20,5.715024586689897e-14,-1.1691095628256163e-08,False
Early,100,BF1,OS,4,1.6521262650908422e-18,7.425839160605161,3.1068449583082384e-13,20,3.106861479570889e-13,-3.50263099934548e-09,False
Early,100,BF1,OS,5,1.98543282230168e-18,6.665238718445233,1.2794644775893825e-13,20,1.2794843319176057e-13,3.6377718070375378e-09,False
Early,100,BF1,OS,0,1.0111916896220658e-17,6.212520573255809,4.805298135044824e-15,21,4.815410051941044e-15,7.925937909977837e-09,False
Early,100,BF1,OS,1,1.390729543862755e-16,7.368432848466549,1.0066237513656447e-13,21,1.0080144809095074e-13,3.20117123164807e-08,False
Early,100,BF1,OS,2,1.905936785596232e-16,6.9886827799165845,2.062105024752271e-13,21,2.0640109615378674e-13,3.649655818444522e-08,False
Early,100,BF1,OS,3,8.268637641262454e-20,7.4435082220974405,5.052711326531025e-14,21,5.052719595168667e-14,7.84523245470021e-10,False
Early,100,BF1,OS,4,1.6156091125806146e-16,7.229029705412874,1.412526181645637e-13,21,1.414141790758218e-13,-3.4174970763968466e-08,False
Early,100,BF1,OS,5,1.0067376444374245e-15,6.9070037637574595,2.6409149407766994e-13,21,2.650982317221074e-13,-8.338789300159592e-08,False
Early,100,BF1,OS,0,4.676705395715467e-18,6.897297724403442,7.814848762004437e-15,22,7.819525467400155e-15,5.6794920092886464e-09,False
Early,100,BF1,OS,1,2.2502884977742518e-17,7.713960926327213,1.0985214168654469e-13,22,1.0987464457152244e-13,-1.3175218231511059e-08,False
Early,100,BF1,OS,2,1.5894900421900136e-16,7.208508565181139,1.4070135108505202e-13,22,1.4086030008927102e-13,-3.3849449897150234e-08,False
Early,100,BF1,OS,3,3.1056955940860453e-18,7.740714840391552,6.903009128195431e-14,22,6.90331969775484e-14,-4.903091267239527e-09,False
Early,100,BF1,OS,4,1.0657870070249443e-16,7.491618067418733,8.448053993752142e-14,22,8.458711863822391e-14,2.82568030708504e-08,False
Early,100,BF1,OS,5,2.1888163303744234e-18,7.1899883465985965,2.0360118045569607e-13,22,2.0360336927202646e-13,3.9670598569011795e-09,False
Early,100,BF1,OS,0,8.636911578054709e-18,5.813912614571475,1.5828431835137255e-14,23,1.583706874671531e-14,-7.086201321906589e-09,False
Early,100,BF1,OS,1,1.6886467679286276e-17,6.107819214529329,4.908348343760397e-13,23,4.90851720843719e-13,1.0155761505523512e-08,False
Early,100,BF1,OS,2,2.289573384782601e-16,6.108992212065335,5.276459339079021e-13,23,5.278748912463804e-13,3.7399179104077907e-08,False
Early,100,BF1,OS,3,1.1997111431886022e-16,6.289164491026428,8.638975264010979e-14,23,8.650972375442865e-14,-2.7468492352567296e-08,False
Early,100,BF1,OS,4,3.3777349865212157e-17,6.268558562312529,5.925551325857554e-13,23,5.925889099356205e-13,-1.4551126956693131e-08,False
Early,100,BF1,OS,5,2.6644849951423187e-16,5.995386496779403,3.1948103338092127e-13,23,3.197474818804355e-13,3.996825910738118e-08,False
Early,100,BF1,OS,0,4.1162004906665627e-20,4.11845206298291,1.0595096833464738e-14,24,1.0595137995469644e-14,4.117326122914843e-10,False
Early,100,BF1,OS,1,7.637462336202832e-18,4.4573350206756555,2.0848012766776553e-13,24,2.0848776513010171e-13,-5.834614669388904e-09,False
Early,100,BF1,OS,2,5.200270345626672e-18,4.367460502440492,1.278440282549021e-13,24,1.2784922852524774e-13,4.765708272286194e-09,False
Early,100,BF1,OS,3,3.997346944935374e-17,4.464854166859793,1.4350717641762722e-13,24,1.4354714988707657e-13,1.3359480215741543e-08,False
Early,100,BF1,OS,4,8.367794227488215e-20,4.427671855264735,1.4600956370555796e-13,24,1.4600964738350024e-13,-6.086858548684722e-10,False
Early,100,BF1,OS,5,7.485633396388885e-17,4.309111955949685,4.262520412256475e-13,24,4.263268975596114e-13,-1.7960075825629355e-08,False
Early,100,BF1,OS,0,2.3830103529486777e-19,6.582582347374403,6.526384807178262e-15,25,6.526623108213556e-15,1.2524520702577967e-09,False
Early,100,BF1,OS,1,9.723871754451307e-17,7.0934707770102365,9.605448044169645e-14,25,9.615171915924096e-14,2.6263282378559537e-08,False
Early,100,BF1,OS,2,3.461322792163184e-16,6.941084899766528,2.1428192097848038e-13,25,2.146280532576967e-13,4.901564583467364e-08,False
Early,100,BF1,OS,3,3.92668488937207e-17,7.129564287775112,8.45687850088311e-14,25,8.460805185772482e-14,-1.673187149024677e-08,False
Early,100,BF1,OS,4,2.4655453256451606e-16,7.0715395255344005,1.540542860289718e-13,25,1.5430084056153634e-13,-4.175548014607943e-08,False
Early,100,BF1,OS,5,2.11743958080017e-16,6.847755015866097,1.8972734818801662e-13,25,1.8993909214609664e-13,-3.807848146948322e-08,False
Early,100,BF1,OS,0,7.165701453146369e-17,4.213120620713833,1.6513024035825416e-14,26,1.658468105035688e-14,-1.7375259581983244e-08,False
Early,100,BF1,OS,1,2.2435379386252282e-17,4.845578135209182,8.8455373385032e-14,26,8.847780876441825e-14,-1.0426523093013647e-08,False
Early,100,BF1,OS,2,2.2089011242638794e-16,4.800999058483818,2.151115434953354e-13,26,2.1533243360776178e-13,-3.256521490467203e-08,False
Early,100,BF1,OS,3,3.439353800829247e-16,5.0966263880327025,8.328417784368e-14,26,8.362811322376293e-14,4.186776963140849e-08,False
Early,100,BF1,OS,4,1.1711815334279284e-15,4.691316177230252,4.3713381420538273e-13,26,4.383049957388107e-13,7.412410454260998e-08,False
Early,100,BF1,OS,5,3.432289232629271e-19,4.507462125167301,1.3157993031303296e-13,26,1.3158027354195618e-13,1.2438212781061426e-09,False
Early,100,BF1,OS,0,2.508907642280048e-19,3.9916604537417566,5.504239063981569e-15,27,5.504489954745796e-15,1.0007351007024654e-09,False
Early,100,BF1,OS,1,4.2757066530720444e-17,4.415276411689916,1.049809403626048e-13,27,1.0502369742913551e-13,-1.3739878721668046e-08,False
Early,100,BF1,OS,2,5.961777254704412e-18,4.466603887786082,8.995866207374312e-14,27,8.996462385099782e-14,-5.160319511811005e-09,False
Early,100,BF1,OS,3,1.9576212794145574e-16,4.396567813658894,7.577392502967605e-14,27,7.59696871576175e-14,-2.933737327779668e-08,False
Early,100,BF1,OS,4,4.563250841727447e-17,4.493673504904356,1.5405546346626866e-13,27,1.5410109597468595e-13,1.431983219304721e-08,False
Early,100,BF1,OS,5,2.573860041789757e-16,4.210273133007915,1.986555219051542e-13,27,1.9891290790933316e-13,3.291907316749675e-08,False
Early,100,BF1,OS,0,4.6747328147858575e-18,8.584829133148737,1.722083575826664e-14,28,1.722551049108143e-14,6.334965071573798e-09,False
Early,100,BF1,OS,1,1.8163042372849124e-16,8.820137592007114,1.4638424333994632e-13,28,1.4656587376367482e-13,4.002505875298431e-08,False
Early,100,BF1,OS,2,7.342275315032443e-18,8.692757451715547,1.4166910322295338e-13,28,1.416764454982684e-13,7.989031133829394e-09,False
Early,100,BF1,OS,3,3.1123703401715815e-17,8.985430791312588,8.534407398838513e-14,28,8.537519769178684e-14,-1.6723034499918297e-08,False
Early,100,BF1,OS,4,1.5030595213223153e-16,8.765997719697985,1.704768904739351e-13,28,1.706271964260673e-13,-3.629850731983584e-08,False
Early,100,BF1,OS,5,8.031413019915877e-17,8.73231369752327,2.284837737484404e-13,28,2.2856408787863953e-13,-2.6482601444019457e-08,False
Early,100,BF1,OS,0,4.082523744357106e-17,9.300031214499413,1.93762834218512e-14,29,1.941710865929477e-14,-1.948527604537747e-08,False
Early,100,BF1,OS,1,8.051786269545707e-21,9.541583796470636,1.8801983894968178e-13,29,1.8801984700146804e-13,-2.771764661765895e-10,False
Early,100,BF1,OS,2,2.243407463964909e-17,9.504951077744177,3.55756172174833e-13,29,3.5577860624947264e-13,-1.4602560800226989e-08,False
Early,100,BF1,OS,3,1.781767768553484e-18,10.123206082626773,1.101589457482486e-13,29,1.1016072751601715e-13,4.247022758645044e-09,False
Early,100,BF1,OS,4,4.0900602228274204e-18,10.059417222278274,8.125081079651662e-14,29,8.125490085673944e-14,6.414329446299547e-09,False
Early,100,BF1,OS,5,3.8936023202745806e-16,9.396196188490315,4.2122940980443076e-13,29,4.216187700364582e-13,6.048557785229555e-08,False
Early,100,BF1,OS,0,5.903875483199705e-18,4.976628276826387,4.75416189769585e-15,30,4.7600657731790495e-15,5.420460651324175e-09,False
Early,100,BF1,OS,1,9.630315340085354e-18,5.440772387409685,6.448266620741691e-14,30,6.4492296522757e-14,7.238532571204214e-09,False
Early,100,BF1,OS,2,5.150517209629708e-16,5.2924368684901335,1.185130410167202e-13,30,1.1902809273768318e-13,-5.2209948450498575e-08,False
Early,100,BF1,OS,3,2.9234792109047305e-17,5.633205023717543,3.744358859945084e-14,30,3.747282339155989e-14,-1.2832987874069828e-08,False
Early,100,BF1,OS,4,3.130945344073767e-17,5.376812984889717,5.6772165274143183e-14,30,5.6803474727583926e-14,1.2974786156617697e-08,False
Early,100,BF1,OS,5,8.639399753179412e-17,5.1990786102176605,1.4760416955816902e-13,30,1.476905635557008e-13,2.1193611882327847e-08,False
Early,100,BF1,OS,0,3.0901542660592085e-18,7.542346741374837,1.3853576513494246e-14,31,1.3856666667760305e-14,-4.827733936222792e-09,False
Early,100,BF1,OS,1,3.92698506138262e-17,8.526820024563555,5.096871330788109e-14,31,5.100798315849492e-14,1.829882369376766e-08,False
Early,100,BF1,OS,2,8.050372897780609e-16,7.8861138459762365,1.8930627271515256e-13,31,1.9011131000493063e-13,7.96782010178816e-08,False
Early,100,BF1,OS,3,3.2665704081539203e-18,9.25448152590253,2.865468232890505e-14,31,2.8657948899313206e-14,-5.4982193022214335e-09,False
Early,100,BF1,OS,4,7.274755609925669e-17,9.435697872184633,3.34996219149201e-14,31,3.3572369471019354e-14,2.6199693896921554e-08,False
