arm,batch,scope,metric,numerator,denominator,rate,request_denominator,pair_strict_num,ties,bit_order_sha256,new_nll_prompt_n,new_nll_prompt_mean,new_nll_prompt_median,new_nll_prompt_q25,new_nll_prompt_q75,new_nll_prompt_p90,new_nll_prompt_max,new_nll_request_n,new_nll_request_mean,new_nll_request_median,new_nll_request_q25,new_nll_request_q75,new_nll_request_p90,new_nll_request_max,new_strict_num,new_strict_den,new_token_correct,new_token_den,true_nll_prompt_n,true_nll_prompt_mean,true_nll_prompt_median,true_nll_prompt_q25,true_nll_prompt_q75,true_nll_prompt_p90,true_nll_prompt_max,true_nll_request_n,true_nll_request_mean,true_nll_request_median,true_nll_request_q25,true_nll_request_q75,true_nll_request_p90,true_nll_request_max,true_strict_num,true_strict_den,true_token_correct,true_token_den,margin_prompt_n,margin_prompt_mean,margin_prompt_median,margin_prompt_q25,margin_prompt_q75,margin_prompt_p90,margin_prompt_max,margin_request_n,margin_request_mean,margin_request_median,margin_request_q25,margin_request_q75,margin_request_p90,margin_request_max,arm_display_label,validation_origin
MEMIT_ORIGINAL,30,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,NS,24653,30000,0.8217666666666666,3000,1341,0,fd675326d1553b3810a6e77eae5418404fd91aae7fa18b5ca25f978f9ba542b1,30000,9.982059170198475,9.978641033172607,7.227750897407532,12.72944164276123,15.17622737884522,27.16143035888672,3000,9.982059170198474,9.96091248989105,7.793329179286957,12.037406826019287,13.97562213897705,22.59966125488281,689,30000,1062,30400,30000,5.307119444182355,4.722395420074463,1.981604427099228,7.950738549232483,10.939789485931398,27.424564361572266,3000,5.307119444182355,5.064046859741211,3.4186699975281956,6.900860047340393,8.748499425649642,16.5292631149292,5796,30000,6172,30390,30000,-4.674939726016119,-4.654292106628418,-8.267168283462524,-1.1878509521484375,1.8084207534790042,24.070779948029667,3000,-4.674939726016119,-4.5209143370389935,-7.427661295980215,-1.9328580231347585,0.0806092548370348,13.212737219955306,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,40,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,RS,3999,4000,0.99975,4000,3999,0,b82d837065f6f2cf76dfb2cc3d238fd18159c6d180c46ad7da5083210dcb56cb,4000,0.016977078888288248,0.003919064532965422,0.0012705298431683332,0.011726878583431244,0.029289522394537925,8.921083450317383,4000,0.016977078888288248,0.003919064532965422,0.0012705298431683332,0.011726878583431244,0.029289522394537925,8.921083450317383,3996,4000,4049,4053,4000,13.692985976040363,13.352338790893555,10.369415044784546,16.51938819885254,19.94538822174072,30.592164993286133,4000,13.692985976040363,13.352338790893555,10.369415044784546,16.51938819885254,19.94538822174072,30.592164993286133,0,4000,45,4047,4000,13.676008897152075,13.34522769972682,10.341679056640714,16.508891939534806,19.939733522728783,30.59128764027264,4000,13.676008897152075,13.34522769972682,10.341679056640714,16.508891939534806,19.939733522728783,30.59128764027264,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,40,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,PS,7617,8000,0.952125,4000,3690,0,2c288cdefa46486959050bc470eab4e1323ce635594b790d415b87c91f975d2d,8000,1.5209901142213131,0.20755009353160858,0.016674818471074104,1.9862806499004364,5.224376678466797,22.113862991333008,4000,1.5209901142213131,0.5809434121474624,0.05998380994424224,2.282399161835201,4.265162017941475,18.589691162109375,5516,8000,5617,8106,8000,10.757677132330253,10.460899829864502,7.391996622085571,13.750360488891602,17.131587028503418,30.93638801574707,4000,10.757677132330253,10.460684418678284,7.650002479553223,13.480175495147705,16.593141794204712,30.024413108825684,86,8000,170,8094,8000,9.23668701810894,9.167608685791492,5.388278808444738,13.004654241958633,16.75724197046366,30.935152936028317,4000,9.23668701810894,8.993659809464589,5.7702580518089235,12.70208390825428,16.09449309332704,30.02422620883226,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,40,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,NS,31683,40000,0.792075,4000,1570,0,9a3b371e14d5c44cfd4485256831774e0cc84b5235633758a40b52f6a156497f,40000,9.887949482473255,9.911725997924805,7.021244645118713,12.750262975692749,15.293808555603027,31.284029006958008,4000,9.887949482473253,9.853014421463012,7.623369431495666,12.047151936590671,13.986991577148437,22.59966125488281,1176,40000,1652,40530,40000,5.626004670326108,5.048121452331543,2.1397382616996765,8.41748046875,11.476730918884275,27.424564361572266,4000,5.626004670326108,5.34456792473793,3.6600104309618473,7.246607878804207,9.282487528324127,16.642808532714845,7266,40000,7721,40470,40000,-4.261944812147146,-4.248031377792358,-8.001481814309955,-0.7311315536499023,2.6161881446838375,25.00277614593915,4000,-4.261944812147145,-4.144061528146267,-7.031195031106472,-1.6415875105187296,0.7342553186323494,13.212737219955306,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,50,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,RS,4999,5000,0.9998,5000,4999,0,32f88427e949efb523c5cf9e5127d29b8854bbe33a380ff20b34e6571f555cd8,5000,0.016225905895833285,0.003038737806491554,0.0010108903225045651,0.009382440941408277,0.025426102243363873,9.633435249328613,5000,0.016225905895833285,0.003038737806491554,0.0010108903225045651,0.009382440941408277,0.025426102243363873,9.633435249328613,4995,5000,5064,5069,5000,14.049964966106415,13.733191013336182,10.700910806655884,16.949607849121094,20.35813503265381,33.474365234375,5000,14.049964966106415,13.733191013336182,10.700910806655884,16.949607849121094,20.35813503265381,33.474365234375,0,5000,52,5056,5000,14.033739060210582,13.728018988360418,10.688106146233622,16.94562372755172,20.34898441936821,33.47434103518208,5000,14.033739060210582,13.728018988360418,10.688106146233622,16.94562372755172,20.34898441936821,33.47434103518208,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,50,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,PS,9575,10000,0.9575,5000,4653,0,5eee39f3ee704bd61b0fe8595ecb11b89cba3fc456b30c99e75e7aad7bef7cc1,10000,1.3904982590307147,0.13742902129888535,0.010524456156417727,1.6388831436634064,4.914585685729982,22.113862991333008,5000,1.3904982590307147,0.4264408363014809,0.037768928857985884,2.071605084463954,4.0866475880146025,18.589691162109375,7141,10000,7274,10138,10000,11.25175576506583,10.993665218353271,7.738145589828491,14.37721848487854,17.747709274291992,31.708948135375977,5000,11.25175576506583,10.970959663391113,8.050785958766937,14.082232356071472,17.296469020843514,30.207077026367188,99,10000,198,10112,10000,9.861257506035116,9.767301172018051,5.904509633779526,13.740566528751515,17.526216629589907,31.70819811342517,5000,9.861257506035116,9.621941987425089,6.286826647556154,13.331875619478524,16.833084331324795,30.202666156935948,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,50,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,NS,38347,50000,0.76694,5000,1733,0,c88145121631e3cc94881fdff884f60c30086d2d820c3aaa0bd96880d32be651,50000,9.788990608783951,9.829665184020996,6.826497912406921,12.729384422302246,15.37810468673706,31.284029006958008,5000,9.788990608783951,9.787996816635133,7.481314247846603,11.995553231239318,13.97527708053589,22.59966125488281,1754,50000,2380,50690,50000,5.914313647525276,5.336684703826904,2.3282652497291565,8.796991348266602,11.96662540435791,28.70329475402832,5000,5.914313647525274,5.576739874854685,3.866653649508953,7.555721936374903,9.78725056052208,21.748270320892335,8528,50000,9048,50560,50000,-3.8746769612586767,-3.8823559284210205,-7.71199893951416,-0.3080780506134033,3.20662738084793,28.703278422488438,5000,-3.8746769612586767,-3.8084189768880607,-6.698498518764972,-1.277207387398812,1.2573863393068327,19.511764735542236,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,60,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,RS,5999,6000,0.9998333333333334,6000,5999,0,6e3b5eccb86ccc26782a9656dd955a3d2fae09980afea1a6e34d90a43e4371f1,6000,0.01606928671871873,0.0026931228348985314,0.0008870302262948826,0.007991217309609056,0.022326238267123714,9.633435249328613,6000,0.01606928671871873,0.0026931228348985314,0.0008870302262948826,0.007991217309609056,0.022326238267123714,9.633435249328613,5993,6000,6078,6085,6000,14.331320468266805,14.049240589141846,10.917482614517212,17.289004802703857,20.67907829284668,38.06013870239258,6000,14.331320468266805,14.049240589141846,10.917482614517212,17.289004802703857,20.67907829284668,38.06013870239258,0,6000,65,6073,6000,14.315251181548085,14.041975830681622,10.90006979345344,17.281886142882286,20.676596233376767,38.06012654311871,6000,14.315251181548085,14.041975830681622,10.90006979345344,17.281886142882286,20.676596233376767,38.06012654311871,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,60,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,PS,11544,12000,0.962,6000,5624,0,59abda12ba045849490caea3df6d60907c5207916263081aaf3cab851c51d40a,12000,1.2792972722833442,0.10259475186467171,0.008251740597188473,1.356338918209076,4.557893085479737,22.113862991333008,6000,1.2792972722833442,0.33273362135514617,0.026681532035581768,1.8797391884145327,3.9090960498753704,18.589691162109375,8819,12000,8984,12170,12000,11.522364884265,11.247086524963379,8.024256706237793,14.673210859298706,18.04103050231934,31.708948135375977,6000,11.522364884265,11.20323634147644,8.288397073745728,14.375591158866882,17.582590007781985,30.207077026367188,104,12000,223,12146,12000,10.243067611981656,10.217632309533656,6.310754891484976,14.149395495653152,17.86566272377968,31.70819811342517,6000,10.243067611981656,10.039820831501856,6.64304970158264,13.770425080962013,17.27536621033214,30.202666156935948,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,60,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,NS,44334,60000,0.7389,6000,1916,0,4dfd00b1a58543366646f108fcd4d2a71437d5aa4d9f43e90914d10447374944,60000,9.632539819105412,9.688880443572998,6.579164147377014,12.676823616027832,15.387961292266846,31.284029006958008,6000,9.632539819105412,9.655672633647919,7.2573015034198765,11.906630253791809,13.962926654815675,22.59966125488281,2564,60000,3287,60850,60000,6.191090077711701,5.619501829147339,2.554738759994507,9.155985116958618,12.388067817687988,31.67601776123047,6000,6.191090077711701,5.823279893863946,4.0336885148659345,7.883246207237244,10.339729433059691,24.86016101837158,9468,60000,10115,60730,60000,-3.4414497413937117,-3.4957677125930786,-7.397382080554962,0.1968824863433838,3.895110142230987,31.675777106633177,6000,-3.441449741393711,-3.491729913651943,-6.4105225807055835,-0.7716418199241162,1.918511350154877,24.859767778925743,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,70,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,RS,6999,7000,0.9998571428571429,7000,6999,0,7ff0609a1b5eed1f512c835b14a3e9c11e30fe15267f17b45abce44475de58df,7000,0.01452433737236365,0.002542717382311821,0.0008442711114184931,0.007337082293815911,0.0202205477282405,9.633435249328613,7000,0.01452433737236365,0.002542717382311821,0.0008442711114184931,0.007337082293815911,0.0202205477282405,9.633435249328613,6993,7000,7099,7106,7000,14.34746510539736,14.054725170135498,10.969189882278442,17.269561767578125,20.593393325805668,40.85186004638672,7000,14.34746510539736,14.054725170135498,10.969189882278442,17.269561767578125,20.593393325805668,40.85186004638672,0,7000,70,7090,7000,14.332940768024997,14.046787514054813,10.95352525069029,17.266581464094998,20.59022314446047,40.85186004638672,7000,14.332940768024997,14.046787514054813,10.95352525069029,17.266581464094998,20.59022314446047,40.85186004638672,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,70,ONLINE_AT_WRITE_PREFIX_DISTINCT_STATES,PS,13506,14000,0.9647142857142857,7000,6588,0,af9eae66bc0f0f4613cc91060c588d558c12691aae445dff34a92de93dd29986,14000,1.2007309749577046,0.08727549016475677,0.00819815183058381,1.1554414629936218,4.276488113403321,22.113862991333008,7000,1.2007309749577046,0.27135981246829033,0.02486193599179387,1.6952418723958544,3.7610592126846334,18.589691162109375,10548,14000,10755,14212,14000,11.493992289351764,11.22078800201416,8.066893100738525,14.584524393081665,17.909372329711914,31.708948135375977,7000,11.493992289351764,11.147650957107544,8.343219459056854,14.298485040664673,17.46091537475586,30.207077026367188,109,14000,239,14180,14000,10.29326131439406,10.269081054255366,6.493508532643318,14.076878267806023,17.719244392460677,31.70819811342517,7000,10.29326131439406,10.107358644716442,6.816266632638872,13.689918432966806,17.12910451623611,30.202666156935948,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
