arm_before,arm_after,comparison,batch,metric,before_num,after_num,denominator,rate_delta,new_nll_prompt_mean_delta,new_nll_prompt_median_delta,new_nll_prompt_p90_delta,new_nll_prompt_max_delta,true_nll_prompt_mean_delta,true_nll_prompt_median_delta,true_nll_prompt_p90_delta,true_nll_prompt_max_delta,margin_prompt_mean_delta,margin_prompt_median_delta,margin_prompt_p90_delta,margin_prompt_max_delta
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,5,PS,934,713,1000,-0.22100000000000009,1.7692842603995813,1.9305179566144943,3.3149377822875987,3.6875553131103516,-3.3782548314721206,-3.4605140686035156,-3.6675519943237287,-2.8570823669433594,-5.147539091871703,-5.191996114328504,-4.416400829516352,-2.9363728826865554
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,5,NS,4347,4242,5000,-0.020999999999999908,-0.9158079308529388,-0.9107451438903809,-0.7385741233825733,-3.0763778686523438,-0.37563485353953396,-0.3629143238067627,-0.7406661033630364,-7.081600189208984,0.5401730773134039,0.5757084786891937,0.41510281562805174,-6.595641007646918
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,10,RS,995,937,1000,-0.05799999999999994,0.6048611206389964,0.044897452811710536,2.1401650117710234,-5.636246681213379,-5.026310327760875,-4.725134372711182,-5.664839458465577,-7.907878875732422,-5.631171448399872,-5.131073023949284,-5.766839024389629,-7.918913714158407
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,10,PS,1899,1458,2000,-0.22050000000000003,2.3027492646547607,2.396052837371826,4.637358713150021,9.168485641479492,-2.7378473421530805,-2.826392650604248,-2.6788689613342314,0.3372325897216797,-5.040596606807841,-5.17942413687706,-4.531606145892875,-5.152537112322534
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,10,NS,8507,7692,10000,-0.08150000000000002,-1.769327763173985,-1.7654666900634766,-1.430162715911866,-3.682910919189453,-0.395480715357178,-0.394519567489624,-0.8745325088501001,-6.426408767700195,1.3738470478168083,1.3768157958984375,1.365037012100221,-4.812483121175319
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,20,RS,1988,1824,2000,-0.08199999999999996,0.9242941675379577,0.17967982892878354,3.590727854520083,-3.4427404403686523,-6.306611664231866,-6.381923675537109,-7.767782783508299,-10.878610610961914,-7.230905831769824,-6.946766427296097,-8.124662390723824,-10.880550257214054
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,20,PS,3823,2709,4000,-0.27849999999999997,2.627172123403613,3.1742959767580032,4.44782919883728,0.3295097351074219,-4.300328061950306,-4.359629392623901,-5.3889083862304705,-5.989255905151367,-6.927500185353919,-6.999157778918743,-7.2003947007469815,-7.433046520221978
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,20,NS,15943,14275,20000,-0.08340000000000003,-2.4390047356534676,-2.4880855083465576,-2.826779174804704,-4.652990341186523,-0.8203894610137681,-0.7142870426177979,-2.0301526069641103,-10.298912048339844,1.6186152746396996,1.6299182772636414,0.7467274904251093,-10.682136427727528
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,30,RS,2962,2606,3000,-0.11866666666666659,1.2804171431331421,0.6107849015388638,4.604617094993591,-7.348043441772461,-7.192337237323461,-7.25636625289917,-9.08987436294556,-12.87110710144043,-8.4727543804566,-8.307706871361006,-9.554536506510342,-12.873500629211776
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,30,PS,5690,4240,6000,-0.2416666666666667,2.5273799357223803,3.3277341946959496,3.6428612709045387,-2.6906394958496094,-4.611084561960569,-4.778165817260742,-6.2220417976379405,-7.877536773681641,-7.138464497682948,-7.336875087581575,-8.526592306046222,-7.894997321069582
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,30,NS,22196,20011,30000,-0.0728333333333333,-3.120017620329916,-3.287221908569336,-4.122984027862545,-7.709140777587891,-1.3335039860893856,-1.2563400268554688,-3.2970307350158663,-11.531108856201172,1.7865136342405303,1.8787620067596436,-0.2680757522583006,-11.4954454600811
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,40,RS,3896,3332,4000,-0.14100000000000001,1.4222673648015558,1.1549390433356166,3.8301721096038817,-6.4248199462890625,-7.3106029297087805,-7.574976444244385,-9.451542282104493,-11.659210205078125,-8.732870294510334,-8.933050299994648,-10.620008108415641,-11.674637215990515
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,40,PS,7506,5575,8000,-0.241375,2.6047293045952564,3.80501938611269,3.095325326919551,-6.341449737548828,-4.931700795335995,-5.248734712600708,-6.676697921752929,-8.774194717407227,-7.536430099931254,-7.978114194236696,-9.445058745890858,-14.303009338356787
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,40,NS,27664,25294,40000,-0.059250000000000025,-3.4943588496869635,-3.649855375289917,-5.1086918830871575,-11.598289489746094,-1.9091748932262904,-1.9129829406738281,-4.46260528564453,-14.879631042480469,1.585183956460672,1.6775254607200623,-1.406373535096645,-11.159229278571729
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,50,RS,4679,4198,5000,-0.09619999999999995,0.6591196212959065,1.0390746239572763,0.23469815254211124,-8.90108585357666,-5.731687042872328,-5.92292046546936,-8.011475849151608,-10.395618438720703,-6.3908066641682355,-6.644640815444291,-8.841039660165553,-10.467801337101264
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,50,PS,9005,7125,10000,-0.18799999999999994,2.093051665189319,3.4875740110874176,2.036418056488035,-0.6150588989257812,-4.137517882029362,-4.3364481925964355,-6.08257350921631,-6.246524810791016,-6.230569547218683,-6.622268047882244,-8.613543253684472,-11.851437649656873
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,50,NS,32416,29364,50000,-0.06103999999999998,-3.3635493586039544,-3.5497186183929443,-5.110564136505127,-8.411432266235352,-2.191886984255743,-2.269181966781616,-4.5961726188659675,-7.337978363037109,1.1716623743482104,1.2618906497955322,-1.6840384960174566,-16.1838722229204
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,60,RS,4511,5050,6000,0.08983333333333332,-2.1924571339709797,-1.8292750716209412,-5.16086721420288,-10.794694900512695,-3.1455237565099807,-3.096715211868286,-5.857732009887696,-19.692279815673828,-0.9530666225390019,-0.8979530110955238,-5.016761653125286,-19.707896464522946
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,60,PS,8656,8657,12000,8.333333333332416e-05,-0.402249469136013,-0.39208078384399414,-1.3193194389343272,-0.7680816650390625,-1.5053940958844612,-1.7596092224121094,-2.4990661621093757,1.2158012390136719,-1.1031446267484486,-1.0551885962486267,-3.1926684572361417,-7.508341744076461
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,60,NS,37773,33218,60000,-0.07591666666666674,-3.3960954588409304,-3.4604625701904297,-5.343772411346437,-13.000003814697266,-2.225989515125689,-2.224782705307007,-4.655566692352293,-9.906673431396484,1.17010594371524,1.211991786956787,-1.4054165363311748,-11.900067288506762
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,70,RS,4944,5865,7000,0.13157142857142856,-2.2000964023486334,-2.4236921072006226,-4.236794567108155,-9.734773635864258,-2.0306104701587966,-2.0161235332489014,-4.0811137199401895,-18.32144546508789,0.1694859321898372,0.7854510545730591,-3.3026978281326613,-19.954030613749637
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,70,PS,9673,10211,14000,0.03842857142857137,-0.7213150591985862,-0.911618709564209,-1.2171121597290053,-1.0537376403808594,-1.0508413018211549,-1.1221644878387451,-1.833028316497801,-2.722637176513672,-0.3295262426225696,-0.27004921436309814,-2.0654844701290145,1.0286459780909354
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,70,NS,41283,36600,70000,-0.06689999999999996,-2.19542931452078,-2.2402188777923584,-3.2944866180419936,-9.182703018188477,-1.4163949369040036,-1.4216208457946777,-2.901013374328615,-8.947900772094727,0.7790343776167787,0.856513500213623,-0.7540022850036614,-5.678267426144885
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,80,RS,5635,6690,8000,0.13187500000000008,-2.545730028189672,-3.080568790435791,-4.789802217483519,-3.745267868041992,-2.2173941322293533,-2.3147644996643066,-3.9614474296569817,-7.050693511962891,0.3283358959603184,0.9324630498886108,-3.4648291475343296,-7.050339901616098
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,80,PS,10777,11808,16000,0.06443750000000004,-0.842438352474435,-1.156378984451294,-1.4417317390441902,1.8105030059814453,-1.0288488532402766,-1.1479542255401611,-1.7606869697570797,-7.744422912597656,-0.18641050076584342,-0.07570129632949829,-2.457621420314535,-7.199823466420639
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,80,NS,43342,39917,80000,-0.04281250000000003,-2.3080714557489372,-2.5077157020568848,-3.238500308990476,-7.138296127319336,-1.8744549651927809,-1.9887933731079102,-3.206607913970947,-9.970495223999023,0.43361649055615564,0.5200915336608887,-1.1499029636383042,-4.257669106271351
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,90,RS,6444,7511,9000,0.11855555555555564,-2.2720716747713907,-2.704032242298126,-4.4912107467651365,-4.903804779052734,-1.7641790708870912,-1.7991464138031006,-3.086117458343507,-0.9553318023681641,0.507892603884299,0.9167303182184696,-2.171934744482858,-0.9565504780475749
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,90,PS,12186,13246,18000,0.05888888888888888,-1.207620245725174,-1.635704517364502,-1.787879848480225,-4.61079216003418,-1.2014381277138977,-1.3076541423797607,-1.6656847953796383,-3.8820056915283203,0.00618211801127444,0.08648127317428589,-1.763201834261416,-4.4045790911477525
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,90,NS,48285,43157,90000,-0.05697777777777774,-2.0430539611620935,-2.1618387699127197,-2.920740890502927,-6.832292556762695,-1.478436748229675,-1.5008020401000977,-2.750100135803219,-8.57883071899414,0.564617212932419,0.5943255424499512,-0.7146848201751705,-5.751091357307359
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,100,RS,7183,8177,10000,0.09939999999999993,-1.813725634341798,-1.897676944732666,-3.775942993164062,-6.3155517578125,-1.4729879720236871,-1.5957598686218262,-2.6590372085571303,-4.460052490234375,0.3407376623181104,0.4373123198747635,-2.2647889833431716,-4.460642759455396
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,100,PS,13530,14460,20000,0.046499999999999986,-0.7829871295171227,-0.9517457485198975,-1.3402854919433569,-3.5899009704589844,-0.9220960140930607,-1.073922872543335,-1.3524380683898993,-4.916358947753906,-0.13910888457593762,-0.10305079817771912,-1.8286734275519851,-6.737760933588561
MEMIT_ORIGINAL,MEMIT_L8_ONLY,WITHIN_MEMIT,100,NS,53287,48425,100000,-0.04861999999999994,-1.7366587178842874,-1.8282105922698975,-2.603320026397707,-8.967378616333008,-1.1511771118368994,-1.296433448791504,-2.1349149703979506,-10.836191177368164,0.585481606047388,0.5454602241516113,-0.8446212291717474,-7.6811496048321715
MEMIT_ORIGINAL,MEMIT_L5_ONLY,WITHIN_MEMIT,1,RS,100,94,100,-0.06000000000000005,0.7159157268545369,0.03708979964721948,2.2178536912426376,10.391839787364006,-5.161193906664849,-5.894408702850342,-5.924924087524412,-2.4638633728027344,-5.877109633519385,-6.219322565710172,-5.933581847419553,-2.4641028350188208
MEMIT_ORIGINAL,MEMIT_L5_ONLY,WITHIN_MEMIT,1,PS,185,151,200,-0.17000000000000004,1.7407417219632773,1.8939769566059113,3.47285895347595,-0.5215263366699219,-2.447579085491597,-2.5478413105010986,-3.039416790008543,-3.7710952758789062,-4.188320807454875,-3.8938009198755026,-4.415190710034221,-3.7732236383017153
MEMIT_ORIGINAL,MEMIT_L5_ONLY,WITHIN_MEMIT,1,NS,879,880,1000,0.0010000000000000009,0.0017999178320167175,-0.03380155563354492,-0.042370986938479405,0.0050506591796875,-0.008834813446505052,0.023714065551757812,-0.1762897491455071,0.04022026062011719,-0.01063473127852177,0.0005204677581787109,-0.013696575164794944,0.37897634506225586
MEMIT_ORIGINAL,MEMIT_L5_ONLY,WITHIN_MEMIT,5,RS,499,484,500,-0.030000000000000027,0.40137016319258056,0.008928775554522872,0.4928990669548512,12.90255069732666,-3.2592002235949042,-2.6896963119506836,-3.8690183639526374,-7.620475769042969,-3.6605703867874837,-2.8740294189483393,-3.873108401417266,-7.621518859756179
MEMIT_ORIGINAL,MEMIT_L5_ONLY,WITHIN_MEMIT,5,PS,934,831,1000,-0.10300000000000009,1.0161005242228565,1.1047488898038864,2.2465814590454105,0.1694316864013672,-2.1034006605755424,-1.9422109127044678,-2.4631947517395005,-2.5710086822509766,-3.1195011847983993,-2.926274634897709,-3.3029509088024493,-2.578767160885036
