model,batch,node,kkt_residual,dissipation_residual,normalized_native_velocity_action,native_speed_bound,gain,predicted_response_squared,actual_delta_barrier,affine_predicted_delta_barrier,cumulative_barrier,finite_defect,defect_to_predicted_increment,V_before,V_after,V_ratio,qN_ref,min_response_Gram_eig,max_response_Gram_eig,L4_response_cosine,L5_response_cosine,L6_response_cosine,L7_response_cosine,L8_response_cosine
llama3-8b-inst,3,2,1.1102230246251565e-16,1.474514954580286e-17,0.015592972481654884,0.17554212172634762,0.06820975953935128,0.06665046229118578,0.0249927328338894,0.02499392335919467,0.476932795553136,1.1905253052696407e-06,4.763259005640164e-05,0.03510842434526953,0.009336042887297386,0.01867208227510524,1060.4852141373892,1.128904906687693,25.0222759515304,0.24462238202526365,0.3684286835107248,0.5223723134412868,0.6899518330526718,0.997310702926089
llama3-8b-inst,3,3,2.7755575615628914e-17,4.391018798566293e-18,0.004349362651724528,0.04668021443648693,0.018110591774972228,0.01767565550979977,0.006628243495648641,0.006628370816174914,0.48356103904878467,1.2732052627299761e-07,1.920841935431601e-05,0.009336042887297386,0.002490331259062519,0.004980661584658014,1060.4852141373892,1.1136243546410889,23.563030939035905,0.23364199264606758,0.3539228205176633,0.5052805716515676,0.6743767634038497,0.9971403821358186
llama3-8b-inst,4,0,3.3306690738754696e-16,5.551115123125783e-17,0.20923161221056027,2.5000003438212457,0.9738095247621786,0.9528863635411225,0.3572107269193129,0.35733238632792097,0.3572107269193129,0.000121659408608088,0.00034046566519845803,0.5000000687642492,0.1323277612344083,0.264655486071145,1097.5862904082865,1.2472171674312436,29.18250019512023,0.2694644490425577,0.38839615560435237,0.5466064704076091,0.7085138653349202,0.9978306339439266
llama3-8b-inst,4,1,2.220446049250313e-16,-6.071532165918825e-17,0.05752707192897282,0.6616388061720414,0.25747025389092665,0.2517175466980294,0.09437880018331785,0.09439408001176103,0.45158952710263073,1.5279828443182097e-05,0.00016187274076169086,0.1323277612344083,0.035072607454641795,0.07014520526231885,1097.5862904082865,1.2574711091896624,27.622633778516693,0.2581463241944914,0.3712303797087217,0.52119684962195,0.6871801539052043,0.9977637378279892
llama3-8b-inst,4,2,5.551115123125783e-17,-1.3227266504323154e-17,0.015856631817300897,0.17536303727320895,0.06816606947164408,0.066580406289914,0.02496570043966801,0.02496765235871775,0.47655522754229873,1.951919049739126e-06,7.817791683796776e-05,0.035072607454641795,0.00931407542410874,0.018628148286316218,1097.5862904082865,1.2687160986119528,26.384057233203244,0.247729388293213,0.3572073784352361,0.500680889810203,0.6676178629428376,0.9976782598856159
llama3-8b-inst,4,3,2.7755575615628914e-17,1.3552527156068805e-18,0.004383807323417158,0.046570377120543696,0.018080524472419604,0.017642143740077887,0.006615537384188821,0.006615803902529208,0.48317076492648753,2.6651834038673994e-07,4.0285102810385684e-05,0.00931407542410874,0.0024793476737490607,0.00495869466553629,1097.5862904082865,1.2625324470817245,25.117626418464685,0.2392717919954386,0.3472028615015276,0.485849925798925,0.6520967878479818,0.9975719195944701
llama3-8b-inst,5,0,4.440892098500626e-16,2.1510571102112408e-16,0.21255560597804762,2.5000002477450227,0.9739389376635119,0.9526833770657069,0.3571761369953053,0.3572562663996401,0.3571761369953053,8.012940433477223e-05,0.00022429110941090256,0.5000000495490046,0.13219613225479687,0.2643922383088493,1183.797879429017,1.3302963392125466,29.93591505368279,0.2772354515837301,0.40127994294313224,0.547378680863579,0.6992196953501966,0.9980708404167122
llama3-8b-inst,5,1,1.1102230246251565e-16,-4.5102810375396984e-17,0.058192594106793345,0.6609806612739844,0.25725790806750143,0.25143864865682214,0.09428094178249968,0.09428949324630831,0.451457078777805,8.551463808625925e-06,9.069370843140827e-05,0.13219613225479687,0.03500556076695751,0.07001111459595294,1183.797879429017,1.3402269632328503,28.114187806948188,0.25131591334966036,0.37493221001683236,0.5195322348810546,0.6803565671653918,0.9979933243135056
llama3-8b-inst,5,2,1.1102230246251565e-16,-1.3877787807814457e-17,0.015974720308545298,0.17502780383478753,0.06805084886392879,0.06645337683307427,0.024919158811293925,0.02492001631240285,0.4763762375890989,8.575011089251294e-07,3.441013433439631e-05,0.03500556076695751,0.00928766594023632,0.018575330039694415,1183.797879429017,1.351548373523013,26.807742075979643,0.23426937599800132,0.3555909052636084,0.49857089060248605,0.6629616297581785,0.9979020215195756
llama3-8b-inst,5,3,2.7755575615628914e-17,1.951563910473908e-18,0.0043992212455509225,0.0464383297011816,0.018034360274120028,0.017594438149564934,0.006597831775436613,0.00659791430608685,0.4829740693645355,8.253065023750006e-08,1.2508596869977852e-05,0.00928766594023632,0.002469873102522161,0.004939745715525356,1183.797879429017,1.3437640644682831,25.563001832386746,0.22336732734120865,0.34213329400311254,0.4838304105750644,0.6491666818727769,0.9977934742799646
llama3-8b-inst,6,0,4.440892098500626e-16,5.204170427930421e-17,0.21848730941057384,2.5000000591547855,0.9731999808179693,0.9513512498769119,0.356703402546972,0.35675671870384196,0.356703402546972,5.331615686993141e-05,0.00014944681928805184,0.5000000118309571,0.13237224381345636,0.2647444813625515,1273.8719768463122,1.1885117925083664,29.68563317743009,0.2645289997869885,0.39881918787921505,0.5449012398757284,0.7080253240655167,0.9980336691697911
llama3-8b-inst,6,1,1.1102230246251565e-16,-5.377642775528102e-17,0.05964500323610398,0.6618612190672818,0.257444292172875,0.25147979184926467,0.09430177294895706,0.09430492194347426,0.4510051754959291,3.1489945171991884e-06,3.339162423660851e-05,0.13237224381345636,0.0350882207026941,0.0701764397448793,1273.8719768463122,1.193693483723309,28.485863238753588,0.2571098166696244,0.38496433435739774,0.5240669484789038,0.6912927752056939,0.9979923818673873
llama3-8b-inst,6,2,5.551115123125783e-17,3.0357660829594124e-18,0.016313619226691025,0.1754411035134705,0.06818393143514305,0.06655256951247394,0.02495730202788983,0.024957213567177727,0.4759624775238189,-8.846071210266704e-08,3.5444947355423287e-06,0.0350882207026941,0.009315237713469716,0.018630474986106732,1273.8719768463122,1.2006770397250557,27.48472032978549,0.24903733499134142,0.37192930268457153,0.5058049568031457,0.6761140799168384,0.9979528402393232
llama3-8b-inst,6,3,0.0,3.0899761915836876e-18,0.004470516993722726,0.046576188567348575,0.01808556675468917,0.017638515055316894,0.0066145241467367435,0.006614443145743835,0.48257700167055567,-8.100099290874602e-08,1.2246078940275926e-05,0.009315237713469716,0.0024771877170468365,0.004954375316863669,1273.8719768463122,1.1954248692957956,26.441140661232524,0.24214553703204134,0.3614492564640611,0.49146597416446625,0.6639996394346888,0.9979169579728194
llama3-8b-inst,7,0,0.0,-8.673617379884035e-17,0.2204081775024089,2.5000001806542613,0.9710796847330956,0.9490388669828548,0.3558443811419238,0.35588957511857056,0.3558443811419238,4.519397664676239e-05,0.00012698876226342192,0.5000000361308523,0.13313524611380806,0.26627047298645784,1298.5012486105904,1.3648597017572903,30.204025765338052,0.2499602275256885,0.37125394372740367,0.5238646071341554,0.6742283065288815,0.9970329820950758
llama3-8b-inst,7,1,1.1102230246251565e-16,-9.367506770274758e-17,0.06167546092074132,0.6656762305690402,0.25737388078857937,0.25120633469650533,0.09419769157990253,0.0942023755111895,0.45004207272182634,4.683931286969534e-06,4.972200819302237e-05,0.13313524611380806,0.03585378148786847,0.07170755779402657,1298.5012486105904,1.3360976969647984,28.11085404887782,0.2335087147314352,0.34941245237425744,0.5019816339674975,0.656307937528821,0.9953731550476945
llama3-8b-inst,7,2,5.551115123125783e-17,-7.806255641895632e-18,0.01787420131237915,0.17926890743934235,0.06868183243399105,0.06689441230275314,0.02508508566356359,0.02508540461353243,0.47512715838538994,3.189499688388553e-07,1.2714563458418221e-05,0.03585378148786847,0.009874985758685922,0.01974997009020534,1298.5012486105904,1.2668705168277505,25.479678903357453,0.22111430419200162,0.33138180366214703,0.4820984574605054,0.6381725108912684,0.9919038832755847
llama3-8b-inst,7,3,2.7755575615628914e-17,-2.0599841277224584e-18,0.005528517143010336,0.04937492879342961,0.01858049652572195,0.01802764481142092,0.006760577486990369,0.006760366804282845,0.4818877358723803,-2.1068270752468143e-07,3.1164389984166124e-05,0.009874985758685922,0.0028379824145450365,0.005675964418935209,1298.5012486105904,1.115246351022717,21.60428797836397,0.2120751012468697,0.31679846880221213,0.46497025961055555,0.6221877709409176,0.9849775868877185
llama3-8b-inst,8,0,2.220446049250313e-16,-1.0408340855860843e-17,0.2204034282733048,2.500000098154831,0.97328016590129,0.9512398230739595,0.35672292646558496,0.3567149336527348,0.35672292646558496,-7.992812850132758e-06,2.240672339755148e-05,0.5000000196309662,0.13225692175171597,0.2645138331181077,1347.0843456155026,1.4344233707153378,32.12896163342937,0.2508969460808993,0.36777133006003465,0.5210901823401529,0.6738870020376827,0.9981358499606081
llama3-8b-inst,8,1,1.1102230246251565e-16,-1.3877787807814457e-17,0.06004839226692218,0.6612846087585798,0.2572298321442898,0.2512249929175976,0.09421256674574019,0.0942093723440991,0.45093549321132514,-3.194401641093414e-06,3.3907471853499706e-05,0.13225692175171597,0.03504193539262967,0.07008386803363124,1347.0843456155026,1.4338094386938836,30.71431395123109,0.24052586924038008,0.34665496398226203,0.4929032766574278,0.6595470500547387,0.9980683057051506
llama3-8b-inst,8,2,0.0,-8.673617379884035e-19,0.016412032913312453,0.17520967696314832,0.06808991886598052,0.06644871557464928,0.024918881876846044,0.02491826834049348,0.4758543750881712,-6.135363525630599e-07,2.4621949815269926e-05,0.03504193539262967,0.009302451870118002,0.01860490300977156,1347.0843456155026,1.4412740267393125,29.532719518733373,0.23010297736214147,0.3296269743809949,0.47109576182258905,0.6444110760187418,0.9979830109534162
llama3-8b-inst,8,3,2.7755575615628914e-17,1.1926223897340549e-18,0.004501007847339001,0.04651225935059001,0.01805646698500205,0.017606366200268148,0.006602484171583467,0.006602387325100555,0.4824568592597547,-9.68464829113197e-08,1.4668403736802083e-05,0.009302451870118002,0.0024749173061675853,0.004949834417995107,1347.0843456155026,1.434560384190343,28.276526876549482,0.2212235979058448,0.3167567391473173,0.45504289401811693,0.6312243663624793,0.9978756408613311
llama3-8b-inst,9,0,2.220446049250313e-16,-9.367506770274758e-17,0.22253472020581347,2.5000000996034366,0.9719359877833046,0.9496825157627233,0.35609984135386485,0.35613094341102125,0.35609984135386485,3.11020571563958e-05,8.733320631591396e-05,0.5000000199206873,0.1327734425565318,0.2655468745333111,1476.089020539835,1.3773900674998896,30.911403708025368,0.2701241167209981,0.3940095840825407,0.5347481512547004,0.6749744801816248,0.9975820693144289
llama3-8b-inst,9,1,1.1102230246251565e-16,3.382710778154774e-17,0.061885335326980144,0.663867212782659,0.2575980480027682,0.25140951447007015,0.09427655564171607,0.09427856792627631,0.4503763969955809,2.012284560246047e-06,2.134402976739748e-05,0.1327734425565318,0.03540262014846674,0.07080523747595549,1476.089020539835,1.3432791677280447,29.00666329679505,0.2594673917682407,0.3772583678925251,0.509761290491497,0.659393889668124,0.9971995186071994
llama3-8b-inst,9,2,5.551115123125783e-17,-8.023096076392733e-18,0.017423030051339713,0.1770131007423337,0.06851056454128793,0.06676826153615396,0.0250381861926856,0.025038098076057738,0.4754145831882665,-8.811662786240015e-08,3.5193019691324e-06,0.03540262014846674,0.009493282453214156,0.018986564149977497,1476.089020539835,1.3031193871680047,27.041361220739994,0.25117867487569834,0.36445272669543105,0.4911664663034545,0.6444240306034489,0.9966524759437136
llama3-8b-inst,9,3,2.7755575615628914e-17,1.734723475976807e-18,0.004988433859438122,0.047466412266070776,0.018308288776777266,0.017809445390833453,0.006678645160052009,0.006678542021562544,0.4820932283483185,-1.0313848946511689e-07,1.5443264283150548e-05,0.009493282453214156,0.0025652156001902404,0.005130430995977058,1476.089020539835,1.2337586663894642,24.70516059633609,0.24551164477908974,0.3555234154528924,0.47820092732467606,0.6323489606044014,0.995887351188145
llama3-8b-inst,10,0,8.881784197001252e-16,9.825373393707667e-22,1.6572716374281066e-12,2.5000006317769863,6.1149444821810015e-06,6.114944316453837e-06,-3.780990857897501e-05,2.2931041186701886e-06,-3.780990857897501e-05,4.01030126976452e-05,17.48852674029544,0.5000001263553973,0.5000379362638934,1.0000756197978822,1481.5842443864976,1661413.8536802717,5301647.205242103,-0.005540074628136536,-0.003099961832025152,-0.00048614023477329263,0.0024728410993422544,0.0003617115060238453
llama3-8b-inst,10,1,0.0,-3.7748690681316e-22,8.381622629637771e-13,2.500189681319467,3.1260010335478377e-06,3.1260009497316118e-06,6.125749015756524e-05,1.1722503561493545e-06,2.3447581578590226e-05,-6.0085239801415885e-05,51.25632036383918,0.5000379362638934,0.4999766787736939,0.9999531048484442,1481.5842443864976,1661421.1170912262,5301633.2871173965,-0.005402435640779164,-0.0025101633216051615,-0.0008693530755739008,0.0017672142466307855,0.00039522947343236333
llama3-8b-inst,10,2,2.220446049250313e-16,3.693281570771224e-23,1.2674913953145203e-13,2.4998833938684695,4.676724239364613e-07,4.676724112615473e-07,3.9401500914461844e-05,1.7537715422308023e-07,6.284908249305207e-05,-3.9226123760238765e-05,223.66723838124906,0.4999766787736939,0.4999372772727731,0.9998743018665169,1481.5842443864976,1661420.2207863878,5301630.011392139,-0.005988970026164213,-0.00261167333038433,-0.0009129721891009126,0.0006838817522191419,-0.0001364638076297201
llama3-8b-inst,10,3,1.1102230246251565e-16,-2.4647419402771343e-23,5.487171465914672e-14,2.4996863863638654,2.0246273241801805e-07,2.024627269308466e-07,-3.6443364990336406e-05,7.592352259906748e-08,2.6405717502715664e-05,3.6519288512935474e-05,481.00097654562745,0.4999372772727731,0.4999737206377607,0.9999471885780729,1481.5842443864976,1661418.8651696485,5301649.021591352,-0.00616298265797581,-0.0026976177037450213,-0.0007237751486471931,0.0004499868210534857,-0.00036320965204421997
qwen2.5-7b-inst,1,0,4.440892098500626e-16,-8.326672684688674e-17,0.1361457855105705,2.499999944099125,0.9830898705828498,0.9694752920317928,0.3631475974133884,0.36355323451192234,0.3631475974133884,0.0004056370985339175,0.001115757088720428,0.49999998881982505,0.13004510213090809,0.26009021007752425,49895.00364736392,1.0590679916779475,39.26712814530974,0.3344900982969318,0.3656521944226368,0.5127582352566213,0.7451779880347223,0.9985688360928104
qwen2.5-7b-inst,1,1,0.0,1.5178830414797062e-17,0.035551517399593904,0.6502255106545404,0.2557309416030523,0.2521757898630929,0.09452563640964098,0.09456592119865984,0.4576732338230294,4.0284789018851797e-05,0.00042599689727786105,0.13004510213090809,0.03374188985128741,0.06748378121153578,49895.00364736392,1.123639211035695,37.45585219317557,0.2962523120373495,0.3139427436306522,0.4266050953674128,0.6731887320187787,0.9986249318934174
qwen2.5-7b-inst,1,2,5.551115123125783e-17,-8.348356728138384e-18,0.009228711563571218,0.16870944925643705,0.06636297441819979,0.06544010326184267,0.024536055336274582,0.024540038723191,0.48220928915930394,3.9833869164181135e-06,0.00016232194909512123,0.03374188985128741,0.00874439893683427,0.01748879826472419,49895.00364736392,1.2076301508708143,38.50966200163304,0.2696698802466622,0.282299802378557,0.3693433856698986,0.6136109821685775,0.9986780954148784
qwen2.5-7b-inst,1,3,2.7755575615628914e-17,-2.710505431213761e-19,0.0023846532408252864,0.04372199468417135,0.01720125561131217,0.01696279028722964,0.0063605943968511386,0.0063610463577111155,0.4885698835561551,4.5196085997692426e-07,7.105133881457084e-05,0.00874439893683427,0.0022645718779418676,0.004529143857156977,49895.00364736392,1.2674526928425693,39.56104394230199,0.25439859563078465,0.266403845935012,0.33923428332439054,0.5768456280399353,0.9987276307145557
qwen2.5-7b-inst,2,0,0.0,6.938893903907228e-17,0.12771353212898948,2.5000002074819703,0.9732639473906927,0.9604925941777936,0.35988050331393995,0.36018472281667263,0.35988050331393995,0.0003042195027326833,0.0008446207833404567,0.5000000414963941,0.1337338615760047,0.26746770095411915,57202.71498067471,1.0739121736486308,37.17515489641782,0.330692576843515,0.363164617900962,0.5212929337415121,0.7072393827879427,0.9931663005072136
qwen2.5-7b-inst,2,1,0.0,3.729655473350135e-17,0.038458897420002205,0.6686693078800234,0.25233091061792606,0.2484850208759258,0.09314711614666615,0.09318188282847217,0.4530276194606061,3.476668180601994e-05,0.0003731055946789349,0.1337338615760047,0.03866380055833842,0.07732759469904416,57202.71498067471,1.0717141836152806,30.709135885321654,0.3015253827225925,0.32810273609654333,0.4511662701440067,0.628434683488603,0.978825661449782
qwen2.5-7b-inst,2,2,0.0,5.204170427930421e-18,0.01493339593427909,0.1933190027916921,0.06522390122472345,0.06373056163129553,0.023886627616801635,0.023898960611735826,0.47691424707740776,1.2332994934190905e-05,0.0005160473350516618,0.03866380055833842,0.014030503144822834,0.02806100396078471,57202.71498067471,0.9419013631891683,20.530914144535053,0.26892957736122997,0.2786135948923655,0.37945962108282383,0.5415875749851216,0.9288003673248078
qwen2.5-7b-inst,2,3,0.0,2.168404344971009e-18,0.008328138690460776,0.07015251572411417,0.016962889518268284,0.016130075649222204,0.006033475617817591,0.006048778368458327,0.48294772269522535,1.5302750640735358e-05,0.0025298911133084918,0.014030503144822834,0.007580620592482204,0.015161239926690833,57202.71498067471,0.5935405875588619,9.526693812654267,0.23846749811022583,0.1990220537539229,0.285073318007198,0.4251405598266156,0.7928215510944343
qwen2.5-7b-inst,3,0,4.440892098500626e-16,7.19910242530375e-17,0.05349100323428985,2.5000003220380678,0.975679335853292,0.970330235529863,0.3637623037748658,0.36387383832369863,0.3637623037748658,0.00011153454883283676,0.0003065198348599514,0.5000000644076136,0.1335632104710333,0.26712638653212045,162129.60352598925,1.9576949850021135,89.0911995690951,0.23062176018546385,0.33992880212126203,0.49169211473084273,0.6647805525791645,0.9904875571277569
qwen2.5-7b-inst,3,1,2.220446049250313e-16,-9.540979117872439e-18,0.020525886683093558,0.6678160523551665,0.24786104531366668,0.24580845664535733,0.09215238536703575,0.092178171242009,0.45591468914190153,2.5785874973247025e-05,0.00027973949391496984,0.1335632104710333,0.04038453076984288,0.08076905113540209,162129.60352598925,1.5320626752528148,52.84303304947073,0.07457703193425484,0.3121272355140551,0.43538491911301996,0.6016013579482804,0.9672810989687719
qwen2.5-7b-inst,3,2,0.0,-3.903127820947816e-18,0.011783680212858996,0.20192265384921437,0.06282106042768387,0.06164269240639798,0.023105168170030815,0.023116009652399242,0.47901985731193236,1.0841482368427469e-05,0.00046900319438576704,0.04038453076984288,0.016690178589169113,0.03338035287844049,162129.60352598925,1.3777265640869152,21.577798619843882,-0.16971037827323812,0.265133787853595,0.36048789437339973,0.5057773393063987,0.8903167248798437
qwen2.5-7b-inst,3,3,2.7755575615628914e-17,5.854691731421724e-18,0.008369688147926845,0.08345089294584555,0.01600674935729014,0.015169780542497449,0.005688102755517583,0.005688667703436543,0.48470796006744993,5.649479189601125e-07,9.931111262111964e-05,0.016690178589169113,0.010583591426255187,0.021167180125855257,162129.60352598925,0.7639853957890463,7.0171631586357925,-0.42986143122538767,0.18696553471593821,0.2588707199422748,0.36671421996883535,0.7111416465314658
qwen2.5-7b-inst,4,0,0.0,-2.2551405187698492e-17,0.13879089127015098,2.4999998107344155,0.9823287644515111,0.968449675324496,0.3631181510477798,0.363168628246686,0.3631181510477798,5.0477198906218046e-05,0.00013899107736786915,0.49999996214688314,0.12994226653559585,0.25988455274607236,45645.84844257084,1.7920877524995094,50.44540724295487,0.26828703201569243,0.29959904612156846,0.4462034411565256,0.603004751915028,0.9982606266221911
qwen2.5-7b-inst,4,1,1.1102230246251565e-16,-7.502679033599691e-17,0.035814510185951026,0.6497113326779792,0.255432334945468,0.251850883926873,0.09443960290427782,0.09444408147257738,0.4575577539520576,4.478568299562391e-06,4.74203171838013e-05,0.12994226653559585,0.03371193812202048,0.06742388134844908,45645.84844257084,1.9292781161510557,51.53119715583931,0.25838821669154893,0.28615316213648523,0.416733681239187,0.5729252584871841,0.9984705670213093
qwen2.5-7b-inst,4,2,0.0,2.0599841277224584e-18,0.009236254266169454,0.1685596906101024,0.06629969614111626,0.06537607071449932,0.024515571075217752,0.024516026517937245,0.48207332502727535,4.5544271949291004e-07,1.8577346502692172e-05,0.03371193812202048,0.008734554333494255,0.017469109989509034,45645.84844257084,2.087912522534087,53.38711003314069,0.2492932534280669,0.2738343132021717,0.3934929202294056,0.5478995170269635,0.9986507296838374
qwen2.5-7b-inst,4,3,2.7755575615628914e-17,2.1141942363467336e-18,0.0023807413536860093,0.04367277166747127,0.017184479060595965,0.01694640492522736,0.006354843970908798,0.00635490184696026,0.48842816899818414,5.787605146263114e-08,9.107308477205669e-06,0.008734554333494255,0.002260673294901157,0.0045213469320964615,45645.84844257084,2.2108969563994005,54.78097614158537,0.24350482166048862,0.2651988347858841,0.37736458231098763,0.5309173475503881,0.9988004491935925
qwen2.5-7b-inst,5,0,1.1102230246251565e-16,-1.0061396160665481e-16,0.1459233823351368,2.4999999726451896,0.9825465740517215,0.9679542358182079,0.3629296189566115,0.362982838431828,0.3629296189566115,5.3219475216470524e-05,0.00014661705618478077,0.499999994529038,0.1297742064556696,0.2595484157512982,40585.57960084037,2.0183140142370775,55.18840950082033,0.25679804861368827,0.28968489007491166,0.4279810698696543,0.5821595597906263,0.9987361375720057
qwen2.5-7b-inst,5,1,0.0,-1.8214596497756474e-17,0.03779994172248298,0.6488710322783479,0.2550804793638053,0.251300485191557,0.09423216215173669,0.09423768194683388,0.4571617811083482,5.519795097191915e-06,5.8573120466885216e-05,0.1297742064556696,0.03365204721780875,0.0673040951720538,40585.57960084037,2.112956165441017,55.829648335178554,0.24003564239969682,0.26675692376963084,0.40314174242077183,0.5510604847293696,0.9988328465474741
qwen2.5-7b-inst,5,2,1.1102230246251565e-16,-5.421010862427522e-18,0.009763504059774523,0.16826023608904372,0.06616257091242836,0.06518622050645091,0.0244441559983114,0.024444832689919094,0.4816059371066596,6.76691607692792e-07,2.7682398823365877e-05,0.03365204721780875,0.00871971601650862,0.017439432223838182,40585.57960084037,2.225601978500703,57.344802879905785,0.2267706082182546,0.24972115834428335,0.3821630116112286,0.5248509890423535,0.9989236197179362
qwen2.5-7b-inst,5,3,5.551115123125783e-17,1.6805133673525319e-18,0.002516458200298496,0.043598580082543095,0.017148096132952116,0.016896450312922265,0.006336074802167653,0.006336168867345849,0.48794201190882724,9.406517819613575e-08,1.4845749879065107e-05,0.00871971601650862,0.002257818304326042,0.004515636658061838,40585.57960084037,2.310642974775746,58.46662614113139,0.21789669091144645,0.23855327173263965,0.3671299403614305,0.5062354226123253,0.9990071785720185
qwen2.5-7b-inst,6,0,4.440892098500626e-16,-4.5102810375396984e-17,0.12864489655519162,2.500000392338603,0.9834004283750223,0.9705359387195032,0.3638661612745842,0.3639509770198137,0.3638661612745842,8.481574522950508e-05,0.00023304167479920698,0.5000000784677207,0.12970167236537689,0.2594033040211818,53203.02001007869,1.6961236719877015,57.309499230985324,0.2642888016141378,0.29073485911971336,0.415861123606434,0.5678167273878673,0.9982576861847765
