entry,branch,comparison,panel,metric,n,lost,gained,delta_pp,tf_lost,tf_gained,desired_nll_delta_mean,desired_nll_delta_p95,desired_nll_delta_p99,desired_nll_delta_max,lost_ids,gained_ids,cluster_cases,bootstrap_seed,bootstrap_repeats,descriptive_ci_low,descriptive_ci_high
70,H5,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,-1.6050768181230524e-05,0.022065305709838848,0.04474004507064816,0.13808155059814453,,,,,,,
70,H6,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,1.97511041915277e-05,0.00020514801144599904,0.000597178526222707,0.0008095689117908478,,,100,20260924,2000,0.0,0.0
70,H6,same-entry NATIVE,Current,PS,200,0,0,0.0,1,0,-0.0008961312778410502,0.004607748985290506,0.014977805614471422,0.041457414627075195,,,100,20260924,2000,0.0,0.0
70,H6,same-entry NATIVE,Current,NS,1000,0,0,0.0,0,0,-0.000527479718439281,0.011752152442932129,0.022431516647338865,0.029852867126464844,,,100,20260924,2000,0.0,0.0
70,H6,same-entry NATIVE,H512_ALL,RS,512,0,0,0.0,1,0,-0.003017064858966023,0.017526441812515257,0.0447040319442749,0.0864109992980957,,,,,,,
70,H6,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,-0.0023993381805667013,0.017477267980575563,0.0331314945220947,0.08379840850830078,,,,,,,
70,H56,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,1.2273400934645905e-05,0.00024283975362777695,0.0006202822551131272,0.001078244298696518,,,100,20260924,2000,0.0,0.0
70,H56,same-entry NATIVE,Current,PS,200,0,0,0.0,1,0,-0.00038981166944722644,0.009265625476837158,0.019030513763427636,0.06106877326965332,,,100,20260924,2000,0.0,0.0
70,H56,same-entry NATIVE,Current,NS,1000,1,0,-0.1,0,0,-0.00047416719561442733,0.01667404174804687,0.029971647262573235,0.06109619140625,b028d9014094710fe016763bf15600a89096fa0307e13ad9e62db1f25cadb999,,100,20260924,2000,-0.3,0.0
70,H56,same-entry NATIVE,H512_ALL,RS,512,1,0,-0.1953125,1,0,-0.001971701812806259,0.031201094388961775,0.06836234569549561,0.10911035537719727,b3c5e54fd88a14a46c33543f3586495f70521ac6881e7058d8b90157c519ab34,,,,,,
70,H56,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,-0.002263907174551605,0.032797908782958914,0.058001732826232895,0.19118642807006836,,,,,,,
70,MASS56,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,-5.829031579196453e-06,1.56508758664131e-06,6.8923085927963904e-06,1.948326826095581e-05,,,100,20260924,2000,0.0,0.0
70,MASS56,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,3.2828966504894197e-06,0.0003807306289672846,0.0016288828849792454,0.0036749839782714844,,,100,20260924,2000,0.0,0.0
70,MASS56,same-entry NATIVE,Current,NS,1000,0,0,0.0,0,0,5.5955238174647094e-05,0.000530672073364257,0.0012882757186889644,0.0020513534545898438,,,100,20260924,2000,0.0,0.0
70,MASS56,same-entry NATIVE,H512_ALL,RS,512,0,0,0.0,0,0,0.00011981218636947233,0.0005587577819824219,0.0015972042083740195,0.003899097442626953,,,,,,,
70,MASS56,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,0.0001598980585413301,0.0008111238479614252,0.0013011360168457024,0.00279998779296875,,,,,,,
80,SHAM,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,-9.627779945731163e-08,3.436580300331113e-07,1.1204183101654105e-06,2.1383166313171387e-06,,,100,20260924,2000,0.0,0.0
80,SHAM,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,1.6280042473226785e-07,8.925795555114731e-06,1.9319057464599603e-05,2.002716064453125e-05,,,100,20260924,2000,0.0,0.0
80,SHAM,same-entry NATIVE,Current,NS,1000,0,1,0.1,0,0,-8.813943713903427e-08,1.5026330947875971e-05,2.2175312042236326e-05,4.482269287109375e-05,,241440c69f6baed2fda096eae9378b3e5a268dbbc06b703bfb009a6dc542608b,100,20260924,2000,0.0,0.3
80,SHAM,same-entry NATIVE,H512_ALL,RS,512,0,0,0.0,0,0,6.987004326219903e-07,1.52587890625e-05,2.31814384460449e-05,5.7220458984375e-05,,,,,,,
80,SHAM,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,6.543996278196573e-08,1.1444091796875e-05,1.8578767776489247e-05,3.147125244140625e-05,,,,,,,
80,H5,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,0.00014816626542597078,0.00021631438285112377,0.003268489912152341,0.013044953346252441,,,100,20260924,2000,0.0,0.0
80,H5,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,-0.0014865780931722838,0.011285477876663163,0.02776328802108761,0.034775495529174805,,,100,20260924,2000,0.0,0.0
80,H5,same-entry NATIVE,Current,NS,1000,0,0,0.0,0,1,0.001045751634053886,0.027818000316619868,0.05445493221282959,0.0988311767578125,,,100,20260924,2000,0.0,0.0
80,H5,same-entry NATIVE,H512_ALL,RS,512,0,0,0.0,0,0,-0.001999066553025841,0.034648680686950685,0.059799175262451126,0.13146400451660156,,,,,,,
80,H5,same-entry NATIVE,H512_ALL,PS,1024,1,1,0.0,1,2,-0.0008590235793235479,0.029173558950424158,0.055616559982299696,0.10490703582763672,a82df69981b4fd0fc261b59063cd73a3880e89d74cc05a80a5d9ed55387e87fd,62d7c1ae8d3477bf4872bba7a7e7cc033ffca3f198a7ef8fcc899733948d1a72,,,,,
80,H6,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,0.0004858744108423707,0.000572464242577552,0.008436925411224499,0.03429520130157471,,,100,20260924,2000,0.0,0.0
80,H6,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,0.0014028154173865914,0.015196180343627852,0.05513802051544179,0.06680703163146973,,,100,20260924,2000,0.0,0.0
80,H6,same-entry NATIVE,Current,NS,1000,0,0,0.0,0,0,-0.0018800911828875542,0.020688939094543453,0.03773094177246093,0.057703495025634766,,,100,20260924,2000,0.0,0.0
80,H6,same-entry NATIVE,H512_ALL,RS,512,0,0,0.0,0,0,-0.0051137824812030885,0.03099216222763061,0.061961054801940876,0.1294536590576172,,,,,,,
80,H6,same-entry NATIVE,H512_ALL,PS,1024,1,1,0.0,1,0,-0.00017743488933774643,0.030197024345397942,0.059832682609558055,0.1672954559326172,3d9212e94b7f60dc22da3c7933f96e6986aa80e4a63e772b93e593a4115c41f7,62d7c1ae8d3477bf4872bba7a7e7cc033ffca3f198a7ef8fcc899733948d1a72,,,,,
80,H56,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,0.0006326817654553451,0.0006728418171405786,0.010093362331390573,0.04718923568725586,,,100,20260924,2000,0.0,0.0
80,H56,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,-6.884922986500896e-05,0.022426843643188463,0.048410964012145896,0.10134077072143555,,,100,20260924,2000,0.0,0.0
80,H56,same-entry NATIVE,Current,NS,1000,0,0,0.0,1,2,-0.0007878810940310359,0.02995545864105224,0.05947538375854491,0.14677810668945312,,,100,20260924,2000,0.0,0.0
80,H56,same-entry NATIVE,H512_ALL,RS,512,0,0,0.0,0,0,-0.006928036109684399,0.0508330225944519,0.0884131455421446,0.17315673828125,,,,,,,
80,H56,same-entry NATIVE,H512_ALL,PS,1024,1,1,0.0,1,1,-0.0009748191241669701,0.042418840527534474,0.0850016117095947,0.25724315643310547,3d9212e94b7f60dc22da3c7933f96e6986aa80e4a63e772b93e593a4115c41f7,62d7c1ae8d3477bf4872bba7a7e7cc033ffca3f198a7ef8fcc899733948d1a72,,,,,
80,MASS56,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,-3.082741688558599e-05,2.3638829588890057e-06,2.9499642550945292e-05,3.1251460313797e-05,,,100,20260924,2000,0.0,0.0
80,MASS56,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,-4.308161558583379e-05,0.0006151676177978505,0.001109266281127926,0.0015368461608886719,,,100,20260924,2000,0.0,0.0
80,MASS56,same-entry NATIVE,Current,NS,1000,0,0,0.0,0,0,8.72601317241788e-05,0.0007467508316040039,0.0014489555358886707,0.0057277679443359375,,,100,20260924,2000,0.0,0.0
80,MASS56,same-entry NATIVE,H512_ALL,RS,512,0,0,0.0,0,0,0.00019077795809607778,0.0009375572204589841,0.00258505344390869,0.0051116943359375,,,,,,,
80,MASS56,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,0.0001497133016528096,0.0008914709091186513,0.0018039894104003905,0.004210472106933594,,,,,,,
90,SHAM,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,-8.823117241263389e-08,2.074986696243286e-06,9.315013885498055e-06,1.0967254638671875e-05,,,100,20260924,2000,0.0,0.0
90,SHAM,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,1.7376034520566463e-07,1.0514259338378898e-05,1.3370513916015608e-05,2.181529998779297e-05,,,100,20260924,2000,0.0,0.0
90,SHAM,same-entry NATIVE,Current,NS,1000,0,0,0.0,0,0,1.475447788834572e-07,1.6236305236816385e-05,2.7666091918945304e-05,5.14984130859375e-05,,,100,20260924,2000,0.0,0.0
90,SHAM,same-entry NATIVE,H512_ALL,RS,512,0,0,0.0,0,0,-1.6786634660093114e-07,1.4889240264892575e-05,2.283573150634765e-05,3.814697265625e-05,,,,,,,
90,SHAM,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,1.3237149687483907e-07,1.049041748046875e-05,1.71661376953125e-05,4.1961669921875e-05,,,,,,,
90,H5,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,1.6046969321905635e-05,0.0012134909629821773,0.00756914764642722,0.020201265811920166,,,100,20260924,2000,0.0,0.0
90,H5,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,-0.0008348184527130798,0.01687357425689692,0.03464256882667524,0.080841064453125,,,100,20260924,2000,0.0,0.0
90,H5,same-entry NATIVE,Current,NS,1000,0,1,0.1,0,0,0.002334871307015419,0.029299998283386215,0.07384100437164302,0.3143196105957031,,07837b3495be556653e0f327d6b4d6cd2b553611aefbcb184bd13078e8a892c8,100,20260924,2000,0.0,0.4
90,H5,same-entry NATIVE,H512_ALL,RS,512,0,1,0.1953125,1,1,0.0022685495391669974,0.0501810073852539,0.1111640262603759,0.3577756881713867,,65f22d7d9738d769fdc820ff2f65cf152aabcd3e31c80a1f552ff831830ba729,,,,,
90,H5,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,0.0013132044205121929,0.03179069161415099,0.06163944244384762,0.16936492919921875,,,,,,,
90,H6,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,0.0009252909184215241,0.0016592338681221007,0.019780380725860764,0.052327871322631836,,,100,20260924,2000,0.0,0.0
90,H6,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,0.005385977440273564,0.034799647331237755,0.06551907539367667,0.08231067657470703,,,100,20260924,2000,0.0,0.0
90,H6,same-entry NATIVE,Current,NS,1000,0,3,0.3,1,1,-0.006390976065769792,0.023766326904296805,0.0440689945220947,0.10280227661132812,,1dc7657e54667cb91b9295e8c49bd63f335c9ca1c84637c63082d4d6fc0445ea;31935abe854ffcf3158f133d5114ba9a2cce28e16814d27ff82ebdc9d499568b;07837b3495be556653e0f327d6b4d6cd2b553611aefbcb184bd13078e8a892c8,100,20260924,2000,0.0,0.7
90,H6,same-entry NATIVE,H512_ALL,RS,512,2,0,-0.390625,1,0,-0.006704061511072723,0.05289803743362425,0.07851415634155273,0.2808842658996582,5eb0a0629ecd8733144739c4e03478edc8c3e4f8f39bf6d7bf808b1825d5bb6e;8e177fb2f8ac51a2d88dea65ae28e01c73a69fadc958416e02157228c1131aa4,,,,,,
90,H6,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,-0.0023646813997402205,0.035740447044372535,0.06690160751342773,0.11615562438964844,,,,,,,
90,H56,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,0.0009423394635996373,0.004824632406234733,0.02168304204940799,0.027991533279418945,,,100,20260924,2000,0.0,0.0
90,H56,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,0.004602049063869344,0.04073777198791503,0.06695512533187847,0.09126973152160645,,,100,20260924,2000,0.0,0.0
90,H56,same-entry NATIVE,Current,NS,1000,0,4,0.4,2,0,-0.003918192960321904,0.03837242126464844,0.07519898414611816,0.22194290161132812,,06eb224abf82d803a2251a9524e5a9169df3a30afaa638b59078e1d03cb5dc79;1dc7657e54667cb91b9295e8c49bd63f335c9ca1c84637c63082d4d6fc0445ea;31935abe854ffcf3158f133d5114ba9a2cce28e16814d27ff82ebdc9d499568b;07837b3495be556653e0f327d6b4d6cd2b553611aefbcb184bd13078e8a892c8,100,20260924,2000,0.1,0.8
90,H56,same-entry NATIVE,H512_ALL,RS,512,1,1,0.0,0,0,-0.0043606509084384015,0.06468539237976073,0.15217825889587394,0.23195171356201172,5eb0a0629ecd8733144739c4e03478edc8c3e4f8f39bf6d7bf808b1825d5bb6e,65f22d7d9738d769fdc820ff2f65cf152aabcd3e31c80a1f552ff831830ba729,,,,,
90,H56,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,-0.0009797736720429384,0.04812040328979492,0.08888575553894042,0.2421255111694336,,,,,,,
90,MASS56,same-entry NATIVE,Current,RS,100,0,0,0.0,0,0,-9.214555801008828e-05,6.238278001546857e-06,2.06179544329645e-05,5.513429641723633e-05,,,100,20260924,2000,0.0,0.0
90,MASS56,same-entry NATIVE,Current,PS,200,0,0,0.0,0,0,-0.00014007028221385553,0.0004517793655395507,0.0021882796287536572,0.007222175598144531,,,100,20260924,2000,0.0,0.0
90,MASS56,same-entry NATIVE,Current,NS,1000,0,0,0.0,0,0,0.00011869049165397883,0.0010839700698852526,0.0019593811035156245,0.0027608871459960938,,,100,20260924,2000,0.0,0.0
90,MASS56,same-entry NATIVE,H512_ALL,RS,512,0,0,0.0,0,0,0.00016238809075730387,0.001010751724243164,0.002078094482421872,0.004672050476074219,,,,,,,
90,MASS56,same-entry NATIVE,H512_ALL,PS,1024,0,0,0.0,0,0,0.00014880788148730062,0.0009211540222167957,0.0016158199310302734,0.004489898681640625,,,,,,,
