case_index,request_index,request_sha256,arm,clamp_hit_steps,clamp_denominator_steps,clamp_fraction,all_5_step_saturated,endpoint_train_new_nll,endpoint_train_true_nll,endpoint_train_margin_new_minus_true
9,7,0d37408f349a9e1575f9996b4666d8be3c1a4b030ef6385556f20138f0e45d77,Z±,5,5,1.0,1,0.015340186655521393,15.404967308044434,15.389628410339355
9,8,cad93aa25aedcacddc439835622bc76cd6fca8de2ba3a8c308395f1f1077074d,Z±,5,5,1.0,1,1.7788610458374023,11.836616516113281,10.057755470275879
9,9,93d42cde8e8fd31026407a218569f7f6e8f3966169613fa62ecac7505fffc82b,Z±,5,5,1.0,1,0.020206628367304802,12.316576957702637,12.296369552612305
10,0,ff1c1d9405055ee8e382e7231c176b6bfdaa8fe6d7949fc5d436643c5ad7ca6c,Z+,4,5,0.8,0,0.8141160011291504,7.836175441741943,7.022059440612793
10,1,33d7d08444cf56ef400978ca49e87be35361a5b7e9d51181355ebe6914d6ed92,Z+,3,5,0.6,0,0.010195329785346985,13.753429412841797,13.743232727050781
10,2,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,Z+,2,5,0.4,0,8.069658279418945,10.838951110839844,2.7692947387695312
10,3,9ca8ef6d615cff61f4b47ea671a3b6ee00e045b5353a561638eae765a2c6c5ff,Z+,2,5,0.4,0,0.008233250118792057,17.070959091186523,17.062726974487305
10,4,5be41b224968c5352077e3540871e2fe58f711f7d4c62e7adf253619a971f328,Z+,3,5,0.6,0,0.019407831132411957,11.236662864685059,11.217254638671875
10,5,dbf463ad5bb621bfe8a9a2c2319e02df1ad94daa27c797d0294c20d6f80a83f2,Z+,4,5,0.8,0,0.00395176000893116,11.010673522949219,11.006721496582031
10,6,c6d164c926536dfcf140503cf8c1f3ba3f16534a36f08de1199bc1f118a10e43,Z+,4,5,0.8,0,0.10735462605953217,11.503477096557617,11.39612102508545
10,7,bec2d64187af6c88f13d2db08996689e9e0dd634593dcaa26ba2380288b964d1,Z+,2,5,0.4,0,0.0043374947272241116,20.314485549926758,20.310148239135742
10,8,c7f5868b37621703d985c03ffc002fca966f236b80fa46fa2649ad61e8f5f82f,Z+,2,5,0.4,0,0.008138044737279415,11.865103721618652,11.856966018676758
10,9,d9adf170517c84e347c8b92c76d199c5006909274e4ea6d0c61da2f5ed455049,Z+,4,5,0.8,0,0.07088857889175415,11.311065673828125,11.240179061889648
10,0,ff1c1d9405055ee8e382e7231c176b6bfdaa8fe6d7949fc5d436643c5ad7ca6c,Z±,5,5,1.0,1,0.7063142657279968,9.173583984375,8.467269897460938
10,1,33d7d08444cf56ef400978ca49e87be35361a5b7e9d51181355ebe6914d6ed92,Z±,3,5,0.6,0,0.010266370140016079,13.84506893157959,13.834802627563477
10,2,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,Z±,3,5,0.6,0,10.287701606750488,6.879697322845459,-3.408003807067871
10,3,9ca8ef6d615cff61f4b47ea671a3b6ee00e045b5353a561638eae765a2c6c5ff,Z±,5,5,1.0,1,0.03465248644351959,16.174739837646484,16.14008903503418
10,4,5be41b224968c5352077e3540871e2fe58f711f7d4c62e7adf253619a971f328,Z±,4,5,0.8,0,0.017387721687555313,10.847532272338867,10.830144882202148
10,5,dbf463ad5bb621bfe8a9a2c2319e02df1ad94daa27c797d0294c20d6f80a83f2,Z±,4,5,0.8,0,12.950777053833008,6.071923732757568,-6.878854274749756
10,6,c6d164c926536dfcf140503cf8c1f3ba3f16534a36f08de1199bc1f118a10e43,Z±,4,5,0.8,0,0.11069568991661072,11.556310653686523,11.445613861083984
10,7,bec2d64187af6c88f13d2db08996689e9e0dd634593dcaa26ba2380288b964d1,Z±,2,5,0.4,0,0.0056873587891459465,20.040828704833984,20.035140991210938
10,8,c7f5868b37621703d985c03ffc002fca966f236b80fa46fa2649ad61e8f5f82f,Z±,5,5,1.0,1,0.011073860339820385,14.248985290527344,14.237910270690918
10,9,d9adf170517c84e347c8b92c76d199c5006909274e4ea6d0c61da2f5ed455049,Z±,5,5,1.0,1,4.017932891845703,8.739494323730469,4.721561431884766
