arm,batch,candidate,role,documents,D64_or_D128,natural_NLL,input_tokens,scored_positions,forwards,backwards,row_identity_sha
CAP10,6,RAW,S64,64,0.011562790848188342,2.5561806875412003,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,6,C1,S64,64,0.011331229249435637,2.556029364808637,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,6,C05,S64,64,0.011445012719946135,2.5561032732366584,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,6,C025,S64,64,0.01150342467997234,2.5561415901611326,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,7,RAW,S64,64,0.013729532730167193,2.556775623692374,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,7,C1,S64,64,0.013425317057908615,2.5566288339177845,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,7,C05,S64,64,0.013575470193472938,2.5567005388147663,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,7,C025,S64,64,0.013651977618110323,2.5567377653933363,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,8,RAW,S64,64,0.015589177108495278,2.5580962081148755,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,8,C1,S64,64,0.0152701866472853,2.557999602293421,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,8,C05,S64,64,0.015426660271941728,2.558046607642609,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,8,C025,S64,64,0.01550717574355076,2.5580710059439298,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,9,RAW,S64,64,0.017989235709137574,2.5580958489881596,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,9,C1,S64,64,0.01768226380499982,2.5579428384808125,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,9,C05,S64,64,0.01783442762825871,2.558018568211992,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,9,C025,S64,64,0.01791149811288051,2.558056811132701,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,10,RAW,S64,64,0.019579550061280315,2.558314949834312,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,10,C1,S64,64,0.01921096456999294,2.5581134519015905,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,10,C05,S64,64,0.019392851194879768,2.558212441748765,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,10,C025,S64,64,0.019485602093482157,2.5582634884340223,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP10,10,SELECTED,Dev128,128,0.025185776050420827,2.5269515137188137,32896,16384,128,0,1f686f894c68ca22572cfb777724648948c9a431c9d0cdacf8aafb755c146306
CAP100,1,RAW,S64,64,0.0015781786939896847,2.5538838578941068,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,1,C1,S64,64,0.0012840943649621295,2.553750782404677,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,1,C05,S64,64,0.001403363626366172,2.5538005263515515,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,1,C025,S64,64,0.0014837341160500728,2.5538377074844902,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,2,RAW,S64,64,0.003621180711860461,2.553876831989328,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,2,C1,S64,64,0.0028805775419584734,2.5537389480887214,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,2,C05,S64,64,0.0031957554980124314,2.5537724137393525,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,2,C025,S64,64,0.0033944987115432923,2.5538137235489557,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,3,RAW,S64,64,0.005873831461371992,2.5544401772349374,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,3,C1,S64,64,0.004798333413077671,2.5540723278027144,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,3,C05,S64,64,0.005252657878941136,2.5541802658117376,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,3,C025,S64,64,0.005542100374896108,2.554290309752105,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,4,RAW,S64,64,0.008196801443318691,2.555524012350361,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,4,C1,S64,64,0.006702565613863953,2.5547770291450433,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,4,C05,S64,64,0.0072825415553552375,2.554981270128337,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,4,C025,S64,64,0.007688447635928242,2.5552055706066312,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,5,RAW,S64,64,0.010280964385401603,2.5551132152904756,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,5,C1,S64,64,0.008388654648342708,2.5540107865672326,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,5,C05,S64,64,0.009096438915321414,2.5543247910027276,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,5,C025,S64,64,0.009616448419137669,2.5546583751856815,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,5,SELECTED,Dev128,128,0.012447539023924037,2.523277756292373,32896,16384,128,0,1f686f894c68ca22572cfb777724648948c9a431c9d0cdacf8aafb755c146306
CAP100,6,RAW,S64,64,0.01198467575545692,2.5557782513351412,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,6,C1,S64,64,0.010236329708959602,2.5547036093848874,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,6,C05,S64,64,0.010939532253928519,2.5550526708975667,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,6,C025,S64,64,0.011403697223613563,2.55536227527773,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,7,RAW,S64,64,0.012468838877339294,2.5554110131488414,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,7,C1,S64,64,0.01081572556199717,2.5548461422367836,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,7,C05,S64,64,0.01156459678372812,2.5550758036988555,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,7,C025,S64,64,0.011998280608167988,2.5552303265285445,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,8,RAW,S64,64,0.014542293789190808,2.5563814016932156,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,8,C1,S64,64,0.012775029225394974,2.5559768691746285,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,8,C05,S64,64,0.013576969405221462,2.5561167239575298,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,8,C025,S64,64,0.014039863522157248,2.556233890078147,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,9,RAW,S64,64,0.017137185207502625,2.557055219585891,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,9,C1,S64,64,0.014919348732291837,2.5562511083626305,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,9,C05,S64,64,0.015937997576656926,2.5565820596457343,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,9,C025,S64,64,0.01651699678723162,2.556801852537319,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,10,RAW,S64,64,0.019121297826131922,2.557404871338804,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,10,C1,S64,64,0.016615157578144135,2.5568163383723004,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,10,C05,S64,64,0.01768363006567597,2.557037124373892,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,10,C025,S64,64,0.018350717233261093,2.557196004105208,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
CAP100,10,SELECTED,Dev128,128,0.026332257551985094,2.5295688880141824,32896,16384,128,0,1f686f894c68ca22572cfb777724648948c9a431c9d0cdacf8aafb755c146306
NORM_ONLY,1,RAW,S64,64,0.0015781786939896847,2.5538838578941068,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,1,C1,S64,64,0.014698609058029888,2.5664022040873533,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,1,C05,S64,64,0.005606979534377388,2.557676450102008,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,1,C025,S64,64,0.002301378913443841,2.554622981318971,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,2,RAW,S64,64,0.003621180711860461,2.553876831989328,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,2,C1,S64,64,0.011710187915085157,2.5661240806948626,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,2,C05,S64,64,0.004851821248507804,2.5581856854914804,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,2,C025,S64,64,0.002694922635043895,2.5546975772522273,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,3,RAW,S64,64,0.005873831461371992,2.5544401772349374,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,3,C1,S64,64,0.011234119974290024,2.56309271074133,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,3,C05,S64,64,0.005495906419241692,2.5572268618052476,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,3,C025,S64,64,0.004148691242761515,2.554831256114994,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,4,RAW,S64,64,0.008196801443318691,2.555524012350361,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,4,C1,S64,64,0.008882801125992046,2.5607081192429177,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,4,C05,S64,64,0.005943997966141978,2.557084871994448,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,4,C025,S64,64,0.005759960675334241,2.5554569459927734,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,5,RAW,S64,64,0.010280964385401603,2.5551132152904756,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,5,C1,S64,64,0.010653494434563981,2.561451073997887,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,5,C05,S64,64,0.007382095726484295,2.5566367558349157,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,5,C025,S64,64,0.007297167690808237,2.554524514969671,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,5,SELECTED,Dev128,128,0.012447539023924037,2.523277756292373,32896,16384,128,0,1f686f894c68ca22572cfb777724648948c9a431c9d0cdacf8aafb755c146306
NORM_ONLY,6,RAW,S64,64,0.01198467575545692,2.5557782513351412,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,6,C1,S64,64,0.01152245391216411,2.560609748776187,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,6,C05,S64,64,0.008068823266739855,2.5559463548779604,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,6,C025,S64,64,0.008551701247483834,2.554690828168532,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,7,RAW,S64,64,0.010572975413879249,2.5551868301190552,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,7,C1,S64,64,0.01488691589293012,2.5583032172653475,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,7,C05,S64,64,0.009324446504933803,2.5532912772832788,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,7,C025,S64,64,0.008434851455149328,2.5528404032811522,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,8,RAW,S64,64,0.01250692671624165,2.556034653869574,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,8,C1,S64,64,0.01256014038426656,2.5606316077173688,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,8,C05,S64,64,0.009370799745056502,2.5557609908573795,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,8,C025,S64,64,0.009592639948778015,2.5548262574957334,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,9,RAW,S64,64,0.014925233161648066,2.5567902217881056,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,9,C1,S64,64,0.013555396244782969,2.561407395391143,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,9,C05,S64,64,0.010573385200359553,2.5564581911894493,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,9,C025,S64,64,0.011243140737633439,2.5554917386034504,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,10,RAW,S64,64,0.017140928392564092,2.557149611711793,16448,8192,64,64,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,10,C1,S64,64,0.016012896361189632,2.561722365197056,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,10,C05,S64,64,0.013827716542436974,2.558066708195838,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,10,C025,S64,64,0.013917939339989971,2.556720134052739,16448,8192,64,0,40a093c63e896fa8c7e4c7b01901573d5e0fbd124d7d8361c8cc595f18bffa61
NORM_ONLY,10,SELECTED,Dev128,128,0.026131648946829955,2.5295586318243295,32896,16384,128,0,1f686f894c68ca22572cfb777724648948c9a431c9d0cdacf8aafb755c146306
