server,hostname,path,realpath,is_symlink,link_target,observed_at,availability,bytes,allocated_bytes,mtime_ns,ctime_ns,device,inode,nlink,category,classification_basis,stable_during_inspection,role,experiment_family,lifelong_or_sequential_path_hint,last_stat_at,last_stat_status,last_stat_bytes,last_stat_device,last_stat_inode,changed_since_scan,payload_sha256_status,restore_validation,storage_location_kind,recorded_arm,recorded_batch,recorded_payload_sha256,recorded_hash_provenance,batch_step_path_hint,schema_status,schema_keys,zip_tensor_members,header_bytes_read
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659/model.safetensors.index.json,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/blobs/0fd8120f1c6acddc268ebc2583058efaf699a771,True,../../blobs/0fd8120f1c6acddc268ebc2583058efaf699a771,2026-09-18T04:01:29.934067+00:00,PRESENT,23950,24576,1774946327282911973,1774946327282911973,2304,243144248,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,SIDECAR_METADATA,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,23950,2304,243144248,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/snapshots/0e9e39f249a16976918f6564b8830bc894c89659/model-00003-of-00004.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Llama-3.1-8B-Instruct/blobs/fc1cdddd6bfa91128d6e94ee73d0ce62bfcdb7af29e978ddcab30c66ae9ea7fa,True,../../blobs/fc1cdddd6bfa91128d6e94ee73d0ce62bfcdb7af29e978ddcab30c66ae9ea7fa,2026-09-18T04:01:29.934235+00:00,PRESENT,4915916176,4915920896,1774946521950813241,1774946522186813134,2304,243144255,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,4915916176,2304,243144255,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28/model-00002-of-00004.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/blobs/f5d25a2772cb825164a2a2c0fb6d51a87e282abf21e4dd75bc5cfb3cd0ea6185,True,../../blobs/f5d25a2772cb825164a2a2c0fb6d51a87e282abf21e4dd75bc5cfb3cd0ea6185,2026-09-18T04:01:29.934658+00:00,PRESENT,3864726352,3864731648,1772689554731908238,1772689555047908917,2304,243205529,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,3864726352,2304,243205529,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28/model-00001-of-00004.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/blobs/a1333e6293854747c481288ea83b348226af178dd565c49b6f9495ba1966aba7,True,../../blobs/a1333e6293854747c481288ea83b348226af178dd565c49b6f9495ba1966aba7,2026-09-18T04:01:29.934834+00:00,PRESENT,3945441440,3945447424,1772689624004056522,1772689624184056906,2304,243205527,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,3945441440,2304,243205527,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28/model-00004-of-00004.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/blobs/1a72d403cdf0c1ec3cb7f289f17b394a01e64394c2e9b3c0f94dbce3faf879bd,True,../../blobs/1a72d403cdf0c1ec3cb7f289f17b394a01e64394c2e9b3c0f94dbce3faf879bd,2026-09-18T04:01:29.935012+00:00,PRESENT,3556377672,3556384768,1772689586075975462,1772689586383976121,2304,243205528,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,3556377672,2304,243205528,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28/model.safetensors.index.json,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/blobs/14d037fdda5a1311dcc0275003a7a370d84114e6,True,../../blobs/14d037fdda5a1311dcc0275003a7a370d84114e6,2026-09-18T04:01:29.935131+00:00,PRESENT,27752,28672,1772689432987644839,1772689432987644839,2304,243205519,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,SIDECAR_METADATA,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,27752,2304,243205519,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28/model-00003-of-00004.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/blobs/8efdec4c1bc12317ae1a38dc42b595ce777738a64deea3fcb8a0a91381bcdfd5,True,../../blobs/8efdec4c1bc12317ae1a38dc42b595ce777738a64deea3fcb8a0a91381bcdfd5,2026-09-18T04:01:29.935303+00:00,PRESENT,3864726424,3864731648,1772689560787921243,1772689561483922738,2304,243205521,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,3864726424,2304,243205521,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--EleutherAI--gpt-j-6b/snapshots/47e169305d2e8376be1d31e765533382721b2cc1/pytorch_model.bin,/mnt/raid5/janghj/.cache/huggingface/hub/models--EleutherAI--gpt-j-6b/blobs/0e183edc2025ecfdba4429ba43c960224103b3c3dc26616503cdc2158a3d6c93,True,../../blobs/0e183edc2025ecfdba4429ba43c960224103b3c3dc26616503cdc2158a3d6c93,2026-09-18T04:01:29.935773+00:00,PRESENT,24207819307,24207831040,1772536664113856254,1772536664149856384,2304,243142753,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,24207819307,2304,243142753,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--EleutherAI--gpt-j-6b/snapshots/f3f428825b6fc4c087af475ea729ac652edeee33/model.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--EleutherAI--gpt-j-6b/blobs/39719bd3194cf2f63e722241a1c1b60afc1ef07de41fe86bf71c934f1bf8836e,True,../../blobs/39719bd3194cf2f63e722241a1c1b60afc1ef07de41fe86bf71c934f1bf8836e,2026-09-18T04:01:29.936199+00:00,PRESENT,24207760308,24207773696,1772536994562866253,1772536994598866347,2304,243142761,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,24207760308,2304,243142761,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/snapshots/8afb486c1db24fe5011ec46dfbe5b5dccdb575c2/model-00002-of-00004.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/blobs/8d4782b4a69ef03845159ce1a15e272aadaaf134dc138d68f616098e8531729c,True,../../blobs/8d4782b4a69ef03845159ce1a15e272aadaaf134dc138d68f616098e8531729c,2026-09-18T04:01:29.936689+00:00,PRESENT,4999802720,4999806976,1772529026979908870,1772529027019908907,2304,243139135,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,4999802720,2304,243139135,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/snapshots/8afb486c1db24fe5011ec46dfbe5b5dccdb575c2/model-00001-of-00004.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/blobs/d8cf9c4d0dd972e1a2131bfe656235ee98221679711a3beef6d46dadf0f20b5c,True,../../blobs/d8cf9c4d0dd972e1a2131bfe656235ee98221679711a3beef6d46dadf0f20b5c,2026-09-18T04:01:29.936864+00:00,PRESENT,4976698672,4976705536,1772529059367940431,1772529059415940479,2304,243139141,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,4976698672,2304,243139141,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/snapshots/8afb486c1db24fe5011ec46dfbe5b5dccdb575c2/model-00004-of-00004.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/blobs/67e9ad31c8c32abf3a55ee7fc7217b3ecb35fd3c74d98a5bd233e0e4d6964f46,True,../../blobs/67e9ad31c8c32abf3a55ee7fc7217b3ecb35fd3c74d98a5bd233e0e4d6964f46,2026-09-18T04:01:29.936981+00:00,PRESENT,1168138808,1168146432,1772528924359831993,1772528924399832017,2304,243139142,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1168138808,2304,243139142,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/snapshots/8afb486c1db24fe5011ec46dfbe5b5dccdb575c2/model.safetensors.index.json,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/blobs/0fd8120f1c6acddc268ebc2583058efaf699a771,True,../../blobs/0fd8120f1c6acddc268ebc2583058efaf699a771,2026-09-18T04:01:29.937096+00:00,PRESENT,23950,24576,1772528857855803589,1772528857855803589,2304,243139132,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,SIDECAR_METADATA,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,23950,2304,243139132,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/snapshots/8afb486c1db24fe5011ec46dfbe5b5dccdb575c2/model-00003-of-00004.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Meta-Llama-3-8B-Instruct/blobs/3acdd690e65c24f42a24581b8467af98bd3ca357444580f8012aacd2bd607921,True,../../blobs/3acdd690e65c24f42a24581b8467af98bd3ca357444580f8012aacd2bd607921,2026-09-18T04:01:29.937269+00:00,PRESENT,4915916176,4915920896,1772529034215915640,1772529034259915681,2304,243139138,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,4915916176,2304,243139138,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Llama-3.2-3B/snapshots/13afe5124825b4f3751f836b40dafda64c1ed062/model-00002-of-00002.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Llama-3.2-3B/blobs/4719a04514ec2f060240711b7c33ab21187cac730ecaba3040b7a0fd95a9cefb,True,../../blobs/4719a04514ec2f060240711b7c33ab21187cac730ecaba3040b7a0fd95a9cefb,2026-09-18T04:01:29.937677+00:00,PRESENT,1459729952,1459736576,1774530064817679911,1774530065749684222,2304,245730797,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1459729952,2304,245730797,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Llama-3.2-3B/snapshots/13afe5124825b4f3751f836b40dafda64c1ed062/model-00001-of-00002.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Llama-3.2-3B/blobs/584d8d3e3f82f7964955174dfe5e3b1cf117a9d859f022cfdf7fcb884856e002,True,../../blobs/584d8d3e3f82f7964955174dfe5e3b1cf117a9d859f022cfdf7fcb884856e002,2026-09-18T04:01:29.937916+00:00,PRESENT,4965799096,4965806080,1774530092649806520,1774530092749806967,2304,245730801,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,4965799096,2304,245730801,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Llama-3.2-3B/snapshots/13afe5124825b4f3751f836b40dafda64c1ed062/model.safetensors.index.json,/mnt/raid5/janghj/.cache/huggingface/hub/models--meta-llama--Llama-3.2-3B/blobs/d3a1f0f5f401eeadca0c7a6786bd9e877fd42e58,True,../../blobs/d3a1f0f5f401eeadca0c7a6786bd9e877fd42e58,2026-09-18T04:01:29.938052+00:00,PRESENT,20919,24576,1774530011717425774,1774530011721425794,2304,245730795,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,SIDECAR_METADATA,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,20919,2304,245730795,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--facebook--contriever-msmarco/snapshots/287db3b2d7662e688c051c351a0739de4ef2d6d7/model.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--facebook--contriever-msmarco/blobs/185c2c743bbb9ec15727575a931dd95fdf035e1fc377dd846a9a4f9fa89dd54b,True,../../blobs/185c2c743bbb9ec15727575a931dd95fdf035e1fc377dd846a9a4f9fa89dd54b,2026-09-18T04:01:29.938377+00:00,PRESENT,437955512,437956608,1773314824553182961,1773314824589183192,2304,245046832,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,437955512,2304,245046832,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--facebook--contriever-msmarco/snapshots/abe8c1493371369031bcb1e02acb754cf4e162fa/pytorch_model.bin,/mnt/raid5/janghj/.cache/huggingface/hub/models--facebook--contriever-msmarco/blobs/08b88f3a3697877345669405c51a23f53ed90aa2bab441cd7b7b08659925eef8,True,../../blobs/08b88f3a3697877345669405c51a23f53ed90aa2bab441cd7b7b08659925eef8,2026-09-18T04:01:29.938709+00:00,PRESENT,438007537,438009856,1773314813905114028,1773314813945114289,2304,245046816,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,438007537,2304,245046816,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen3-4B/snapshots/1cfa9a7208912126459214e8b04321603b3df60c/model.safetensors.index.json,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen3-4B/blobs/95c0a0059df040d75dc6c396b174382cf61d2f91,True,../../blobs/95c0a0059df040d75dc6c396b174382cf61d2f91,2026-09-18T04:01:29.939169+00:00,PRESENT,32819,36864,1772527773265390666,1772527773269390682,2304,243139097,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,SIDECAR_METADATA,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,32819,2304,243139097,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
server1,devbox,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen3-4B/snapshots/1cfa9a7208912126459214e8b04321603b3df60c/model-00003-of-00003.safetensors,/mnt/raid5/janghj/.cache/huggingface/hub/models--Qwen--Qwen3-4B/blobs/e4bf436957184f4eeb86a80e9db394503f1f56446b2e6b7edeac5b81470f4ca1,True,../../blobs/e4bf436957184f4eeb86a80e9db394503f1f56446b2e6b7edeac5b81470f4ca1,2026-09-18T04:01:29.939289+00:00,PRESENT,99630640,99631104,1772527780929420898,1772527780945420961,2304,243139100,1,PRETRAINED_OR_FULL_MODEL,path_or_shard_name,True,PRETRAINED_MODEL,.cache,False,2026-09-18T04:09:03.953712+00:00,PRESENT,99630640,2304,243139100,False,NOT_RECOMPUTED,NOT_PERFORMED,RESEARCH_DIRECTORY,,,,,,,,,
