cohort,arm,metric,scope,denominator,before_num,after_num,delta_pp,retained,lost,gained,both_failed,W0_success_den,W0_success_to_failure_num,W0_failure_den,W0_failure_to_success_num,new_NLL_paired_delta_mean,new_NLL_paired_delta_median,new_NLL_decreased,new_NLL_increased,new_NLL_equal,true_NLL_paired_delta_mean,true_NLL_paired_delta_median,true_NLL_decreased,true_NLL_increased,true_NLL_equal
28,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,99,90.0,9,0,90,1,9,0,91,90,-10.362797211061116,-10.359744241926819,99,1,0,7.384353417389793,7.260991126298904,9,91,0
29,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,100,89.0,11,0,89,0,11,0,89,89,-10.68763619046309,-11.120500799268484,100,0,0,7.383913734860252,8.196492612361908,12,88,0
30,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,99,89.0,10,0,89,1,10,0,90,89,-10.51575390363214,-10.849169254302979,100,0,0,6.741136657688767,7.121014595031738,9,91,0
31,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,4,100,96.0,4,0,96,0,4,0,96,96,-10.611591166029102,-10.80802429112373,100,0,0,6.777904783904087,6.728508472442627,9,91,0
32,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,100,95.0,5,0,95,0,5,0,95,95,-10.72390331933304,-10.72201873929589,100,0,0,7.671570371396956,8.045690059661865,7,93,0
33,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,7,97,90.0,7,0,90,3,7,0,93,90,-11.052644349098555,-11.030805083806626,100,0,0,6.973073810786008,7.607820451259613,10,90,0
34,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,99,88.0,11,0,88,1,11,0,89,88,-10.66095686094377,-10.699909452465363,100,0,0,6.731059215217829,7.576850116252899,10,90,0
35,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,13,100,87.0,13,0,87,0,13,0,87,87,-9.922483802914503,-9.652928535593674,100,0,0,7.566786088068039,7.637335762381554,3,97,0
36,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,100,89.0,11,0,89,0,11,0,89,89,-10.822558993759449,-10.53254166804254,100,0,0,7.830171778053045,7.509723782539368,6,94,0
37,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,100,94.0,6,0,94,0,6,0,94,94,-10.389718917232967,-10.60715379472822,99,1,0,7.727456354033202,8.018793776631355,4,96,0
38,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,100,89.0,11,0,89,0,11,0,89,89,-10.556061328341311,-10.225427783094347,100,0,0,7.510527712032199,8.245894432067871,9,91,0
39,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,100,89.0,11,0,89,0,11,0,89,89,-10.370840255114599,-10.238791854426381,100,0,0,8.253549415394664,8.507504224777222,4,96,0
40,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,100,89.0,11,0,89,0,11,0,89,89,-10.560774339398922,-10.546414903830737,100,0,0,7.772849426161847,8.178509175777435,7,93,0
41,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,100,92.0,8,0,92,0,8,0,92,92,-10.301827699610294,-10.079650345112896,100,0,0,8.30512672090903,8.672762989997864,6,94,0
42,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,100,92.0,8,0,92,0,8,0,92,92,-10.679545263877444,-10.931801828264724,100,0,0,7.725290080588311,8.465610176324844,8,92,0
43,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,98,89.0,9,0,89,2,9,0,91,89,-10.292320101396035,-10.55805760785006,100,0,0,7.214623271971941,7.686552792787552,7,93,0
44,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,7,100,93.0,7,0,93,0,7,0,93,93,-10.83171095190104,-10.797521554195555,99,1,0,7.726761781051755,8.138745069503784,8,92,0
45,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,7,98,91.0,7,0,91,2,7,0,93,91,-10.7121753411807,-10.36055504810065,100,0,0,7.5770126202935355,6.834211397916079,5,95,0
46,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,100,92.0,8,0,92,0,8,0,92,92,-10.718224498498312,-10.494036428630352,100,0,0,7.381520022042095,6.989017963409424,7,93,0
47,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,100,95.0,5,0,95,0,5,0,95,95,-11.063240080528777,-10.853314540931024,100,0,0,8.04986969999969,7.709988791495562,6,94,0
48,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,13,99,86.0,13,0,86,1,13,0,87,86,-11.59921857953188,-10.639090380631387,100,0,0,7.557904824748403,7.658416032791138,8,92,0
49,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,12,99,87.0,12,0,87,1,12,0,88,87,-10.513272185187962,-10.528283771709539,100,0,0,7.232046131729148,7.525695443153381,8,92,0
50,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,99,93.0,6,0,93,1,6,0,94,93,-10.454554501193925,-10.47624288953375,100,0,0,7.84364374028868,8.493748307228088,8,92,0
51,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,12,100,88.0,12,0,88,0,12,0,88,88,-11.13030633900522,-10.849081697146175,100,0,0,7.669147479794919,7.883985280990601,5,95,0
52,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,100,94.0,6,0,94,0,6,0,94,94,-10.466079058916948,-10.38694765092805,100,0,0,7.320528198163957,6.892204999923706,10,90,0
53,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,100,94.0,6,0,94,0,6,0,94,94,-11.30265026607587,-11.192734533455223,100,0,0,7.212230321103707,7.232141733169556,5,95,0
54,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,100,90.0,10,0,90,0,10,0,90,90,-10.821938965767476,-10.855002732365392,100,0,0,8.388547667334787,8.202359676361084,4,96,0
55,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,98,89.0,8,1,90,1,9,1,91,90,-10.978673827389139,-10.786811490805121,100,0,0,8.651079335259274,8.520623534917831,3,97,0
56,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,99,89.0,10,0,89,1,10,0,90,89,-10.148675025373814,-10.161018842132762,100,0,0,7.319663120072801,7.4402220249176025,8,92,0
57,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,100,90.0,10,0,90,0,10,0,90,90,-11.391540212871332,-11.484046476718504,100,0,0,8.04669622786343,7.924128770828247,6,94,0
58,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,99,93.0,6,0,93,1,6,0,94,93,-10.879394464555663,-11.206646007136442,100,0,0,7.322320975037291,7.128590106964111,10,90,0
59,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,100,91.0,9,0,91,0,9,0,91,91,-10.374914471798984,-10.430958010954782,100,0,0,7.474483582824469,7.556094191968441,3,97,0
60,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,100,91.0,9,0,91,0,9,0,91,91,-10.873287820152182,-10.778720021946356,100,0,0,7.53314108881168,8.025533497333527,8,92,0
61,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,100,89.0,11,0,89,0,11,0,89,89,-10.511275767504994,-10.653809111565351,100,0,0,8.20514034088701,8.708677865564823,8,92,0
62,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,7,100,93.0,7,0,93,0,7,0,93,93,-10.842217358049675,-10.522035145084374,100,0,0,8.100143827600405,8.17576265335083,9,91,0
63,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,3,99,96.0,3,0,96,1,3,0,97,96,-10.435691451058373,-10.185346101177856,100,0,0,9.333574029067531,9.837940990924835,4,96,0
64,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,7,100,93.0,7,0,93,0,7,0,93,93,-10.739496224234463,-10.608777042652946,100,0,0,8.790705856038258,9.145914852619171,2,98,0
65,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,7,99,92.0,7,0,92,1,7,0,93,92,-10.851207129769318,-11.1043714992702,100,0,0,8.299507715515793,8.475494861602783,1,99,0
66,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,100,91.0,9,0,91,0,9,0,91,91,-10.768395103749645,-10.966812184837181,100,0,0,8.109574001366273,8.597861528396606,7,93,0
67,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,4,100,96.0,4,0,96,0,4,0,96,96,-11.348488420915965,-11.312081553973258,100,0,0,7.933533690962941,7.935288351029158,8,92,0
68,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,12,100,88.0,12,0,88,0,12,0,88,88,-10.286671220146273,-10.285546331928344,100,0,0,8.069543556440621,8.579267024993896,10,90,0
69,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,2,99,97.0,2,0,97,1,2,0,98,97,-10.650461069606244,-10.653549945403938,100,0,0,9.428985930541531,9.460042987018824,3,97,0
70,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,4,100,96.0,4,0,96,0,4,0,96,96,-10.407465472816838,-10.134316390787717,100,0,0,8.038727075960487,8.703471899032593,5,95,0
71,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,100,91.0,9,0,91,0,9,0,91,91,-10.636548815840214,-10.205167826032266,100,0,0,7.365189007983718,7.369397431612015,9,91,0
72,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,100,91.0,9,0,91,0,9,0,91,91,-11.03454226635964,-11.199889908311889,100,0,0,7.990608498919755,7.8244712352752686,5,95,0
73,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,100,92.0,8,0,92,0,8,0,92,92,-11.134420523424632,-11.184521120565478,100,0,0,9.057605448570103,9.573656998574734,4,96,0
74,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,98,89.0,8,1,90,1,9,1,91,90,-10.573463606893128,-10.796394795179367,100,0,0,8.749772017766663,9.549619674682617,6,94,0
75,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,4,100,96.0,4,0,96,0,4,0,96,96,-10.826770028651373,-10.85201534582302,100,0,0,7.9749352995492515,8.548663884401321,12,88,0
76,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,100,95.0,5,0,95,0,5,0,95,95,-10.728674920711091,-10.776825432432815,100,0,0,9.130954783894122,9.160637974739075,2,98,0
77,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,100,92.0,8,0,92,0,8,0,92,92,-11.44964195292283,-11.61189095582813,100,0,0,7.831711309994571,8.037822484970093,11,89,0
78,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,100,91.0,9,0,91,0,9,0,91,91,-10.357958282735781,-10.266207610722631,100,0,0,7.754397977739573,8.1757230758667,6,94,0
79,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,4,99,95.0,4,0,95,1,4,0,96,95,-10.740080646600418,-10.985385899897665,100,0,0,8.21476652301848,8.116748988628387,5,95,0
80,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,99,90.0,9,0,90,1,9,0,91,90,-10.719018770600087,-10.49970545587712,100,0,0,8.507181619931943,8.832617163658142,6,94,0
81,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,100,90.0,10,0,90,0,10,0,90,90,-10.35813179779856,-10.05384769430384,100,0,0,7.938283250431996,8.164727210998535,2,98,0
82,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,3,100,97.0,3,0,97,0,3,0,97,97,-11.408772135071631,-11.223459822358564,100,0,0,9.204000370157882,9.478178262710571,3,97,0
83,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,99,93.0,6,0,93,1,6,0,94,93,-11.23769322741704,-11.17612121521961,100,0,0,8.051810397049412,8.363590240478516,4,96,0
84,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,99,91.0,8,0,91,1,8,0,92,91,-10.846560464630311,-10.677489355555736,100,0,0,7.735610348694027,7.873268723487854,8,92,0
85,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,100,95.0,5,0,95,0,5,0,95,95,-10.568827577373886,-10.200030387146398,100,0,0,9.277390551557765,9.774082660675049,2,98,0
86,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,100,95.0,5,0,95,0,5,0,95,95,-10.82043607021682,-10.938650992902694,100,0,0,8.37865682233125,9.158798694610596,6,94,0
87,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,100,94.0,6,0,94,0,6,0,94,94,-10.952531985559144,-10.920910072047263,100,0,0,8.239211620483548,8.074483871459961,5,95,0
88,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,100,95.0,5,0,95,0,5,0,95,95,-11.804765492259321,-11.456905770581216,100,0,0,8.400763870524242,8.64595639705658,6,94,0
89,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,99,88.0,11,0,88,1,11,0,89,88,-10.62777093059849,-10.574431585904676,100,0,0,8.759586583265918,8.53915387392044,5,95,0
90,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,100,95.0,5,0,95,0,5,0,95,95,-10.864994345399536,-10.97562797786668,100,0,0,8.274205572223291,8.260643005371094,4,96,0
91,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,100,94.0,6,0,94,0,6,0,94,94,-11.02527770946981,-11.212699974770658,100,0,0,8.299506814973428,8.424318850040436,5,95,0
92,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,4,100,96.0,4,0,96,0,4,0,96,96,-10.773049541909495,-10.80951542162802,100,0,0,9.262292692949995,9.492763713002205,3,97,0
93,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,7,98,91.0,7,0,91,2,7,0,93,91,-10.576753341752628,-10.569029640580993,100,0,0,8.375575057975947,9.743468523025513,10,90,0
94,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,100,95.0,5,0,95,0,5,0,95,95,-10.807990388975012,-10.595255572348833,100,0,0,8.414628661591559,9.481689214706421,6,94,0
95,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,100,94.0,6,0,94,0,6,0,94,94,-11.077458127428836,-10.869460104499012,100,0,0,8.77330058246851,9.429510585963726,7,93,0
96,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,100,95.0,5,0,95,0,5,0,95,95,-10.12347393401731,-9.997765844105743,100,0,0,9.413525755156297,9.663453817367554,3,97,0
97,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,98,88.0,10,0,88,2,10,0,90,88,-10.893521372601935,-10.638342503458261,100,0,0,8.438285009944812,8.442615957930684,4,96,0
98,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,100,90.0,10,0,90,0,10,0,90,90,-10.635149123166338,-10.527484283549711,100,0,0,7.783659469224513,8.252345710992813,6,94,0
99,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,100,92.0,8,0,92,0,8,0,92,92,-11.588481009594652,-10.854623773717321,100,0,0,8.589683671072125,8.727743655443192,8,92,0
100,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,100,89.0,11,0,89,0,11,0,89,89,-10.093181230332121,-9.859253563918173,100,0,0,9.0144799293112,9.328220129013062,2,98,0
1,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,20,187,83.5,19,1,168,12,20,1,180,168,-8.090153730547755,-7.926560342311859,196,4,0,3.903231708360836,3.5607762336730957,38,162,0
2,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,26,187,80.5,26,0,161,13,26,0,174,161,-8.380917791661922,-8.10171320149675,199,1,0,3.532093405320775,3.15233988314867,42,158,0
3,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,15,188,86.5,15,0,173,12,15,0,185,173,-8.352698834481526,-8.248861312866211,197,3,0,4.062867526565679,3.938413977622986,36,164,0
4,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,31,188,78.5,30,1,158,11,31,1,169,158,-7.662418308805209,-7.476401563733816,197,3,0,4.469033110025339,4.33483624458313,29,171,0
5,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,20,190,85.0,20,0,170,10,20,0,180,170,-7.776002039299929,-7.735209934413433,198,2,0,4.012395915305242,4.115355730056763,32,168,0
6,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,29,189,80.0,28,1,161,10,29,1,171,161,-8.093377938451013,-8.388630075380206,196,4,0,3.2665510718896984,3.1350131034851074,39,161,0
7,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,19,191,86.0,19,0,172,9,19,0,181,172,-8.153407258533408,-8.097826659679413,200,0,0,4.973111798018217,4.762733817100525,19,181,0
8,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,20,190,85.0,20,0,170,10,20,0,180,170,-7.838052216403884,-8.047461839392781,199,1,0,4.2198867313377555,4.131133206188679,31,169,0
9,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,22,188,83.0,21,1,167,11,22,1,178,167,-8.545980669697165,-8.912051463499665,197,3,0,4.728492455906235,4.4480836391448975,32,168,0
10,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,25,185,80.0,24,1,161,14,25,1,175,161,-8.094419481728691,-8.191191717982292,194,6,0,4.133616954088211,4.111138939857483,28,172,0
11,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,22,186,82.0,20,2,166,12,22,2,178,166,-7.808021763848374,-7.872222434729338,198,2,0,4.52093844909221,4.432823181152344,31,169,0
12,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,27,186,79.5,27,0,159,14,27,0,173,159,-8.493671021779083,-8.290757648646832,199,1,0,4.401917688017711,4.103063106536865,35,165,0
13,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,23,187,82.0,23,0,164,13,23,0,177,164,-8.490969968966674,-8.4840889275074,199,1,0,4.582852855883539,4.310801267623901,26,174,0
14,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,21,182,80.5,19,2,163,16,21,2,179,163,-7.435616665384441,-7.044172085821629,197,3,0,4.098574009845033,4.358418941497803,36,164,0
15,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,19,195,88.0,19,0,176,5,19,0,181,176,-8.533520342526318,-8.774714160710573,200,0,0,4.389494494758546,4.094995737075806,23,177,0
16,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,19,193,87.0,17,2,176,5,19,2,181,176,-7.94071329592276,-7.930417150259018,197,3,0,4.510489748893305,4.553369149565697,35,165,0
17,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,23,190,83.5,23,0,167,10,23,0,177,167,-7.7587862679883255,-7.526427358388901,195,5,0,4.466306149447337,4.761850416660309,29,171,0
18,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,17,190,86.5,16,1,174,9,17,1,183,174,-8.39882193842117,-8.510018818778917,199,1,0,4.314402575511485,4.2004663944244385,34,166,0
19,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,23,189,83.0,22,1,167,10,23,1,177,167,-8.737733810500067,-8.750062435865402,199,1,0,4.4197602043440565,4.5396575927734375,33,167,0
20,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,17,190,86.5,17,0,173,10,17,0,183,173,-8.537372434636927,-8.44922560453415,200,0,0,4.66959494734183,4.922138690948486,34,166,0
21,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,27,189,81.0,27,0,162,11,27,0,173,162,-8.255765057989338,-8.36425791005604,199,1,0,3.8925206284597516,3.6136085987091064,34,166,0
22,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,21,192,85.5,20,1,172,7,21,1,179,172,-8.366707786681364,-8.403409250546247,197,3,0,4.475049466397613,4.371417760848999,28,172,0
23,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,21,191,85.0,21,0,170,9,21,0,179,170,-9.404753272287781,-9.82429632730782,200,0,0,4.528414240116254,4.626816511154175,29,171,0
24,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,23,186,81.5,22,1,164,13,23,1,177,164,-8.040950753877114,-7.875039276666939,198,2,0,3.8759492080751805,3.5583980083465576,47,153,0
25,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,16,196,90.0,16,0,180,4,16,0,184,180,-8.279352579775733,-8.330631978809834,198,2,0,4.69442789467983,4.453384637832642,28,172,0
26,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,25,190,82.5,25,0,165,10,25,0,175,165,-8.130567833412789,-8.045550227165222,197,3,0,4.765024712092709,4.30052387714386,28,172,0
27,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,19,192,86.5,19,0,173,8,19,0,181,173,-8.900393201414262,-8.847114622592926,197,3,0,4.6294658700190485,4.960697174072266,27,173,0
28,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,24,192,84.0,24,0,168,8,24,0,176,168,-8.096023764079437,-8.134468469768763,200,0,0,5.031548011610284,4.907294511795044,27,173,0
29,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,14,192,89.0,14,0,178,8,14,0,186,178,-8.750269431608977,-8.636346817016602,199,1,0,5.0528792953584345,5.859692692756653,33,167,0
30,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,22,187,82.5,22,0,165,13,22,0,178,165,-8.255243373224149,-8.449486941099167,198,2,0,4.080636437367648,3.722379207611084,39,161,0
31,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,13,190,88.5,13,0,177,10,13,0,187,177,-8.267189775123551,-8.265079009113833,200,0,0,4.545144300926477,4.394241988658905,38,162,0
32,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,16,197,90.5,16,0,181,3,16,0,184,181,-8.708433305553044,-8.782052678056061,199,1,0,5.054456560648978,5.23247492313385,30,170,0
33,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,20,191,85.5,20,0,171,9,20,0,180,171,-8.657661891714088,-8.80590957403183,199,1,0,5.074855866804719,5.31839656829834,31,169,0
34,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,17,195,89.0,17,0,178,5,17,0,183,178,-8.650018681103539,-8.582911770790815,198,2,0,4.968432052358985,5.024277627468109,28,172,0
35,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,27,189,81.0,27,0,162,11,27,0,173,162,-7.8580539608915565,-7.772261738777161,198,2,0,4.523940772470087,4.550958633422852,31,169,0
36,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,21,197,88.0,20,1,177,2,21,1,179,177,-8.576289735448517,-8.704124619660433,197,3,0,5.399083158774301,4.872625708580017,25,175,0
37,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,15,194,89.5,15,0,179,6,15,0,185,179,-8.38242977208225,-8.417591566219926,199,1,0,5.163983629480936,4.594421625137329,23,177,0
38,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,19,186,83.5,17,2,169,12,19,2,181,169,-8.437468402428713,-8.497069001197815,197,3,0,4.385854027392343,3.9258188605308533,32,168,0
39,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,28,193,82.5,28,0,165,7,28,0,172,165,-8.534248511854239,-8.669216362759471,198,2,0,4.538491863701492,4.293242394924164,36,164,0
40,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,26,196,85.0,25,1,171,3,26,1,174,171,-8.58968353066346,-8.48460428416729,197,3,0,4.598029679162428,4.57923150062561,27,173,0
41,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,21,194,86.5,19,2,175,4,21,2,179,175,-8.385302224791813,-8.542058399529196,197,3,0,5.313551732101478,5.277011871337891,27,173,0
42,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,22,192,85.0,22,0,170,8,22,0,178,170,-8.645379432812334,-8.878437667153776,198,2,0,4.470672812627162,4.456354543566704,26,174,0
43,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,28,192,82.0,27,1,165,7,28,1,172,165,-8.338343004512135,-8.421147695044056,199,1,0,4.443243568427861,4.798721730709076,36,164,0
44,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,16,192,88.0,14,2,178,6,16,2,184,178,-9.100331858399587,-9.382462680339813,197,3,0,5.069646650636568,5.21933126449585,36,164,0
45,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,14,187,86.5,11,3,176,10,14,3,186,176,-8.228703214205161,-7.829164777416736,197,3,0,4.527039180947468,4.185344219207764,33,167,0
46,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,22,190,84.0,22,0,168,10,22,0,178,168,-8.266252489828911,-8.189379461109638,200,0,0,4.525384724298492,4.247818440198898,22,178,0
47,AlphaEdit_L4_ONLY,PS,FINAL_W100_FIXED_B100_COHORT,200,15,195,90.0,15,0,180,5,15,0,185,180,-8.574978932476224,-8.58597581833601,199,1,0,5.29215584082529,4.590834885835648,22,178,0
