arm,batch,candidate,a4,a8,E,H,D,current_strict,past_strict,action_norm,L8_zero,selected,score_reused_from,E_ceiling,H_ceiling,strict_lost_vs_N4,past_strict_lost_vs_N4,current_new_NLL_mean,current_new_NLL_median,current_new_NLL_p90,current_new_NLL_p95,current_new_NLL_p99,current_new_NLL_min,current_new_NLL_max,new_NLL_vs_ownN4_mean,new_NLL_vs_ownN4_median,new_NLL_vs_ownN4_p90,new_NLL_vs_ownN4_p95,new_NLL_vs_ownN4_p99,new_NLL_vs_ownN4_min,new_NLL_vs_ownN4_max,requests_harmed_vs_ownN4
L75,2,L0.75-1,0.75,1.0,0.012567636371604749,0.0058990514317542875,0.0040459130420913425,100,64,8.194715092300822,False,True,,,,,,0.008019268992538854,0.002289591124281287,0.01911832392215732,0.031861008144915104,0.0698333917558196,2.5987286790041253e-05,0.12332334369421005,,,,,,,,
L75,3,L0.75-1,0.75,1.0,0.00968249960369576,0.005256637538536779,0.005854613587416679,100,64,7.550297073546517,False,True,,,,,,0.006105132246138964,0.002441400079987943,0.017526591755449773,0.022544681094586842,0.05749463260173804,2.8490614567999728e-05,0.06893932074308395,,,,,,,,
L75,4,L0.75-1,0.75,1.0,0.008763382822507992,0.005543376179957704,0.007874366448049841,100,64,7.490148120075751,False,True,,,,,,0.005204153845152177,0.002646695706062019,0.013848536554723994,0.021537227928638453,0.03168105676770211,4.708655978902243e-05,0.0324990339577198,,,,,,,,
L75,5,L0.75-1,0.75,1.0,0.008871510105091147,0.006202836206512075,0.00943749596399357,100,64,7.246264838620983,False,True,,,,,,0.00804244351140369,0.0038690128130838275,0.018097709491848954,0.02827877523377536,0.06617230795323871,4.2199197196168825e-05,0.10938712954521179,,,,,,,,
L75,6,L0.75-1,0.75,1.0,0.009439466424373677,0.007413373694816983,0.010904834033681254,100,64,7.425946215383947,False,True,,,,,,0.005700574108050205,0.0033525495091453195,0.013206601515412333,0.014736281614750617,0.04322845652699471,8.99378937901929e-05,0.04470494017004967,,,,,,,,
L75,7,L0.75-1,0.75,1.0,0.010356632692710263,0.007246080033041835,0.012438172302609019,100,64,7.684790969280806,False,True,,,,,,0.0074788174611239815,0.003252259222790599,0.018107631243765382,0.035080301947891704,0.07336195059120655,2.992108420585282e-05,0.07458588480949402,,,,,,,,
L75,8,L0.75-1,0.75,1.0,0.009428998158546165,0.007541103208097866,0.013660602307027148,100,64,7.747048512967386,False,True,,,,,,0.0081221773776997,0.0031614912441000342,0.020560031197965147,0.02920402651652693,0.04885080479085468,5.1377883210079744e-05,0.09213658422231674,,,,,,,,
L75,9,L0.75-1,0.75,1.0,0.007813757423718926,0.00877596144113113,0.01637561311281388,100,64,8.164949214394282,False,True,,,,,,0.007018889529931584,0.0027774109039455652,0.012718712631613019,0.021456236671656363,0.06256982989609286,2.861018856492592e-06,0.1474503129720688,,,,,,,,
L75,10,L0.75-1,0.75,1.0,0.008292827096265682,0.007591024200962693,0.017819495036860644,100,64,8.247317640660565,False,True,,,,,,0.006616590717021609,0.0033189946552738547,0.013937369827181103,0.02143888361752031,0.05738894812762755,3.814689989667386e-06,0.09113023430109024,,,,,,,,
T75,1,T0.75-1,0.75,1.0,0.037307353121286725,,0.006856624935608124,100,0,18.621388937979713,False,True,,,,,,0.002016859116993146,0.0008504945144522935,0.0033151487354189193,0.00538540941197425,0.018953452501446165,6.329813186312094e-05,0.04909399896860123,,,,,,,,
T75,2,T0.75-1,0.75,1.0,0.0686721432734339,0.0034166982488841313,0.015139032837396371,100,64,20.128686087341887,False,True,,,,,,0.0015414360982686048,0.000617670884821564,0.0020767979091033373,0.004987343773245809,0.015968739911913984,9.298280929215252e-06,0.03759501501917839,,,,,,,,
T75,3,T0.75-1,0.75,1.0,0.03571320321541862,0.0031857711728662252,0.023488482273023692,100,64,20.895847896572015,False,True,,,,,,0.001000291181153443,0.0005990260397084057,0.001988908532075586,0.0036393160698935385,0.006539768250659126,4.362964682513848e-05,0.010037658736109734,,,,,,,,
T75,4,T0.75-1,0.75,1.0,0.015607252303670976,0.00633902697177291,0.030490717694192426,100,64,21.358943196384832,False,True,,,,,,0.0010424630673878709,0.0006792025233153254,0.002259477227926255,0.002951886295340955,0.004230112391524048,2.5987286790041253e-05,0.010293254628777504,,,,,,,,
T75,5,T0.75-1,0.75,1.0,0.0034855319882626645,0.002053831644730053,0.03950884116511588,100,64,21.91557760276509,False,True,,,,,,0.0015126747730391799,0.0008457886870019138,0.0024456120794639005,0.004240799113176759,0.012345740543678416,5.9960475482512265e-05,0.014927824959158897,,,,,,,,
T75,6,T0.75-1,0.75,1.0,0.003186717148637399,0.03377009156542954,0.048118699527549325,100,63,22.14576216752167,False,True,,,,,,0.0013363502558058826,0.0005502974381670356,0.0030144984135404233,0.0049190984806045885,0.010145547194406414,4.1960789531003684e-05,0.014821181073784828,,,,,,,,
T75,7,T0.75-1,0.75,1.0,0.0030463899493042845,0.0728211982884659,0.0590758226098842,100,63,22.139929869496097,False,True,,,,,,0.0017118018959899927,0.0006800960400141776,0.0029504362028092146,0.0036397653049789367,0.010192634714767588,1.1324817933200393e-05,0.058874838054180145,,,,,,,,
T75,8,T0.75-1,0.75,1.0,0.002657847129739821,0.09017250189248216,0.07006350808114803,100,63,22.91844174667307,False,True,,,,,,0.0011638056286756183,0.0006286311836447567,0.0023102629464119683,0.0036352138151414673,0.007369089596904817,5.769562994828448e-05,0.007881376892328262,,,,,,,,
T75,9,T0.75-1,0.75,1.0,0.0036497331604914505,0.10449911029093073,0.08375817642809125,100,63,23.375509244062602,False,True,,,,,,0.001550074463521014,0.0006136202428024262,0.002770451991818848,0.004857216030359267,0.014003582075238363,5.5549986427649856e-05,0.0401558019220829,,,,,,,,
T75,10,T0.75-1,0.75,1.0,0.002937319053016836,0.07161286843586367,0.09652774532332842,100,63,23.371786548750606,False,True,,,,,,0.0012597308626936866,0.0007828388479538262,0.0025302320253103973,0.003429135936312376,0.006715525179170108,1.5258672647178173e-05,0.013825485482811928,,,,,,,,
L4D,1,L0.75-0,0.75,0.0,0.1828003568947315,,0.0009513358722159637,99,0,5.708739598792649,True,False,,0.050100000000000006,,1,0,0.09955010599194793,0.008337431121617556,0.10570117086172143,0.2111173726618288,0.8437059658766038,0.0004048719711136073,5.589816093444824,0.09809959711317788,0.007879788856371306,0.10264731748029629,0.21058952215535082,0.8423380772129412,0.00018614460714161396,5.58781728358008,100
L4D,1,N4,1.0,0.0,0.003404614371538628,,0.0017209079930182725,100,0,7.61165279863614,True,True,,0.050100000000000006,,0,0,0.0014505088787700516,0.0008624052279628813,0.003005916834808887,0.004103520512580871,0.006732942759990713,6.8662193370983e-05,0.010831019841134548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L4D,2,L0.75-0,0.75,0.0,0.4967180401127553,0.0015549881373999597,0.0029851111135030806,94,64,5.783527408650132,True,False,,0.050100000000000006,0.0016802247926330893,6,0,0.44838731016076055,0.0062463292852044106,0.10868404135108038,3.859673929214473,7.854424109458932,0.0001842805795604363,9.531600952148438,0.44183642948089985,0.0053628452005796134,0.10606516189873261,3.8414126598276153,7.80561622712762,-0.00010926087270490825,9.412363670766354,99
L4D,2,N4,1.0,0.0,0.026622378780157305,0.0015802247926330892,0.0038239335715388734,100,64,7.71136987798354,True,True,,0.050100000000000006,0.0016802247926330893,0,0,0.006550880679860711,0.0006678853824269027,0.0024775514379143737,0.007113244524225592,0.1215853514522326,0.00011276562872808427,0.3540442883968353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L4D,3,L0.75-0,0.75,0.0,0.10645206830929965,0.010571188948460986,0.00519834486271975,98,64,5.878944005820725,True,False,,0.050100000000000006,0.012378749113193043,2,0,0.09123932373353455,0.005039844429120421,0.05398404635488988,0.2945579171180721,1.8602302396297556,6.961580220377073e-05,3.8439018726348877,0.0895884499920794,0.00413052219664678,0.04667000230401761,0.2885830626823004,1.854457968347716,1.1681535397656262e-05,3.810195244848728,100
L4D,3,N4,1.0,0.0,0.0026307728864776434,0.012278749113193044,0.006022348446322212,100,64,7.8385920077260876,True,True,,0.050100000000000006,0.012378749113193043,0,0,0.0016508737414551433,0.0006519814196508378,0.00327991561498493,0.006242760340683157,0.009560675388202195,2.3007127310847864e-05,0.033706627786159515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L4D,4,L0.75-0,0.75,0.0,0.12540269631892442,0.020648353500405392,0.007535828701293212,98,63,5.851122993048884,True,False,,0.050100000000000006,0.024622713774786097,2,0,0.08620003279313096,0.004169995663687587,0.020634890533983714,0.07123100124299522,3.212960550785066,0.00019786784832831472,3.4044857025146484,0.08487801051422139,0.0030884453444741666,0.017810787644702956,0.06650335512822489,3.212407855386847,9.379914263263345e-05,3.399219219107181,100
L4D,4,N4,1.0,0.0,0.003918482569279149,0.024522713774786098,0.008421741996926357,100,63,7.8014973235883645,True,True,,0.050100000000000006,0.024622713774786097,0,0,0.0013220222789095714,0.0007687234319746494,0.002712137438356882,0.004883272526785731,0.009172180257737646,8.928377064876258e-05,0.010783258825540543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L4D,5,L0.75-0,0.75,0.0,0.10517381062352797,0.029327693080063,0.009591493141215324,99,63,5.868382827260223,True,False,,0.050100000000000006,0.03243531814760227,1,0,0.06947402105222863,0.005211865063756704,0.05095136985182781,0.15048498511314387,1.0539277267456175,0.00010525626566959545,3.404766082763672,0.06799360469209205,0.003836166812106967,0.045772565645165963,0.15000248340656977,1.05152673289181,3.337564703542739e-05,3.3789897989481688,100
L4D,5,N4,1.0,0.0,0.012849908573552966,0.032335318147602266,0.010314425840761032,100,63,7.824510436564866,True,True,,0.050100000000000006,0.03243531814760227,0,0,0.0014804163601365872,0.0009017691772896796,0.002485183160752058,0.003393565770238638,0.0118661777116359,6.246371776796877e-05,0.02577628381550312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L4D,6,L0.75-0,0.75,0.0,0.057277073515579105,0.0324568354466237,0.01163881422871782,99,63,6.159871318007871,True,False,,0.050100000000000006,0.03288846723253537,1,0,0.05448866881939466,0.003851852612569928,0.024330859631299984,0.06711129788309295,0.8178595650196171,0.00019107422849629074,2.670024871826172,0.053332810284919104,0.0031652258621761575,0.022078798682196074,0.06293750858167145,0.8089055006858057,8.474519563606009e-05,2.665405231527984,100
L4D,6,N4,1.0,0.0,0.0024117284012027083,0.03278846723253537,0.012474029073018755,100,63,8.213161757253289,True,True,,0.050100000000000006,0.03288846723253537,0,0,0.0011558585344755557,0.0007030875713098794,0.002838024520315231,0.0033993373974226405,0.005273390552029033,7.4741430580616e-05,0.008997846394777298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L4D,7,L0.75-0,0.75,0.0,0.06058939852809999,0.03456545720007398,0.01400217949276339,100,63,6.158311670266014,True,False,,0.050100000000000006,0.03592400399386643,0,0,0.029273579176551722,0.00421907240524888,0.06160003542900096,0.11431329250335684,0.4638123288750651,3.182837463100441e-05,0.522337794303894,0.027158389987425834,0.0035018157941522077,0.05739720526617033,0.11262718591024158,0.3934640997275716,6.801419658586383e-06,0.5143155641853809,100
L4D,7,N4,1.0,0.0,0.004654217146162409,0.03582400399386643,0.014935928673367016,100,63,8.211082227704994,True,True,,0.050100000000000006,0.03592400399386643,0,0,0.0021151891891258855,0.000767293997341767,0.0036573453573510092,0.00535176387056708,0.010083621926606017,9.417489309271332e-06,0.07097778469324112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L4D,8,L0.75-0,0.75,0.0,0.042969779589911924,0.04323645445640523,0.01599123453706852,100,63,6.101297845591979,True,True,,0.050100000000000006,0.046046056860088905,0,0,0.027856227677184507,0.005693524610251188,0.035339621827006375,0.06041343621909595,0.3425672820210482,6.663577369181439e-05,0.8304727077484131,0.026568957924919232,0.004604291112627834,0.03420451774145478,0.05845451176282927,0.34074217384448524,2.0026029233122244e-05,0.8240638547576964,100
L4D,8,N4,1.0,0.0,0.001981715756119229,0.0459460568600889,0.016842210480717767,100,63,8.135063794196299,True,False,,0.050100000000000006,0.046046056860088905,0,0,0.0012872697522652743,0.000777061766711995,0.002948022494092585,0.004279659083113071,0.007024810034781696,1.156323378381785e-05,0.00736285001039505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L4D,9,L0.75-0,0.75,0.0,0.0701911603645567,0.05071400468250431,0.017371112017826817,98,63,6.453364221590852,True,False,,0.050100000000000006,0.05356635783632792,2,0,0.11649516873687389,0.003477183054201305,0.025696621835231845,0.10104270800948138,4.791452050209048,0.0001282609737245366,5.392643451690674,0.10926667309711774,0.002738072333158925,0.020923049130942725,0.09745064806775185,4.237234958596534,-0.001491840579546988,5.372100967913866,98
L4D,9,N4,1.0,0.0,0.007198091598620521,0.053466357836327916,0.018225790245651297,100,63,8.604485628695699,True,True,,0.050100000000000006,0.05356635783632792,0,0,0.007228495639756147,0.0007115453481674194,0.003681752062402666,0.006192194856703278,0.025933136381211655,3.480850500636734e-05,0.559607744216919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L4D,10,L0.75-0,0.75,0.0,0.10019747263053431,0.05214462954359078,0.019728882793970115,99,63,6.438036192714314,True,False,,0.050100000000000006,0.05235684724427993,0,0,0.07087318118297845,0.004764988087117672,0.027672840096056594,0.10359229743480666,0.7568848049640852,5.98412734689191e-05,4.555609703063965,0.04623777692988369,0.0032540492829866707,0.025693375652190386,0.1014653137302956,0.7247295044269492,2.634402335388586e-05,2.2520806789398193,100
L4D,10,N4,1.0,0.0,0.02085734495805809,0.052256847244279925,0.020650619265325076,99,63,8.584048256682113,True,True,,0.050100000000000006,0.05235684724427993,0,0,0.02463540425309475,0.00100824044784531,0.0038158594397827983,0.005897101038135585,0.032155300537136014,3.349725011503324e-05,2.3035290241241455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LD,1,L0.75-0.5,0.75,0.5,0.012414455455291318,,0.001252664631266498,100,0,6.8024118178968065,False,True,,0.050100000000000006,,0,0,0.006537042994605145,0.0032830527052283287,0.016005076095461847,0.022015019785612818,0.046681760996580314,6.997340824455023e-05,0.08322792500257492,0.005086534115835093,0.002310552867129445,0.011220414517447375,0.017008815362351,0.043855004017241475,-0.010483108460903168,0.07766965124756098,83
LD,1,L0.75-0,0.75,0.0,0.1828003568947315,,0.0009513358722159637,99,0,5.708739598792649,True,False,,0.050100000000000006,,1,0,0.09955010599194793,0.008337431121617556,0.10570117086172143,0.2111173726618288,0.8437059658766038,0.0004048719711136073,5.589816093444824,0.09809959711317788,0.007879788856371306,0.10264731748029629,0.21058952215535082,0.8423380772129412,0.00018614460714161396,5.58781728358008,100
LD,1,L0.75-1,0.75,1.0,0.010280911758527508,,0.002032699220990253,100,0,9.344629620479056,False,False,,0.050100000000000006,,0,0,0.005857807467255043,0.0022188823204487562,0.012999134510755541,0.02318780040368437,0.0445886899158361,3.015949550899677e-05,0.09160242974758148,0.004407298588484991,0.0016386986026191153,0.009853311371989559,0.01734007763443513,0.04147461269516521,-0.010751868008810561,0.08604415599256754,67
LD,1,L1-0.5,1.0,0.5,0.003404619010980241,,0.0017209020643065287,100,0,7.611652798686378,False,False,,0.050100000000000006,,0,0,0.001450511850271141,0.0008624052279628813,0.0030059049604460606,0.004103514575399458,0.006732825664803407,6.8662193370983e-05,0.010831019841134548,2.971501089632511e-09,0.0,1.187669113278389e-07,1.1898227967321872e-07,2.370285801589489e-07,-2.3795291781425476e-07,2.377200871706009e-07,12
LD,1,L1-1,1.0,1.0,0.003404612121521495,,0.001720909260342296,100,0,7.6116527988356335,False,False,,0.050100000000000006,,0,0,0.0014505154178186786,0.0008624052279628813,0.0030059049604460606,0.004103520512580871,0.0067328268475830766,6.8662193370983e-05,0.010831138119101524,6.539048627018929e-09,0.0,1.187669113278389e-07,1.1898227967321872e-07,2.370285801589489e-07,-2.3795291781425476e-07,2.377200871706009e-07,13
LD,1,N4,1.0,0.0,0.003404614371538628,,0.0017209079930182725,100,0,7.61165279863614,True,False,,0.050100000000000006,,0,0,0.0014505088787700516,0.0008624052279628813,0.003005916834808887,0.004103520512580871,0.006732942759990713,6.8662193370983e-05,0.010831019841134548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LD,2,L0.75-0.5,0.75,0.5,0.029641933554667047,0.006676316116454473,0.002757233526580194,100,64,6.444177763772718,False,True,,0.050100000000000006,0.006954183737573294,0,0,0.00956828468690219,0.004196793423034251,0.025455490127205858,0.03535966202616691,0.06643764533102525,7.56950321374461e-05,0.09035737812519073,0.002200899383533397,0.0031388960196636617,0.021775907865958313,0.031617455376544965,0.06579365013109066,-0.4267814739141613,0.08820415567606688,83
LD,2,L0.75-0,0.75,0.0,0.40126576445065437,0.006704420181222304,0.00237324169626163,93,64,5.749591133848565,True,False,,0.050100000000000006,0.006954183737573294,7,0,0.31938301283807957,0.008834736421704292,0.09286676123738322,1.5398015618324277,8.384286088943485,0.0003036991402041167,8.991288185119629,0.3120156275347108,0.007659443013835698,0.09231741980765978,1.536213310167659,8.251240520477296,0.00016685623268131167,8.56242224574089,100
LD,2,L0.75-1,0.75,1.0,0.013455998559293221,0.0066837734946147975,0.0035950238489022013,100,64,8.181461580265415,False,False,,0.050100000000000006,0.006954183737573294,0,0,0.009281386565016874,0.0032410488929599524,0.025853913463652147,0.035268175788223735,0.062254142835736465,4.136476854910143e-05,0.09871821850538254,0.0019140012616480817,0.0026416421751491725,0.022029561514500546,0.03233603388653136,0.061550239156349745,-0.4280226508853957,0.09656499605625868,80
LD,2,L1-0.5,1.0,0.5,0.002888887148001231,0.006897352908595167,0.0032157396624938883,100,64,7.782941225650713,False,False,,0.050100000000000006,0.006954183737573294,0,0,0.0015380239836304099,0.0006483473116531968,0.002354469150304796,0.0036575105739757373,0.02142328023910525,5.507317473529838e-05,0.026382768526673317,-0.005829361319738382,-5.360634531825781e-07,2.4997652508318446e-05,3.5739457234740255e-05,0.0002919246675446642,-0.41870661079883575,0.0005253981798887253,49
LD,2,L1-1,1.0,1.0,0.00264511745001073,0.006953550087587246,0.003351695229980578,100,64,8.123326866771043,False,False,,0.050100000000000006,0.006954183737573294,0,0,0.0014433253342576791,0.0006394722440745682,0.0022951093968004007,0.0035488380817696448,0.02035745114088062,3.373566141817719e-05,0.027050383388996124,-0.005924059969111113,-7.449125405400991e-07,5.138731794431809e-05,7.712150982115417e-05,0.0006132807629182965,-0.4262776819523424,0.0011930130422115326,50
LD,2,N4,1.0,0.0,0.031079965041135436,0.006854183737573294,0.0031518241144112835,100,64,7.666121511864614,True,False,,0.050100000000000006,0.006954183737573294,0,0,0.007367385303368792,0.0006997519813012332,0.0030684104189276735,0.010824937652796471,0.13304556846618806,5.4596363042946905e-05,0.4288659393787384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LD,3,L0.75-0.5,0.75,0.5,0.010120606227137613,0.00622468516473873,0.004077504581573521,100,64,6.470836653881555,False,True,,0.050100000000000006,0.006544948224952896,0,0,0.006874520910860156,0.0024019196862354875,0.016527289524674485,0.030336514487862582,0.06303409241139896,2.0861407392658293e-05,0.07574725151062012,0.0018434658288606443,0.0015088736909092404,0.01290857839630922,0.027461375456186935,0.05881125503685331,-0.2589067416265607,0.0703653465025127,81
LD,3,L0.75-0,0.75,0.0,0.1620921217527939,0.006364175686485396,0.003914462020020437,96,64,5.759830804987022,True,False,,0.050100000000000006,0.006544948224952896,4,0,0.1974140501488,0.0037852912209928036,0.06186967119574547,0.8268307477235793,6.557504715919501,0.0001573438785271719,7.797021865844727,0.1923829950668005,0.0027837242232635617,0.05781620363704862,0.8155963463708757,6.47622854083777,-0.0002755960449576378,7.536230057477951,98
LD,3,L0.75-1,0.75,1.0,0.009508659350685775,0.0061356435863899605,0.004510019690712852,100,64,8.243782826080222,False,False,,0.050100000000000006,0.006544948224952896,0,0,0.006305415466031263,0.0018361032125540078,0.014298423938453202,0.030329766217619177,0.064320479258895,2.2172682292875834e-05,0.07919181883335114,0.001274360384031752,0.001345577897154726,0.012428478186484428,0.023410070149111544,0.06009764188434936,-0.26034677991992794,0.07380991382524371,77
LD,3,L1-0.5,1.0,0.5,0.003409596766141476,0.006407120534277055,0.004639965558226322,100,64,7.709178777839327,False,False,,0.050100000000000006,0.006544948224952896,0,0,0.002405672944696562,0.0008074360666796565,0.004064929531887174,0.007224470959044989,0.0146869872696701,5.173549288883805e-05,0.07839806377887726,-0.0026253821373029497,-1.012580469250679e-06,8.022319525480275e-06,2.0742032211273896e-05,4.4986673165112885e-05,-0.26060264112311415,7.4013601988554e-05,40
