arm,mechanism_metric,outcome_metric,checkpoint_n,spearman,pearson,causal_claim
QM,q_post_L8_median,rs,7,-0.8214285714285714,-0.7530221564142724,0
QM,q_post_L8_median,ps,7,-0.8214285714285714,-0.7189552575963392,0
QM,q_post_L8_median,ns,7,-0.6428571428571429,-0.624470039850014,0
QM,q_post_L8_p90,rs,7,-0.8571428571428571,-0.8218510898323554,0
QM,q_post_L8_p90,ps,7,-0.8571428571428571,-0.7906447535156045,0
QM,q_post_L8_p90,ns,7,-0.6071428571428571,-0.701981082862594,0
QM,mean_rho_median,rs,7,-0.9285714285714286,-0.954170946461893,0
QM,mean_rho_median,ps,7,-0.9285714285714286,-0.9422611759522688,0
QM,mean_rho_median,ns,7,-0.7142857142857143,-0.9316174006824173,0
QM,mean_rho_p90,rs,7,-0.7857142857142857,-0.8888828237391981,0
QM,mean_rho_p90,ps,7,-0.7857142857142857,-0.8799094245142309,0
QM,mean_rho_p90,ns,7,-0.42857142857142855,-0.872250947402787,0
QM,mean_tau_median,rs,7,-0.6428571428571429,-0.8603225491052875,0
QM,mean_tau_median,ps,7,-0.6428571428571429,-0.8552501761456349,0
QM,mean_tau_median,ns,7,-0.35714285714285715,-0.8318380007098675,0
QM,mean_tau_p90,rs,7,-0.75,-0.8934855031509642,0
QM,mean_tau_p90,ps,7,-0.75,-0.8830542236276334,0
QM,mean_tau_p90,ns,7,-0.35714285714285715,-0.8610284026320609,0
QM,d_parallel_median,rs,7,0.8928571428571429,0.9808934380851575,0
QM,d_parallel_median,ps,7,0.8928571428571429,0.9756213244276724,0
QM,d_parallel_median,ns,7,0.9285714285714286,0.9745230585602634,0
QM,d_parallel_p90,rs,7,0.8571428571428571,0.9720734627632962,0
QM,d_parallel_p90,ps,7,0.8571428571428571,0.973922162386941,0
QM,d_parallel_p90,ns,7,0.9642857142857143,0.9882235392386325,0
QM,d_perp_median,rs,7,0.5714285714285714,0.7122859880898132,0
QM,d_perp_median,ps,7,0.5714285714285714,0.6794559419452461,0
QM,d_perp_median,ns,7,0.9285714285714286,0.7324149186193459,0
QM,d_perp_p90,rs,7,0.39285714285714285,0.44152649823640483,0
QM,d_perp_p90,ps,7,0.39285714285714285,0.4209797226273327,0
QM,d_perp_p90,ns,7,0.7857142857142857,0.5088568702749794,0
QM,D_TV_median,rs,7,0.5357142857142857,0.716105987858369,0
QM,D_TV_median,ps,7,0.5357142857142857,0.7370893270175681,0
QM,D_TV_median,ns,7,0.9285714285714286,0.8279750845793652,0
QM,D_TV_p90,rs,7,-0.32142857142857145,0.11170189901201154,0
QM,D_TV_p90,ps,7,-0.32142857142857145,0.13804015776750983,0
QM,D_TV_p90,ns,7,0.25,0.2586961258114334,0
QM,update_magnitude_total,rs,7,-0.9642857142857143,-0.9838543240408605,0
QM,update_magnitude_total,ps,7,-0.9642857142857143,-0.9697128423245843,0
QM,update_magnitude_total,ns,7,-0.6785714285714286,-0.9372697991358604,0
QM,layer8_update_share,rs,7,0.14285714285714285,0.2853564697051656,0
QM,layer8_update_share,ps,7,0.14285714285714285,0.32540390585725587,0
QM,layer8_update_share,ns,7,0.4642857142857143,0.40153366383252653,0
QM,Vbar,rs,7,0.75,0.9275304269536377,0
QM,Vbar,ps,7,0.75,0.9319297413901164,0
QM,Vbar,ns,7,0.7142857142857143,0.9459428914879264,0
QM,unreachable_fraction,rs,7,0.14285714285714285,-0.16358228859166052,0
QM,unreachable_fraction,ps,7,0.14285714285714285,-0.19470506490497874,0
QM,unreachable_fraction,ns,7,-0.14285714285714285,-0.29538696718492763,0
QA,q_pre_L8_median,rs,7,1.0,0.9321602725590417,0
QA,q_pre_L8_median,ps,7,0.9642857142857143,0.9696515551269411,0
QA,q_pre_L8_median,ns,7,0.9642857142857143,0.9525744958373445,0
QA,q_pre_L8_p90,rs,7,0.9642857142857143,0.849068367931055,0
QA,q_pre_L8_p90,ps,7,0.9285714285714286,0.8990569638010648,0
QA,q_pre_L8_p90,ns,7,0.8928571428571429,0.9225896653868172,0
QA,q_post_L8_median,rs,7,-0.9642857142857143,-0.9421162001674303,0
QA,q_post_L8_median,ps,7,-0.9285714285714286,-0.9318415148928283,0
QA,q_post_L8_median,ns,7,-1.0,-0.8736679307823192,0
QA,q_post_L8_p90,rs,7,-1.0,-0.9900985350987367,0
QA,q_post_L8_p90,ps,7,-0.9642857142857143,-0.9844702618144782,0
QA,q_post_L8_p90,ns,7,-0.9642857142857143,-0.9200908474976853,0
QA,mean_rho_median,rs,7,-0.9642857142857143,-0.9771955244007526,0
QA,mean_rho_median,ps,7,-0.9285714285714286,-0.9914504191750768,0
QA,mean_rho_median,ns,7,-1.0,-0.9452609982634715,0
QA,mean_rho_p90,rs,7,-0.9642857142857143,-0.9945954731688254,0
QA,mean_rho_p90,ps,7,-0.9285714285714286,-0.9891760240125357,0
QA,mean_rho_p90,ns,7,-1.0,-0.9146940456831285,0
QA,mean_tau_median,rs,7,-0.9642857142857143,-0.9822439241072359,0
QA,mean_tau_median,ps,7,-0.9285714285714286,-0.9856231939061132,0
QA,mean_tau_median,ns,7,-1.0,-0.9354937463678664,0
QA,mean_tau_p90,rs,7,-0.9642857142857143,-0.9882401947660361,0
QA,mean_tau_p90,ps,7,-0.9285714285714286,-0.9763162797564225,0
QA,mean_tau_p90,ns,7,-1.0,-0.9269098549465381,0
QA,d_parallel_median,rs,7,0.9642857142857143,0.9645895606772975,0
QA,d_parallel_median,ps,7,0.9285714285714286,0.986436441825037,0
QA,d_parallel_median,ns,7,1.0,0.9667307038135255,0
QA,d_parallel_p90,rs,7,0.9642857142857143,0.9521711084740478,0
QA,d_parallel_p90,ps,7,0.9285714285714286,0.9808179534278472,0
QA,d_parallel_p90,ns,7,1.0,0.9755716977797508,0
QA,d_perp_median,rs,7,0.7857142857142857,0.734424160720398,0
QA,d_perp_median,ps,7,0.6785714285714286,0.8007283181903802,0
QA,d_perp_median,ns,7,0.75,0.8043893466276748,0
QA,d_perp_p90,rs,7,0.07142857142857142,0.3772475251345723,0
QA,d_perp_p90,ps,7,0.14285714285714285,0.4426114395462104,0
QA,d_perp_p90,ns,7,-0.10714285714285714,0.40834966836577963,0
QA,D_TV_median,rs,7,0.14285714285714285,-0.14813869499705556,0
QA,D_TV_median,ps,7,0.10714285714285714,-0.016998461786513326,0
QA,D_TV_median,ns,7,0.03571428571428571,0.18447758203881895,0
QA,D_TV_p90,rs,7,-0.25,-0.5539148068356242,0
QA,D_TV_p90,ps,7,-0.2857142857142857,-0.4282223913212894,0
QA,D_TV_p90,ns,7,-0.2857142857142857,-0.22231570029307407,0
QA,update_magnitude_total,rs,7,-0.9642857142857143,-0.9262511412170341,0
QA,update_magnitude_total,ps,7,-0.9285714285714286,-0.9150693475610429,0
QA,update_magnitude_total,ns,7,-1.0,-0.8381646999524097,0
QA,layer8_update_share,rs,7,-0.07142857142857142,-0.6428652761774556,0
QA,layer8_update_share,ps,7,-0.14285714285714285,-0.5701097161977993,0
QA,layer8_update_share,ns,7,-0.14285714285714285,-0.3345245300562856,0
QA,Vbar,rs,7,0.6428571428571429,0.8478893767024909,0
QA,Vbar,ps,7,0.6785714285714286,0.7880133113924073,0
QA,Vbar,ns,7,0.6785714285714286,0.6596666126654528,0
QA,unreachable_fraction,rs,7,-0.8214285714285714,-0.8626112143699182,0
QA,unreachable_fraction,ps,7,-0.8571428571428571,-0.8910790282629388,0
QA,unreachable_fraction,ns,7,-0.7857142857142857,-0.8939032595528467,0
