state,family,variant,edits,task,wall_seconds,forwards,input_tokens
AlphaEdit_L4_ONLY-edits02000,AlphaEdit,L4_ONLY,2000,cola,35.79674282763153,700,7332
AlphaEdit_L4_ONLY-edits02000,AlphaEdit,L4_ONLY,2000,rte,48.78800189308822,700,21237
AlphaEdit_L4_ONLY-edits02000,AlphaEdit,L4_ONLY,2000,mmlu,93.62070539873093,900,62465
AlphaEdit_L4_ONLY-edits02000,AlphaEdit,L4_ONLY,2000,nli,51.8223278420046,700,23670
AlphaEdit_L4_ONLY-edits03000,AlphaEdit,L4_ONLY,3000,sst2,36.86366222985089,700,9378
AlphaEdit_L4_ONLY-edits03000,AlphaEdit,L4_ONLY,3000,mrpc,53.640650667250156,700,21741
AlphaEdit_L4_ONLY-edits03000,AlphaEdit,L4_ONLY,3000,cola,35.80615809187293,700,7332
AlphaEdit_L4_ONLY-edits03000,AlphaEdit,L4_ONLY,3000,rte,48.80746663548052,700,21237
AlphaEdit_L4_ONLY-edits03000,AlphaEdit,L4_ONLY,3000,mmlu,93.57085960917175,900,62465
AlphaEdit_L4_ONLY-edits03000,AlphaEdit,L4_ONLY,3000,nli,51.85205943323672,700,23670
AlphaEdit_L4_ONLY-edits04000,AlphaEdit,L4_ONLY,4000,sst2,36.884911629371345,700,9378
AlphaEdit_L4_ONLY-edits04000,AlphaEdit,L4_ONLY,4000,mrpc,53.61792525742203,700,21741
AlphaEdit_L4_ONLY-edits04000,AlphaEdit,L4_ONLY,4000,cola,35.78590102493763,700,7332
AlphaEdit_L4_ONLY-edits04000,AlphaEdit,L4_ONLY,4000,rte,48.72756883408874,700,21237
AlphaEdit_L4_ONLY-edits04000,AlphaEdit,L4_ONLY,4000,mmlu,93.53472934290767,900,62465
AlphaEdit_L4_ONLY-edits04000,AlphaEdit,L4_ONLY,4000,nli,51.74719676282257,700,23670
AlphaEdit_L4_ONLY-edits05000,AlphaEdit,L4_ONLY,5000,sst2,36.86470652092248,700,9378
AlphaEdit_L4_ONLY-edits05000,AlphaEdit,L4_ONLY,5000,mrpc,53.646673783659935,700,21741
AlphaEdit_L4_ONLY-edits05000,AlphaEdit,L4_ONLY,5000,cola,35.79953918326646,700,7332
AlphaEdit_L4_ONLY-edits05000,AlphaEdit,L4_ONLY,5000,rte,48.72353392187506,700,21237
AlphaEdit_L4_ONLY-edits05000,AlphaEdit,L4_ONLY,5000,mmlu,93.56221289094537,900,62465
AlphaEdit_L4_ONLY-edits05000,AlphaEdit,L4_ONLY,5000,nli,51.75456051249057,700,23670
AlphaEdit_L4_ONLY-edits06000,AlphaEdit,L4_ONLY,6000,sst2,36.88244074769318,700,9378
AlphaEdit_L4_ONLY-edits06000,AlphaEdit,L4_ONLY,6000,mrpc,53.680121454410255,700,21741
AlphaEdit_L4_ONLY-edits06000,AlphaEdit,L4_ONLY,6000,cola,35.802329709753394,700,7332
AlphaEdit_L4_ONLY-edits06000,AlphaEdit,L4_ONLY,6000,rte,48.709992674179375,700,21237
AlphaEdit_L4_ONLY-edits06000,AlphaEdit,L4_ONLY,6000,mmlu,93.51800582464784,900,62465
AlphaEdit_L4_ONLY-edits06000,AlphaEdit,L4_ONLY,6000,nli,51.75327603518963,700,23670
AlphaEdit_L4_ONLY-edits07000,AlphaEdit,L4_ONLY,7000,sst2,36.836666567251086,700,9378
AlphaEdit_L4_ONLY-edits07000,AlphaEdit,L4_ONLY,7000,mrpc,53.68795949127525,700,21741
AlphaEdit_L4_ONLY-edits07000,AlphaEdit,L4_ONLY,7000,cola,35.800221116282046,700,7332
AlphaEdit_L4_ONLY-edits07000,AlphaEdit,L4_ONLY,7000,rte,48.78122895117849,700,21237
AlphaEdit_L4_ONLY-edits07000,AlphaEdit,L4_ONLY,7000,mmlu,93.57767795398831,900,62465
AlphaEdit_L4_ONLY-edits07000,AlphaEdit,L4_ONLY,7000,nli,51.810955703258514,700,23670
AlphaEdit_L4_ONLY-edits08000,AlphaEdit,L4_ONLY,8000,sst2,36.84484805818647,700,9378
AlphaEdit_L4_ONLY-edits08000,AlphaEdit,L4_ONLY,8000,mrpc,53.565958412364125,700,21741
AlphaEdit_L4_ONLY-edits08000,AlphaEdit,L4_ONLY,8000,cola,35.771749895997345,700,7332
AlphaEdit_L4_ONLY-edits08000,AlphaEdit,L4_ONLY,8000,rte,48.69218129105866,700,21237
AlphaEdit_L4_ONLY-edits08000,AlphaEdit,L4_ONLY,8000,mmlu,93.31806857511401,900,62465
AlphaEdit_L4_ONLY-edits08000,AlphaEdit,L4_ONLY,8000,nli,51.71234485413879,700,23670
AlphaEdit_L4_ONLY-edits09000,AlphaEdit,L4_ONLY,9000,sst2,36.864385914988816,700,9378
AlphaEdit_L4_ONLY-edits09000,AlphaEdit,L4_ONLY,9000,mrpc,53.48435314837843,700,21741
AlphaEdit_L4_ONLY-edits09000,AlphaEdit,L4_ONLY,9000,cola,35.77005889918655,700,7332
AlphaEdit_L4_ONLY-edits09000,AlphaEdit,L4_ONLY,9000,rte,48.60907588433474,700,21237
AlphaEdit_L4_ONLY-edits09000,AlphaEdit,L4_ONLY,9000,mmlu,93.25908337254077,900,62465
AlphaEdit_L4_ONLY-edits09000,AlphaEdit,L4_ONLY,9000,nli,51.68628686852753,700,23670
AlphaEdit_L4_ONLY-edits10000,AlphaEdit,L4_ONLY,10000,sst2,36.853122903965414,700,9378
AlphaEdit_L4_ONLY-edits10000,AlphaEdit,L4_ONLY,10000,mrpc,53.47073162999004,700,21741
AlphaEdit_L4_ONLY-edits10000,AlphaEdit,L4_ONLY,10000,cola,35.76901992037892,700,7332
AlphaEdit_L4_ONLY-edits10000,AlphaEdit,L4_ONLY,10000,rte,48.60583728272468,700,21237
AlphaEdit_L4_ONLY-edits10000,AlphaEdit,L4_ONLY,10000,mmlu,93.17699706275016,900,62465
AlphaEdit_L4_ONLY-edits10000,AlphaEdit,L4_ONLY,10000,nli,51.613483687862754,700,23670
AlphaEdit_L8_ONLY-edits00100,AlphaEdit,L8_ONLY,100,sst2,36.88675679638982,700,9378
AlphaEdit_L8_ONLY-edits00100,AlphaEdit,L8_ONLY,100,mrpc,53.69483856577426,700,21741
AlphaEdit_L8_ONLY-edits00100,AlphaEdit,L8_ONLY,100,cola,35.80156667344272,700,7332
AlphaEdit_L8_ONLY-edits00100,AlphaEdit,L8_ONLY,100,rte,48.7758529568091,700,21237
AlphaEdit_L8_ONLY-edits00100,AlphaEdit,L8_ONLY,100,mmlu,93.6096843490377,900,62465
AlphaEdit_L8_ONLY-edits00100,AlphaEdit,L8_ONLY,100,nli,51.78136716410518,700,23670
AlphaEdit_L8_ONLY-edits00500,AlphaEdit,L8_ONLY,500,sst2,36.87534966226667,700,9378
AlphaEdit_L8_ONLY-edits00500,AlphaEdit,L8_ONLY,500,mrpc,53.67375762760639,700,21741
AlphaEdit_L8_ONLY-edits00500,AlphaEdit,L8_ONLY,500,cola,35.805709353648126,700,7332
AlphaEdit_L8_ONLY-edits00500,AlphaEdit,L8_ONLY,500,rte,48.74812906701118,700,21237
AlphaEdit_L8_ONLY-edits00500,AlphaEdit,L8_ONLY,500,mmlu,93.59267251286656,900,62465
AlphaEdit_L8_ONLY-edits00500,AlphaEdit,L8_ONLY,500,nli,51.778100659139454,700,23670
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,sst2,36.843551728874445,700,9378
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mrpc,53.69051706697792,700,21741
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,cola,35.8037802008912,700,7332
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,rte,48.742968388833106,700,21237
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mmlu,93.59452664572746,900,62465
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,nli,51.80738664511591,700,23670
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,sst2,36.87254620157182,700,9378
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mrpc,53.68059317860752,700,21741
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,cola,35.80136191751808,700,7332
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,rte,48.799191811122,700,21237
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mmlu,93.62137409392744,900,62465
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,nli,51.847034284844995,700,23670
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,sst2,36.872406925074756,700,9378
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mrpc,53.674240426160395,700,21741
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,cola,35.81509562861174,700,7332
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,rte,48.82956100162119,700,21237
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mmlu,93.62957060430199,900,62465
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,nli,51.84628068190068,700,23670
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,sst2,36.877228072844446,700,9378
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mrpc,53.651956625282764,700,21741
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,cola,35.800502924248576,700,7332
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,rte,48.80452007148415,700,21237
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,93.64078916888684,900,62465
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,nli,51.88529693707824,700,23670
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,sst2,36.87007069308311,700,9378
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mrpc,53.6420928472653,700,21741
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,cola,35.80483637191355,700,7332
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,rte,48.726657587103546,700,21237
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,93.55619348306209,900,62465
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,nli,51.76110265403986,700,23670
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,sst2,36.872529736720026,700,9378
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mrpc,53.661388331092894,700,21741
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,cola,35.79646225459874,700,7332
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,rte,48.773513057269156,700,21237
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,93.58510879706591,900,62465
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,nli,51.782252696342766,700,23670
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,sst2,36.87832066509873,700,9378
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mrpc,53.6484907399863,700,21741
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,cola,35.813615748658776,700,7332
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,rte,48.75744548253715,700,21237
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mmlu,93.59418688993901,900,62465
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,nli,51.79560196958482,700,23670
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,sst2,36.89989432319999,700,9378
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,mrpc,53.65976388938725,700,21741
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,cola,35.80131870787591,700,7332
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,rte,48.68935458082706,700,21237
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,mmlu,93.40403225179762,900,62465
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,nli,51.84881970658898,700,23670
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,sst2,36.84869647119194,700,9378
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,mrpc,53.625969409011304,700,21741
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,cola,35.79480436164886,700,7332
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,rte,48.64253589883447,700,21237
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,mmlu,93.3374323900789,900,62465
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,nli,51.70031550619751,700,23670
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,sst2,36.862087653018534,700,9378
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,mrpc,53.57208941318095,700,21741
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,cola,35.78194146323949,700,7332
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,rte,48.686306160874665,700,21237
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,mmlu,93.36611813865602,900,62465
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,nli,51.68359786178917,700,23670
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,sst2,36.91730361524969,700,9378
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,mrpc,53.67905594408512,700,21741
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,cola,35.81510953977704,700,7332
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,rte,48.69751279335469,700,21237
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,mmlu,93.33432571683079,900,62465
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,nli,51.669817191548645,700,23670
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,sst2,36.8730230089277,700,9378
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,mrpc,53.57131828274578,700,21741
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,cola,35.78512454405427,700,7332
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,rte,48.60185412783176,700,21237
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,mmlu,93.21318284142762,900,62465
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,nli,51.624864774756134,700,23670
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,sst2,36.851724622771144,700,9378
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,mrpc,53.47960103396326,700,21741
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,cola,35.8034428851679,700,7332
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,rte,48.65221887640655,700,21237
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,mmlu,93.24662687350065,900,62465
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,nli,51.750943946652114,700,23670
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,sst2,36.91249224822968,700,9378
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,mrpc,53.55878407508135,700,21741
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,cola,35.799040210433304,700,7332
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,rte,48.7829450070858,700,21237
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,mmlu,93.54712630063295,900,62465
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,nli,51.84146749973297,700,23670
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,sst2,36.88855317234993,700,9378
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,mrpc,53.69315435551107,700,21741
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,cola,35.84175379015505,700,7332
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,rte,48.828273847699165,700,21237
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,mmlu,93.73674274142832,900,62465
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,nli,51.90617670491338,700,23670
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,sst2,36.874791105277836,700,9378
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,mrpc,53.67216697894037,700,21741
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,cola,35.84040849190205,700,7332
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,rte,48.85673155263066,700,21237
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,mmlu,93.77841621916741,900,62465
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,nli,51.89574628788978,700,23670
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,sst2,36.89803360775113,700,9378
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,mrpc,53.732935057953,700,21741
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,cola,35.83849546033889,700,7332
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,rte,48.85955959185958,700,21237
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,mmlu,93.74606512859464,900,62465
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,nli,51.873696794733405,700,23670
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,sst2,36.90178506728262,700,9378
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,mrpc,53.88503361493349,700,21741
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,cola,35.832810026593506,700,7332
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,rte,48.85422763414681,700,21237
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,mmlu,93.84325048793107,900,62465
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,nli,51.87615670263767,700,23670
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,sst2,36.89775974769145,700,9378
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,mrpc,53.74904465023428,700,21741
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,cola,35.83399821911007,700,7332
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,rte,48.8072871863842,700,21237
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,mmlu,93.7125221574679,900,62465
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,nli,51.82918308023363,700,23670
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,sst2,36.89258437696844,700,9378
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mrpc,53.686582195572555,700,21741
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,cola,35.81310572382063,700,7332
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,rte,48.79503528494388,700,21237
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,93.71952861361206,900,62465
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,nli,51.85397231951356,700,23670
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,sst2,36.905424199067056,700,9378
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mrpc,53.74854891188443,700,21741
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,cola,35.83324721362442,700,7332
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,rte,48.78837103955448,700,21237
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,93.71850861888379,900,62465
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,nli,51.847251486964524,700,23670
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,sst2,36.90207801014185,700,9378
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mrpc,53.73726309649646,700,21741
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,cola,35.820229556411505,700,7332
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,rte,48.797817120328546,700,21237
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,93.75998456496745,900,62465
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,nli,51.847120232880116,700,23670
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,sst2,36.89697937108576,700,9378
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mrpc,53.74142555333674,700,21741
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,cola,35.83162661828101,700,7332
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,rte,48.785894750617445,700,21237
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,93.70606331620365,900,62465
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,nli,51.83518396131694,700,23670
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,sst2,36.87568800710142,700,9378
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mrpc,53.745472243987024,700,21741
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,cola,35.8228770326823,700,7332
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,rte,48.79227717220783,700,21237
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,93.7544189831242,900,62465
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,nli,51.83202320989221,700,23670
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,sst2,36.87227628286928,700,9378
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mrpc,53.73490915168077,700,21741
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,cola,35.81436911225319,700,7332
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,rte,48.79006238374859,700,21237
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,93.70954311173409,900,62465
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,nli,51.85906749498099,700,23670
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,sst2,36.88551137689501,700,9378
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mrpc,53.74639552086592,700,21741
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,cola,35.83849569410086,700,7332
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,rte,48.84142640884966,700,21237
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,93.72778847906739,900,62465
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,nli,51.88756838440895,700,23670
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,sst2,36.87838641181588,700,9378
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mrpc,53.71625842899084,700,21741
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,cola,35.83135189116001,700,7332
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,rte,48.8734095254913,700,21237
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mmlu,93.81389802787453,900,62465
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,nli,51.90189349651337,700,23670
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,sst2,36.88369972165674,700,9378
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,mrpc,53.73678747564554,700,21741
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,cola,35.8293341351673,700,7332
