cell,batch,arm,reference,RS_delta_pp,PS_delta_pp,PS_strict_delta_pp,NS_delta_pp,rewrite_acc_delta_pp,rephrase_acc_delta_pp
LM,7,ORBFH,O,-0.71428571428571175,-0.50000000000000044,-0.85714285714285632,-2.2285714285714353,0,-1.7142857142857126
LM,7,JAC,O,-10.999999999999998,-10.285714285714286,-10.999999999999998,1.9142857142857128,-11.142857142857142,-10.642857142857142
LM,7,NQFIX,QCL,-1.7142857142857126,5.3571428571428603,8.2857142857142847,-7.1571428571428513,-8.8571428571428523,9.8571428571428541
LM,7,ORBFH,NQFIX,1.28571428571429,-2.4285714285714355,-4.142857142857137,3.4428571428571364,8.9999999999999964,-4.642857142857137
LM,7,ORBFH,JAC,10.285714285714286,9.7857142857142865,10.142857142857142,-4.1428571428571477,11.142857142857142,8.9285714285714306
LM,8,QCL,O,0.75000000000000622,-3.2499999999999973,-5.75,2.3374999999999924,2.5000000000000022,-6.0000000000000053
LM,8,NQFIX,O,-6.3749999999999973,-2.7499999999999969,-2.750000000000008,-5.9625000000000039,-14.124999999999998,-3.3750000000000058
LM,8,ORBFH,O,0.37500000000000311,-1.0624999999999996,-2.5000000000000022,-2.2375000000000034,0.12499999999999734,-3.3750000000000058
LM,8,JAC,O,-8.875,-9.4999999999999964,-10.750000000000004,1.5499999999999958,-7.8749999999999982,-8.875
LM,8,NQFIX,QCL,-7.1250000000000036,0.50000000000000044,2.9999999999999916,-8.2999999999999972,-16.625,2.6249999999999996
LM,8,ORBFH,NQFIX,6.75,1.6874999999999973,0.25000000000000577,3.7250000000000005,14.249999999999996,0
LM,8,ORBFH,JAC,9.2500000000000036,8.4374999999999982,8.2500000000000018,-3.7874999999999992,7.9999999999999964,5.4999999999999938
LM,9,QCL,O,2.0000000000000018,-2.0555555555555549,-3.5555555555555562,3.2222222222222263,6.3333333333333357,-4.666666666666675
LM,9,NQFIX,O,-11.444444444444446,-8.5000000000000071,-10.777777777777775,-7.5777777777777828,-25.333333333333329,-11.888888888888893
LM,9,ORBFH,O,-7.6666666666666661,-8.6666666666666679,-10.222222222222221,0.50000000000000044,-5.3333333333333339,-9.8888888888888911
LM,9,JAC,O,-6.3333333333333357,-7.277777777777783,-8.8888888888888911,0.6333333333333302,-3.7777777777777688,-6.7777777777777821
LM,9,NQFIX,QCL,-13.444444444444448,-6.4444444444444526,-7.2222222222222188,-10.80000000000001,-31.666666666666664,-7.2222222222222188
LM,9,ORBFH,NQFIX,3.7777777777777799,-0.16666666666665941,0.55555555555555358,8.0777777777777828,19.999999999999996,2.0000000000000018
LM,9,ORBFH,JAC,-1.3333333333333308,-1.388888888888884,-1.3333333333333308,-0.13333333333332975,-1.5555555555555656,-3.1111111111111089
LM,10,QCL,O,3.6000000000000032,-1.0500000000000065,-2.9999999999999916,3.6699999999999955,10.000000000000009,-2.5500000000000078
LM,10,NQFIX,O,-19.399999999999995,-15.700000000000003,-19.699999999999996,-10.440000000000005,-41.399999999999999,-24.950000000000006
LM,10,ORBFH,O,-5.199999999999994,-5.9000000000000057,-7.0999999999999952,0.33999999999999586,-1.3000000000000012,-7.300000000000006
LM,10,JAC,O,-3.6999999999999922,-5.8499999999999996,-7.5999999999999961,-0.32999999999999696,0,-6.100000000000005
LM,10,NQFIX,QCL,-23,-14.649999999999997,-16.700000000000003,-14.109999999999999,-51.399999999999999,-22.399999999999999
LM,10,ORBFH,NQFIX,14.200000000000001,9.7999999999999972,12.6,10.780000000000001,40.099999999999994,17.649999999999999
LM,10,ORBFH,JAC,-1.5000000000000013,-0.050000000000005596,0.50000000000000044,0.66999999999999282,-1.3000000000000012,-1.2000000000000011
LA,1,QCL,O,0,-7.5000000000000071,-9.9999999999999982,0.80000000000000071,-1.0000000000000009,-5.9999999999999947
LA,1,NQFIX,O,0,2.9999999999999916,4.0000000000000036,-0.70000000000000062,0,3.0000000000000027
LA,1,ORBFH,O,0,-8.0000000000000071,-9.9999999999999982,0.9000000000000008,-1.0000000000000009,-6.4999999999999947
LA,1,JAC,O,0,-7.5000000000000071,-9.9999999999999982,0.60000000000000053,0,-6.4999999999999947
LA,1,NQFIX,QCL,0,10.499999999999998,14.000000000000002,-1.5000000000000013,1.0000000000000009,8.9999999999999964
LA,1,ORBFH,NQFIX,0,-10.999999999999998,-14.000000000000002,1.6000000000000014,-1.0000000000000009,-9.4999999999999964
LA,1,ORBFH,JAC,0,-0.50000000000000044,0,0.30000000000000027,-1.0000000000000009,0
LA,2,QCL,O,-0.50000000000000044,-4.7499999999999982,-6.5000000000000053,0.85000000000000631,-0.50000000000000044,-6.9999999999999947
LA,2,NQFIX,O,0,2.9999999999999916,4.5000000000000036,-1.1499999999999955,0,0
LA,2,ORBFH,O,-0.50000000000000044,-5.0000000000000044,-6.5000000000000053,0.55000000000000604,-0.50000000000000044,-7.4999999999999956
LA,2,JAC,O,-0.50000000000000044,-4.5000000000000036,-6.9999999999999947,-0.74999999999999512,-0.50000000000000044,-6.75
LA,2,NQFIX,QCL,0.50000000000000044,7.7499999999999902,11.000000000000011,-2.0000000000000018,0.50000000000000044,6.9999999999999947
LA,2,ORBFH,NQFIX,-0.50000000000000044,-7.9999999999999964,-11.000000000000011,1.7000000000000015,-0.50000000000000044,-7.4999999999999956
LA,2,ORBFH,JAC,0,-0.50000000000000044,0.49999999999998934,1.3000000000000012,0,-0.74999999999999512
LA,3,QCL,O,-0.66666666666667096,-3.0000000000000027,-4.9999999999999929,0.59999999999998943,-0.66666666666667096,-5.6666666666666643
LA,3,NQFIX,O,0,3.3333333333333326,4.3333333333333339,-1.9000000000000017,-0.33333333333332993,0.83333333333334147
LA,3,ORBFH,O,-0.66666666666667096,-3.3333333333333326,-5.9999999999999947,0.33333333333332993,-0.66666666666667096,-6.4999999999999947
LA,3,JAC,O,-0.66666666666667096,-3.3333333333333326,-6.3333333333333357,-1.433333333333342,-0.66666666666667096,-5.3333333333333339
LA,3,NQFIX,QCL,0.66666666666667096,6.3333333333333357,9.3333333333333268,-2.4999999999999911,0.33333333333334103,6.5000000000000053
LA,3,ORBFH,NQFIX,-0.66666666666667096,-6.6666666666666652,-10.333333333333329,2.2333333333333316,-0.33333333333334103,-7.3333333333333357
LA,3,ORBFH,JAC,0,0,0.33333333333334103,1.7666666666666719,0,-1.1666666666666603
LA,4,QCL,O,-0.50000000000000044,-2.6249999999999996,-4.0000000000000036,0.049999999999994493,-0.50000000000000044,-6.1250000000000027
LA,4,NQFIX,O,0,2.2500000000000075,3.5000000000000031,-3.0750000000000055,-1.0000000000000009,2.0000000000000018
LA,4,ORBFH,O,-0.50000000000000044,-3.499999999999992,-5.5000000000000053,0.075000000000002842,-0.50000000000000044,-6.25
LA,4,JAC,O,-0.50000000000000044,-2.2499999999999964,-4.0000000000000036,-1.3249999999999984,-0.74999999999999512,-5.5000000000000053
LA,4,NQFIX,QCL,0.50000000000000044,4.8750000000000071,7.5000000000000071,-3.125,-0.50000000000000044,8.1250000000000036
LA,4,ORBFH,NQFIX,-0.50000000000000044,-5.75,-9.0000000000000071,3.1500000000000083,0.50000000000000044,-8.2500000000000018
LA,4,ORBFH,JAC,0,-1.2499999999999956,-1.5000000000000013,1.4000000000000012,0.24999999999999467,-0.74999999999999512
LA,5,QCL,O,-0.20000000000000018,-3.6999999999999922,-6.0000000000000053,-0.33999999999999586,0,-6.4999999999999947
LA,5,NQFIX,O,-0.20000000000000018,1.6000000000000014,1.8000000000000016,-4.1999999999999922,-0.60000000000000053,2.4000000000000021
LA,5,ORBFH,O,-0.20000000000000018,-3.9999999999999925,-6.4000000000000057,-0.21999999999999797,0,-6.7999999999999954
LA,5,JAC,O,-16.600000000000005,-18.499999999999993,-20.600000000000009,0.0200000000000089,-19.599999999999994,-19.099999999999994
LA,5,NQFIX,QCL,0,5.2999999999999936,7.8000000000000069,-3.8599999999999968,-0.60000000000000053,8.8999999999999968
LA,5,ORBFH,NQFIX,0,-5.5999999999999943,-8.2000000000000064,3.9799999999999947,0.60000000000000053,-9.1999999999999975
LA,5,ORBFH,JAC,16.400000000000002,14.500000000000002,14.200000000000001,-0.24000000000000687,19.599999999999994,12.300000000000001
LA,6,QCL,O,-0.16666666666665941,-3.3333333333333326,-5.0000000000000044,0.40000000000000036,0,-5.6666666666666643
LA,6,NQFIX,O,-0.33333333333332993,2.416666666666667,3.833333333333333,-6.399999999999995,-0.66666666666667096,4.3333333333333339
LA,6,ORBFH,O,-0.33333333333332993,-3.7499999999999978,-5.8333333333333348,0.46666666666667078,0,-5.9999999999999947
LA,6,JAC,O,-13.83333333333333,-15.249999999999996,-17.000000000000004,-0.46666666666665968,-16.166666666666664,-15.999999999999993
LA,6,NQFIX,QCL,-0.16666666666667052,5.75,8.8333333333333375,-6.7999999999999954,-0.66666666666667096,9.9999999999999982
LA,6,ORBFH,NQFIX,0,-6.1666666666666643,-9.6666666666666679,6.8666666666666654,0.66666666666667096,-10.333333333333329
LA,6,ORBFH,JAC,13.5,11.5,11.16666666666667,0.93333333333333046,16.166666666666664,9.9999999999999982
LA,7,QCL,O,-0.28571428571428914,-3.214285714285714,-4.7142857142857153,0.35714285714285587,-0.28571428571427804,-5.428571428571427
LA,7,NQFIX,O,-0.28571428571428914,1.8571428571428572,3.4285714285714253,-5.7142857142857162,-0.99999999999998979,4.5714285714285712
LA,7,ORBFH,O,-0.28571428571428914,-3.6428571428571477,-5.7142857142857162,-0.014285714285711126,-0.14285714285713347,-6.2142857142857171
LA,7,JAC,O,-11.71428571428571,-13.714285714285722,-15.428571428571436,-0.5285714285714227,-13.714285714285712,-14.214285714285712
LA,7,NQFIX,QCL,0,5.0714285714285712,8.1428571428571406,-6.0714285714285721,-0.71428571428571175,9.9999999999999982
LA,7,ORBFH,NQFIX,0,-5.5000000000000053,-9.1428571428571423,5.7000000000000046,0.85714285714285632,-10.785714285714288
LA,7,ORBFH,JAC,11.428571428571422,10.071428571428577,9.7142857142857189,0.51428571428571157,13.571428571428578,7.9999999999999964
LA,8,QCL,O,-0.12499999999999734,-3.312499999999996,-4.9999999999999929,-0.43750000000000178,0,-6.1875000000000018
LA,8,NQFIX,O,-0.37500000000000311,1.187500000000008,2.2500000000000075,-7.1249999999999929,-1.2499999999999956,3.5625000000000018
LA,8,ORBFH,O,-0.25000000000000577,-3.6250000000000004,-5.4999999999999938,-0.52499999999999769,-0.12499999999999734,-6.8749999999999982
LA,8,JAC,O,-10.125000000000007,-12.249999999999995,-13.624999999999998,-1.7375000000000029,-12,-13.375000000000004
LA,8,NQFIX,QCL,-0.25000000000000577,4.5000000000000036,7.2500000000000009,-6.6874999999999911,-1.2499999999999956,9.7500000000000036
LA,8,ORBFH,NQFIX,0.12499999999999734,-4.8125000000000089,-7.7500000000000018,6.5999999999999943,1.1249999999999982,-10.4375
LA,8,ORBFH,JAC,9.875,8.6249999999999929,8.1250000000000036,1.2125000000000052,11.875000000000002,6.5000000000000053
LA,9,QCL,O,-0.22222222222222365,-2.9999999999999916,-4.2222222222222268,-0.37777777777778798,-0.11111111111110628,-6.2222222222222285
LA,9,NQFIX,O,-0.66666666666667096,0.61111111111111782,1.0000000000000009,-7.6111111111111125,-2.1111111111111081,2.8333333333333321
LA,9,ORBFH,O,-0.22222222222222365,-3.7777777777777688,-5.6666666666666643,-0.6333333333333413,-0.4444444444444362,-7.0000000000000062
LA,9,JAC,O,-9.1111111111111143,-10.833333333333329,-12.333333333333329,-1.866666666666672,-10.666666666666668,-12.222222222222223
LA,9,NQFIX,QCL,-0.44444444444444731,3.6111111111111094,5.2222222222222285,-7.2333333333333254,-2.0000000000000018,9.0555555555555607
LA,9,ORBFH,NQFIX,0.44444444444444731,-4.3888888888888866,-6.6666666666666652,6.9777777777777716,1.6666666666666718,-9.8333333333333393
LA,9,ORBFH,JAC,8.8888888888888911,7.0555555555555589,6.6666666666666652,1.2333333333333307,10.222222222222232,5.222222222222217
LA,10,QCL,O,-0.10000000000000009,-3.0000000000000027,-4.7000000000000046,0.0200000000000089,-0.10000000000000009,-5.8000000000000052
LA,10,NQFIX,O,-0.70000000000000062,0.74999999999999512,0.80000000000000071,-7.8999999999999959,-2.8000000000000025,1.8499999999999961
LA,10,ORBFH,O,-0.20000000000000018,-3.2499999999999973,-5.100000000000005,-0.21999999999999797,-0.20000000000000018,-6.4500000000000002
LA,10,JAC,O,-7.9999999999999964,-10.150000000000004,-11.799999999999999,-1.1599999999999944,-9.4999999999999964,-11.799999999999999
LA,10,NQFIX,QCL,-0.60000000000000053,3.7499999999999978,5.5000000000000053,-7.9200000000000053,-2.7000000000000024,7.6500000000000012
LA,10,ORBFH,NQFIX,0.50000000000000044,-3.9999999999999925,-5.9000000000000057,7.6799999999999979,2.6000000000000023,-8.2999999999999972
LA,10,ORBFH,JAC,7.7999999999999954,6.9000000000000057,6.6999999999999948,0.93999999999999639,9.2999999999999972,5.3499999999999996
QM,1,QCL,O,0,-1.5000000000000013,-1.9999999999999907,0.70000000000000062,-1.0000000000000009,0
QM,1,NQFIX,O,0,-1.5000000000000013,-1.9999999999999907,-1.100000000000001,0,1.0000000000000009
QM,1,ORBFH,O,0,-1.0000000000000009,-1.0000000000000009,-0.50000000000000044,0,1.5000000000000013
QM,1,JAC,O,-1.0000000000000009,-1.0000000000000009,-1.0000000000000009,-0.80000000000000071,-2.0000000000000018,0.50000000000000044
QM,1,NQFIX,QCL,0,0,0,-1.8000000000000016,1.0000000000000009,1.0000000000000009
QM,1,ORBFH,NQFIX,0,0.50000000000000044,0.99999999999998979,0.60000000000000053,0,0.50000000000000044
QM,1,ORBFH,JAC,1.0000000000000009,0,0,0.30000000000000027,2.0000000000000018,1.0000000000000009
QM,2,QCL,O,-0.50000000000000044,0.25000000000000577,0,-0.50000000000000044,-1.5000000000000013,0.75000000000000622
QM,2,NQFIX,O,0,-0.50000000000000044,-1.0000000000000009,-2.1000000000000019,-1.0000000000000009,0.50000000000000044
QM,2,ORBFH,O,-0.50000000000000044,0.25000000000000577,0,-1.8500000000000072,-1.5000000000000013,0.50000000000000044
QM,2,JAC,O,-0.50000000000000044,0.25000000000000577,0,-2.5499999999999967,-1.5000000000000013,1.2500000000000067
QM,2,NQFIX,QCL,0.50000000000000044,-0.75000000000000622,-1.0000000000000009,-1.6000000000000014,0.50000000000000044,-0.25000000000000577
QM,2,ORBFH,NQFIX,-0.50000000000000044,0.75000000000000622,1.0000000000000009,0.24999999999999467,-0.50000000000000044,0
QM,2,ORBFH,JAC,0,0,0,0.69999999999998952,0,-0.75000000000000622
QM,3,QCL,O,-0.33333333333334103,0.33333333333334103,1.0000000000000009,0.2666666666666706,0,-2.8333333333333321
QM,3,NQFIX,O,-0.33333333333334103,0.66666666666667096,1.6666666666666607,-2.9333333333333322,-1.0000000000000009,0.16666666666667052
QM,3,ORBFH,O,-0.33333333333334103,0,0.66666666666665986,-2.1000000000000019,0,-0.33333333333332993
QM,3,JAC,O,-0.33333333333334103,0.50000000000000044,1.3333333333333308,-4.1000000000000032,0.33333333333332993,0.16666666666667052
QM,3,NQFIX,QCL,0,0.33333333333332993,0.66666666666665986,-3.2000000000000028,-1.0000000000000009,3.0000000000000027
QM,3,ORBFH,NQFIX,0,-0.66666666666667096,-1.0000000000000009,0.83333333333333037,1.0000000000000009,-0.50000000000000044
QM,3,ORBFH,JAC,0,-0.50000000000000044,-0.66666666666667096,2.0000000000000018,-0.33333333333332993,-0.50000000000000044
QM,4,QCL,O,0,-0.75000000000000622,-1.2500000000000067,-0.024999999999997247,0.50000000000000044,-1.2499999999999956
QM,4,NQFIX,O,0,-0.25000000000000577,0,-3.5250000000000004,-0.24999999999999467,0.50000000000000044
QM,4,ORBFH,O,0,-0.37500000000000311,-0.50000000000000044,-2.300000000000002,0,-0.37500000000000311
QM,4,JAC,O,0,-0.12500000000000844,0.24999999999999467,-3.6499999999999977,0.75000000000000622,0.62499999999999778
QM,4,NQFIX,QCL,0,0.50000000000000044,1.2500000000000067,-3.5000000000000031,-0.74999999999999512,1.749999999999996
QM,4,ORBFH,NQFIX,0,-0.12499999999999734,-0.50000000000000044,1.2249999999999983,0.24999999999999467,-0.87500000000000355
QM,4,ORBFH,JAC,0,-0.24999999999999467,-0.74999999999999512,1.3499999999999956,-0.75000000000000622,-1.0000000000000009
QM,5,QCL,O,0,-0.60000000000000053,-1.0000000000000009,0,0.20000000000000018,-0.39999999999998925
QM,5,NQFIX,O,0,-0.20000000000000018,-0.20000000000000018,-3.7200000000000011,-0.80000000000000071,0.9000000000000008
QM,5,ORBFH,O,-0.20000000000000018,-0.40000000000000036,-0.60000000000000053,-2.4799999999999933,0.20000000000000018,0.70000000000000062
QM,5,JAC,O,0,-0.20000000000000018,-0.40000000000000036,-5.0599999999999978,0.20000000000000018,0.80000000000000071
QM,5,NQFIX,QCL,0,0.40000000000000036,0.80000000000000071,-3.7200000000000011,-1.0000000000000009,1.2999999999999901
QM,5,ORBFH,NQFIX,-0.20000000000000018,-0.20000000000000018,-0.40000000000000036,1.2400000000000078,1.0000000000000009,-0.20000000000000018
QM,5,ORBFH,JAC,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,2.5800000000000045,0,-0.10000000000000009
QM,6,QCL,O,0,-0.5833333333333357,-0.83333333333333037,-0.46666666666665968,0.33333333333332993,-0.083333333333335258
QM,6,NQFIX,O,-0.33333333333332993,-1.1666666666666603,-1.8333333333333313,-5.8333333333333233,-2.1666666666666723,-1.9166666666666665
QM,6,ORBFH,O,-0.16666666666665941,-0.16666666666665941,-0.16666666666665941,-3.8666666666666627,-0.50000000000000044,1.4166666666666661
QM,6,JAC,O,0,0.083333333333335258,0.66666666666667096,-6.4833333333333298,-0.16666666666667052,2.083333333333337
QM,6,NQFIX,QCL,-0.33333333333332993,-0.5833333333333246,-1.0000000000000009,-5.3666666666666636,-2.5000000000000022,-1.8333333333333313
QM,6,ORBFH,NQFIX,0.16666666666667052,1.0000000000000009,1.6666666666666718,1.966666666666661,1.6666666666666718,3.3333333333333326
QM,6,ORBFH,JAC,-0.16666666666665941,-0.24999999999999467,-0.83333333333333037,2.6166666666666671,-0.33333333333332993,-0.66666666666667096
QM,7,QCL,O,-0.14285714285714457,0.21428571428572241,0.28571428571427804,-0.071428571428566734,0.14285714285714457,-0.42857142857142261
QM,7,NQFIX,O,-1.0000000000000009,-2.9285714285714248,-5.0000000000000044,-6.985714285714284,-6.2857142857142829,-3.0714285714285694
QM,7,ORBFH,O,-0.28571428571428914,-0.35714285714285587,-0.71428571428572285,-4.0285714285714258,-0.71428571428571175,1.0714285714285787
QM,7,JAC,O,0,0.50000000000000044,0.99999999999998979,-6.8428571428571399,-0.42857142857142261,1.7142857142857126
QM,7,NQFIX,QCL,-0.85714285714285632,-3.1428571428571472,-5.2857142857142829,-6.9142857142857173,-6.4285714285714279,-2.6428571428571468
QM,7,ORBFH,NQFIX,0.71428571428571175,2.571428571428569,4.2857142857142811,2.9571428571428582,5.5714285714285712,4.1428571428571477
QM,7,ORBFH,JAC,-0.28571428571428914,-0.85714285714285632,-1.7142857142857126,2.8142857142857136,-0.28571428571428914,-0.64285714285713391
QM,8,QCL,O,0.12499999999999734,0,-0.12499999999999734,-0.60000000000000053,1.0000000000000009,-0.31249999999999334
QM,8,NQFIX,O,-4.8750000000000071,-7.9375000000000089,-12.750000000000005,-6.9250000000000034,-23.875,-22.562499999999996
QM,8,ORBFH,O,0,-0.31250000000000444,-0.74999999999999512,-3.8250000000000006,-0.62499999999999778,0.62500000000000888
QM,8,JAC,O,0.12499999999999734,0.37499999999999201,0.50000000000000044,-8.0000000000000071,-0.75000000000000622,2.3750000000000049
QM,8,NQFIX,QCL,-5.0000000000000044,-7.9375000000000089,-12.625000000000009,-6.3250000000000028,-24.875000000000004,-22.250000000000004
QM,8,ORBFH,NQFIX,4.8750000000000071,7.6250000000000036,12.000000000000011,3.1000000000000028,23.250000000000004,23.187500000000007
QM,8,ORBFH,JAC,-0.12499999999999734,-0.68749999999999645,-1.2499999999999956,4.175000000000006,0.12500000000000844,-1.749999999999996
QM,9,QCL,O,0.22222222222222365,1.1111111111111072,2.2222222222222254,1.7666666666666719,3.4444444444444389,0.22222222222222365
QM,9,NQFIX,O,-10.555555555555552,-13.777777777777779,-21.55555555555555,-5.222222222222217,-31.000000000000007,-31.444444444444446
QM,9,ORBFH,O,0.33333333333332993,0.66666666666665986,1.3333333333333308,-3.1222222222222262,0.66666666666667096,0.38888888888888307
QM,9,JAC,O,0.33333333333332993,1.0000000000000009,1.7777777777777781,-6.0666666666666647,1.2222222222222245,3.0555555555555558
QM,9,NQFIX,QCL,-10.777777777777775,-14.888888888888886,-23.777777777777775,-6.9888888888888889,-34.444444444444443,-31.666666666666671
QM,9,ORBFH,NQFIX,10.888888888888882,14.444444444444438,22.888888888888882,2.0999999999999908,31.666666666666675,31.833333333333329
QM,9,ORBFH,JAC,0,-0.33333333333334103,-0.44444444444444731,2.9444444444444384,-0.55555555555555358,-2.6666666666666727
QM,10,QCL,O,2.0000000000000018,2.5000000000000022,4.3999999999999932,1.6100000000000003,7.0999999999999952,2.9999999999999916
QM,10,NQFIX,O,-12.699999999999999,-21.799999999999997,-31.600000000000005,-5.3100000000000041,-35.5,-40.850000000000001
QM,10,ORBFH,O,1.5000000000000013,1.4500000000000068,2.399999999999991,-3.4800000000000053,2.9000000000000026,0.94999999999999529
QM,10,JAC,O,2.1000000000000019,1.650000000000007,2.7999999999999914,-6.6000000000000059,4.1999999999999922,4.7499999999999982
QM,10,NQFIX,QCL,-14.700000000000003,-24.300000000000001,-36,-6.9200000000000035,-42.599999999999994,-43.849999999999994
QM,10,ORBFH,NQFIX,14.200000000000001,23.250000000000004,34,1.8299999999999983,38.399999999999999,41.799999999999997
