cell,arm,batch,stage,cohort,requests,at_write_success,now_success,initial_failure,success_to_loss,initial_failure_to_recovery,loss_conditional_den,order_hash
LM,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,98,0,2,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LM,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,69,0,31,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,79,0,21,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,76,0,24,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,78,0,22,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,76,0,24,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,93,0,7,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LM,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,9,100,100,100,0,0,0,100,7293ef9417e4e34eb1088856900e4cee2d94e4c35aed9c54cf061bf63c1872c1
LM,NQFIX,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,54,0,46,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,NQFIX,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,59,0,41,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,NQFIX,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,63,0,37,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,NQFIX,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,63,0,37,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,NQFIX,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,61,0,39,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,NQFIX,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,74,0,26,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,NQFIX,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,87,0,13,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,NQFIX,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,95,0,5,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LM,NQFIX,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,9,100,100,100,0,0,0,100,7293ef9417e4e34eb1088856900e4cee2d94e4c35aed9c54cf061bf63c1872c1
LM,NQFIX,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,10,100,100,100,0,0,0,100,5d0a044d9bd072653d046a529444df5feb60f7727f463ddd517406cb52378f51
LM,ORBFH,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,98,2,0,0,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,ORBFH,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,98,2,0,0,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,ORBFH,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,98,2,1,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,98,2,0,0,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,98,2,1,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,98,2,1,1,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,97,2,2,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,98,2,1,1,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,ORBFH,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,97,2,2,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,ORBFH,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,98,0,2,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,ORBFH,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,98,2,1,1,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,ORBFH,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,ORBFH,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,ORBFH,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,99,99,1,0,0,99,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,ORBFH,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,94,2,5,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,ORBFH,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,97,0,3,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,ORBFH,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,98,2,1,1,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,ORBFH,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,ORBFH,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,ORBFH,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,99,99,1,0,0,99,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,ORBFH,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,ORBFH,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,94,2,5,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,ORBFH,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,96,0,4,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,ORBFH,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,99,2,1,2,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,ORBFH,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,ORBFH,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,ORBFH,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,99,99,1,0,0,99,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,ORBFH,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,ORBFH,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LM,ORBFH,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,94,2,5,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,ORBFH,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,96,0,4,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,ORBFH,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,99,2,1,2,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,ORBFH,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,ORBFH,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,ORBFH,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,99,99,1,0,0,99,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,ORBFH,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,ORBFH,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LM,ORBFH,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,9,100,17,17,83,0,0,17,7293ef9417e4e34eb1088856900e4cee2d94e4c35aed9c54cf061bf63c1872c1
LM,ORBFH,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,90,2,9,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,ORBFH,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,94,0,6,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,ORBFH,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,97,2,3,2,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,ORBFH,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,97,0,3,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,ORBFH,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,ORBFH,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,99,100,1,0,1,99,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,ORBFH,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,ORBFH,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LM,ORBFH,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,9,100,17,20,83,1,4,17,7293ef9417e4e34eb1088856900e4cee2d94e4c35aed9c54cf061bf63c1872c1
LM,ORBFH,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,10,100,100,100,0,0,0,100,5d0a044d9bd072653d046a529444df5feb60f7727f463ddd517406cb52378f51
LM,JAC,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,98,2,0,0,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,JAC,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,98,2,0,0,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,JAC,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,JAC,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,97,2,1,0,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,JAC,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,JAC,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,98,2,0,0,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,JAC,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,98,2,1,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,JAC,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,JAC,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,99,2,0,1,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,JAC,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,JAC,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,97,2,2,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,JAC,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,99,0,1,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,JAC,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,99,2,0,1,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,JAC,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,JAC,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,JAC,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,97,2,2,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,JAC,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,99,0,1,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,JAC,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,99,2,0,1,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,JAC,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,JAC,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,JAC,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,17,17,83,0,0,17,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,JAC,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,96,2,3,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,JAC,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,99,0,1,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,JAC,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,100,2,0,2,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,JAC,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,JAC,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,JAC,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,17,21,83,1,5,17,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,JAC,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,JAC,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,96,2,3,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,JAC,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,98,0,2,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,JAC,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,100,2,0,2,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,JAC,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,JAC,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,JAC,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,17,20,83,3,6,17,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,JAC,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,JAC,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LM,JAC,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,96,2,3,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,JAC,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,98,0,2,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,JAC,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,100,2,0,2,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,JAC,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,JAC,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,JAC,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,17,23,83,4,10,17,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,JAC,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,JAC,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LM,JAC,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,9,100,100,100,0,0,0,100,7293ef9417e4e34eb1088856900e4cee2d94e4c35aed9c54cf061bf63c1872c1
LM,JAC,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,98,93,2,6,1,98,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LM,JAC,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,97,0,3,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LM,JAC,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,98,98,2,2,2,98,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LM,JAC,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,99,0,1,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LM,JAC,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LM,JAC,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,17,26,83,5,14,17,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LM,JAC,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LM,JAC,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LM,JAC,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,9,100,100,100,0,0,0,100,7293ef9417e4e34eb1088856900e4cee2d94e4c35aed9c54cf061bf63c1872c1
LM,JAC,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,10,100,100,100,0,0,0,100,5d0a044d9bd072653d046a529444df5feb60f7727f463ddd517406cb52378f51
LA,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,100,0,0,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,100,0,0,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,O,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,100,0,0,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,O,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,O,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,O,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,100,0,0,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,O,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,O,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,O,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
